https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ELF,Volume BTC
1663459200,2022-09-18 00:00:00,ELF/BTC,0.000006895,0.000006922,0.000006895,0.000006922,10905.9331,0.0754325333603
1663455600,2022-09-17 23:00:00,ELF/BTC,0.00000689,0.000006895,0.00000689,0.000006895,1104.4797,0.007614024317
1663452000,2022-09-17 22:00:00,ELF/BTC,0.000006865,0.000006865,0.000006865,0.000006865,1.0349,0.0000071045885
1663448400,2022-09-17 21:00:00,ELF/BTC,0.000006886,0.000006891,0.000006886,0.000006891,26.4828,0.0001824404134
1663444800,2022-09-17 20:00:00,ELF/BTC,0.000006851,0.000006851,0.000006851,0.000006851,0,0
1663441200,2022-09-17 19:00:00,ELF/BTC,0.000006876,0.000006886,0.000006851,0.000006851,4128.1002,0.0283954087573
1663437600,2022-09-17 18:00:00,ELF/BTC,0.000006883,0.000006889,0.000006844,0.000006844,4897.0348,0.0336145294177
1663434000,2022-09-17 17:00:00,ELF/BTC,0.000006862,0.000006887,0.000006862,0.000006887,7.9834,0.0000548066758
1663430400,2022-09-17 16:00:00,ELF/BTC,0.000006913,0.000006913,0.000006865,0.000006871,6674.4685,0.0459657319209
1663426800,2022-09-17 15:00:00,ELF/BTC,0.000006938,0.000006945,0.000006915,0.000006926,1183.991,0.0082182942959
1663423200,2022-09-17 14:00:00,ELF/BTC,0.000006894,0.000006938,0.000006894,0.000006938,4695.6162,0.0324923988962
1663419600,2022-09-17 13:00:00,ELF/BTC,0.0000069,0.0000069,0.000006894,0.000006894,86.8306,0.0005986135734
1663416000,2022-09-17 12:00:00,ELF/BTC,0.000006917,0.000006917,0.000006894,0.000006895,90.2751,0.000623814984
1663412400,2022-09-17 11:00:00,ELF/BTC,0.000006899,0.000006919,0.000006899,0.000006919,4066.4972,0.0280997829873
1663408800,2022-09-17 10:00:00,ELF/BTC,0.000006896,0.000006903,0.000006894,0.000006903,2041,0.0140815036471
1663405200,2022-09-17 09:00:00,ELF/BTC,0.000006896,0.000006896,0.000006896,0.000006896,0,0
1663401600,2022-09-17 08:00:00,ELF/BTC,0.000006869,0.000006896,0.000006869,0.000006896,30.5354,0.0002099398
1663398000,2022-09-17 07:00:00,ELF/BTC,0.00000689,0.00000689,0.00000689,0.00000689,0,0
1663394400,2022-09-17 06:00:00,ELF/BTC,0.000006869,0.00000689,0.000006869,0.00000689,1122.5189,0.0077341518316
1663390800,2022-09-17 05:00:00,ELF/BTC,0.000006889,0.000006889,0.000006889,0.000006889,0,0
1663387200,2022-09-17 04:00:00,ELF/BTC,0.000006889,0.000006889,0.000006889,0.000006889,2.413,0.000016623157
1663383600,2022-09-17 03:00:00,ELF/BTC,0.000006862,0.000006862,0.000006862,0.000006862,0,0
1663380000,2022-09-17 02:00:00,ELF/BTC,0.000006866,0.000006866,0.000006862,0.000006862,79.0196,0.0005423643448
1663376400,2022-09-17 01:00:00,ELF/BTC,0.000006872,0.000006895,0.000006866,0.000006895,1920.9041,0.0131939251215
1663372800,2022-09-17 00:00:00,ELF/BTC,0.000006895,0.000006899,0.000006872,0.000006872,1645.5649,0.0113299877655
1663369200,2022-09-16 23:00:00,ELF/BTC,0.000006911,0.000006928,0.000006911,0.000006928,0.4772,0.00000330341
1663365600,2022-09-16 22:00:00,ELF/BTC,0.000006895,0.000006895,0.000006895,0.000006895,0,0
1663362000,2022-09-16 21:00:00,ELF/BTC,0.000006926,0.000006926,0.000006895,0.000006895,445.9524,0.0030748648262
1663358400,2022-09-16 20:00:00,ELF/BTC,0.000006914,0.000006925,0.000006906,0.000006925,986.0831,0.0068098934196
1663354800,2022-09-16 19:00:00,ELF/BTC,0.000006938,0.000006938,0.000006914,0.000006914,3613.2628,0.025016665275
1663351200,2022-09-16 18:00:00,ELF/BTC,0.000006938,0.000006938,0.000006938,0.000006938,1092.791,0.007581783958
1663347600,2022-09-16 17:00:00,ELF/BTC,0.000006939,0.000006971,0.000006939,0.000006971,5503.9883,0.0382936942725
1663344000,2022-09-16 16:00:00,ELF/BTC,0.000006919,0.000006939,0.000006919,0.000006939,1384.4515,0.0096040568214
1663340400,2022-09-16 15:00:00,ELF/BTC,0.000006915,0.00000692,0.000006915,0.00000692,895.8554,0.0061993092635
1663336800,2022-09-16 14:00:00,ELF/BTC,0.0000069,0.0000069,0.00000689,0.00000689,1109.9713,0.007654503476
1663333200,2022-09-16 13:00:00,ELF/BTC,0.000006921,0.000006929,0.000006887,0.000006929,6086.1955,0.0420525767933
1663329600,2022-09-16 12:00:00,ELF/BTC,0.000006889,0.000006913,0.000006889,0.000006889,0.8903,0.0000061424985
1663326000,2022-09-16 11:00:00,ELF/BTC,0.000006889,0.000006912,0.000006889,0.000006912,15.3576,0.0001058075661
1663322400,2022-09-16 10:00:00,ELF/BTC,0.000006892,0.000006892,0.00000689,0.00000689,51.7179,0.0003563367274
1663318800,2022-09-16 09:00:00,ELF/BTC,0.000006889,0.00000689,0.000006889,0.00000689,0.5845,0.0000040269983
1663315200,2022-09-16 08:00:00,ELF/BTC,0.000006911,0.000006912,0.000006889,0.000006889,1499.3419,0.010339732828
1663311600,2022-09-16 07:00:00,ELF/BTC,0.000006912,0.000006912,0.000006912,0.000006912,9.5205,0.000065805696
1663308000,2022-09-16 06:00:00,ELF/BTC,0.000006879,0.000006879,0.000006879,0.000006879,0.4633,0.0000031870407
1663304400,2022-09-16 05:00:00,ELF/BTC,0.000006909,0.000006909,0.000006909,0.000006909,0.3055,0.0000021106995
1663300800,2022-09-16 04:00:00,ELF/BTC,0.000006912,0.000006912,0.000006889,0.000006889,898.007,0.0062069992703
1663297200,2022-09-16 03:00:00,ELF/BTC,0.000006904,0.000006912,0.000006904,0.000006912,1047.2965,0.0072305426208
1663293600,2022-09-16 02:00:00,ELF/BTC,0.00000688,0.00000688,0.00000688,0.00000688,1046.3484,0.007198876992
1663290000,2022-09-16 01:00:00,ELF/BTC,0.000006908,0.000006908,0.000006888,0.000006888,1143.6058,0.0078775600394
1663286400,2022-09-16 00:00:00,ELF/BTC,0.000006898,0.000006898,0.000006898,0.000006898,893.8345,0.006165670381
1663282800,2022-09-15 23:00:00,ELF/BTC,0.000006903,0.000006903,0.000006903,0.000006903,0.5423,0.0000037434969
1663279200,2022-09-15 22:00:00,ELF/BTC,0.00000689,0.000006931,0.00000689,0.000006931,1759.6868,0.0121563913556
1663275600,2022-09-15 21:00:00,ELF/BTC,0.000006893,0.000006893,0.00000689,0.00000689,6.9332,0.0000477823235
1663272000,2022-09-15 20:00:00,ELF/BTC,0.000006923,0.000006923,0.000006923,0.000006923,0,0
1663268400,2022-09-15 19:00:00,ELF/BTC,0.000006923,0.000006923,0.000006923,0.000006923,889.3458,0.0061569409734
1663264800,2022-09-15 18:00:00,ELF/BTC,0.000006923,0.000006923,0.000006923,0.000006923,0.5604,0.0000038796492
1663261200,2022-09-15 17:00:00,ELF/BTC,0.000006907,0.000006923,0.000006899,0.000006923,1259.4493,0.0086918999141
