https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FCD,Volume USDT
1660608000,2022-08-16 00:00:00,FCD/USDT,0.04829,0.0483,0.04726,0.04805,1545237.354,74547.597783422
1660521600,2022-08-15 00:00:00,FCD/USDT,0.04862,0.04905,0.04814,0.04828,4535162.1435,220193.578064105
1660435200,2022-08-14 00:00:00,FCD/USDT,0.0484,0.04883,0.04821,0.04869,4861266.789,235933.092049479
1660348800,2022-08-13 00:00:00,FCD/USDT,0.04716,0.05,0.04705,0.04823,4561980.5674,218269.5928566
1660262400,2022-08-12 00:00:00,FCD/USDT,0.0464,0.04796,0.0457,0.04727,5656350.1569,264812.127435659
1660176000,2022-08-11 00:00:00,FCD/USDT,0.037,0.05,0.0334,0.04639,5503346.7428,235739.59395052
1660089600,2022-08-10 00:00:00,FCD/USDT,0.03689,0.03732,0.03664,0.03732,104343.3397,3862.656417885
1660003200,2022-08-09 00:00:00,FCD/USDT,0.0371,0.0371,0.03656,0.03658,30473.7302,1124.998163029
1659916800,2022-08-08 00:00:00,FCD/USDT,0.03709,0.03743,0.03683,0.0369,107679.7071,3999.941117451
1659830400,2022-08-07 00:00:00,FCD/USDT,0.03712,0.03761,0.03682,0.03708,78292.1829,2906.959278706
1659744000,2022-08-06 00:00:00,FCD/USDT,0.03646,0.03703,0.03646,0.03674,13089.599,479.159387774
1659657600,2022-08-05 00:00:00,FCD/USDT,0.03659,0.03682,0.03633,0.03642,47160.4213,1720.558667703
1659571200,2022-08-04 00:00:00,FCD/USDT,0.03625,0.0395,0.03572,0.03635,150764.3458,5533.279067248
1659484800,2022-08-03 00:00:00,FCD/USDT,0.03456,0.0363,0.03456,0.03614,124587.0181,4444.694334151
1659398400,2022-08-02 00:00:00,FCD/USDT,0.03085,0.03409,0.03052,0.03375,217154.5374,7163.271116436
1659312000,2022-08-01 00:00:00,FCD/USDT,0.03057,0.03094,0.03057,0.03094,9738.4452,299.900403725
1659225600,2022-07-31 00:00:00,FCD/USDT,0.03074,0.03116,0.03049,0.03051,189036.5814,5823.015311047
1659139200,2022-07-30 00:00:00,FCD/USDT,0.03051,0.0308,0.03042,0.0307,40465.6913,1236.037524562
1659052800,2022-07-29 00:00:00,FCD/USDT,0.0311,0.03115,0.03045,0.03045,71110.4598,2185.278525227
1658966400,2022-07-28 00:00:00,FCD/USDT,0.0312,0.039,0.03047,0.03111,113713.8071,3601.991658235
1658880000,2022-07-27 00:00:00,FCD/USDT,0.03114,0.03216,0.03096,0.03106,71537.9628,2231.171189555
1658793600,2022-07-26 00:00:00,FCD/USDT,0.03173,0.03359,0.03109,0.03136,34238.7486,1091.741885071
1658707200,2022-07-25 00:00:00,FCD/USDT,0.03227,0.03227,0.03165,0.03168,38345.1407,1223.686605836
1658620800,2022-07-24 00:00:00,FCD/USDT,0.03223,0.03291,0.03198,0.03225,249067.8517,8068.845139334
1658534400,2022-07-23 00:00:00,FCD/USDT,0.03198,0.03623,0.03175,0.03223,117082.629,3766.459376042
1658448000,2022-07-22 00:00:00,FCD/USDT,0.03133,0.04,0.03133,0.03224,130949.8541,4259.523517709
1658361600,2022-07-21 00:00:00,FCD/USDT,0.03144,0.05,0.03118,0.03142,260685.03185849,8587.6788571989118
1658275200,2022-07-20 00:00:00,FCD/USDT,0.03124,0.0339,0.03103,0.03142,233189.3435,7428.278440912
1658188800,2022-07-19 00:00:00,FCD/USDT,0.03117,0.0316,0.03103,0.03143,83106.9421,2604.224559802
1658102400,2022-07-18 00:00:00,FCD/USDT,0.03111,0.03199,0.03086,0.03103,325274.4317,10177.677164146
1658016000,2022-07-17 00:00:00,FCD/USDT,0.03144,0.034,0.03056,0.03121,426472.0188,13312.257292713
1657929600,2022-07-16 00:00:00,FCD/USDT,0.0311,0.0339,0.0311,0.03162,362060.1302,11466.267209106
1657843200,2022-07-15 00:00:00,FCD/USDT,0.03097,0.03147,0.03077,0.03089,225299.6819,6996.220223919
1657756800,2022-07-14 00:00:00,FCD/USDT,0.03089,0.0321,0.03051,0.03091,295695.6794,9124.588771721
1657670400,2022-07-13 00:00:00,FCD/USDT,0.0302,0.0345,0.02994,0.03064,2230882.9906,71580.997958412
1657584000,2022-07-12 00:00:00,FCD/USDT,0.02995,0.03151,0.02938,0.03,1314390.6887,40186.361170056
1657497600,2022-07-11 00:00:00,FCD/USDT,0.02899,0.03444,0.02882,0.03001,1866444.7929,58160.797553001
1657411200,2022-07-10 00:00:00,FCD/USDT,0.02926,0.02926,0.02875,0.02875,55619.3435,1609.737914115
1657324800,2022-07-09 00:00:00,FCD/USDT,0.02927,0.02933,0.02895,0.02926,39941.548,1167.720821742
1657238400,2022-07-08 00:00:00,FCD/USDT,0.02955,0.02955,0.02908,0.02924,113789.308,3339.636119512
1657152000,2022-07-07 00:00:00,FCD/USDT,0.02943,0.0296,0.02909,0.0295,228732.50397489,6734.924891586394
1657065600,2022-07-06 00:00:00,FCD/USDT,0.02963,0.02963,0.02939,0.02939,43319.5911,1282.007850575
1656979200,2022-07-05 00:00:00,FCD/USDT,0.02997,0.02997,0.0296,0.02966,35857.02089218,1070.0584154891177
1656892800,2022-07-04 00:00:00,FCD/USDT,0.03004,0.03004,0.0297,0.02997,49527.77153336,1477.7785401995019
1656806400,2022-07-03 00:00:00,FCD/USDT,0.03005,0.03017,0.02982,0.02982,95537.6548462,2869.5595488726973
1656720000,2022-07-02 00:00:00,FCD/USDT,0.03022,0.03038,0.02995,0.03017,112037.17712572,3372.3302776806909
1656633600,2022-07-01 00:00:00,FCD/USDT,0.03048,0.03048,0.03019,0.03019,55305.70619264,1674.2820110526672
1656547200,2022-06-30 00:00:00,FCD/USDT,0.03116,0.03116,0.03022,0.03048,406629.4949918,12466.5610995758115
1656460800,2022-06-29 00:00:00,FCD/USDT,0.03144,0.0315,0.03107,0.03113,155089.92707511,4858.3408381956985
1656374400,2022-06-28 00:00:00,FCD/USDT,0.03185,0.03197,0.03141,0.0315,210080.52214066,6654.2233450722546
1656288000,2022-06-27 00:00:00,FCD/USDT,0.03103,0.0345,0.03103,0.03164,1423910.45999568,46110.7449390823383
1656201600,2022-06-26 00:00:00,FCD/USDT,0.03105,0.03105,0.03083,0.03083,33377.30398695,1031.1226272989006
1656115200,2022-06-25 00:00:00,FCD/USDT,0.0311,0.0313,0.03086,0.03105,85687.46342791,2663.57473943035
1656028800,2022-06-24 00:00:00,FCD/USDT,0.03294,0.03294,0.03,0.03098,785273.12924542,24448.989470039509
1655942400,2022-06-23 00:00:00,FCD/USDT,0.03435,0.03467,0.03199,0.03287,1058439.4743,35111.59714316
1655856000,2022-06-22 00:00:00,FCD/USDT,0.03406,0.03457,0.03402,0.03435,51820.18630128,1777.1494166099424
1655769600,2022-06-21 00:00:00,FCD/USDT,0.03446,0.035,0.03387,0.03432,215044.5016557,7359.1142840249786
1655683200,2022-06-20 00:00:00,FCD/USDT,0.03501,0.03514,0.03436,0.03449,600993.25140928,20913.5404684452562
1655596800,2022-06-19 00:00:00,FCD/USDT,0.03437,0.03509,0.0338,0.03502,883058.22120695,30524.7007144258527
1655510400,2022-06-18 00:00:00,FCD/USDT,0.03462,0.03489,0.03425,0.03435,92724.13977017,3197.0064365234397
1655424000,2022-06-17 00:00:00,FCD/USDT,0.03462,0.03491,0.03455,0.03481,10225.48279977,355.0374562149478
1655337600,2022-06-16 00:00:00,FCD/USDT,0.03502,0.03519,0.0317,0.03461,693426.02281065,23940.8214694040319
1655251200,2022-06-15 00:00:00,FCD/USDT,0.0358,0.0367,0.03474,0.03502,211816.27559268,7553.1194253796985
1655164800,2022-06-14 00:00:00,FCD/USDT,0.0349,0.0369,0.034,0.036,504513.80611466,17793.622188488481
1655078400,2022-06-13 00:00:00,FCD/USDT,0.0378,0.0382,0.0321,0.0352,1228271.5120835,43607.143368746644
1654992000,2022-06-12 00:00:00,FCD/USDT,0.0409,0.0411,0.0372,0.0377,981323.65994526,38163.124997735644
1654905600,2022-06-11 00:00:00,FCD/USDT,0.0352,0.046,0.0349,0.0406,6840625.52231444,283675.433419966772
1654819200,2022-06-10 00:00:00,FCD/USDT,0.0348,0.0352,0.0333,0.0352,507127.69244123,17498.611374798447
1654732800,2022-06-09 00:00:00,FCD/USDT,0.0339,0.035,0.0335,0.035,469910.06969869,16116.863620818838
1654646400,2022-06-08 00:00:00,FCD/USDT,0.035,0.035,0.0335,0.0337,183532.76203121,6218.255935599341
1654560000,2022-06-07 00:00:00,FCD/USDT,0.0336,0.0375,0.0315,0.0344,498760.55204838,16832.259549846553
1654473600,2022-06-06 00:00:00,FCD/USDT,0.0332,0.0338,0.0325,0.0325,1038181.27497475,34435.304795356774
1654387200,2022-06-05 00:00:00,FCD/USDT,0.03,0.035,0.0298,0.0332,2044444.60024631,66700.325628687378
1654300800,2022-06-04 00:00:00,FCD/USDT,0.0299,0.0302,0.0298,0.0302,119632.66866551,3595.608030888402
1654214400,2022-06-03 00:00:00,FCD/USDT,0.0293,0.0303,0.0287,0.0299,584087.5959881,17285.409163136496
1654128000,2022-06-02 00:00:00,FCD/USDT,0.0291,0.0293,0.0281,0.0288,388208.62341391,11112.008352219609
1654041600,2022-06-01 00:00:00,FCD/USDT,0.0302,0.0324,0.0289,0.0292,372325.6005548,11056.748672948991
1653955200,2022-05-31 00:00:00,FCD/USDT,0.0299,0.0357,0.0297,0.03,423047.63150514,12977.552293545978
1653868800,2022-05-30 00:00:00,FCD/USDT,0.0288,0.035,0.0286,0.0299,979335.6824959,29806.585329495396
1653782400,2022-05-29 00:00:00,FCD/USDT,0.0298,0.037,0.0283,0.0287,699351.83139473,21276.779181207555
1653696000,2022-05-28 00:00:00,FCD/USDT,0.0309,0.038,0.0295,0.0298,514351.90496117,15972.661519867427
1653609600,2022-05-27 00:00:00,FCD/USDT,0.0298,0.0389,0.029,0.0306,930589.59147823,28781.968980331617
1653523200,2022-05-26 00:00:00,FCD/USDT,0.0313,0.0314,0.0289,0.0296,834070.79989489,25053.288469818008
1653436800,2022-05-25 00:00:00,FCD/USDT,0.0323,0.0329,0.0309,0.0309,1120780.17232167,35683.480161887476
1653350400,2022-05-24 00:00:00,FCD/USDT,0.0333,0.035,0.031,0.0321,607091.80349024,20092.037163570265
1653264000,2022-05-23 00:00:00,FCD/USDT,0.0352,0.0354,0.0326,0.0335,937645.31941283,31959.369009909412
1653177600,2022-05-22 00:00:00,FCD/USDT,0.0371,0.0379,0.033,0.0352,929753.16902686,33090.737877579546
1653091200,2022-05-21 00:00:00,FCD/USDT,0.0372,0.0415,0.0333,0.0373,1150349.35429484,41101.27215242862
1653004800,2022-05-20 00:00:00,FCD/USDT,0.0333,0.0403,0.0306,0.037,3134867.40766983,110772.432081982677
1652918400,2022-05-19 00:00:00,FCD/USDT,0.0445,0.0447,0.0331,0.0331,9443383.12951747,369516.90832769055
1652832000,2022-05-18 00:00:00,FCD/USDT,0.0554,0.0554,0.0441,0.0449,9793684.26799283,491699.581144305066
1652745600,2022-05-17 00:00:00,FCD/USDT,0.0607,0.0612,0.0535,0.0542,4192660.56154002,241766.695356130384
1652659200,2022-05-16 00:00:00,FCD/USDT,0.07,0.07,0.0592,0.0606,1010327.21714062,63460.875841008884
1652572800,2022-05-15 00:00:00,FCD/USDT,0.0592,0.0705,0.0584,0.07,1500333.53907511,92964.135926608111
1652486400,2022-05-14 00:00:00,FCD/USDT,0.0589,0.0632,0.0401,0.0592,1604273.95444388,93226.266592479252
1652400000,2022-05-13 00:00:00,FCD/USDT,0.0475,0.0605,0.0399,0.058,3295097.06152842,167365.26683228999
1652313600,2022-05-12 00:00:00,FCD/USDT,0.12,1.201,0.0221,0.0474,4975953.52790724,433059.61841929135
