https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ISP,Volume USDT
1663459200,2022-09-18 00:00:00,ISP/USDT,0.000743,0.000752,0.000739,0.000748,5601860.9979,4166.706648825
1663372800,2022-09-17 00:00:00,ISP/USDT,0.000709,0.000764,0.000707,0.000741,175572824.4172,126881.5617295995
1663286400,2022-09-16 00:00:00,ISP/USDT,0.000716,0.00072,0.000681,0.000711,167640011.5371,118528.4075091887
1663200000,2022-09-15 00:00:00,ISP/USDT,0.000726,0.00073,0.000697,0.000716,189908989.2418,135301.2400400841
1663113600,2022-09-14 00:00:00,ISP/USDT,0.000762,0.000766,0.000701,0.000728,164817906.3923,119173.6926183617
1663027200,2022-09-13 00:00:00,ISP/USDT,0.000822,0.000829,0.000762,0.000762,80698568.7007,65162.977971726
1662940800,2022-09-12 00:00:00,ISP/USDT,0.000784,0.000838,0.000752,0.000825,54254909.3144,43142.1174803776
1662854400,2022-09-11 00:00:00,ISP/USDT,0.000796,0.000803,0.000778,0.000784,5639187.0886,4453.0513763218
1662768000,2022-09-10 00:00:00,ISP/USDT,0.000818,0.000888,0.000786,0.000797,155183072.4753,128246.983490561
1662681600,2022-09-09 00:00:00,ISP/USDT,0.000764,0.00085,0.00076,0.000824,125792403.3478,101653.9297333217
1662595200,2022-09-08 00:00:00,ISP/USDT,0.000768,0.000804,0.00075,0.000761,19683766.6782,15310.9276536936
1662508800,2022-09-07 00:00:00,ISP/USDT,0.000733,0.000804,0.000722,0.000766,117726724.36,87445.8191195655
1662422400,2022-09-06 00:00:00,ISP/USDT,0.000773,0.0008,0.000726,0.000736,30859818.5067,23575.0533141751
1662336000,2022-09-05 00:00:00,ISP/USDT,0.000788,0.000817,0.000773,0.000775,6776447.7191,5351.2677304275
1662249600,2022-09-04 00:00:00,ISP/USDT,0.000803,0.00083,0.000778,0.000788,132640059.6238,106502.080913664
1662163200,2022-09-03 00:00:00,ISP/USDT,0.000811,0.000832,0.0008,0.000805,170795231.6671,138448.8995409741
1662076800,2022-09-02 00:00:00,ISP/USDT,0.000828,0.000835,0.000801,0.000816,174781604.8127,143184.2816906714
1661990400,2022-09-01 00:00:00,ISP/USDT,0.000837,0.000852,0.000806,0.000832,179524972.992,147330.6985094288
1661904000,2022-08-31 00:00:00,ISP/USDT,0.000817,0.000858,0.0008,0.000838,181862455,149033.4118245791
1661817600,2022-08-30 00:00:00,ISP/USDT,0.000813,0.000857,0.000801,0.00082,196582312.2337,160494.2762329024
1661731200,2022-08-29 00:00:00,ISP/USDT,0.000776,0.000823,0.000757,0.000817,76875085.0846,62370.7485367175
1661644800,2022-08-28 00:00:00,ISP/USDT,0.000786,0.000802,0.000767,0.000775,11050664.8696,8643.37994355
1661558400,2022-08-27 00:00:00,ISP/USDT,0.000773,0.000801,0.000767,0.000786,9849639.1098,7720.6086797986
1661472000,2022-08-26 00:00:00,ISP/USDT,0.000833,0.000835,0.000766,0.000773,134338932.633,109820.8135542593
1661385600,2022-08-25 00:00:00,ISP/USDT,0.000867,0.000876,0.000801,0.000831,137453036.6936,114168.659387427
1661299200,2022-08-24 00:00:00,ISP/USDT,0.000928,0.000945,0.000845,0.000867,123186330.5984,108317.9061475877
1661212800,2022-08-23 00:00:00,ISP/USDT,0.000836,0.001087,0.000836,0.000923,278575116.1817,261334.6003901004
1661126400,2022-08-22 00:00:00,ISP/USDT,0.000829,0.000848,0.000807,0.000839,170132546.2847,139925.1894652369
1661040000,2022-08-21 00:00:00,ISP/USDT,0.000806,0.000855,0.000803,0.00083,173087466.6616,142716.6710099111
1660953600,2022-08-20 00:00:00,ISP/USDT,0.000804,0.000837,0.000794,0.000809,172829387.2594,141674.2288389391
1660867200,2022-08-19 00:00:00,ISP/USDT,0.000881,0.000881,0.000799,0.000805,182939320.8456,149983.9750242523
1660780800,2022-08-18 00:00:00,ISP/USDT,0.000895,0.000899,0.000878,0.000882,2526243.6209,2239.3778385571
1660694400,2022-08-17 00:00:00,ISP/USDT,0.000898,0.00093,0.000877,0.000899,94635139.4721,85709.5268566935
1660608000,2022-08-16 00:00:00,ISP/USDT,0.000879,0.000908,0.000867,0.0009,29057248.7766,26057.2880811678
1660521600,2022-08-15 00:00:00,ISP/USDT,0.000918,0.000937,0.000872,0.000879,161320477.7288,149138.7427531781
1660435200,2022-08-14 00:00:00,ISP/USDT,0.000966,0.000986,0.000905,0.000922,138750082.349,130361.0048975831
1660348800,2022-08-13 00:00:00,ISP/USDT,0.000973,0.001046,0.000938,0.000966,99751380.8385,95261.1406356276
1660262400,2022-08-12 00:00:00,ISP/USDT,0.00098,0.000985,0.000957,0.000972,7103593.87,6911.918184468
1660176000,2022-08-11 00:00:00,ISP/USDT,0.001005,0.001008,0.00096,0.000979,46024426.5637,45873.9198393632
1660089600,2022-08-10 00:00:00,ISP/USDT,0.000939,0.001105,0.000931,0.001007,189511162.6922,189994.3861955142
1660003200,2022-08-09 00:00:00,ISP/USDT,0.000934,0.000953,0.000926,0.000941,180681939.3475,169502.884509306
1659916800,2022-08-08 00:00:00,ISP/USDT,0.000966,0.001003,0.00093,0.000937,34094481.137,33153.4077606758
1659830400,2022-08-07 00:00:00,ISP/USDT,0.000999,0.001019,0.000931,0.000969,144681398.0691,137356.0545639046
1659744000,2022-08-06 00:00:00,ISP/USDT,0.001024,0.001072,0.000975,0.000996,101305004.6688,104662.5533803766
1659657600,2022-08-05 00:00:00,ISP/USDT,0.000967,0.001033,0.000966,0.001029,93014968.1633,93803.1355534727
1659571200,2022-08-04 00:00:00,ISP/USDT,0.000982,0.001014,0.00094,0.000968,445936244.2681,442007.8839147518
1659484800,2022-08-03 00:00:00,ISP/USDT,0.000976,0.001031,0.000942,0.000982,199885533.4001,194648.6869090653
1659398400,2022-08-02 00:00:00,ISP/USDT,0.00097,0.00103,0.000932,0.000974,239683154.1707,229040.7741402753
1659312000,2022-08-01 00:00:00,ISP/USDT,0.001,0.001023,0.000955,0.00097,213803954.783,213697.5501157599
1659225600,2022-07-31 00:00:00,ISP/USDT,0.001007,0.001049,0.000978,0.001001,213843702.2962,216093.4284794922
1659139200,2022-07-30 00:00:00,ISP/USDT,0.001001,0.001049,0.000971,0.001009,178529213.0751,180157.0613513299
1659052800,2022-07-29 00:00:00,ISP/USDT,0.001021,0.001058,0.000988,0.001003,189521083.7018,192886.5412196204
1658966400,2022-07-28 00:00:00,ISP/USDT,0.0011,0.001123,0.000986,0.001015,207624852.399,219634.2775798029
1658880000,2022-07-27 00:00:00,ISP/USDT,0.001178,0.001182,0.001015,0.001105,265020927.465,285084.5158503745
1658793600,2022-07-26 00:00:00,ISP/USDT,0.000799,0.001183,0.000764,0.001183,453405593.7427,442779.5487684068
1658707200,2022-07-25 00:00:00,ISP/USDT,0.000875,0.000892,0.000799,0.000799,135159952.4079,112445.498155588
1658620800,2022-07-24 00:00:00,ISP/USDT,0.000863,0.000885,0.000838,0.000875,66482968.333,56945.294995859
1658534400,2022-07-23 00:00:00,ISP/USDT,0.00081,0.00093,0.000806,0.000864,219648534.4679,187829.0191527865
1658448000,2022-07-22 00:00:00,ISP/USDT,0.000807,0.000844,0.000801,0.000817,199290425.3808,163048.8950507599
1658361600,2022-07-21 00:00:00,ISP/USDT,0.000795,0.000881,0.000768,0.000812,51337315.8387,41126.8151052924
1658275200,2022-07-20 00:00:00,ISP/USDT,0.00081,0.000854,0.000773,0.000797,128679885.13005031,103832.94776939989893
1658188800,2022-07-19 00:00:00,ISP/USDT,0.000824,0.000831,0.000793,0.00081,181574042.72166026,146765.03708344200668
1658102400,2022-07-18 00:00:00,ISP/USDT,0.000795,0.000854,0.000791,0.000827,181061919.65814482,150276.11930555748881
1658016000,2022-07-17 00:00:00,ISP/USDT,0.000815,0.000829,0.000768,0.000796,167195936.81678743,134960.18899057528895
1657929600,2022-07-16 00:00:00,ISP/USDT,0.000798,0.00084,0.000767,0.000817,105691047.54624406,85733.30593906625438
1657843200,2022-07-15 00:00:00,ISP/USDT,0.000779,0.000826,0.000769,0.000797,58320336.91260411,46614.94424446705837
1657756800,2022-07-14 00:00:00,ISP/USDT,0.00074,0.000795,0.000731,0.000777,135989638.97947932,101720.36377924733369
1657670400,2022-07-13 00:00:00,ISP/USDT,0.000726,0.000757,0.00071,0.000745,187775528.62133098,137982.60267941883202
1657584000,2022-07-12 00:00:00,ISP/USDT,0.00078,0.000781,0.000723,0.000732,120055360.52805591,90088.60417626933754
1657497600,2022-07-11 00:00:00,ISP/USDT,0.000805,0.000809,0.000759,0.000786,139409691.24305125,111472.85392768403826
1657411200,2022-07-10 00:00:00,ISP/USDT,0.000832,0.000876,0.000781,0.000808,170986611.34084365,138843.55206101805025
1657324800,2022-07-09 00:00:00,ISP/USDT,0.000819,0.000864,0.0008,0.000833,186786799.81967187,153750.83922005965458
1657238400,2022-07-08 00:00:00,ISP/USDT,0.000842,0.000848,0.000795,0.000823,189416652.97267203,155389.32037440642933
1657152000,2022-07-07 00:00:00,ISP/USDT,0.000764,0.000888,0.000756,0.000843,103572266.62272183,84356.12095019515232
1657065600,2022-07-06 00:00:00,ISP/USDT,0.000851,0.000851,0.000754,0.000771,58050117.67750474,46022.51285010818169
1656979200,2022-07-05 00:00:00,ISP/USDT,0.000874,0.000906,0.000742,0.000847,148276709.98291253,121006.53804653004388
1656892800,2022-07-04 00:00:00,ISP/USDT,0.00071,0.00113,0.000706,0.000873,353874684.8536754,288390.53553083500382
1656806400,2022-07-03 00:00:00,ISP/USDT,0.000728,0.000742,0.000698,0.000713,241379258.81850296,173066.90072117854232
1656720000,2022-07-02 00:00:00,ISP/USDT,0.000742,0.000755,0.000719,0.000729,201911757.43652256,149229.47241466517901
1656633600,2022-07-01 00:00:00,ISP/USDT,0.000767,0.000794,0.000725,0.000746,64416968.24390171,48463.54485877984166
1656547200,2022-06-30 00:00:00,ISP/USDT,0.0008,0.000805,0.000722,0.000768,125143996.84648615,93779.39706364458603
1656460800,2022-06-29 00:00:00,ISP/USDT,0.000802,0.00083,0.000763,0.000799,90974876.01773785,72767.25845382267146
1656374400,2022-06-28 00:00:00,ISP/USDT,0.000874,0.00088,0.0008,0.000804,143638891.07536014,120418.68176439224281
1656288000,2022-06-27 00:00:00,ISP/USDT,0.000895,0.000913,0.000856,0.000875,67525390.98559194,60553.99777525022602
1656201600,2022-06-26 00:00:00,ISP/USDT,0.000898,0.000914,0.000874,0.000898,71888167.86075175,64493.12110896184605
1656115200,2022-06-25 00:00:00,ISP/USDT,0.000902,0.00091,0.000862,0.000898,97108774.801924,87436.3575060786065
1656028800,2022-06-24 00:00:00,ISP/USDT,0.000882,0.000922,0.000877,0.000903,126971206.31864305,114446.6128235358407
1655942400,2022-06-23 00:00:00,ISP/USDT,0.000862,0.000904,0.000861,0.000882,34340941.19478966,30271.54444813967058
1655856000,2022-06-22 00:00:00,ISP/USDT,0.0009,0.00092,0.000846,0.000865,85164202.18411362,75875.17545832721871
1655769600,2022-06-21 00:00:00,ISP/USDT,0.000902,0.000971,0.000882,0.000905,196563181.7086829,180851.87972707865368
1655683200,2022-06-20 00:00:00,ISP/USDT,0.00089,0.000914,0.000798,0.0009,105709864.50062603,90741.34458839033469
1655596800,2022-06-19 00:00:00,ISP/USDT,0.000775,0.001199,0.000767,0.000896,200531222.51748893,182951.16825952914891
1655510400,2022-06-18 00:00:00,ISP/USDT,0.00086,0.000887,0.000717,0.000771,81463891.90231491,62886.52545355595286
1655424000,2022-06-17 00:00:00,ISP/USDT,0.000804,0.000904,0.000797,0.000861,257176069.3614718,214154.68036813831323
1655337600,2022-06-16 00:00:00,ISP/USDT,0.00092,0.000928,0.000764,0.000806,235694579.02560905,199807.21559835780877
1655251200,2022-06-15 00:00:00,ISP/USDT,0.000796,0.001216,0.000718,0.000922,504859813.57527969,462943.08837335526123
1655164800,2022-06-14 00:00:00,ISP/USDT,0.000821,0.000855,0.00078,0.000796,153975387.64259991,124833.12787619290818
1655078400,2022-06-13 00:00:00,ISP/USDT,0.000954,0.000971,0.00081,0.000823,202236848.89517985,174807.86601232929113
1654992000,2022-06-12 00:00:00,ISP/USDT,0.001007,0.001018,0.00095,0.000959,69352913.18677228,67442.21123476025019
1654905600,2022-06-11 00:00:00,ISP/USDT,0.00107,0.001075,0.000999,0.001009,138290555.97072116,141226.88932486666619
1654819200,2022-06-10 00:00:00,ISP/USDT,0.001099,0.001116,0.001051,0.00107,117682981.17034529,128979.82635273512362
1654732800,2022-06-09 00:00:00,ISP/USDT,0.001101,0.001121,0.001079,0.001099,150920084.62973548,166699.92014639704312
1654646400,2022-06-08 00:00:00,ISP/USDT,0.001163,0.00117,0.00109,0.001105,151182102.01527136,169225.46627581138848
1654560000,2022-06-07 00:00:00,ISP/USDT,0.001201,0.001213,0.001136,0.001162,88466184.84772637,102799.44805772209221
1654473600,2022-06-06 00:00:00,ISP/USDT,0.001169,0.001286,0.001165,0.001202,169777672.43868533,208046.89322695484805
1654387200,2022-06-05 00:00:00,ISP/USDT,0.001201,0.00122,0.001164,0.001171,134879077.02207638,162063.51573004082101
1654300800,2022-06-04 00:00:00,ISP/USDT,0.001135,0.001259,0.001133,0.0012,119229973.41237194,142202.18780397513822
1654214400,2022-06-03 00:00:00,ISP/USDT,0.001198,0.001198,0.001098,0.001137,131031020.9475238,148547.45386513004116
1654128000,2022-06-02 00:00:00,ISP/USDT,0.00117,0.00122,0.001163,0.001197,28438403.76081071,33811.94967420789837
1654041600,2022-06-01 00:00:00,ISP/USDT,0.001388,0.001392,0.001152,0.001178,131238738.36738492,161428.64587798789007
1653955200,2022-05-31 00:00:00,ISP/USDT,0.001277,0.001449,0.001275,0.001388,169933328.3178311,224321.13620975554562
1653868800,2022-05-30 00:00:00,ISP/USDT,0.001187,0.001284,0.001186,0.001277,168536324.04352801,205132.44471699110699
1653782400,2022-05-29 00:00:00,ISP/USDT,0.001103,0.00119,0.001097,0.001187,182342645.41354841,203609.86519692203133
1653696000,2022-05-28 00:00:00,ISP/USDT,0.00113,0.001142,0.001094,0.001104,187914435.41764649,209571.35707195269997
1653609600,2022-05-27 00:00:00,ISP/USDT,0.001234,0.001239,0.001118,0.001133,191898395.25891838,223264.04453499708818
1653523200,2022-05-26 00:00:00,ISP/USDT,0.00127,0.00129,0.001093,0.001237,248782960.05419311,291631.52333933316814
1653436800,2022-05-25 00:00:00,ISP/USDT,0.001263,0.001305,0.001252,0.00127,36032963.5295179,45896.48454538987585
1653350400,2022-05-24 00:00:00,ISP/USDT,0.001292,0.00131,0.001263,0.001264,16393665.24063507,21087.26265554903609
1653264000,2022-05-23 00:00:00,ISP/USDT,0.00134,0.00135,0.00129,0.001292,199784869.58518732,262524.46095844580039
1653177600,2022-05-22 00:00:00,ISP/USDT,0.00131,0.00138,0.001303,0.001345,200711473.01437691,269098.45783589872988
1653091200,2022-05-21 00:00:00,ISP/USDT,0.001263,0.001324,0.00126,0.001313,168526124.91152699,220667.52977783527345
1653004800,2022-05-20 00:00:00,ISP/USDT,0.001355,0.001357,0.001255,0.001268,128827661.17948541,171385.27344696694481
1652918400,2022-05-19 00:00:00,ISP/USDT,0.001355,0.00137,0.001271,0.001352,155920704.0572542,205702.98798028984129
1652832000,2022-05-18 00:00:00,ISP/USDT,0.0014,0.001447,0.001282,0.00136,135171538.40785477,187159.43436575410991
1652745600,2022-05-17 00:00:00,ISP/USDT,0.001114,0.001402,0.0011,0.0014,216706541.15727064,266598.45478184009552
1652659200,2022-05-16 00:00:00,ISP/USDT,0.001127,0.001214,0.001077,0.00112,180293247.00199472,201265.42639222092414
1652572800,2022-05-15 00:00:00,ISP/USDT,0.001102,0.001162,0.001089,0.001131,163880483.01962756,182301.55289181979887
1652486400,2022-05-14 00:00:00,ISP/USDT,0.001159,0.00117,0.000988,0.001106,194493844.30102766,206999.30263838689718
1652400000,2022-05-13 00:00:00,ISP/USDT,0.001073,0.001329,0.001045,0.001166,185448634.07549973,224254.54067617903789
1652313600,2022-05-12 00:00:00,ISP/USDT,0.001294,0.001375,0.001069,0.001082,185672206.27754798,224351.302294627025
1652227200,2022-05-11 00:00:00,ISP/USDT,0.002035,0.002149,0.001254,0.001294,224466431.20377621,350566.37370824327228
1652140800,2022-05-10 00:00:00,ISP/USDT,0.002045,0.002401,0.002001,0.002035,207511293.96406256,438686.0111529851354
1652054400,2022-05-09 00:00:00,ISP/USDT,0.0022,0.002213,0.002043,0.002044,146184302.41731675,309796.5836661506912
1651968000,2022-05-08 00:00:00,ISP/USDT,0.0022,0.002218,0.00217,0.002199,142527538.59794973,313578.86652673436149
1651881600,2022-05-07 00:00:00,ISP/USDT,0.002235,0.002254,0.002183,0.002204,142048920.11510347,315440.34703555224391
