https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DPR,Volume USDT
1663459200,2022-09-18 00:00:00,DPR/USDT,0.01249,0.01249,0.01236,0.01236,2418.2386,29.891670392
1663372800,2022-09-17 00:00:00,DPR/USDT,0.01252,0.01296,0.01201,0.01251,849516.662,10537.450035718
1663286400,2022-09-16 00:00:00,DPR/USDT,0.01269,0.01297,0.01251,0.01252,288106.4041,3678.879077631
1663200000,2022-09-15 00:00:00,DPR/USDT,0.01307,0.01326,0.01251,0.01268,4412001.0492,57504.91881477
1663113600,2022-09-14 00:00:00,DPR/USDT,0.01355,0.01367,0.01271,0.01326,882281.1498,11598.544728
1663027200,2022-09-13 00:00:00,DPR/USDT,0.01421,0.0147,0.01327,0.0137,1219059.1796,16944.907279532
1662940800,2022-09-12 00:00:00,DPR/USDT,0.01364,0.01468,0.0136,0.0142,1948449.2064,27054.2178367
1662854400,2022-09-11 00:00:00,DPR/USDT,0.01371,0.01473,0.01352,0.01364,4322129.1172,60351.056867563
1662768000,2022-09-10 00:00:00,DPR/USDT,0.0128,0.01679,0.0128,0.01371,5698945.1183,80106.735075162
1662681600,2022-09-09 00:00:00,DPR/USDT,0.01251,0.0142,0.01245,0.0128,1573683.9654,20254.680689615
1662595200,2022-09-08 00:00:00,DPR/USDT,0.01245,0.01296,0.01244,0.01247,665055.5149,8370.177372962
1662508800,2022-09-07 00:00:00,DPR/USDT,0.01232,0.01328,0.01181,0.01245,2286597.3212,28812.090809268
1662422400,2022-09-06 00:00:00,DPR/USDT,0.01282,0.01306,0.01232,0.01232,474976.2894,5987.367605404
1662336000,2022-09-05 00:00:00,DPR/USDT,0.01397,0.0141,0.01241,0.01258,1179711.8216,15719.670570693
1662249600,2022-09-04 00:00:00,DPR/USDT,0.0141,0.01437,0.01384,0.01395,522305.4651,7352.676471181
1662163200,2022-09-03 00:00:00,DPR/USDT,0.01481,0.0151,0.01401,0.01401,1363059.4062,20271.502775342
1662076800,2022-09-02 00:00:00,DPR/USDT,0.0152,0.01619,0.0145,0.01481,601676.7049,9150.012519437
1661990400,2022-09-01 00:00:00,DPR/USDT,0.01596,0.01739,0.01519,0.0152,940724.8912,14760.261606488
1661904000,2022-08-31 00:00:00,DPR/USDT,0.01658,0.01708,0.0157,0.01593,774099.0403,12614.744096661
1661817600,2022-08-30 00:00:00,DPR/USDT,0.017,0.0175,0.01628,0.01659,7107957.1348,120795.29141784
1661731200,2022-08-29 00:00:00,DPR/USDT,0.01703,0.0175,0.01643,0.017,4028128.3316,68085.574374901
1661644800,2022-08-28 00:00:00,DPR/USDT,0.01727,0.01757,0.01695,0.01695,326240.4291,5605.982805125
1661558400,2022-08-27 00:00:00,DPR/USDT,0.018,0.01835,0.0171,0.0173,636485.3901,11299.791656945
1661472000,2022-08-26 00:00:00,DPR/USDT,0.0181,0.0185,0.0176,0.018,715399.3668,12909.421538174
1661385600,2022-08-25 00:00:00,DPR/USDT,0.01858,0.01899,0.01808,0.01835,462377.1475,8600.472112968
1661299200,2022-08-24 00:00:00,DPR/USDT,0.01829,0.019,0.01821,0.01863,410299.3468,7640.451931432
1661212800,2022-08-23 00:00:00,DPR/USDT,0.01892,0.01943,0.01792,0.0181,992600.9619,18321.371472
1661126400,2022-08-22 00:00:00,DPR/USDT,0.01961,0.01972,0.0181,0.01875,611205.3848,11543.787890268
1661040000,2022-08-21 00:00:00,DPR/USDT,0.02019,0.02029,0.01937,0.01961,630642.2389,12391.672546307
1660953600,2022-08-20 00:00:00,DPR/USDT,0.02042,0.02119,0.02,0.02017,520671.7183,10626.547086872
1660867200,2022-08-19 00:00:00,DPR/USDT,0.02161,0.02171,0.01997,0.02042,1176900.412,24116.200908895
1660780800,2022-08-18 00:00:00,DPR/USDT,0.0214,0.0222,0.021,0.02161,9059332.5417,194514.935420632
1660694400,2022-08-17 00:00:00,DPR/USDT,0.02192,0.02249,0.021,0.0214,5531822.5054,119010.641072034
1660608000,2022-08-16 00:00:00,DPR/USDT,0.02185,0.02249,0.02153,0.02213,886403.5324,19537.99231807
1660521600,2022-08-15 00:00:00,DPR/USDT,0.02162,0.02238,0.0215,0.02163,721668.1599,15681.059478696
1660435200,2022-08-14 00:00:00,DPR/USDT,0.02243,0.0226,0.0215,0.0215,5710164.2819,126933.435757431
1660348800,2022-08-13 00:00:00,DPR/USDT,0.02293,0.02304,0.02211,0.02234,7688976.6702,174860.880915366
1660262400,2022-08-12 00:00:00,DPR/USDT,0.0225,0.02299,0.022,0.02271,8341088.6926,186701.356693402
1660176000,2022-08-11 00:00:00,DPR/USDT,0.02238,0.0233,0.02192,0.0225,8477458.5647,190559.574998081
1660089600,2022-08-10 00:00:00,DPR/USDT,0.0226,0.0231,0.02222,0.0224,8685759.6022,195901.723008965
1660003200,2022-08-09 00:00:00,DPR/USDT,0.02288,0.02327,0.02222,0.0226,8598250.2985,196337.118388764
1659916800,2022-08-08 00:00:00,DPR/USDT,0.0238,0.02386,0.0227,0.02293,3930965.925,91334.40259866
1659830400,2022-08-07 00:00:00,DPR/USDT,0.02299,0.0282,0.02222,0.0238,6782536.1541,161838.308866742
1659744000,2022-08-06 00:00:00,DPR/USDT,0.02246,0.02365,0.02223,0.02299,864189.0151,19734.964902176
1659657600,2022-08-05 00:00:00,DPR/USDT,0.02227,0.02315,0.0221,0.02246,873589.4084,19598.722771875
1659571200,2022-08-04 00:00:00,DPR/USDT,0.02291,0.02319,0.0215,0.02226,3929544.627,89097.906112233
1659484800,2022-08-03 00:00:00,DPR/USDT,0.02345,0.02384,0.02255,0.02291,8904746.8139,206357.163648161
1659398400,2022-08-02 00:00:00,DPR/USDT,0.02351,0.024,0.02304,0.02346,8139769.9946,191320.224353401
1659312000,2022-08-01 00:00:00,DPR/USDT,0.0237,0.02405,0.0234,0.0236,8174410.9578,193834.47444252
1659225600,2022-07-31 00:00:00,DPR/USDT,0.024,0.0245,0.0234,0.0237,8301006.4995,197262.99130231
1659139200,2022-07-30 00:00:00,DPR/USDT,0.024,0.02438,0.0235,0.024,7475134.3765,179259.422075759
1659052800,2022-07-29 00:00:00,DPR/USDT,0.02375,0.0245,0.02342,0.024,3485835.4405,83961.334572681
1658966400,2022-07-28 00:00:00,DPR/USDT,0.02406,0.02449,0.02345,0.02375,1016871.1046,24217.556116109
1658880000,2022-07-27 00:00:00,DPR/USDT,0.02381,0.02442,0.02301,0.02402,2389098.2687,56352.816039746
1658793600,2022-07-26 00:00:00,DPR/USDT,0.02402,0.02437,0.0234,0.02353,568496.5793,13491.362272874
1658707200,2022-07-25 00:00:00,DPR/USDT,0.0245,0.02478,0.0235,0.02402,4857973.3287,118269.640704044
1658620800,2022-07-24 00:00:00,DPR/USDT,0.02452,0.02484,0.02414,0.0245,933422.1247,22881.412691619
1658534400,2022-07-23 00:00:00,DPR/USDT,0.02415,0.02474,0.0237,0.02451,2367311.7523,57191.733386784
1658448000,2022-07-22 00:00:00,DPR/USDT,0.0235,0.0258,0.0234,0.02443,1524365.1003,37262.606175246
1658361600,2022-07-21 00:00:00,DPR/USDT,0.02401,0.0247,0.02295,0.02353,926599.7938,21905.183596969
1658275200,2022-07-20 00:00:00,DPR/USDT,0.02462,0.02494,0.024,0.024,1643672.8969926,40193.8887135041385
1658188800,2022-07-19 00:00:00,DPR/USDT,0.0245,0.02494,0.0242,0.02462,2581639.50567372,63306.4368767412924
1658102400,2022-07-18 00:00:00,DPR/USDT,0.0237,0.02545,0.02349,0.0245,7419991.57643772,182075.6545924173505
1658016000,2022-07-17 00:00:00,DPR/USDT,0.02338,0.0244,0.02313,0.0237,8730772.47057376,206758.3447440285419
1657929600,2022-07-16 00:00:00,DPR/USDT,0.0234,0.02488,0.02275,0.0234,8725131.38100377,204024.4840768623156
1657843200,2022-07-15 00:00:00,DPR/USDT,0.0238,0.02419,0.023,0.0232,8486753.1092009,198799.1355329084715
1657756800,2022-07-14 00:00:00,DPR/USDT,0.02437,0.02489,0.0225,0.0238,9420887.57184084,222925.7774868939445
1657670400,2022-07-13 00:00:00,DPR/USDT,0.0253,0.0253,0.02383,0.0245,7744680.34550847,190302.9910543735568
1657584000,2022-07-12 00:00:00,DPR/USDT,0.0247,0.02602,0.0241,0.0253,5645371.18181068,141743.0576584301497
1657497600,2022-07-11 00:00:00,DPR/USDT,0.0242,0.0264,0.02391,0.0247,8393066.44487907,206540.5870150721905
1657411200,2022-07-10 00:00:00,DPR/USDT,0.0255,0.026,0.02381,0.0242,8822563.30235659,216616.4170817493195
1657324800,2022-07-09 00:00:00,DPR/USDT,0.026,0.02631,0.02481,0.0254,8043307.56547277,207560.8530560732085
1657238400,2022-07-08 00:00:00,DPR/USDT,0.0261,0.02672,0.02562,0.026,7581553.70500821,197941.5008408890632
1657152000,2022-07-07 00:00:00,DPR/USDT,0.0268,0.0272,0.0256,0.0261,6245821.17992625,165552.3065347603757
1657065600,2022-07-06 00:00:00,DPR/USDT,0.0265,0.027,0.02609,0.0268,6133615.58736837,162748.2937075767047
1656979200,2022-07-05 00:00:00,DPR/USDT,0.0276,0.03,0.02579,0.0265,6887315.53375024,184452.4509291863593
1656892800,2022-07-04 00:00:00,DPR/USDT,0.0276,0.02799,0.02625,0.02741,6378795.13227651,171934.1282723199138
1656806400,2022-07-03 00:00:00,DPR/USDT,0.0275,0.02799,0.0267,0.02769,6034879.86272521,164495.968920001342
1656720000,2022-07-02 00:00:00,DPR/USDT,0.02694,0.02774,0.02675,0.0275,5851151.51993638,158761.3042791464232
1656633600,2022-07-01 00:00:00,DPR/USDT,0.0275,0.02829,0.02675,0.02719,5822438.48302384,158587.7909461808952
1656547200,2022-06-30 00:00:00,DPR/USDT,0.02823,0.02859,0.02691,0.0275,5059712.75426232,139374.3954191019016
1656460800,2022-06-29 00:00:00,DPR/USDT,0.0288,0.02959,0.0278,0.02849,4802787.75329975,138234.4882303690633
1656374400,2022-06-28 00:00:00,DPR/USDT,0.02951,0.03081,0.02861,0.0288,7120861.56727736,210289.8823923857091
1656288000,2022-06-27 00:00:00,DPR/USDT,0.02886,0.0441,0.0284,0.0295,10191464.09564135,305113.2079921267583
1656201600,2022-06-26 00:00:00,DPR/USDT,0.0293,0.03029,0.0285,0.029,7053325.84463999,206177.729183116274
1656115200,2022-06-25 00:00:00,DPR/USDT,0.029,0.02999,0.02823,0.02935,7190475.84529792,210345.7496769573094
1656028800,2022-06-24 00:00:00,DPR/USDT,0.0286,0.02928,0.02796,0.029,7364761.43668758,210743.11135664808
