https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DPR,Volume USDT
1655942400,2022-06-23 00:00:00,DPR/USDT,0.02801,0.0295,0.0279,0.0286,5725356.33981176,163909.1823869453773
1655856000,2022-06-22 00:00:00,DPR/USDT,0.02944,0.03007,0.028,0.02802,4081455.80772082,119911.8989207862578
1655769600,2022-06-21 00:00:00,DPR/USDT,0.02875,0.03108,0.0281,0.02944,7407846.20433767,216888.3156343160031
1655683200,2022-06-20 00:00:00,DPR/USDT,0.02971,0.0301,0.02875,0.02875,6180516.7982312,181515.5738637543968
1655596800,2022-06-19 00:00:00,DPR/USDT,0.0292,0.03017,0.02803,0.0301,6918241.32872049,198710.5956178529634
1655510400,2022-06-18 00:00:00,DPR/USDT,0.031,0.03109,0.0289,0.0292,6926420.57344902,206498.4898178266725
1655424000,2022-06-17 00:00:00,DPR/USDT,0.0303,0.0315,0.03,0.031,7194392.61916082,221539.8192960369014
1655337600,2022-06-16 00:00:00,DPR/USDT,0.0316,0.032,0.0301,0.0303,6422252.80693181,198689.5199483857772
1655251200,2022-06-15 00:00:00,DPR/USDT,0.034,0.0341,0.03001,0.0316,6782076.83858632,214121.5192067015626
1655164800,2022-06-14 00:00:00,DPR/USDT,0.0344,0.0348,0.0326,0.034,4522600.12685759,151133.335235343818
1655078400,2022-06-13 00:00:00,DPR/USDT,0.0375,0.0383,0.0332,0.0344,2851066.59439129,100122.431055058803
1654992000,2022-06-12 00:00:00,DPR/USDT,0.0368,0.0381,0.0359,0.0376,1877979.02648573,69064.539724884658
1654905600,2022-06-11 00:00:00,DPR/USDT,0.0391,0.0407,0.0362,0.0371,3223087.07719105,123286.254914175531
1654819200,2022-06-10 00:00:00,DPR/USDT,0.0396,0.0414,0.0388,0.0393,3837370.66371481,151922.868147590023
1654732800,2022-06-09 00:00:00,DPR/USDT,0.0397,0.0405,0.0389,0.0396,3798670.46787999,150613.002385019591
1654646400,2022-06-08 00:00:00,DPR/USDT,0.0415,0.0431,0.0391,0.0397,3962085.08920792,159894.031674047639
1654560000,2022-06-07 00:00:00,DPR/USDT,0.0413,0.0433,0.0395,0.0415,3704199.47246786,150979.97880615069
1654473600,2022-06-06 00:00:00,DPR/USDT,0.0404,0.043,0.04,0.0412,3198108.67743896,131241.341590302827
1654387200,2022-06-05 00:00:00,DPR/USDT,0.0418,0.0434,0.0398,0.0404,3647467.05025633,150070.863490652139
1654300800,2022-06-04 00:00:00,DPR/USDT,0.0437,0.0438,0.0402,0.0418,3945047.7523093,165076.401442601818
1654214400,2022-06-03 00:00:00,DPR/USDT,0.0443,0.0458,0.0418,0.0437,3890335.51035689,168857.177597046151
1654128000,2022-06-02 00:00:00,DPR/USDT,0.0476,0.0482,0.0425,0.0443,4256836.64178883,192420.202064709291
1654041600,2022-06-01 00:00:00,DPR/USDT,0.0495,0.0501,0.0462,0.0477,4286487.81504663,207090.056483031314
1653955200,2022-05-31 00:00:00,DPR/USDT,0.0451,0.0524,0.0449,0.0498,5580982.67086201,262441.649536026712
1653868800,2022-05-30 00:00:00,DPR/USDT,0.0424,0.047,0.0413,0.0452,4529734.73266506,201044.143844758497
1653782400,2022-05-29 00:00:00,DPR/USDT,0.0394,0.095,0.039,0.0424,4590251.05889207,211872.35619853483
1653696000,2022-05-28 00:00:00,DPR/USDT,0.04,0.0418,0.0386,0.0393,3151178.5967494,125371.212534915872
1653609600,2022-05-27 00:00:00,DPR/USDT,0.0382,0.0401,0.0348,0.04,4201303.71672178,156810.470780575411
1653523200,2022-05-26 00:00:00,DPR/USDT,0.0407,0.0428,0.0378,0.0382,4345388.94105676,175658.17337507479
1653436800,2022-05-25 00:00:00,DPR/USDT,0.04,0.0415,0.0391,0.0406,4199003.37496407,167731.833200473478
1653350400,2022-05-24 00:00:00,DPR/USDT,0.0394,0.0419,0.0391,0.0399,4413328.85202739,175626.224638600546
1653264000,2022-05-23 00:00:00,DPR/USDT,0.0442,0.0447,0.0376,0.0394,4716053.75307856,196402.833642417368
1653177600,2022-05-22 00:00:00,DPR/USDT,0.0442,0.0469,0.0423,0.0442,3641715.24909347,160216.932014136748
1653091200,2022-05-21 00:00:00,DPR/USDT,0.0495,0.0509,0.0432,0.0442,3884359.87808534,180862.40339424455
1653004800,2022-05-20 00:00:00,DPR/USDT,0.043,0.05,0.0426,0.0493,5523908.35667577,252402.426925649472
1652918400,2022-05-19 00:00:00,DPR/USDT,0.0383,0.0461,0.0381,0.043,4254598.79711072,173770.406543708611
1652832000,2022-05-18 00:00:00,DPR/USDT,0.0381,0.045,0.0365,0.0382,3653644.72184705,140727.582623349723
1652745600,2022-05-17 00:00:00,DPR/USDT,0.0362,0.0407,0.036,0.0381,4375897.1217386,163784.991438321643
1652659200,2022-05-16 00:00:00,DPR/USDT,0.0356,0.0387,0.0334,0.0363,4536992.79443345,163321.060058813507
1652572800,2022-05-15 00:00:00,DPR/USDT,0.0315,0.0362,0.0312,0.0356,4685690.73075207,156422.887506234705
1652486400,2022-05-14 00:00:00,DPR/USDT,0.0314,0.0335,0.0284,0.0316,3789431.44841547,116529.352614657773
1652400000,2022-05-13 00:00:00,DPR/USDT,0.0262,0.0332,0.0235,0.0314,5825883.38371869,166240.441563810068
1652313600,2022-05-12 00:00:00,DPR/USDT,0.0217,0.027,0.0206,0.0262,4564561.77616832,108643.726621057126
1652227200,2022-05-11 00:00:00,DPR/USDT,0.028,0.03,0.0211,0.0217,5313319.36198528,139124.069881184706
1652140800,2022-05-10 00:00:00,DPR/USDT,0.0392,0.0396,0.0244,0.028,10326639.12441262,291703.897991400522
1652054400,2022-05-09 00:00:00,DPR/USDT,0.039,0.0405,0.037,0.0395,3306046.7450582,127862.836124747246
1651968000,2022-05-08 00:00:00,DPR/USDT,0.0504,0.0507,0.0375,0.039,8039463.32604319,327093.513311069176
1651881600,2022-05-07 00:00:00,DPR/USDT,0.0498,0.0509,0.0491,0.0505,3360526.93621474,167830.528809449682
1651795200,2022-05-06 00:00:00,DPR/USDT,0.0488,0.0502,0.0463,0.0498,3227810.96574349,157198.336788171617
1651708800,2022-05-05 00:00:00,DPR/USDT,0.052,0.056,0.0447,0.0488,5013116.99031575,252595.471351359021
1651622400,2022-05-04 00:00:00,DPR/USDT,0.0502,0.0535,0.049,0.052,3502684.18858973,178135.409681146545
1651536000,2022-05-03 00:00:00,DPR/USDT,0.0531,0.0586,0.0481,0.0503,4646556.36439209,240965.918306510445
1651449600,2022-05-02 00:00:00,DPR/USDT,0.051,0.0573,0.0502,0.0531,3521964.57907619,182104.674606800461
1651363200,2022-05-01 00:00:00,DPR/USDT,0.0562,0.057,0.0473,0.051,6071887.08626654,305830.899731145492
1651276800,2022-04-30 00:00:00,DPR/USDT,0.0598,0.062,0.0553,0.0562,4076383.22268973,237474.806033468385
1651190400,2022-04-29 00:00:00,DPR/USDT,0.0603,0.0625,0.0584,0.0598,3632211.77124626,217354.047222646773
1651104000,2022-04-28 00:00:00,DPR/USDT,0.061,0.0624,0.058,0.0602,2774938.90359067,167227.434655255128
1651017600,2022-04-27 00:00:00,DPR/USDT,0.0651,0.0662,0.0591,0.0611,3019144.4555407,186233.461252414212
1650931200,2022-04-26 00:00:00,DPR/USDT,0.0651,0.0685,0.0649,0.0651,3368222.3082702,222611.051304887579
1650844800,2022-04-25 00:00:00,DPR/USDT,0.0706,0.071,0.065,0.0651,4141250.49899984,277110.283468760965
1650758400,2022-04-24 00:00:00,DPR/USDT,0.0654,0.0751,0.065,0.0707,4589394.24061706,317745.108502331516
1650672000,2022-04-23 00:00:00,DPR/USDT,0.065,0.0659,0.063,0.0653,3764219.01319693,241954.073316959013
1650585600,2022-04-22 00:00:00,DPR/USDT,0.0653,0.0688,0.0614,0.065,5166173.94155437,329611.213710611458
1650499200,2022-04-21 00:00:00,DPR/USDT,0.0608,0.0656,0.0605,0.0653,3564627.76455181,222773.526380770451
1650412800,2022-04-20 00:00:00,DPR/USDT,0.0618,0.0621,0.059,0.0608,1323173.30886807,79653.22145544031
1650326400,2022-04-19 00:00:00,DPR/USDT,0.0611,0.0624,0.0587,0.0617,2954447.9938724,180490.605662501442
1650240000,2022-04-18 00:00:00,DPR/USDT,0.0642,0.0649,0.0583,0.0611,3481405.18775777,214814.494513633788
1650153600,2022-04-17 00:00:00,DPR/USDT,0.0654,0.0659,0.0632,0.0641,3250596.56273968,208900.484609685934
1650067200,2022-04-16 00:00:00,DPR/USDT,0.0643,0.0657,0.0638,0.0654,1834093.04236514,118867.709853258801
1649980800,2022-04-15 00:00:00,DPR/USDT,0.0649,0.066,0.0627,0.0644,3183411.08266977,202477.684619579247
1649894400,2022-04-14 00:00:00,DPR/USDT,0.0649,0.066,0.0611,0.0648,3603834.92391024,230218.49203359329
1649808000,2022-04-13 00:00:00,DPR/USDT,0.0655,0.0657,0.0625,0.0645,3511462.75499326,224747.83044637244
1649721600,2022-04-12 00:00:00,DPR/USDT,0.0672,0.0705,0.0626,0.0655,3640629.18637458,236287.153777751215
1649635200,2022-04-11 00:00:00,DPR/USDT,0.0729,0.0732,0.0653,0.0672,3605998.1369922,249679.069374981714
1649548800,2022-04-10 00:00:00,DPR/USDT,0.0753,0.0765,0.0718,0.073,2213245.18891304,163206.726702580018
1649462400,2022-04-09 00:00:00,DPR/USDT,0.077,0.0773,0.0732,0.0753,2605121.59663172,195897.484486445081
1649376000,2022-04-08 00:00:00,DPR/USDT,0.0809,0.0812,0.0745,0.0771,4103461.55478435,320478.501901114285
1649289600,2022-04-07 00:00:00,DPR/USDT,0.0811,0.0818,0.08,0.0809,3305016.35714925,267273.285518051624
1649203200,2022-04-06 00:00:00,DPR/USDT,0.0822,0.0834,0.08,0.0811,2082300.88030273,169844.811397548094
1649116800,2022-04-05 00:00:00,DPR/USDT,0.0812,0.0848,0.08,0.0823,3539938.86150462,290209.721491512655
1649030400,2022-04-04 00:00:00,DPR/USDT,0.084,0.0858,0.0801,0.0812,3929739.8502417,321999.27303129836
1648944000,2022-04-03 00:00:00,DPR/USDT,0.0822,0.0886,0.0807,0.084,3831511.4275119,316182.876238818067
1648857600,2022-04-02 00:00:00,DPR/USDT,0.0832,0.0848,0.0817,0.0822,3972638.16838595,329752.384204000946
1648771200,2022-04-01 00:00:00,DPR/USDT,0.0845,0.0852,0.0802,0.0829,4097772.9404578,338875.150912879141
1648684800,2022-03-31 00:00:00,DPR/USDT,0.0837,0.0852,0.0823,0.0846,3547727.93999219,295704.601520310759
1648598400,2022-03-30 00:00:00,DPR/USDT,0.0842,0.086,0.0814,0.0837,3695403.4557187,309732.222846847753
1648512000,2022-03-29 00:00:00,DPR/USDT,0.0838,0.0858,0.0813,0.0842,3766007.14834169,313300.339438269413
1648425600,2022-03-28 00:00:00,DPR/USDT,0.0819,0.0857,0.0802,0.0838,3918501.84129174,323262.536181536544
1648339200,2022-03-27 00:00:00,DPR/USDT,0.0804,0.0849,0.08,0.0819,3151468.72539013,256606.041092426343
1648252800,2022-03-26 00:00:00,DPR/USDT,0.0837,0.086,0.078,0.0804,3325298.49803953,273928.965407866807
1648166400,2022-03-25 00:00:00,DPR/USDT,0.0827,0.086,0.08,0.0837,3639679.01783822,299448.202434705708
1648080000,2022-03-24 00:00:00,DPR/USDT,0.0847,0.0853,0.082,0.0827,4081634.02824399,340168.177649336326
1647993600,2022-03-23 00:00:00,DPR/USDT,0.0891,0.0894,0.0802,0.0847,4560796.85583344,391424.248828701378
1647907200,2022-03-22 00:00:00,DPR/USDT,0.0881,0.0906,0.0868,0.0891,3656092.78963213,322279.641780521231
1647820800,2022-03-21 00:00:00,DPR/USDT,0.0865,0.0899,0.0862,0.0881,3875764.81467978,339029.423975091708
1647734400,2022-03-20 00:00:00,DPR/USDT,0.0862,0.0876,0.0852,0.0865,3602079.65201794,311046.738290150911
1647648000,2022-03-19 00:00:00,DPR/USDT,0.0875,0.0887,0.0859,0.0864,3571151.55794634,310941.839850806986
1647561600,2022-03-18 00:00:00,DPR/USDT,0.0884,0.0889,0.0845,0.0875,4417574.71432341,383973.026549162225
1647475200,2022-03-17 00:00:00,DPR/USDT,0.0886,0.0905,0.0861,0.0884,6531435.03108677,573581.999602500954
1647388800,2022-03-16 00:00:00,DPR/USDT,0.087,0.0912,0.0863,0.0886,5960362.30614686,527714.143952488662
1647302400,2022-03-15 00:00:00,DPR/USDT,0.0902,0.0909,0.086,0.0872,6008335.48863261,530750.622258497301
1647216000,2022-03-14 00:00:00,DPR/USDT,0.0888,0.0929,0.087,0.0902,3860933.47237195,342548.486182434179
1647129600,2022-03-13 00:00:00,DPR/USDT,0.091,0.0917,0.0882,0.089,1952157.9562003,175576.522268695957
1647043200,2022-03-12 00:00:00,DPR/USDT,0.0896,0.0925,0.0867,0.091,2648471.55145385,238380.354556329882
1646956800,2022-03-11 00:00:00,DPR/USDT,0.0928,0.093,0.089,0.09,2031864.80379274,183789.300155979897
1646870400,2022-03-10 00:00:00,DPR/USDT,0.091,0.0933,0.0887,0.0927,2287503.19383121,207569.064518134134
1646784000,2022-03-09 00:00:00,DPR/USDT,0.088,0.1051,0.088,0.091,5691088.02751457,525932.918743033634
1646697600,2022-03-08 00:00:00,DPR/USDT,0.0892,0.0898,0.0866,0.088,3584447.29710582,314503.43610966557
1646611200,2022-03-07 00:00:00,DPR/USDT,0.0903,0.0927,0.0861,0.0892,4853263.66543561,429019.371004419453
1646524800,2022-03-06 00:00:00,DPR/USDT,0.0908,0.0921,0.087,0.0903,5770306.79507888,522851.044359680989
1646438400,2022-03-05 00:00:00,DPR/USDT,0.0926,0.097,0.0883,0.0908,5365055.38763476,492914.202433436896
1646352000,2022-03-04 00:00:00,DPR/USDT,0.0931,0.0958,0.0921,0.0926,5472583.01690135,511578.377880796684
1646265600,2022-03-03 00:00:00,DPR/USDT,0.0937,0.0947,0.0917,0.0931,5630983.24830715,523531.497413814103
1646179200,2022-03-02 00:00:00,DPR/USDT,0.0949,0.0976,0.0918,0.0937,6381129.41031352,600522.597620278302
1646092800,2022-03-01 00:00:00,DPR/USDT,0.0939,0.0985,0.0922,0.0949,5664914.26178627,534823.554148775073
1646006400,2022-02-28 00:00:00,DPR/USDT,0.0936,0.0944,0.0905,0.094,5261128.08469685,487505.411628696723
1645920000,2022-02-27 00:00:00,DPR/USDT,0.0937,0.1011,0.0922,0.094,5440741.02654512,516059.698929296118
1645833600,2022-02-26 00:00:00,DPR/USDT,0.0952,0.0962,0.0929,0.0937,4363535.73479322,410840.153605303393
1645747200,2022-02-25 00:00:00,DPR/USDT,0.0913,0.097,0.09,0.0952,5617681.4624491,518199.47144622549
1645660800,2022-02-24 00:00:00,DPR/USDT,0.0974,0.0978,0.0825,0.0914,6226712.13966893,555416.784791761607
1645574400,2022-02-23 00:00:00,DPR/USDT,0.095,0.0981,0.09,0.097,7056237.55608337,664809.212474806885
1645488000,2022-02-22 00:00:00,DPR/USDT,0.0926,0.0992,0.0898,0.095,7051267.84656031,650429.964843035045
1645401600,2022-02-21 00:00:00,DPR/USDT,0.0961,0.0993,0.09,0.0927,6762601.7112713,641037.511346998591
1645315200,2022-02-20 00:00:00,DPR/USDT,0.0998,0.1025,0.0952,0.0961,7453272.99418288,729156.985166682082
1645228800,2022-02-19 00:00:00,DPR/USDT,0.101,0.1039,0.099,0.0995,6619916.7998173,665557.425608666774
1645142400,2022-02-18 00:00:00,DPR/USDT,0.0987,0.1029,0.0966,0.1012,6076693.32367511,606293.246128243157
1645056000,2022-02-17 00:00:00,DPR/USDT,0.1009,0.1033,0.0986,0.0987,3818756.60035939,383184.91721606088
1644969600,2022-02-16 00:00:00,DPR/USDT,0.1045,0.1052,0.0982,0.1011,4156241.82370825,419943.156754922481
1644883200,2022-02-15 00:00:00,DPR/USDT,0.1,0.1063,0.0969,0.1044,4508248.33464686,455130.573355630965
1644796800,2022-02-14 00:00:00,DPR/USDT,0.1012,0.1027,0.0969,0.1,4005548.13752001,401130.629003932628
1644710400,2022-02-13 00:00:00,DPR/USDT,0.1065,0.1076,0.0986,0.1016,4506957.15714662,463616.207204918782
1644624000,2022-02-12 00:00:00,DPR/USDT,0.1026,0.113,0.0958,0.1065,4500839.12075263,461706.985057427178
1644537600,2022-02-11 00:00:00,DPR/USDT,0.1066,0.1066,0.1,0.1022,4272319.27081614,441096.678946726081
1644451200,2022-02-10 00:00:00,DPR/USDT,0.1094,0.111,0.0948,0.1062,5584782.97219968,587614.368563025675
1644364800,2022-02-09 00:00:00,DPR/USDT,0.105,0.1208,0.1005,0.1095,5482648.8953475,576525.174620329499
1644278400,2022-02-08 00:00:00,DPR/USDT,0.1024,0.1068,0.0992,0.1053,9374051.33786199,961393.134774998668
1644192000,2022-02-07 00:00:00,DPR/USDT,0.1014,0.1055,0.0975,0.1024,10311755.99557129,1036616.769539185918
1644105600,2022-02-06 00:00:00,DPR/USDT,0.1003,0.1022,0.096,0.1015,9892093.31952207,982704.1933788959
1644019200,2022-02-05 00:00:00,DPR/USDT,0.1008,0.1071,0.0973,0.1003,9732630.24551192,986936.007595243424
1643932800,2022-02-04 00:00:00,DPR/USDT,0.1008,0.1026,0.0948,0.1008,4506724.72157468,447110.218634856197
1643846400,2022-02-03 00:00:00,DPR/USDT,0.1036,0.1042,0.0961,0.1008,2620183.61035804,262703.267058011801
