https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RNDR,Volume USDT
1644451200,2022-02-10 00:00:00,RNDR/USDT,3.3302,3.4741,3.0037,3.0694,2731383.59828737,8836234.764722078298
1644364800,2022-02-09 00:00:00,RNDR/USDT,3.3884,3.4947,3.2038,3.3316,1824065.30432737,6108675.773989201071
1644278400,2022-02-08 00:00:00,RNDR/USDT,3.6418,3.7458,3.2072,3.3863,2500719.16540887,8581751.981427227933
1644192000,2022-02-07 00:00:00,RNDR/USDT,3.5721,3.85,3.4529,3.6423,2908829.17254102,10688721.972083832845
1644105600,2022-02-06 00:00:00,RNDR/USDT,3.7114,3.8531,3.4312,3.5757,1681840.44410129,6113894.826159524296
1644019200,2022-02-05 00:00:00,RNDR/USDT,3.6083,3.9999,3.4839,3.71,2632480.10120177,9923467.129872068725
1643932800,2022-02-04 00:00:00,RNDR/USDT,3.3565,3.7797,3.2382,3.6018,3075522.50982429,10626949.524704039679
1643846400,2022-02-03 00:00:00,RNDR/USDT,3.2664,3.5179,3.16,3.3581,3323065.80712037,11020017.289710723045
1643760000,2022-02-02 00:00:00,RNDR/USDT,3.7401,4.35,3.257,3.2664,5962891.47286969,22009167.323132877734
1643673600,2022-02-01 00:00:00,RNDR/USDT,3.4974,4.0561,3.4212,3.7539,3366981.33180577,12561664.511761560632
1643587200,2022-01-31 00:00:00,RNDR/USDT,3.0943,3.6659,2.8393,3.4967,3545313.37819086,11687042.937953785704
1643500800,2022-01-30 00:00:00,RNDR/USDT,3.1897,3.7531,2.92,3.0814,3648945.94133241,12333910.592863162582
1643414400,2022-01-29 00:00:00,RNDR/USDT,2.8389,3.24,2.8205,3.1839,2962577.91366384,9069285.606688365948
1643328000,2022-01-28 00:00:00,RNDR/USDT,2.4893,2.8501,2.419,2.84,1611369.18287393,4231362.598553752303
1643241600,2022-01-27 00:00:00,RNDR/USDT,2.4938,2.6255,2.385,2.4893,2091097.59529667,5248678.231460359521
1643155200,2022-01-26 00:00:00,RNDR/USDT,2.3064,2.6376,2.2471,2.5,3158743.61042007,7746360.288998419901
1643068800,2022-01-25 00:00:00,RNDR/USDT,2.2775,2.47,2.1752,2.2986,2316036.043776,5329384.32663544173
1642982400,2022-01-24 00:00:00,RNDR/USDT,2.248,2.3464,1.8,2.2768,2839527.19696425,5805463.766905294711
1642896000,2022-01-23 00:00:00,RNDR/USDT,2.1485,2.3779,2.1011,2.2488,1872227.72114293,4141261.530735081721
1642809600,2022-01-22 00:00:00,RNDR/USDT,2.4173,2.499,1.9602,2.1483,3348835.46147455,7338084.248563445585
1642723200,2022-01-21 00:00:00,RNDR/USDT,2.8265,2.9305,2.2,2.4164,4127336.28249125,10550700.101120472158
1642636800,2022-01-20 00:00:00,RNDR/USDT,2.9644,3.37,2.8179,2.8324,1899658.23288109,5859484.448332182911
1642550400,2022-01-19 00:00:00,RNDR/USDT,3.0007,3.1693,2.75,2.9564,1734479.17239428,5128273.14100687034
1642464000,2022-01-18 00:00:00,RNDR/USDT,3.2024,3.3204,2.8733,2.9999,2438348.41522701,7386203.051064982436
1642377600,2022-01-17 00:00:00,RNDR/USDT,3.5927,3.63,3.1089,3.2031,1712163.99104418,5651096.110796596964
1642291200,2022-01-16 00:00:00,RNDR/USDT,3.6283,3.7813,3.539,3.586,972167.72734581,3534768.896612959221
1642204800,2022-01-15 00:00:00,RNDR/USDT,3.5253,3.7809,3.4626,3.6367,1049035.03995499,3787619.755013824127
1642118400,2022-01-14 00:00:00,RNDR/USDT,3.5478,3.6178,3.3001,3.5342,2116702.00559148,7375127.646246491148
1642032000,2022-01-13 00:00:00,RNDR/USDT,3.9738,4.0727,3.53,3.5478,3360364.22432087,12785538.457217679848
1641945600,2022-01-12 00:00:00,RNDR/USDT,3.4801,4.0032,3.4224,3.9746,2932001.04900098,10745915.460766072368
1641859200,2022-01-11 00:00:00,RNDR/USDT,3.4946,3.599,3.2449,3.4781,2085840.34243236,7191102.116049599624
1641772800,2022-01-10 00:00:00,RNDR/USDT,3.7599,3.7778,3.2054,3.4946,1816782.52348052,6350407.690844948482
1641686400,2022-01-09 00:00:00,RNDR/USDT,3.5754,3.9932,3.4672,3.7669,2082688.61802615,7717696.805490506383
1641600000,2022-01-08 00:00:00,RNDR/USDT,3.6843,3.849,3.4105,3.5762,1931424.02350153,7036688.395413936809
1641513600,2022-01-07 00:00:00,RNDR/USDT,4.1654,4.1791,3.64,3.687,2963468.81208112,11492269.777777342611
1641427200,2022-01-06 00:00:00,RNDR/USDT,4.2782,4.3795,4.0102,4.1728,2401584.7313222,10073440.976139745235
1641340800,2022-01-05 00:00:00,RNDR/USDT,4.8125,5.1277,4,4.2684,2908295.0706232,13373698.817262340142
1641254400,2022-01-04 00:00:00,RNDR/USDT,5.2625,5.5098,4.7636,4.8004,2053623.76943665,10396808.559189049931
1641168000,2022-01-03 00:00:00,RNDR/USDT,4.576,5.4398,4.51,5.2624,2469310.33088177,12494583.742165096948
1641081600,2022-01-02 00:00:00,RNDR/USDT,4.7893,4.8624,4.5269,4.5762,728870.81518249,3396260.25189416034
1640995200,2022-01-01 00:00:00,RNDR/USDT,4.6156,4.8128,4.3734,4.7919,908632.7219534,4193706.787940294805
1640908800,2021-12-31 00:00:00,RNDR/USDT,4.6051,5.1206,4.5184,4.6168,1460181.54397797,6907933.897926820527
1640822400,2021-12-30 00:00:00,RNDR/USDT,4.6116,4.93,4.5229,4.6101,1635423.15549017,7635871.577872152669
1640736000,2021-12-29 00:00:00,RNDR/USDT,4.9113,5.0555,4.5021,4.6265,1654539.9252304,7898029.474232041844
1640649600,2021-12-28 00:00:00,RNDR/USDT,5.1589,5.4127,4.7,4.905,1969642.8095588,9880025.991914362185
