https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume IOT
1663545600000,2022-09-19 00:00:00,IOT/ETH,0.00018886,0.00018961,0.00018859,0.00018935,0.011134880687762999,58.80581298
1663459200000,2022-09-18 00:00:00,IOT/ETH,0.00018431,0.00019047,0.00018431,0.00018875,3.715423109799525,19684.36084662
1663372800000,2022-09-17 00:00:00,IOT/ETH,0.00018338,0.00018781,0.00018297,0.00018422,0.806160344874356,4376.0739598
1663286400000,2022-09-16 00:00:00,IOT/ETH,0.00017824,0.00018347,0.00017739,0.00018325,4.186267618513505,22844.57090594
1663200000000,2022-09-15 00:00:00,IOT/ETH,0.00016642,0.00017851,0.00016368,0.00017802,27.51570341883238,154565.23659607
1663113600000,2022-09-14 00:00:00,IOT/ETH,0.00017034,0.00017254,0.00016618,0.00016728,5.119572253068041,30604.80782561
1663027200000,2022-09-13 00:00:00,IOT/ETH,0.00016938,0.00017451,0.00016704,0.00017195,8.088084029004985,47037.41802271
1662940800000,2022-09-12 00:00:00,IOT/ETH,0.00016581,0.00017289,0.00016536,0.00016998,8.73099750345325,51364.85176758
1662854400000,2022-09-11 00:00:00,IOT/ETH,0.00016657,0.00016889,0.000165,0.00016544,0.2683219271745408,1621.86851532
1662768000000,2022-09-10 00:00:00,IOT/ETH,0.00017049,0.00017501,0.00016642,0.00016642,27.33258254544938,164238.56835386
1662681600000,2022-09-09 00:00:00,IOT/ETH,0.00017058,0.00017338,0.00016757,0.00017118,3.5626421208898615,20812.2568109
1662595200000,2022-09-08 00:00:00,IOT/ETH,0.00016923,0.0001721,0.00016586,0.00017171,9.647614163172255,56185.511403950004
1662508800000,2022-09-07 00:00:00,IOT/ETH,0.00016654,0.00017594,0.00016632,0.0001696,20.314524224599936,119779.03434316
1662422400000,2022-09-06 00:00:00,IOT/ETH,0.0001745,0.00017581,0.00016554,0.00016684,2.258695356550667,13538.09252308
1662336000000,2022-09-05 00:00:00,IOT/ETH,0.00018479,0.00018479,0.00017411,0.00017411,4.56738432365104,26232.75127018
1662249600000,2022-09-04 00:00:00,IOT/ETH,0.00018074,0.0001886,0.00018051,0.00018341,14.38137177838676,78411.05598597
1662163200000,2022-09-03 00:00:00,IOT/ETH,0.00017883,0.00018196,0.00017796,0.00018066,7.028164106026499,38902.71286409
1662076800000,2022-09-02 00:00:00,IOT/ETH,0.00017943,0.00018079,0.00017428,0.00017839,1.557308085117127,8729.79474812
1661990400000,2022-09-01 00:00:00,IOT/ETH,0.00018089,0.00018212,0.00017813,0.00017931,2.417928143324554,13484.62519282
1661904000000,2022-08-31 00:00:00,IOT/ETH,0.00018952,0.00018952,0.00017956,0.0001808,4.006884889487424,22161.97394628
1661817600000,2022-08-30 00:00:00,IOT/ETH,0.00018831,0.00019149,0.00018365,0.00018952,12.120675412444504,63954.59799728
1661731200000,2022-08-29 00:00:00,IOT/ETH,0.00019125,0.00019227,0.00018703,0.00018795,6.226380024789822,33127.85328433
1661644800000,2022-08-28 00:00:00,IOT/ETH,0.00018737,0.00019155,0.00018705,0.00019108,2.1861362675532208,11440.94760076
1661558400000,2022-08-27 00:00:00,IOT/ETH,0.00018539,0.00019051,0.00018398,0.00018755,6.982335813948391,37229.19655531
1661472000000,2022-08-26 00:00:00,IOT/ETH,0.00018023,0.0001855,0.00017996,0.00018495,13.920235578951718,75264.85849663
1661385600000,2022-08-25 00:00:00,IOT/ETH,0.00018052,0.00018092,0.00017647,0.00018044,8.583022810386003,47567.18471728
1661299200000,2022-08-24 00:00:00,IOT/ETH,0.00017893,0.00018437,0.00017893,0.00018072,5.719292472753864,31647.2580387
1661212800000,2022-08-23 00:00:00,IOT/ETH,0.00017933,0.00018083,0.0001783,0.0001791,7.885233650821977,44026.98855847
1661126400000,2022-08-22 00:00:00,IOT/ETH,0.00018251,0.0001828,0.00017905,0.00017931,3.812442839553469,21261.74133932
1661040000000,2022-08-21 00:00:00,IOT/ETH,0.00018073,0.00018426,0.00017956,0.00018259,11.260820294840073,61672.71096358
1660953600000,2022-08-20 00:00:00,IOT/ETH,0.0001765,0.00018196,0.00017567,0.00018079,9.522979449423588,52674.25991163
1660867200000,2022-08-19 00:00:00,IOT/ETH,0.00016608,0.00017646,0.00016174,0.00017611,16.52255321332729,93819.50606625
1660780800000,2022-08-18 00:00:00,IOT/ETH,0.00017414,0.00017469,0.00016591,0.00016591,8.065214459100106,48611.98516726
