https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLN,Volume BTC
1663275600000,2022-09-15 21:00:00,BTC/PLN,94065.41,94478.47,93920.9,94261.9,9906.92569,0.1051
1663272000000,2022-09-15 20:00:00,BTC/PLN,93794.22,94339.1,93657.65,93970.29,11595.933786,0.1234
1663268400000,2022-09-15 19:00:00,BTC/PLN,93973.99,94071.66,93145.19,93820.83,11756.439582100502,0.12530735
1663264800000,2022-09-15 18:00:00,BTC/PLN,93847.23,94319.76,93657.74,93834.29,11288.265087,0.1203
1663261200000,2022-09-15 17:00:00,BTC/PLN,94082.49,94512.09,93921.91,94110.45,10973.27847,0.1166
1663257600000,2022-09-15 16:00:00,BTC/PLN,93848.43,94452.61,93651.59,94126.88,11474.066672,0.1219
1663254000000,2022-09-15 15:00:00,BTC/PLN,93942.28,94232.13,93244.83,93949.26,8601.994245599999,0.09156
1663250400000,2022-09-15 14:00:00,BTC/PLN,95264.9,95553.74,93892.76,93933.63,11272.5644463369,0.12000563
1663246800000,2022-09-15 13:00:00,BTC/PLN,95521.18,95727.09,95124.74,95251.62,10487.203362,0.1101
1663243200000,2022-09-15 12:00:00,BTC/PLN,95678.96,96042.84,95313.52,95461.54,10472.130938,0.1097
1663239600000,2022-09-15 11:00:00,BTC/PLN,95655.37,96018.1,95601.83,95601.83,10315.437457,0.1079
1663236000000,2022-09-15 10:00:00,BTC/PLN,95660.24,95984.66,95298.56,95984.66,9752.041456,0.1016
1663232400000,2022-09-15 09:00:00,BTC/PLN,95397.96,95746.85,95210.9,95746.85,11221.53082,0.1172
1663228800000,2022-09-15 08:00:00,BTC/PLN,95855.96,96104.61,95143.84,95271.74,15816.518861752,0.1660148
1663225200000,2022-09-15 07:00:00,BTC/PLN,95579.15,96839.88,95305.36,95851.69,12043.1974064952,0.12564408
1663221600000,2022-09-15 06:00:00,BTC/PLN,95664.8,95923.15,95090.8,95316.72,10217.952384,0.1072
1663218000000,2022-09-15 05:00:00,BTC/PLN,95435.82,96471.11,95175.36,95457.83,8505.292653,0.0891
1663214400000,2022-09-15 04:00:00,BTC/PLN,95185.86,95439.43,95029.87,95193.13,8767.287273,0.0921
1663210800000,2022-09-15 03:00:00,BTC/PLN,95617.35,95617.35,94999.61,95039.35,11556.78496,0.1216
1663207200000,2022-09-15 02:00:00,BTC/PLN,95800.59,95800.59,95151.33,95309.9,10379.248109999999,0.1089
1663203600000,2022-09-15 01:00:00,BTC/PLN,95738.31,95909.85,95093.57,95578.5,11192.24235,0.1171
1663200000000,2022-09-15 00:00:00,BTC/PLN,95605.53,96058.62,95562.99,95861.77,3010.059578,0.0314
1663196400000,2022-09-14 23:00:00,BTC/PLN,96409.69,96520.81,95836.77,96093.44,10493.403648000001,0.1092
1663192800000,2022-09-14 22:00:00,BTC/PLN,95630.63,96732.75,95499.74,96238.31,8734.589015599999,0.09076
1663189200000,2022-09-14 21:00:00,BTC/PLN,94582.38,95849.21,94249.97,95666.33,8753.469195,0.0915
1663185600000,2022-09-14 20:00:00,BTC/PLN,94843.14,94972.33,94402.12,94573.05,9343.81734,0.0988
1663182000000,2022-09-14 19:00:00,BTC/PLN,94230.45,95144.9,94086.29,95144.9,10789.43166,0.1134
1663178400000,2022-09-14 18:00:00,BTC/PLN,95648.99,95787.15,93982.88,94237.43,10390.619031799999,0.11026
1663174800000,2022-09-14 17:00:00,BTC/PLN,95472.9,96089.68,95439.34,95823.35,9984.793070000002,0.1042
1663171200000,2022-09-14 16:00:00,BTC/PLN,96363.22,96879.73,95420.66,95438.19,17180.0738580483,0.18001257
1663167600000,2022-09-14 15:00:00,BTC/PLN,96455.91,96455.91,95726.22,96036.21,10544.775858,0.1098
1663164000000,2022-09-14 14:00:00,BTC/PLN,96160.49,96453.22,95667.3,96158.98,11904.481724,0.1238
1663160400000,2022-09-14 13:00:00,BTC/PLN,96284.34,96847.74,95638.72,96200.43,10101.045149999998,0.105
1663156800000,2022-09-14 12:00:00,BTC/PLN,95766.18,96447.01,95208.32,96213.04,9553.0725984232,0.09929083
1663153200000,2022-09-14 11:00:00,BTC/PLN,96520.97,96631.48,95772.78,96035.71,9834.056704,0.1024
1663149600000,2022-09-14 10:00:00,BTC/PLN,96214.36,98288.49,96057.68,96119.17,27377.0589715721,0.28482413
1663146000000,2022-09-14 09:00:00,BTC/PLN,96923.29,96923.29,96091.25,96380.39,10274.149574,0.1066
1663142400000,2022-09-14 08:00:00,BTC/PLN,95941.49,96891.27,95812.58,96540.13,8360.375258,0.0866
1663138800000,2022-09-14 07:00:00,BTC/PLN,96312.62,96878.84,95764.49,95916.24,11548.315296,0.1204
1663135200000,2022-09-14 06:00:00,BTC/PLN,96529.85,97017.61,96095.49,96706.64,10337.939816,0.1069
1663131600000,2022-09-14 05:00:00,BTC/PLN,96522.61,97184.08,96208.47,96884.69,11984.636153000001,0.1237
1663128000000,2022-09-14 04:00:00,BTC/PLN,96513.03,96873.46,96356.45,96749.34,3918.34827,0.0405
1663110000000,2022-09-13 23:00:00,BTC/PLN,95922.63,96147.9,95668.98,95947.8,9575.59044,0.0998
1663106400000,2022-09-13 22:00:00,BTC/PLN,96681.93,96705.24,95694.45,96253.16,7873.508488,0.0818
1663095600000,2022-09-13 19:00:00,BTC/PLN,96562.47,96841.83,95784.79,96487.1,10739.01423,0.1113
1663092000000,2022-09-13 18:00:00,BTC/PLN,98600.89,98628.93,96541.94,96541.94,11133.2165208,0.11532
1663088400000,2022-09-13 17:00:00,BTC/PLN,98609.07,98981.53,98421.25,98534.42,10245.3715236478,0.10397759
1663084800000,2022-09-13 16:00:00,BTC/PLN,98836.77,98966.78,98399.19,98509.78,16828.719276544398,0.17083298
1663081200000,2022-09-13 15:00:00,BTC/PLN,98842.78,99295.38,98683.22,98691.09,9326.308004999999,0.0945
1663077600000,2022-09-13 14:00:00,BTC/PLN,100011.91,100356.08,98672.56,98901.29,14175.269697410498,0.14332745
1663074000000,2022-09-13 13:00:00,BTC/PLN,101045.11,101119.04,99938.73,100014.17,11601.64372,0.116
1663070400000,2022-09-13 12:00:00,BTC/PLN,104459.65,105013.7,100814.28,100907.98,12714.0785381448,0.12599676
1663066800000,2022-09-13 11:00:00,BTC/PLN,104418.77,104841.67,104116.47,104231.58,10923.469584,0.1048
1663063200000,2022-09-13 10:00:00,BTC/PLN,104009.38,104918.42,103627.57,104442.41,12854.0814584699,0.12307339
1663059600000,2022-09-13 09:00:00,BTC/PLN,103397.34,104561.16,103141.54,103977.42,17876.6059509534,0.17192777
1663056000000,2022-09-13 08:00:00,BTC/PLN,103821.01,103847.9,103053.5,103165.48,11183.138031999999,0.1084
1663052400000,2022-09-13 07:00:00,BTC/PLN,103525.15,104355.46,103441.09,103781.33,11851.827886,0.1142
1663048800000,2022-09-13 06:00:00,BTC/PLN,108999.07,109647.52,103463.46,103526.56,12122.960175999999,0.1171
1663045200000,2022-09-13 05:00:00,BTC/PLN,103612.2,109810.45,103255.81,107242.77,14745.880875000003,0.1375
1663041600000,2022-09-13 04:00:00,BTC/PLN,103358.0,103696.05,103018.19,103515.12,12080.214504,0.1167
1663038000000,2022-09-13 03:00:00,BTC/PLN,103277.53,103521.21,102988.8,103111.51,11909.379405,0.1155
1663034400000,2022-09-13 02:00:00,BTC/PLN,103331.85,103459.58,102941.54,103396.48,11212.5376275968,0.10844216
1663030800000,2022-09-13 01:00:00,BTC/PLN,103053.2,103574.75,103001.2,103167.22,10543.689884,0.1022
1663027200000,2022-09-13 00:00:00,BTC/PLN,103915.39,103986.46,102943.63,103146.33,10888.8156122844,0.10556668
1663023600000,2022-09-12 23:00:00,BTC/PLN,103819.63,103995.38,103513.56,103801.04,11096.331176,0.1069
1663020000000,2022-09-12 22:00:00,BTC/PLN,103762.36,103982.49,103416.9,103422.94,9856.206182,0.0953
1663016400000,2022-09-12 21:00:00,BTC/PLN,104057.14,104206.65,103251.98,103731.62,11130.402826,0.1073
1663012800000,2022-09-12 20:00:00,BTC/PLN,104402.17,105020.97,103783.47,103888.81,11978.379793,0.1153
1663009200000,2022-09-12 19:00:00,BTC/PLN,104634.08,105041.39,103763.65,103907.36,10827.146912,0.1042
1663005600000,2022-09-12 18:00:00,BTC/PLN,103497.82,104702.19,103211.8,104702.19,11924.6245570272,0.11389088
1663002000000,2022-09-12 17:00:00,BTC/PLN,103247.21,103706.75,102998.44,103230.02,12191.465362,0.1181
1662998400000,2022-09-12 16:00:00,BTC/PLN,102597.51,103401.76,102392.83,103226.41,13976.855914,0.1354
1662994800000,2022-09-12 15:00:00,BTC/PLN,103836.09,103836.09,102639.5,102840.1,10911.33461,0.1061
1662991200000,2022-09-12 14:00:00,BTC/PLN,103836.94,104534.07,103477.6,103647.62,12427.349638,0.1199
1662987600000,2022-09-12 13:00:00,BTC/PLN,103799.87,104698.23,103382.24,104025.03,11631.7022839914,0.11181638
1662984000000,2022-09-12 12:00:00,BTC/PLN,103821.25,104113.72,103121.26,104043.31,9329.7779369186,0.08967206
1662980400000,2022-09-12 11:00:00,BTC/PLN,102975.58,103885.36,102572.65,103593.73,13539.700511000001,0.1307
1662976800000,2022-09-12 10:00:00,BTC/PLN,102709.71,102997.66,102016.93,102679.07,10853.177699000002,0.1057
1662973200000,2022-09-12 09:00:00,BTC/PLN,102805.51,103012.79,102310.75,102703.33,13063.863576000002,0.1272
1662969600000,2022-09-12 08:00:00,BTC/PLN,102366.03,103337.91,102276.35,102958.11,11747.520351,0.1141
1662966000000,2022-09-12 07:00:00,BTC/PLN,101083.19,102643.22,101083.19,102510.85,8536.896516083001,0.08327798
1662962400000,2022-09-12 06:00:00,BTC/PLN,101536.76,102134.5,100926.63,101263.3,8779.52811,0.0867
1662958800000,2022-09-12 05:00:00,BTC/PLN,101117.3,102443.06,100845.22,102443.06,11565.821474,0.1129
1662955200000,2022-09-12 04:00:00,BTC/PLN,100989.83,101434.53,100717.44,100920.35,12140.718105000002,0.1203
1662951600000,2022-09-12 03:00:00,BTC/PLN,101119.75,101621.22,100454.43,101033.15,10002.28185,0.099
1662948000000,2022-09-12 02:00:00,BTC/PLN,102476.44,102908.93,100875.49,101235.07,11672.403571,0.1153
1662944400000,2022-09-12 01:00:00,BTC/PLN,101028.08,103868.14,100498.82,102482.47,12551.8315634648,0.12247784
1662940800000,2022-09-12 00:00:00,BTC/PLN,102071.73,102071.73,100778.1,100778.1,9966.954090000001,0.0989
1662937200000,2022-09-11 23:00:00,BTC/PLN,101086.84,101936.45,100607.53,101936.45,10881.7160375,0.10675
1662933600000,2022-09-11 22:00:00,BTC/PLN,100557.62,101280.3,100332.06,101111.39,10161.694695,0.1005
1662930000000,2022-09-11 21:00:00,BTC/PLN,100945.45,101163.9,100459.78,100459.78,11603.10459,0.1155
1662926400000,2022-09-11 20:00:00,BTC/PLN,100796.82,101332.84,100298.94,100810.45,12409.766395,0.1231
1662922800000,2022-09-11 19:00:00,BTC/PLN,100952.83,101133.35,100545.47,101014.55,10818.658305,0.1071
1662919200000,2022-09-11 18:00:00,BTC/PLN,101301.18,101312.5,100559.86,100559.86,11111.86453,0.1105
1662915600000,2022-09-11 17:00:00,BTC/PLN,101443.0,101637.41,100896.05,101229.36,10760.680968,0.1063
1662912000000,2022-09-11 16:00:00,BTC/PLN,100897.88,101543.79,100712.97,101290.89,8771.791073999999,0.0866
1662908400000,2022-09-11 15:00:00,BTC/PLN,100632.82,101466.57,100408.34,101136.37,12055.455304,0.1192
1662904800000,2022-09-11 14:00:00,BTC/PLN,100662.15,100941.76,100287.51,100604.81,10915.621885,0.1085
1662901200000,2022-09-11 13:00:00,BTC/PLN,100787.62,101129.79,100367.27,100456.27,10929.642176,0.1088
1662897600000,2022-09-11 12:00:00,BTC/PLN,101030.96,101373.58,100595.8,100959.55,12211.372566296,0.12095312
1662894000000,2022-09-11 11:00:00,BTC/PLN,100636.77,101329.67,100636.77,101255.63,9102.881137,0.0899
1662890400000,2022-09-11 10:00:00,BTC/PLN,100539.29,101375.57,100396.73,100396.73,13026.9104353409,0.12975433
1662886800000,2022-09-11 09:00:00,BTC/PLN,100950.13,101339.87,100618.35,100618.35,12235.19136,0.1216
1662883200000,2022-09-11 08:00:00,BTC/PLN,100595.8,101259.13,100389.65,101009.23,11212.02453,0.111
1662879600000,2022-09-11 07:00:00,BTC/PLN,100369.81,100953.86,100094.15,100861.05,10903.079505,0.1081
1662876000000,2022-09-11 06:00:00,BTC/PLN,100489.25,101043.02,99956.45,100221.82,11475.398390000002,0.1145
1662872400000,2022-09-11 05:00:00,BTC/PLN,100708.97,100934.63,100280.23,100474.64,9725.945152,0.0968
1662868800000,2022-09-11 04:00:00,BTC/PLN,100163.71,101035.73,100163.71,100575.92,8991.487248,0.0894
1662865200000,2022-09-11 03:00:00,BTC/PLN,100424.67,100617.21,100090.66,100409.18,11938.651502,0.1189
1662861600000,2022-09-11 02:00:00,BTC/PLN,101020.41,101020.41,100004.75,100004.75,11330.538175,0.1133
1662858000000,2022-09-11 01:00:00,BTC/PLN,100428.48,101107.22,100325.77,100960.0,11509.44,0.114
1662854400000,2022-09-11 00:00:00,BTC/PLN,101198.97,101248.24,100351.84,100549.05,9682.873515,0.0963
1662850800000,2022-09-10 23:00:00,BTC/PLN,101512.71,101616.5,101022.62,101221.81,11984.662304,0.1184
1662847200000,2022-09-10 22:00:00,BTC/PLN,100611.51,101439.7,100526.02,101439.7,9504.89989,0.0937
1662843600000,2022-09-10 21:00:00,BTC/PLN,100146.1,101799.04,99985.2,101002.88,11274.549502937602,0.11162602
1662840000000,2022-09-10 20:00:00,BTC/PLN,100626.39,100824.16,99908.6,100151.89,11857.983776000001,0.1184
1662836400000,2022-09-10 19:00:00,BTC/PLN,100388.13,100962.52,100174.28,100561.88,11795.908524,0.1173
1662832800000,2022-09-10 18:00:00,BTC/PLN,99724.94,100522.05,99697.0,100107.47,12260.8445838454,0.12247682
1662829200000,2022-09-10 17:00:00,BTC/PLN,100116.18,100116.18,99708.86,99779.57,11654.253776000001,0.1168
1662825600000,2022-09-10 16:00:00,BTC/PLN,99183.93,100074.19,98835.64,100074.19,12058.939895,0.1205
1662822000000,2022-09-10 15:00:00,BTC/PLN,99500.75,99535.23,98866.37,99194.84,9453.268252,0.0953
1662818400000,2022-09-10 14:00:00,BTC/PLN,99027.0,99606.96,98562.92,99151.42,12929.345167999998,0.1304
1662814800000,2022-09-10 13:00:00,BTC/PLN,99462.3,99759.37,98684.42,98818.51,11344.364947999999,0.1148
1662811200000,2022-09-10 12:00:00,BTC/PLN,99472.69,99641.39,99089.63,99588.73,10556.40538,0.106
1662807600000,2022-09-10 11:00:00,BTC/PLN,99636.93,99862.66,99232.14,99395.16,11668.991784000002,0.1174
1662804000000,2022-09-10 10:00:00,BTC/PLN,99493.54,99771.14,99128.58,99483.01,10455.664351,0.1051
1662800400000,2022-09-10 09:00:00,BTC/PLN,99699.57,99910.17,99427.37,99427.37,9733.939523,0.0979
1662796800000,2022-09-10 08:00:00,BTC/PLN,99177.31,100001.21,99177.31,99586.3,10757.623831118999,0.10802313
1662793200000,2022-09-10 07:00:00,BTC/PLN,100377.82,100730.33,99035.66,99330.43,12644.763738999998,0.1273
1662789600000,2022-09-10 06:00:00,BTC/PLN,100639.98,100883.59,100219.84,100584.3,10571.40993,0.1051
1662786000000,2022-09-10 05:00:00,BTC/PLN,99907.39,100837.78,99903.93,100668.96,8556.861600000002,0.085
1662782400000,2022-09-10 04:00:00,BTC/PLN,99533.98,100147.9,99381.79,100147.9,11466.93455,0.1145
1662778800000,2022-09-10 03:00:00,BTC/PLN,99143.52,99924.79,98947.69,99738.06,11629.457795999999,0.1166
1662775200000,2022-09-10 02:00:00,BTC/PLN,99400.86,99669.09,98917.15,98931.16,12930.302612000001,0.1307
1662771600000,2022-09-10 01:00:00,BTC/PLN,99407.57,99778.82,99143.67,99621.45,11287.110284999999,0.1133
1662768000000,2022-09-10 00:00:00,BTC/PLN,100000.78,100000.78,98929.73,99175.26,8231.54658,0.083
1662764400000,2022-09-09 23:00:00,BTC/PLN,99769.05,100496.25,99501.76,100074.3,12931.943300106,0.12922342
1662760800000,2022-09-09 22:00:00,BTC/PLN,99606.19,100010.75,99255.12,99677.75,11891.555575,0.1193
1662757200000,2022-09-09 21:00:00,BTC/PLN,99495.28,99684.66,99039.59,99363.49,9856.858208,0.0992
1662753600000,2022-09-09 20:00:00,BTC/PLN,99657.46,99715.08,99197.36,99702.36,10767.85488,0.108
1662750000000,2022-09-09 19:00:00,BTC/PLN,99310.77,100032.15,99078.8,99547.91,11585.405675382,0.1163802
1662746400000,2022-09-09 18:00:00,BTC/PLN,99482.26,99588.12,98848.87,99152.17,12027.158221,0.1213
1662742800000,2022-09-09 17:00:00,BTC/PLN,99439.86,100076.97,98662.76,99715.05,11810.443969197,0.11844194
1662739200000,2022-09-09 16:00:00,BTC/PLN,99661.47,100250.63,98772.38,99519.32,11156.359594334,0.11210245
1662735600000,2022-09-09 15:00:00,BTC/PLN,99119.43,99695.94,98943.76,99640.06,10960.4066,0.11
1662732000000,2022-09-09 14:00:00,BTC/PLN,98722.62,99356.55,98459.99,99080.47,9932.1294990382,0.10024306
1662728400000,2022-09-09 13:00:00,BTC/PLN,98924.54,99275.03,98376.53,98413.44,10077.536256000001,0.1024
1662724800000,2022-09-09 12:00:00,BTC/PLN,98830.3,99532.95,98483.12,99385.47,10127.379393000001,0.1019
1662721200000,2022-09-09 11:00:00,BTC/PLN,98901.94,99219.88,98428.63,98714.67,11835.888933,0.1199
1662717600000,2022-09-09 10:00:00,BTC/PLN,96871.76,98709.97,96822.08,98666.44,11982.659272206001,0.12144615
1662714000000,2022-09-09 09:00:00,BTC/PLN,97157.6,97256.85,96400.16,97164.17,8997.402142,0.0926
1662710400000,2022-09-09 08:00:00,BTC/PLN,96347.56,97042.21,96012.93,96929.34,10861.010090472,0.1120508
1662706800000,2022-09-09 07:00:00,BTC/PLN,96652.37,97018.61,96018.43,96252.72,10915.058448,0.1134
1662703200000,2022-09-09 06:00:00,BTC/PLN,95851.64,97007.41,95851.64,96712.24,10720.551804,0.11085
1662699600000,2022-09-09 05:00:00,BTC/PLN,95065.27,95664.5,94916.94,95437.85,10818.421430109502,0.11335567
1662696000000,2022-09-09 04:00:00,BTC/PLN,92819.44,95011.13,92819.44,94996.29,10579.9999570233,0.11137277
1662692400000,2022-09-09 03:00:00,BTC/PLN,91157.18,93014.71,90665.34,93014.71,9152.810239742501,0.09840175
1662688800000,2022-09-09 02:00:00,BTC/PLN,90871.83,91099.51,90612.75,90835.31,10700.399518,0.1178
1662685200000,2022-09-09 01:00:00,BTC/PLN,90974.58,91246.03,90654.22,90836.24,8547.690184000001,0.0941
1662681600000,2022-09-09 00:00:00,BTC/PLN,90892.6,91432.39,90806.31,91021.8,9511.7781,0.1045
