https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PROM,Volume BTC
1663459200,2022-09-18 00:00:00,PROM/BTC,0.0003079,0.0003079,0.0003076,0.0003076,0.4561,0.00014038444
1663372800,2022-09-17 00:00:00,PROM/BTC,0.0003001,0.0003187,0.0002969,0.0003086,982.1124,0.30456115922
1663286400,2022-09-16 00:00:00,PROM/BTC,0.0003063,0.0003073,0.0002938,0.0003029,1197.0334,0.35693003167
1663200000,2022-09-15 00:00:00,PROM/BTC,0.0002981,0.0003201,0.0002916,0.0003072,1368.1712,0.42484744256
1663113600,2022-09-14 00:00:00,PROM/BTC,0.0003017,0.000304,0.0002927,0.000298,397.8649,0.11826294994
1663027200,2022-09-13 00:00:00,PROM/BTC,0.0003128,0.0003254,0.0002885,0.0003013,1658.836,0.50340521109
1662940800,2022-09-12 00:00:00,PROM/BTC,0.0003168,0.0003426,0.000303,0.0003128,2255.302,0.71522612665
1662854400,2022-09-11 00:00:00,PROM/BTC,0.0003039,0.0004108,0.0002975,0.0003182,2564.7856,0.86964681193
1662768000,2022-09-10 00:00:00,PROM/BTC,0.0003037,0.0003075,0.0002977,0.0003035,298.2103,0.09039186855
1662681600,2022-09-09 00:00:00,PROM/BTC,0.0003295,0.0003295,0.0003009,0.0003028,713.9817,0.2232486077
1662595200,2022-09-08 00:00:00,PROM/BTC,0.0003087,0.0003687,0.0003023,0.0003288,2027.2896,0.67963710576
1662508800,2022-09-07 00:00:00,PROM/BTC,0.0002949,0.000316,0.0002944,0.0003092,568.8457,0.17421055854
1662422400,2022-09-06 00:00:00,PROM/BTC,0.0002923,0.0003056,0.0002904,0.0002933,316.7034,0.09436522134
1662336000,2022-09-05 00:00:00,PROM/BTC,0.0002944,0.0002955,0.0002896,0.000293,328.3867,0.09587259987
1662249600,2022-09-04 00:00:00,PROM/BTC,0.0003022,0.0003027,0.0002869,0.0002947,400.8827,0.11769486859
1662163200,2022-09-03 00:00:00,PROM/BTC,0.0003109,0.0003305,0.0002971,0.0003022,989.3764,0.30567219533
1662076800,2022-09-02 00:00:00,PROM/BTC,0.0002862,0.0003445,0.0002794,0.0003133,1597.8549,0.49469389791
1661990400,2022-09-01 00:00:00,PROM/BTC,0.000278,0.000318,0.0002731,0.0002914,1755.2795,0.51553036873
1661904000,2022-08-31 00:00:00,PROM/BTC,0.0002787,0.0002804,0.0002735,0.0002779,138.5751,0.03834660169
1661817600,2022-08-30 00:00:00,PROM/BTC,0.0002756,0.0002839,0.0002727,0.0002792,404.0671,0.11217871783
1661731200,2022-08-29 00:00:00,PROM/BTC,0.0002767,0.0002767,0.0002661,0.0002751,301.8147,0.08156646771
1661644800,2022-08-28 00:00:00,PROM/BTC,0.0002785,0.0002955,0.0002785,0.0002804,236.8265,0.06747871844
1661558400,2022-08-27 00:00:00,PROM/BTC,0.0002926,0.0002926,0.0002752,0.0002752,451.0011,0.12775390804
1661472000,2022-08-26 00:00:00,PROM/BTC,0.0003039,0.0003145,0.0002882,0.0002933,262.0268,0.07673335096
1661385600,2022-08-25 00:00:00,PROM/BTC,0.000291,0.00032,0.000291,0.0003041,1357.3063,0.41717154545
1661299200,2022-08-24 00:00:00,PROM/BTC,0.0002852,0.0003065,0.000283,0.0002948,463.3041,0.13373291425
1661212800,2022-08-23 00:00:00,PROM/BTC,0.0002839,0.0002959,0.0002797,0.0002859,505.6664,0.1462930057
1661126400,2022-08-22 00:00:00,PROM/BTC,0.0002961,0.0002965,0.0002815,0.0002846,502.01,0.14350420476
1661040000,2022-08-21 00:00:00,PROM/BTC,0.0002907,0.0003088,0.0002895,0.0002932,120.5535,0.03608399528
1660953600,2022-08-20 00:00:00,PROM/BTC,0.0002839,0.0003232,0.0002825,0.0002919,914.9297,0.27586612785
1660867200,2022-08-19 00:00:00,PROM/BTC,0.0002886,0.0002997,0.0002796,0.0002847,1519.0063,0.43757497994
1660780800,2022-08-18 00:00:00,PROM/BTC,0.0002784,0.0003012,0.0002774,0.0002885,811.2045,0.23305586983
1660694400,2022-08-17 00:00:00,PROM/BTC,0.0002907,0.0002965,0.000278,0.0002798,753.9098,0.21542000602
1660608000,2022-08-16 00:00:00,PROM/BTC,0.0002899,0.0002953,0.0002866,0.0002903,364.5636,0.10565227578
1660521600,2022-08-15 00:00:00,PROM/BTC,0.0002927,0.0002931,0.0002843,0.0002898,608.7386,0.17524689663
1660435200,2022-08-14 00:00:00,PROM/BTC,0.0002972,0.0003008,0.0002871,0.0002928,432.2291,0.1271081252
