https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NWC,Volume BTC
1663459200,2022-09-18 00:00:00,NWC/BTC,0.00000597,0.00000599,0.00000597,0.00000598,3742.64,0.0223823025
1663372800,2022-09-17 00:00:00,NWC/BTC,0.00000613,0.00000617,0.00000587,0.00000597,122733.9516,0.737603247163
1663286400,2022-09-16 00:00:00,NWC/BTC,0.00000585,0.00000663,0.00000577,0.00000616,153090.3246,0.920277191248
1663200000,2022-09-15 00:00:00,NWC/BTC,0.00000584,0.00000601,0.00000563,0.00000585,136671.6394,0.797229229767
1663113600,2022-09-14 00:00:00,NWC/BTC,0.0000061,0.00000621,0.00000573,0.00000584,189828.2532,1.136378523834
1663027200,2022-09-13 00:00:00,NWC/BTC,0.00000594,0.00000627,0.00000561,0.00000611,174080.3237,1.035324651781
1662940800,2022-09-12 00:00:00,NWC/BTC,0.00000611,0.00000666,0.00000581,0.00000595,94058.4949,0.562893349894
1662854400,2022-09-11 00:00:00,NWC/BTC,0.00000641,0.00000648,0.00000604,0.00000614,72049.6427,0.451736355893
1662768000,2022-09-10 00:00:00,NWC/BTC,0.00000682,0.00000706,0.00000619,0.00000641,131280.6076,0.848363408461
1662681600,2022-09-09 00:00:00,NWC/BTC,0.00000665,0.00000723,0.00000622,0.00000682,122017.7387,0.81719894487
1662595200,2022-09-08 00:00:00,NWC/BTC,0.00000724,0.00000735,0.00000649,0.00000665,150717.0686,1.04186743108
1662508800,2022-09-07 00:00:00,NWC/BTC,0.00000599,0.00000758,0.00000581,0.00000724,206426.4886,1.366100272983
1662422400,2022-09-06 00:00:00,NWC/BTC,0.00000631,0.00000648,0.00000566,0.00000598,123390.0182,0.746554246889
1662336000,2022-09-05 00:00:00,NWC/BTC,0.00000686,0.00000694,0.00000608,0.00000625,57489.6834,0.367019284792
1662249600,2022-09-04 00:00:00,NWC/BTC,0.00000674,0.00000696,0.00000666,0.00000686,37762.0118,0.255441353747
1662163200,2022-09-03 00:00:00,NWC/BTC,0.00000715,0.00000728,0.00000672,0.00000679,39678.2816,0.270705860175
1662076800,2022-09-02 00:00:00,NWC/BTC,0.00000701,0.00000739,0.00000651,0.00000708,60471.0171,0.424761351502
1661990400,2022-09-01 00:00:00,NWC/BTC,0.00000723,0.00000754,0.00000685,0.00000694,18663.0715,0.135438492967
1661904000,2022-08-31 00:00:00,NWC/BTC,0.00000728,0.0000076,0.00000713,0.0000073,28031.4164,0.207246229197
1661817600,2022-08-30 00:00:00,NWC/BTC,0.0000073,0.0000076,0.00000711,0.00000727,44411.0709,0.324615410084
1661731200,2022-08-29 00:00:00,NWC/BTC,0.0000075,0.00000784,0.00000712,0.00000733,43180.0376,0.323812412876
1661644800,2022-08-28 00:00:00,NWC/BTC,0.00000775,0.00000807,0.00000744,0.00000754,85629.9738,0.666468842521
1661558400,2022-08-27 00:00:00,NWC/BTC,0.00000734,0.00000839,0.00000716,0.00000765,186260.4825,1.45025451993
1661472000,2022-08-26 00:00:00,NWC/BTC,0.00000685,0.00000765,0.00000674,0.00000727,86632.5053,0.624861150923
1661385600,2022-08-25 00:00:00,NWC/BTC,0.00000729,0.00000763,0.0000068,0.00000688,77135.183,0.555554460898
1661299200,2022-08-24 00:00:00,NWC/BTC,0.00000775,0.000009,0.00000693,0.00000728,306449.48552208,2.3548744790209656
1661212800,2022-08-23 00:00:00,NWC/BTC,0.00000559,0.00000799,0.00000528,0.00000772,380099.4603,2.691051842302
1661126400,2022-08-22 00:00:00,NWC/BTC,0.00000615,0.00000641,0.00000541,0.00000559,88610.7269,0.525489795644
1661040000,2022-08-21 00:00:00,NWC/BTC,0.00000605,0.00000637,0.00000589,0.00000612,56022.7697,0.335653755749
1660953600,2022-08-20 00:00:00,NWC/BTC,0.0000062,0.00000719,0.00000574,0.00000601,185048.2768,1.18246710078
1660867200,2022-08-19 00:00:00,NWC/BTC,0.00000668,0.00000685,0.00000528,0.00000629,265144.6289,1.570265373414
1660780800,2022-08-18 00:00:00,NWC/BTC,0.00000598,0.00000763,0.0000057,0.0000067,478093.1218,3.246185428207
1660694400,2022-08-17 00:00:00,NWC/BTC,0.00000504,0.00000733,0.00000436,0.00000598,1470302.4523,8.049613066006
1660608000,2022-08-16 00:00:00,NWC/BTC,0.00000337,0.00000596,0.00000331,0.00000505,983508.7452,4.332196573513
1660521600,2022-08-15 00:00:00,NWC/BTC,0.00000352,0.00000366,0.00000315,0.00000332,421814.5437,1.443651601242
1660435200,2022-08-14 00:00:00,NWC/BTC,0.00000296,0.00000376,0.00000283,0.00000354,871727.295,2.892994860704
1660348800,2022-08-13 00:00:00,NWC/BTC,0.00000283,0.00000306,0.00000269,0.00000292,421056.0022,1.212019954395
1660262400,2022-08-12 00:00:00,NWC/BTC,0.0000027,0.00000289,0.00000262,0.00000279,90672.693,0.252642824666
1660176000,2022-08-11 00:00:00,NWC/BTC,0.00000267,0.00000274,0.0000026,0.00000266,41175.9436,0.109391189884
1660089600,2022-08-10 00:00:00,NWC/BTC,0.00000267,0.00000276,0.00000258,0.00000265,16360.4241,0.044151033042
1660003200,2022-08-09 00:00:00,NWC/BTC,0.00000274,0.00000277,0.00000259,0.00000266,41023.8984,0.108953802749
1659916800,2022-08-08 00:00:00,NWC/BTC,0.00000264,0.00000312,0.00000255,0.00000272,316488.1177,0.860429604914
1659830400,2022-08-07 00:00:00,NWC/BTC,0.00000266,0.00000276,0.0000025,0.00000264,196132.632,0.514046091516
1659744000,2022-08-06 00:00:00,NWC/BTC,0.00000259,0.00000276,0.00000254,0.00000268,299904.5475,0.789483632969
1659657600,2022-08-05 00:00:00,NWC/BTC,0.00000257,0.00000267,0.00000246,0.00000257,241044.9215,0.62366959199
1659571200,2022-08-04 00:00:00,NWC/BTC,0.00000269,0.00000285,0.00000255,0.00000259,155593.7151,0.412706278589
1659484800,2022-08-03 00:00:00,NWC/BTC,0.00000259,0.00000271,0.00000254,0.00000268,82085.5722,0.215330564404
1659398400,2022-08-02 00:00:00,NWC/BTC,0.00000264,0.0000027,0.00000253,0.00000255,232637.0794,0.608704074984
