https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UQC,Volume BTC
1663455600,2022-09-17 23:00:00,UQC/BTC,0.0004806,0.0004806,0.0004806,0.0004806,0.1668,0.00008016408
1663452000,2022-09-17 22:00:00,UQC/BTC,0.00048145,0.00048145,0.0004806,0.0004806,0.4337,0.00020858803
1663448400,2022-09-17 21:00:00,UQC/BTC,0.00048061,0.00049761,0.0004806,0.0004806,12868.6728,6.239501847367
1663444800,2022-09-17 20:00:00,UQC/BTC,0.00048061,0.00048391,0.0004806,0.00048391,16.1647,0.007769222329
1663441200,2022-09-17 19:00:00,UQC/BTC,0.00048388,0.00048388,0.00048377,0.00048377,0.1496,0.000072381771
1663437600,2022-09-17 18:00:00,UQC/BTC,0.0004806,0.0004806,0.0004806,0.0004806,0.0157,0.00000754542
1663434000,2022-09-17 17:00:00,UQC/BTC,0.00048061,0.00048425,0.00048061,0.00048425,0.0859,0.000041514811
1663430400,2022-09-17 16:00:00,UQC/BTC,0.00048091,0.00048091,0.00048091,0.00048091,0.0639,0.000030730149
1663426800,2022-09-17 15:00:00,UQC/BTC,0.0004877,0.0004877,0.00048679,0.00048679,0.0708,0.000034474742
1663423200,2022-09-17 14:00:00,UQC/BTC,0.00048826,0.00048826,0.0004806,0.00048061,14.0351,0.006745414336
1663419600,2022-09-17 13:00:00,UQC/BTC,0.00048113,0.00048113,0.0004806,0.00048077,5.4626,0.002625454505
1663416000,2022-09-17 12:00:00,UQC/BTC,0.00049106,0.00049106,0.00049106,0.00049106,0.1881,0.000092368386
1663412400,2022-09-17 11:00:00,UQC/BTC,0.00049285,0.00049285,0.00049285,0.00049285,0,0
1663408800,2022-09-17 10:00:00,UQC/BTC,0.00049285,0.00049285,0.00049285,0.00049285,0.0696,0.00003430236
1663405200,2022-09-17 09:00:00,UQC/BTC,0.00049506,0.00049506,0.00049506,0.00049506,0.0798,0.000039505788
1663401600,2022-09-17 08:00:00,UQC/BTC,0.00049598,0.00049598,0.00048391,0.00048391,0.6141,0.000297447131
1663398000,2022-09-17 07:00:00,UQC/BTC,0.00049679,0.00049679,0.00048391,0.00048391,16.2636,0.007870555752
1663394400,2022-09-17 06:00:00,UQC/BTC,0.00048488,0.00048488,0.00048459,0.00048459,0.1677,0.000081281229
1663390800,2022-09-17 05:00:00,UQC/BTC,0.00048904,0.00048904,0.00048459,0.00048459,0.8545,0.000417686655
1663387200,2022-09-17 04:00:00,UQC/BTC,0.00048568,0.00049696,0.00048568,0.00049696,0.6211,0.000301792207
1663383600,2022-09-17 03:00:00,UQC/BTC,0.00049443,0.00049443,0.00049443,0.00049443,0.3248,0.000160590864
1663380000,2022-09-17 02:00:00,UQC/BTC,0.00048287,0.00049679,0.0004806,0.00048457,200.3964,0.096335060848
1663376400,2022-09-17 01:00:00,UQC/BTC,0.0004929,0.0004929,0.0004806,0.0004806,118.9973,0.05723988366
1663372800,2022-09-17 00:00:00,UQC/BTC,0.00050235,0.00050235,0.0004934,0.0004934,0.0547,0.00002738457
1663369200,2022-09-16 23:00:00,UQC/BTC,0.00049309,0.00049309,0.00049309,0.00049309,0.2149,0.000105965041
1663365600,2022-09-16 22:00:00,UQC/BTC,0.00049154,0.0005026,0.00049154,0.0005026,1.8482,0.000926556857
1663362000,2022-09-16 21:00:00,UQC/BTC,0.00048721,0.00050195,0.00048441,0.00049713,12792.85,6.232920581641
1663358400,2022-09-16 20:00:00,UQC/BTC,0.00049817,0.00050077,0.00048712,0.00048712,49.3449,0.024157716113
1663354800,2022-09-16 19:00:00,UQC/BTC,0.00049817,0.00049817,0.00049817,0.00049817,0.0483,0.000024061611
1663351200,2022-09-16 18:00:00,UQC/BTC,0.00049817,0.00049817,0.00049817,0.00049817,0,0
1663347600,2022-09-16 17:00:00,UQC/BTC,0.00049817,0.00049817,0.00049817,0.00049817,0,0
1663344000,2022-09-16 16:00:00,UQC/BTC,0.00049817,0.00049817,0.00049817,0.00049817,0.1027,0.000051162059
1663340400,2022-09-16 15:00:00,UQC/BTC,0.00050296,0.00050805,0.00049817,0.00049817,9.4335,0.004731406372
1663336800,2022-09-16 14:00:00,UQC/BTC,0.00049352,0.00050808,0.00049276,0.00049783,5.0148,0.002512769515
1663333200,2022-09-16 13:00:00,UQC/BTC,0.00049662,0.00050743,0.00049276,0.00049276,7.1781,0.00354029399
1663329600,2022-09-16 12:00:00,UQC/BTC,0.00049353,0.00049353,0.00049279,0.00049353,2.5359,0.001250732501
1663326000,2022-09-16 11:00:00,UQC/BTC,0.00049354,0.00050809,0.00049354,0.00050809,0.3352,0.000167224258
1663322400,2022-09-16 10:00:00,UQC/BTC,0.00050772,0.00050772,0.00049354,0.00049354,0.0725,0.000036273696
1663318800,2022-09-16 09:00:00,UQC/BTC,0.00049355,0.00049355,0.00049355,0.00049355,0.1954,0.00009643967
1663315200,2022-09-16 08:00:00,UQC/BTC,0.00049355,0.00050863,0.00049355,0.00050857,0.2997,0.000151830137
1663311600,2022-09-16 07:00:00,UQC/BTC,0.00049932,0.00049932,0.00049279,0.00049279,0.0528,0.000026164278
1663308000,2022-09-16 06:00:00,UQC/BTC,0.00050877,0.00050877,0.00050877,0.00050877,0.1167,0.000059373459
1663304400,2022-09-16 05:00:00,UQC/BTC,0.00050881,0.00050882,0.00049932,0.00049932,7.9728,0.004055640372
1663300800,2022-09-16 04:00:00,UQC/BTC,0.00049933,0.00049933,0.00049932,0.00049932,0.1522,0.000075996959
1663297200,2022-09-16 03:00:00,UQC/BTC,0.0005066,0.0005066,0.0005066,0.0005066,0.0107,0.00000542062
1663293600,2022-09-16 02:00:00,UQC/BTC,0.00049973,0.00049973,0.00049973,0.00049973,0.262,0.00013092926
1663290000,2022-09-16 01:00:00,UQC/BTC,0.00050902,0.00050902,0.00049973,0.00049973,1.0843,0.000542391414
1663286400,2022-09-16 00:00:00,UQC/BTC,0.00049974,0.00050923,0.00049974,0.00050923,0.5277,0.000267540115
1663282800,2022-09-15 23:00:00,UQC/BTC,0.00049974,0.00049974,0.00049974,0.00049974,0.0967,0.000048324858
1663279200,2022-09-15 22:00:00,UQC/BTC,0.00049973,0.00050942,0.00049973,0.00049973,1.326,0.000664924944
1663275600,2022-09-15 21:00:00,UQC/BTC,0.0005094,0.00050942,0.00049973,0.00049973,115.1618,0.057819608458
1663272000,2022-09-15 20:00:00,UQC/BTC,0.00049364,0.00050942,0.00049276,0.0005094,15897.6314,7.860315032031
1663268400,2022-09-15 19:00:00,UQC/BTC,0.00048609,0.00048609,0.00048609,0.00048609,0.0996,0.000048414564
1663264800,2022-09-15 18:00:00,UQC/BTC,0.00049333,0.00049363,0.00049333,0.00049363,0.1746,0.000086138088
1663261200,2022-09-15 17:00:00,UQC/BTC,0.0004848,0.0004848,0.0004848,0.0004848,0.097,0.0000470256
1663257600,2022-09-15 16:00:00,UQC/BTC,0.00049317,0.00049364,0.00048635,0.00048635,1.7096,0.000843363752
1663254000,2022-09-15 15:00:00,UQC/BTC,0.00049299,0.00049364,0.00049299,0.00049364,3.401,0.001678416915
1663250400,2022-09-15 14:00:00,UQC/BTC,0.00048662,0.00049299,0.00048348,0.00049299,7.0335,0.003411400718
1663246800,2022-09-15 13:00:00,UQC/BTC,0.0004888,0.0004888,0.0004888,0.0004888,0.1745,0.0000852956
1663243200,2022-09-15 12:00:00,UQC/BTC,0.00049042,0.00049042,0.00049042,0.00049042,0.8477,0.000415729034
