https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SGB,Volume EUR
1663545600,2022-09-19 00:00:00,SGB/EUR,0.02079,0.02079,0.02079,0.02079,1271.98067633,26.444478260900702
1663542000,2022-09-18 23:00:00,SGB/EUR,0.02078,0.02078,0.02064,0.02072,26158.96260842,542.0137052464623
1663538400,2022-09-18 22:00:00,SGB/EUR,0.02041,0.02063,0.02013,0.02033,152614.82299900,3102.65935156967
1663534800,2022-09-18 21:00:00,SGB/EUR,0.02200,0.02200,0.02004,0.02004,131449.79918392,2634.253975645757
1663531200,2022-09-18 20:00:00,SGB/EUR,0.02246,0.02246,0.02187,0.02187,203098.92819626,4441.773559652206
1663527600,2022-09-18 19:00:00,SGB/EUR,0.02260,0.02260,0.02246,0.02246,3004.33333333,67.47732666659181
1663524000,2022-09-18 18:00:00,SGB/EUR,0.02280,0.02280,0.02262,0.02262,33761.03907756,763.6747039344073
1663520400,2022-09-18 17:00:00,SGB/EUR,0.02275,0.02275,0.02275,0.02275,4808.96972303,109.4040611989325
1663516800,2022-09-18 16:00:00,SGB/EUR,0.02286,0.02286,0.02275,0.02275,15588.28782547,354.6335480294425
1663513200,2022-09-18 15:00:00,SGB/EUR,0.02287,0.02287,0.02287,0.02287,0.00000000,0.0
1663509600,2022-09-18 14:00:00,SGB/EUR,0.02287,0.02287,0.02287,0.02287,0.00000000,0.0
1663506000,2022-09-18 13:00:00,SGB/EUR,0.02287,0.02287,0.02287,0.02287,0.00000000,0.0
1663502400,2022-09-18 12:00:00,SGB/EUR,0.02287,0.02287,0.02287,0.02287,5518.91386095,126.2175599999265
1663498800,2022-09-18 11:00:00,SGB/EUR,0.02301,0.02301,0.02301,0.02301,0.00000000,0.0
1663495200,2022-09-18 10:00:00,SGB/EUR,0.02301,0.02301,0.02301,0.02301,0.00000000,0.0
1663491600,2022-09-18 09:00:00,SGB/EUR,0.02293,0.02301,0.02293,0.02301,6546.33990238,150.6312811537638
1663488000,2022-09-18 08:00:00,SGB/EUR,0.02304,0.02304,0.02298,0.02298,25887.50646610,594.894898590978
1663484400,2022-09-18 07:00:00,SGB/EUR,0.02302,0.02302,0.02301,0.02301,124292.32968669,2859.966506090737
1663480800,2022-09-18 06:00:00,SGB/EUR,0.02295,0.02295,0.02295,0.02295,5099.63594519,117.0366449421105
1663477200,2022-09-18 05:00:00,SGB/EUR,0.02292,0.02312,0.02292,0.02296,11231.26289109,257.86979597942644
1663473600,2022-09-18 04:00:00,SGB/EUR,0.02304,0.02304,0.02304,0.02304,0.00000000,0.0
1663470000,2022-09-18 03:00:00,SGB/EUR,0.02304,0.02304,0.02304,0.02304,0.00000000,0.0
1663466400,2022-09-18 02:00:00,SGB/EUR,0.02304,0.02304,0.02304,0.02304,0.00000000,0.0
1663462800,2022-09-18 01:00:00,SGB/EUR,0.02304,0.02304,0.02304,0.02304,8799.79877431,202.74736376010242
1663459200,2022-09-18 00:00:00,SGB/EUR,0.02305,0.02305,0.02305,0.02305,0.00000000,0.0
1663455600,2022-09-17 23:00:00,SGB/EUR,0.02305,0.02305,0.02305,0.02305,4340.56399132,100.04999999992602
1663452000,2022-09-17 22:00:00,SGB/EUR,0.02310,0.02310,0.02305,0.02308,11242.85386057,259.48506710195556
1663448400,2022-09-17 21:00:00,SGB/EUR,0.02328,0.02331,0.02328,0.02331,20001.84017836,466.24289455757156
1663444800,2022-09-17 20:00:00,SGB/EUR,0.02335,0.02335,0.02335,0.02335,0.00000000,0.0
1663441200,2022-09-17 19:00:00,SGB/EUR,0.02335,0.02335,0.02335,0.02335,0.00000000,0.0
1663437600,2022-09-17 18:00:00,SGB/EUR,0.02341,0.02341,0.02335,0.02335,23880.12310062,557.600874399477
1663434000,2022-09-17 17:00:00,SGB/EUR,0.02337,0.02349,0.02337,0.02349,8434.24641773,198.12044835247772
1663430400,2022-09-17 16:00:00,SGB/EUR,0.02349,0.02351,0.02349,0.02349,54486.25329488,1279.8820898967313
1663426800,2022-09-17 15:00:00,SGB/EUR,0.02337,0.02337,0.02337,0.02337,5532.00128369,129.28286999983527
1663423200,2022-09-17 14:00:00,SGB/EUR,0.02312,0.02312,0.02312,0.02312,0.00000000,0.0
1663419600,2022-09-17 13:00:00,SGB/EUR,0.02312,0.02312,0.02312,0.02312,0.00000000,0.0
1663416000,2022-09-17 12:00:00,SGB/EUR,0.02314,0.02314,0.02311,0.02312,41517.78566441,959.8912045611594
1663412400,2022-09-17 11:00:00,SGB/EUR,0.02322,0.02326,0.02322,0.02325,34339.22911726,798.387076976295
1663408800,2022-09-17 10:00:00,SGB/EUR,0.02286,0.02286,0.02286,0.02286,1995.00000000,45.6057
1663405200,2022-09-17 09:00:00,SGB/EUR,0.02340,0.02340,0.02260,0.02260,1283784.11805560,29013.521068056558
1663401600,2022-09-17 08:00:00,SGB/EUR,0.02340,0.02340,0.02340,0.02340,2000.00000000,46.800000000000004
1663398000,2022-09-17 07:00:00,SGB/EUR,0.02338,0.02338,0.02338,0.02338,0.00000000,0.0
1663394400,2022-09-17 06:00:00,SGB/EUR,0.02338,0.02338,0.02338,0.02338,0.00000000,0.0
1663390800,2022-09-17 05:00:00,SGB/EUR,0.02338,0.02338,0.02338,0.02338,0.00000000,0.0
1663387200,2022-09-17 04:00:00,SGB/EUR,0.02338,0.02338,0.02338,0.02338,0.00000000,0.0
1663383600,2022-09-17 03:00:00,SGB/EUR,0.02338,0.02338,0.02338,0.02338,0.00000000,0.0
1663380000,2022-09-17 02:00:00,SGB/EUR,0.02338,0.02338,0.02338,0.02338,0.00000000,0.0
1663376400,2022-09-17 01:00:00,SGB/EUR,0.02338,0.02338,0.02338,0.02338,21680.12310062,506.8812780924956
1663372800,2022-09-17 00:00:00,SGB/EUR,0.02341,0.02341,0.02339,0.02339,30597.81567100,715.68290854469
1663369200,2022-09-16 23:00:00,SGB/EUR,0.02345,0.02350,0.02345,0.02350,20273.93281775,476.437421217125
1663365600,2022-09-16 22:00:00,SGB/EUR,0.02343,0.02343,0.02343,0.02343,2133.59254394,49.9900733045142
1663362000,2022-09-16 21:00:00,SGB/EUR,0.02350,0.02350,0.02346,0.02346,13243.96962410,310.70352738138604
1663358400,2022-09-16 20:00:00,SGB/EUR,0.02359,0.02360,0.02359,0.02360,17793.48307272,419.92620051619195
1663354800,2022-09-16 19:00:00,SGB/EUR,0.02366,0.02385,0.02359,0.02359,42810.65263132,1009.9032955728388
1663351200,2022-09-16 18:00:00,SGB/EUR,0.02355,0.02361,0.02355,0.02361,3000.00000000,70.83
1663347600,2022-09-16 17:00:00,SGB/EUR,0.02363,0.02363,0.02352,0.02356,52059.26797011,1226.5163533757916
1663344000,2022-09-16 16:00:00,SGB/EUR,0.02361,0.02371,0.02350,0.02371,47045.79708466,1115.4558488772884
1663340400,2022-09-16 15:00:00,SGB/EUR,0.02450,0.02452,0.02361,0.02361,378523.67251721,8936.943908131328
1663336800,2022-09-16 14:00:00,SGB/EUR,0.02474,0.02474,0.02474,0.02474,5407.96963945,133.793168879993
1663333200,2022-09-16 13:00:00,SGB/EUR,0.02530,0.02550,0.02517,0.02517,51228.34627277,1289.417475685621
1663329600,2022-09-16 12:00:00,SGB/EUR,0.02530,0.02538,0.02523,0.02523,63759.66902149,1608.6564494121926
1663326000,2022-09-16 11:00:00,SGB/EUR,0.02472,0.02472,0.02471,0.02471,5358.81988594,132.4164393815774
1663322400,2022-09-16 10:00:00,SGB/EUR,0.02467,0.02467,0.02467,0.02467,0.00000000,0.0
1663318800,2022-09-16 09:00:00,SGB/EUR,0.02467,0.02467,0.02467,0.02467,503.87846016,12.4306816121472
1663315200,2022-09-16 08:00:00,SGB/EUR,0.02478,0.02478,0.02478,0.02478,0.00000000,0.0
1663311600,2022-09-16 07:00:00,SGB/EUR,0.02478,0.02478,0.02478,0.02478,422.53521126,10.4704225350228
1663308000,2022-09-16 06:00:00,SGB/EUR,0.02483,0.02483,0.02483,0.02483,0.00000000,0.0
1663304400,2022-09-16 05:00:00,SGB/EUR,0.02483,0.02483,0.02483,0.02483,2005.67055980,49.800799999834005
1663300800,2022-09-16 04:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,0.00000000,0.0
1663297200,2022-09-16 03:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,0.00000000,0.0
1663293600,2022-09-16 02:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,0.00000000,0.0
1663290000,2022-09-16 01:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,0.00000000,0.0
1663286400,2022-09-16 00:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,0.00000000,0.0
1663282800,2022-09-15 23:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,0.00000000,0.0
1663279200,2022-09-15 22:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,0.00000000,0.0
1663275600,2022-09-15 21:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,0.00000000,0.0
1663272000,2022-09-15 20:00:00,SGB/EUR,0.02455,0.02455,0.02455,0.02455,826.85000000,20.2991675
1663268400,2022-09-15 19:00:00,SGB/EUR,0.02456,0.02478,0.02456,0.02478,28197.59215463,698.7363335917314
1663264800,2022-09-15 18:00:00,SGB/EUR,0.02469,0.02469,0.02469,0.02469,1150.86107735,28.414759999771498
1663261200,2022-09-15 17:00:00,SGB/EUR,0.02460,0.02460,0.02460,0.02460,2000.00000000,49.2
1663257600,2022-09-15 16:00:00,SGB/EUR,0.02476,0.02476,0.02475,0.02476,8000.00000000,198.08
1663254000,2022-09-15 15:00:00,SGB/EUR,0.02473,0.02473,0.02470,0.02470,6974.84463090,172.27866238323
1663250400,2022-09-15 14:00:00,SGB/EUR,0.02479,0.02479,0.02479,0.02479,0.00000000,0.0
1663246800,2022-09-15 13:00:00,SGB/EUR,0.02479,0.02479,0.02479,0.02479,0.00000000,0.0
1663243200,2022-09-15 12:00:00,SGB/EUR,0.02498,0.02545,0.02471,0.02479,469513.97414880,11639.251419148752
1663239600,2022-09-15 11:00:00,SGB/EUR,0.02482,0.02501,0.02463,0.02465,118843.23369310,2929.4857105349147
1663236000,2022-09-15 10:00:00,SGB/EUR,0.02469,0.02487,0.02469,0.02485,130914.57245804,3253.227125582294
1663232400,2022-09-15 09:00:00,SGB/EUR,0.02489,0.02489,0.02468,0.02468,116809.82579337,2882.8665005803714
1663228800,2022-09-15 08:00:00,SGB/EUR,0.02633,0.02633,0.02482,0.02482,1113305.09993141,27632.232580297594
1663225200,2022-09-15 07:00:00,SGB/EUR,0.02647,0.02647,0.02632,0.02632,18263.75141669,480.70193728728077
1663221600,2022-09-15 06:00:00,SGB/EUR,0.02647,0.02647,0.02647,0.02647,950.00000000,25.1465
