https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALICE,Volume USDT
1661472000,2022-08-26 00:00:00,ALICE/USDT,2.29,2.308,2.021,2.045,73588.75447374,160604.18863452195
1661385600,2022-08-25 00:00:00,ALICE/USDT,2.267,2.351,2.236,2.291,31970.6685957,73024.7730086498
1661299200,2022-08-24 00:00:00,ALICE/USDT,2.241,2.349,2.181,2.264,57641.21123509,130337.24817961096
1661212800,2022-08-23 00:00:00,ALICE/USDT,2.192,2.258,2.135,2.244,26348.70956896,58041.7532898063
1661126400,2022-08-22 00:00:00,ALICE/USDT,2.218,2.219,2.084,2.196,22882.03149653,49014.46065825747
1661040000,2022-08-21 00:00:00,ALICE/USDT,2.156,2.255,2.14,2.223,38073.64057668,83631.42395448074
1660953600,2022-08-20 00:00:00,ALICE/USDT,2.165,2.246,2.07,2.153,43872.65968664,94641.67330860497
1660867200,2022-08-19 00:00:00,ALICE/USDT,2.387,2.41,2.125,2.161,95849.2434941,213124.16828088153
1660780800,2022-08-18 00:00:00,ALICE/USDT,2.536,2.593,2.271,2.391,46622.19005541,115186.3757909804
1660694400,2022-08-17 00:00:00,ALICE/USDT,2.739,2.819,2.5,2.531,56214.44897738,149695.50750686166
1660608000,2022-08-16 00:00:00,ALICE/USDT,2.731,2.808,2.68,2.744,40857.89292731,112625.63786345084
1660521600,2022-08-15 00:00:00,ALICE/USDT,2.769,2.852,2.679,2.731,65764.37316619,180330.02358760108
1660435200,2022-08-14 00:00:00,ALICE/USDT,2.879,2.987,2.737,2.765,77905.19482471,224673.10110069382
1660348800,2022-08-13 00:00:00,ALICE/USDT,2.94,2.967,2.851,2.877,39973.71552547,116375.9580960549
1660262400,2022-08-12 00:00:00,ALICE/USDT,2.857,2.988,2.796,2.941,56835.12457704,164839.5846730898
1660176000,2022-08-11 00:00:00,ALICE/USDT,2.857,3.009,2.833,2.859,144625.81473786,420515.42264959451
1660089600,2022-08-10 00:00:00,ALICE/USDT,2.75,2.874,2.667,2.857,67642.03547675,187748.35614855883
1660003200,2022-08-09 00:00:00,ALICE/USDT,2.902,3.041,2.677,2.747,101628.73563677,288858.3105224582
1659916800,2022-08-08 00:00:00,ALICE/USDT,2.791,2.943,2.789,2.897,153382.71860479,443814.29492226118
1659830400,2022-08-07 00:00:00,ALICE/USDT,2.757,2.828,2.685,2.799,51165.53555044,142517.59208570311
1659744000,2022-08-06 00:00:00,ALICE/USDT,2.852,2.855,2.741,2.761,36919.1454415,103391.4227754283
1659657600,2022-08-05 00:00:00,ALICE/USDT,2.73,2.863,2.72,2.847,34667.47765723,97105.06115815549
1659571200,2022-08-04 00:00:00,ALICE/USDT,2.701,2.828,2.677,2.72,50218.32779927,137632.11080858379
1659484800,2022-08-03 00:00:00,ALICE/USDT,2.718,2.835,2.617,2.701,58019.69408707,160141.77371303206
1659398400,2022-08-02 00:00:00,ALICE/USDT,2.931,2.964,2.636,2.718,109891.4858817,302308.9926552496
1659312000,2022-08-01 00:00:00,ALICE/USDT,2.865,2.971,2.82,2.929,129258.8078013,373171.20487495621
1659225600,2022-07-31 00:00:00,ALICE/USDT,2.828,3.267,2.807,2.875,265843.85450427,790024.11725734504
1659139200,2022-07-30 00:00:00,ALICE/USDT,2.852,3.132,2.792,2.829,212405.98544685,634508.2695921491
1659052800,2022-07-29 00:00:00,ALICE/USDT,2.781,3.039,2.695,2.842,173934.88236913,496868.76574375332
1658966400,2022-07-28 00:00:00,ALICE/USDT,2.543,2.94,2.519,2.779,311546.89765199,862084.86548855863
1658880000,2022-07-27 00:00:00,ALICE/USDT,2.204,2.55,2.141,2.541,89860.88202148,206359.62376022331
1658793600,2022-07-26 00:00:00,ALICE/USDT,2.168,2.204,2.086,2.204,31929.08064166,68037.12669836602
1658707200,2022-07-25 00:00:00,ALICE/USDT,2.36,2.371,2.169,2.171,54981.68293178,124747.77889786316
1658620800,2022-07-24 00:00:00,ALICE/USDT,2.368,2.441,2.353,2.36,86702.32533328,208148.71234184073
1658534400,2022-07-23 00:00:00,ALICE/USDT,2.353,2.467,2.291,2.368,68044.60437022,161114.42338401212
1658448000,2022-07-22 00:00:00,ALICE/USDT,2.52,2.58,2.347,2.354,68530.92519282,170694.4530133054
1658361600,2022-07-21 00:00:00,ALICE/USDT,2.459,2.54,2.328,2.522,78925.08764917,191641.07593549639
1658275200,2022-07-20 00:00:00,ALICE/USDT,2.441,2.741,2.41,2.452,193501.7790337,502390.53208410131
1658188800,2022-07-19 00:00:00,ALICE/USDT,2.361,2.484,2.314,2.444,94772.90124549,227218.41004250003
1658102400,2022-07-18 00:00:00,ALICE/USDT,2.176,2.395,2.167,2.364,91210.66737535,211375.99004250536
1658016000,2022-07-17 00:00:00,ALICE/USDT,2.23,2.304,2.168,2.169,29607.70861884,66511.67580904929
1657929600,2022-07-16 00:00:00,ALICE/USDT,2.203,2.28,2.136,2.235,62000.17155666,137266.40501424535
1657843200,2022-07-15 00:00:00,ALICE/USDT,2.184,2.269,2.159,2.198,72629.282691,161301.38569892813
1657756800,2022-07-14 00:00:00,ALICE/USDT,2.136,2.206,2.027,2.179,61265.98001129,129439.3927561067
1657670400,2022-07-13 00:00:00,ALICE/USDT,2.012,2.147,1.924,2.138,70104.6326287,142813.58494421852
1657584000,2022-07-12 00:00:00,ALICE/USDT,2.06,2.118,2.003,2.007,42375.90777049,87530.33783371913
1657497600,2022-07-11 00:00:00,ALICE/USDT,2.237,2.237,2.051,2.06,52963.82063716,115292.32049493855
1657411200,2022-07-10 00:00:00,ALICE/USDT,2.394,2.395,2.218,2.237,48618.43712051,110629.54296668369
1657324800,2022-07-09 00:00:00,ALICE/USDT,2.344,2.426,2.34,2.394,29826.71798507,71019.26653833516
1657238400,2022-07-08 00:00:00,ALICE/USDT,2.422,2.47,2.283,2.347,52259.08190605,123414.47828400705
1657152000,2022-07-07 00:00:00,ALICE/USDT,2.299,2.488,2.289,2.424,99802.37851055,240897.43681192776
1657065600,2022-07-06 00:00:00,ALICE/USDT,2.218,2.316,2.189,2.3,49944.8318788,112779.83679633798
1656979200,2022-07-05 00:00:00,ALICE/USDT,2.327,2.35,2.159,2.223,61301.24041515,136499.04832027466
1656892800,2022-07-04 00:00:00,ALICE/USDT,2.22,2.343,2.166,2.327,62014.2038939,141114.20931473139
1656806400,2022-07-03 00:00:00,ALICE/USDT,2.212,2.259,2.147,2.223,45137.0914961,99120.18508113513
1656720000,2022-07-02 00:00:00,ALICE/USDT,2.224,2.245,2.135,2.209,83870.89476784,183756.17786817783
1656633600,2022-07-01 00:00:00,ALICE/USDT,2.319,2.369,2.206,2.229,101893.30436345,232991.18299344702
1656547200,2022-06-30 00:00:00,ALICE/USDT,2.575,2.576,2.169,2.321,166455.38806628,385184.77211380147
1656460800,2022-06-29 00:00:00,ALICE/USDT,2.737,2.816,2.548,2.577,253700.64728206,679890.18414773989
1656374400,2022-06-28 00:00:00,ALICE/USDT,2.587,2.745,2.481,2.735,252533.79433459,658438.36329623097
1656288000,2022-06-27 00:00:00,ALICE/USDT,2.592,2.759,2.548,2.587,209005.50257256,551214.33586674703
1656201600,2022-06-26 00:00:00,ALICE/USDT,2.801,2.922,2.587,2.596,213654.14169103,590145.70627134776
1656115200,2022-06-25 00:00:00,ALICE/USDT,2.725,2.861,2.57,2.801,204881.76071006,561658.68279707915
1656028800,2022-06-24 00:00:00,ALICE/USDT,2.666,2.777,2.585,2.724,205944.11477959,555761.4487477157
1655942400,2022-06-23 00:00:00,ALICE/USDT,2.325,2.763,2.312,2.662,451090.03846324,1172325.19477157622
1655856000,2022-06-22 00:00:00,ALICE/USDT,2.308,2.361,2.141,2.328,240910.9750884,538942.35015352116
1655769600,2022-06-21 00:00:00,ALICE/USDT,2.184,2.476,2.158,2.308,372003.5529082,873957.64082773065
1655683200,2022-06-20 00:00:00,ALICE/USDT,2.22,2.365,2.087,2.185,259139.53063426,579674.88818050167
1655596800,2022-06-19 00:00:00,ALICE/USDT,2.041,2.28,2.001,2.22,431090.31013111,920250.46518805252
1655510400,2022-06-18 00:00:00,ALICE/USDT,2.039,2.079,1.841,2.038,415196.03671817,810020.13391839582
1655424000,2022-06-17 00:00:00,ALICE/USDT,2.003,2.114,1.96,2.039,283393.57784668,578002.46022937233
1655337600,2022-06-16 00:00:00,ALICE/USDT,2.377,2.399,1.881,2.004,390282.25902974,805478.28451447989
1655251200,2022-06-15 00:00:00,ALICE/USDT,2.054,2.428,1.844,2.378,470597.00852944,968567.52770794309
1655164800,2022-06-14 00:00:00,ALICE/USDT,2.075,2.216,1.901,2.055,364129.10378811,757635.17123897238
1655078400,2022-06-13 00:00:00,ALICE/USDT,2.168,2.223,1.918,2.076,294740.97623368,603830.23148168443
1654992000,2022-06-12 00:00:00,ALICE/USDT,2.399,2.425,2.157,2.172,126864.22726287,287722.24537206258
1654905600,2022-06-11 00:00:00,ALICE/USDT,2.655,2.718,2.331,2.396,193580.27461079,483270.67320211055
1654819200,2022-06-10 00:00:00,ALICE/USDT,2.863,2.872,2.624,2.654,177048.91919023,483842.16435694708
1654732800,2022-06-09 00:00:00,ALICE/USDT,2.823,2.997,2.755,2.863,146584.45268283,422645.74299761792
1654646400,2022-06-08 00:00:00,ALICE/USDT,2.748,2.965,2.657,2.823,336367.32858011,951593.73930502917
1654560000,2022-06-07 00:00:00,ALICE/USDT,2.882,2.887,2.612,2.748,262845.64414572,719054.65004593869
1654473600,2022-06-06 00:00:00,ALICE/USDT,2.814,3.02,2.78,2.881,141538.20688023,409935.34352600652
1654387200,2022-06-05 00:00:00,ALICE/USDT,2.987,2.989,2.786,2.821,72595.92045888,207178.22522087376
1654300800,2022-06-04 00:00:00,ALICE/USDT,2.828,3.03,2.76,2.982,117699.03770955,345616.3702452826
1654214400,2022-06-03 00:00:00,ALICE/USDT,2.896,2.898,2.655,2.832,133539.92716232,372452.60939009548
1654128000,2022-06-02 00:00:00,ALICE/USDT,2.809,2.906,2.754,2.89,179019.3310178,508477.55882891093
1654041600,2022-06-01 00:00:00,ALICE/USDT,3.141,3.244,2.729,2.812,114569.17828145,339155.81466678941
1653955200,2022-05-31 00:00:00,ALICE/USDT,3.236,3.334,2.921,3.139,228272.67682789,714875.58747784398
1653868800,2022-05-30 00:00:00,ALICE/USDT,2.969,3.285,2.944,3.23,242079.99569241,763792.20676542763
1653782400,2022-05-29 00:00:00,ALICE/USDT,2.681,2.993,2.605,2.967,89916.53779762,250367.21185608191
1653696000,2022-05-28 00:00:00,ALICE/USDT,2.517,2.707,2.5,2.681,56586.18178822,148455.86152315125
1653609600,2022-05-27 00:00:00,ALICE/USDT,2.602,2.668,2.429,2.509,68935.85680799,176118.28538796884
1653523200,2022-05-26 00:00:00,ALICE/USDT,2.864,2.948,2.455,2.609,145747.65068814,387605.1775872541
1653436800,2022-05-25 00:00:00,ALICE/USDT,2.937,2.999,2.817,2.86,93371.51429129,270370.89060611231
1653350400,2022-05-24 00:00:00,ALICE/USDT,2.854,2.965,2.732,2.938,209548.8304309,602268.57441152367
1653264000,2022-05-23 00:00:00,ALICE/USDT,3.063,3.173,2.792,2.857,217088.46073704,661208.83043403446
1653177600,2022-05-22 00:00:00,ALICE/USDT,2.996,3.191,2.893,3.067,189398.54578244,576628.01177362469
1653091200,2022-05-21 00:00:00,ALICE/USDT,2.854,3.043,2.783,2.998,144824.20982656,425105.66314757023
1653004800,2022-05-20 00:00:00,ALICE/USDT,3.045,3.113,2.766,2.854,254457.29449323,753784.91106700733
1652918400,2022-05-19 00:00:00,ALICE/USDT,2.956,3.137,2.718,3.049,389993.73242993,1147163.67609364559
1652832000,2022-05-18 00:00:00,ALICE/USDT,3.144,3.31,2.914,2.952,652095.80940523,2039464.5324925306
1652745600,2022-05-17 00:00:00,ALICE/USDT,2.674,3.181,2.669,3.14,357698.54565585,1068228.88383446558
1652659200,2022-05-16 00:00:00,ALICE/USDT,2.892,2.892,2.54,2.669,164715.08839963,438684.44380900694
1652572800,2022-05-15 00:00:00,ALICE/USDT,2.602,2.899,2.511,2.899,169844.23153687,455626.39245909523
1652486400,2022-05-14 00:00:00,ALICE/USDT,2.521,2.959,2.311,2.611,305386.95328997,786571.2949881635
1652400000,2022-05-13 00:00:00,ALICE/USDT,2.193,2.866,2.148,2.513,335011.28774667,874059.11454765984
1652313600,2022-05-12 00:00:00,ALICE/USDT,2.529,2.711,1.898,2.19,463214.42061132,1032052.10627022222
1652227200,2022-05-11 00:00:00,ALICE/USDT,3.786,3.902,2.311,2.521,836764.22482568,2508547.84447482723
1652140800,2022-05-10 00:00:00,ALICE/USDT,3.559,4.189,3.432,3.791,371767.87450503,1425702.68757197666
1652054400,2022-05-09 00:00:00,ALICE/USDT,4.526,4.631,3.517,3.549,244675.9173037,981963.62676777669
1651968000,2022-05-08 00:00:00,ALICE/USDT,4.57,4.661,4.412,4.518,63782.65307009,288591.27107776166
1651881600,2022-05-07 00:00:00,ALICE/USDT,4.886,4.904,4.418,4.571,93273.86504086,439864.77050994549
1651795200,2022-05-06 00:00:00,ALICE/USDT,4.87,5.021,4.665,4.888,95239.03034658,460904.21460757288
1651708800,2022-05-05 00:00:00,ALICE/USDT,5.398,5.488,4.693,4.869,180621.22124026,899421.30800617837
1651622400,2022-05-04 00:00:00,ALICE/USDT,4.918,5.402,4.909,5.396,121870.95740744,625377.01204532818
1651536000,2022-05-03 00:00:00,ALICE/USDT,4.931,5.111,4.816,4.918,85186.25780833,425489.2413720547
1651449600,2022-05-02 00:00:00,ALICE/USDT,5.088,5.223,4.741,4.935,115287.11493365,572075.63941421472
1651363200,2022-05-01 00:00:00,ALICE/USDT,4.92,5.182,4.816,5.087,163967.1115581,818740.81494197493
1651276800,2022-04-30 00:00:00,ALICE/USDT,5.866,6.016,4.454,4.927,282252.15080259,1452619.09691087559
1651190400,2022-04-29 00:00:00,ALICE/USDT,6.246,6.779,5.727,5.866,459662.31496947,2914863.92895088738
1651104000,2022-04-28 00:00:00,ALICE/USDT,5.949,6.397,5.912,6.246,248345.63643344,1538692.25354464194
1651017600,2022-04-27 00:00:00,ALICE/USDT,5.751,6.09,5.686,5.953,103118.52390841,608364.68446023276
1650931200,2022-04-26 00:00:00,ALICE/USDT,6.256,6.354,5.623,5.752,169592.27024811,1017245.91432082874
1650844800,2022-04-25 00:00:00,ALICE/USDT,6.368,6.383,5.79,6.255,172355.15587275,1040619.14666135903
1650758400,2022-04-24 00:00:00,ALICE/USDT,6.373,6.439,6.254,6.371,50612.88982524,322109.5603082609
1650672000,2022-04-23 00:00:00,ALICE/USDT,6.499,6.528,6.231,6.368,64018.39268874,409889.46935326376
1650585600,2022-04-22 00:00:00,ALICE/USDT,6.528,6.733,6.409,6.495,100542.78708917,659286.24941116241
1650499200,2022-04-21 00:00:00,ALICE/USDT,6.837,7.313,6.329,6.533,259281.85996732,1797061.64963402425
1650412800,2022-04-20 00:00:00,ALICE/USDT,6.778,7.154,6.6,6.833,241918.07166551,1675684.9854591075
1650326400,2022-04-19 00:00:00,ALICE/USDT,6.556,6.9,6.438,6.781,71344.15358506,475978.14379862045
1650240000,2022-04-18 00:00:00,ALICE/USDT,6.488,6.624,6.069,6.556,138713.13553035,877873.85841322742
1650153600,2022-04-17 00:00:00,ALICE/USDT,6.764,7.027,6.472,6.488,117717.8735979,803842.77048433092
1650067200,2022-04-16 00:00:00,ALICE/USDT,6.42,6.982,6.405,6.763,84051.19342308,560190.68673250901
1649980800,2022-04-15 00:00:00,ALICE/USDT,6.389,6.56,6.298,6.418,35600.93141893,228843.20813922403
1649894400,2022-04-14 00:00:00,ALICE/USDT,6.552,6.725,6.293,6.387,99392.2555796,644732.04807426411
1649808000,2022-04-13 00:00:00,ALICE/USDT,6.459,6.667,6.28,6.543,120606.24378791,784180.66737936276
1649721600,2022-04-12 00:00:00,ALICE/USDT,6.123,6.6,6.097,6.458,224813.88991719,1432591.53214498006
1649635200,2022-04-11 00:00:00,ALICE/USDT,6.55,6.606,6.012,6.122,259604.03979992,1629196.65024444435
1649548800,2022-04-10 00:00:00,ALICE/USDT,6.816,6.937,6.517,6.544,80806.73266849,545452.48239278882
1649462400,2022-04-09 00:00:00,ALICE/USDT,6.52,6.832,6.489,6.821,62354.13618925,414900.38902961747
1649376000,2022-04-08 00:00:00,ALICE/USDT,7.036,7.168,6.442,6.527,208693.73265096,1427819.25555107469
1649289600,2022-04-07 00:00:00,ALICE/USDT,6.726,7.121,6.61,7.041,215653.95785566,1489326.9363509149
1649203200,2022-04-06 00:00:00,ALICE/USDT,7.579,7.584,6.683,6.726,384661.1863227,2735958.7865011831
1649116800,2022-04-05 00:00:00,ALICE/USDT,7.93,8.225,7.515,7.573,239012.43035273,1897481.42203063189
1649030400,2022-04-04 00:00:00,ALICE/USDT,8.273,8.428,7.517,7.933,356227.93426792,2854717.48618777345
1648944000,2022-04-03 00:00:00,ALICE/USDT,8.228,8.414,7.867,8.273,242302.64235143,1980779.18984837302
1648857600,2022-04-02 00:00:00,ALICE/USDT,8.422,8.854,8.099,8.226,732347.56435274,6180057.10606134415
1648771200,2022-04-01 00:00:00,ALICE/USDT,7.523,8.779,7.026,8.429,834044.05476019,6661137.88062752641
1648684800,2022-03-31 00:00:00,ALICE/USDT,7.782,8.243,7.387,7.526,588637.56800246,4630966.02339240859
1648598400,2022-03-30 00:00:00,ALICE/USDT,7.615,7.915,7.293,7.778,471494.74485888,3637273.67897878921
1648512000,2022-03-29 00:00:00,ALICE/USDT,7.371,7.921,7.352,7.616,384917.14052459,2936441.71086118063
1648425600,2022-03-28 00:00:00,ALICE/USDT,7.65,8.072,7.142,7.371,252581.81409682,1950436.92625717043
1648339200,2022-03-27 00:00:00,ALICE/USDT,7.166,7.74,7.116,7.656,196124.98076666,1454280.02270520745
1648252800,2022-03-26 00:00:00,ALICE/USDT,6.876,7.194,6.847,7.169,88914.83366186,627483.04146331581
1648166400,2022-03-25 00:00:00,ALICE/USDT,7.156,7.262,6.75,6.885,173501.21094693,1220607.50067717116
1648080000,2022-03-24 00:00:00,ALICE/USDT,6.932,7.22,6.895,7.161,189605.4548404,1339027.18451959283
1647993600,2022-03-23 00:00:00,ALICE/USDT,6.545,6.94,6.455,6.919,165620.87669945,1115146.56979662317
1647907200,2022-03-22 00:00:00,ALICE/USDT,6.331,6.799,6.295,6.547,144575.27020202,958407.44680982244
1647820800,2022-03-21 00:00:00,ALICE/USDT,6.223,6.525,6.035,6.339,99952.72838264,633956.4804496038
1647734400,2022-03-20 00:00:00,ALICE/USDT,6.509,6.696,6.102,6.223,174463.30926155,1108005.17318071505
1647648000,2022-03-19 00:00:00,ALICE/USDT,6.267,6.694,6.257,6.517,192528.46142182,1250694.37154279474
1647561600,2022-03-18 00:00:00,ALICE/USDT,6.198,6.314,5.94,6.262,123519.08458679,753568.29991206764
1647475200,2022-03-17 00:00:00,ALICE/USDT,6.156,6.444,6.08,6.192,159748.57319748,1001051.6571224699
1647388800,2022-03-16 00:00:00,ALICE/USDT,5.768,6.195,5.632,6.156,171025.68156975,1005217.19911054955
1647302400,2022-03-15 00:00:00,ALICE/USDT,5.644,5.817,5.485,5.768,73558.02224734,416183.18811631983
1647216000,2022-03-14 00:00:00,ALICE/USDT,5.492,5.689,5.421,5.648,87010.2623511,481882.85257442876
1647129600,2022-03-13 00:00:00,ALICE/USDT,5.822,6.045,5.392,5.492,135189.1688161,780026.93703919118
1647043200,2022-03-12 00:00:00,ALICE/USDT,5.816,6.097,5.809,5.823,102247.29879824,606203.5653127383
1646956800,2022-03-11 00:00:00,ALICE/USDT,5.983,6.129,5.755,5.82,102563.80439611,608486.53373158583
1646870400,2022-03-10 00:00:00,ALICE/USDT,6.38,6.494,5.78,5.991,137481.86112674,828090.93900962337
1646784000,2022-03-09 00:00:00,ALICE/USDT,6.063,6.543,6.034,6.361,109824.00183708,699463.07111057512
1646697600,2022-03-08 00:00:00,ALICE/USDT,6.144,6.355,6.013,6.058,75704.39457514,467535.78426621395
1646611200,2022-03-07 00:00:00,ALICE/USDT,6.39,6.658,6.031,6.145,117051.83128364,738174.79022441438
1646524800,2022-03-06 00:00:00,ALICE/USDT,6.863,6.941,6.339,6.397,112077.99070582,739668.71313966531
1646438400,2022-03-05 00:00:00,ALICE/USDT,6.742,6.947,6.534,6.87,279488.93221997,1897044.89112552659
1646352000,2022-03-04 00:00:00,ALICE/USDT,7.215,7.26,6.564,6.743,159749.61982326,1103864.98457646826
1646265600,2022-03-03 00:00:00,ALICE/USDT,7.389,7.5,7.053,7.222,146822.69075118,1065870.56360718948
1646179200,2022-03-02 00:00:00,ALICE/USDT,7.905,7.927,7.328,7.4,254572.91618857,1932729.98693318362
1646092800,2022-03-01 00:00:00,ALICE/USDT,7.565,7.966,7.309,7.9,502296.81585033,3824851.73435175196
1646006400,2022-02-28 00:00:00,ALICE/USDT,6.725,7.59,6.573,7.557,167902.81404246,1194530.88633032298
1645920000,2022-02-27 00:00:00,ALICE/USDT,7.114,7.213,6.522,6.724,147554.26272355,1012870.26896120943
1645833600,2022-02-26 00:00:00,ALICE/USDT,7.432,7.662,7.033,7.127,132108.97547524,966613.41250012852
1645747200,2022-02-25 00:00:00,ALICE/USDT,6.891,7.525,6.615,7.431,242459.76343705,1727596.45787317473
1645660800,2022-02-24 00:00:00,ALICE/USDT,7.122,8.025,5.964,6.888,885217.72207009,6000904.22996227406
1645574400,2022-02-23 00:00:00,ALICE/USDT,6.834,8.604,6.639,7.13,831138.79490205,6147456.04715123603
1645488000,2022-02-22 00:00:00,ALICE/USDT,6.446,6.863,6.119,6.832,158690.66292337,1034274.15549232709
1645401600,2022-02-21 00:00:00,ALICE/USDT,7.083,7.658,6.393,6.441,265962.32284038,1867617.94257226386
1645315200,2022-02-20 00:00:00,ALICE/USDT,7.689,7.71,6.922,7.078,146478.79732479,1047550.4023631689
1645228800,2022-02-19 00:00:00,ALICE/USDT,7.72,7.816,7.297,7.7,114144.92422431,866897.44954563359
1645142400,2022-02-18 00:00:00,ALICE/USDT,8.164,8.372,7.612,7.722,243950.41092278,1950888.85118904345
1645056000,2022-02-17 00:00:00,ALICE/USDT,8.987,9.381,7.945,8.167,397384.21782773,3415365.73925267051
1644969600,2022-02-16 00:00:00,ALICE/USDT,8.792,9.277,8.648,8.989,457730.91566111,4090236.88214689983
1644883200,2022-02-15 00:00:00,ALICE/USDT,7.399,8.842,7.388,8.789,419480.06766753,3478144.47388198186
1644796800,2022-02-14 00:00:00,ALICE/USDT,7.307,7.527,7.057,7.388,152308.17313864,1106389.8214755394
1644710400,2022-02-13 00:00:00,ALICE/USDT,7.797,8.088,7.252,7.302,190177.17643818,1453761.60614197774
1644624000,2022-02-12 00:00:00,ALICE/USDT,7.679,8.052,7.346,7.809,209278.56020338,1617592.53427521129
1644537600,2022-02-11 00:00:00,ALICE/USDT,8.355,8.682,7.46,7.687,261727.98776829,2140067.48682073262
1644451200,2022-02-10 00:00:00,ALICE/USDT,8.941,9.252,8.24,8.364,333821.32420094,2924959.17604857494
1644364800,2022-02-09 00:00:00,ALICE/USDT,9.201,9.33,8.715,8.93,164325.27529931,1484096.65887687751
1644278400,2022-02-08 00:00:00,ALICE/USDT,9.594,9.649,8.598,9.204,221425.86822297,2008466.32484860084
1644192000,2022-02-07 00:00:00,ALICE/USDT,8.98,9.894,8.732,9.578,382374.85243497,3599485.50704627902
1644105600,2022-02-06 00:00:00,ALICE/USDT,8.232,9.274,8.073,8.98,468252.91859289,4102002.3277608526
1644019200,2022-02-05 00:00:00,ALICE/USDT,7.336,8.46,7.257,8.213,415148.16611923,3245067.10919740294
1643932800,2022-02-04 00:00:00,ALICE/USDT,6.794,7.363,6.669,7.331,162317.43184806,1136243.2272462565
1643846400,2022-02-03 00:00:00,ALICE/USDT,6.862,6.897,6.472,6.797,102538.01955846,686248.93224632513
1643760000,2022-02-02 00:00:00,ALICE/USDT,7.384,7.65,6.7,6.86,204208.3556011,1466436.01899393523
1643673600,2022-02-01 00:00:00,ALICE/USDT,6.916,7.498,6.87,7.389,198539.97349711,1443903.40334250196
1643587200,2022-01-31 00:00:00,ALICE/USDT,6.73,6.995,6.401,6.906,164064.96098642,1094085.85283175062
1643500800,2022-01-30 00:00:00,ALICE/USDT,6.91,7.23,6.672,6.736,137520.23267643,960109.0762457577
1643414400,2022-01-29 00:00:00,ALICE/USDT,6.817,7.046,6.752,6.907,102246.63147031,705004.75119273714
1643328000,2022-01-28 00:00:00,ALICE/USDT,6.62,6.886,6.379,6.811,209778.24156639,1394199.52221096742
1643241600,2022-01-27 00:00:00,ALICE/USDT,6.7,6.949,6.351,6.622,271318.29665941,1810582.86293557097
1643155200,2022-01-26 00:00:00,ALICE/USDT,6.545,7.534,6.508,6.696,343985.5802296,2392387.43996109867
1643068800,2022-01-25 00:00:00,ALICE/USDT,6.512,6.762,6.248,6.545,205734.60539161,1336072.41158102609
1642982400,2022-01-24 00:00:00,ALICE/USDT,6.854,6.861,5.703,6.524,422084.88267155,2620863.20068389303
