https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume MNC
1658242800000,2022-07-19 15:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,0.0003280007866475,32800.07866475
1658170800000,2022-07-18 19:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,9.495240371600001e-06,949.52403716
1658163600000,2022-07-18 17:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,2.9251061145600002e-05,2925.10611456
1658149200000,2022-07-18 13:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,9.67225700925e-05,9672.25700925
1657987200000,2022-07-16 16:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,1.13088798858e-05,1130.88798858
1657958400000,2022-07-16 08:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,3.803894246e-06,380.3894246
1657918800000,2022-07-15 21:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,8.5239343483e-06,852.39343483
1657886400000,2022-07-15 12:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,0.0002487885752651,24878.85752651
1652835600000,2022-05-18 01:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,2.5876948583e-06,258.76948583
1652727600000,2022-05-16 19:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.0002,10000.0
1652706000000,2022-05-16 13:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.0001791799999998,8958.99999999
1652698800000,2022-05-16 11:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.0008249,41245.0
1652691600000,2022-05-16 09:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.00014355,7177.5
1652648400000,2022-05-15 21:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.0005202,26010.0
1652641200000,2022-05-15 19:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.00145421,72710.5
1652637600000,2022-05-15 18:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,2e-05,1000.0
1652634000000,2022-05-15 17:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,0.00014985,14985.0
1652630400000,2022-05-15 16:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.0002,10000.0
1652623200000,2022-05-15 14:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.0002513,12565.0
1652619600000,2022-05-15 13:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,1e-05,1000.0
1652608800000,2022-05-15 10:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,3.4752169564e-06,347.52169564
1652558400000,2022-05-14 20:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,0.0012942852219655,129428.52219655
1652443200000,2022-05-13 12:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,2.8e-05,2800.0
1652439600000,2022-05-13 11:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.0015173,75865.0
1652436000000,2022-05-13 10:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,0.00077853,38926.5
1652392800000,2022-05-12 22:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,5e-05,5000.0
1652367600000,2022-05-12 15:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,0.0031083292207171,310832.92207171
1652306400000,2022-05-11 22:00:00,MNC/BTC,2e-08,2e-08,1e-08,1e-08,0.00016496,16496.0
1652302800000,2022-05-11 21:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,9.58904883e-05,9589.04883
1652299200000,2022-05-11 20:00:00,MNC/BTC,2e-08,2e-08,2e-08,2e-08,8.45e-06,422.5
1652281200000,2022-05-11 15:00:00,MNC/BTC,1e-08,1e-08,1e-08,1e-08,5.3981681162e-06,539.81681162
