https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SPA,Volume USDT
1658966400,2022-07-28 00:00:00,SPA/USDT,0.00477,0.00529,0.0046,0.00492,22778963.1454,111302.9868288795428
1658880000,2022-07-27 00:00:00,SPA/USDT,0.00459,0.00506,0.00453,0.00475,13357618.6712,63303.367328219
1658793600,2022-07-26 00:00:00,SPA/USDT,0.00468,0.00492,0.00445,0.0046,16903958.4576,78282.385163461
1658707200,2022-07-25 00:00:00,SPA/USDT,0.0048,0.00495,0.00425,0.00467,16846356.91414759,77194.2143089486791
1658620800,2022-07-24 00:00:00,SPA/USDT,0.00474,0.00496,0.00463,0.0048,14898003.2596,70869.024797335
1658534400,2022-07-23 00:00:00,SPA/USDT,0.00476,0.00509,0.00451,0.00474,18159810.1465,87455.572479425
1658448000,2022-07-22 00:00:00,SPA/USDT,0.0049,0.00501,0.0047,0.00475,11449775.5756,55526.609799693
1658361600,2022-07-21 00:00:00,SPA/USDT,0.00501,0.00512,0.00467,0.00491,24945616.2588,121127.93051224
1658275200,2022-07-20 00:00:00,SPA/USDT,0.00525,0.00535,0.00498,0.00498,15970484.26364111,82164.6717785178931
1658188800,2022-07-19 00:00:00,SPA/USDT,0.00506,0.00559,0.00497,0.00526,23611262.88638187,122647.2534836227472
1658102400,2022-07-18 00:00:00,SPA/USDT,0.00494,0.0052,0.00494,0.00508,15975868.51955115,80990.0598300950726
1658016000,2022-07-17 00:00:00,SPA/USDT,0.00506,0.00523,0.00487,0.00495,7985988.07463595,40138.961431371703
1657929600,2022-07-16 00:00:00,SPA/USDT,0.00506,0.0053,0.0049,0.00508,13277247.63753294,67304.8724478829869
1657843200,2022-07-15 00:00:00,SPA/USDT,0.00502,0.00524,0.00496,0.00506,8913506.27842556,45313.1396757382555
1657756800,2022-07-14 00:00:00,SPA/USDT,0.00502,0.00543,0.00459,0.00503,21713411.70892736,110604.5386928008401
1657670400,2022-07-13 00:00:00,SPA/USDT,0.00498,0.00535,0.0046,0.00501,26732280.16313413,134293.8190834719627
1657584000,2022-07-12 00:00:00,SPA/USDT,0.005,0.00583,0.00486,0.00498,31463907.54827148,164127.9858478193771
1657497600,2022-07-11 00:00:00,SPA/USDT,0.00536,0.0055,0.00494,0.005,26299032.7393834,134039.2858016091744
1657411200,2022-07-10 00:00:00,SPA/USDT,0.00523,0.00673,0.00502,0.00538,69356934.74607097,401583.8555487038962
1657324800,2022-07-09 00:00:00,SPA/USDT,0.0049,0.00541,0.00477,0.00523,16648205.12677082,85303.9347012087623
1657238400,2022-07-08 00:00:00,SPA/USDT,0.00496,0.00542,0.00482,0.00489,31683459.01283311,161342.0110318458272
1657152000,2022-07-07 00:00:00,SPA/USDT,0.00499,0.00523,0.00477,0.00497,26162437.31130263,129637.284762099314
1657065600,2022-07-06 00:00:00,SPA/USDT,0.00522,0.00539,0.00478,0.00501,48175121.85101913,243141.8422335824404
1656979200,2022-07-05 00:00:00,SPA/USDT,0.00538,0.00557,0.00489,0.00523,55799452.57266785,292874.5083683453719
1656892800,2022-07-04 00:00:00,SPA/USDT,0.00553,0.00618,0.005,0.00538,62499934.90318736,344166.0117552129901
1656806400,2022-07-03 00:00:00,SPA/USDT,0.00587,0.00616,0.00545,0.00551,39066249.73013596,223283.205603033182
1656720000,2022-07-02 00:00:00,SPA/USDT,0.00602,0.0065,0.00576,0.0059,54757363.5427418,330143.4018147814125
1656633600,2022-07-01 00:00:00,SPA/USDT,0.0055,0.00845,0.00523,0.00605,156450232.85965541,1050337.9845690708204
1656547200,2022-06-30 00:00:00,SPA/USDT,0.00674,0.0073,0.00476,0.00553,158099022.1211157,956484.8358947124306
1656460800,2022-06-29 00:00:00,SPA/USDT,0.00508,0.01026,0.00447,0.00671,302065336.63165601,2102406.6050837851476
1656374400,2022-06-28 00:00:00,SPA/USDT,0.00517,0.00555,0.00431,0.00507,57789938.96380904,276108.0480961829273
1656288000,2022-06-27 00:00:00,SPA/USDT,0.00536,0.00546,0.00495,0.00517,33292558.60014546,172665.8852636958578
1656201600,2022-06-26 00:00:00,SPA/USDT,0.00576,0.00599,0.00528,0.00535,34346432.41979006,192437.2289361138452
1656115200,2022-06-25 00:00:00,SPA/USDT,0.00591,0.00632,0.00531,0.00578,36721461.29486517,213727.9921882190492
1656028800,2022-06-24 00:00:00,SPA/USDT,0.00564,0.0079,0.00545,0.00588,97907538.86707672,632426.0060002830219
1655942400,2022-06-23 00:00:00,SPA/USDT,0.0059,0.00592,0.00532,0.00564,50283318.99062601,280283.9275585288083
1655856000,2022-06-22 00:00:00,SPA/USDT,0.00682,0.00692,0.00572,0.0059,48727079.08029944,302598.4558278417
1655769600,2022-06-21 00:00:00,SPA/USDT,0.00749,0.00779,0.00651,0.00681,53211514.75202268,374254.1174574695397
1655683200,2022-06-20 00:00:00,SPA/USDT,0.00727,0.0089,0.00693,0.00749,90768558.60557205,703671.0476052661795
1655596800,2022-06-19 00:00:00,SPA/USDT,0.0079,0.00806,0.0068,0.00724,103595123.00782219,746483.4153862414337
1655510400,2022-06-18 00:00:00,SPA/USDT,0.00921,0.012,0.0066,0.0079,214752031.44553624,1910874.1960131521096
1655424000,2022-06-17 00:00:00,SPA/USDT,0.019,0.0249,0.00911,0.00921,255382212.84602769,3203338.5833158942249
1655337600,2022-06-16 00:00:00,SPA/USDT,0.0343,0.03438,0.00927,0.019,14404810.12786162,248808.8391891841208
1655251200,2022-06-15 00:00:00,SPA/USDT,0.0329,0.0343,0.0314,0.0343,348371.6518504,11485.97992612076
1655164800,2022-06-14 00:00:00,SPA/USDT,0.0323,0.0342,0.0311,0.033,767213.85304903,24938.04169410943
1655078400,2022-06-13 00:00:00,SPA/USDT,0.0352,0.0364,0.0314,0.0322,840018.7130263,28162.335278213713
1654992000,2022-06-12 00:00:00,SPA/USDT,0.0342,0.0367,0.0322,0.035,1938386.9859312,67982.346701093802
1654905600,2022-06-11 00:00:00,SPA/USDT,0.0342,0.0356,0.0326,0.0341,587192.6707827,19940.76027065582
1654819200,2022-06-10 00:00:00,SPA/USDT,0.0355,0.036,0.034,0.0345,231351.40110275,8082.593866634366
1654732800,2022-06-09 00:00:00,SPA/USDT,0.0352,0.0368,0.0351,0.0355,199698.10025478,7204.120433512296
1654646400,2022-06-08 00:00:00,SPA/USDT,0.0355,0.0379,0.0327,0.0352,1125180.10666966,40163.375798418072
1654560000,2022-06-07 00:00:00,SPA/USDT,0.0346,0.0378,0.0339,0.0357,510366.61387512,17929.874374266074
1654473600,2022-06-06 00:00:00,SPA/USDT,0.0347,0.0363,0.0344,0.0346,433407.10543045,15261.933806751769
1654387200,2022-06-05 00:00:00,SPA/USDT,0.0361,0.0372,0.0345,0.0345,728266.29236877,25896.434522196224
1654300800,2022-06-04 00:00:00,SPA/USDT,0.0372,0.0379,0.035,0.0361,783081.51800046,28434.181257656052
1654214400,2022-06-03 00:00:00,SPA/USDT,0.0388,0.04,0.0369,0.0372,462115.40700308,17593.647594978103
1654128000,2022-06-02 00:00:00,SPA/USDT,0.04,0.0405,0.0387,0.039,176645.24323849,7010.950153722543
1654041600,2022-06-01 00:00:00,SPA/USDT,0.0442,0.0444,0.0384,0.0404,783960.15911918,32230.825761381116
1653955200,2022-05-31 00:00:00,SPA/USDT,0.0449,0.0459,0.0425,0.0445,1046821.8029444,45718.75288528956
1653868800,2022-05-30 00:00:00,SPA/USDT,0.0438,0.0463,0.0424,0.0448,470434.3807018,20717.817897478909
1653782400,2022-05-29 00:00:00,SPA/USDT,0.0459,0.0463,0.042,0.0435,938161.46998425,40803.615295390867
1653696000,2022-05-28 00:00:00,SPA/USDT,0.0495,0.0501,0.0444,0.0457,3668715.0459662,167098.592672790847
1653609600,2022-05-27 00:00:00,SPA/USDT,0.05,0.0537,0.0491,0.0491,1121471.48896654,56283.046845534057
1653523200,2022-05-26 00:00:00,SPA/USDT,0.0505,0.0516,0.05,0.05,1748026.75847906,87709.649736239925
1653436800,2022-05-25 00:00:00,SPA/USDT,0.0509,0.0514,0.05,0.0504,1534090.20277076,77441.716277090504
1653350400,2022-05-24 00:00:00,SPA/USDT,0.0509,0.0537,0.0501,0.051,2456833.30450138,126397.725831792135
1653264000,2022-05-23 00:00:00,SPA/USDT,0.0533,0.0549,0.05,0.0512,3956940.27211015,205218.034486317908
1653177600,2022-05-22 00:00:00,SPA/USDT,0.0507,0.055,0.0501,0.0531,1275704.24486674,66853.698929507557
1653091200,2022-05-21 00:00:00,SPA/USDT,0.0511,0.0523,0.05,0.0508,813134.34081267,41096.290757588603
1653004800,2022-05-20 00:00:00,SPA/USDT,0.0515,0.056,0.05,0.0511,1869410.9325892,97581.687382360507
1652918400,2022-05-19 00:00:00,SPA/USDT,0.0509,0.0529,0.05,0.0516,1399032.90443749,71134.518300837487
1652832000,2022-05-18 00:00:00,SPA/USDT,0.0576,0.0576,0.05,0.0508,2208389.61547907,117395.63456901422
1652745600,2022-05-17 00:00:00,SPA/USDT,0.0575,0.0616,0.0516,0.0576,2713042.73477748,152435.648462726873
1652659200,2022-05-16 00:00:00,SPA/USDT,0.0631,0.0636,0.0542,0.0574,2958481.64446568,171726.649566890965
1652572800,2022-05-15 00:00:00,SPA/USDT,0.0542,0.0681,0.0514,0.0632,4105671.90803222,237645.396481115676
1652486400,2022-05-14 00:00:00,SPA/USDT,0.0531,0.0608,0.0519,0.054,2124564.44225607,115495.901896163933
1652400000,2022-05-13 00:00:00,SPA/USDT,0.0519,0.0605,0.05,0.053,4072881.77379546,226887.800251429653
1652313600,2022-05-12 00:00:00,SPA/USDT,0.0961,0.0994,0.05,0.0519,9614555.10699979,639746.286573829344
1652227200,2022-05-11 00:00:00,SPA/USDT,0.1286,0.1304,0.0902,0.0959,4564368.5306762,510747.488012322482
1652140800,2022-05-10 00:00:00,SPA/USDT,0.1363,0.1421,0.1223,0.1287,1739809.00021065,228734.329359624484
1652054400,2022-05-09 00:00:00,SPA/USDT,0.1409,0.1443,0.1212,0.1364,1260323.03841518,173967.829515901629
1651968000,2022-05-08 00:00:00,SPA/USDT,0.151,0.151,0.1339,0.141,2233764.20839338,317779.08958758254
1651881600,2022-05-07 00:00:00,SPA/USDT,0.1642,0.1721,0.151,0.151,1215994.87433246,195823.183010674877
1651795200,2022-05-06 00:00:00,SPA/USDT,0.1584,0.1697,0.1537,0.1644,1138912.85176778,185266.02313360685
1651708800,2022-05-05 00:00:00,SPA/USDT,0.1642,0.167,0.1481,0.1582,1237317.46105539,195912.42406202398
1651622400,2022-05-04 00:00:00,SPA/USDT,0.1496,0.165,0.148,0.1647,1211386.34590927,190755.030065004341
1651536000,2022-05-03 00:00:00,SPA/USDT,0.1613,0.1629,0.1471,0.1498,801447.34878786,123200.904542665115
1651449600,2022-05-02 00:00:00,SPA/USDT,0.1364,0.1795,0.1251,0.1614,2268867.61845134,323066.862735079443
1651363200,2022-05-01 00:00:00,SPA/USDT,0.1354,0.1423,0.1352,0.1364,383754.53291018,52471.678507020397
1651276800,2022-04-30 00:00:00,SPA/USDT,0.1564,0.1623,0.1299,0.1354,893248.82223648,127859.88732442989
1651190400,2022-04-29 00:00:00,SPA/USDT,0.1543,0.167,0.1538,0.1567,771128.33309104,123030.960785467984
1651104000,2022-04-28 00:00:00,SPA/USDT,0.1628,0.1655,0.1538,0.1544,619229.54462475,98853.316020047636
1651017600,2022-04-27 00:00:00,SPA/USDT,0.1604,0.1648,0.1538,0.1624,591534.21538986,93338.47271858072
1650931200,2022-04-26 00:00:00,SPA/USDT,0.163,0.1663,0.1481,0.1606,2488144.56080808,390697.705199684783
1650844800,2022-04-25 00:00:00,SPA/USDT,0.151,0.1893,0.1226,0.1628,4024161.97172829,622329.690160769298
1650758400,2022-04-24 00:00:00,SPA/USDT,0.1552,0.1559,0.1456,0.1513,746394.15321932,112604.796518379055
1650672000,2022-04-23 00:00:00,SPA/USDT,0.159,0.17,0.1521,0.1547,769070.65943967,122172.855330168998
1650585600,2022-04-22 00:00:00,SPA/USDT,0.1573,0.1617,0.1475,0.1588,911642.63793528,141278.372212963154
1650499200,2022-04-21 00:00:00,SPA/USDT,0.1642,0.1713,0.15,0.1576,2742220.2240806,439420.63799351274
1650412800,2022-04-20 00:00:00,SPA/USDT,0.1494,0.1711,0.1485,0.1646,3534669.32184772,562985.464139315975
1650326400,2022-04-19 00:00:00,SPA/USDT,0.1,0.1695,0.1,0.1495,5563430.92550329,866060.818987245139
