https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DSLA,Volume BTC
1663462800,2022-09-18 01:00:00,DSLA/BTC,0.0000000417,0.0000000419,0.0000000417,0.0000000418,29625.4094,0.00123788179051
1663459200,2022-09-18 00:00:00,DSLA/BTC,0.0000000414,0.0000000418,0.0000000413,0.0000000417,342113.8584,0.01425560770446
1663455600,2022-09-17 23:00:00,DSLA/BTC,0.0000000413,0.0000000415,0.0000000413,0.0000000414,382918.5339,0.01585395303394
1663452000,2022-09-17 22:00:00,DSLA/BTC,0.0000000416,0.0000000416,0.0000000412,0.0000000413,362021.0945,0.01499527420551
1663448400,2022-09-17 21:00:00,DSLA/BTC,0.000000041,0.0000000418,0.0000000409,0.0000000416,308691.2965,0.01275421062152
1663444800,2022-09-17 20:00:00,DSLA/BTC,0.0000000413,0.0000000416,0.0000000406,0.000000041,397650.7471,0.01638659386668
1663441200,2022-09-17 19:00:00,DSLA/BTC,0.000000041,0.0000000414,0.000000041,0.0000000413,490667.6667,0.02018089266393
1663437600,2022-09-17 18:00:00,DSLA/BTC,0.000000041,0.0000000412,0.0000000408,0.000000041,374898.1939,0.01537973586373
1663434000,2022-09-17 17:00:00,DSLA/BTC,0.0000000408,0.0000000411,0.0000000407,0.000000041,386106.1899,0.0158238838678
1663430400,2022-09-17 16:00:00,DSLA/BTC,0.0000000409,0.0000000418,0.0000000404,0.0000000408,392183.0644,0.01597916848811
1663426800,2022-09-17 15:00:00,DSLA/BTC,0.0000000412,0.0000000412,0.0000000407,0.0000000409,408914.4315,0.01674054850927
1663423200,2022-09-17 14:00:00,DSLA/BTC,0.0000000409,0.0000000412,0.0000000408,0.0000000412,331109.4096,0.01356289415181
1663419600,2022-09-17 13:00:00,DSLA/BTC,0.0000000413,0.0000000416,0.0000000409,0.0000000409,334043.7787,0.01375742141456
1663416000,2022-09-17 12:00:00,DSLA/BTC,0.0000000411,0.0000000414,0.0000000411,0.0000000413,490402.117,0.02024055990129
1663412400,2022-09-17 11:00:00,DSLA/BTC,0.0000000413,0.0000000413,0.0000000409,0.0000000411,361979.7937,0.01488845451701
1663408800,2022-09-17 10:00:00,DSLA/BTC,0.0000000412,0.0000000413,0.0000000408,0.0000000413,343611.4614,0.01414978324737
1663405200,2022-09-17 09:00:00,DSLA/BTC,0.000000041,0.0000000413,0.0000000409,0.0000000412,309886.691,0.01274487247137
1663401600,2022-09-17 08:00:00,DSLA/BTC,0.0000000411,0.0000000414,0.0000000409,0.000000041,380878.4093,0.01566104384597
1663398000,2022-09-17 07:00:00,DSLA/BTC,0.0000000412,0.0000000417,0.000000041,0.0000000411,502575.3787,0.02070039274618
1663394400,2022-09-17 06:00:00,DSLA/BTC,0.000000041,0.0000000413,0.0000000409,0.0000000412,387884.7102,0.01596506767113
1663390800,2022-09-17 05:00:00,DSLA/BTC,0.0000000413,0.0000000414,0.000000041,0.000000041,386490.818,0.0159473350434
1663387200,2022-09-17 04:00:00,DSLA/BTC,0.0000000415,0.0000000415,0.0000000411,0.0000000413,376417.6982,0.01554318579247
1663383600,2022-09-17 03:00:00,DSLA/BTC,0.0000000416,0.0000000419,0.0000000413,0.0000000415,429906.3326,0.01782324080189
1663380000,2022-09-17 02:00:00,DSLA/BTC,0.0000000414,0.0000000418,0.0000000413,0.0000000416,317000.6057,0.01317201145399
1663376400,2022-09-17 01:00:00,DSLA/BTC,0.0000000416,0.0000000416,0.0000000413,0.0000000414,467616.6973,0.0193802282303
1663372800,2022-09-17 00:00:00,DSLA/BTC,0.0000000421,0.0000000421,0.0000000414,0.0000000416,565476.5467,0.02358418142124
1663369200,2022-09-16 23:00:00,DSLA/BTC,0.0000000423,0.0000000425,0.000000042,0.0000000421,399720.2882,0.01685897968877
1663365600,2022-09-16 22:00:00,DSLA/BTC,0.000000042,0.0000000424,0.0000000419,0.0000000423,370328.0544,0.01565256794155
1663362000,2022-09-16 21:00:00,DSLA/BTC,0.0000000425,0.0000000431,0.0000000419,0.000000042,559201.2312,0.02376162367535
1663358400,2022-09-16 20:00:00,DSLA/BTC,0.000000042,0.0000000433,0.0000000416,0.0000000433,513870.3939,0.02158494593061
1663354800,2022-09-16 19:00:00,DSLA/BTC,0.0000000416,0.0000000424,0.0000000413,0.0000000424,524618.8325,0.02181301049067
1663351200,2022-09-16 18:00:00,DSLA/BTC,0.0000000418,0.0000000418,0.0000000413,0.0000000416,439562.2472,0.01828041999647
1663347600,2022-09-16 17:00:00,DSLA/BTC,0.0000000416,0.000000042,0.0000000415,0.0000000418,491820.2575,0.02049204609547
1663344000,2022-09-16 16:00:00,DSLA/BTC,0.0000000413,0.0000000416,0.0000000412,0.0000000416,535778.7629,0.02221069211728
1663340400,2022-09-16 15:00:00,DSLA/BTC,0.0000000412,0.0000000415,0.0000000411,0.0000000413,567286.7491,0.02340602462462
1663336800,2022-09-16 14:00:00,DSLA/BTC,0.0000000416,0.0000000416,0.000000041,0.0000000412,485388.5477,0.02000737451131
1663333200,2022-09-16 13:00:00,DSLA/BTC,0.0000000412,0.0000000416,0.000000041,0.0000000416,408024.557,0.01680564167097
1663329600,2022-09-16 12:00:00,DSLA/BTC,0.0000000411,0.0000000413,0.0000000409,0.0000000412,527163.9249,0.02164955813663
1663326000,2022-09-16 11:00:00,DSLA/BTC,0.0000000412,0.0000000413,0.0000000411,0.0000000411,506247.8906,0.02084682542058
1663322400,2022-09-16 10:00:00,DSLA/BTC,0.0000000415,0.0000000415,0.0000000411,0.0000000412,355685.5554,0.01468702734537
1663318800,2022-09-16 09:00:00,DSLA/BTC,0.0000000418,0.0000000418,0.000000041,0.0000000415,484994.021,0.02017675459607
1663315200,2022-09-16 08:00:00,DSLA/BTC,0.0000000417,0.0000000421,0.0000000413,0.0000000418,436869.4174,0.01821903136619
1663311600,2022-09-16 07:00:00,DSLA/BTC,0.0000000417,0.0000000417,0.0000000413,0.0000000417,508116.6198,0.02115244423395
1663308000,2022-09-16 06:00:00,DSLA/BTC,0.0000000417,0.0000000418,0.0000000415,0.0000000417,454383.2051,0.01891439215002
1663304400,2022-09-16 05:00:00,DSLA/BTC,0.0000000416,0.0000000417,0.0000000414,0.0000000417,484432.429,0.0201436749786
1663300800,2022-09-16 04:00:00,DSLA/BTC,0.0000000417,0.0000000418,0.0000000414,0.0000000416,515292.2358,0.02142982718173
1663297200,2022-09-16 03:00:00,DSLA/BTC,0.0000000417,0.0000000419,0.0000000416,0.0000000417,580175.7729,0.024211396482
1663293600,2022-09-16 02:00:00,DSLA/BTC,0.0000000419,0.0000000421,0.0000000416,0.0000000417,449440.9809,0.01880658103859
1663290000,2022-09-16 01:00:00,DSLA/BTC,0.0000000419,0.000000042,0.0000000417,0.0000000419,378626.44,0.01584831435352
1663286400,2022-09-16 00:00:00,DSLA/BTC,0.000000042,0.0000000422,0.0000000416,0.0000000419,509474.7663,0.02138336931871
1663282800,2022-09-15 23:00:00,DSLA/BTC,0.000000042,0.0000000422,0.0000000417,0.000000042,477690.2107,0.02005845122219
1663279200,2022-09-15 22:00:00,DSLA/BTC,0.0000000419,0.0000000421,0.0000000416,0.000000042,436318.9421,0.01828898829436
1663275600,2022-09-15 21:00:00,DSLA/BTC,0.0000000419,0.0000000421,0.0000000416,0.0000000419,507449.6985,0.02121499531283
1663272000,2022-09-15 20:00:00,DSLA/BTC,0.0000000417,0.0000000421,0.0000000416,0.0000000419,371337.9922,0.01553117039427
1663268400,2022-09-15 19:00:00,DSLA/BTC,0.0000000419,0.0000000422,0.0000000417,0.0000000418,380816.4288,0.01598262366229
1663264800,2022-09-15 18:00:00,DSLA/BTC,0.0000000418,0.000000042,0.0000000417,0.0000000419,524168.7809,0.0219218882558
1663261200,2022-09-15 17:00:00,DSLA/BTC,0.0000000418,0.0000000423,0.0000000417,0.0000000418,458816.911,0.01918104813286
1663257600,2022-09-15 16:00:00,DSLA/BTC,0.000000042,0.0000000423,0.0000000419,0.0000000419,464982.8505,0.01954735848386
1663254000,2022-09-15 15:00:00,DSLA/BTC,0.0000000426,0.0000000427,0.0000000419,0.000000042,404356.0325,0.01708837390401
1663250400,2022-09-15 14:00:00,DSLA/BTC,0.0000000419,0.0000000439,0.0000000417,0.000000043,969982.2968,0.04139724613684
1663246800,2022-09-15 13:00:00,DSLA/BTC,0.0000000418,0.0000000421,0.0000000417,0.0000000419,436272.6219,0.01827486612392
1663243200,2022-09-15 12:00:00,DSLA/BTC,0.0000000418,0.0000000427,0.0000000417,0.0000000418,520250.1886,0.02178259074836
1663239600,2022-09-15 11:00:00,DSLA/BTC,0.000000042,0.000000042,0.0000000415,0.0000000418,532501.1334,0.02230685473995
