https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MFT,Volume BTC
1663459200,2022-09-18 00:00:00,MFT/BTC,0.0000002895,0.0000002918,0.0000002895,0.0000002918,73.9249,0.00002148627207
1663372800,2022-09-17 00:00:00,MFT/BTC,0.0000002918,0.0000002945,0.0000002856,0.0000002862,124149.1608,0.03577682322552
1663286400,2022-09-16 00:00:00,MFT/BTC,0.000000385,0.0000004048,0.0000002868,0.0000002895,1265296.8736,0.4157785737316
1663200000,2022-09-15 00:00:00,MFT/BTC,0.0000003539,0.0000004399,0.0000003424,0.00000038,1275460.4749,0.49243960130626
1663113600,2022-09-14 00:00:00,MFT/BTC,0.000000324,0.0000005174,0.0000003217,0.0000003503,2117399.1756,0.86271061751644
1663027200,2022-09-13 00:00:00,MFT/BTC,0.0000002826,0.000000391,0.0000002798,0.0000003217,948807.3536,0.32676302096294
1662940800,2022-09-12 00:00:00,MFT/BTC,0.0000003,0.0000003079,0.0000002819,0.0000002826,233019.9712,0.06906599073058
1662854400,2022-09-11 00:00:00,MFT/BTC,0.0000003171,0.0000003171,0.0000003002,0.0000003005,209136.0135,0.06485367708927
1662768000,2022-09-10 00:00:00,MFT/BTC,0.0000003309,0.000000347,0.000000315,0.0000003217,215412.7876,0.07041710107639
1662681600,2022-09-09 00:00:00,MFT/BTC,0.000000332,0.0000009219,0.0000003125,0.0000003273,4618141.5639,2.07912388974192
1662595200,2022-09-08 00:00:00,MFT/BTC,0.0000003322,0.0000003497,0.0000003215,0.0000003335,1542857.1749,0.51935727207498
1662508800,2022-09-07 00:00:00,MFT/BTC,0.0000003254,0.0000003539,0.0000003204,0.0000003321,561574.0017,0.19040054192674
1662422400,2022-09-06 00:00:00,MFT/BTC,0.0000002918,0.0000003535,0.0000002918,0.000000324,718080.9581,0.23288081480058
1662336000,2022-09-05 00:00:00,MFT/BTC,0.0000002835,0.0000003125,0.0000002811,0.0000002924,174869.8386,0.0527592322177
1662249600,2022-09-04 00:00:00,MFT/BTC,0.0000002912,0.0000002912,0.0000002803,0.0000002826,12973.3967,0.00370730115593
1662163200,2022-09-03 00:00:00,MFT/BTC,0.0000002807,0.0000003055,0.0000002807,0.0000002931,704832.814,0.20736884281996
1662076800,2022-09-02 00:00:00,MFT/BTC,0.0000002793,0.0000002826,0.000000275,0.0000002818,76600.5238,0.02151068152125
1661990400,2022-09-01 00:00:00,MFT/BTC,0.0000002849,0.0000002849,0.0000002734,0.0000002796,47044.1456,0.01291883999005
1661904000,2022-08-31 00:00:00,MFT/BTC,0.0000002871,0.0000002918,0.0000002823,0.0000002872,38401.0335,0.01088729481872
1661817600,2022-08-30 00:00:00,MFT/BTC,0.00000028,0.0000003033,0.0000002798,0.0000002849,227605.1832,0.06616700041858
1661731200,2022-08-29 00:00:00,MFT/BTC,0.0000002736,0.0000002797,0.0000002688,0.0000002797,37377.7877,0.01032731068821
1661644800,2022-08-28 00:00:00,MFT/BTC,0.0000002642,0.0000002849,0.0000002639,0.000000274,86032.8371,0.02346698612597
1661558400,2022-08-27 00:00:00,MFT/BTC,0.0000002596,0.0000002662,0.0000002579,0.0000002614,12759.9072,0.00335084840639
1661472000,2022-08-26 00:00:00,MFT/BTC,0.0000002573,0.0000002757,0.0000002532,0.0000002597,9296.0952,0.00243609934217
