https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ERG,Volume USDT
1662796800,2022-09-10 08:00:00,ERG/USDT,4.6637,4.709,4.64,4.6854,6985.1528,32645.29580218
1662793200,2022-09-10 07:00:00,ERG/USDT,4.7277,4.7293,4.66,4.6637,8299.9958,38997.84139736
1662789600,2022-09-10 06:00:00,ERG/USDT,4.7602,4.7708,4.715,4.7318,4264.3606,20207.0361501
1662786000,2022-09-10 05:00:00,ERG/USDT,4.8308,4.8308,4.6076,4.7602,21929.0437,103304.28149719
1662782400,2022-09-10 04:00:00,ERG/USDT,4.7956,4.8534,4.7841,4.8252,5843.0785,28230.98089021
1662778800,2022-09-10 03:00:00,ERG/USDT,4.8369,4.8571,4.7635,4.8031,6621.0096,31907.15587414
1662775200,2022-09-10 02:00:00,ERG/USDT,4.8547,4.8654,4.8187,4.8433,3567.3133,17255.18888796
1662771600,2022-09-10 01:00:00,ERG/USDT,4.8334,4.891,4.8254,4.8537,5217.2449,25302.63352917
1662768000,2022-09-10 00:00:00,ERG/USDT,4.8397,4.8852,4.8339,4.8379,5931.8354,28803.49276931
1662764400,2022-09-09 23:00:00,ERG/USDT,4.8772,4.8857,4.8294,4.8397,6586.7738,32029.53306509
1662760800,2022-09-09 22:00:00,ERG/USDT,4.7795,4.8999,4.7788,4.88,8087.5748,39306.97603725
1662757200,2022-09-09 21:00:00,ERG/USDT,4.8539,4.8935,4.7769,4.7788,9245.67,44663.79562977
1662753600,2022-09-09 20:00:00,ERG/USDT,4.7857,4.8816,4.7644,4.8718,10273.1443,49603.77640355
1662750000,2022-09-09 19:00:00,ERG/USDT,4.7715,4.8874,4.7582,4.784,5389.153,25910.90468519
1662746400,2022-09-09 18:00:00,ERG/USDT,4.7825,4.8365,4.7133,4.7713,10750.3137,51206.62947703
1662742800,2022-09-09 17:00:00,ERG/USDT,4.856,4.899,4.75,4.7923,11207.71203536,54036.088985317856
1662739200,2022-09-09 16:00:00,ERG/USDT,4.9079,4.92,4.8541,4.8554,13230.4343,64682.23219918
1662735600,2022-09-09 15:00:00,ERG/USDT,4.8545,4.92,4.8401,4.9084,9604.5316,46885.01177725
1662732000,2022-09-09 14:00:00,ERG/USDT,4.81,4.9311,4.8001,4.8545,8345.5411,40304.62913126
1662728400,2022-09-09 13:00:00,ERG/USDT,4.8512,4.868,4.8,4.8,6939.886,33481.28265097
1662724800,2022-09-09 12:00:00,ERG/USDT,4.8058,4.91,4.7791,4.8513,7047.8945,34150.4425618
1662721200,2022-09-09 11:00:00,ERG/USDT,4.8823,4.891,4.7923,4.8144,5358.3935,25887.80065365
1662717600,2022-09-09 10:00:00,ERG/USDT,4.8934,4.953,4.8557,4.8822,6142.3207,30076.60395771
1662714000,2022-09-09 09:00:00,ERG/USDT,4.9342,4.969,4.8816,4.8987,3363.5873,16554.15392278
1662710400,2022-09-09 08:00:00,ERG/USDT,4.9191,4.979,4.919,4.9357,4643.2398,22970.72645861
1662706800,2022-09-09 07:00:00,ERG/USDT,4.932,4.979,4.9182,4.9182,7614.7414,37735.84611321
1662703200,2022-09-09 06:00:00,ERG/USDT,4.9272,4.9419,4.9151,4.932,4480.6019,22080.13859421
1662699600,2022-09-09 05:00:00,ERG/USDT,4.9337,4.9687,4.911,4.916,4378.9712,21588.61165198
1662696000,2022-09-09 04:00:00,ERG/USDT,4.8332,4.9528,4.8201,4.919,14831.1031,72587.45454627
1662692400,2022-09-09 03:00:00,ERG/USDT,4.7531,4.8708,4.7269,4.8334,8267.7264,39645.47392578
1662688800,2022-09-09 02:00:00,ERG/USDT,4.7883,4.7883,4.7267,4.7546,4534.7479,21573.51192277
1662685200,2022-09-09 01:00:00,ERG/USDT,4.8235,4.8484,4.7875,4.7875,2751.8833,13263.45997424
1662681600,2022-09-09 00:00:00,ERG/USDT,4.8007,4.8365,4.78,4.8125,3677.5293,17672.3390071
1662678000,2022-09-08 23:00:00,ERG/USDT,4.7916,4.89,4.7782,4.791,8017.6577,38606.40817696
1662674400,2022-09-08 22:00:00,ERG/USDT,4.7834,4.8176,4.7422,4.7916,5063.7176,24195.36992136
1662670800,2022-09-08 21:00:00,ERG/USDT,4.772,4.8099,4.7597,4.7813,2493.6859,11929.69426255
1662667200,2022-09-08 20:00:00,ERG/USDT,4.7813,4.8043,4.7596,4.771,2077.4084,9934.90273124
1662663600,2022-09-08 19:00:00,ERG/USDT,4.7664,4.7939,4.7331,4.7801,3855.2474,18357.45264734
1662660000,2022-09-08 18:00:00,ERG/USDT,4.7103,4.8489,4.7092,4.7664,8584.7736,40944.89018073
1662656400,2022-09-08 17:00:00,ERG/USDT,4.7095,4.7375,4.7001,4.7082,5393.9263,25432.49992547
1662652800,2022-09-08 16:00:00,ERG/USDT,4.7508,4.7586,4.7002,4.7114,5095.0356,24061.19472948
1662649200,2022-09-08 15:00:00,ERG/USDT,4.8164,4.824,4.7328,4.739,10533.7521,50345.36671457
1662645600,2022-09-08 14:00:00,ERG/USDT,4.7737,4.8177,4.7665,4.8006,12106.1995,58101.85129145
1662642000,2022-09-08 13:00:00,ERG/USDT,4.8687,4.8745,4.687,4.7737,25423.4042,121064.04053833
1662638400,2022-09-08 12:00:00,ERG/USDT,4.8801,4.9202,4.8676,4.8676,5272.1189,25806.53834152
1662634800,2022-09-08 11:00:00,ERG/USDT,4.8386,4.945,4.832,4.8981,10204.1977,49898.89828003
1662631200,2022-09-08 10:00:00,ERG/USDT,4.8122,4.8673,4.8011,4.8319,5107.3297,24706.15410681
1662627600,2022-09-08 09:00:00,ERG/USDT,4.8877,4.919,4.8031,4.8134,15584.953,75825.49742739
1662624000,2022-09-08 08:00:00,ERG/USDT,4.9011,4.904,4.869,4.88,4762.3684,23265.69757579
1662620400,2022-09-08 07:00:00,ERG/USDT,4.9279,4.94,4.901,4.9011,3481.9556,17122.11839435
1662616800,2022-09-08 06:00:00,ERG/USDT,4.8901,4.96,4.8901,4.9201,6429.4253,31581.07062345
1662613200,2022-09-08 05:00:00,ERG/USDT,4.8897,4.912,4.85,4.8902,7639.6982,37262.3743219
1662609600,2022-09-08 04:00:00,ERG/USDT,4.975,4.9869,4.8806,4.894,10393.9536,51174.14216992
1662606000,2022-09-08 03:00:00,ERG/USDT,4.95,5,4.95,4.975,10475.6942,52145.88571135
1662602400,2022-09-08 02:00:00,ERG/USDT,4.9182,4.95,4.9078,4.95,4573.7757,22592.16177173
