https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ERG,Volume USDT
1663462800,2022-09-18 01:00:00,ERG/USDT,4.0158,4.0229,3.998,3.9981,8515.0728,34093.55016617
1663459200,2022-09-18 00:00:00,ERG/USDT,4.1848,4.1868,4.012,4.012,13826.0221,56327.53200434
1663455600,2022-09-17 23:00:00,ERG/USDT,4.1938,4.1938,4.1472,4.1877,4953.6305,20645.7987072
1663452000,2022-09-17 22:00:00,ERG/USDT,4.206,4.2168,4.1878,4.1937,3207.8462,13458.70872879
1663448400,2022-09-17 21:00:00,ERG/USDT,4.2391,4.2405,4.1925,4.2103,6325.5349,26645.60043199
1663444800,2022-09-17 20:00:00,ERG/USDT,4.2065,4.2668,4.2065,4.2384,13712.1133,58197.5486063
1663441200,2022-09-17 19:00:00,ERG/USDT,4.1631,4.2166,4.1478,4.2067,16491.9436,68887.73530278
1663437600,2022-09-17 18:00:00,ERG/USDT,4.1793,4.186,4.156,4.163,3349.0095,13960.30099093
1663434000,2022-09-17 17:00:00,ERG/USDT,4.1928,4.1928,4.1464,4.1781,5155.9089,21468.33812993
1663430400,2022-09-17 16:00:00,ERG/USDT,4.1546,4.2331,4.15,4.1928,13488.8725,56572.91365638
1663426800,2022-09-17 15:00:00,ERG/USDT,4.2395,4.2395,4.1278,4.1563,20174.9785,84146.01103637
1663423200,2022-09-17 14:00:00,ERG/USDT,4.1942,4.2758,4.1942,4.2418,7794.0952,33076.01791838
1663419600,2022-09-17 13:00:00,ERG/USDT,4.2024,4.207,4.1632,4.1942,3797.7119,15883.51313929
1663416000,2022-09-17 12:00:00,ERG/USDT,4.1801,4.21,4.142,4.2017,6947.9955,28965.06617395
1663412400,2022-09-17 11:00:00,ERG/USDT,4.1985,4.2178,4.1631,4.1801,6132.9201,25646.8744936
1663408800,2022-09-17 10:00:00,ERG/USDT,4.2332,4.2363,4.1771,4.1948,6486.4085,27221.8184492
1663405200,2022-09-17 09:00:00,ERG/USDT,4.2592,4.2984,4.2035,4.2332,8778.0763,37279.85558119
1663401600,2022-09-17 08:00:00,ERG/USDT,4.2392,4.2649,4.2135,4.2649,6486.0282,27431.84246369
1663398000,2022-09-17 07:00:00,ERG/USDT,4.2601,4.266,4.2358,4.238,3123.7675,13284.07548233
1663394400,2022-09-17 06:00:00,ERG/USDT,4.3218,4.324,4.2263,4.2611,11329.0306,48398.24741735
1663390800,2022-09-17 05:00:00,ERG/USDT,4.382,4.4004,4.3218,4.3218,4285.0932,18680.98974821
1663387200,2022-09-17 04:00:00,ERG/USDT,4.3784,4.407,4.3751,4.382,1203.1025,5279.00454021
1663383600,2022-09-17 03:00:00,ERG/USDT,4.3584,4.3846,4.357,4.3832,1556.5298,6815.4720679
1663380000,2022-09-17 02:00:00,ERG/USDT,4.3448,4.3739,4.335,4.357,3076.8586,13403.51246484
1663376400,2022-09-17 01:00:00,ERG/USDT,4.4028,4.4031,4.3435,4.3435,3036.1114,13266.61030535
1663372800,2022-09-17 00:00:00,ERG/USDT,4.3926,4.4635,4.3926,4.4028,6373.8719,28223.62753928
1663369200,2022-09-16 23:00:00,ERG/USDT,4.318,4.41,4.2985,4.3929,5907.1209,25810.32092893
1663365600,2022-09-16 22:00:00,ERG/USDT,4.3128,4.339,4.2694,4.3227,4530.5231,19465.84919737
1663362000,2022-09-16 21:00:00,ERG/USDT,4.368,4.3782,4.2977,4.3092,6316.9145,27403.79361837
1663358400,2022-09-16 20:00:00,ERG/USDT,4.32,4.41,4.32,4.3662,7978.6174,34811.68881594
1663354800,2022-09-16 19:00:00,ERG/USDT,4.3218,4.3467,4.2736,4.322,7417.4447,31944.39605805
1663351200,2022-09-16 18:00:00,ERG/USDT,4.2339,4.366,4.2339,4.3181,10771.3335,46134.21137844
1663347600,2022-09-16 17:00:00,ERG/USDT,4.2436,4.32,4.205,4.233,17235.6585,73116.64351851
1663344000,2022-09-16 16:00:00,ERG/USDT,4.3645,4.369,4.2,4.24,19417.1098,82978.44999045
1663340400,2022-09-16 15:00:00,ERG/USDT,4.3095,4.4239,4.3,4.3574,25536.9823,111647.46434796
1663336800,2022-09-16 14:00:00,ERG/USDT,4.1387,4.3488,4.082,4.3053,25838.771,109249.78956217
1663333200,2022-09-16 13:00:00,ERG/USDT,4.2929,4.2958,4.1265,4.1265,22385.3884,93850.74490004
1663329600,2022-09-16 12:00:00,ERG/USDT,4.3093,4.345,4.2805,4.2953,12669.83,54702.10544113
1663326000,2022-09-16 11:00:00,ERG/USDT,4.3644,4.3647,4.2793,4.3055,17872.97865289,77189.090262914488
1663322400,2022-09-16 10:00:00,ERG/USDT,4.4571,4.479,4.3642,4.368,8936.6554,39495.41466808
1663318800,2022-09-16 09:00:00,ERG/USDT,4.4622,4.485,4.4045,4.4608,12954.1198,57539.82995112
1663315200,2022-09-16 08:00:00,ERG/USDT,4.6362,4.6362,4.4013,4.4551,31404.6153,141640.14891694
1663311600,2022-09-16 07:00:00,ERG/USDT,4.5719,4.65,4.5514,4.6377,7656.0417,35290.39189846
1663308000,2022-09-16 06:00:00,ERG/USDT,4.6436,4.6716,4.5558,4.5829,15913.7867,73122.33268515
1663304400,2022-09-16 05:00:00,ERG/USDT,4.66,4.6635,4.62,4.644,7248.7116,33627.6048687
1663300800,2022-09-16 04:00:00,ERG/USDT,4.651,4.6819,4.6278,4.6643,4878.2475,22679.72004801
1663297200,2022-09-16 03:00:00,ERG/USDT,4.6417,4.6802,4.5648,4.6506,9582.8855,44214.87729488
1663293600,2022-09-16 02:00:00,ERG/USDT,4.6879,4.78,4.6,4.6414,19920.8481,93548.81802143
1663290000,2022-09-16 01:00:00,ERG/USDT,4.5867,4.7272,4.5867,4.6879,13234.9395,61562.70398956
1663286400,2022-09-16 00:00:00,ERG/USDT,4.5719,4.6119,4.5601,4.5891,5343.1562,24491.06870619
1663282800,2022-09-15 23:00:00,ERG/USDT,4.5854,4.5917,4.56,4.5697,6016.4636,27543.38515927
1663279200,2022-09-15 22:00:00,ERG/USDT,4.66,4.6715,4.574,4.601,7040.4596,32503.38268124
1663275600,2022-09-15 21:00:00,ERG/USDT,4.7724,4.7724,4.55,4.66,31725.6006,147703.77847414
1663272000,2022-09-15 20:00:00,ERG/USDT,4.8496,4.877,4.7694,4.7721,11004.7295,53076.95217371
1663268400,2022-09-15 19:00:00,ERG/USDT,4.757,4.9,4.6802,4.8459,29865.7874,143268.93003285
1663264800,2022-09-15 18:00:00,ERG/USDT,4.8127,4.85,4.7139,4.7611,21640.2891,103940.50604951
1663261200,2022-09-15 17:00:00,ERG/USDT,4.6181,4.8566,4.5693,4.8127,35052.5252,165073.15685106
1663257600,2022-09-15 16:00:00,ERG/USDT,4.718,4.732,4.548,4.6181,40498.1209,187387.03020061
1663254000,2022-09-15 15:00:00,ERG/USDT,4.7918,4.811,4.6,4.7185,56466.896,265178.76175214
1663250400,2022-09-15 14:00:00,ERG/USDT,4.9297,5.1,4.7669,4.7919,57699.6126,287090.73058099
1663246800,2022-09-15 13:00:00,ERG/USDT,4.9178,4.95,4.9,4.942,12432.0728,61100.72738513
1663243200,2022-09-15 12:00:00,ERG/USDT,4.9989,5.1658,4.912,4.912,36591.52273865,183639.11818133466
1663239600,2022-09-15 11:00:00,ERG/USDT,4.9458,5.025,4.911,4.9927,14716.6001,73006.94907069
1663236000,2022-09-15 10:00:00,ERG/USDT,4.8732,4.95,4.7669,4.9463,16450.2058,80081.55183897
1663232400,2022-09-15 09:00:00,ERG/USDT,4.8181,4.9,4.7926,4.875,14990.3524,72613.99421346
1663228800,2022-09-15 08:00:00,ERG/USDT,5.0589,5.1,4.8,4.8182,35927.3091,177645.34702202
1663225200,2022-09-15 07:00:00,ERG/USDT,4.9566,5.0634,4.8623,5.0496,26886.4446,133195.76362177
1663221600,2022-09-15 06:00:00,ERG/USDT,4.9562,4.9977,4.8634,4.9597,34959.7945,172914.30398839
1663218000,2022-09-15 05:00:00,ERG/USDT,4.7444,4.9767,4.7271,4.9562,23121.3719,112371.29348828
1663214400,2022-09-15 04:00:00,ERG/USDT,4.6699,4.7806,4.6282,4.746,14648.5491,68846.58414197
1663210800,2022-09-15 03:00:00,ERG/USDT,4.877,4.8796,4.5877,4.6724,39494.2029,187488.19009328
1663207200,2022-09-15 02:00:00,ERG/USDT,4.851,4.9677,4.8416,4.877,15065.7531,74443.99343445
1663203600,2022-09-15 01:00:00,ERG/USDT,4.9552,4.9603,4.808,4.851,18413.0848,89683.45805659
1663200000,2022-09-15 00:00:00,ERG/USDT,5.23,5.25,4.916,4.96,32504.8681,164509.82294116
1663196400,2022-09-14 23:00:00,ERG/USDT,5.0768,5.244,4.9882,5.23,35364.7174,180542.62281578
1663192800,2022-09-14 22:00:00,ERG/USDT,5.0215,5.102,4.93,5.0665,46709.8085,235696.62832499
1663189200,2022-09-14 21:00:00,ERG/USDT,4.9704,5.1,4.8,5.0211,46386.2669,230731.70433331
1663185600,2022-09-14 20:00:00,ERG/USDT,4.5868,5.0771,4.584,4.987,60689.9498,294939.11880367
1663182000,2022-09-14 19:00:00,ERG/USDT,4.4439,4.616,4.4375,4.5868,20249.688,91618.88518031
1663178400,2022-09-14 18:00:00,ERG/USDT,4.469,4.48,4.3437,4.4425,18753.3165,82579.26632043
1663174800,2022-09-14 17:00:00,ERG/USDT,4.4669,4.5058,4.446,4.4681,10839.6373,48480.05568131
1663171200,2022-09-14 16:00:00,ERG/USDT,4.4615,4.4679,4.413,4.4669,7945.4214,35346.9955796
1663167600,2022-09-14 15:00:00,ERG/USDT,4.5027,4.55,4.4201,4.4615,24602.6339,110626.835195
1663164000,2022-09-14 14:00:00,ERG/USDT,4.3695,4.5027,4.3542,4.5,18388.6607,81459.17120195
1663160400,2022-09-14 13:00:00,ERG/USDT,4.3042,4.4,4.302,4.368,10290.5563,44621.48566287
1663156800,2022-09-14 12:00:00,ERG/USDT,4.308,4.3173,4.2752,4.3004,3526.5603,15145.40112909
1663153200,2022-09-14 11:00:00,ERG/USDT,4.3203,4.341,4.2978,4.3033,4761.3275,20587.68514345
1663149600,2022-09-14 10:00:00,ERG/USDT,4.2912,4.325,4.2789,4.3203,5783.4184,24869.80492585
1663146000,2022-09-14 09:00:00,ERG/USDT,4.2952,4.3158,4.2834,4.2926,4465.0205,19193.59881928
1663142400,2022-09-14 08:00:00,ERG/USDT,4.2872,4.2954,4.27,4.289,4724.0623,20222.36781236
1663138800,2022-09-14 07:00:00,ERG/USDT,4.1726,4.2976,4.1497,4.2867,9046.6845,38210.03522293
1663135200,2022-09-14 06:00:00,ERG/USDT,4.1314,4.23,4.1217,4.1701,8867.3146,37048.7456287
1663131600,2022-09-14 05:00:00,ERG/USDT,4.2818,4.3092,4.1314,4.1314,10739.7666,45508.2776895
1663128000,2022-09-14 04:00:00,ERG/USDT,4.3598,4.3681,4.2601,4.2931,6600.3043,28420.06247163
1663124400,2022-09-14 03:00:00,ERG/USDT,4.379,4.3924,4.289,4.3598,12048.1594,52345.93922435
1663120800,2022-09-14 02:00:00,ERG/USDT,4.0987,4.3946,4.0955,4.3811,18201.233,76626.75574744
1663117200,2022-09-14 01:00:00,ERG/USDT,4.0624,4.099,4.0562,4.099,5852.9168,23903.60045587
1663113600,2022-09-14 00:00:00,ERG/USDT,4.0199,4.0662,4.0146,4.0624,5727.214,23133.79671647
1663110000,2022-09-13 23:00:00,ERG/USDT,4.066,4.07,4.0086,4.019,10953.7513,44086.61696487
1663106400,2022-09-13 22:00:00,ERG/USDT,4.0599,4.0954,4.043,4.0674,3669.961,14927.94949386
1663102800,2022-09-13 21:00:00,ERG/USDT,4.0866,4.1348,4.035,4.0582,7746.6981,31589.37325541
1663099200,2022-09-13 20:00:00,ERG/USDT,4.1412,4.1517,4.0775,4.0837,4847.2777,19935.60426492
1663095600,2022-09-13 19:00:00,ERG/USDT,4.0931,4.152,4.0553,4.1492,7383.6199,30285.00815026
1663092000,2022-09-13 18:00:00,ERG/USDT,4.1852,4.197,4.0887,4.0946,10853.9363,45177.09359314
1663088400,2022-09-13 17:00:00,ERG/USDT,4.0903,4.292,4.0886,4.1894,23749.5721,99389.84729933
1663084800,2022-09-13 16:00:00,ERG/USDT,4.049,4.12,4.0215,4.0903,15160.4258,61840.70618413
1663081200,2022-09-13 15:00:00,ERG/USDT,4.108,4.108,4.0101,4.0491,15586.665,63115.58732763
1663077600,2022-09-13 14:00:00,ERG/USDT,4.1772,4.1789,4.1,4.1081,8937.7686,36866.08287517
1663074000,2022-09-13 13:00:00,ERG/USDT,4.1219,4.2279,4.0799,4.1865,20171.544,83699.47207571
1663070400,2022-09-13 12:00:00,ERG/USDT,4.4749,4.5252,4.05,4.1297,42225.5364,178432.91608062
1663066800,2022-09-13 11:00:00,ERG/USDT,4.5081,4.51,4.4651,4.4726,6726.739,30133.29801447
1663063200,2022-09-13 10:00:00,ERG/USDT,4.5078,4.532,4.473,4.508,7579.0228,34047.00761936
1663059600,2022-09-13 09:00:00,ERG/USDT,4.4916,4.5229,4.475,4.5038,3764.7359,16877.4028094
1663056000,2022-09-13 08:00:00,ERG/USDT,4.5036,4.508,4.4656,4.4913,3662.3084,16406.20819946
1663052400,2022-09-13 07:00:00,ERG/USDT,4.498,4.5319,4.4898,4.4978,2398.8177,10811.85832649
1663048800,2022-09-13 06:00:00,ERG/USDT,4.5082,4.5526,4.498,4.498,5921.5688,26706.32949908
1663045200,2022-09-13 05:00:00,ERG/USDT,4.4888,4.5271,4.471,4.5084,1999.5202,9004.41916308
1663041600,2022-09-13 04:00:00,ERG/USDT,4.4793,4.4969,4.4683,4.4872,2400.8056,10773.72796513
1663038000,2022-09-13 03:00:00,ERG/USDT,4.4921,4.5008,4.4652,4.4692,1469.3205,6587.76841566
1663034400,2022-09-13 02:00:00,ERG/USDT,4.515,4.5499,4.401,4.4894,10154.2792,45391.12251968
1663030800,2022-09-13 01:00:00,ERG/USDT,4.5111,4.53,4.492,4.5121,2826.3237,12753.71487899
1663027200,2022-09-13 00:00:00,ERG/USDT,4.5301,4.55,4.4662,4.5111,13021.4179,58970.47954931
1663023600,2022-09-12 23:00:00,ERG/USDT,4.4432,4.5399,4.4432,4.5301,7738.2227,34937.7120106
1663020000,2022-09-12 22:00:00,ERG/USDT,4.49,4.4952,4.4001,4.441,8736.0136,38822.60331121
1663016400,2022-09-12 21:00:00,ERG/USDT,4.5383,4.54,4.49,4.49,11130.9107,50344.95948184
1663012800,2022-09-12 20:00:00,ERG/USDT,4.504,4.54,4.491,4.5336,13993.451,63203.1910822
1663009200,2022-09-12 19:00:00,ERG/USDT,4.5152,4.54,4.4908,4.5098,10349.6589,46756.86200486
1663005600,2022-09-12 18:00:00,ERG/USDT,4.4454,4.54,4.438,4.5177,9031.58,40480.56521806
1663002000,2022-09-12 17:00:00,ERG/USDT,4.4417,4.46,4.4226,4.4448,6010.2,26672.94122548
1662998400,2022-09-12 16:00:00,ERG/USDT,4.496,4.5021,4.34,4.4418,13652.5052,60161.27734473
1662994800,2022-09-12 15:00:00,ERG/USDT,4.5366,4.5399,4.492,4.496,8704.1864,39387.91127625
1662991200,2022-09-12 14:00:00,ERG/USDT,4.5003,4.54,4.46,4.5292,12082.5776,54620.06977824
1662987600,2022-09-12 13:00:00,ERG/USDT,4.4315,4.523,4.4291,4.5076,9887.3185,44277.38379904
1662984000,2022-09-12 12:00:00,ERG/USDT,4.4514,4.54,4.3928,4.4325,13507.6947,60141.69731072
1662980400,2022-09-12 11:00:00,ERG/USDT,4.3804,4.493,4.3804,4.4514,12392.0734,55046.62370387
1662976800,2022-09-12 10:00:00,ERG/USDT,4.4011,4.4072,4.3375,4.3762,9247.9737,40400.11375687
1662973200,2022-09-12 09:00:00,ERG/USDT,4.4242,4.4729,4.4,4.401,10879.8517,48350.93352501
1662969600,2022-09-12 08:00:00,ERG/USDT,4.3703,4.43,4.3703,4.4214,8363.8534,36914.00421774
1662966000,2022-09-12 07:00:00,ERG/USDT,4.3015,4.4,4.3015,4.367,7600.3158,33081.96377185
1662962400,2022-09-12 06:00:00,ERG/USDT,4.218,4.31,4.1875,4.301,7666.231,32486.55122729
1662958800,2022-09-12 05:00:00,ERG/USDT,4.2071,4.284,4.189,4.2179,3643.3175,15404.37030496
1662955200,2022-09-12 04:00:00,ERG/USDT,4.2432,4.251,4.158,4.2071,9285.7455,39159.80830266
1662951600,2022-09-12 03:00:00,ERG/USDT,4.2617,4.2662,4.2405,4.2488,1048.8631,4464.14498458
1662948000,2022-09-12 02:00:00,ERG/USDT,4.2776,4.2908,4.2414,4.2627,4535.8236,19362.78935284
1662944400,2022-09-12 01:00:00,ERG/USDT,4.2407,4.2949,4.239,4.2716,2997.1384,12787.11491911
1662940800,2022-09-12 00:00:00,ERG/USDT,4.1988,4.266,4.1988,4.2469,5354.5455,22715.1068926
1662937200,2022-09-11 23:00:00,ERG/USDT,4.2245,4.2334,4.151,4.1988,6957.5834,29151.50573365
1662933600,2022-09-11 22:00:00,ERG/USDT,4.2805,4.2828,4.2225,4.2359,1977.9294,8408.93088578
1662930000,2022-09-11 21:00:00,ERG/USDT,4.2603,4.3408,4.2509,4.2699,13033.8808,56031.47421131
1662926400,2022-09-11 20:00:00,ERG/USDT,4.1955,4.4451,4.1801,4.2603,17788.2182,75765.10737597
1662922800,2022-09-11 19:00:00,ERG/USDT,4.1992,4.22,4.1831,4.1955,6171.6175,25972.31405045
1662919200,2022-09-11 18:00:00,ERG/USDT,4.0924,4.2056,4.0502,4.1985,22939.272,94869.06427574
1662915600,2022-09-11 17:00:00,ERG/USDT,4.1348,4.1832,4.0809,4.0923,21641.2001,89276.07714571
1662912000,2022-09-11 16:00:00,ERG/USDT,4.2324,4.2681,4.1229,4.1348,22761.2136,95576.37691336
1662908400,2022-09-11 15:00:00,ERG/USDT,4.3545,4.358,4.05,4.216,66774.04507937,278635.821193469386
1662904800,2022-09-11 14:00:00,ERG/USDT,4.3447,4.3778,4.32,4.3599,15348.1779,66740.51808302
1662901200,2022-09-11 13:00:00,ERG/USDT,4.4444,4.4534,4.3374,4.3477,19349.9117,85248.9174119
1662897600,2022-09-11 12:00:00,ERG/USDT,4.4831,4.4911,4.426,4.4456,12489.1697,55646.01960972
1662894000,2022-09-11 11:00:00,ERG/USDT,4.4446,4.5424,4.406,4.4813,15636.3119,69807.63270305
1662890400,2022-09-11 10:00:00,ERG/USDT,4.5202,4.532,4.4108,4.4444,26612.6097,119274.65359732
1662886800,2022-09-11 09:00:00,ERG/USDT,4.5131,4.5288,4.513,4.5202,2789.4235,12606.84789141
1662883200,2022-09-11 08:00:00,ERG/USDT,4.4588,4.5363,4.4394,4.513,16113.3534,72026.30606708
1662879600,2022-09-11 07:00:00,ERG/USDT,4.4491,4.4624,4.4491,4.4606,1466.5246,6539.4718767
1662876000,2022-09-11 06:00:00,ERG/USDT,4.5027,4.5068,4.4303,4.4522,9371.867,41892.76600101
1662872400,2022-09-11 05:00:00,ERG/USDT,4.502,4.51,4.4911,4.5019,3530.7967,15894.00748274
1662868800,2022-09-11 04:00:00,ERG/USDT,4.5378,4.548,4.501,4.501,6825.9313,30875.45026218
1662865200,2022-09-11 03:00:00,ERG/USDT,4.5413,4.549,4.5057,4.5428,7466.4664,33828.59267354
1662861600,2022-09-11 02:00:00,ERG/USDT,4.5569,4.5569,4.529,4.5413,1284.0144,5825.79108707
1662858000,2022-09-11 01:00:00,ERG/USDT,4.5501,4.557,4.5446,4.5535,2038.0901,9274.53756347
1662854400,2022-09-11 00:00:00,ERG/USDT,4.5577,4.599,4.55,4.5515,5917.2232,27041.39393248
1662850800,2022-09-10 23:00:00,ERG/USDT,4.5568,4.5586,4.5349,4.5578,5681.5838,25849.82443001
1662847200,2022-09-10 22:00:00,ERG/USDT,4.5307,4.5561,4.5175,4.5561,3773.9336,17109.30839002
1662843600,2022-09-10 21:00:00,ERG/USDT,4.5484,4.5699,4.5058,4.5398,7552.8499,34299.92865615
1662840000,2022-09-10 20:00:00,ERG/USDT,4.5963,4.6035,4.53,4.5474,4802.9308,21918.76757661
1662836400,2022-09-10 19:00:00,ERG/USDT,4.544,4.6075,4.536,4.5955,6133.7088,28091.4803014
1662832800,2022-09-10 18:00:00,ERG/USDT,4.5377,4.649,4.5149,4.539,17276.1754,79220.15513364
1662829200,2022-09-10 17:00:00,ERG/USDT,4.43,4.5453,4.4164,4.5321,7908.5709,35463.0246484
1662825600,2022-09-10 16:00:00,ERG/USDT,4.46,4.7361,4.41,4.4298,48314.3912,218132.7313734
1662822000,2022-09-10 15:00:00,ERG/USDT,4.4874,4.4913,4.368,4.4602,25081.7298,111228.98243717
1662818400,2022-09-10 14:00:00,ERG/USDT,4.5706,4.5753,4.4875,4.4884,16638.5121,75206.38395299
1662814800,2022-09-10 13:00:00,ERG/USDT,4.5947,4.6194,4.5514,4.5679,11942.3169,54892.90512156
1662811200,2022-09-10 12:00:00,ERG/USDT,4.6894,4.6894,4.5,4.5947,35758.7652,163205.85648377
1662807600,2022-09-10 11:00:00,ERG/USDT,4.7229,4.7325,4.6795,4.6938,3387.1419,15945.44606227
1662804000,2022-09-10 10:00:00,ERG/USDT,4.7128,4.7915,4.708,4.7279,5285.0932,24983.75802145
1662800400,2022-09-10 09:00:00,ERG/USDT,4.6858,4.7128,4.678,4.7127,4804.8801,22599.4079363
