https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume LINK
1663545600000,2022-09-19 00:00:00,LINK/BTC,0.00039052,0.0004004,0.00038381,0.00039829,0.002827859,7.1
1663459200000,2022-09-18 00:00:00,LINK/BTC,0.00040265,0.00040655,0.00038266,0.00038774,0.055521440648302806,143.19245022
1663372800000,2022-09-17 00:00:00,LINK/BTC,0.00038753,0.00040638,0.0003836,0.00040247,0.0754904254617563,187.56783229
1663286400000,2022-09-16 00:00:00,LINK/BTC,0.00038073,0.00039445,0.0003728,0.00038637,0.0568465505277507,147.12982511
1663200000000,2022-09-15 00:00:00,LINK/BTC,0.00035674,0.00038404,0.00034235,0.00038404,0.0524623819313772,136.60655643
1663113600000,2022-09-14 00:00:00,LINK/BTC,0.00032023,0.00037202,0.0003124,0.00036851,0.0438671099731848,119.03913048
1663027200000,2022-09-13 00:00:00,LINK/BTC,0.00034641,0.00036835,0.00034015,0.00034902,0.0428545165304214,122.78527457
1662940800000,2022-09-12 00:00:00,LINK/BTC,0.00036784,0.00037307,0.00034547,0.00034634,0.04398518,127.0
1662854400000,2022-09-11 00:00:00,LINK/BTC,0.00036675,0.00037462,0.00036181,0.00036832,0.049900903840265604,135.48247133
1662768000000,2022-09-10 00:00:00,LINK/BTC,0.00036292,0.00037607,0.0003565,0.00036483,0.0574195263825384,157.38707448
1662681600000,2022-09-09 00:00:00,LINK/BTC,0.00038334,0.0003954,0.00035973,0.00036224,0.0659136696906112,181.96132313
1662595200000,2022-09-08 00:00:00,LINK/BTC,0.00036723,0.00038762,0.00036333,0.00038336,0.0869394505315776,226.78279041
1662508800000,2022-09-07 00:00:00,LINK/BTC,0.00035332,0.00036898,0.00035013,0.00036738,0.0556658573685552,151.52119704
1662422400000,2022-09-06 00:00:00,LINK/BTC,0.00037252,0.00037476,0.00035198,0.00035399,0.0665318108336427,187.94827773
1662336000000,2022-09-05 00:00:00,LINK/BTC,0.00036074,0.00037281,0.00034513,0.00037197,0.0534162540834657,143.60366181
1662249600000,2022-09-04 00:00:00,LINK/BTC,0.00034567,0.00036626,0.00034563,0.00035743,0.0491051891230325,137.38407275
1662163200000,2022-09-03 00:00:00,LINK/BTC,0.0003462,0.0003498,0.00032997,0.00034558,0.045029074,130.3
1662076800000,2022-09-02 00:00:00,LINK/BTC,0.00034324,0.00035411,0.00032961,0.00034683,0.0671778012720738,193.69086086
1661990400000,2022-09-01 00:00:00,LINK/BTC,0.00032204,0.0003448,0.00032135,0.00034317,0.051413894715284104,149.82048173
1661904000000,2022-08-31 00:00:00,LINK/BTC,0.00033104,0.00033996,0.00032043,0.00032088,0.0428905211174496,133.66529892
1661817600000,2022-08-30 00:00:00,LINK/BTC,0.00033031,0.00033369,0.00032581,0.00033123,0.0472153984517058,142.54565846
1661731200000,2022-08-29 00:00:00,LINK/BTC,0.00031838,0.00033108,0.00031693,0.00033045,0.047931127084887,145.04804686
1661644800000,2022-08-28 00:00:00,LINK/BTC,0.00032604,0.00032887,0.00031923,0.00031925,0.043769174999999994,137.1
1661558400000,2022-08-27 00:00:00,LINK/BTC,0.00032071,0.0003269,0.00031986,0.0003256,0.04306067754164,132.25023815
1661472000000,2022-08-26 00:00:00,LINK/BTC,0.00033079,0.00033097,0.00031789,0.00032061,0.046327361092519496,144.49755495
1661385600000,2022-08-25 00:00:00,LINK/BTC,0.00033329,0.00033933,0.00032664,0.00033067,0.063474241669257,191.9564571
1661299200000,2022-08-24 00:00:00,LINK/BTC,0.00033629,0.00033784,0.00033008,0.00033339,0.04587346383,137.597
1661212800000,2022-08-23 00:00:00,LINK/BTC,0.00032932,0.00033982,0.00032359,0.00033615,0.04470795,133.0
