https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FKX,Volume USDT
1659139200,2022-07-30 00:00:00,FKX/USDT,0.01943,0.02001,0.01825,0.01884,3447230.6493,65605.130223301
1659052800,2022-07-29 00:00:00,FKX/USDT,0.02005,0.02241,0.01878,0.01948,6911768.243,138486.684501333
1658966400,2022-07-28 00:00:00,FKX/USDT,0.01879,0.02012,0.0186,0.02008,4534582.984,88403.136176804
1658880000,2022-07-27 00:00:00,FKX/USDT,0.01766,0.0197,0.01735,0.01882,6680289.8898,123172.861355485
1658793600,2022-07-26 00:00:00,FKX/USDT,0.01695,0.0187,0.01657,0.01766,9092700.4612,158533.13044677
1658707200,2022-07-25 00:00:00,FKX/USDT,0.01751,0.01783,0.016,0.01695,8344347.9093,140094.230978643
1658620800,2022-07-24 00:00:00,FKX/USDT,0.01564,0.0239,0.01558,0.01758,12020442.9226,218896.391136556
1658534400,2022-07-23 00:00:00,FKX/USDT,0.01543,0.01608,0.01501,0.01563,7813563.5703,120547.743877872
1658448000,2022-07-22 00:00:00,FKX/USDT,0.01632,0.0178,0.01543,0.01543,5672230.5858,93315.384514765
1658361600,2022-07-21 00:00:00,FKX/USDT,0.01632,0.01702,0.016,0.01633,4195276.0694,69248.335434808
1658275200,2022-07-20 00:00:00,FKX/USDT,0.01946,0.02077,0.01629,0.01632,6445630.8658438,116558.8578397509151
1658188800,2022-07-19 00:00:00,FKX/USDT,0.01686,0.02,0.0165,0.01945,5214708.85331103,96049.5264706856228
1658102400,2022-07-18 00:00:00,FKX/USDT,0.01652,0.01858,0.0165,0.01685,3982183.96683714,68918.3865060328188
1658016000,2022-07-17 00:00:00,FKX/USDT,0.01653,0.0183,0.01591,0.01652,2456530.31001676,40824.2931917344037
1657929600,2022-07-16 00:00:00,FKX/USDT,0.01408,0.01993,0.01377,0.01657,11498116.54871629,197806.7955976813812
1657843200,2022-07-15 00:00:00,FKX/USDT,0.01385,0.015,0.01348,0.01407,2140526.78388717,30290.6575006461119
1657756800,2022-07-14 00:00:00,FKX/USDT,0.01402,0.01464,0.01326,0.01358,1157594.57482318,15967.9810531082245
1657670400,2022-07-13 00:00:00,FKX/USDT,0.01358,0.01462,0.0131,0.01402,2291612.04972928,31441.7514305098213
1657584000,2022-07-12 00:00:00,FKX/USDT,0.01367,0.01431,0.01294,0.01359,2243132.28807871,30650.0757181631296
1657497600,2022-07-11 00:00:00,FKX/USDT,0.01396,0.01401,0.01331,0.01363,628546.5526034,8537.4094778999643
1657411200,2022-07-10 00:00:00,FKX/USDT,0.0133,0.0198,0.01292,0.01371,6771339.60455446,103767.1904912552824
1657324800,2022-07-09 00:00:00,FKX/USDT,0.01504,0.01529,0.01292,0.01335,4128445.58426722,58202.9670799200364
1657238400,2022-07-08 00:00:00,FKX/USDT,0.01596,0.01597,0.01456,0.01499,1243212.0752474,18676.9353220247718
1657152000,2022-07-07 00:00:00,FKX/USDT,0.01615,0.0173,0.01519,0.01574,1686366.78528965,27054.329042294204
1657065600,2022-07-06 00:00:00,FKX/USDT,0.01422,0.0165,0.0139,0.01613,2171738.39746493,32115.3994986717502
1656979200,2022-07-05 00:00:00,FKX/USDT,0.01438,0.01516,0.01387,0.01422,1969028.2030105,28609.7081195351251
1656892800,2022-07-04 00:00:00,FKX/USDT,0.01455,0.01489,0.01372,0.01436,2073359.88372196,29611.5614256630854
1656806400,2022-07-03 00:00:00,FKX/USDT,0.01654,0.01674,0.01408,0.01452,3915277.78111947,59784.7279979888462
1656720000,2022-07-02 00:00:00,FKX/USDT,0.01752,0.01768,0.01615,0.01657,1846740.92046004,30936.5298602294965
1656633600,2022-07-01 00:00:00,FKX/USDT,0.01651,0.01827,0.01627,0.0175,2121409.20364168,37124.7532914229334
1656547200,2022-06-30 00:00:00,FKX/USDT,0.01823,0.01849,0.016,0.0165,1187875.36865983,20435.881615569715
1656460800,2022-06-29 00:00:00,FKX/USDT,0.01764,0.0185,0.01693,0.01823,1239891.11817556,21837.6784322145444
1656374400,2022-06-28 00:00:00,FKX/USDT,0.01949,0.01965,0.01755,0.01765,782356.15527577,14973.4227653193895
1656288000,2022-06-27 00:00:00,FKX/USDT,0.01874,0.024,0.01736,0.01949,6566944.45389845,133343.7642312454692
1656201600,2022-06-26 00:00:00,FKX/USDT,0.01915,0.01938,0.01855,0.01875,1103021.15134309,20717.6839527747903
1656115200,2022-06-25 00:00:00,FKX/USDT,0.01894,0.01981,0.01848,0.01902,2039135.38606889,38945.3229684988475
1656028800,2022-06-24 00:00:00,FKX/USDT,0.01822,0.01939,0.01798,0.01894,2088665.32403024,38972.6705857781217
1655942400,2022-06-23 00:00:00,FKX/USDT,0.01762,0.01852,0.01714,0.01824,2826817.39544348,50540.0496710875404
1655856000,2022-06-22 00:00:00,FKX/USDT,0.0184,0.01852,0.01751,0.01763,2898911.89939554,52072.042611720213
1655769600,2022-06-21 00:00:00,FKX/USDT,0.01815,0.01956,0.01786,0.0184,3397718.46584481,63912.9210695563921
1655683200,2022-06-20 00:00:00,FKX/USDT,0.01821,0.01873,0.01743,0.01815,1630448.77306705,29340.5321493008253
1655596800,2022-06-19 00:00:00,FKX/USDT,0.01723,0.01889,0.01637,0.01823,3737508.73473398,65771.3578567630662
1655510400,2022-06-18 00:00:00,FKX/USDT,0.01808,0.01841,0.01567,0.0172,3777234.54965648,64508.7350538129636
1655424000,2022-06-17 00:00:00,FKX/USDT,0.01741,0.01921,0.01696,0.01808,3069665.3538019,54201.3547408287524
1655337600,2022-06-16 00:00:00,FKX/USDT,0.01916,0.01989,0.01723,0.0174,2628647.07524283,48227.3854597014166
1655251200,2022-06-15 00:00:00,FKX/USDT,0.01812,0.01999,0.01589,0.01915,2552436.98901456,45114.063003945017
1655164800,2022-06-14 00:00:00,FKX/USDT,0.01751,0.01896,0.017,0.01816,3216819.50771232,57982.7497860018909
1655078400,2022-06-13 00:00:00,FKX/USDT,0.02076,0.02154,0.01748,0.01751,4733185.4919795,91015.4700368538472
1654992000,2022-06-12 00:00:00,FKX/USDT,0.02157,0.0218,0.0199,0.02075,3134727.17921223,65323.0404703689202
1654905600,2022-06-11 00:00:00,FKX/USDT,0.02428,0.02483,0.02115,0.02156,1528859.64550751,35458.9724559513587
1654819200,2022-06-10 00:00:00,FKX/USDT,0.02621,0.02633,0.02425,0.02428,2749484.92670065,69745.9551006357135
1654732800,2022-06-09 00:00:00,FKX/USDT,0.02557,0.0275,0.02556,0.02631,2450241.40402925,64572.1742259578263
1654646400,2022-06-08 00:00:00,FKX/USDT,0.02732,0.02738,0.02556,0.02572,2524451.59809398,65699.8028015265469
1654560000,2022-06-07 00:00:00,FKX/USDT,0.02864,0.02866,0.02636,0.02733,2082469.1663346,56809.6794314348729
1654473600,2022-06-06 00:00:00,FKX/USDT,0.02978,0.03079,0.02806,0.02861,3267456.56007192,96970.3774956511446
1654387200,2022-06-05 00:00:00,FKX/USDT,0.02832,0.0302,0.028,0.02979,3355296.95796502,96169.1204095108185
1654300800,2022-06-04 00:00:00,FKX/USDT,0.02762,0.02995,0.0275,0.02832,1428294.92726179,40393.189010771478
1654214400,2022-06-03 00:00:00,FKX/USDT,0.02837,0.02851,0.02701,0.02783,3091763.44659015,85909.2245185352841
1654128000,2022-06-02 00:00:00,FKX/USDT,0.02698,0.02851,0.02671,0.02835,2404509.82068939,66160.9255998977046
1654041600,2022-06-01 00:00:00,FKX/USDT,0.02828,0.02925,0.02644,0.02698,1050267.65265863,29526.9451545283106
1653955200,2022-05-31 00:00:00,FKX/USDT,0.02768,0.02988,0.02686,0.02847,2273796.45240277,64573.033500734726
1653868800,2022-05-30 00:00:00,FKX/USDT,0.02609,0.02957,0.02413,0.02768,2559774.96339671,68456.1530266527055
1653782400,2022-05-29 00:00:00,FKX/USDT,0.0259,0.02637,0.02376,0.02609,1138655.53171186,28559.7976272522111
1653696000,2022-05-28 00:00:00,FKX/USDT,0.025,0.02737,0.02474,0.02579,1614826.6040756,41674.2124949777398
1653609600,2022-05-27 00:00:00,FKX/USDT,0.02571,0.02676,0.0246,0.02512,3070542.04268826,78462.4349157205417
1653523200,2022-05-26 00:00:00,FKX/USDT,0.02634,0.02783,0.025,0.02568,1532841.65787487,39753.0515278253359
1653436800,2022-05-25 00:00:00,FKX/USDT,0.02765,0.02775,0.02583,0.02634,1942959.40769361,51848.0259520849558
1653350400,2022-05-24 00:00:00,FKX/USDT,0.02609,0.03149,0.02571,0.02763,3360700.13431119,92379.1209623151152
1653264000,2022-05-23 00:00:00,FKX/USDT,0.02803,0.02894,0.0258,0.0261,3031282.32056449,84025.8063694867294
1653177600,2022-05-22 00:00:00,FKX/USDT,0.02525,0.0325,0.02524,0.02831,3596920.26982687,102039.2276603393628
1653091200,2022-05-21 00:00:00,FKX/USDT,0.02476,0.02764,0.02475,0.02525,1963625.2474975,50263.6811385325647
1653004800,2022-05-20 00:00:00,FKX/USDT,0.02999,0.02999,0.02423,0.02475,524138.49768671,14125.7325063471075
1652918400,2022-05-19 00:00:00,FKX/USDT,0.0257,0.02988,0.02527,0.02973,891150.55744068,23938.2942067736806
1652832000,2022-05-18 00:00:00,FKX/USDT,0.0297,0.0324,0.02525,0.02546,1948761.70892479,57530.4058937384092
1652745600,2022-05-17 00:00:00,FKX/USDT,0.02326,0.0301,0.02326,0.0295,1981219.57255843,52958.8808334553105
1652659200,2022-05-16 00:00:00,FKX/USDT,0.02501,0.02537,0.02222,0.02345,1189283.1515393,28473.1461782705468
1652572800,2022-05-15 00:00:00,FKX/USDT,0.01905,0.03,0.01852,0.02542,4449540.87683094,105899.6585781250581
1652486400,2022-05-14 00:00:00,FKX/USDT,0.01552,0.02699,0.0155,0.01905,5823813.85629518,109819.6358208167021
1652400000,2022-05-13 00:00:00,FKX/USDT,0.01219,0.02045,0.01166,0.01589,8183526.00074319,124208.8822619995586
1652313600,2022-05-12 00:00:00,FKX/USDT,0.01175,0.01624,0.01047,0.01219,6988016.86704201,85122.6624124697606
1652227200,2022-05-11 00:00:00,FKX/USDT,0.02104,0.02206,0.01092,0.01189,9121838.52871408,144990.0813486068809
1652140800,2022-05-10 00:00:00,FKX/USDT,0.01993,0.02589,0.01826,0.021,5218044.59220465,109299.5239971540691
1652054400,2022-05-09 00:00:00,FKX/USDT,0.02609,0.02697,0.01925,0.01947,7681278.99142293,185278.5705301046111
1651968000,2022-05-08 00:00:00,FKX/USDT,0.02824,0.0286,0.02568,0.02626,5325541.36924473,142922.776153195118
1651881600,2022-05-07 00:00:00,FKX/USDT,0.02812,0.03376,0.02716,0.02825,5092072.11303123,148353.1058118338654
1651795200,2022-05-06 00:00:00,FKX/USDT,0.02957,0.02958,0.02645,0.02828,3307166.73452958,92311.4291187733157
1651708800,2022-05-05 00:00:00,FKX/USDT,0.03356,0.03459,0.0285,0.02958,5953691.83621816,183312.9607727608182
1651622400,2022-05-04 00:00:00,FKX/USDT,0.03542,0.03622,0.02923,0.03356,9167240.31025698,297321.2627836576313
1651536000,2022-05-03 00:00:00,FKX/USDT,0.0364,0.042,0.03503,0.03579,5445872.29663728,205679.7255222492826
1651449600,2022-05-02 00:00:00,FKX/USDT,0.03651,0.03898,0.03625,0.0364,2502993.70087592,93204.2186440578714
1651363200,2022-05-01 00:00:00,FKX/USDT,0.03578,0.03769,0.03511,0.03649,5623809.44934236,203117.7166811552952
1651276800,2022-04-30 00:00:00,FKX/USDT,0.0386,0.03913,0.03562,0.03585,3202860.85809435,121010.3835372378013
1651190400,2022-04-29 00:00:00,FKX/USDT,0.04226,0.04279,0.03829,0.03884,5182812.83504441,206891.3473264621363
1651104000,2022-04-28 00:00:00,FKX/USDT,0.04109,0.04291,0.04051,0.04227,4889404.80600288,202702.9797599106602
1651017600,2022-04-27 00:00:00,FKX/USDT,0.0413,0.04309,0.0405,0.04106,4528372.80132136,187419.9617795222269
1650931200,2022-04-26 00:00:00,FKX/USDT,0.04368,0.04412,0.03982,0.04112,4190833.80214962,174298.3272346459396
1650844800,2022-04-25 00:00:00,FKX/USDT,0.04056,0.04521,0.03951,0.04381,4827440.08997403,201136.0912082913251
1650758400,2022-04-24 00:00:00,FKX/USDT,0.04114,0.04899,0.04003,0.04056,6492896.68641762,287236.7950062564641
1650672000,2022-04-23 00:00:00,FKX/USDT,0.03954,0.0528,0.0391,0.04098,11001139.34540361,470000.2827785209222
1650585600,2022-04-22 00:00:00,FKX/USDT,0.03936,0.0425,0.03893,0.03952,4453126.56286593,180313.7730452082933
1650499200,2022-04-21 00:00:00,FKX/USDT,0.04144,0.04494,0.03874,0.03936,5905279.54151744,244684.3336634270371
1650412800,2022-04-20 00:00:00,FKX/USDT,0.0409,0.04387,0.04089,0.04144,4947533.52008851,208850.5990844319698
1650326400,2022-04-19 00:00:00,FKX/USDT,0.0446,0.04647,0.0409,0.0409,5998638.37815364,257151.6965051083015
1650240000,2022-04-18 00:00:00,FKX/USDT,0.04801,0.04867,0.03705,0.04459,10190302.55332092,443601.3705567477384
1650153600,2022-04-17 00:00:00,FKX/USDT,0.04978,0.04987,0.0475,0.04824,2561281.18610152,123923.7910179742264
1650067200,2022-04-16 00:00:00,FKX/USDT,0.04989,0.05049,0.04588,0.04978,4885117.63163838,235046.6138570252148
1649980800,2022-04-15 00:00:00,FKX/USDT,0.05097,0.05403,0.04976,0.05001,3133244.2805721,160328.9570343264558
1649894400,2022-04-14 00:00:00,FKX/USDT,0.05445,0.0549,0.05,0.05096,3054464.77348778,161586.6900482360101
1649808000,2022-04-13 00:00:00,FKX/USDT,0.05397,0.05852,0.04944,0.05445,3771539.06282281,198114.5875676776301
1649721600,2022-04-12 00:00:00,FKX/USDT,0.0539,0.05619,0.05155,0.05397,4976660.31283864,267216.4323316931168
1649635200,2022-04-11 00:00:00,FKX/USDT,0.06662,0.071,0.05398,0.05401,5173633.77522284,319129.2889575948808
1649548800,2022-04-10 00:00:00,FKX/USDT,0.06339,0.06993,0.06315,0.06614,2829042.04771774,188815.6074110834999
1649462400,2022-04-09 00:00:00,FKX/USDT,0.06229,0.06549,0.06186,0.06297,2328284.70147515,148284.1918161266134
1649376000,2022-04-08 00:00:00,FKX/USDT,0.06911,0.073,0.06179,0.0622,4614055.53499979,307204.5920884397721
1649289600,2022-04-07 00:00:00,FKX/USDT,0.06801,0.07406,0.06293,0.069,7362648.27939521,495756.8736079190752
1649203200,2022-04-06 00:00:00,FKX/USDT,0.0725,0.0806,0.064,0.068,10668026.17687604,764622.4655486970113
1649116800,2022-04-05 00:00:00,FKX/USDT,0.06448,0.08423,0.06397,0.0725,10828613.09353537,823924.8160356678612
1649030400,2022-04-04 00:00:00,FKX/USDT,0.06429,0.06728,0.062,0.06449,3469743.91299538,222936.9873118296028
1648944000,2022-04-03 00:00:00,FKX/USDT,0.06723,0.06912,0.06101,0.06402,2400600.99840491,156478.7591717003095
1648857600,2022-04-02 00:00:00,FKX/USDT,0.06868,0.077,0.06688,0.06722,4912410.98560088,347370.3688427138921
1648771200,2022-04-01 00:00:00,FKX/USDT,0.07372,0.076,0.05541,0.06868,10200418.68660806,652752.6325424779335
1648684800,2022-03-31 00:00:00,FKX/USDT,0.05326,0.082,0.05191,0.07372,20423179.46374655,1460248.5384584477727
1648598400,2022-03-30 00:00:00,FKX/USDT,0.05466,0.1,0.052,0.05354,28183882.42195658,1758875.2708450510673
1648512000,2022-03-29 00:00:00,FKX/USDT,0.04501,0.0585,0.0447,0.055,9856898.66171416,510851.7407208417989
1648425600,2022-03-28 00:00:00,FKX/USDT,0.0456,0.04748,0.04402,0.04517,2924407.30611529,134291.1653586912162
1648339200,2022-03-27 00:00:00,FKX/USDT,0.0439,0.04613,0.043,0.04561,2765282.94871421,121818.8735969616734
1648252800,2022-03-26 00:00:00,FKX/USDT,0.0457,0.04871,0.04296,0.0439,3293186.41082052,147803.6233490856162
1648166400,2022-03-25 00:00:00,FKX/USDT,0.04068,0.04901,0.04053,0.04579,10688736.51552239,472161.1479501471165
1648080000,2022-03-24 00:00:00,FKX/USDT,0.03943,0.04169,0.03908,0.04069,2769259.89559672,111871.4212871654206
1647993600,2022-03-23 00:00:00,FKX/USDT,0.04003,0.04023,0.038,0.03949,4073877.21931595,159480.1524077763056
1647907200,2022-03-22 00:00:00,FKX/USDT,0.0405,0.04216,0.0385,0.04007,2873351.08470868,114723.284032403825
1647820800,2022-03-21 00:00:00,FKX/USDT,0.04013,0.04074,0.03864,0.04054,5066304.47236011,201647.3248995065654
1647734400,2022-03-20 00:00:00,FKX/USDT,0.04215,0.04252,0.03961,0.04017,5426258.89996238,225584.053872264661
1647648000,2022-03-19 00:00:00,FKX/USDT,0.04086,0.043,0.04061,0.04217,3228633.02638801,135757.0521948040561
1647561600,2022-03-18 00:00:00,FKX/USDT,0.04096,0.0424,0.03992,0.04066,3281398.61358552,134837.1707964753973
1647475200,2022-03-17 00:00:00,FKX/USDT,0.04143,0.04208,0.03992,0.04117,4403136.70374586,180261.4395346181904
1647388800,2022-03-16 00:00:00,FKX/USDT,0.0389,0.04223,0.03866,0.04129,4357564.65948879,177537.07536853536
1647302400,2022-03-15 00:00:00,FKX/USDT,0.03889,0.04048,0.0385,0.03908,2241161.3648281,88196.9496883494899
1647216000,2022-03-14 00:00:00,FKX/USDT,0.03985,0.04071,0.0385,0.0389,2754829.74761994,108615.0771670893603
1647129600,2022-03-13 00:00:00,FKX/USDT,0.04165,0.04217,0.03971,0.03985,2005747.74396666,81648.9784634342732
1647043200,2022-03-12 00:00:00,FKX/USDT,0.04282,0.04363,0.04163,0.04195,2956537.53035919,126365.7585685073452
1646956800,2022-03-11 00:00:00,FKX/USDT,0.04328,0.04512,0.04225,0.04282,4250365.49503434,183355.4901310776532
1646870400,2022-03-10 00:00:00,FKX/USDT,0.0421,0.0446,0.04015,0.04327,5642308.61297867,239265.2427244874811
1646784000,2022-03-09 00:00:00,FKX/USDT,0.03712,0.0451,0.0366,0.04211,6426729.0448886,266522.3895211313074
1646697600,2022-03-08 00:00:00,FKX/USDT,0.03666,0.03816,0.03627,0.03723,5098735.85710881,190004.3411728259906
1646611200,2022-03-07 00:00:00,FKX/USDT,0.03637,0.03973,0.03501,0.03678,5667262.03743842,209894.4417641128738
1646524800,2022-03-06 00:00:00,FKX/USDT,0.0388,0.03913,0.03503,0.03635,1786325.01891087,65492.3315877728357
1646438400,2022-03-05 00:00:00,FKX/USDT,0.03799,0.04032,0.03704,0.03887,2958039.76294549,113293.0062006290417
1646352000,2022-03-04 00:00:00,FKX/USDT,0.04401,0.04414,0.0369,0.038,3419226.76474721,139500.6836291342956
1646265600,2022-03-03 00:00:00,FKX/USDT,0.04173,0.04773,0.04046,0.04364,6512291.57259584,279380.1894387898375
1646179200,2022-03-02 00:00:00,FKX/USDT,0.04459,0.0452,0.04135,0.04172,3631059.84706806,155820.8050865427426
1646092800,2022-03-01 00:00:00,FKX/USDT,0.04304,0.0492,0.04302,0.04453,5043634.07594104,229262.5020390898315
1646006400,2022-02-28 00:00:00,FKX/USDT,0.03901,0.04936,0.038,0.04303,4566686.09439594,186472.4086552326023
1645920000,2022-02-27 00:00:00,FKX/USDT,0.04257,0.04297,0.03858,0.03901,3172198.28320844,129561.8436605014155
1645833600,2022-02-26 00:00:00,FKX/USDT,0.04319,0.04537,0.04154,0.04257,2354795.94522277,101148.3819434956752
1645747200,2022-02-25 00:00:00,FKX/USDT,0.04299,0.04653,0.04052,0.04346,3493577.39216741,149072.1653761247689
1645660800,2022-02-24 00:00:00,FKX/USDT,0.0417,0.04935,0.03298,0.04302,5644301.9749451,218724.8612408343705
1645574400,2022-02-23 00:00:00,FKX/USDT,0.04009,0.04464,0.03996,0.04167,3930395.29633283,164207.982932004416
1645488000,2022-02-22 00:00:00,FKX/USDT,0.04189,0.04259,0.03784,0.04009,3297423.04416593,131834.2743928304601
1645401600,2022-02-21 00:00:00,FKX/USDT,0.04399,0.04869,0.04166,0.0418,4913576.20405535,222257.1045323635517
1645315200,2022-02-20 00:00:00,FKX/USDT,0.05167,0.05222,0.0431,0.04432,6017512.11868962,276911.193244917119
1645228800,2022-02-19 00:00:00,FKX/USDT,0.05362,0.05534,0.05138,0.05171,3075220.0515454,162440.6966177556554
1645142400,2022-02-18 00:00:00,FKX/USDT,0.05828,0.05927,0.05206,0.05384,4352559.51350891,237716.5360809071183
1645056000,2022-02-17 00:00:00,FKX/USDT,0.06302,0.06471,0.05705,0.05839,4804933.20653447,295021.140501744747
1644969600,2022-02-16 00:00:00,FKX/USDT,0.06354,0.06647,0.06184,0.063,3513759.36155762,222896.1913208294982
1644883200,2022-02-15 00:00:00,FKX/USDT,0.05939,0.06824,0.05932,0.06347,3964778.87895965,251964.6480300957854
1644796800,2022-02-14 00:00:00,FKX/USDT,0.05867,0.06016,0.05684,0.0596,4014067.25006395,234363.9375825456428
1644710400,2022-02-13 00:00:00,FKX/USDT,0.05703,0.06189,0.05653,0.05849,3511204.06859741,205782.8967779071869
1644624000,2022-02-12 00:00:00,FKX/USDT,0.06006,0.06369,0.057,0.05702,4502652.1934291,269362.3912932778856
1644537600,2022-02-11 00:00:00,FKX/USDT,0.0609,0.06548,0.058,0.06007,3986679.05352873,247453.6520090512325
1644451200,2022-02-10 00:00:00,FKX/USDT,0.07073,0.073,0.06065,0.06066,4914826.34524424,328747.9475457507031
1644364800,2022-02-09 00:00:00,FKX/USDT,0.07241,0.07414,0.06934,0.0706,3248228.12321892,232595.7466873414274
1644278400,2022-02-08 00:00:00,FKX/USDT,0.07459,0.07702,0.06895,0.07244,5563555.23717292,396796.7139005221491
1644192000,2022-02-07 00:00:00,FKX/USDT,0.06829,0.07989,0.0651,0.07443,4556991.9696341,325589.8942759916482
