https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GBP
1663545600000,2022-09-19 00:00:00,BTC/GBP,16972.57,17046.26,16971.28,17043.46,0.77992433,13292.6091213818
1663542000000,2022-09-18 23:00:00,BTC/GBP,17020.72,17056.46,16972.57,16972.57,0.86596256,14697.6101669792
1663538400000,2022-09-18 22:00:00,BTC/GBP,17059.2,17059.2,16953.92,17020.72,4.28618516,72953.95747651519
1663534800000,2022-09-18 21:00:00,BTC/GBP,17262.73,17262.73,17016.32,17059.2,3.80822109,64965.205218528004
1663531200000,2022-09-18 20:00:00,BTC/GBP,17269.54,17294.95,17239.14,17262.73,3.14538064,54297.8567355472
1663527600000,2022-09-18 19:00:00,BTC/GBP,17225.56,17269.54,17171.48,17269.54,0.41786862,7216.398847834801
1663524000000,2022-09-18 18:00:00,BTC/GBP,17185.9,17237.62,17159.34,17225.56,0.81714798,14075.831558368802
1663520400000,2022-09-18 17:00:00,BTC/GBP,17279.2,17297.19,17185.9,17185.9,0.13177168,2264.6149153120004
1663516800000,2022-09-18 16:00:00,BTC/GBP,17368.56,17379.12,17232.27,17279.2,4.10782473,70979.925074616
1663513200000,2022-09-18 15:00:00,BTC/GBP,17334.37,17393.35,17334.2,17368.56,0.24105743,4186.8204364008
1663509600000,2022-09-18 14:00:00,BTC/GBP,17509.98,17509.98,17334.37,17334.37,0.78474179,13603.004542322298
1663506000000,2022-09-18 13:00:00,BTC/GBP,17440.98,17509.98,17440.98,17509.98,1.82620913,31976.8853421174
1663502400000,2022-09-18 12:00:00,BTC/GBP,17445.47,17445.47,17407.16,17440.98,0.31641276,5518.5486189048
1663498800000,2022-09-18 11:00:00,BTC/GBP,17461.95,17461.95,17442.3,17445.47,0.02283664,398.3959180208
1663495200000,2022-09-18 10:00:00,BTC/GBP,17384.09,17515.6,17332.67,17461.95,0.36564384,6384.854451888
1663491600000,2022-09-18 09:00:00,BTC/GBP,17568.76,17575.7,17384.09,17384.09,0.0474543,824.9498220869999
1663488000000,2022-09-18 08:00:00,BTC/GBP,17564.43,17587.02,17564.43,17568.76,0.33631957,5908.7178086332
1663484400000,2022-09-18 07:00:00,BTC/GBP,17539.0,17564.43,17539.0,17564.43,0.0391,686.769213
1663480800000,2022-09-18 06:00:00,BTC/GBP,17570.11,17593.98,17539.0,17539.0,0.68852944,12076.11784816
1663477200000,2022-09-18 05:00:00,BTC/GBP,17491.95,17573.81,17491.95,17570.11,0.2,3514.0220000000004
1663473600000,2022-09-18 04:00:00,BTC/GBP,17502.2,17502.2,17491.95,17491.95,0.00011411,1.9960064145
1663470000000,2022-09-18 03:00:00,BTC/GBP,17528.41,17528.41,17481.64,17502.2,1.09978824,19248.713734128003
1663466400000,2022-09-18 02:00:00,BTC/GBP,17502.6,17528.41,17502.6,17528.41,0.25132562,4405.3385108642005
1663462800000,2022-09-18 01:00:00,BTC/GBP,17492.55,17533.62,17487.09,17502.6,1.872,32764.8672
1663459200000,2022-09-18 00:00:00,BTC/GBP,17624.97,17624.97,17486.03,17492.55,0.5036335,8809.834180425
1663455600000,2022-09-17 23:00:00,BTC/GBP,17596.41,17624.97,17596.41,17624.97,0.01724208,303.89114273760003
1663452000000,2022-09-17 22:00:00,BTC/GBP,17511.01,17596.41,17511.01,17596.41,0.21757721,3828.5777938161
1663448400000,2022-09-17 21:00:00,BTC/GBP,17568.48,17582.0,17494.06,17511.01,0.01546982,270.89217271819996
1663444800000,2022-09-17 20:00:00,BTC/GBP,17521.1,17589.14,17513.18,17568.48,0.41741072,7333.2718861056
1663441200000,2022-09-17 19:00:00,BTC/GBP,17564.15,17578.04,17507.69,17521.1,0.3187473,5584.80331803
1663437600000,2022-09-17 18:00:00,BTC/GBP,17584.26,17585.8,17539.21,17564.15,0.66874816,11745.992994464
1663434000000,2022-09-17 17:00:00,BTC/GBP,17603.32,17650.87,17574.83,17584.26,5.79816299,101956.4055385374
1663430400000,2022-09-17 16:00:00,BTC/GBP,17484.99,17653.12,17470.0,17603.32,28.37309116,499460.60307865124
1663426800000,2022-09-17 15:00:00,BTC/GBP,17404.74,17496.47,17401.61,17484.99,26.582134,464788.34716866
1663423200000,2022-09-17 14:00:00,BTC/GBP,17400.26,17457.8,17400.26,17404.74,0.49826951,8672.251271477402
1663419600000,2022-09-17 13:00:00,BTC/GBP,17378.65,17400.26,17368.44,17400.26,0.46033917,8010.021246184199
1663416000000,2022-09-17 12:00:00,BTC/GBP,17334.0,17378.65,17320.63,17378.65,1.41194888,24537.765403412002
1663412400000,2022-09-17 11:00:00,BTC/GBP,17383.89,17383.89,17333.99,17334.0,10.45657896,181254.33969264
1663408800000,2022-09-17 10:00:00,BTC/GBP,17388.22,17420.23,17351.97,17383.89,10.96406005,190598.0138625945
1663405200000,2022-09-17 09:00:00,BTC/GBP,17392.76,17410.98,17388.22,17388.22,0.00798634,138.8682369148
1663401600000,2022-09-17 08:00:00,BTC/GBP,17370.57,17403.46,17370.57,17392.76,0.42805458,7445.050576840799
1663398000000,2022-09-17 07:00:00,BTC/GBP,17374.62,17374.62,17343.5,17370.57,6.85629331,119097.7228818867
1663394400000,2022-09-17 06:00:00,BTC/GBP,17389.65,17389.65,17332.65,17374.62,0.04054218,704.4049714715999
1663390800000,2022-09-17 05:00:00,BTC/GBP,17468.46,17468.46,17372.52,17389.65,0.26775476,4656.1615622340005
1663387200000,2022-09-17 04:00:00,BTC/GBP,17430.76,17483.84,17404.39,17468.46,0.90291308,15772.5010214568
1663383600000,2022-09-17 03:00:00,BTC/GBP,17433.86,17433.86,17430.76,17430.76,0.00049948,8.706316004799998
