https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ROOBEE
1663545600000,2022-09-19 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,1.242e-05,414.0
1663459200000,2022-09-18 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.02239648341,746549.447
1663372800000,2022-09-17 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.0009046733999999999,30155.78
1663286400000,2022-09-16 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.001288350882,42945.0294
1663200000000,2022-09-15 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,3e-08,0.0033438381400826994,111461.27133609
1663113600000,2022-09-14 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.015237052730443202,380926.31826108
1663027200000,2022-09-13 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.0008264479668293999,27548.26556098
1662940800000,2022-09-12 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,3e-08,0.00024143062499999997,8047.6875
1662854400000,2022-09-11 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,4e-08,0.00029476000000000003,7369
1662768000000,2022-09-10 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.0020018712176003996,66729.04058668
1662681600000,2022-09-09 00:00:00,ROOBEE/BTC,4e-08,5e-08,3e-08,3e-08,1.06001569015943,35333856.33864767
1662595200000,2022-09-08 00:00:00,ROOBEE/BTC,3e-08,5e-08,3e-08,5e-08,2.1897192213521595,43794384.42704319
1662508800000,2022-09-07 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,3e-08,0.0380054188086942,1266847.29362314
1662422400000,2022-09-06 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.0049365278026374,164550.92675458
1662336000000,2022-09-05 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,3e-08,0.00036023321376929996,12007.77379231
1662249600000,2022-09-04 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,4e-08,0.0006054263899996,15135.65974999
1662163200000,2022-09-03 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,3e-08,0.0017711099999999998,59037
1662076800000,2022-09-02 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.00140465241,35116.31025
1661990400000,2022-09-01 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,4e-08,0.00968013,242003.25
1661904000000,2022-08-31 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,3e-08,0.0126231858171105,420772.86057035
1661817600000,2022-08-30 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.000801162924888,20029.0731222
1661731200000,2022-08-29 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,4e-08,0.001736114,43402.85
1661644800000,2022-08-28 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,3e-08,0.0019458436273379997,64861.4542446
1661558400000,2022-08-27 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.34244817123710725,8561204.28092768
1661472000000,2022-08-26 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.0027959647582664,69899.11895666
1661385600000,2022-08-25 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.008382651447714001,209566.28619285
1661299200000,2022-08-24 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.011632419606458099,387747.32021527
1661212800000,2022-08-23 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,4e-08,0.017773089347542,444327.23368855
1661126400000,2022-08-22 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,1.684e-05,421.0
1661040000000,2022-08-21 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,4e-08,0.0086626209636748,216565.52409187
1660953600000,2022-08-20 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.0433285670598939,1444285.56866313
1660867200000,2022-08-19 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,3e-08,0.1468417002642684,4894723.34214228
1660780800000,2022-08-18 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,3e-08,0.0005994623719448999,19982.07906483
1660694400000,2022-08-17 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.00252616,63154.0
1660608000000,2022-08-16 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.027063020113995202,676575.50284988
1660521600000,2022-08-15 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.0005892272000000001,14730.68
1660435200000,2022-08-14 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.00033408,8352
1660348800000,2022-08-13 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.0015846595341716,39616.48835429
1660262400000,2022-08-12 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.00033924,8481
1660176000000,2022-08-11 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.0218433757211764,546084.39302941
1660089600000,2022-08-10 00:00:00,ROOBEE/BTC,4e-08,4e-08,3e-08,4e-08,0.0019286352525292,48215.88131323
1660003200000,2022-08-09 00:00:00,ROOBEE/BTC,3e-08,4e-08,3e-08,4e-08,8.963000000000001e-05,2240.75
1659916800000,2022-08-08 00:00:00,ROOBEE/BTC,4e-08,5e-08,3e-08,3e-08,0.0666402839931156,2221342.79977052
1659830400000,2022-08-07 00:00:00,ROOBEE/BTC,5e-08,5e-08,3e-08,4e-08,1.661151030295272,41528775.7573818
1659744000000,2022-08-06 00:00:00,ROOBEE/BTC,5e-08,5e-08,3e-08,5e-08,2.7142036485621936,54284072.97124387
1659657600000,2022-08-05 00:00:00,ROOBEE/BTC,4e-08,5e-08,3e-08,5e-08,2.9070517080071037,58141034.16014208
1659571200000,2022-08-04 00:00:00,ROOBEE/BTC,4e-08,5e-08,3e-08,4e-08,2.2291848865021673,55729622.16255418
1659484800000,2022-08-03 00:00:00,ROOBEE/BTC,5e-08,5e-08,3e-08,4e-08,1.0665662687236699,26664156.71809175
1659398400000,2022-08-02 00:00:00,ROOBEE/BTC,4e-08,5e-08,3e-08,5e-08,0.090986652854612,1819733.05709224
1659312000000,2022-08-01 00:00:00,ROOBEE/BTC,5e-08,5e-08,4e-08,4e-08,0.0082103126420048,205257.81605012
1659225600000,2022-07-31 00:00:00,ROOBEE/BTC,4e-08,5e-08,4e-08,5e-08,0.000991593056151,19831.86112302
1659139200000,2022-07-30 00:00:00,ROOBEE/BTC,4e-08,5e-08,4e-08,4e-08,0.0006372880000000001,15932.2
1659052800000,2022-07-29 00:00:00,ROOBEE/BTC,4e-08,5e-08,4e-08,4e-08,0.0389617509213572,974043.77303393
1658966400000,2022-07-28 00:00:00,ROOBEE/BTC,4e-08,5e-08,4e-08,4e-08,0.0046717203142596,116793.00785649
1658880000000,2022-07-27 00:00:00,ROOBEE/BTC,5e-08,5e-08,4e-08,5e-08,0.0007067899999999999,14135.8
1658793600000,2022-07-26 00:00:00,ROOBEE/BTC,5e-08,5e-08,4e-08,5e-08,0.001297902790103,25958.05580206
1658707200000,2022-07-25 00:00:00,ROOBEE/BTC,5e-08,6e-08,4e-08,4e-08,0.5577503835838821,13943759.58959705
1658620800000,2022-07-24 00:00:00,ROOBEE/BTC,6e-08,6e-08,4e-08,5e-08,1.5285165006733343,30570330.01346669
1658534400000,2022-07-23 00:00:00,ROOBEE/BTC,5e-08,6e-08,4e-08,6e-08,3.0670948646052514,51118247.74342086
1658448000000,2022-07-22 00:00:00,ROOBEE/BTC,5e-08,6e-08,4e-08,5e-08,1.5145182374168649,30290364.7483373
1658361600000,2022-07-21 00:00:00,ROOBEE/BTC,4e-08,6e-08,4e-08,5e-08,0.3020887983945385,6041775.96789077
1658275200000,2022-07-20 00:00:00,ROOBEE/BTC,4e-08,5e-08,4e-08,4e-08,0.0038171864068508,95429.66017127
1658188800000,2022-07-19 00:00:00,ROOBEE/BTC,4e-08,5e-08,4e-08,4e-08,0.0037880757551052003,94701.89387763
1658102400000,2022-07-18 00:00:00,ROOBEE/BTC,6e-08,6e-08,4e-08,4e-08,1.8790042908627824,46975107.27156956
1658016000000,2022-07-17 00:00:00,ROOBEE/BTC,5e-08,6e-08,4e-08,6e-08,3.6551606284018017,60919343.8066967
1657929600000,2022-07-16 00:00:00,ROOBEE/BTC,6e-08,6e-08,4e-08,5e-08,0.3780325742729135,7560651.48545827
