https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OXT,Volume BTC
1663459200,2022-09-18 00:00:00,OXT/BTC,0.000005217,0.000005217,0.000005217,0.000005217,12.1281,0.0000632722977
1663372800,2022-09-17 00:00:00,OXT/BTC,0.000005199,0.000005262,0.00000515,0.000005188,669.8358,0.0034933439542
1663286400,2022-09-16 00:00:00,OXT/BTC,0.000005261,0.000005275,0.00000514,0.00000521,13535.1584,0.0705181936611
1663200000,2022-09-15 00:00:00,OXT/BTC,0.000005276,0.000005309,0.0000052,0.000005309,7911.316,0.0418431755583
1663113600,2022-09-14 00:00:00,OXT/BTC,0.000005331,0.000005427,0.000005151,0.000005301,15673.9432,0.0831460193419
1663027200,2022-09-13 00:00:00,OXT/BTC,0.000005124,0.000005381,0.000005004,0.000005345,18616.3048,0.0962352269063
1662940800,2022-09-12 00:00:00,OXT/BTC,0.000005271,0.000005537,0.00000508,0.00000509,18702.1102,0.0989872213996
1662854400,2022-09-11 00:00:00,OXT/BTC,0.000005311,0.000005478,0.00000522,0.000005292,38562.717,0.2061720462692
1662768000,2022-09-10 00:00:00,OXT/BTC,0.000005353,0.000005698,0.00000526,0.00000526,39068.6518,0.2131024569242
1662681600,2022-09-09 00:00:00,OXT/BTC,0.000005752,0.000005784,0.000005275,0.00000535,75873.2603,0.4130084183551
1662595200,2022-09-08 00:00:00,OXT/BTC,0.000005963,0.000006323,0.000005711,0.000005761,83953.6104,0.4946354597776
1662508800,2022-09-07 00:00:00,OXT/BTC,0.00000541,0.00000742,0.00000541,0.000005911,539329.3211,3.4560112777003
1662422400,2022-09-06 00:00:00,OXT/BTC,0.000005262,0.000005929,0.000005217,0.0000054,163813.3272,0.9037290629188
1662336000,2022-09-05 00:00:00,OXT/BTC,0.000005199,0.0000058,0.000005172,0.000005231,133152.8987,0.718952770415
1662249600,2022-09-04 00:00:00,OXT/BTC,0.000005072,0.000005914,0.000005072,0.000005175,315533.1184,1.7689214953167
1662163200,2022-09-03 00:00:00,OXT/BTC,0.000005026,0.000005324,0.000005012,0.0000051,118554.8815,0.6060111583199
1662076800,2022-09-02 00:00:00,OXT/BTC,0.000005059,0.00000512,0.000005001,0.000005058,3128.6808,0.0157768243371
1661990400,2022-09-01 00:00:00,OXT/BTC,0.00000519,0.00000519,0.000005045,0.000005051,121.9961,0.0006246856357
1661904000,2022-08-31 00:00:00,OXT/BTC,0.00000518,0.000005225,0.000005112,0.000005179,9834.2436,0.0508060761399
1661817600,2022-08-30 00:00:00,OXT/BTC,0.000005123,0.000005224,0.00000508,0.00000522,17728.5751,0.0912883528797
1661731200,2022-08-29 00:00:00,OXT/BTC,0.000005162,0.000005224,0.000005017,0.000005157,10731.0927,0.0556592158862
1661644800,2022-08-28 00:00:00,OXT/BTC,0.000005045,0.000005194,0.000005045,0.00000519,1518.9121,0.0077614628591
1661558400,2022-08-27 00:00:00,OXT/BTC,0.000005041,0.000005127,0.00000503,0.000005069,165.0934,0.0008372194287
1661472000,2022-08-26 00:00:00,OXT/BTC,0.00000516,0.00000521,0.000005041,0.00000507,10897.4932,0.0554295839513
1661385600,2022-08-25 00:00:00,OXT/BTC,0.000005194,0.000005217,0.00000514,0.00000516,369.0496,0.0019172334074
1661299200,2022-08-24 00:00:00,OXT/BTC,0.000005175,0.00000528,0.000005162,0.000005162,4816.8244,0.0252849100921
1661212800,2022-08-23 00:00:00,OXT/BTC,0.000005175,0.000005263,0.000005175,0.00000522,1503.4811,0.0078177025577
1661126400,2022-08-22 00:00:00,OXT/BTC,0.000005174,0.000005219,0.000005117,0.000005163,440.0589,0.002276375744
1661040000,2022-08-21 00:00:00,OXT/BTC,0.000005191,0.000005304,0.00000515,0.000005202,1629.197,0.0085704715856
1660953600,2022-08-20 00:00:00,OXT/BTC,0.00000519,0.00000543,0.000005148,0.000005183,24458.8898,0.1288953673127
1660867200,2022-08-19 00:00:00,OXT/BTC,0.00000515,0.00000521,0.000004992,0.000005208,39450.686,0.2035984451777
1660780800,2022-08-18 00:00:00,OXT/BTC,0.000005249,0.000005297,0.000005127,0.000005127,2123.943,0.0111169095455
1660694400,2022-08-17 00:00:00,OXT/BTC,0.00000527,0.000005351,0.00000521,0.000005249,14316.5742,0.0758026570884
1660608000,2022-08-16 00:00:00,OXT/BTC,0.00000521,0.000005346,0.0000052,0.000005322,817.4521,0.0043267724791
1660521600,2022-08-15 00:00:00,OXT/BTC,0.00000527,0.000005314,0.00000517,0.00000521,30590.4257,0.1607544319705
1660435200,2022-08-14 00:00:00,OXT/BTC,0.00000535,0.00000559,0.000005229,0.000005306,30235.989,0.1639853515436
1660348800,2022-08-13 00:00:00,OXT/BTC,0.000005368,0.000005368,0.000005261,0.000005333,9915.9723,0.0525041180812
1660262400,2022-08-12 00:00:00,OXT/BTC,0.000005303,0.000005589,0.00000525,0.000005366,9239.5368,0.0501600520967
1660176000,2022-08-11 00:00:00,OXT/BTC,0.000005325,0.000005549,0.000005133,0.000005287,15256.6281,0.0814224146677
1660089600,2022-08-10 00:00:00,OXT/BTC,0.000005324,0.000005339,0.000005233,0.000005287,41406.542,0.2173209596705
1660003200,2022-08-09 00:00:00,OXT/BTC,0.00000536,0.000005574,0.000005181,0.000005323,15573.5772,0.0836996391894
1659916800,2022-08-08 00:00:00,OXT/BTC,0.000005527,0.000005527,0.00000525,0.000005308,1952.1324,0.0105215892879
1659830400,2022-08-07 00:00:00,OXT/BTC,0.000005265,0.000005698,0.000005261,0.000005458,8601.5297,0.0469063313882
1659744000,2022-08-06 00:00:00,OXT/BTC,0.00000537,0.00000548,0.000005245,0.000005287,877.6994,0.0047072746927
1659657600,2022-08-05 00:00:00,OXT/BTC,0.000005179,0.000005457,0.000005103,0.000005409,92200.3618,0.4927659110069
1659571200,2022-08-04 00:00:00,OXT/BTC,0.000005097,0.000005234,0.000005049,0.000005175,11934.1576,0.0614568013896
1659484800,2022-08-03 00:00:00,OXT/BTC,0.000005021,0.00000519,0.00000502,0.000005071,20462.9099,0.1043541574808
1659398400,2022-08-02 00:00:00,OXT/BTC,0.000005174,0.00000519,0.00000505,0.000005052,19073.165,0.0974094393964
1659312000,2022-08-01 00:00:00,OXT/BTC,0.000005101,0.000005308,0.000005101,0.000005166,19908.842,0.1026378043413
1659225600,2022-07-31 00:00:00,OXT/BTC,0.000005012,0.00000547,0.000004989,0.00000509,74616.9175,0.3885199760106
1659139200,2022-07-30 00:00:00,OXT/BTC,0.000004942,0.000005095,0.000004902,0.000004987,27377.4699,0.1366424714452
1659052800,2022-07-29 00:00:00,OXT/BTC,0.000004902,0.000005048,0.000004902,0.00000495,14838.6347,0.0740495318944
1658966400,2022-07-28 00:00:00,OXT/BTC,0.000004988,0.000005054,0.000004888,0.000004914,16343.5009,0.0814902563488
1658880000,2022-07-27 00:00:00,OXT/BTC,0.000005093,0.0000059,0.0000049,0.000004958,267970.7547,1.507399112585
1658793600,2022-07-26 00:00:00,OXT/BTC,0.000005014,0.000005135,0.000004966,0.00000507,11584.8337,0.0587933805413
1658707200,2022-07-25 00:00:00,OXT/BTC,0.000005226,0.000005246,0.000004977,0.000005044,58140.8188,0.29513393919
1658620800,2022-07-24 00:00:00,OXT/BTC,0.000005372,0.000005372,0.000005185,0.000005254,7133.0382,0.0377116433445
1658534400,2022-07-23 00:00:00,OXT/BTC,0.000005203,0.000005438,0.00000515,0.000005359,14237.4939,0.075998258438
1658448000,2022-07-22 00:00:00,OXT/BTC,0.00000531,0.0000054,0.00000504,0.000005191,16786.4494,0.0878824904611
1658361600,2022-07-21 00:00:00,OXT/BTC,0.000004807,0.000005425,0.000004791,0.000005198,90806.1312,0.4660346218905
1658275200,2022-07-20 00:00:00,OXT/BTC,0.00000514,0.000005205,0.000004784,0.000004808,41191.6867,0.2044421842799
1658188800,2022-07-19 00:00:00,OXT/BTC,0.000005265,0.00000542,0.000005025,0.000005127,14120.6992,0.0737016018604
1658102400,2022-07-18 00:00:00,OXT/BTC,0.000005284,0.00000542,0.00000509,0.000005265,156184.2772,0.8137679834045
1658016000,2022-07-17 00:00:00,OXT/BTC,0.000005149,0.000005826,0.00000508,0.000005325,238996.0588,1.3513638418171
1657929600,2022-07-16 00:00:00,OXT/BTC,0.00000509,0.000005202,0.000005045,0.000005173,5061.4324,0.0260073507288
1657843200,2022-07-15 00:00:00,OXT/BTC,0.000005219,0.00000533,0.000005083,0.000005168,22299.9671,0.1146579445246
1657756800,2022-07-14 00:00:00,OXT/BTC,0.000005085,0.00000552,0.00000506,0.000005219,51146.8428,0.2757662619126
1657670400,2022-07-13 00:00:00,OXT/BTC,0.000005191,0.000005698,0.00000508,0.00000508,100323.5095,0.5357314117314
1657584000,2022-07-12 00:00:00,OXT/BTC,0.000005128,0.000005329,0.000005001,0.000005211,17637.647,0.0914062191566
1657497600,2022-07-11 00:00:00,OXT/BTC,0.000005174,0.000005364,0.000005002,0.00000506,33059.3562,0.1697235625988
1657411200,2022-07-10 00:00:00,OXT/BTC,0.000005315,0.0000058,0.000005133,0.000005205,236675.9377,1.2646846885741
1657324800,2022-07-09 00:00:00,OXT/BTC,0.000005027,0.000005458,0.0000046,0.000005304,185588.0742,0.9374744297582
