https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAN,Volume USDT
1663383600,2022-09-17 03:00:00,MAN/USDT,0.006334,0.006518,0.006334,0.006369,69765.4278,449.132042388
1663380000,2022-09-17 02:00:00,MAN/USDT,0.006327,0.006335,0.006293,0.006293,31098.1574,195.8073668687
1663376400,2022-09-17 01:00:00,MAN/USDT,0.006291,0.00655,0.006291,0.006327,120201.1668,772.9225543256
1663372800,2022-09-17 00:00:00,MAN/USDT,0.006308,0.006349,0.006239,0.006291,84235.0727,527.733371207
1663369200,2022-09-16 23:00:00,MAN/USDT,0.006329,0.006399,0.006284,0.006308,91479.6041,579.3662616848
1663365600,2022-09-16 22:00:00,MAN/USDT,0.00619,0.00657,0.00619,0.006329,608151.3662,3932.1750314083
1663362000,2022-09-16 21:00:00,MAN/USDT,0.006222,0.006228,0.006183,0.00619,8995.1829,55.6866937415
1663358400,2022-09-16 20:00:00,MAN/USDT,0.006218,0.006228,0.00614,0.006187,30805.5915,190.2705350274
1663354800,2022-09-16 19:00:00,MAN/USDT,0.006233,0.006365,0.006147,0.006228,43335.8149,271.1263875864
1663351200,2022-09-16 18:00:00,MAN/USDT,0.0061,0.006363,0.005991,0.006285,771792.6469,4834.5585276862
1663347600,2022-09-16 17:00:00,MAN/USDT,0.0063,0.0063,0.005935,0.0061,1070072.9462,6537.9705602115
1663344000,2022-09-16 16:00:00,MAN/USDT,0.006259,0.006422,0.006259,0.0063,286000.6362,1820.0101758565
1663340400,2022-09-16 15:00:00,MAN/USDT,0.006257,0.006388,0.006118,0.006259,116785.4098,732.4838450679
1663336800,2022-09-16 14:00:00,MAN/USDT,0.006111,0.006417,0.006111,0.006294,694593.0745,4361.9001744636
1663333200,2022-09-16 13:00:00,MAN/USDT,0.0062,0.0063,0.006052,0.006102,136284.9108,839.7840834436
1663329600,2022-09-16 12:00:00,MAN/USDT,0.006224,0.006245,0.0062,0.0062,19942.996,124.2249240139
1663326000,2022-09-16 11:00:00,MAN/USDT,0.006056,0.006223,0.00605,0.006223,136864.2508,844.0737481763
1663322400,2022-09-16 10:00:00,MAN/USDT,0.006069,0.006136,0.00605,0.006059,56089.0028,341.2173810873
1663318800,2022-09-16 09:00:00,MAN/USDT,0.006473,0.006601,0.005918,0.006075,1310747.3411,8281.3368903226
1663315200,2022-09-16 08:00:00,MAN/USDT,0.006409,0.006599,0.006332,0.006473,778071.3829,5061.1255583099
1663311600,2022-09-16 07:00:00,MAN/USDT,0.006239,0.006416,0.006233,0.006394,112280.6146,713.9856700927
1663308000,2022-09-16 06:00:00,MAN/USDT,0.006281,0.006281,0.00618,0.006221,73460.6919,456.881960092
1663304400,2022-09-16 05:00:00,MAN/USDT,0.006183,0.00636,0.006166,0.006281,34249.2478,216.2836677594
1663300800,2022-09-16 04:00:00,MAN/USDT,0.006183,0.006245,0.006124,0.006183,57246.4092,351.9172713979
1663297200,2022-09-16 03:00:00,MAN/USDT,0.006257,0.00636,0.00614,0.00614,169813.3489,1070.3036464363
1663293600,2022-09-16 02:00:00,MAN/USDT,0.006127,0.00636,0.006122,0.006257,62031.9999,389.8825373126
1663290000,2022-09-16 01:00:00,MAN/USDT,0.006137,0.006137,0.006087,0.006128,7056.4911,43.0430099047
1663286400,2022-09-16 00:00:00,MAN/USDT,0.006136,0.006169,0.006115,0.006169,3609.8221,22.1895720994
1663282800,2022-09-15 23:00:00,MAN/USDT,0.006116,0.006147,0.006093,0.006093,145517.3501,886.8765632759
1663279200,2022-09-15 22:00:00,MAN/USDT,0.006315,0.006315,0.006104,0.006147,218490.1214,1343.9193602118
1663275600,2022-09-15 21:00:00,MAN/USDT,0.006167,0.006429,0.006167,0.006315,167630.4291,1057.5939042012
1663272000,2022-09-15 20:00:00,MAN/USDT,0.006147,0.006213,0.006082,0.006165,79293.323,488.8602117366
1663268400,2022-09-15 19:00:00,MAN/USDT,0.006131,0.006139,0.006089,0.006089,5896.9597,36.1960367353
1663264800,2022-09-15 18:00:00,MAN/USDT,0.006105,0.006168,0.005998,0.006142,189614.0628,1141.1264150822
1663261200,2022-09-15 17:00:00,MAN/USDT,0.006199,0.0062,0.005996,0.006105,634691.0171,3889.4916780362
1663257600,2022-09-15 16:00:00,MAN/USDT,0.006016,0.006287,0.006016,0.006189,309483.1225,1907.1519043102
1663254000,2022-09-15 15:00:00,MAN/USDT,0.005872,0.006119,0.005787,0.005979,859992.5899,5104.1037459171
1663250400,2022-09-15 14:00:00,MAN/USDT,0.006229,0.00635,0.0058,0.005895,822429.9207,5002.8795834683
1663246800,2022-09-15 13:00:00,MAN/USDT,0.006543,0.006554,0.006103,0.006229,757525.534,4742.7206353386
1663243200,2022-09-15 12:00:00,MAN/USDT,0.00646,0.006563,0.006435,0.006543,122135.4754,791.8798999872
1663239600,2022-09-15 11:00:00,MAN/USDT,0.006665,0.006674,0.006106,0.00645,896466.3788,5780.9021902206
1663236000,2022-09-15 10:00:00,MAN/USDT,0.006736,0.006813,0.006664,0.006664,37588.8836,251.2575526316
1663232400,2022-09-15 09:00:00,MAN/USDT,0.006654,0.006848,0.006618,0.006735,263939.1827,1764.6501157367
1663228800,2022-09-15 08:00:00,MAN/USDT,0.006631,0.006799,0.0065,0.006687,793739.4043,5261.4781945765
1663225200,2022-09-15 07:00:00,MAN/USDT,0.00649,0.006687,0.00649,0.006667,212429.0627,1407.4500670068
1663221600,2022-09-15 06:00:00,MAN/USDT,0.006585,0.006596,0.006234,0.006451,1027919.635,6524.692814573
1663218000,2022-09-15 05:00:00,MAN/USDT,0.006579,0.006743,0.006513,0.006628,144558.4633,964.022905412
1663214400,2022-09-15 04:00:00,MAN/USDT,0.006552,0.006641,0.006514,0.006549,236453.5323,1559.8642396644
1663210800,2022-09-15 03:00:00,MAN/USDT,0.006562,0.00665,0.006531,0.006531,158757.1582,1042.9006122688
1663207200,2022-09-15 02:00:00,MAN/USDT,0.006636,0.006636,0.006516,0.006516,421247.4185,2768.0634156349
1663203600,2022-09-15 01:00:00,MAN/USDT,0.006847,0.006847,0.006642,0.006642,143463.2067,969.8680223211
1663200000,2022-09-15 00:00:00,MAN/USDT,0.007043,0.007043,0.00682,0.00682,103779.7228,718.1072831832
1663196400,2022-09-14 23:00:00,MAN/USDT,0.007176,0.007269,0.007042,0.007042,247114.3285,1769.3937817823
1663192800,2022-09-14 22:00:00,MAN/USDT,0.007193,0.007299,0.006925,0.007176,412177.7932,2922.7020884773
1663189200,2022-09-14 21:00:00,MAN/USDT,0.007441,0.0077,0.00708,0.007195,2069618.4982,15340.248616475
1663185600,2022-09-14 20:00:00,MAN/USDT,0.006965,0.0079,0.006924,0.007441,1916980.7308,14044.2689147936
1663182000,2022-09-14 19:00:00,MAN/USDT,0.00685,0.007,0.006783,0.006924,185541.0095,1276.5132855422
1663178400,2022-09-14 18:00:00,MAN/USDT,0.007377,0.007377,0.006814,0.00685,751704.6601,5277.0081995113
1663174800,2022-09-14 17:00:00,MAN/USDT,0.007263,0.007548,0.007263,0.007377,256059.8728,1887.6839575344
1663171200,2022-09-14 16:00:00,MAN/USDT,0.007608,0.00831,0.007142,0.007227,1110253.0051,8627.9879824646
1663167600,2022-09-14 15:00:00,MAN/USDT,0.007261,0.007846,0.007077,0.007609,1550083.0401,11475.6041008144
1663164000,2022-09-14 14:00:00,MAN/USDT,0.007119,0.007256,0.006998,0.007256,886922.449,6377.8738329098
1663160400,2022-09-14 13:00:00,MAN/USDT,0.007394,0.007394,0.00701,0.007161,455713.2985,3247.9938383504
1663156800,2022-09-14 12:00:00,MAN/USDT,0.007659,0.007659,0.006871,0.007405,1556729.5555,11318.8306522446
1663153200,2022-09-14 11:00:00,MAN/USDT,0.007599,0.007884,0.007543,0.007699,978950.7316,7487.2438573209
1663149600,2022-09-14 10:00:00,MAN/USDT,0.007555,0.0085,0.007202,0.007599,8069757.9347,63153.9489379924
1663146000,2022-09-14 09:00:00,MAN/USDT,0.006773,0.007713,0.006601,0.007554,3097680.967,22419.6190248059
1663142400,2022-09-14 08:00:00,MAN/USDT,0.006784,0.007053,0.00663,0.006773,1337531.5263,9140.2641484856
1663138800,2022-09-14 07:00:00,MAN/USDT,0.006335,0.006984,0.006178,0.006749,4322816.8801,28855.8719843172
1663135200,2022-09-14 06:00:00,MAN/USDT,0.006297,0.006363,0.00612,0.006328,378502.0801,2393.3046711134
1663131600,2022-09-14 05:00:00,MAN/USDT,0.006239,0.006344,0.006105,0.006297,243058.0433,1502.2650696894
1663128000,2022-09-14 04:00:00,MAN/USDT,0.006362,0.006362,0.006172,0.006239,388869.5328,2415.6414565086
1663124400,2022-09-14 03:00:00,MAN/USDT,0.00636,0.006362,0.00636,0.006362,12064.4966,76.7498951686
1663120800,2022-09-14 02:00:00,MAN/USDT,0.006326,0.006372,0.006294,0.006372,66983.0894,426.2991075911
1663117200,2022-09-14 01:00:00,MAN/USDT,0.006326,0.006336,0.006266,0.006326,21532.5814,136.1746333983
1663113600,2022-09-14 00:00:00,MAN/USDT,0.006358,0.006381,0.006219,0.00629,235568.6836,1484.2212860756
1663110000,2022-09-13 23:00:00,MAN/USDT,0.00639,0.006396,0.006361,0.006396,11808.9412,75.48290703
1663106400,2022-09-13 22:00:00,MAN/USDT,0.006543,0.006554,0.006332,0.006397,278806.0988,1805.2987795991
1663102800,2022-09-13 21:00:00,MAN/USDT,0.006399,0.006589,0.006324,0.006587,102681.7883,664.2872893401
1663099200,2022-09-13 20:00:00,MAN/USDT,0.006614,0.006651,0.006372,0.006416,292426.698,1923.9573205676
1663095600,2022-09-13 19:00:00,MAN/USDT,0.006518,0.006672,0.006201,0.006579,776861.6194,4953.324756106
1663092000,2022-09-13 18:00:00,MAN/USDT,0.006507,0.006699,0.006328,0.006519,1260472.3786,8125.1206793684
1663088400,2022-09-13 17:00:00,MAN/USDT,0.00638,0.006713,0.006331,0.006507,490753.3197,3223.8603894729
1663084800,2022-09-13 16:00:00,MAN/USDT,0.006493,0.006582,0.006192,0.00638,446607.7004,2837.3520087118
1663081200,2022-09-13 15:00:00,MAN/USDT,0.006508,0.006598,0.006276,0.006493,477915.5561,3047.8232203006
1663077600,2022-09-13 14:00:00,MAN/USDT,0.00682,0.00701,0.006374,0.006508,922774.29,6150.4126603477
1663074000,2022-09-13 13:00:00,MAN/USDT,0.006725,0.00682,0.006709,0.006817,151135.4795,1016.1199023382
1663070400,2022-09-13 12:00:00,MAN/USDT,0.007196,0.007394,0.006711,0.006725,1504532.5457,10752.5328550222
1663066800,2022-09-13 11:00:00,MAN/USDT,0.007037,0.007372,0.007027,0.007193,583033.5771,4228.9565530719
1663063200,2022-09-13 10:00:00,MAN/USDT,0.0069,0.007099,0.00671,0.007037,1196048.2972,8245.058686881
1663059600,2022-09-13 09:00:00,MAN/USDT,0.007176,0.0072,0.006901,0.006901,659079.555,4658.0578515656
1663056000,2022-09-13 08:00:00,MAN/USDT,0.007032,0.007273,0.006939,0.00718,1120951.3608,7988.5667790674
1663052400,2022-09-13 07:00:00,MAN/USDT,0.007002,0.007283,0.006963,0.00703,890452.8493,6308.2196590336
1663048800,2022-09-13 06:00:00,MAN/USDT,0.007673,0.007695,0.007,0.007043,1411905.8556,10076.1001899125
1663045200,2022-09-13 05:00:00,MAN/USDT,0.007327,0.007799,0.00722,0.00773,1025630.2216,7789.435099513
1663041600,2022-09-13 04:00:00,MAN/USDT,0.008037,0.008057,0.007327,0.007327,586346.2641,4468.153373612
1663038000,2022-09-13 03:00:00,MAN/USDT,0.007561,0.008201,0.007523,0.008039,836624.8018,6591.3547344149
1663034400,2022-09-13 02:00:00,MAN/USDT,0.007525,0.007852,0.007441,0.0076,916709.541,7027.6889796355
1663030800,2022-09-13 01:00:00,MAN/USDT,0.007529,0.007723,0.0074,0.007539,365787.6744,2781.355512026
1663027200,2022-09-13 00:00:00,MAN/USDT,0.0081,0.008302,0.007228,0.007551,1073474.9737,8272.2385798414
1663023600,2022-09-12 23:00:00,MAN/USDT,0.00771,0.008357,0.007508,0.0081,1702822.9508,13368.0705289969
1663020000,2022-09-12 22:00:00,MAN/USDT,0.007561,0.0082,0.007508,0.007762,1985635.6373,15670.6921164898
1663016400,2022-09-12 21:00:00,MAN/USDT,0.008298,0.008458,0.007508,0.007522,2787425.7477,21937.3206518822
1663012800,2022-09-12 20:00:00,MAN/USDT,0.008752,0.009497,0.008,0.008283,4025144.813,35023.4895821387
1663009200,2022-09-12 19:00:00,MAN/USDT,0.009886,0.010539,0.008498,0.008783,6049393.8671,56307.9866278361
1663005600,2022-09-12 18:00:00,MAN/USDT,0.0093,0.011499,0.008,0.009885,10975960.21807857,106186.13505493111036
1663002000,2022-09-12 17:00:00,MAN/USDT,0.007,0.00965,0.007,0.00932,7956229.3283,68548.6527903745
1662998400,2022-09-12 16:00:00,MAN/USDT,0.007485,0.00863,0.006641,0.007,6292445.5555,48463.0087451849
1662994800,2022-09-12 15:00:00,MAN/USDT,0.007971,0.007971,0.00634,0.007484,5839931.5373,42036.7628395595
1662991200,2022-09-12 14:00:00,MAN/USDT,0.007508,0.009797,0.006661,0.007971,14386684.4149,116526.9773615938
1662987600,2022-09-12 13:00:00,MAN/USDT,0.006697,0.0106,0.006601,0.0075,5867356.94321826,49188.74598488980056
1662984000,2022-09-12 12:00:00,MAN/USDT,0.006705,0.006843,0.006544,0.006703,177402.971,1177.1785357472
1662980400,2022-09-12 11:00:00,MAN/USDT,0.006704,0.00682,0.006615,0.006704,59977.0378,402.6394830223
1662976800,2022-09-12 10:00:00,MAN/USDT,0.006658,0.007529,0.006603,0.006704,1692836.867,12009.9591128448
1662973200,2022-09-12 09:00:00,MAN/USDT,0.006074,0.0069,0.006074,0.006659,2812228.0666,18662.848265966
1662969600,2022-09-12 08:00:00,MAN/USDT,0.006117,0.006163,0.006051,0.006051,4577825.8511,27996.475287913
1662966000,2022-09-12 07:00:00,MAN/USDT,0.006152,0.006155,0.006051,0.006155,8339.8342,50.983326568
1662962400,2022-09-12 06:00:00,MAN/USDT,0.006132,0.006163,0.006058,0.006163,15685.2658,96.3378182972
1662958800,2022-09-12 05:00:00,MAN/USDT,0.0061,0.006163,0.0061,0.006163,20782.9542,127.9735260618
1662955200,2022-09-12 04:00:00,MAN/USDT,0.006075,0.006083,0.006051,0.006083,1118.5875,6.7755552099
1662951600,2022-09-12 03:00:00,MAN/USDT,0.006101,0.006139,0.006052,0.006075,4699.2813,28.6245824935
1662948000,2022-09-12 02:00:00,MAN/USDT,0.006038,0.006137,0.005994,0.006136,112434.7819,686.006666752
1662944400,2022-09-12 01:00:00,MAN/USDT,0.006053,0.006053,0.006007,0.006038,603.3246,3.6303788203
1662940800,2022-09-12 00:00:00,MAN/USDT,0.006012,0.006053,0.005959,0.006053,32033.1595,193.631877738
1662937200,2022-09-11 23:00:00,MAN/USDT,0.005874,0.006051,0.005874,0.006012,25193.433,150.8060225735
1662933600,2022-09-11 22:00:00,MAN/USDT,0.005985,0.006047,0.005773,0.005874,51546.0287,301.0895186
1662930000,2022-09-11 21:00:00,MAN/USDT,0.006023,0.006041,0.005985,0.005985,2703.9073,16.2871738348
1662926400,2022-09-11 20:00:00,MAN/USDT,0.005995,0.006052,0.005967,0.006022,33874.0656,203.5145421913
1662922800,2022-09-11 19:00:00,MAN/USDT,0.005928,0.006005,0.005928,0.006005,75982.922,454.1678960397
1662919200,2022-09-11 18:00:00,MAN/USDT,0.005917,0.005961,0.005877,0.005928,22048.5965,131.2798739619
1662915600,2022-09-11 17:00:00,MAN/USDT,0.006028,0.006028,0.005828,0.005917,38208.9021,226.0847046373
1662912000,2022-09-11 16:00:00,MAN/USDT,0.006038,0.006038,0.005863,0.005995,96385.0845,570.7468056241
1662908400,2022-09-11 15:00:00,MAN/USDT,0.006007,0.006075,0.005989,0.006038,34313.4752,206.2133080122
1662904800,2022-09-11 14:00:00,MAN/USDT,0.006192,0.006257,0.00597,0.006,8280128.3469,49685.1654283177
1662901200,2022-09-11 13:00:00,MAN/USDT,0.0063,0.006301,0.006192,0.006192,6664.1924,41.5911690195
1662897600,2022-09-11 12:00:00,MAN/USDT,0.006176,0.006354,0.006131,0.006331,145045.0888,901.1506676004
1662894000,2022-09-11 11:00:00,MAN/USDT,0.006269,0.006269,0.006137,0.006176,118455.4497,734.7454796704
1662890400,2022-09-11 10:00:00,MAN/USDT,0.00628,0.006303,0.00628,0.006303,3050.9511,19.2091546248
1662886800,2022-09-11 09:00:00,MAN/USDT,0.006414,0.006414,0.0061,0.00628,231953.7031,1447.8956845398
1662883200,2022-09-11 08:00:00,MAN/USDT,0.006368,0.006493,0.006368,0.006414,58010.7759,375.1513354171
1662879600,2022-09-11 07:00:00,MAN/USDT,0.006351,0.006393,0.006348,0.006353,8237.4413,52.3366745065
1662876000,2022-09-11 06:00:00,MAN/USDT,0.006376,0.006388,0.006348,0.006351,1080.4851,6.8869017786
1662872400,2022-09-11 05:00:00,MAN/USDT,0.006363,0.006395,0.006352,0.006362,2340.7859,14.9052629029
1662868800,2022-09-11 04:00:00,MAN/USDT,0.006362,0.006377,0.006362,0.006372,1677.1495,10.683965884
1662865200,2022-09-11 03:00:00,MAN/USDT,0.00635,0.006362,0.0063,0.006362,23161.2582,146.1386519935
1662861600,2022-09-11 02:00:00,MAN/USDT,0.006363,0.006363,0.00635,0.00635,422.9676,2.6906406495
1662858000,2022-09-11 01:00:00,MAN/USDT,0.006409,0.006409,0.006363,0.006363,449.3649,2.8782406049
1662854400,2022-09-11 00:00:00,MAN/USDT,0.006393,0.006393,0.006364,0.006364,817.7846,5.2108275355
1662850800,2022-09-10 23:00:00,MAN/USDT,0.006377,0.006425,0.00636,0.006425,10882.4495,69.3861535088
1662847200,2022-09-10 22:00:00,MAN/USDT,0.006348,0.006363,0.006258,0.006363,11877.6853,74.7932129686
1662843600,2022-09-10 21:00:00,MAN/USDT,0.006336,0.00636,0.006257,0.00636,21365.2651,134.3028923606
1662840000,2022-09-10 20:00:00,MAN/USDT,0.006432,0.006432,0.006308,0.006336,27903.8277,177.0470235605
1662836400,2022-09-10 19:00:00,MAN/USDT,0.006308,0.006443,0.006308,0.006432,35189.0963,224.5648851615
1662832800,2022-09-10 18:00:00,MAN/USDT,0.00621,0.006308,0.00621,0.006308,25811.4507,162.3644903038
1662829200,2022-09-10 17:00:00,MAN/USDT,0.006246,0.006251,0.00621,0.006251,500339.2961,3126.6124316309
1662825600,2022-09-10 16:00:00,MAN/USDT,0.006234,0.00625,0.00621,0.00625,81152.665,506.9621794959
1662822000,2022-09-10 15:00:00,MAN/USDT,0.00621,0.006211,0.00621,0.00621,162085.0928,1006.557426288
1662818400,2022-09-10 14:00:00,MAN/USDT,0.00621,0.006211,0.00621,0.00621,99716.6171,619.2496669667
1662814800,2022-09-10 13:00:00,MAN/USDT,0.006211,0.006249,0.00621,0.00621,75237.5375,468.7220452625
1662811200,2022-09-10 12:00:00,MAN/USDT,0.006239,0.006246,0.00621,0.00621,51629.3691,320.6257967908
1662807600,2022-09-10 11:00:00,MAN/USDT,0.00622,0.00622,0.00621,0.00621,7949453.7981,49374.102713987
1662804000,2022-09-10 10:00:00,MAN/USDT,0.006245,0.006245,0.006209,0.006209,3290.0864,20.4515464576
1662800400,2022-09-10 09:00:00,MAN/USDT,0.006239,0.006245,0.006208,0.006208,47042.0714,293.1991059408
1662796800,2022-09-10 08:00:00,MAN/USDT,0.006209,0.006241,0.006208,0.006241,163008.5836,1012.8314210021
1662793200,2022-09-10 07:00:00,MAN/USDT,0.006144,0.006254,0.006111,0.006243,66124.2138,411.5920644542
1662789600,2022-09-10 06:00:00,MAN/USDT,0.006092,0.006399,0.006084,0.006104,317029.5165,1967.3907856697
1662786000,2022-09-10 05:00:00,MAN/USDT,0.006063,0.006129,0.006015,0.006129,9522.5359,57.8187813023
1662782400,2022-09-10 04:00:00,MAN/USDT,0.006192,0.006255,0.006,0.006063,54701.3712,333.5752687651
1662778800,2022-09-10 03:00:00,MAN/USDT,0.006104,0.006216,0.0061,0.006152,45437.4878,278.4495277739
1662775200,2022-09-10 02:00:00,MAN/USDT,0.006105,0.006105,0.0061,0.0061,6637.055,40.5094654395
1662771600,2022-09-10 01:00:00,MAN/USDT,0.006089,0.006105,0.006089,0.006105,11418.0293,69.6544137119
1662768000,2022-09-10 00:00:00,MAN/USDT,0.006188,0.006188,0.006015,0.006089,51345.5282,310.6945425845
1662764400,2022-09-09 23:00:00,MAN/USDT,0.006,0.006241,0.00599,0.006202,186460.1534,1149.4148808948
1662760800,2022-09-09 22:00:00,MAN/USDT,0.005992,0.006,0.005991,0.006,7241.4131,43.3977468206
1662757200,2022-09-09 21:00:00,MAN/USDT,0.006003,0.006003,0.00599,0.005992,9388.1668,56.2410936931
1662753600,2022-09-09 20:00:00,MAN/USDT,0.006015,0.00604,0.006,0.006007,42152.3576,253.9942719854
1662750000,2022-09-09 19:00:00,MAN/USDT,0.00599,0.006015,0.00599,0.006,44590.1141,267.1800154002
1662746400,2022-09-09 18:00:00,MAN/USDT,0.006004,0.00604,0.005995,0.005995,88835.6072,532.6653038715
1662742800,2022-09-09 17:00:00,MAN/USDT,0.005773,0.006097,0.005773,0.006004,432666.2116,2578.6938954798
1662739200,2022-09-09 16:00:00,MAN/USDT,0.005679,0.005804,0.005635,0.005804,33332.9847,192.0023579342
1662735600,2022-09-09 15:00:00,MAN/USDT,0.005669,0.005842,0.005624,0.005688,219385.1747,1261.1571592559
1662732000,2022-09-09 14:00:00,MAN/USDT,0.005715,0.005839,0.005669,0.005711,225093.7757,1285.6640411262
1662728400,2022-09-09 13:00:00,MAN/USDT,0.005665,0.005756,0.005661,0.005725,125516.4214,717.5147857508
1662724800,2022-09-09 12:00:00,MAN/USDT,0.005725,0.005749,0.005579,0.005627,6559555.894,37542.4827374697
1662721200,2022-09-09 11:00:00,MAN/USDT,0.005573,0.005754,0.005573,0.005725,3091366.3378,17687.3161380196
1662717600,2022-09-09 10:00:00,MAN/USDT,0.005535,0.00561,0.005535,0.005588,37836.521,211.7978804937
1662714000,2022-09-09 09:00:00,MAN/USDT,0.005612,0.005679,0.005476,0.005533,112150.6338,628.7728380117
1662710400,2022-09-09 08:00:00,MAN/USDT,0.005587,0.005679,0.005587,0.005618,12377.5795,69.9544104215
1662706800,2022-09-09 07:00:00,MAN/USDT,0.005543,0.005587,0.005535,0.005587,834.2229,4.6387989949
1662703200,2022-09-09 06:00:00,MAN/USDT,0.005559,0.005652,0.005518,0.005586,59494.6712,332.6518182059
1662699600,2022-09-09 05:00:00,MAN/USDT,0.005463,0.0056,0.005463,0.005559,97651.6966,545.6157395989
1662696000,2022-09-09 04:00:00,MAN/USDT,0.005448,0.005529,0.005387,0.005463,145431.056,802.532928267
1662692400,2022-09-09 03:00:00,MAN/USDT,0.005364,0.005557,0.005354,0.005432,146460.3601,803.3851771161
1662688800,2022-09-09 02:00:00,MAN/USDT,0.005305,0.005361,0.005281,0.005319,24382.6173,128.8673053159
1662685200,2022-09-09 01:00:00,MAN/USDT,0.005351,0.005361,0.005305,0.005305,100649.3359,535.7832286683
1662681600,2022-09-09 00:00:00,MAN/USDT,0.005468,0.005468,0.00532,0.005347,181920.2984,983.5621111576
1662678000,2022-09-08 23:00:00,MAN/USDT,0.005487,0.005487,0.005479,0.005479,598.787,3.2813127322
1662674400,2022-09-08 22:00:00,MAN/USDT,0.005494,0.005512,0.005487,0.005512,22834.1044,125.8201869848
1662670800,2022-09-08 21:00:00,MAN/USDT,0.005508,0.005526,0.005494,0.005494,1211.6925,6.6906252733
1662667200,2022-09-08 20:00:00,MAN/USDT,0.005494,0.005563,0.005414,0.005498,216616.256,1191.1001256998
1662663600,2022-09-08 19:00:00,MAN/USDT,0.005452,0.005492,0.005432,0.005492,1227.9821,6.7082423689
1662660000,2022-09-08 18:00:00,MAN/USDT,0.005548,0.005551,0.005456,0.005467,1654.9937,9.0913305927
1662656400,2022-09-08 17:00:00,MAN/USDT,0.005577,0.005577,0.005456,0.005544,19559.579,107.9369147166
1662652800,2022-09-08 16:00:00,MAN/USDT,0.005587,0.005613,0.005464,0.005571,87659.1567,483.4759607974
1662649200,2022-09-08 15:00:00,MAN/USDT,0.005556,0.005587,0.005556,0.005587,1448.6656,8.0766004407
1662645600,2022-09-08 14:00:00,MAN/USDT,0.005464,0.005551,0.005434,0.005551,72672.2786,398.8397175948
1662642000,2022-09-08 13:00:00,MAN/USDT,0.005501,0.005501,0.005456,0.005464,533862.9168,2936.4846163447
1662638400,2022-09-08 12:00:00,MAN/USDT,0.005544,0.005557,0.005501,0.005501,3845272.1718,21152.9856742258
1662634800,2022-09-08 11:00:00,MAN/USDT,0.005587,0.005666,0.005501,0.005511,303098.8382,1680.5167112675
1662631200,2022-09-08 10:00:00,MAN/USDT,0.005751,0.005758,0.005501,0.005571,180639.2675,1016.3817393482
1662627600,2022-09-08 09:00:00,MAN/USDT,0.005848,0.005858,0.005558,0.005742,385566.0026,2192.0360970425
1662624000,2022-09-08 08:00:00,MAN/USDT,0.005757,0.005886,0.005757,0.005856,19733.2748,115.3005645039
1662620400,2022-09-08 07:00:00,MAN/USDT,0.00591,0.005988,0.005644,0.005757,279265.871,1623.030911435
