https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ASTR,Volume BTC
1663459200,2022-09-18 00:00:00,ASTR/BTC,0.000001877,0.000001877,0.000001867,0.000001869,94.1571,0.0001762598325
1663372800,2022-09-17 00:00:00,ASTR/BTC,0.000001874,0.000001916,0.000001861,0.00000187,32549.7487,0.0613510215692
1663286400,2022-09-16 00:00:00,ASTR/BTC,0.000001864,0.000001925,0.000001822,0.00000187,95102.1658,0.1779326362317
1663200000,2022-09-15 00:00:00,ASTR/BTC,0.000001933,0.000002025,0.000001819,0.00000187,290997.9151,0.5450096608265
1663113600,2022-09-14 00:00:00,ASTR/BTC,0.000002035,0.00000207,0.00000189,0.000001933,180826.5344,0.3538599218
1663027200,2022-09-13 00:00:00,ASTR/BTC,0.000001814,0.000002162,0.000001788,0.00000204,2144398.9795,4.1451967942656
1662940800,2022-09-12 00:00:00,ASTR/BTC,0.000001721,0.00000206,0.000001703,0.000001816,3410686.1462,6.488475625261
1662854400,2022-09-11 00:00:00,ASTR/BTC,0.000001762,0.000001849,0.000001675,0.000001719,1053047.89,1.8493501856524
1662768000,2022-09-10 00:00:00,ASTR/BTC,0.000001768,0.000001791,0.00000173,0.000001753,75086.2952,0.1317139863659
1662681600,2022-09-09 00:00:00,ASTR/BTC,0.000001819,0.00000185,0.00000171,0.000001765,168272.239,0.2961476684132
1662595200,2022-09-08 00:00:00,ASTR/BTC,0.000001824,0.000001833,0.000001791,0.000001828,152898.6034,0.2758700714811
1662508800,2022-09-07 00:00:00,ASTR/BTC,0.000001895,0.000001895,0.000001774,0.000001817,377925.0803,0.6870785877089
1662422400,2022-09-06 00:00:00,ASTR/BTC,0.000001854,0.000001896,0.000001837,0.000001896,115065.6717,0.2151322652601
1662336000,2022-09-05 00:00:00,ASTR/BTC,0.000001833,0.000001856,0.000001819,0.000001851,36470.8324,0.066833109617
1662249600,2022-09-04 00:00:00,ASTR/BTC,0.000001812,0.000001853,0.000001802,0.000001829,13804.9143,0.0252075611709
1662163200,2022-09-03 00:00:00,ASTR/BTC,0.00000181,0.000001839,0.000001801,0.000001812,20780.9141,0.0380624888528
1662076800,2022-09-02 00:00:00,ASTR/BTC,0.000001827,0.000001905,0.000001785,0.000001811,106725.7146,0.1941589203005
1661990400,2022-09-01 00:00:00,ASTR/BTC,0.00000181,0.000001836,0.000001767,0.000001826,57474.0151,0.1024608203397
1661904000,2022-08-31 00:00:00,ASTR/BTC,0.00000183,0.00000184,0.000001777,0.000001783,13997.2983,0.0252491483221
1661817600,2022-08-30 00:00:00,ASTR/BTC,0.000001844,0.000001844,0.000001783,0.000001827,74098.3981,0.1341852388294
1661731200,2022-08-29 00:00:00,ASTR/BTC,0.000001783,0.000001854,0.000001778,0.000001831,79128.7821,0.145081918214
1661644800,2022-08-28 00:00:00,ASTR/BTC,0.000001842,0.000001849,0.000001781,0.000001802,125576.6417,0.2274992896984
1661558400,2022-08-27 00:00:00,ASTR/BTC,0.000001877,0.000001892,0.000001831,0.000001844,152288.977,0.2829729145069
1661472000,2022-08-26 00:00:00,ASTR/BTC,0.000001879,0.000001925,0.00000185,0.000001875,154994.6736,0.2930373553873
1661385600,2022-08-25 00:00:00,ASTR/BTC,0.000001892,0.000001901,0.000001856,0.000001881,46471.4775,0.0878475022312
1661299200,2022-08-24 00:00:00,ASTR/BTC,0.000001891,0.000001901,0.000001868,0.000001876,78259.2798,0.1473138024821
