https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ROSE,Volume USDT
1660780800,2022-08-18 00:00:00,ROSE/USDT,0.08597,0.08765,0.07305,0.07684,47526784.78682596,3883156.5191676572704
1660694400,2022-08-17 00:00:00,ROSE/USDT,0.08989,0.09381,0.08454,0.08598,63679777.38003873,5603945.972989616326
1660608000,2022-08-16 00:00:00,ROSE/USDT,0.09518,0.09599,0.08917,0.08991,62219209.06523343,5775896.6348234277484
1660521600,2022-08-15 00:00:00,ROSE/USDT,0.09288,0.09909,0.09108,0.0952,51057657.08901457,4824268.5624562478815
1660435200,2022-08-14 00:00:00,ROSE/USDT,0.097,0.10206,0.09058,0.09288,50702530.80768473,4869566.5610816482669
1660348800,2022-08-13 00:00:00,ROSE/USDT,0.10044,0.10336,0.09615,0.0969,33911059.21791947,3385277.5622161677632
1660262400,2022-08-12 00:00:00,ROSE/USDT,0.0983,0.10181,0.09562,0.10043,39756064.67918466,3914901.268777821265
1660176000,2022-08-11 00:00:00,ROSE/USDT,0.10422,0.10552,0.09735,0.09825,52201471.12411169,5329414.7629120251116
1660089600,2022-08-10 00:00:00,ROSE/USDT,0.10293,0.10993,0.09677,0.10424,87798708.67601356,9045324.4439995711568
1660003200,2022-08-09 00:00:00,ROSE/USDT,0.11271,0.1161,0.09821,0.10293,100031741.95636436,10734893.0275877971635
1659916800,2022-08-08 00:00:00,ROSE/USDT,0.10712,0.11378,0.10215,0.11271,136377599.86887256,14611036.0412578568644
1659830400,2022-08-07 00:00:00,ROSE/USDT,0.08576,0.10982,0.08311,0.10714,127125214.16656337,12499823.3730568238084
1659744000,2022-08-06 00:00:00,ROSE/USDT,0.08332,0.09057,0.08248,0.08576,72124475.62868052,6290145.2619637822635
1659657600,2022-08-05 00:00:00,ROSE/USDT,0.08093,0.0859,0.08022,0.08333,58173398.59230744,4803706.4928519088195
1659571200,2022-08-04 00:00:00,ROSE/USDT,0.08098,0.08465,0.07739,0.08098,47742178.4975899,3856302.998247366315
1659484800,2022-08-03 00:00:00,ROSE/USDT,0.08624,0.08823,0.08001,0.08099,67018689.61079944,5642345.0380607080868
1659398400,2022-08-02 00:00:00,ROSE/USDT,0.08043,0.08937,0.07605,0.08623,105903632.07876858,8783475.8035152554964
1659312000,2022-08-01 00:00:00,ROSE/USDT,0.08385,0.09334,0.07771,0.08047,114103581.18870705,9626363.6604601900991
1659225600,2022-07-31 00:00:00,ROSE/USDT,0.08486,0.09546,0.08165,0.08382,167426768.02674559,14685919.0595808328483
1659139200,2022-07-30 00:00:00,ROSE/USDT,0.07953,0.08838,0.07268,0.08487,162439264.82250683,13043558.4670361170054
1659052800,2022-07-29 00:00:00,ROSE/USDT,0.07207,0.086,0.06706,0.07955,234477012.34435982,17674246.9179652973871
1658966400,2022-07-28 00:00:00,ROSE/USDT,0.05301,0.07293,0.05153,0.07206,183964243.29050391,11632171.812195621261
1658880000,2022-07-27 00:00:00,ROSE/USDT,0.04903,0.053,0.04756,0.05299,41676081.51761084,2078982.3269835546887
1658793600,2022-07-26 00:00:00,ROSE/USDT,0.04795,0.04911,0.04645,0.04901,24219839.11904828,1148865.6255168350946
1658707200,2022-07-25 00:00:00,ROSE/USDT,0.05276,0.05331,0.04782,0.04794,32593285.69858994,1641577.4312392900302
1658620800,2022-07-24 00:00:00,ROSE/USDT,0.05387,0.05625,0.05234,0.05279,31585254.39020226,1704026.2244804666034
1658534400,2022-07-23 00:00:00,ROSE/USDT,0.0538,0.05557,0.05205,0.05384,26280623.78439256,1412572.8233811573657
1658448000,2022-07-22 00:00:00,ROSE/USDT,0.05581,0.05821,0.05268,0.05377,39711915.72370935,2222184.309467677423
1658361600,2022-07-21 00:00:00,ROSE/USDT,0.05588,0.05687,0.0528,0.05583,45730850.45211517,2507074.0280846034083
1658275200,2022-07-20 00:00:00,ROSE/USDT,0.0602,0.06283,0.05547,0.05588,64482553.11589355,3872204.2552750865331
1658188800,2022-07-19 00:00:00,ROSE/USDT,0.05685,0.06154,0.05458,0.06019,82957861.8672584,4866620.6628320445346
1658102400,2022-07-18 00:00:00,ROSE/USDT,0.05196,0.05847,0.05196,0.05685,61700696.20752565,3448567.8790097808109
1658016000,2022-07-17 00:00:00,ROSE/USDT,0.05202,0.05402,0.05091,0.05192,31586569.25670741,1653260.6251589282308
1657929600,2022-07-16 00:00:00,ROSE/USDT,0.0507,0.053,0.04967,0.052,23464622.25566436,1201987.3775308273068
1657843200,2022-07-15 00:00:00,ROSE/USDT,0.04958,0.05223,0.04892,0.05061,35620627.30925043,1813561.6882256076436
1657756800,2022-07-14 00:00:00,ROSE/USDT,0.04962,0.05031,0.04737,0.04957,27269435.52817403,1334107.9504822815511
1657670400,2022-07-13 00:00:00,ROSE/USDT,0.04718,0.04965,0.0452,0.04962,47501130.06353576,2244550.9049854101935
1657584000,2022-07-12 00:00:00,ROSE/USDT,0.04662,0.04842,0.04637,0.04716,23317012.98941169,1107756.8720062213041
1657497600,2022-07-11 00:00:00,ROSE/USDT,0.05114,0.05114,0.04652,0.04667,26721473.8509332,1305943.9599328266433
1657411200,2022-07-10 00:00:00,ROSE/USDT,0.05319,0.05398,0.05082,0.05113,17458678.98357908,908274.9503245975035
1657324800,2022-07-09 00:00:00,ROSE/USDT,0.05084,0.0542,0.05084,0.05317,17427481.61313824,923270.1141501004498
1657238400,2022-07-08 00:00:00,ROSE/USDT,0.05274,0.05439,0.05019,0.05086,30548118.89605499,1581069.1237347552725
1657152000,2022-07-07 00:00:00,ROSE/USDT,0.05157,0.05545,0.05114,0.05265,21506149.55830331,1128664.5530424219188
1657065600,2022-07-06 00:00:00,ROSE/USDT,0.04963,0.05216,0.04853,0.05159,25807970.84589088,1301524.8072193651214
1656979200,2022-07-05 00:00:00,ROSE/USDT,0.05115,0.05172,0.04882,0.04962,26805629.41174929,1342824.4760749725903
1656892800,2022-07-04 00:00:00,ROSE/USDT,0.04825,0.05154,0.04731,0.05116,30252209.4268917,1500066.3151423182288
1656806400,2022-07-03 00:00:00,ROSE/USDT,0.049,0.04914,0.04665,0.04822,18729734.7164743,893339.4128403335036
1656720000,2022-07-02 00:00:00,ROSE/USDT,0.04909,0.04973,0.0473,0.04898,32025734.94996748,1557693.6918941009288
1656633600,2022-07-01 00:00:00,ROSE/USDT,0.04874,0.05076,0.0472,0.04904,46153488.51805008,2270655.3287509013892
1656547200,2022-06-30 00:00:00,ROSE/USDT,0.05083,0.05095,0.04577,0.04876,36559400.76159728,1746010.0825570668652
1656460800,2022-06-29 00:00:00,ROSE/USDT,0.0506,0.0516,0.0489,0.0508,40038600.76955339,2009985.5801772666969
1656374400,2022-06-28 00:00:00,ROSE/USDT,0.0518,0.05394,0.0498,0.05059,39409580.01753978,2047016.5544344151328
1656288000,2022-06-27 00:00:00,ROSE/USDT,0.05093,0.05378,0.04983,0.05173,47127848.54980379,2448484.2603683119376
1656201600,2022-06-26 00:00:00,ROSE/USDT,0.05512,0.05669,0.05068,0.05097,45916307.64013271,2488164.6981258476051
1656115200,2022-06-25 00:00:00,ROSE/USDT,0.05512,0.0567,0.05232,0.05509,50142678.83798498,2736813.1227376041909
1656028800,2022-06-24 00:00:00,ROSE/USDT,0.05326,0.05673,0.05311,0.05509,53120249.27312424,2910626.495133920627
1655942400,2022-06-23 00:00:00,ROSE/USDT,0.05058,0.054,0.05046,0.05326,54039268.54065562,2840229.4893989202387
1655856000,2022-06-22 00:00:00,ROSE/USDT,0.05339,0.05575,0.04983,0.05056,91685079.10354086,4789120.4091945803833
1655769600,2022-06-21 00:00:00,ROSE/USDT,0.04808,0.05472,0.0472,0.05338,78718606.50904155,4035592.1438657657597
1655683200,2022-06-20 00:00:00,ROSE/USDT,0.04771,0.04967,0.04516,0.04812,41270573.68835746,1963991.0762272383225
1655596800,2022-06-19 00:00:00,ROSE/USDT,0.0448,0.04847,0.04232,0.04771,54848400.55076924,2487937.8210634030574
1655510400,2022-06-18 00:00:00,ROSE/USDT,0.04785,0.04873,0.04169,0.04479,60324147.65613246,2710856.0903874668461
1655424000,2022-06-17 00:00:00,ROSE/USDT,0.04722,0.0498,0.04681,0.04781,35866027.90201074,1730504.3615534654747
1655337600,2022-06-16 00:00:00,ROSE/USDT,0.05416,0.05484,0.04601,0.0472,53200101.88289583,2642164.3573210215766
1655251200,2022-06-15 00:00:00,ROSE/USDT,0.05076,0.05425,0.0459,0.05419,133917131.20052455,6532853.4982623496567
1655164800,2022-06-14 00:00:00,ROSE/USDT,0.04898,0.056,0.04556,0.05079,134985817.27629899,6826746.8908431858772
1655078400,2022-06-13 00:00:00,ROSE/USDT,0.05311,0.05387,0.04354,0.04899,160556032.55818702,7646645.3096575417814
1654992000,2022-06-12 00:00:00,ROSE/USDT,0.05785,0.05895,0.05235,0.05319,69531181.81461072,3839919.5421106861448
1654905600,2022-06-11 00:00:00,ROSE/USDT,0.06243,0.06379,0.05682,0.05779,42597180.37340382,2541325.6454537901556
1654819200,2022-06-10 00:00:00,ROSE/USDT,0.06589,0.06748,0.06133,0.06241,49331810.43283961,3147574.1646355956092
1654732800,2022-06-09 00:00:00,ROSE/USDT,0.06606,0.06815,0.065,0.06595,27759665.88721954,1844778.1677258067595
1654646400,2022-06-08 00:00:00,ROSE/USDT,0.06955,0.07109,0.06506,0.06597,47206958.89182862,3203836.2063059847127
1654560000,2022-06-07 00:00:00,ROSE/USDT,0.06822,0.07198,0.062,0.06952,83807701.72179818,5532289.5228084099514
1654473600,2022-06-06 00:00:00,ROSE/USDT,0.06663,0.07168,0.06636,0.06822,45175385.61243298,3114137.6023963554952
1654387200,2022-06-05 00:00:00,ROSE/USDT,0.06826,0.06873,0.06623,0.06661,19253364.03527886,1298660.8280673773267
1654300800,2022-06-04 00:00:00,ROSE/USDT,0.06626,0.06931,0.0648,0.06817,29837105.21103844,2013221.2712064651879
1654214400,2022-06-03 00:00:00,ROSE/USDT,0.06857,0.069,0.06327,0.06627,42956310.46627409,2819684.3782414126805
1654128000,2022-06-02 00:00:00,ROSE/USDT,0.06765,0.06927,0.06573,0.06856,54620405.8047602,3677180.9685647829604
1654041600,2022-06-01 00:00:00,ROSE/USDT,0.0793,0.07934,0.06538,0.06767,88889031.79184532,6459450.6584028300393
1653955200,2022-05-31 00:00:00,ROSE/USDT,0.07245,0.08024,0.06976,0.0793,83191583.09072589,6172268.7249065418461
1653868800,2022-05-30 00:00:00,ROSE/USDT,0.06572,0.0734,0.06452,0.07244,58053836.43988417,4083541.020115612934
1653782400,2022-05-29 00:00:00,ROSE/USDT,0.06232,0.06571,0.06078,0.06564,39006094.99194238,2467375.5846903658879
1653696000,2022-05-28 00:00:00,ROSE/USDT,0.06119,0.06296,0.06036,0.06231,36983243.47723601,2289930.4094973592162
1653609600,2022-05-27 00:00:00,ROSE/USDT,0.06346,0.06468,0.05937,0.06111,90716850.53713398,5612170.505443175381
1653523200,2022-05-26 00:00:00,ROSE/USDT,0.06946,0.076,0.0609,0.06356,145902473.53018226,9777142.2210710369332
1653436800,2022-05-25 00:00:00,ROSE/USDT,0.06899,0.07129,0.06629,0.06943,91147030.1811974,6246550.9882932030823
1653350400,2022-05-24 00:00:00,ROSE/USDT,0.066,0.06939,0.061,0.06901,78712056.75776643,5149920.4463271059417
1653264000,2022-05-23 00:00:00,ROSE/USDT,0.06846,0.0724,0.06416,0.06603,74817954.66939875,5190026.9023958318319
1653177600,2022-05-22 00:00:00,ROSE/USDT,0.06797,0.07002,0.06562,0.06847,29574976.59786229,2010723.2313881886415
1653091200,2022-05-21 00:00:00,ROSE/USDT,0.06607,0.06947,0.06483,0.06796,29629734.61827859,1982603.5342960972142
1653004800,2022-05-20 00:00:00,ROSE/USDT,0.0701,0.07183,0.06304,0.06604,47059299.45711488,3160763.7696414848438
1652918400,2022-05-19 00:00:00,ROSE/USDT,0.06842,0.07327,0.06456,0.07005,64529525.94406008,4425089.7431584874104
1652832000,2022-05-18 00:00:00,ROSE/USDT,0.08444,0.08682,0.06804,0.0684,53258811.21122687,4045567.1524864973099
1652745600,2022-05-17 00:00:00,ROSE/USDT,0.0766,0.08824,0.0766,0.08445,43728876.21236676,3606258.6352152904189
1652659200,2022-05-16 00:00:00,ROSE/USDT,0.08611,0.08663,0.07525,0.07664,51344612.27096806,4108847.3489107245649
1652572800,2022-05-15 00:00:00,ROSE/USDT,0.07398,0.088,0.07019,0.08608,52551073.61682041,4080119.5972309463715
1652486400,2022-05-14 00:00:00,ROSE/USDT,0.07046,0.07502,0.06328,0.07407,41476490.093541,2882339.4236835683383
1652400000,2022-05-13 00:00:00,ROSE/USDT,0.06552,0.08296,0.06435,0.07053,79173219.7307144,5930406.0654160795458
1652313600,2022-05-12 00:00:00,ROSE/USDT,0.07875,0.08446,0.05529,0.06544,120356737.73480054,7733124.1646145154185
1652227200,2022-05-11 00:00:00,ROSE/USDT,0.12817,0.13185,0.07476,0.07877,108637740.98528628,10478385.7788729190582
1652140800,2022-05-10 00:00:00,ROSE/USDT,0.12144,0.14201,0.11522,0.12817,58459838.61106173,7575327.9515551140576
1652054400,2022-05-09 00:00:00,ROSE/USDT,0.14972,0.1523,0.12062,0.12147,51441304.80655846,6942330.0712993457489
1651968000,2022-05-08 00:00:00,ROSE/USDT,0.15437,0.15883,0.149,0.14968,13818396.47284107,2104716.7857494793172
1651881600,2022-05-07 00:00:00,ROSE/USDT,0.16151,0.16215,0.14943,0.15437,10087924.06177309,1584030.8918489836429
1651795200,2022-05-06 00:00:00,ROSE/USDT,0.1674,0.16853,0.15655,0.16152,18220176.03514908,2952607.1464844947502
1651708800,2022-05-05 00:00:00,ROSE/USDT,0.18816,0.18993,0.16146,0.16743,30779333.10191701,5387390.6858304678411
1651622400,2022-05-04 00:00:00,ROSE/USDT,0.16852,0.18838,0.16765,0.18816,22854286.76904915,4049825.8933461162848
1651536000,2022-05-03 00:00:00,ROSE/USDT,0.17041,0.17656,0.16521,0.16851,20075137.3923474,3440515.822234651013
1651449600,2022-05-02 00:00:00,ROSE/USDT,0.17778,0.18135,0.163,0.17038,23899534.22462411,4103136.983336248522
1651363200,2022-05-01 00:00:00,ROSE/USDT,0.16637,0.18531,0.15952,0.17766,30681298.55814104,5264708.1637248721532
1651276800,2022-04-30 00:00:00,ROSE/USDT,0.19735,0.19916,0.15302,0.1664,41364812.88839238,7347602.459967603765
1651190400,2022-04-29 00:00:00,ROSE/USDT,0.21416,0.21555,0.19338,0.19725,19227342.25925836,3930979.0148955770953
1651104000,2022-04-28 00:00:00,ROSE/USDT,0.21903,0.22285,0.21121,0.21401,23798411.90453651,5162083.6346689039324
1651017600,2022-04-27 00:00:00,ROSE/USDT,0.21149,0.23164,0.21007,0.21903,30183895.32573655,6746894.6958360315363
1650931200,2022-04-26 00:00:00,ROSE/USDT,0.23314,0.2488,0.20638,0.21143,60759794.35426299,13860189.2164183448648
1650844800,2022-04-25 00:00:00,ROSE/USDT,0.21605,0.247,0.19903,0.23312,73691969.14288574,16612683.9817722405483
1650758400,2022-04-24 00:00:00,ROSE/USDT,0.21854,0.22136,0.2114,0.21617,10661327.37640578,2311306.3362737157479
1650672000,2022-04-23 00:00:00,ROSE/USDT,0.2179,0.22253,0.21632,0.2185,10741076.50590941,2361962.1999298789651
1650585600,2022-04-22 00:00:00,ROSE/USDT,0.21818,0.22449,0.2159,0.21798,15210979.85723829,3337523.5148933406791
1650499200,2022-04-21 00:00:00,ROSE/USDT,0.22911,0.23315,0.21208,0.21811,18191225.64873692,4097627.281157481793
1650412800,2022-04-20 00:00:00,ROSE/USDT,0.2374,0.242,0.22257,0.22912,26698811.15476839,6198883.7777681665004
1650326400,2022-04-19 00:00:00,ROSE/USDT,0.23108,0.24019,0.22769,0.23752,15660190.14571394,3664849.078007948162
1650240000,2022-04-18 00:00:00,ROSE/USDT,0.22139,0.23152,0.21089,0.23115,15627586.27621049,3439188.1183963589311
1650153600,2022-04-17 00:00:00,ROSE/USDT,0.23221,0.23307,0.22033,0.22133,7860427.27945533,1799175.2991041218772
1650067200,2022-04-16 00:00:00,ROSE/USDT,0.2327,0.2341,0.22666,0.23222,6681489.35216368,1545419.9429010179991
1649980800,2022-04-15 00:00:00,ROSE/USDT,0.23171,0.23501,0.22861,0.23266,5955147.02077586,1382729.1865548690947
1649894400,2022-04-14 00:00:00,ROSE/USDT,0.2408,0.25021,0.22797,0.23161,22822335.03794093,5378860.9695511763737
1649808000,2022-04-13 00:00:00,ROSE/USDT,0.23172,0.24213,0.22742,0.24074,28374385.30016096,6705105.7432747758597
1649721600,2022-04-12 00:00:00,ROSE/USDT,0.22617,0.24497,0.22009,0.23172,41920757.8298475,9797287.6449510167583
1649635200,2022-04-11 00:00:00,ROSE/USDT,0.25221,0.25547,0.2215,0.22617,38114043.97647494,9105057.3899098839176
1649548800,2022-04-10 00:00:00,ROSE/USDT,0.26418,0.26575,0.25107,0.25221,19539302.20480585,5071732.7600788079989
1649462400,2022-04-09 00:00:00,ROSE/USDT,0.25302,0.2697,0.25296,0.26418,22588771.76308853,5903480.3729025697148
1649376000,2022-04-08 00:00:00,ROSE/USDT,0.25701,0.276,0.24936,0.25326,58191234.54278406,15312612.2728238761501
1649289600,2022-04-07 00:00:00,ROSE/USDT,0.24133,0.26602,0.23671,0.25712,53610018.83346878,13601754.3273393791944
1649203200,2022-04-06 00:00:00,ROSE/USDT,0.29908,0.32099,0.23621,0.24145,90534229.35307193,25406068.4954176324665
1649116800,2022-04-05 00:00:00,ROSE/USDT,0.30917,0.33084,0.29609,0.29922,63367581.99071222,19963559.0404687368256
1649030400,2022-04-04 00:00:00,ROSE/USDT,0.30611,0.31724,0.28592,0.30937,66730324.66941635,20318782.3516523691037
1648944000,2022-04-03 00:00:00,ROSE/USDT,0.26819,0.31284,0.2652,0.30625,44150770.37177646,12917086.9162075532187
1648857600,2022-04-02 00:00:00,ROSE/USDT,0.27692,0.28799,0.26724,0.26818,28128524.91158164,7822395.2526348135066
1648771200,2022-04-01 00:00:00,ROSE/USDT,0.27088,0.28224,0.25744,0.27724,28998845.15602201,7784762.6316854611843
1648684800,2022-03-31 00:00:00,ROSE/USDT,0.28428,0.29474,0.26702,0.27089,34655491.77402649,9686645.7696789794411
1648598400,2022-03-30 00:00:00,ROSE/USDT,0.273,0.29941,0.27041,0.28421,38831632.89045367,11229083.6886686570935
1648512000,2022-03-29 00:00:00,ROSE/USDT,0.2702,0.28581,0.26466,0.27316,25086304.90638457,6917977.7817940612278
1648425600,2022-03-28 00:00:00,ROSE/USDT,0.28774,0.29224,0.26719,0.27029,33241739.85852058,9454284.9499746621649
1648339200,2022-03-27 00:00:00,ROSE/USDT,0.2648,0.29522,0.26091,0.28793,32003220.185256,8950604.1815107709178
1648252800,2022-03-26 00:00:00,ROSE/USDT,0.26122,0.2666,0.25905,0.26481,8293437.45841375,2179744.5280815351419
1648166400,2022-03-25 00:00:00,ROSE/USDT,0.26587,0.27965,0.25652,0.26113,27988718.82139693,7547707.7972393293039
1648080000,2022-03-24 00:00:00,ROSE/USDT,0.26519,0.2725,0.26139,0.26587,17483871.32537332,4672999.9111947077694
1647993600,2022-03-23 00:00:00,ROSE/USDT,0.25284,0.272,0.2485,0.26518,29112565.8051118,7632372.0758959483387
1647907200,2022-03-22 00:00:00,ROSE/USDT,0.23879,0.276,0.23637,0.25293,37264382.76596922,9614113.2713354941109
1647820800,2022-03-21 00:00:00,ROSE/USDT,0.23201,0.24239,0.22466,0.23874,14359351.24311559,3373536.7335715461765
1647734400,2022-03-20 00:00:00,ROSE/USDT,0.24744,0.24877,0.22731,0.23181,14964942.70176798,3559571.5458099875689
1647648000,2022-03-19 00:00:00,ROSE/USDT,0.22961,0.253,0.22871,0.24766,19270295.00973903,4674152.3682233165583
1647561600,2022-03-18 00:00:00,ROSE/USDT,0.22607,0.23115,0.218,0.22957,13914184.76528685,3113521.5971977276997
1647475200,2022-03-17 00:00:00,ROSE/USDT,0.22844,0.23,0.22212,0.22602,10352585.82746383,2340973.2905136640465
1647388800,2022-03-16 00:00:00,ROSE/USDT,0.20958,0.23059,0.20645,0.22841,17248727.15763332,3761827.5423146367669
1647302400,2022-03-15 00:00:00,ROSE/USDT,0.21388,0.21482,0.20247,0.20953,11640312.05377085,2429984.7248423537301
1647216000,2022-03-14 00:00:00,ROSE/USDT,0.21346,0.21744,0.2056,0.21422,12082526.04221082,2555932.5711066853874
1647129600,2022-03-13 00:00:00,ROSE/USDT,0.21759,0.22266,0.21061,0.21346,10486704.85655288,2264610.2618541299585
1647043200,2022-03-12 00:00:00,ROSE/USDT,0.21661,0.22453,0.21612,0.2176,8235033.58094224,1820312.8187182173354
1646956800,2022-03-11 00:00:00,ROSE/USDT,0.22676,0.23,0.21634,0.21662,21683598.69714225,4841735.2828868758815
1646870400,2022-03-10 00:00:00,ROSE/USDT,0.24001,0.24541,0.2196,0.22698,20353336.76365928,4644406.9599057647001
1646784000,2022-03-09 00:00:00,ROSE/USDT,0.22266,0.24884,0.22266,0.24,33798480.09628803,8028377.9558365775861
1646697600,2022-03-08 00:00:00,ROSE/USDT,0.21715,0.22385,0.2131,0.22263,18831438.46207557,4131353.0007635728454
1646611200,2022-03-07 00:00:00,ROSE/USDT,0.23462,0.237,0.21478,0.21732,24037221.0782821,5429136.6758714647879
1646524800,2022-03-06 00:00:00,ROSE/USDT,0.24292,0.2495,0.23246,0.23516,17546172.15423683,4228657.19478605006
1646438400,2022-03-05 00:00:00,ROSE/USDT,0.23745,0.24712,0.2311,0.24301,13466643.912686,3245042.7272874040199
1646352000,2022-03-04 00:00:00,ROSE/USDT,0.25039,0.25138,0.23111,0.2376,24747086.97620186,5975023.8830749738896
1646265600,2022-03-03 00:00:00,ROSE/USDT,0.26341,0.27276,0.24256,0.25039,28511402.00607705,7301055.7858075868625
1646179200,2022-03-02 00:00:00,ROSE/USDT,0.26001,0.27287,0.25252,0.26338,38745647.07487509,10182497.9394603046435
1646092800,2022-03-01 00:00:00,ROSE/USDT,0.25728,0.27466,0.25,0.26,43640363.98448098,11325462.639836305828
1646006400,2022-02-28 00:00:00,ROSE/USDT,0.21353,0.26441,0.20937,0.25733,43415447.64590974,10366500.4894834157427
1645920000,2022-02-27 00:00:00,ROSE/USDT,0.22938,0.23983,0.21195,0.21353,29457523.67771533,6551950.6533520400249
1645833600,2022-02-26 00:00:00,ROSE/USDT,0.22635,0.2423,0.22371,0.22926,27307813.57189946,6349565.3212950477942
1645747200,2022-02-25 00:00:00,ROSE/USDT,0.21407,0.23178,0.20657,0.22646,32477269.4886566,7116172.1636308580198
1645660800,2022-02-24 00:00:00,ROSE/USDT,0.2216,0.22306,0.18158,0.21396,70117306.7317545,14011282.4459483752069
1645574400,2022-02-23 00:00:00,ROSE/USDT,0.2298,0.2465,0.22093,0.22132,28861079.28906423,6766511.9291464056908
1645488000,2022-02-22 00:00:00,ROSE/USDT,0.22348,0.23225,0.21128,0.22982,30675389.06878099,6815161.3066765699727
1645401600,2022-02-21 00:00:00,ROSE/USDT,0.24393,0.26356,0.22123,0.22346,35244599.78222046,8632462.0880474043669
1645315200,2022-02-20 00:00:00,ROSE/USDT,0.2639,0.26449,0.23823,0.24376,26596599.07736847,6572620.9142163127765
1645228800,2022-02-19 00:00:00,ROSE/USDT,0.26827,0.27327,0.2545,0.26399,19594725.36199195,5154747.873122524801
1645142400,2022-02-18 00:00:00,ROSE/USDT,0.28781,0.29701,0.26471,0.26821,23171540.75260805,6517708.4475877699899
1645056000,2022-02-17 00:00:00,ROSE/USDT,0.30845,0.31479,0.28076,0.28781,30291156.48519623,9024955.2861713232876
1644969600,2022-02-16 00:00:00,ROSE/USDT,0.31837,0.32148,0.29901,0.30808,19907589.80607782,6122692.4205474058326
