https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MANA,Volume USDT
1659830400,2022-08-07 00:00:00,MANA/USDT,1.04964,1.08482,1.02675,1.06028,1884457.93085719,1996167.7319372824773
1659744000,2022-08-06 00:00:00,MANA/USDT,1.06991,1.09207,1.04443,1.04967,3156763.87812108,3362922.8676373580558
1659657600,2022-08-05 00:00:00,MANA/USDT,0.99339,1.07815,0.9912,1.07049,4328876.61226514,4471957.1256777179134
1659571200,2022-08-04 00:00:00,MANA/USDT,0.96196,1.02349,0.96119,0.99222,2803310.94404248,2783332.3862856033887
1659484800,2022-08-03 00:00:00,MANA/USDT,0.95901,1.00394,0.93405,0.96211,2779504.63833365,2728257.0616710237554
1659398400,2022-08-02 00:00:00,MANA/USDT,1.01367,1.02539,0.93873,0.95828,3084154.80864472,2988113.065438815095
1659312000,2022-08-01 00:00:00,MANA/USDT,0.97452,1.03999,0.95972,1.01319,4115000.02395281,4095840.4800624221275
1659225600,2022-07-31 00:00:00,MANA/USDT,1.0097,1.04267,0.96932,0.97523,4281595.77933655,4356957.0557328291655
1659139200,2022-07-30 00:00:00,MANA/USDT,0.97054,1.09469,0.9703,1.00967,8805896.97856251,9077297.6025574841468
1659052800,2022-07-29 00:00:00,MANA/USDT,0.97989,1.0331,0.94615,0.97056,6717210.82258905,6647440.7015439492539
1658966400,2022-07-28 00:00:00,MANA/USDT,0.95485,0.99676,0.92072,0.9792,5524358.70389629,5313681.1427600762481
1658880000,2022-07-27 00:00:00,MANA/USDT,0.87884,0.95679,0.8519,0.95406,3027206.09673887,2728470.526540968329
1658793600,2022-07-26 00:00:00,MANA/USDT,0.87446,0.88053,0.84283,0.87885,2352622.50816797,2029260.329404784652
1658707200,2022-07-25 00:00:00,MANA/USDT,0.96309,0.96963,0.87265,0.87424,3780716.43057638,3441877.7897246592974
1658620800,2022-07-24 00:00:00,MANA/USDT,0.97589,1.03029,0.95961,0.96383,5408679.01435593,5335148.1263019855761
1658534400,2022-07-23 00:00:00,MANA/USDT,0.93214,1.0203,0.92154,0.97635,6137625.78175915,6033851.346432168244
1658448000,2022-07-22 00:00:00,MANA/USDT,0.93869,0.98069,0.90345,0.93198,3120144.26694468,2942359.8604172159353
1658361600,2022-07-21 00:00:00,MANA/USDT,0.92064,0.94685,0.88134,0.93837,3201330.10978658,2935617.0159283073823
1658275200,2022-07-20 00:00:00,MANA/USDT,1.00051,1.01909,0.91122,0.92004,5060451.84198771,4915902.3050975997284
1658188800,2022-07-19 00:00:00,MANA/USDT,0.9192,1.022,0.90801,1.00121,10248805.51685489,9812580.596489041187
1658102400,2022-07-18 00:00:00,MANA/USDT,0.83945,0.93069,0.83565,0.91924,4462102.46626497,4012964.7550016612502
1658016000,2022-07-17 00:00:00,MANA/USDT,0.86784,0.8801,0.83732,0.83951,1811605.34815755,1553817.3977347973509
1657929600,2022-07-16 00:00:00,MANA/USDT,0.8459,0.87337,0.8212,0.86813,1890959.7552647,1606513.0293032651383
1657843200,2022-07-15 00:00:00,MANA/USDT,0.83922,0.8742,0.82962,0.84613,2803257.45747577,2380009.3574843646935
1657756800,2022-07-14 00:00:00,MANA/USDT,0.81398,0.84729,0.78534,0.83803,2772441.59213617,2260771.3190957668109
1657670400,2022-07-13 00:00:00,MANA/USDT,0.78329,0.81828,0.754,0.81398,3057054.75040048,2411003.933774482651
1657584000,2022-07-12 00:00:00,MANA/USDT,0.805,0.82407,0.78124,0.78392,1989843.40341825,1607877.0426477664402
1657497600,2022-07-11 00:00:00,MANA/USDT,0.86986,0.86986,0.80122,0.80573,2272822.92709078,1894241.5070607434391
1657411200,2022-07-10 00:00:00,MANA/USDT,0.90602,0.90688,0.85898,0.86878,2173715.62552416,1910391.6081378326643
1657324800,2022-07-09 00:00:00,MANA/USDT,0.89612,0.92306,0.89608,0.90613,1747387.76302911,1591107.6269449486722
1657238400,2022-07-08 00:00:00,MANA/USDT,0.93587,0.979,0.88728,0.8965,3662851.29696954,3354935.4460886249284
1657152000,2022-07-07 00:00:00,MANA/USDT,0.9153,0.9488,0.90598,0.93523,3553965.9439564,3290824.2840664183867
1657065600,2022-07-06 00:00:00,MANA/USDT,0.87333,0.92975,0.86028,0.9152,4333875.89134357,3898541.2819309638992
1656979200,2022-07-05 00:00:00,MANA/USDT,0.90417,0.91726,0.83546,0.87276,3840293.97441702,3347729.7371915485816
1656892800,2022-07-04 00:00:00,MANA/USDT,0.83909,0.91306,0.82272,0.90391,3000804.71688127,2607916.5967946758197
1656806400,2022-07-03 00:00:00,MANA/USDT,0.83599,0.84627,0.81095,0.83923,1595190.82235362,1319307.8730392880242
1656720000,2022-07-02 00:00:00,MANA/USDT,0.83511,0.84673,0.81073,0.83625,2310996.2745369,1917987.0779760116741
1656633600,2022-07-01 00:00:00,MANA/USDT,0.88215,0.90473,0.82771,0.83526,6518345.40227562,5546957.2143149707562
1656547200,2022-06-30 00:00:00,MANA/USDT,0.88093,0.88753,0.79977,0.88188,5397281.99009612,4514832.7226540666743
1656460800,2022-06-29 00:00:00,MANA/USDT,0.88713,0.9,0.85853,0.88025,3556469.26020673,3133178.8542637115972
1656374400,2022-06-28 00:00:00,MANA/USDT,0.96582,1.00634,0.87992,0.88799,5519510.99598134,5252266.9947214067145
1656288000,2022-06-27 00:00:00,MANA/USDT,0.93438,1.00517,0.92,0.96501,5554340.37052686,5323540.9828534930924
1656201600,2022-06-26 00:00:00,MANA/USDT,1.02286,1.051,0.92908,0.93459,6480610.49098721,6507491.8211543458299
1656115200,2022-06-25 00:00:00,MANA/USDT,0.93878,1.04696,0.91783,1.02212,7691503.9223942,7508107.8045364928801
1656028800,2022-06-24 00:00:00,MANA/USDT,0.89467,0.95253,0.89195,0.9383,4398598.25827854,4042555.3888505836145
1655942400,2022-06-23 00:00:00,MANA/USDT,0.83621,0.91352,0.83372,0.89485,6702614.02398596,5877098.0564207274654
1655856000,2022-06-22 00:00:00,MANA/USDT,0.8444,0.88312,0.79851,0.83615,5105971.7767619,4281118.0723313362206
1655769600,2022-06-21 00:00:00,MANA/USDT,0.83165,0.9062,0.81608,0.8436,4811076.74484788,4154669.8857431586455
1655683200,2022-06-20 00:00:00,MANA/USDT,0.82788,0.85063,0.78928,0.83192,3325360.09912006,2736184.6414467524772
1655596800,2022-06-19 00:00:00,MANA/USDT,0.77799,0.83771,0.74812,0.82842,3666164.39644515,2909208.8534907040908
1655510400,2022-06-18 00:00:00,MANA/USDT,0.83827,0.85629,0.72492,0.77773,4960459.73136093,3922311.6464143550178
1655424000,2022-06-17 00:00:00,MANA/USDT,0.81196,0.87657,0.80461,0.83844,2700696.18045357,2268647.3259379943501
1655337600,2022-06-16 00:00:00,MANA/USDT,0.92113,0.9389,0.79866,0.81146,4954969.45402958,4213741.3878738914533
1655251200,2022-06-15 00:00:00,MANA/USDT,0.82123,0.9255,0.75417,0.92173,9310503.97393388,7649135.0598989876067
1655164800,2022-06-14 00:00:00,MANA/USDT,0.8269,0.88,0.76355,0.82114,10663636.07335226,8779372.9331733957
1655078400,2022-06-13 00:00:00,MANA/USDT,0.78935,0.88664,0.74069,0.82677,18481674.1532812,14681588.7022295462725
1654992000,2022-06-12 00:00:00,MANA/USDT,0.81859,0.88006,0.75471,0.78924,7288713.18580424,5889910.3059541532427
1654905600,2022-06-11 00:00:00,MANA/USDT,0.89103,0.91557,0.79628,0.81843,4576944.92409261,3844626.972187157653
1654819200,2022-06-10 00:00:00,MANA/USDT,0.97261,0.98169,0.88102,0.89082,4830667.19502015,4504126.9858784321491
1654732800,2022-06-09 00:00:00,MANA/USDT,0.97886,1.00442,0.96509,0.97239,1546731.73363927,1524536.0948155766051
1654646400,2022-06-08 00:00:00,MANA/USDT,1.02459,1.03725,0.97191,0.97945,2960736.26034796,2987971.1718112688082
1654560000,2022-06-07 00:00:00,MANA/USDT,1.01553,1.03,0.93743,1.02438,5955919.385479,5895855.3957864323188
1654473600,2022-06-06 00:00:00,MANA/USDT,0.97699,1.06288,0.97374,1.01665,4436931.71632783,4542688.1974430396282
1654387200,2022-06-05 00:00:00,MANA/USDT,0.98156,0.995,0.95459,0.97712,2464781.13171241,2404174.262367649657
1654300800,2022-06-04 00:00:00,MANA/USDT,0.97949,0.99177,0.94414,0.9815,2556850.00756802,2496346.3263476176454
1654214400,2022-06-03 00:00:00,MANA/USDT,1.03638,1.04065,0.96063,0.9798,3213662.54207228,3194371.7245919737548
1654128000,2022-06-02 00:00:00,MANA/USDT,0.98268,1.03925,0.95762,1.03661,4206566.48655235,4172759.6190291516315
1654041600,2022-06-01 00:00:00,MANA/USDT,1.08822,1.09299,0.96539,0.98306,4537840.25426944,4659068.8925093951655
1653955200,2022-05-31 00:00:00,MANA/USDT,1.08563,1.12882,1.04421,1.08859,4133210.44907585,4482681.4471705316598
1653868800,2022-05-30 00:00:00,MANA/USDT,0.97324,1.09932,0.95988,1.08567,8993869.45192563,9344403.8067773717852
1653782400,2022-05-29 00:00:00,MANA/USDT,0.95572,0.97491,0.91691,0.97362,6480837.43049612,6144422.3711503248022
1653696000,2022-05-28 00:00:00,MANA/USDT,0.93108,0.96977,0.924,0.95557,6756482.66728068,6433335.9210224236729
1653609600,2022-05-27 00:00:00,MANA/USDT,0.98765,1.00244,0.90405,0.92853,5514571.24570228,5223111.6286164198056
1653523200,2022-05-26 00:00:00,MANA/USDT,1.05581,1.10995,0.93682,0.98875,8157039.57679011,8293285.7751512670322
1653436800,2022-05-25 00:00:00,MANA/USDT,1.0397,1.07911,0.99991,1.0561,4170513.69977599,4322503.6975167523578
1653350400,2022-05-24 00:00:00,MANA/USDT,1.03164,1.05561,0.97121,1.04022,4201112.47248299,4275041.9966041761436
1653264000,2022-05-23 00:00:00,MANA/USDT,1.10211,1.14,1.01497,1.03099,5427527.31943477,5954035.9830225236859
1653177600,2022-05-22 00:00:00,MANA/USDT,1.09353,1.12839,1.07173,1.10307,4151711.90312752,4586631.686306124372
1653091200,2022-05-21 00:00:00,MANA/USDT,1.06705,1.1184,1.03905,1.09373,4122405.18022837,4456559.8466242891757
1653004800,2022-05-20 00:00:00,MANA/USDT,1.11938,1.15659,1.02262,1.06769,5656175.03939393,6149593.0440104561265
1652918400,2022-05-19 00:00:00,MANA/USDT,1.034,1.161,0.97684,1.1198,9084600.46936207,9691379.5305776904271
1652832000,2022-05-18 00:00:00,MANA/USDT,1.21728,1.23605,1.02774,1.03348,4766685.79991933,5281466.9349487121039
1652745600,2022-05-17 00:00:00,MANA/USDT,1.17623,1.24808,1.14309,1.21728,3733354.55425706,4492978.8655551509555
1652659200,2022-05-16 00:00:00,MANA/USDT,1.33699,1.33699,1.15554,1.17587,6435944.80924364,7794312.9399494183006
1652572800,2022-05-15 00:00:00,MANA/USDT,1.33567,1.36617,1.19352,1.33722,9124736.58154789,11575483.9290730437701
1652486400,2022-05-14 00:00:00,MANA/USDT,1.02488,1.379,1.0065,1.33568,20058337.27385222,23861705.7098002270948
1652400000,2022-05-13 00:00:00,MANA/USDT,0.70829,1.17496,0.7,1.025,21623801.82227506,22088382.9719763645595
1652313600,2022-05-12 00:00:00,MANA/USDT,0.77007,0.83986,0.62975,0.70778,8404385.32580209,6228557.7438056029166
1652227200,2022-05-11 00:00:00,MANA/USDT,1.11342,1.15662,0.74871,0.7699,13757597.05511823,13019760.4526826647839
1652140800,2022-05-10 00:00:00,MANA/USDT,1.06195,1.22692,1.02044,1.11376,7358743.58879449,8343572.2018537034807
1652054400,2022-05-09 00:00:00,MANA/USDT,1.33182,1.35594,1.05308,1.06239,5253528.13582062,6218791.6694586273099
1651968000,2022-05-08 00:00:00,MANA/USDT,1.37073,1.38873,1.30711,1.33065,2820161.67140107,3794327.6821053896755
1651881600,2022-05-07 00:00:00,MANA/USDT,1.44673,1.45452,1.33295,1.37123,1800474.00560741,2527227.3385571354331
1651795200,2022-05-06 00:00:00,MANA/USDT,1.46432,1.47885,1.39253,1.44756,2330142.75543954,3354876.6652401940931
1651708800,2022-05-05 00:00:00,MANA/USDT,1.66211,1.679,1.41468,1.46543,3129867.00572669,4783227.7629695213854
1651622400,2022-05-04 00:00:00,MANA/USDT,1.47367,1.68024,1.4666,1.66176,3287455.27789025,5125175.9633332927351
1651536000,2022-05-03 00:00:00,MANA/USDT,1.5067,1.59079,1.447,1.47382,2458094.31796839,3731023.9960090702826
1651449600,2022-05-02 00:00:00,MANA/USDT,1.52637,1.58289,1.432,1.50678,3232122.08747099,4840830.2531486297742
1651363200,2022-05-01 00:00:00,MANA/USDT,1.4318,1.56048,1.3995,1.52748,3017639.23794481,4465224.411002727784
1651276800,2022-04-30 00:00:00,MANA/USDT,1.66918,1.69539,1.33553,1.43219,3094580.30643039,4719254.045448778563
1651190400,2022-04-29 00:00:00,MANA/USDT,1.80493,1.8162,1.61658,1.6689,2166387.47267882,3700393.332845477681
1651104000,2022-04-28 00:00:00,MANA/USDT,1.84409,1.86599,1.78243,1.8045,1709256.84989674,3122461.1029686922205
1651017600,2022-04-27 00:00:00,MANA/USDT,1.80778,1.89,1.78843,1.84379,1352510.56137141,2494764.9851194737239
1650931200,2022-04-26 00:00:00,MANA/USDT,1.98043,2.0064,1.7752,1.80783,2748949.76630325,5178989.5714876381933
1650844800,2022-04-25 00:00:00,MANA/USDT,2.00124,2.00599,1.84306,1.98035,3159025.50049931,6053880.5586755226669
1650758400,2022-04-24 00:00:00,MANA/USDT,2.01008,2.02702,1.955,2.00152,1600470.23612461,3191042.7857196905651
1650672000,2022-04-23 00:00:00,MANA/USDT,2.03753,2.04991,1.99289,2.00874,1010931.53410272,2047465.311200802733
1650585600,2022-04-22 00:00:00,MANA/USDT,2.02415,2.07943,2.01101,2.03779,1702012.55924298,3474064.3438111198516
1650499200,2022-04-21 00:00:00,MANA/USDT,2.10388,2.16211,1.98811,2.02597,2117629.99529251,4451653.0865129319733
1650412800,2022-04-20 00:00:00,MANA/USDT,2.16302,2.23365,2.06835,2.10417,2208262.93988205,4760927.6296150034935
1650326400,2022-04-19 00:00:00,MANA/USDT,2.08741,2.20419,2.06548,2.16402,1964738.78750367,4207374.5766997234488
1650240000,2022-04-18 00:00:00,MANA/USDT,2.05201,2.09645,1.95172,2.08626,2247387.02617366,4567547.2108535547397
1650153600,2022-04-17 00:00:00,MANA/USDT,2.15211,2.15643,2.03808,2.05203,908594.47566838,1918151.6181444597405
1650067200,2022-04-16 00:00:00,MANA/USDT,2.14504,2.19119,2.1108,2.15163,1272137.78343747,2732298.6810453323235
1649980800,2022-04-15 00:00:00,MANA/USDT,2.11807,2.1544,2.10256,2.1452,938449.90276988,2002657.6082560251056
1649894400,2022-04-14 00:00:00,MANA/USDT,2.20078,2.23705,2.09424,2.11948,1528915.69606353,3311699.0752994821952
1649808000,2022-04-13 00:00:00,MANA/USDT,2.1541,2.21716,2.10758,2.19852,1661619.20586908,3598635.8468517540352
1649721600,2022-04-12 00:00:00,MANA/USDT,2.05664,2.2,2.04562,2.15307,2382953.90029876,5069914.6709330902753
1649635200,2022-04-11 00:00:00,MANA/USDT,2.26427,2.28229,2.03325,2.05646,2578952.7947022,5537382.2018243736404
1649548800,2022-04-10 00:00:00,MANA/USDT,2.33943,2.35429,2.25676,2.2674,1116088.30302292,2580902.3455795502438
1649462400,2022-04-09 00:00:00,MANA/USDT,2.26706,2.34328,2.26031,2.33759,979586.75158678,2255379.0349003085878
1649376000,2022-04-08 00:00:00,MANA/USDT,2.41503,2.44469,2.24075,2.26595,2539899.06090974,6011125.1350566659307
1649289600,2022-04-07 00:00:00,MANA/USDT,2.32756,2.43362,2.28932,2.41348,1935287.92688051,4610086.2670047305539
1649203200,2022-04-06 00:00:00,MANA/USDT,2.56141,2.564,2.31631,2.32904,3850728.62632097,9334392.2508047036629
1649116800,2022-04-05 00:00:00,MANA/USDT,2.65712,2.68786,2.55123,2.5597,2554031.76510087,6717041.4630187814661
1649030400,2022-04-04 00:00:00,MANA/USDT,2.72516,2.7468,2.55182,2.65904,3523283.06017917,9368172.5237232904092
1648944000,2022-04-03 00:00:00,MANA/USDT,2.63941,2.76964,2.59851,2.72498,3553173.07461775,9578534.4347674794874
1648857600,2022-04-02 00:00:00,MANA/USDT,2.64744,2.76757,2.61031,2.63918,4352041.77127394,11777539.352884726074
1648771200,2022-04-01 00:00:00,MANA/USDT,2.61393,2.68505,2.45432,2.64788,5185434.67553901,13446706.8063294108044
1648684800,2022-03-31 00:00:00,MANA/USDT,2.70371,2.84478,2.57176,2.61296,8934762.25997675,24307231.8846560570298
1648598400,2022-03-30 00:00:00,MANA/USDT,2.69527,2.75022,2.59439,2.70462,4355498.07158495,11727713.2148492903396
1648512000,2022-03-29 00:00:00,MANA/USDT,2.67787,2.78522,2.62252,2.69539,3935169.31987338,10704878.186317853208
1648425600,2022-03-28 00:00:00,MANA/USDT,2.73621,2.81797,2.65289,2.6776,3742947.92825737,10339585.3581516559045
1648339200,2022-03-27 00:00:00,MANA/USDT,2.61674,2.74312,2.5818,2.73992,2229118.76904906,5892165.4051220529246
1648252800,2022-03-26 00:00:00,MANA/USDT,2.59234,2.62734,2.54685,2.61609,1345955.00340029,3494116.4485781715453
1648166400,2022-03-25 00:00:00,MANA/USDT,2.69901,2.7225,2.56005,2.59001,2600287.33113185,6867942.3580780498878
1648080000,2022-03-24 00:00:00,MANA/USDT,2.53727,2.70954,2.53727,2.6998,3834288.2317948,10093593.7930378428965
1647993600,2022-03-23 00:00:00,MANA/USDT,2.4338,2.5548,2.40152,2.53668,2524180.9743188,6272144.6775624078629
1647907200,2022-03-22 00:00:00,MANA/USDT,2.40351,2.49237,2.38942,2.4338,1577092.27822264,3871195.0402251017861
1647820800,2022-03-21 00:00:00,MANA/USDT,2.39937,2.47318,2.35361,2.40404,1619331.71285304,3908456.0581751757708
1647734400,2022-03-20 00:00:00,MANA/USDT,2.50546,2.50999,2.37097,2.39795,1450745.51158603,3531309.3574786177688
1647648000,2022-03-19 00:00:00,MANA/USDT,2.45085,2.55468,2.42693,2.50797,1996117.24403594,4974465.0985356394223
1647561600,2022-03-18 00:00:00,MANA/USDT,2.43979,2.46486,2.34913,2.45065,2129682.31624648,5116207.6311487137387
1647475200,2022-03-17 00:00:00,MANA/USDT,2.49378,2.5345,2.41496,2.43899,2437097.98244404,5982911.6848602108124
1647388800,2022-03-16 00:00:00,MANA/USDT,2.27166,2.5038,2.24486,2.49225,3942682.0056569,9287654.3130025713047
1647302400,2022-03-15 00:00:00,MANA/USDT,2.30521,2.32407,2.22827,2.27215,1618862.57113651,3668013.4236032764044
1647216000,2022-03-14 00:00:00,MANA/USDT,2.25009,2.32049,2.22301,2.30599,1779192.10461064,4054030.3172691833165
1647129600,2022-03-13 00:00:00,MANA/USDT,2.30963,2.44576,2.23009,2.25,3048797.71955852,7206730.6242420354038
1647043200,2022-03-12 00:00:00,MANA/USDT,2.30433,2.35777,2.3,2.3095,999294.96610447,2331807.6808326189779
1646956800,2022-03-11 00:00:00,MANA/USDT,2.36973,2.40951,2.26641,2.30562,3829567.75510796,8967012.3427555775786
1646870400,2022-03-10 00:00:00,MANA/USDT,2.49443,2.51282,2.31996,2.36983,3092952.94793771,7374778.0704810028443
1646784000,2022-03-09 00:00:00,MANA/USDT,2.39273,2.5468,2.38586,2.49377,3160887.79634722,7893268.2397515385514
1646697600,2022-03-08 00:00:00,MANA/USDT,2.35399,2.4414,2.33774,2.39331,2899042.19409266,6958066.2739000940441
1646611200,2022-03-07 00:00:00,MANA/USDT,2.41658,2.5251,2.3,2.35615,3220783.34889669,7755128.1058898869146
1646524800,2022-03-06 00:00:00,MANA/USDT,2.55544,2.59326,2.41111,2.4163,2578704.96218246,6413778.0376812788659
1646438400,2022-03-05 00:00:00,MANA/USDT,2.47921,2.57024,2.4057,2.55942,2252628.23104338,5661484.2847869874591
1646352000,2022-03-04 00:00:00,MANA/USDT,2.63784,2.6424,2.43387,2.4792,3290170.5558009,8389175.522839269294
1646265600,2022-03-03 00:00:00,MANA/USDT,2.75057,2.76562,2.58055,2.63771,3360720.93525458,8999844.0525735012607
1646179200,2022-03-02 00:00:00,MANA/USDT,2.83942,2.85352,2.70529,2.75219,5165993.55436995,14401126.2381501621372
1646092800,2022-03-01 00:00:00,MANA/USDT,2.84817,2.92767,2.72259,2.83841,6579118.68177995,18542113.6574646535577
1646006400,2022-02-28 00:00:00,MANA/USDT,2.55746,2.86916,2.45452,2.84797,6304951.96044808,16740543.7576547846118
1645920000,2022-02-27 00:00:00,MANA/USDT,2.68058,2.74916,2.50199,2.55748,5798994.89350052,15176587.9353437370852
1645833600,2022-02-26 00:00:00,MANA/USDT,2.7411,2.87,2.64306,2.6804,5893067.02708694,15993211.6856429761821
1645747200,2022-02-25 00:00:00,MANA/USDT,2.5863,2.78501,2.51932,2.73946,7887442.5239055,20993860.9032870598147
1645660800,2022-02-24 00:00:00,MANA/USDT,2.55196,2.69251,2.19814,2.58719,9562369.980266,23086297.0712404625342
1645574400,2022-02-23 00:00:00,MANA/USDT,2.64638,2.80989,2.54527,2.55269,7614982.0710617,20389907.2349018806105
1645488000,2022-02-22 00:00:00,MANA/USDT,2.48111,2.65476,2.3788,2.64547,7116575.13456743,17964789.0703012053999
1645401600,2022-02-21 00:00:00,MANA/USDT,2.69319,2.95341,2.45351,2.48159,12378909.64705265,33849905.5163706503286
1645315200,2022-02-20 00:00:00,MANA/USDT,2.88617,2.88617,2.61092,2.69352,5025817.98185758,13606517.0588072196545
1645228800,2022-02-19 00:00:00,MANA/USDT,2.96493,3.03646,2.80927,2.88817,5263894.02843355,15365123.0665051793767
1645142400,2022-02-18 00:00:00,MANA/USDT,3.07662,3.17571,2.905,2.96654,7444899.22612273,22498810.3734643170514
1645056000,2022-02-17 00:00:00,MANA/USDT,3.2607,3.37987,3.00569,3.07625,9057324.69992944,29183360.7014770915598
1644969600,2022-02-16 00:00:00,MANA/USDT,3.33644,3.4,3.16006,3.26163,9068007.2760202,29751411.8504539615635
1644883200,2022-02-15 00:00:00,MANA/USDT,2.84156,3.33717,2.8326,3.33678,7852644.57771722,24366600.2113264254831
1644796800,2022-02-14 00:00:00,MANA/USDT,2.82177,2.89118,2.71704,2.84018,4257683.4682018,11933105.4048606771799
1644710400,2022-02-13 00:00:00,MANA/USDT,2.90895,2.9746,2.7547,2.8204,3666713.75811947,10583541.7027217914405
