https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MVP,Volume BTC
1663459200,2022-09-18 00:00:00,MVP/BTC,0.0000000036,0.0000000036,0.0000000036,0.0000000036,38461.5384,0.00013846153824
1663372800,2022-09-17 00:00:00,MVP/BTC,0.0000000034,0.000000004,0.0000000034,0.0000000036,11359977.3453,0.04225670320219
1663286400,2022-09-16 00:00:00,MVP/BTC,0.0000000034,0.0000000036,0.0000000034,0.0000000036,3629240.29,0.0126805664421
1663200000,2022-09-15 00:00:00,MVP/BTC,0.0000000036,0.0000000037,0.0000000034,0.0000000036,5337344.9231,0.01893756863363
1663113600,2022-09-14 00:00:00,MVP/BTC,0.0000000035,0.0000000036,0.0000000034,0.0000000036,1151062.0698,0.0040664430426
1663027200,2022-09-13 00:00:00,MVP/BTC,0.0000000034,0.0000000036,0.0000000034,0.0000000036,6799636.9113,0.02350420388462
1662940800,2022-09-12 00:00:00,MVP/BTC,0.0000000037,0.0000000037,0.0000000033,0.0000000035,14595705.4536,0.04905733621375
1662854400,2022-09-11 00:00:00,MVP/BTC,0.0000000037,0.0000000038,0.0000000035,0.0000000035,7377634.614,0.02750226472834
1662768000,2022-09-10 00:00:00,MVP/BTC,0.0000000033,0.0000000038,0.0000000033,0.0000000036,35563356.8526,0.12829128356775
1662681600,2022-09-09 00:00:00,MVP/BTC,0.0000000035,0.0000000036,0.0000000032,0.0000000033,16601962.1768,0.05510498454587
1662595200,2022-09-08 00:00:00,MVP/BTC,0.0000000032,0.0000000035,0.0000000032,0.0000000035,10503452.5007,0.03576544488605
1662508800,2022-09-07 00:00:00,MVP/BTC,0.000000003,0.0000000033,0.000000003,0.0000000032,12967751.4384,0.04047803506267
1662422400,2022-09-06 00:00:00,MVP/BTC,0.0000000032,0.0000000033,0.000000003,0.000000003,23284542.774,0.07141552727175
1662336000,2022-09-05 00:00:00,MVP/BTC,0.000000003,0.0000000032,0.000000003,0.0000000032,15825660.9049,0.04842170696769
1662249600,2022-09-04 00:00:00,MVP/BTC,0.000000003,0.0000000032,0.0000000029,0.0000000031,10198982.2765,0.03182639425206
1662163200,2022-09-03 00:00:00,MVP/BTC,0.0000000029,0.000000003,0.0000000028,0.0000000029,16039964.0112,0.0462467349166
