https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume IOT
1663545600000,2022-09-19 00:00:00,IOT/ETH,0.00018886,0.00018961,0.00018859,0.00018956,0.013352878175963201,70.44143372
1663542000000,2022-09-18 23:00:00,IOT/ETH,0.000189,0.0001893,0.0001882,0.00018875,0.069126058588725,366.23077398
1663538400000,2022-09-18 22:00:00,IOT/ETH,0.00018848,0.00018848,0.00018703,0.00018843,0.9780625551703909,5190.58830956
1663534800000,2022-09-18 21:00:00,IOT/ETH,0.00018975,0.00019047,0.00018508,0.00018801,1.071406127237734,5698.66564139
1663531200000,2022-09-18 20:00:00,IOT/ETH,0.00018921,0.00018962,0.0001888,0.00018932,0.057992319675908795,306.31903484
1663527600000,2022-09-18 19:00:00,IOT/ETH,0.00018972,0.00019028,0.00018901,0.00018908,0.0151727169346968,80.24495946
1663524000000,2022-09-18 18:00:00,IOT/ETH,0.00018806,0.00019,0.00018806,0.00018964,0.019418449588538,102.39638045
1663520400000,2022-09-18 17:00:00,IOT/ETH,0.00018755,0.00018832,0.00018748,0.00018832,0.017677184734404803,93.86780339
1663516800000,2022-09-18 16:00:00,IOT/ETH,0.00018634,0.00018786,0.00018634,0.00018776,0.42620610998826314,2269.9515870699997
1663513200000,2022-09-18 15:00:00,IOT/ETH,0.0001861,0.00018659,0.0001861,0.00018654,0.0164346067466844,88.10231986
1663509600000,2022-09-18 14:00:00,IOT/ETH,0.00018598,0.00018658,0.00018585,0.00018658,0.0154943609181722,83.04406109
1663506000000,2022-09-18 13:00:00,IOT/ETH,0.00018635,0.00018635,0.00018579,0.00018588,0.0098174018965992,52.81580534
1663502400000,2022-09-18 12:00:00,IOT/ETH,0.00018604,0.00018648,0.00018604,0.00018621,0.013172293756915199,70.73891712
1663498800000,2022-09-18 11:00:00,IOT/ETH,0.00018631,0.00018679,0.00018631,0.00018652,0.013859525584558,74.30584165
1663495200000,2022-09-18 10:00:00,IOT/ETH,0.00018675,0.00018698,0.00018604,0.00018653,0.0142647745941109,76.47442553
1663491600000,2022-09-18 09:00:00,IOT/ETH,0.00018575,0.0001871,0.00018575,0.0001871,0.013057542533388,69.78911028
1663488000000,2022-09-18 08:00:00,IOT/ETH,0.00018599,0.00018599,0.00018536,0.00018581,0.012391400133267401,66.68855354
1663484400000,2022-09-18 07:00:00,IOT/ETH,0.00018616,0.00018656,0.00018616,0.00018623,0.010029132045864801,53.853471760000005
1663480800000,2022-09-18 06:00:00,IOT/ETH,0.00018607,0.00018658,0.00018607,0.00018658,0.8077089255417702,4329.02200419
1663477200000,2022-09-18 05:00:00,IOT/ETH,0.00018604,0.00018645,0.00018601,0.00018632,0.0363222370973456,194.94545458
1663473600000,2022-09-18 04:00:00,IOT/ETH,0.00018571,0.000186,0.00018565,0.00018591,0.0338674092937572,182.17099292
1663470000000,2022-09-18 03:00:00,IOT/ETH,0.00018593,0.00018607,0.00018546,0.00018558,0.0094755731504976,51.05923672
1663466400000,2022-09-18 02:00:00,IOT/ETH,0.00018588,0.00018619,0.00018563,0.00018563,0.0069358142102775005,37.36364925
1663462800000,2022-09-18 01:00:00,IOT/ETH,0.0001854,0.00018577,0.00018506,0.00018557,0.010884876569166601,58.65644538
1663459200000,2022-09-18 00:00:00,IOT/ETH,0.00018431,0.00018553,0.00018431,0.0001853,0.016133342265131002,87.06606727
1663455600000,2022-09-17 23:00:00,IOT/ETH,0.00018437,0.00018451,0.00018399,0.00018422,0.0089186636731756,48.41311298
1663452000000,2022-09-17 22:00:00,IOT/ETH,0.00018544,0.00018544,0.00018467,0.0001847,0.013064927818785998,70.73593838
