https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BSW,Volume USDT
1657670400,2022-07-13 00:00:00,BSW/USDT,0.2987,0.3076,0.2845,0.3046,42279.31248101,12562.771130787183
1657584000,2022-07-12 00:00:00,BSW/USDT,0.2986,0.3106,0.2954,0.2986,26728.47708565,8064.797938101015
1657497600,2022-07-11 00:00:00,BSW/USDT,0.3195,0.322,0.297,0.3002,24180.4563889,7459.008865651242
1657411200,2022-07-10 00:00:00,BSW/USDT,0.3304,0.345,0.3137,0.3195,53826.54227317,17503.153374240084
1657324800,2022-07-09 00:00:00,BSW/USDT,0.3231,0.3499,0.3223,0.3316,64589.53031401,21468.100477242871
1657238400,2022-07-08 00:00:00,BSW/USDT,0.3355,0.3599,0.3232,0.3232,41061.6326819,13714.768204175248
1657152000,2022-07-07 00:00:00,BSW/USDT,0.3351,0.4203,0.3294,0.3355,122931.95654995,42708.886604147576
1657065600,2022-07-06 00:00:00,BSW/USDT,0.3242,0.3356,0.3173,0.3348,156435.01131638,50974.144821874474
1656979200,2022-07-05 00:00:00,BSW/USDT,0.3372,0.3488,0.3133,0.3232,20485.02629209,6680.204375382756
1656892800,2022-07-04 00:00:00,BSW/USDT,0.3143,0.3488,0.3104,0.3358,52750.71188328,16919.771107479025
1656806400,2022-07-03 00:00:00,BSW/USDT,0.3142,0.3215,0.3028,0.3142,48594.04975103,15079.020048616996
1656720000,2022-07-02 00:00:00,BSW/USDT,0.3074,0.3187,0.3027,0.3125,46869.53828333,14520.879235405896
1656633600,2022-07-01 00:00:00,BSW/USDT,0.3123,0.3289,0.3047,0.3092,52420.26677421,16279.50306364291
1656547200,2022-06-30 00:00:00,BSW/USDT,0.317,0.3363,0.2979,0.3119,89938.46974775,27671.670024166271
1656460800,2022-06-29 00:00:00,BSW/USDT,0.3267,0.3309,0.3131,0.3167,76967.61850785,24544.113859194243
1656374400,2022-06-28 00:00:00,BSW/USDT,0.3447,0.351,0.3203,0.3265,184169.85192696,62860.406673491826
1656288000,2022-06-27 00:00:00,BSW/USDT,0.3492,0.3571,0.3351,0.3444,88045.94438606,30583.154290974508
1656201600,2022-06-26 00:00:00,BSW/USDT,0.3557,0.375,0.3484,0.3492,195605.55557961,69994.772570679939
1656115200,2022-06-25 00:00:00,BSW/USDT,0.3511,0.3568,0.3393,0.3553,129856.36712762,45115.58174034427
1656028800,2022-06-24 00:00:00,BSW/USDT,0.3378,0.3569,0.3355,0.3511,176872.27426411,60911.581289650056
1655942400,2022-06-23 00:00:00,BSW/USDT,0.3206,0.3483,0.3206,0.3369,151800.70250227,50343.405616106179
1655856000,2022-06-22 00:00:00,BSW/USDT,0.3338,0.3397,0.3171,0.3202,155783.91188162,50469.905290312522
1655769600,2022-06-21 00:00:00,BSW/USDT,0.3237,0.3532,0.3201,0.3322,346532.80841051,116859.847183345189
1655683200,2022-06-20 00:00:00,BSW/USDT,0.3314,0.341,0.3154,0.3233,55101.36435384,18003.762600311308
1655596800,2022-06-19 00:00:00,BSW/USDT,0.3151,0.3375,0.2933,0.3308,46299.07450399,14594.707447806595
1655510400,2022-06-18 00:00:00,BSW/USDT,0.3423,0.3485,0.2945,0.3153,100343.74069833,31027.804720629695
1655424000,2022-06-17 00:00:00,BSW/USDT,0.3394,0.365,0.338,0.3411,20959.80429959,7228.764660760646
1655337600,2022-06-16 00:00:00,BSW/USDT,0.3664,0.3697,0.3331,0.3392,42327.05372794,14795.142443253902
1655251200,2022-06-15 00:00:00,BSW/USDT,0.3543,0.3662,0.3226,0.3658,71126.3237472,24199.728583901913
1655164800,2022-06-14 00:00:00,BSW/USDT,0.3582,0.38,0.3351,0.3554,75773.00194336,27098.23811967419
1655078400,2022-06-13 00:00:00,BSW/USDT,0.3903,0.3928,0.3343,0.3583,141353.23528225,50224.599751814618
1654992000,2022-06-12 00:00:00,BSW/USDT,0.4231,0.4403,0.382,0.3906,43350.24964979,17358.241876547916
1654905600,2022-06-11 00:00:00,BSW/USDT,0.4684,0.475,0.4164,0.4237,73262.97834703,33207.068882887193
1654819200,2022-06-10 00:00:00,BSW/USDT,0.5002,0.505,0.4668,0.4678,27734.06544438,13375.249185790503
1654732800,2022-06-09 00:00:00,BSW/USDT,0.5079,0.5143,0.4971,0.5003,27805.46307402,14047.535067334912
1654646400,2022-06-08 00:00:00,BSW/USDT,0.5215,0.57,0.5042,0.5079,36709.14682254,19144.256381273029
1654560000,2022-06-07 00:00:00,BSW/USDT,0.5517,0.56,0.5065,0.5233,105927.79226546,55564.138785888673
1654473600,2022-06-06 00:00:00,BSW/USDT,0.5575,0.5771,0.5463,0.5517,54091.21294608,30339.510330461065
1654387200,2022-06-05 00:00:00,BSW/USDT,0.5639,0.5825,0.548,0.5575,45866.69003416,25652.41778104928
1654300800,2022-06-04 00:00:00,BSW/USDT,0.5621,0.5808,0.5526,0.5639,36801.84538735,20839.141300162589
1654214400,2022-06-03 00:00:00,BSW/USDT,0.588,0.5894,0.5521,0.5608,21138.32269698,11936.661090518599
1654128000,2022-06-02 00:00:00,BSW/USDT,0.5686,0.5919,0.5648,0.5857,21165.70607096,12241.321043022235
1654041600,2022-06-01 00:00:00,BSW/USDT,0.6063,0.6359,0.564,0.5686,72437.67993915,43183.644120855828
1653955200,2022-05-31 00:00:00,BSW/USDT,0.6232,0.651,0.577,0.6063,85307.24862016,51644.28107436262
1653868800,2022-05-30 00:00:00,BSW/USDT,0.5687,0.6725,0.5625,0.6213,308754.95627085,188183.914254393136
1653782400,2022-05-29 00:00:00,BSW/USDT,0.5686,0.5724,0.5482,0.5687,23153.4852168,12921.413040371678
1653696000,2022-05-28 00:00:00,BSW/USDT,0.5547,0.5928,0.5472,0.57,59676.74372739,33490.026167404207
1653609600,2022-05-27 00:00:00,BSW/USDT,0.567,0.5754,0.5378,0.5552,70700.20736499,39362.731840500121
1653523200,2022-05-26 00:00:00,BSW/USDT,0.6193,0.6255,0.5457,0.5673,117922.14008234,68488.649361697947
1653436800,2022-05-25 00:00:00,BSW/USDT,0.6141,0.64,0.5723,0.6193,80994.02329364,50238.457400998088
1653350400,2022-05-24 00:00:00,BSW/USDT,0.609,0.6948,0.5724,0.6141,110869.80391683,67581.130274961702
1653264000,2022-05-23 00:00:00,BSW/USDT,0.6125,0.6568,0.6,0.6115,87406.41298078,54588.119152515366
1653177600,2022-05-22 00:00:00,BSW/USDT,0.5959,0.6705,0.5929,0.6104,112990.82621549,69085.725593160786
1653091200,2022-05-21 00:00:00,BSW/USDT,0.5843,0.6803,0.582,0.5959,166139.48017623,100615.521516151678
1653004800,2022-05-20 00:00:00,BSW/USDT,0.5907,0.619,0.5647,0.5843,69997.46662992,41368.889844779423
1652918400,2022-05-19 00:00:00,BSW/USDT,0.5569,0.6624,0.5549,0.5913,98481.95575707,58664.484242022692
1652832000,2022-05-18 00:00:00,BSW/USDT,0.6232,0.6523,0.5378,0.555,234540.73733638,143678.142407873782
1652745600,2022-05-17 00:00:00,BSW/USDT,0.5545,0.6361,0.5542,0.6232,159753.7162851,95956.409678490335
1652659200,2022-05-16 00:00:00,BSW/USDT,0.5868,0.59,0.5381,0.5545,372745.7568056,209809.727669059379
1652572800,2022-05-15 00:00:00,BSW/USDT,0.5575,0.6625,0.53,0.5873,920800.12375242,505321.111015490193
1652486400,2022-05-14 00:00:00,BSW/USDT,0.5529,0.58,0.5025,0.5574,491378.28602986,262524.195625146297
1652400000,2022-05-13 00:00:00,BSW/USDT,0.4963,0.6792,0.4901,0.5538,476018.75974775,273013.82430998982
1652313600,2022-05-12 00:00:00,BSW/USDT,0.5036,0.5701,0.432,0.5011,177758.62719934,89161.074686170735
1652227200,2022-05-11 00:00:00,BSW/USDT,0.7749,0.8051,0.4885,0.5018,349065.80743017,229430.152073611098
1652140800,2022-05-10 00:00:00,BSW/USDT,0.7861,0.8817,0.7449,0.7748,236080.92167802,195173.485632170653
1652054400,2022-05-09 00:00:00,BSW/USDT,0.9693,1,0.7642,0.7833,353458.91141602,310633.792384098408
1651968000,2022-05-08 00:00:00,BSW/USDT,1.0772,1.1119,0.95,0.9681,62130.94608603,63389.274121979808
1651881600,2022-05-07 00:00:00,BSW/USDT,1.1073,1.1155,1.063,1.0786,81666.7470084,89317.403187045586
1651795200,2022-05-06 00:00:00,BSW/USDT,1,1.245,1,1.11,528366.22753132,587726.730468041213
