https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume EUR
1663545600,2022-09-19 00:00:00,ADA/EUR,0.44598,0.44598,0.44598,0.44598,0.00000000,0.0
1663459200,2022-09-18 00:00:00,ADA/EUR,0.48088,0.48856,0.44000,0.44598,380478.30935713,169685.71640709284
1663372800,2022-09-17 00:00:00,ADA/EUR,0.47361,0.48644,0.47315,0.48644,386192.18937014,187859.3285972109
1663286400,2022-09-16 00:00:00,ADA/EUR,0.46202,0.47108,0.45500,0.47108,222868.66872423,104988.97246261027
1663200000,2022-09-15 00:00:00,ADA/EUR,0.48000,0.48272,0.46300,0.46489,331807.67260837,154254.06891890513
1663113600,2022-09-14 00:00:00,ADA/EUR,0.46521,0.48494,0.46371,0.48183,528660.14158885,254724.31602175557
1663027200,2022-09-13 00:00:00,ADA/EUR,0.49487,0.49926,0.46432,0.46655,1047880.60016842,488888.6940085764
1662940800,2022-09-12 00:00:00,ADA/EUR,0.49946,0.51193,0.49023,0.49650,100977.24044897,50135.19988291361
1662854400,2022-09-11 00:00:00,ADA/EUR,0.50926,0.51600,0.49691,0.50275,438265.54907748,220338.00479870307
1662768000,2022-09-10 00:00:00,ADA/EUR,0.49944,0.52072,0.49722,0.51292,535856.66266054,274851.59941184416
1662681600,2022-09-09 00:00:00,ADA/EUR,0.47847,0.50208,0.47832,0.49958,500146.49794427,249863.18744299843
1662595200,2022-09-08 00:00:00,ADA/EUR,0.47754,0.48034,0.46698,0.47775,162176.03142732,77479.59901440213
1662508800,2022-09-07 00:00:00,ADA/EUR,0.46777,0.47964,0.45986,0.47952,355613.49988093,170523.78546290356
1662422400,2022-09-06 00:00:00,ADA/EUR,0.50392,0.51442,0.46638,0.46941,612476.42513210,287502.55872125906
1662336000,2022-09-05 00:00:00,ADA/EUR,0.50146,0.50252,0.48751,0.50252,274335.88018494,137859.26651053605
1662249600,2022-09-04 00:00:00,ADA/EUR,0.48053,0.51208,0.48053,0.50462,539080.05351382,272030.57660414383
1662163200,2022-09-03 00:00:00,ADA/EUR,0.45693,0.48694,0.45693,0.48467,136818.44023905,66311.79343066036
1662076800,2022-09-02 00:00:00,ADA/EUR,0.46130,0.46439,0.45211,0.45578,204010.33252091,92983.82935638036
1661990400,2022-09-01 00:00:00,ADA/EUR,0.44750,0.46074,0.44017,0.45940,124821.29701815,57342.90385013811
1661904000,2022-08-31 00:00:00,ADA/EUR,0.45458,0.46143,0.44431,0.44431,194327.20636552,86341.52106026419
1661817600,2022-08-30 00:00:00,ADA/EUR,0.44741,0.46078,0.43804,0.45023,357686.52259381,161041.2030674111
1661731200,2022-08-29 00:00:00,ADA/EUR,0.43000,0.45176,0.42800,0.45020,293883.68436077,132306.43469921863
1661644800,2022-08-28 00:00:00,ADA/EUR,0.45265,0.45374,0.43271,0.43463,326934.17430201,142095.4001768826
1661558400,2022-08-27 00:00:00,ADA/EUR,0.43284,0.45200,0.42897,0.45200,456916.80998441,206526.39811295332
1661472000,2022-08-26 00:00:00,ADA/EUR,0.46524,0.48292,0.42770,0.43319,587757.88779710,254610.83941482575
1661385600,2022-08-25 00:00:00,ADA/EUR,0.46008,0.47484,0.45978,0.46567,217368.14017046,101221.82183317811
1661299200,2022-08-24 00:00:00,ADA/EUR,0.46105,0.46936,0.45600,0.46008,274443.98982776,126266.1908399558
1661212800,2022-08-23 00:00:00,ADA/EUR,0.46502,0.47096,0.44907,0.46676,325024.00004321,151708.2022601687
1661126400,2022-08-22 00:00:00,ADA/EUR,0.45796,0.46360,0.43963,0.46360,217553.54279804,100857.82244117135
1661040000,2022-08-21 00:00:00,ADA/EUR,0.44908,0.46924,0.44580,0.46217,414627.19037356,191628.24857494823
1660953600,2022-08-20 00:00:00,ADA/EUR,0.45097,0.46123,0.43415,0.44858,443641.00979846,199008.48417539318
1660867200,2022-08-19 00:00:00,ADA/EUR,0.50100,0.50231,0.44437,0.44908,830565.64993890,372990.4220745612
1660780800,2022-08-18 00:00:00,ADA/EUR,0.53021,0.53354,0.50247,0.50817,341462.47659535,173520.986731459
1660694400,2022-08-17 00:00:00,ADA/EUR,0.55112,0.57122,0.52289,0.52514,848964.11955484,445825.01774302876
1660608000,2022-08-16 00:00:00,ADA/EUR,0.55321,0.56200,0.53968,0.54853,216244.43831176,118616.5617471497
1660521600,2022-08-15 00:00:00,ADA/EUR,0.55392,0.56403,0.53280,0.54293,273566.77334783,148527.60825373736
1660435200,2022-08-14 00:00:00,ADA/EUR,0.54531,0.57842,0.54439,0.55706,327455.67413898,182412.4578358602
1660348800,2022-08-13 00:00:00,ADA/EUR,0.52650,0.55229,0.52400,0.54541,676599.49349997,369024.1297498186
1660262400,2022-08-12 00:00:00,ADA/EUR,0.51045,0.52725,0.50767,0.52567,243312.42547138,127902.04269754032
1660176000,2022-08-11 00:00:00,ADA/EUR,0.52500,0.53058,0.51302,0.51507,460354.48372038,237114.78392985614
1660089600,2022-08-10 00:00:00,ADA/EUR,0.50213,0.52100,0.49357,0.52049,334309.84414380,174004.93077840644
1660003200,2022-08-09 00:00:00,ADA/EUR,0.52267,0.52719,0.49508,0.50402,250453.45731430,126233.5515555535
1659916800,2022-08-08 00:00:00,ADA/EUR,0.52170,0.53913,0.51444,0.52697,341231.66701544,179818.85156712643
1659830400,2022-08-07 00:00:00,ADA/EUR,0.50197,0.52653,0.49927,0.52471,112031.25725008,58783.920991689476
1659744000,2022-08-06 00:00:00,ADA/EUR,0.50671,0.51290,0.49916,0.50691,125518.34135070,63626.50241408333
1659657600,2022-08-05 00:00:00,ADA/EUR,0.48742,0.50830,0.48742,0.50757,233360.68466021,118446.88271298278
1659571200,2022-08-04 00:00:00,ADA/EUR,0.49596,0.50248,0.48382,0.48595,200407.42375887,97387.98757562287
1659484800,2022-08-03 00:00:00,ADA/EUR,0.48801,0.50728,0.48435,0.49357,160828.85706154,79380.29897986431
1659398400,2022-08-02 00:00:00,ADA/EUR,0.50004,0.50087,0.47841,0.49415,401117.53018032,198212.22753860513
1659312000,2022-08-01 00:00:00,ADA/EUR,0.51244,0.51244,0.48869,0.49893,384414.50926330,191795.93110673825
1659225600,2022-07-31 00:00:00,ADA/EUR,0.51436,0.53034,0.50280,0.50538,220512.30677505,111442.50959797479
1659139200,2022-07-30 00:00:00,ADA/EUR,0.51337,0.54209,0.49956,0.51704,431046.96956684,222868.52514483896
1659052800,2022-07-29 00:00:00,ADA/EUR,0.50515,0.53225,0.50048,0.51703,782926.16056577,404796.3127973201
1658966400,2022-07-28 00:00:00,ADA/EUR,0.49733,0.51323,0.48157,0.50382,463471.80697683,233506.36579106652
1658880000,2022-07-27 00:00:00,ADA/EUR,0.46270,0.50047,0.45382,0.50047,261928.23610186,131087.22432189787
1658793600,2022-07-26 00:00:00,ADA/EUR,0.46641,0.46660,0.44660,0.45700,288905.19961244,132029.6762228851
1658707200,2022-07-25 00:00:00,ADA/EUR,0.50000,0.50000,0.46518,0.46518,582758.43946646,271087.57087100786
1658620800,2022-07-24 00:00:00,ADA/EUR,0.51000,0.52459,0.50115,0.50487,199839.45268714,100892.94447815638
1658534400,2022-07-23 00:00:00,ADA/EUR,0.47829,0.50628,0.46435,0.50628,289471.61932050,146553.69142958272
1658448000,2022-07-22 00:00:00,ADA/EUR,0.48849,0.50343,0.46798,0.47545,301794.61759954,143488.2509377013
1658361600,2022-07-21 00:00:00,ADA/EUR,0.48255,0.49252,0.46683,0.49067,476787.43359640,233945.2900427456
1658275200,2022-07-20 00:00:00,ADA/EUR,0.50000,0.53370,0.47976,0.48490,825412.35814505,400242.4524645347
1658188800,2022-07-19 00:00:00,ADA/EUR,0.48982,0.51384,0.46514,0.50225,623047.61200207,312925.6631280396
1658102400,2022-07-18 00:00:00,ADA/EUR,0.44691,0.50000,0.44691,0.48423,707355.14206283,342522.58044108417
1658016000,2022-07-17 00:00:00,ADA/EUR,0.45500,0.46066,0.43951,0.44921,267998.86717867,120387.77112533036
1657929600,2022-07-16 00:00:00,ADA/EUR,0.43500,0.45434,0.42919,0.45425,173638.73108445,78875.39359511141
1657843200,2022-07-15 00:00:00,ADA/EUR,0.43919,0.44772,0.42898,0.43645,308529.18349223,134657.5621351838
1657756800,2022-07-14 00:00:00,ADA/EUR,0.43312,0.44434,0.41784,0.43650,225074.48597203,98245.01312679109
1657670400,2022-07-13 00:00:00,ADA/EUR,0.41843,0.43760,0.40460,0.43505,275149.58829183,119703.82838636063
1657584000,2022-07-12 00:00:00,ADA/EUR,0.43201,0.43994,0.41500,0.41500,136388.65753931,56601.29287881364
1657497600,2022-07-11 00:00:00,ADA/EUR,0.45045,0.45416,0.43000,0.43283,545966.05734153,236310.48859913443
1657411200,2022-07-10 00:00:00,ADA/EUR,0.46805,0.46805,0.44894,0.45425,134551.10946059,61119.841472473
1657324800,2022-07-09 00:00:00,ADA/EUR,0.45822,0.47545,0.45691,0.47371,159065.34736738,75350.84570140157
1657238400,2022-07-08 00:00:00,ADA/EUR,0.47739,0.48247,0.44800,0.46263,541747.59105858,250628.68805143086
1657152000,2022-07-07 00:00:00,ADA/EUR,0.45197,0.47647,0.45197,0.47031,555106.01453389,261071.90969543377
1657065600,2022-07-06 00:00:00,ADA/EUR,0.44475,0.45600,0.43653,0.45389,201174.73365048,91311.19985661637
1656979200,2022-07-05 00:00:00,ADA/EUR,0.45060,0.45106,0.43399,0.44554,198843.75558120,88592.84686164785
1656892800,2022-07-04 00:00:00,ADA/EUR,0.43719,0.45600,0.42679,0.45000,596091.08987021,268240.9904415945
1656806400,2022-07-03 00:00:00,ADA/EUR,0.43521,0.43959,0.42577,0.43896,86690.48875293,38053.656942986156
1656720000,2022-07-02 00:00:00,ADA/EUR,0.43287,0.44190,0.42391,0.43889,80913.03348641,35511.921266850484
1656633600,2022-07-01 00:00:00,ADA/EUR,0.44120,0.44807,0.42459,0.43062,110239.61100006,47471.38128884584
1656547200,2022-06-30 00:00:00,ADA/EUR,0.44465,0.44479,0.41783,0.43239,197066.77531677,85209.70297921819
1656460800,2022-06-29 00:00:00,ADA/EUR,0.44510,0.45308,0.43935,0.44395,151379.50036535,67204.92918719712
1656374400,2022-06-28 00:00:00,ADA/EUR,0.45540,0.47010,0.44452,0.44802,215843.68580574,96702.28811468763
1656288000,2022-06-27 00:00:00,ADA/EUR,0.46657,0.48012,0.45000,0.46293,445005.78131602,206006.52634462513
1656201600,2022-06-26 00:00:00,ADA/EUR,0.47067,0.49692,0.46565,0.46619,252736.96093556,117823.44381854871
1656115200,2022-06-25 00:00:00,ADA/EUR,0.47157,0.48000,0.45400,0.47336,428864.92794153,203007.50229040266
1656028800,2022-06-24 00:00:00,ADA/EUR,0.45735,0.48087,0.45538,0.47147,408892.79536355,192780.68623005293
1655942400,2022-06-23 00:00:00,ADA/EUR,0.43429,0.45822,0.43429,0.45822,261793.62492569,119959.07481344968
1655856000,2022-06-22 00:00:00,ADA/EUR,0.45171,0.45589,0.43160,0.43423,384440.37355106,166935.54340707677
1655769600,2022-06-21 00:00:00,ADA/EUR,0.46101,0.48339,0.45306,0.45349,331323.41020845,150251.85329543
1655683200,2022-06-20 00:00:00,ADA/EUR,0.45921,0.48197,0.43931,0.46771,616149.87667073,288179.4588176671
1655596800,2022-06-19 00:00:00,ADA/EUR,0.43391,0.46500,0.41498,0.45872,590305.58400818,270784.9774962323
1655510400,2022-06-18 00:00:00,ADA/EUR,0.46672,0.46753,0.40100,0.43335,999050.97987971,432938.7421308723
1655424000,2022-06-17 00:00:00,ADA/EUR,0.44927,0.48800,0.44721,0.46806,473789.31063356,221761.8247351441
