https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GNY
1663549200000,2022-09-19 01:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.02542084,35804.0
1663545600000,2022-09-19 00:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.06653126,93706.0
1663542000000,2022-09-18 23:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.08709357,122667.0
1663538400000,2022-09-18 22:00:00,GNY/BTC,7.1e-07,7.2e-07,6.6e-07,7.1e-07,0.0627937480072993,88441.89860183
1663534800000,2022-09-18 21:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.09025946,127126.0
1663531200000,2022-09-18 20:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.08563097,120607.0
1663527600000,2022-09-18 19:00:00,GNY/BTC,7.1e-07,7.2e-07,7.1e-07,7.1e-07,0.10496923999999999,147844.0
1663524000000,2022-09-18 18:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.08422162,118622.0
1663520400000,2022-09-18 17:00:00,GNY/BTC,7.2e-07,7.3e-07,7.1e-07,7.1e-07,0.046399209999999996,65351.0
1663516800000,2022-09-18 16:00:00,GNY/BTC,7.3e-07,7.4e-07,7.2e-07,7.3e-07,0.11775703,161311.0
1663513200000,2022-09-18 15:00:00,GNY/BTC,7.3e-07,7.3e-07,7.2e-07,7.3e-07,0.07896629,108173.0
1663509600000,2022-09-18 14:00:00,GNY/BTC,7.4e-07,7.4e-07,7.2e-07,7.2e-07,0.0879084,122095.0
1663506000000,2022-09-18 13:00:00,GNY/BTC,7.2e-07,7.4e-07,7.2e-07,7.2e-07,0.09691704,134607.0
1663502400000,2022-09-18 12:00:00,GNY/BTC,7.3e-07,7.3e-07,7.2e-07,7.2e-07,0.08729352,121241.0
1663498800000,2022-09-18 11:00:00,GNY/BTC,7.2e-07,7.3e-07,7.2e-07,7.2e-07,0.09814679999999999,136315.0
1663495200000,2022-09-18 10:00:00,GNY/BTC,7.2e-07,7.3e-07,7.2e-07,7.2e-07,0.07131888,99054.0
1663491600000,2022-09-18 09:00:00,GNY/BTC,7.1e-07,7.4e-07,7.1e-07,7.4e-07,0.0976924908621012,132016.87954338
1663488000000,2022-09-18 08:00:00,GNY/BTC,7.1e-07,7.3e-07,7.1e-07,7.1e-07,0.0901524542465733,126975.28767123
1663484400000,2022-09-18 07:00:00,GNY/BTC,7.2e-07,7.2e-07,7.1e-07,7.2e-07,0.08608752,119566.0
1663480800000,2022-09-18 06:00:00,GNY/BTC,7.2e-07,7.2e-07,7.1e-07,7.2e-07,0.08568216,119003.0
1663477200000,2022-09-18 05:00:00,GNY/BTC,7.3e-07,7.7e-07,7.2e-07,7.2e-07,0.0721371363287688,100190.46712329
1663473600000,2022-09-18 04:00:00,GNY/BTC,7.3e-07,7.4e-07,7.3e-07,7.3e-07,0.09401378,128786.0
1663470000000,2022-09-18 03:00:00,GNY/BTC,7.3e-07,7.4e-07,7.3e-07,7.3e-07,0.11444502,156774.0
1663466400000,2022-09-18 02:00:00,GNY/BTC,7.3e-07,7.4e-07,7.3e-07,7.4e-07,0.08003248,108152.0
1663462800000,2022-09-18 01:00:00,GNY/BTC,7.3e-07,7.5e-07,7.3e-07,7.5e-07,0.0713922399999975,95189.65333333
1663459200000,2022-09-18 00:00:00,GNY/BTC,7.4e-07,7.4e-07,7.3e-07,7.4e-07,0.08751166,118259.0
1663455600000,2022-09-17 23:00:00,GNY/BTC,7.3e-07,7.4e-07,7.3e-07,7.3e-07,0.09696444,132828.0
1663452000000,2022-09-17 22:00:00,GNY/BTC,7.4e-07,7.4e-07,7.3e-07,7.3e-07,0.08229217,112729.0
1663448400000,2022-09-17 21:00:00,GNY/BTC,7.4e-07,7.5e-07,7.3e-07,7.4e-07,0.12653556,170994.0
1663444800000,2022-09-17 20:00:00,GNY/BTC,7.3e-07,7.5e-07,7.3e-07,7.3e-07,0.07759827,106299.0
1663441200000,2022-09-17 19:00:00,GNY/BTC,7.3e-07,7.5e-07,7.3e-07,7.3e-07,0.06441082,88234.0
1663437600000,2022-09-17 18:00:00,GNY/BTC,7.3e-07,7.3e-07,7.3e-07,7.3e-07,0.08683423,118951.0
1663434000000,2022-09-17 17:00:00,GNY/BTC,7.1e-07,7.3e-07,7.1e-07,7.3e-07,0.0766397718459949,104985.98883013
1663430400000,2022-09-17 16:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.1099719,154890.0
1663426800000,2022-09-17 15:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.09494404,133724.0
1663423200000,2022-09-17 14:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.08925197,125707.0
1663419600000,2022-09-17 13:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.0810962,114220.0
1663416000000,2022-09-17 12:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.08884301,125131.0
1663412400000,2022-09-17 11:00:00,GNY/BTC,7.1e-07,7.2e-07,7.1e-07,7.1e-07,0.10727958,151098.0
1663408800000,2022-09-17 10:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.08047921,113351.0
1663405200000,2022-09-17 09:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.09357942,131802.0
1663401600000,2022-09-17 08:00:00,GNY/BTC,7.1e-07,7.1e-07,7.1e-07,7.1e-07,0.10330215999999999,145496.0
1663398000000,2022-09-17 07:00:00,GNY/BTC,6.8e-07,7.1e-07,6.7e-07,7.1e-07,0.0869377109320813,122447.48018603
1663394400000,2022-09-17 06:00:00,GNY/BTC,6.7e-07,6.8e-07,6.7e-07,6.8e-07,0.06892411999999999,101359.0
1663390800000,2022-09-17 05:00:00,GNY/BTC,6.8e-07,6.8e-07,6.7e-07,6.8e-07,0.0818346,120345.0
1663387200000,2022-09-17 04:00:00,GNY/BTC,6.9e-07,6.9e-07,6.7e-07,6.8e-07,0.09050936,133102.0
1663383600000,2022-09-17 03:00:00,GNY/BTC,6.8e-07,6.9e-07,6.7e-07,6.7e-07,0.08532182,127346.0
1663380000000,2022-09-17 02:00:00,GNY/BTC,6.7e-07,6.8e-07,6.7e-07,6.7e-07,0.07359079,109837.0
1663376400000,2022-09-17 01:00:00,GNY/BTC,6.8e-07,6.8e-07,6.7e-07,6.7e-07,0.09790442,146126.0
1663372800000,2022-09-17 00:00:00,GNY/BTC,6.8e-07,7e-07,6.6e-07,6.8e-07,0.0894539915520676,131549.98757657
1663369200000,2022-09-16 23:00:00,GNY/BTC,6.8e-07,7e-07,6.8e-07,6.9e-07,0.10619582999999999,153907.0
1663365600000,2022-09-16 22:00:00,GNY/BTC,7e-07,7e-07,6.8e-07,7e-07,0.0787556,112508.0
1663362000000,2022-09-16 21:00:00,GNY/BTC,7e-07,7e-07,6.8e-07,6.9e-07,0.07520172,108988.0
1663358400000,2022-09-16 20:00:00,GNY/BTC,7e-07,7.1e-07,6.9e-07,7e-07,0.09386929999999999,134099.0
1663354800000,2022-09-16 19:00:00,GNY/BTC,7.1e-07,7.4e-07,6.8e-07,7e-07,0.0900767,128681.0
1663351200000,2022-09-16 18:00:00,GNY/BTC,7e-07,7.2e-07,6.9e-07,6.9e-07,0.0738921,107090.0
1663347600000,2022-09-16 17:00:00,GNY/BTC,7e-07,7.2e-07,7e-07,7e-07,0.1018409,145487.0
1663344000000,2022-09-16 16:00:00,GNY/BTC,7e-07,7.1e-07,7e-07,7.1e-07,0.07318609,103079.0
1663340400000,2022-09-16 15:00:00,GNY/BTC,7.2e-07,7.2e-07,7e-07,7.1e-07,0.09986505,140655.0
1663336800000,2022-09-16 14:00:00,GNY/BTC,7.1e-07,7.3e-07,7e-07,7e-07,0.0728651,104093.0
1663333200000,2022-09-16 13:00:00,GNY/BTC,7.1e-07,7.3e-07,7e-07,7e-07,0.09119669999999999,130281.0
1663329600000,2022-09-16 12:00:00,GNY/BTC,7.1e-07,7.1e-07,7e-07,7.1e-07,0.10990516,154796.0
1663326000000,2022-09-16 11:00:00,GNY/BTC,7e-07,7.3e-07,7e-07,7e-07,0.07297429999999999,104249.0
1663322400000,2022-09-16 10:00:00,GNY/BTC,7.1e-07,7.4e-07,7e-07,7e-07,0.09542189999999999,136317.0
1663318800000,2022-09-16 09:00:00,GNY/BTC,7e-07,7.3e-07,7e-07,7e-07,0.0837179,119597.0
1663315200000,2022-09-16 08:00:00,GNY/BTC,7.1e-07,7.3e-07,7e-07,7.1e-07,0.09749719999999999,137320.0
1663311600000,2022-09-16 07:00:00,GNY/BTC,7e-07,7.1e-07,7e-07,7e-07,0.0839699,119957.0
1663308000000,2022-09-16 06:00:00,GNY/BTC,7e-07,7.3e-07,7e-07,7.1e-07,0.07581025,106775.0
1663304400000,2022-09-16 05:00:00,GNY/BTC,7e-07,7.2e-07,7e-07,7.1e-07,0.08378284,118004.0
1663300800000,2022-09-16 04:00:00,GNY/BTC,7e-07,7.2e-07,7e-07,7.1e-07,0.07823419,110189.0
1663297200000,2022-09-16 03:00:00,GNY/BTC,7.1e-07,7.2e-07,7e-07,7.1e-07,0.09056192,127552.0
1663293600000,2022-09-16 02:00:00,GNY/BTC,7.1e-07,7.2e-07,7e-07,7.1e-07,0.08422091,118621.0
1663290000000,2022-09-16 01:00:00,GNY/BTC,7.1e-07,7.2e-07,7e-07,7.2e-07,0.10539576,146383.0
1663286400000,2022-09-16 00:00:00,GNY/BTC,7.2e-07,7.2e-07,7e-07,7.1e-07,0.10115583,142473.0
1663282800000,2022-09-15 23:00:00,GNY/BTC,7.2e-07,7.2e-07,7e-07,7.2e-07,0.10262736,142538.0
1663279200000,2022-09-15 22:00:00,GNY/BTC,7.1e-07,7.3e-07,7.1e-07,7.2e-07,0.09009936,125138.0
1663275600000,2022-09-15 21:00:00,GNY/BTC,6.7e-07,7.6e-07,6.7e-07,7.2e-07,0.09154656,127148.0
1663272000000,2022-09-15 20:00:00,GNY/BTC,6.6e-07,6.7e-07,6.5e-07,6.6e-07,0.04456518,67523.0
1663268400000,2022-09-15 19:00:00,GNY/BTC,6.6e-07,6.7e-07,6.5e-07,6.5e-07,0.08196110000000001,126094.0
1663264800000,2022-09-15 18:00:00,GNY/BTC,6.5e-07,6.6e-07,6.4e-07,6.5e-07,0.0872547,134238.0
1663261200000,2022-09-15 17:00:00,GNY/BTC,6.6e-07,7e-07,6.5e-07,7e-07,0.072654496923071,103792.13846153
1663257600000,2022-09-15 16:00:00,GNY/BTC,7e-07,7e-07,6.5e-07,6.6e-07,0.076176600812103,115419.09213955
1663254000000,2022-09-15 15:00:00,GNY/BTC,7.1e-07,7.7e-07,6.8e-07,6.9e-07,0.07472561999999999,108298.0
1663250400000,2022-09-15 14:00:00,GNY/BTC,7.4e-07,7.8e-07,7e-07,7e-07,0.079152327397262,113074.75342466
1663246800000,2022-09-15 13:00:00,GNY/BTC,7.2e-07,7.7e-07,7e-07,7.4e-07,0.08532422,115303.0
1663243200000,2022-09-15 12:00:00,GNY/BTC,7e-07,7.3e-07,6.9e-07,7.2e-07,0.0871784859373848,121081.23046859
1663239600000,2022-09-15 11:00:00,GNY/BTC,7e-07,7.2e-07,6.9e-07,6.9e-07,0.10567971,153159.0
1663236000000,2022-09-15 10:00:00,GNY/BTC,6.9e-07,7.2e-07,6.9e-07,7e-07,0.1075053,153579.0
1663232400000,2022-09-15 09:00:00,GNY/BTC,7.2e-07,7.2e-07,6.9e-07,7.1e-07,0.07857783,110673.0
1663228800000,2022-09-15 08:00:00,GNY/BTC,7.3e-07,7.9e-07,6.9e-07,7e-07,0.088737435171987,126767.76453141
1663225200000,2022-09-15 07:00:00,GNY/BTC,7e-07,7.6e-07,6.9e-07,7.3e-07,0.072061545892075,98714.4464275
1663207200000,2022-09-15 02:00:00,GNY/BTC,7.2e-07,7.3e-07,7.2e-07,7.3e-07,0.05059119,69303.0
