https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDC
1663462800,2022-09-18 01:00:00,BTC/USDC,19985.3,19994.2,19975.3,19990.1,0.13366268,2671.479268912
1663459200,2022-09-18 00:00:00,BTC/USDC,20115.8,20115.8,19958,19985.3,9.79857092,195942.818643043
1663455600,2022-09-17 23:00:00,BTC/USDC,20127.6,20144.6,20094.6,20119.1,6.57822704,132390.104683804
1663452000,2022-09-17 22:00:00,BTC/USDC,20041.7,20136.7,20029.9,20123.9,7.50231546,150822.523209308
1663448400,2022-09-17 21:00:00,BTC/USDC,20076.2,20088.4,19948,20029.5,10.31688421,206533.799735378
1663444800,2022-09-17 20:00:00,BTC/USDC,20012.8,20086.1,19985.7,20077,9.38249304,187928.034080881
1663441200,2022-09-17 19:00:00,BTC/USDC,20070.9,20075.7,19986.1,20009.8,6.06769847,121443.71090762
1663437600,2022-09-17 18:00:00,BTC/USDC,20078.5,20099.8,20028.1,20069.9,9.14765226,183566.296647823
1663434000,2022-09-17 17:00:00,BTC/USDC,20131,20178.3,20045.9,20080.8,11.78046954,236727.538748357
1663430400,2022-09-17 16:00:00,BTC/USDC,19964.5,20178.6,19938.5,20130.6,20.29543772,407806.100140016
1663426800,2022-09-17 15:00:00,BTC/USDC,19920.4,20021,19879.8,19966,10.03899713,200289.266778465
1663423200,2022-09-17 14:00:00,BTC/USDC,19900.4,19954.3,19879.4,19920.4,11.49293581,228989.705786523
1663419600,2022-09-17 13:00:00,BTC/USDC,19856.6,19904,19848.8,19900.3,4.96880602,98760.457317659
1663416000,2022-09-17 12:00:00,BTC/USDC,19812.3,19873.6,19750,19857.6,10.58873442,209687.206312746
1663412400,2022-09-17 11:00:00,BTC/USDC,19863.9,19871,19811.2,19814.7,3.35712291,66617.154389282
1663408800,2022-09-17 10:00:00,BTC/USDC,19882.3,19900.8,19812.2,19864.4,6.29419789,124988.253324083
1663405200,2022-09-17 09:00:00,BTC/USDC,19877.5,19912.8,19866,19878.1,5.92980399,117905.4333462
1663401600,2022-09-17 08:00:00,BTC/USDC,19842.9,19895.3,19842.5,19877.5,7.61505601,151396.484662156
1663398000,2022-09-17 07:00:00,BTC/USDC,19838.5,19860.9,19802.2,19843,3.98750572,79086.000037964
1663394400,2022-09-17 06:00:00,BTC/USDC,19853.1,19872.7,19790,19839,3.89675777,77284.387518737
1663390800,2022-09-17 05:00:00,BTC/USDC,19936.9,19936.9,19822,19856.9,16.55760821,328819.611931091
1663387200,2022-09-17 04:00:00,BTC/USDC,19884.9,19995.8,19879.8,19941.2,8.94153023,178251.037033595
1663383600,2022-09-17 03:00:00,BTC/USDC,19906.3,19923,19878.6,19883.4,7.58173919,150843.725553815
1663380000,2022-09-17 02:00:00,BTC/USDC,20002.3,20008.5,19868.6,19908.5,8.83530898,176011.210255687
1663376400,2022-09-17 01:00:00,BTC/USDC,19949.4,20054.7,19949.4,20002.3,13.56457525,271387.066323443
1663372800,2022-09-17 00:00:00,BTC/USDC,19798.3,20097.3,19770.8,19949.1,21.41033293,426973.34281093
1663369200,2022-09-16 23:00:00,BTC/USDC,19725.8,19800,19695.5,19796.9,3.98374971,78663.769898252
1663365600,2022-09-16 22:00:00,BTC/USDC,19734.6,19768.5,19701.3,19725.7,9.22999125,182186.359239947
1663362000,2022-09-16 21:00:00,BTC/USDC,19750.9,19814.1,19696.4,19738.9,16.39360053,323569.954124386
1663358400,2022-09-16 20:00:00,BTC/USDC,19614.3,19754.7,19613.4,19754.7,17.3521729,341611.953958151
1663354800,2022-09-16 19:00:00,BTC/USDC,19555,19644.4,19551.7,19613.5,23.86938171,467673.441934335
1663351200,2022-09-16 18:00:00,BTC/USDC,19438.9,19574.3,19380,19555.3,10.12934339,197374.898206361
1663347600,2022-09-16 17:00:00,BTC/USDC,19537.8,19547.8,19324.9,19440.2,25.63413507,498122.681192597
1663344000,2022-09-16 16:00:00,BTC/USDC,19657.8,19657.8,19460,19535.1,10.15619208,198416.477384755
1663340400,2022-09-16 15:00:00,BTC/USDC,19664.6,19734.5,19575.9,19661.6,10.94060685,215028.046577357
1663336800,2022-09-16 14:00:00,BTC/USDC,19523.9,19792.4,19499.9,19660.6,16.50263966,324623.047811749
1663333200,2022-09-16 13:00:00,BTC/USDC,19689.3,19772.1,19300,19521.8,33.26578812,650677.440959301
1663329600,2022-09-16 12:00:00,BTC/USDC,19870.1,19872.6,19680,19687.9,6.75765465,133548.797438972
1663326000,2022-09-16 11:00:00,BTC/USDC,19792.6,19887.7,19775.6,19866.4,9.25155847,183381.728351207
1663322400,2022-09-16 10:00:00,BTC/USDC,19759.2,19837,19746.1,19795.3,4.33532754,85779.7762471
1663318800,2022-09-16 09:00:00,BTC/USDC,19683.7,19785.4,19683.7,19759.2,13.908364,274711.392678409
1663315200,2022-09-16 08:00:00,BTC/USDC,19738.2,19755.1,19611.5,19686.3,17.25913514,339719.229102784
1663311600,2022-09-16 07:00:00,BTC/USDC,19762.5,19794.3,19727.3,19739.8,6.93202171,136957.163211752
1663308000,2022-09-16 06:00:00,BTC/USDC,19751,19803.4,19731.3,19759.9,8.2198087,162527.27516802
1663304400,2022-09-16 05:00:00,BTC/USDC,19823,19838.2,19744,19751.8,6.98415556,138207.123637537
1663300800,2022-09-16 04:00:00,BTC/USDC,19745.4,19856.2,19744.3,19822.9,13.37617076,264893.769266055
1663297200,2022-09-16 03:00:00,BTC/USDC,19744.2,19774.3,19693.4,19746.3,4.23454591,83562.379041075
1663293600,2022-09-16 02:00:00,BTC/USDC,19728.1,19761.8,19681,19748.9,6.41503628,126554.169462526
1663290000,2022-09-16 01:00:00,BTC/USDC,19785.4,19809.8,19694.3,19731.8,11.71441462,231320.609431014
1663286400,2022-09-16 00:00:00,BTC/USDC,19695.1,19785.3,19587,19785.3,11.1319825,219216.319966144
1663282800,2022-09-15 23:00:00,BTC/USDC,19720.3,19752.5,19634,19695.7,13.82692924,272128.170453425
