https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUSD,Volume USDT
1663106400,2022-09-13 22:00:00,CUSD/USDT,0.9982,0.9982,0.9975,0.9975,155.4498,155.06297254
1663102800,2022-09-13 21:00:00,CUSD/USDT,0.9982,0.9982,0.9982,0.9982,1.2835,1.2811897
1663099200,2022-09-13 20:00:00,CUSD/USDT,0.9979,0.9983,0.996,0.9975,3223.208,3214.51225349
1663095600,2022-09-13 19:00:00,CUSD/USDT,0.998,0.998,0.9979,0.9979,51.1452,51.04277912
1663092000,2022-09-13 18:00:00,CUSD/USDT,0.998,0.998,0.9974,0.9975,2115.005,2110.08582338
1663088400,2022-09-13 17:00:00,CUSD/USDT,0.9984,0.9984,0.9975,0.9982,514.4588,513.50512597
1663084800,2022-09-13 16:00:00,CUSD/USDT,0.9981,0.9983,0.9979,0.9983,40.173,40.08922478
1663081200,2022-09-13 15:00:00,CUSD/USDT,0.9982,0.9984,0.9974,0.9979,1317.2202,1314.4485599
1663077600,2022-09-13 14:00:00,CUSD/USDT,0.9975,0.9975,0.9975,0.9975,0,0
1663074000,2022-09-13 13:00:00,CUSD/USDT,0.9974,0.9981,0.9964,0.9975,2874.0459,2866.17323952
1663070400,2022-09-13 12:00:00,CUSD/USDT,0.9974,0.9975,0.9968,0.9972,3086.4894,3077.96538934
1663066800,2022-09-13 11:00:00,CUSD/USDT,0.9974,0.9975,0.9971,0.9974,1222.6856,1219.31931866
1663063200,2022-09-13 10:00:00,CUSD/USDT,0.9974,0.9975,0.9968,0.9973,1432.8416,1429.06122257
1663059600,2022-09-13 09:00:00,CUSD/USDT,0.9974,0.9975,0.9957,0.9975,3938.2929,3924.75594608
1663056000,2022-09-13 08:00:00,CUSD/USDT,0.9974,0.9975,0.9974,0.9974,610.3032,608.7337501
1663052400,2022-09-13 07:00:00,CUSD/USDT,0.9974,0.9975,0.996,0.9974,7278.2182,7255.28282206
1663048800,2022-09-13 06:00:00,CUSD/USDT,0.9974,0.9974,0.9968,0.9974,1317.9798,1314.44993037
1663045200,2022-09-13 05:00:00,CUSD/USDT,0.9973,0.9974,0.9973,0.9974,139.3722,138.99668711
1663041600,2022-09-13 04:00:00,CUSD/USDT,0.9973,0.9973,0.9973,0.9973,0,0
1663038000,2022-09-13 03:00:00,CUSD/USDT,0.9974,0.9974,0.9973,0.9973,329.6666,328.80936809
1663034400,2022-09-13 02:00:00,CUSD/USDT,0.9974,0.9974,0.9974,0.9974,0,0
1663030800,2022-09-13 01:00:00,CUSD/USDT,0.9974,0.9974,0.9974,0.9974,0.1027,0.10243298
1663027200,2022-09-13 00:00:00,CUSD/USDT,0.9973,0.9974,0.9968,0.9974,1907.7083,1902.0852986
1663023600,2022-09-12 23:00:00,CUSD/USDT,0.9974,0.9974,0.9974,0.9974,339.1695,338.2876593
1663020000,2022-09-12 22:00:00,CUSD/USDT,0.9974,0.9974,0.9968,0.9968,1000,996.93026804
1663016400,2022-09-12 21:00:00,CUSD/USDT,0.9974,0.9974,0.9968,0.9968,413.7044,412.58309314
1663012800,2022-09-12 20:00:00,CUSD/USDT,0.9974,0.9974,0.9961,0.9961,2074.3138,2067.4812201
1663009200,2022-09-12 19:00:00,CUSD/USDT,0.9975,0.9975,0.9969,0.9974,1020.7231,1017.81029023
1663005600,2022-09-12 18:00:00,CUSD/USDT,0.9978,0.9978,0.9974,0.9974,1603.8433,1599.8340645
1663002000,2022-09-12 17:00:00,CUSD/USDT,0.9979,0.9979,0.9979,0.9979,239.8213,239.31767527
1662998400,2022-09-12 16:00:00,CUSD/USDT,0.9979,0.9979,0.9969,0.9969,656.2234,654.55850953
1662994800,2022-09-12 15:00:00,CUSD/USDT,0.9978,0.9978,0.9975,0.9978,501.2824,500.02996377
1662991200,2022-09-12 14:00:00,CUSD/USDT,0.9979,0.9979,0.9979,0.9979,263.5731,263.01959649
1662987600,2022-09-12 13:00:00,CUSD/USDT,0.998,0.998,0.9979,0.9979,333.4989,332.83188893
1662984000,2022-09-12 12:00:00,CUSD/USDT,0.9979,0.9979,0.9972,0.9972,4661.0331,4649.48991911
1662980400,2022-09-12 11:00:00,CUSD/USDT,0.9983,0.9983,0.9975,0.9982,3428.3397,3420.07674289
1662976800,2022-09-12 10:00:00,CUSD/USDT,0.9984,0.9986,0.9976,0.9976,2165.7508,2160.55506628
1662973200,2022-09-12 09:00:00,CUSD/USDT,0.9984,0.9984,0.9984,0.9984,1.2863,1.28424192
1662969600,2022-09-12 08:00:00,CUSD/USDT,0.9986,0.9986,0.9986,0.9986,11.6205,11.6042313
1662966000,2022-09-12 07:00:00,CUSD/USDT,0.9985,0.9986,0.9976,0.9986,1128.6406,1126.66548702
1662962400,2022-09-12 06:00:00,CUSD/USDT,0.9983,0.9983,0.9976,0.9977,363.4149,362.55331712
1662958800,2022-09-12 05:00:00,CUSD/USDT,0.9986,0.9986,0.9986,0.9986,20.6642,20.63527012
1662955200,2022-09-12 04:00:00,CUSD/USDT,0.9985,0.9985,0.9985,0.9985,72.6161,72.50717585
1662951600,2022-09-12 03:00:00,CUSD/USDT,0.9986,0.9986,0.9975,0.9975,1231.8154,1229.579052
1662948000,2022-09-12 02:00:00,CUSD/USDT,0.9985,0.9985,0.9974,0.9984,3775.9168,3767.28357213
1662944400,2022-09-12 01:00:00,CUSD/USDT,0.9987,0.9987,0.9986,0.9986,106.2914,106.15309241
1662940800,2022-09-12 00:00:00,CUSD/USDT,0.9984,0.9984,0.9984,0.9984,60,59.904
1662937200,2022-09-11 23:00:00,CUSD/USDT,0.9976,0.9976,0.9976,0.9976,0,0
1662933600,2022-09-11 22:00:00,CUSD/USDT,0.998,0.998,0.9976,0.9976,600,598.56063906
1662930000,2022-09-11 21:00:00,CUSD/USDT,0.9985,0.9985,0.9985,0.9985,0.1828,0.1825258
1662926400,2022-09-11 20:00:00,CUSD/USDT,0.9983,0.9983,0.998,0.998,2250,2245.61625124
1662922800,2022-09-11 19:00:00,CUSD/USDT,0.9983,0.9983,0.9983,0.9983,0,0
1662919200,2022-09-11 18:00:00,CUSD/USDT,0.9991,0.9993,0.9982,0.9983,1243.771,1242.08856409
1662915600,2022-09-11 17:00:00,CUSD/USDT,0.9987,0.999,0.9987,0.9988,1118.5356,1117.17841073
1662912000,2022-09-11 16:00:00,CUSD/USDT,0.9986,0.9991,0.9981,0.9982,2402.4452,2398.87406354
1662908400,2022-09-11 15:00:00,CUSD/USDT,0.9982,0.9995,0.998,0.9981,4875.5334,4869.28663027
1662904800,2022-09-11 14:00:00,CUSD/USDT,0.9979,0.998,0.9975,0.998,3678.1779,3669.30053904
1662901200,2022-09-11 13:00:00,CUSD/USDT,0.9979,0.998,0.9974,0.9974,1062.7559,1060.25281784
1662897600,2022-09-11 12:00:00,CUSD/USDT,0.9979,0.9979,0.9975,0.9975,1000.2207,997.72118473
1662894000,2022-09-11 11:00:00,CUSD/USDT,0.9979,0.9979,0.9975,0.9975,36.9158,36.82402858
1662890400,2022-09-11 10:00:00,CUSD/USDT,0.9979,0.9979,0.9975,0.9975,95.7089,95.47009803
1662886800,2022-09-11 09:00:00,CUSD/USDT,0.9979,0.9979,0.9979,0.9979,0.1191,0.11884989
1662883200,2022-09-11 08:00:00,CUSD/USDT,0.9979,0.9979,0.9975,0.9975,11.7025,11.67371031
1662879600,2022-09-11 07:00:00,CUSD/USDT,0.9979,0.9979,0.9979,0.9979,0.1254,0.12513666
1662876000,2022-09-11 06:00:00,CUSD/USDT,0.9986,0.9986,0.9975,0.998,308.1535,307.41380796
1662872400,2022-09-11 05:00:00,CUSD/USDT,0.9985,0.9985,0.9985,0.9985,0.1389,0.13869165
1662868800,2022-09-11 04:00:00,CUSD/USDT,0.9985,0.9985,0.9985,0.9985,0.1462,0.1459807
1662865200,2022-09-11 03:00:00,CUSD/USDT,0.9985,0.9986,0.9985,0.9986,325.2284,324.77294831
1662861600,2022-09-11 02:00:00,CUSD/USDT,0.9985,0.9985,0.9985,0.9985,2.7004,2.6963494
1662858000,2022-09-11 01:00:00,CUSD/USDT,0.9975,0.9975,0.9975,0.9975,0,0
1662854400,2022-09-11 00:00:00,CUSD/USDT,0.9983,0.9983,0.9975,0.9975,1048.3043,1045.72203655
1662850800,2022-09-10 23:00:00,CUSD/USDT,0.9983,0.9983,0.9983,0.9983,0,0
1662847200,2022-09-10 22:00:00,CUSD/USDT,0.9983,0.9983,0.9983,0.9983,0.1427,0.14245741
1662843600,2022-09-10 21:00:00,CUSD/USDT,0.9986,0.9986,0.9984,0.9984,97.3939,97.25729056
1662840000,2022-09-10 20:00:00,CUSD/USDT,0.9986,0.9986,0.9982,0.9986,740.6224,739.39252689
1662836400,2022-09-10 19:00:00,CUSD/USDT,0.9988,0.9988,0.9982,0.9982,1282.0929,1280.21170777
1662832800,2022-09-10 18:00:00,CUSD/USDT,0.9988,0.999,0.9988,0.9988,65.2434,65.16593674
1662829200,2022-09-10 17:00:00,CUSD/USDT,0.9988,0.9988,0.9988,0.9988,25.4879,25.45731452
1662825600,2022-09-10 16:00:00,CUSD/USDT,0.9988,0.9988,0.9988,0.9988,408.694,408.2035672
1662822000,2022-09-10 15:00:00,CUSD/USDT,0.9984,0.9988,0.9984,0.9988,836.9351,835.678626
1662818400,2022-09-10 14:00:00,CUSD/USDT,0.9985,0.9985,0.9975,0.9982,1019.7781,1017.23372651
1662814800,2022-09-10 13:00:00,CUSD/USDT,0.9986,0.9986,0.9975,0.9985,801.8862,799.90455834
1662811200,2022-09-10 12:00:00,CUSD/USDT,0.9987,0.9987,0.9986,0.9987,7.734,7.7234302
1662807600,2022-09-10 11:00:00,CUSD/USDT,0.9987,0.9987,0.9987,0.9987,0,0
1662804000,2022-09-10 10:00:00,CUSD/USDT,0.9987,0.9987,0.9987,0.9987,1.289,1.2873243
1662800400,2022-09-10 09:00:00,CUSD/USDT,0.9984,0.9989,0.9974,0.9989,3006.8374,2999.30147274
1662796800,2022-09-10 08:00:00,CUSD/USDT,0.9985,0.9985,0.9985,0.9985,1.1137,1.11202945
1662793200,2022-09-10 07:00:00,CUSD/USDT,0.9976,0.9987,0.9976,0.9985,896.4264,895.14469059
1662789600,2022-09-10 06:00:00,CUSD/USDT,0.9976,0.9976,0.9974,0.9974,1383.2057,1379.74611207
1662786000,2022-09-10 05:00:00,CUSD/USDT,0.9973,0.9974,0.9973,0.9974,743.9717,742.02054336
1662782400,2022-09-10 04:00:00,CUSD/USDT,0.9973,0.9973,0.9972,0.9972,131.3044,130.94985768
1662778800,2022-09-10 03:00:00,CUSD/USDT,0.9972,0.9972,0.9972,0.9972,0,0
1662775200,2022-09-10 02:00:00,CUSD/USDT,0.9972,0.9972,0.9972,0.9972,0,0
1662771600,2022-09-10 01:00:00,CUSD/USDT,0.9972,0.9972,0.9972,0.9972,148.5595,148.1435334
1662768000,2022-09-10 00:00:00,CUSD/USDT,0.9972,0.9973,0.9972,0.9972,367.1363,366.12993463
1662764400,2022-09-09 23:00:00,CUSD/USDT,0.9973,0.9973,0.9968,0.9968,1096.432,1093.0322571
1662760800,2022-09-09 22:00:00,CUSD/USDT,0.9972,0.9973,0.9961,0.9973,905.1378,901.89027373
1662757200,2022-09-09 21:00:00,CUSD/USDT,0.9973,0.9973,0.9973,0.9973,9.9941,9.96711593
1662753600,2022-09-09 20:00:00,CUSD/USDT,0.9972,0.9973,0.997,0.9972,483.2065,481.85983983
1662750000,2022-09-09 19:00:00,CUSD/USDT,0.9971,0.9971,0.9962,0.9962,297.3544,296.35470365
1662746400,2022-09-09 18:00:00,CUSD/USDT,0.9973,0.9976,0.997,0.9972,579.3682,577.79369333
1662742800,2022-09-09 17:00:00,CUSD/USDT,0.9971,0.9971,0.997,0.997,4.0294,4.01744074
1662739200,2022-09-09 16:00:00,CUSD/USDT,0.9977,0.9977,0.9962,0.9962,3666.1757,3654.38234595
1662735600,2022-09-09 15:00:00,CUSD/USDT,0.9981,0.9988,0.997,0.997,5651.5772,5637.77119525
1662732000,2022-09-09 14:00:00,CUSD/USDT,0.9981,0.9981,0.9975,0.9975,97.8191,97.57503885
1662728400,2022-09-09 13:00:00,CUSD/USDT,0.9982,0.9987,0.998,0.9981,88.9473,88.8262824
1662724800,2022-09-09 12:00:00,CUSD/USDT,0.9974,0.9978,0.9972,0.9978,6994.4927,6976.78649584
1662721200,2022-09-09 11:00:00,CUSD/USDT,0.997,0.9974,0.997,0.9974,202.0553,201.47319666
1662717600,2022-09-09 10:00:00,CUSD/USDT,0.9969,0.997,0.9969,0.997,477.2964,475.84304764
1662714000,2022-09-09 09:00:00,CUSD/USDT,0.9969,0.9969,0.9969,0.9969,156.2202,155.73591738
1662710400,2022-09-09 08:00:00,CUSD/USDT,0.9969,0.9969,0.9969,0.9969,0,0
1662706800,2022-09-09 07:00:00,CUSD/USDT,0.9969,0.9969,0.9962,0.9969,341.6343,340.5711246
1662703200,2022-09-09 06:00:00,CUSD/USDT,0.997,0.997,0.9969,0.9969,13.7472,13.7053584
1662699600,2022-09-09 05:00:00,CUSD/USDT,0.9969,0.997,0.9968,0.9969,1685.0334,1679.8131234
1662696000,2022-09-09 04:00:00,CUSD/USDT,0.9968,0.9969,0.9968,0.9968,1563.9286,1559.03764077
1662692400,2022-09-09 03:00:00,CUSD/USDT,0.9959,0.9969,0.9954,0.9969,5502.7079,5480.32413765
1662688800,2022-09-09 02:00:00,CUSD/USDT,0.996,0.996,0.996,0.996,0,0
1662685200,2022-09-09 01:00:00,CUSD/USDT,0.9959,0.996,0.9959,0.996,1232.88,1227.895192
1662681600,2022-09-09 00:00:00,CUSD/USDT,0.996,0.996,0.996,0.996,1400,1394.4
1662678000,2022-09-08 23:00:00,CUSD/USDT,0.996,0.996,0.996,0.996,532.9442,530.8124232
1662674400,2022-09-08 22:00:00,CUSD/USDT,0.9959,0.9959,0.9959,0.9959,234.0616,233.10194744
1662670800,2022-09-08 21:00:00,CUSD/USDT,0.9959,0.9959,0.9959,0.9959,0,0
1662667200,2022-09-08 20:00:00,CUSD/USDT,0.9958,0.9959,0.9958,0.9959,919.7906,915.92749379
1662663600,2022-09-08 19:00:00,CUSD/USDT,0.9958,0.9958,0.9953,0.9953,4685.9468,4665.1256287
1662660000,2022-09-08 18:00:00,CUSD/USDT,0.9958,0.9958,0.9958,0.9958,403.113,401.4199254
1662656400,2022-09-08 17:00:00,CUSD/USDT,0.995,0.995,0.995,0.995,692.3475,688.8857625
1662652800,2022-09-08 16:00:00,CUSD/USDT,0.9955,0.996,0.9938,0.9938,11508.9879,11446.95346206
1662649200,2022-09-08 15:00:00,CUSD/USDT,0.9955,0.996,0.9952,0.996,4993.4714,4971.70289365
1662645600,2022-09-08 14:00:00,CUSD/USDT,0.9952,0.9955,0.9947,0.9954,6672.0066,6638.94939853
1662642000,2022-09-08 13:00:00,CUSD/USDT,0.9947,0.9951,0.9947,0.9951,993.6202,988.70974138
1662638400,2022-09-08 12:00:00,CUSD/USDT,0.9949,0.995,0.9947,0.995,422.093,419.98242926
1662634800,2022-09-08 11:00:00,CUSD/USDT,0.9951,0.9951,0.995,0.995,253.7911,252.54750414
1662631200,2022-09-08 10:00:00,CUSD/USDT,0.9954,0.9955,0.9951,0.9951,2399.9877,2388.76285786
1662627600,2022-09-08 09:00:00,CUSD/USDT,0.9955,0.9955,0.9948,0.995,1697.1514,1688.46446156
1662624000,2022-09-08 08:00:00,CUSD/USDT,0.995,0.9955,0.9949,0.9955,144.9125,144.17471338
1662620400,2022-09-08 07:00:00,CUSD/USDT,0.9952,0.9952,0.9948,0.9948,2291.3438,2279.70210852
1662616800,2022-09-08 06:00:00,CUSD/USDT,0.9951,0.9951,0.9949,0.9949,682.5496,679.08883702
1662613200,2022-09-08 05:00:00,CUSD/USDT,0.9955,0.9955,0.9955,0.9955,0,0
1662609600,2022-09-08 04:00:00,CUSD/USDT,0.9955,0.9955,0.9955,0.9955,0,0
1662606000,2022-09-08 03:00:00,CUSD/USDT,0.9955,0.9955,0.9955,0.9955,0,0
1662602400,2022-09-08 02:00:00,CUSD/USDT,0.9952,0.9958,0.9952,0.9955,4150.5504,4132.25672959
1662598800,2022-09-08 01:00:00,CUSD/USDT,0.9945,0.9955,0.9945,0.9955,12036.9852,11973.50953665
1662595200,2022-09-08 00:00:00,CUSD/USDT,0.9946,0.9947,0.9943,0.9944,844.0934,839.36918745
1662591600,2022-09-07 23:00:00,CUSD/USDT,0.9945,0.9946,0.9945,0.9946,100.0002,99.45019892
1662588000,2022-09-07 22:00:00,CUSD/USDT,0.9955,0.9955,0.9941,0.9947,11709.3342,11645.90780312
