https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BRWL,Volume USDT
1663459200,2022-09-18 00:00:00,BRWL/USDT,0.0044,0.0045,0.00438,0.00438,68594.7187,305.110103279
1663372800,2022-09-17 00:00:00,BRWL/USDT,0.00454,0.0046,0.00438,0.0044,3870274.3772,17304.297459698
1663286400,2022-09-16 00:00:00,BRWL/USDT,0.00433,0.00514,0.00433,0.00456,10635797.396,49152.120391438
1663200000,2022-09-15 00:00:00,BRWL/USDT,0.00447,0.00462,0.00423,0.00433,4312649.1727,19064.638948933
1663113600,2022-09-14 00:00:00,BRWL/USDT,0.00425,0.00475,0.00422,0.0045,5976008.6615,26830.285925369
1663027200,2022-09-13 00:00:00,BRWL/USDT,0.00453,0.00492,0.00407,0.00423,10415654.81,45198.305654289
1662940800,2022-09-12 00:00:00,BRWL/USDT,0.00478,0.00478,0.00445,0.00453,1705829.0754,7881.896212872
1662854400,2022-09-11 00:00:00,BRWL/USDT,0.00494,0.00511,0.00474,0.00481,1878815.8576,9186.003194824
1662768000,2022-09-10 00:00:00,BRWL/USDT,0.00515,0.0052,0.00485,0.00496,5618904.6029,28171.044791339
1662681600,2022-09-09 00:00:00,BRWL/USDT,0.00471,0.00646,0.00459,0.0051,38748436.00759296,210338.8806077028864
1662595200,2022-09-08 00:00:00,BRWL/USDT,0.00453,0.0054,0.00437,0.0047,13861576.1793,66330.570056853
1662508800,2022-09-07 00:00:00,BRWL/USDT,0.00442,0.00468,0.00423,0.00453,7799592.3336,34739.14963056
1662422400,2022-09-06 00:00:00,BRWL/USDT,0.00476,0.0048,0.0044,0.00442,815157.69877323,3803.4454601320704
1662336000,2022-09-05 00:00:00,BRWL/USDT,0.00497,0.00497,0.00471,0.00473,1425357.165,6893.547297707
1662249600,2022-09-04 00:00:00,BRWL/USDT,0.00492,0.00516,0.00485,0.00496,2639362.66,13048.79289686
1662163200,2022-09-03 00:00:00,BRWL/USDT,0.00503,0.00503,0.00487,0.00496,430818.1948,2129.917726783
1662076800,2022-09-02 00:00:00,BRWL/USDT,0.00505,0.00525,0.00475,0.00503,2419282.4713,12014.885673426
1661990400,2022-09-01 00:00:00,BRWL/USDT,0.00526,0.00538,0.00491,0.00509,1797227.6063,9231.725753802
1661904000,2022-08-31 00:00:00,BRWL/USDT,0.00514,0.0054,0.00504,0.00526,1239072.3861,6465.678577323
1661817600,2022-08-30 00:00:00,BRWL/USDT,0.00511,0.00525,0.00493,0.0051,1973718.8908,10032.92137228
1661731200,2022-08-29 00:00:00,BRWL/USDT,0.00495,0.00527,0.00481,0.00511,1568083.4426,7977.153567139
1661644800,2022-08-28 00:00:00,BRWL/USDT,0.00518,0.00528,0.00469,0.00495,3855421.3031,19151.660447751
1661558400,2022-08-27 00:00:00,BRWL/USDT,0.00513,0.00584,0.00488,0.00518,4054192.7488,21420.946893988
1661472000,2022-08-26 00:00:00,BRWL/USDT,0.00597,0.00601,0.00508,0.00517,3517357.0175,19658.66893692
1661385600,2022-08-25 00:00:00,BRWL/USDT,0.00625,0.00688,0.00564,0.00598,17470944.4895,106031.789568976
1661299200,2022-08-24 00:00:00,BRWL/USDT,0.00542,0.0091,0.00522,0.00625,35928965.0517,241084.94609528
1661212800,2022-08-23 00:00:00,BRWL/USDT,0.00579,0.00579,0.00533,0.00537,1818709.0126,9917.848936795
1661126400,2022-08-22 00:00:00,BRWL/USDT,0.00584,0.00591,0.00552,0.00579,1077581.7568,6086.976109737
1661040000,2022-08-21 00:00:00,BRWL/USDT,0.00581,0.00603,0.00579,0.00579,1606206.5209,9407.550975199
1660953600,2022-08-20 00:00:00,BRWL/USDT,0.0056,0.0069,0.00554,0.00581,10293544.1841,62257.340895991
1660867200,2022-08-19 00:00:00,BRWL/USDT,0.00675,0.00675,0.00557,0.00557,7262904.3379,44588.257809857
1660780800,2022-08-18 00:00:00,BRWL/USDT,0.00661,0.0075,0.00641,0.00679,9368927.6615,64708.697146828
1660694400,2022-08-17 00:00:00,BRWL/USDT,0.0066,0.00685,0.00633,0.0066,2138859.9824,14148.325058198
1660608000,2022-08-16 00:00:00,BRWL/USDT,0.00668,0.00698,0.0064,0.0066,5817675.0683,38876.890245718
1660521600,2022-08-15 00:00:00,BRWL/USDT,0.00696,0.0092,0.00651,0.0067,27906000.3476,207496.055759545
1660435200,2022-08-14 00:00:00,BRWL/USDT,0.0072,0.0072,0.00654,0.00695,6224716.8706,42970.591462598
1660348800,2022-08-13 00:00:00,BRWL/USDT,0.00714,0.00797,0.00704,0.00727,4466957.0235,32699.842656547
1660262400,2022-08-12 00:00:00,BRWL/USDT,0.0072,0.00786,0.00698,0.00711,2478515.8249,18006.165655458
1660176000,2022-08-11 00:00:00,BRWL/USDT,0.00697,0.00783,0.00691,0.00712,5391907.9297,39716.551386315
1660089600,2022-08-10 00:00:00,BRWL/USDT,0.00685,0.00736,0.00661,0.00697,2458687.4302,17159.142854709
1660003200,2022-08-09 00:00:00,BRWL/USDT,0.00695,0.00729,0.00673,0.00691,3944356.3051,27556.735886791
1659916800,2022-08-08 00:00:00,BRWL/USDT,0.00708,0.00726,0.00683,0.00695,2253540.2928,15761.427903376
1659830400,2022-08-07 00:00:00,BRWL/USDT,0.0072,0.00725,0.00641,0.00706,4213340.5465,29076.897216135
1659744000,2022-08-06 00:00:00,BRWL/USDT,0.00711,0.00747,0.00701,0.00714,1621870.0964,11643.844473076
1659657600,2022-08-05 00:00:00,BRWL/USDT,0.00706,0.00783,0.00698,0.00708,5074365.4986,36806.457749605
1659571200,2022-08-04 00:00:00,BRWL/USDT,0.00732,0.00742,0.00693,0.00707,2471382.1126,17595.935568442
1659484800,2022-08-03 00:00:00,BRWL/USDT,0.0073,0.00769,0.0071,0.00738,3385962.8497,25088.984838555
1659398400,2022-08-02 00:00:00,BRWL/USDT,0.00767,0.00778,0.00701,0.0073,4485731.5094,33262.803250269
1659312000,2022-08-01 00:00:00,BRWL/USDT,0.00744,0.00841,0.00738,0.0076,4412266.7799,34508.556651121
1659225600,2022-07-31 00:00:00,BRWL/USDT,0.00807,0.00812,0.00741,0.00747,3854857.5137,29686.244549575
1659139200,2022-07-30 00:00:00,BRWL/USDT,0.00823,0.009,0.00777,0.00802,8391076.5575,69368.67040726
1659052800,2022-07-29 00:00:00,BRWL/USDT,0.00882,0.01056,0.00725,0.00823,28818440.3044,244973.308922958
