https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNBBEAR,Volume USDT
1652313600000.0,2022-05-12 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,120000000.0,1.2
1651968000000.0,2022-05-08 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,1060000000.0,10.6
1651881600000.0,2022-05-07 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651795200000.0,2022-05-06 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651708800000.0,2022-05-05 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651622400000.0,2022-05-04 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651536000000.0,2022-05-03 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651449600000.0,2022-05-02 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651363200000.0,2022-05-01 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651276800000.0,2022-04-30 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651190400000.0,2022-04-29 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651104000000.0,2022-04-28 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651017600000.0,2022-04-27 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650931200000.0,2022-04-26 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650844800000.0,2022-04-25 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650758400000.0,2022-04-24 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650672000000.0,2022-04-23 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650585600000.0,2022-04-22 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650499200000.0,2022-04-21 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650412800000.0,2022-04-20 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650326400000.0,2022-04-19 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650240000000.0,2022-04-18 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650153600000.0,2022-04-17 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1650067200000.0,2022-04-16 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649980800000.0,2022-04-15 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649894400000.0,2022-04-14 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649808000000.0,2022-04-13 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649721600000.0,2022-04-12 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649635200000.0,2022-04-11 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649548800000.0,2022-04-10 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649462400000.0,2022-04-09 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649376000000.0,2022-04-08 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649289600000.0,2022-04-07 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649203200000.0,2022-04-06 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649116800000.0,2022-04-05 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1649030400000.0,2022-04-04 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648944000000.0,2022-04-03 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648857600000.0,2022-04-02 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648771200000.0,2022-04-01 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648684800000.0,2022-03-31 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648598400000.0,2022-03-30 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648512000000.0,2022-03-29 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648425600000.0,2022-03-28 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648339200000.0,2022-03-27 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648252800000.0,2022-03-26 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648166400000.0,2022-03-25 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1648080000000.0,2022-03-24 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647993600000.0,2022-03-23 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647907200000.0,2022-03-22 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,330000000.0,3.3
1647820800000.0,2022-03-21 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647734400000.0,2022-03-20 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647648000000.0,2022-03-19 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647561600000.0,2022-03-18 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647475200000.0,2022-03-17 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647388800000.0,2022-03-16 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647302400000.0,2022-03-15 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647216000000.0,2022-03-14 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647129600000.0,2022-03-13 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1647043200000.0,2022-03-12 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1646956800000.0,2022-03-11 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1646870400000.0,2022-03-10 00:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
