https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SAND,Volume USDT
1663462800,2022-09-18 01:00:00,SAND/USDT,0.89882,0.9005,0.89873,0.89919,15410.40253706,13865.2745496263683
1663459200,2022-09-18 00:00:00,SAND/USDT,0.91083,0.91136,0.89766,0.8984,54060.95732725,48783.0148840670414
1663455600,2022-09-17 23:00:00,SAND/USDT,0.90491,0.91607,0.90413,0.91073,81211.06885665,74016.2055119152732
1663452000,2022-09-17 22:00:00,SAND/USDT,0.90127,0.90531,0.90072,0.90489,44987.09457446,40617.4627902878895
1663448400,2022-09-17 21:00:00,SAND/USDT,0.90047,0.90841,0.89826,0.90089,69549.6669051,62797.1986502931035
1663444800,2022-09-17 20:00:00,SAND/USDT,0.89515,0.90273,0.89471,0.90088,15206.31876989,13658.3110343568893
1663441200,2022-09-17 19:00:00,SAND/USDT,0.89458,0.89548,0.89173,0.89515,7499.6626177,6701.9128505260909
1663437600,2022-09-17 18:00:00,SAND/USDT,0.89581,0.89687,0.89295,0.895,10500.14197423,9392.8502836695761
1663434000,2022-09-17 17:00:00,SAND/USDT,0.90005,0.90164,0.89465,0.8959,44487.47711918,39958.5701793992544
1663430400,2022-09-17 16:00:00,SAND/USDT,0.89787,0.90586,0.89565,0.9002,203560.53865584,183431.0245263342434
1663426800,2022-09-17 15:00:00,SAND/USDT,0.90007,0.90034,0.895,0.89706,43849.36197228,39338.9376759103604
1663423200,2022-09-17 14:00:00,SAND/USDT,0.89046,0.90066,0.89046,0.89982,65883.35347936,58960.2898633814328
1663419600,2022-09-17 13:00:00,SAND/USDT,0.88069,0.89315,0.88069,0.88992,107992.47760575,96017.8674638543679
1663416000,2022-09-17 12:00:00,SAND/USDT,0.87711,0.88298,0.87694,0.88074,33753.99128745,29676.0879903282257
1663412400,2022-09-17 11:00:00,SAND/USDT,0.87641,0.87712,0.8756,0.87654,6096.70967527,5345.3896583524234
1663408800,2022-09-17 10:00:00,SAND/USDT,0.87747,0.87889,0.87246,0.8761,15426.61769961,13511.0351294295097
1663405200,2022-09-17 09:00:00,SAND/USDT,0.8792,0.88032,0.87635,0.87705,14054.9719913,12344.7425844992225
1663401600,2022-09-17 08:00:00,SAND/USDT,0.87977,0.88175,0.87816,0.87954,27403.18355744,24109.0698967998349
1663398000,2022-09-17 07:00:00,SAND/USDT,0.87718,0.87937,0.87453,0.87937,29716.78186583,26030.2907837104812
1663394400,2022-09-17 06:00:00,SAND/USDT,0.87655,0.87818,0.876,0.87721,5491.65392559,4815.9216895648158
1663390800,2022-09-17 05:00:00,SAND/USDT,0.88161,0.88161,0.87374,0.87634,18770.3243549,16480.9214507521968
1663387200,2022-09-17 04:00:00,SAND/USDT,0.88148,0.8866,0.8813,0.88201,29878.62163522,26399.0054138088928
1663383600,2022-09-17 03:00:00,SAND/USDT,0.88205,0.88326,0.88115,0.8813,8983.20853136,7926.4224042957531
1663380000,2022-09-17 02:00:00,SAND/USDT,0.88579,0.88753,0.88088,0.88178,21601.3386815,19089.3831844689698
1663376400,2022-09-17 01:00:00,SAND/USDT,0.88404,0.88673,0.88206,0.8863,25965.3409917,22956.2260193749575
1663372800,2022-09-17 00:00:00,SAND/USDT,0.87648,0.89086,0.87554,0.88307,103673.74346314,91722.983840108488
1663369200,2022-09-16 23:00:00,SAND/USDT,0.87426,0.87831,0.87074,0.87644,23691.53179885,20710.9486944625254
1663365600,2022-09-16 22:00:00,SAND/USDT,0.87598,0.87805,0.87317,0.8735,41218.74543852,36101.8199585726535
1663362000,2022-09-16 21:00:00,SAND/USDT,0.87851,0.87965,0.87449,0.87573,72707.12714672,63739.8848313329235
1663358400,2022-09-16 20:00:00,SAND/USDT,0.87041,0.88,0.87041,0.87838,59191.10694516,51740.6684217211832
1663354800,2022-09-16 19:00:00,SAND/USDT,0.86631,0.87474,0.86616,0.8708,34855.09270521,30350.8655830941918
1663351200,2022-09-16 18:00:00,SAND/USDT,0.86226,0.87129,0.85755,0.86565,42328.70487656,36547.8096426960234
1663347600,2022-09-16 17:00:00,SAND/USDT,0.86346,0.86726,0.85372,0.86207,73023.18221333,62784.9277111727325
1663344000,2022-09-16 16:00:00,SAND/USDT,0.87071,0.87071,0.85195,0.86224,103312.67374947,88968.4272044873283
1663340400,2022-09-16 15:00:00,SAND/USDT,0.86706,0.87241,0.8631,0.87078,63790.89266585,55326.238893266562
1663336800,2022-09-16 14:00:00,SAND/USDT,0.85698,0.87354,0.85559,0.8672,85003.98694968,73600.7684196876464
1663333200,2022-09-16 13:00:00,SAND/USDT,0.86681,0.86772,0.85266,0.85664,67280.88758491,57925.3434039901232
1663329600,2022-09-16 12:00:00,SAND/USDT,0.87362,0.87377,0.8652,0.86728,37251.30761982,32352.3015598244632
1663326000,2022-09-16 11:00:00,SAND/USDT,0.86389,0.87491,0.86361,0.87292,62295.30509911,54161.6853875282301
1663322400,2022-09-16 10:00:00,SAND/USDT,0.85892,0.86637,0.85873,0.86426,25868.86638787,22317.4518509414436
1663318800,2022-09-16 09:00:00,SAND/USDT,0.85095,0.8589,0.85092,0.85875,17592.7722307,15067.7119628326941
1663315200,2022-09-16 08:00:00,SAND/USDT,0.8589,0.85946,0.8503,0.85139,30398.53617177,25979.0321961590154
1663311600,2022-09-16 07:00:00,SAND/USDT,0.8615,0.86282,0.85817,0.85853,14008.36104717,12064.2701586793273
1663308000,2022-09-16 06:00:00,SAND/USDT,0.86043,0.86324,0.85922,0.86,19078.92808907,16438.1727419328403
1663304400,2022-09-16 05:00:00,SAND/USDT,0.8576,0.86388,0.8568,0.86005,18541.94321718,15969.1967350369376
1663300800,2022-09-16 04:00:00,SAND/USDT,0.85563,0.86109,0.85561,0.8571,15900.71795267,13659.9964215614499
1663297200,2022-09-16 03:00:00,SAND/USDT,0.854,0.85555,0.85177,0.85555,12373.47211822,10566.7952690214135
1663293600,2022-09-16 02:00:00,SAND/USDT,0.85816,0.86,0.84865,0.85374,38329.80784001,32734.124320935283
1663290000,2022-09-16 01:00:00,SAND/USDT,0.86085,0.86176,0.855,0.85668,32876.09011213,28236.0316021821881
1663286400,2022-09-16 00:00:00,SAND/USDT,0.8577,0.861,0.84414,0.861,99583.89631719,84817.6079649818981
1663282800,2022-09-15 23:00:00,SAND/USDT,0.85725,0.85892,0.851,0.8574,33072.77329802,28262.7117374716854
1663279200,2022-09-15 22:00:00,SAND/USDT,0.86644,0.86644,0.85168,0.8568,67823.85714729,58278.1615935753045
1663275600,2022-09-15 21:00:00,SAND/USDT,0.86993,0.86997,0.86137,0.86634,39362.17351967,34082.1788065834815
1663272000,2022-09-15 20:00:00,SAND/USDT,0.86814,0.87055,0.86665,0.86994,40699.38181975,35391.4802227571151
1663268400,2022-09-15 19:00:00,SAND/USDT,0.86555,0.87073,0.86298,0.86825,111092.27245538,96307.6775146896258
1663264800,2022-09-15 18:00:00,SAND/USDT,0.86753,0.87054,0.8629,0.86598,56147.26074791,48670.2314246185405
1663261200,2022-09-15 17:00:00,SAND/USDT,0.86805,0.87213,0.867,0.86739,27010.46778879,23484.1155907742842
1663257600,2022-09-15 16:00:00,SAND/USDT,0.86228,0.86862,0.85832,0.86862,86837.9589604,75057.9466018942322
1663254000,2022-09-15 15:00:00,SAND/USDT,0.85808,0.86487,0.85032,0.86168,117209.25867703,100513.9096270543497
1663250400,2022-09-15 14:00:00,SAND/USDT,0.8805,0.8819,0.85603,0.8581,119096.7697294,102860.3545930326299
1663246800,2022-09-15 13:00:00,SAND/USDT,0.88458,0.88733,0.87241,0.87999,51306.84955683,45123.3445648321698
1663243200,2022-09-15 12:00:00,SAND/USDT,0.88303,0.88871,0.87932,0.88487,26858.10971207,23714.3940846806594
1663239600,2022-09-15 11:00:00,SAND/USDT,0.87523,0.8831,0.87357,0.88213,28305.54700649,24886.9294332536967
1663236000,2022-09-15 10:00:00,SAND/USDT,0.88019,0.88364,0.87282,0.87523,39117.834841,34345.6137154960794
1663232400,2022-09-15 09:00:00,SAND/USDT,0.88151,0.88325,0.87769,0.87941,29756.6232011,26205.113931716763
1663228800,2022-09-15 08:00:00,SAND/USDT,0.88786,0.88871,0.87769,0.88064,27382.91675411,24153.4828039145705
1663225200,2022-09-15 07:00:00,SAND/USDT,0.88446,0.89518,0.88324,0.88889,55630.72305021,49434.8501309764656
1663221600,2022-09-15 06:00:00,SAND/USDT,0.87718,0.89218,0.8631,0.88386,133743.85798473,117315.2033001731364
1663218000,2022-09-15 05:00:00,SAND/USDT,0.86989,0.8797,0.868,0.87744,47529.18671856,41623.2545043139332
1663214400,2022-09-15 04:00:00,SAND/USDT,0.87149,0.87421,0.8653,0.87071,40323.72014902,35083.3580922385496
1663210800,2022-09-15 03:00:00,SAND/USDT,0.8766,0.87698,0.86099,0.87171,74018.57469524,64249.0836481415615
1663207200,2022-09-15 02:00:00,SAND/USDT,0.88429,0.88434,0.8679,0.87636,155462.02964558,135881.2565374654639
1663203600,2022-09-15 01:00:00,SAND/USDT,0.88599,0.8863,0.87464,0.88415,54728.05614119,48172.3873384573572
1663200000,2022-09-15 00:00:00,SAND/USDT,0.89828,0.89828,0.88216,0.88554,54795.2985872,48696.7535432199277
1663196400,2022-09-14 23:00:00,SAND/USDT,0.89847,0.90175,0.89585,0.89863,21811.86886576,19587.0523194485095
1663192800,2022-09-14 22:00:00,SAND/USDT,0.89899,0.903,0.89543,0.89888,50031.56138402,44951.9080412230928
1663189200,2022-09-14 21:00:00,SAND/USDT,0.89225,0.8995,0.8882,0.89868,50725.05937179,45342.3111073481765
1663185600,2022-09-14 20:00:00,SAND/USDT,0.89429,0.89511,0.89067,0.89277,19059.21265542,17012.4656944153115
1663182000,2022-09-14 19:00:00,SAND/USDT,0.88685,0.89447,0.8829,0.89416,19163.14021446,17037.6046673087049
1663178400,2022-09-14 18:00:00,SAND/USDT,0.88797,0.8895,0.86713,0.88549,129338.37223245,113500.8262448881652
1663174800,2022-09-14 17:00:00,SAND/USDT,0.88649,0.89549,0.88641,0.88875,28789.02731501,25681.7740999978874
1663171200,2022-09-14 16:00:00,SAND/USDT,0.88725,0.88922,0.88222,0.88652,16745.67517851,14832.2652414194691
1663167600,2022-09-14 15:00:00,SAND/USDT,0.89057,0.89146,0.8862,0.88726,10758.20262581,9561.4370118282826
1663164000,2022-09-14 14:00:00,SAND/USDT,0.89083,0.89366,0.8843,0.89043,31138.89207822,27727.2115804547174
