https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XHV,Volume USDT
1663344000,2022-09-16 16:00:00,XHV/USDT,0.5177,0.5177,0.501,0.502,14799.932,7498.67879676
1663340400,2022-09-16 15:00:00,XHV/USDT,0.5214,0.5226,0.5177,0.5177,3430.1542,1784.01121948
1663336800,2022-09-16 14:00:00,XHV/USDT,0.5192,0.5236,0.5141,0.5209,4535.2701,2357.96744134
1663333200,2022-09-16 13:00:00,XHV/USDT,0.5098,0.5242,0.5076,0.5192,26945.2641,13955.24087885
1663329600,2022-09-16 12:00:00,XHV/USDT,0.5095,0.5099,0.5076,0.5076,419.0389,213.44385057
1663326000,2022-09-16 11:00:00,XHV/USDT,0.5062,0.5095,0.504,0.5095,605.6875,307.44757116
1663322400,2022-09-16 10:00:00,XHV/USDT,0.5035,0.5077,0.5035,0.5069,1508.3463,763.121666
1663318800,2022-09-16 09:00:00,XHV/USDT,0.505,0.505,0.5035,0.5035,1055.5109,531.70693715
1663315200,2022-09-16 08:00:00,XHV/USDT,0.5095,0.5095,0.5041,0.505,1281.8319,648.20476685
1663311600,2022-09-16 07:00:00,XHV/USDT,0.5075,0.5095,0.507,0.5095,862.1653,437.88233769
1663308000,2022-09-16 06:00:00,XHV/USDT,0.5076,0.5118,0.5076,0.5081,141.3599,71.96008786
1663304400,2022-09-16 05:00:00,XHV/USDT,0.5119,0.5123,0.5073,0.5081,147.6536,75.01191313
1663300800,2022-09-16 04:00:00,XHV/USDT,0.508,0.512,0.507,0.5095,780.5283,398.75249665
1663297200,2022-09-16 03:00:00,XHV/USDT,0.5075,0.511,0.5069,0.5073,83.2712,42.30290508
1663293600,2022-09-16 02:00:00,XHV/USDT,0.5109,0.5109,0.507,0.507,88.2578,44.87294972
1663290000,2022-09-16 01:00:00,XHV/USDT,0.5114,0.513,0.5095,0.5129,774.8473,397.13080084
1663286400,2022-09-16 00:00:00,XHV/USDT,0.5118,0.512,0.507,0.5109,11714.2009,5945.95681015
1663282800,2022-09-15 23:00:00,XHV/USDT,0.5108,0.512,0.508,0.5118,1939.6835,988.09557155
1663279200,2022-09-15 22:00:00,XHV/USDT,0.505,0.52,0.505,0.5108,8430.7549,4323.32483212
1663275600,2022-09-15 21:00:00,XHV/USDT,0.506,0.508,0.505,0.507,798.8427,403.50018921
1663272000,2022-09-15 20:00:00,XHV/USDT,0.5049,0.508,0.5049,0.5079,2252.6158,1141.84843352
1663268400,2022-09-15 19:00:00,XHV/USDT,0.5026,0.5058,0.5005,0.5049,757.2303,381.54434047
1663264800,2022-09-15 18:00:00,XHV/USDT,0.5059,0.5099,0.5,0.5026,5194.0074,2604.97928742
1663261200,2022-09-15 17:00:00,XHV/USDT,0.5003,0.5149,0.4979,0.506,6765.2467,3420.34902266
1663257600,2022-09-15 16:00:00,XHV/USDT,0.5,0.5,0.498,0.499,5564.3504,2781.12298986
1663254000,2022-09-15 15:00:00,XHV/USDT,0.5058,0.5058,0.4994,0.5,9526.7257,4769.49639674
1663250400,2022-09-15 14:00:00,XHV/USDT,0.5149,0.518,0.5058,0.5069,3272.7692,1674.51384954
1663246800,2022-09-15 13:00:00,XHV/USDT,0.5215,0.5215,0.51,0.5149,4328.3553,2223.17525629
1663243200,2022-09-15 12:00:00,XHV/USDT,0.5166,0.5215,0.5141,0.5207,1306.7092,678.48615668
1663239600,2022-09-15 11:00:00,XHV/USDT,0.5205,0.5205,0.5121,0.5161,4390.6297,2256.87659609
1663236000,2022-09-15 10:00:00,XHV/USDT,0.5193,0.5214,0.5166,0.521,5781.9279,3000.99496667
1663232400,2022-09-15 09:00:00,XHV/USDT,0.5194,0.5208,0.5167,0.52,585.645,304.05972933
1663228800,2022-09-15 08:00:00,XHV/USDT,0.516,0.5215,0.51,0.52,6093.4327,3141.32986721
1663225200,2022-09-15 07:00:00,XHV/USDT,0.515,0.517,0.512,0.515,1820.123,937.32743594
1663221600,2022-09-15 06:00:00,XHV/USDT,0.5193,0.5193,0.512,0.512,7074.6704,3638.05364948
1663218000,2022-09-15 05:00:00,XHV/USDT,0.514,0.521,0.5131,0.5194,6019.7501,3101.02526312
1663214400,2022-09-15 04:00:00,XHV/USDT,0.5143,0.5162,0.514,0.515,3241.8612,1669.09614805
1663210800,2022-09-15 03:00:00,XHV/USDT,0.5072,0.5407,0.506,0.514,39181.0199,20325.02483036
1663207200,2022-09-15 02:00:00,XHV/USDT,0.5042,0.5097,0.5011,0.5096,2315.9617,1171.97369577
1663203600,2022-09-15 01:00:00,XHV/USDT,0.5142,0.5142,0.5,0.5042,13958.9018,7037.12807727
1663200000,2022-09-15 00:00:00,XHV/USDT,0.512,0.52,0.5105,0.5121,13009.812,6711.31423509
1663196400,2022-09-14 23:00:00,XHV/USDT,0.5114,0.516,0.509,0.5139,984.857,504.82114274
1663192800,2022-09-14 22:00:00,XHV/USDT,0.5103,0.5141,0.5103,0.5114,982.4463,503.47609071
1663189200,2022-09-14 21:00:00,XHV/USDT,0.5114,0.5123,0.5073,0.5123,1472.1297,751.0719544
1663185600,2022-09-14 20:00:00,XHV/USDT,0.51,0.5119,0.507,0.5094,4056.1429,2062.04085662
1663182000,2022-09-14 19:00:00,XHV/USDT,0.512,0.512,0.505,0.5119,4837.5877,2462.59884648
1663178400,2022-09-14 18:00:00,XHV/USDT,0.516,0.5165,0.5041,0.5118,18100.239,9250.94896508
1663174800,2022-09-14 17:00:00,XHV/USDT,0.519,0.519,0.5161,0.5181,589.9519,304.73499925
1663171200,2022-09-14 16:00:00,XHV/USDT,0.519,0.5199,0.5156,0.5199,3923.3901,2029.58969352
1663167600,2022-09-14 15:00:00,XHV/USDT,0.519,0.523,0.5162,0.5162,6161.2999,3202.84030923
1663164000,2022-09-14 14:00:00,XHV/USDT,0.5208,0.5214,0.518,0.519,1414.1163,733.69821501
1663160400,2022-09-14 13:00:00,XHV/USDT,0.519,0.522,0.5172,0.5208,5593.3826,2907.00346406
1663156800,2022-09-14 12:00:00,XHV/USDT,0.5015,0.5211,0.5015,0.519,15348.5727,7881.03412253
1663153200,2022-09-14 11:00:00,XHV/USDT,0.5042,0.5048,0.5013,0.5015,146.7551,73.87978427
1663149600,2022-09-14 10:00:00,XHV/USDT,0.504,0.5048,0.4998,0.5042,3268.6856,1647.72366431
1663146000,2022-09-14 09:00:00,XHV/USDT,0.5037,0.5048,0.497,0.5047,5960.2669,2980.43432049
1663142400,2022-09-14 08:00:00,XHV/USDT,0.504,0.5047,0.5008,0.5047,3195.236,1602.95980515
1663138800,2022-09-14 07:00:00,XHV/USDT,0.507,0.5094,0.4994,0.502,6759.3347,3404.2384931
1663135200,2022-09-14 06:00:00,XHV/USDT,0.507,0.512,0.507,0.507,2975.9281,1520.6510634
1663131600,2022-09-14 05:00:00,XHV/USDT,0.5159,0.517,0.504,0.5095,5751.9561,2922.55244998
1663128000,2022-09-14 04:00:00,XHV/USDT,0.4934,0.5376,0.4912,0.5161,23123.1463,11871.81774999
1663124400,2022-09-14 03:00:00,XHV/USDT,0.4987,0.4987,0.4934,0.4934,3216.0653,1596.61097233
1663120800,2022-09-14 02:00:00,XHV/USDT,0.5,0.5006,0.4984,0.4986,383.7572,191.73977026
1663117200,2022-09-14 01:00:00,XHV/USDT,0.4941,0.501,0.494,0.501,1361.0472,678.07582065
1663113600,2022-09-14 00:00:00,XHV/USDT,0.4987,0.4987,0.493,0.493,1116.5228,552.71672399
1663110000,2022-09-13 23:00:00,XHV/USDT,0.5015,0.5018,0.4966,0.4983,233.8373,116.55963
1663106400,2022-09-13 22:00:00,XHV/USDT,0.4936,0.505,0.4936,0.5017,5285.0788,2650.27561259
1663102800,2022-09-13 21:00:00,XHV/USDT,0.5026,0.5026,0.4911,0.4956,4866.5583,2416.98394219
1663099200,2022-09-13 20:00:00,XHV/USDT,0.5044,0.506,0.4966,0.5026,6937.9494,3494.612076
1663095600,2022-09-13 19:00:00,XHV/USDT,0.4894,0.5043,0.4881,0.5043,15213.6981,7523.95948835
1663092000,2022-09-13 18:00:00,XHV/USDT,0.5026,0.5057,0.4894,0.4894,7446.9899,3684.08078108
1663088400,2022-09-13 17:00:00,XHV/USDT,0.5041,0.5059,0.4972,0.5026,5736.2789,2872.50249053
1663084800,2022-09-13 16:00:00,XHV/USDT,0.5015,0.507,0.498,0.5066,2184.9569,1099.59487489
1663081200,2022-09-13 15:00:00,XHV/USDT,0.504,0.506,0.4976,0.5017,4164.6226,2090.63392183
1663077600,2022-09-13 14:00:00,XHV/USDT,0.5128,0.5133,0.5,0.5031,10751.7232,5441.80539305
1663074000,2022-09-13 13:00:00,XHV/USDT,0.5114,0.5161,0.51,0.5128,6545.8731,3344.50020428
1663070400,2022-09-13 12:00:00,XHV/USDT,0.5312,0.5312,0.5114,0.5114,15637.6296,8131.05893934
1663066800,2022-09-13 11:00:00,XHV/USDT,0.5281,0.5312,0.5262,0.5312,601.4408,319.02417954
1663063200,2022-09-13 10:00:00,XHV/USDT,0.5242,0.53,0.522,0.528,6727.6303,3533.33588949
1663059600,2022-09-13 09:00:00,XHV/USDT,0.5289,0.531,0.523,0.523,7165.0549,3773.41636283
1663056000,2022-09-13 08:00:00,XHV/USDT,0.5291,0.5312,0.527,0.5308,444.9038,234.99824145
1663052400,2022-09-13 07:00:00,XHV/USDT,0.531,0.535,0.526,0.5307,1737.4033,919.78826934
1663048800,2022-09-13 06:00:00,XHV/USDT,0.53,0.5384,0.521,0.5312,33659.8121,17822.11092463
1663045200,2022-09-13 05:00:00,XHV/USDT,0.5285,0.53,0.522,0.53,5369.8019,2832.60159988
1663041600,2022-09-13 04:00:00,XHV/USDT,0.5287,0.5309,0.5264,0.5307,655.304,347.04372883
1663038000,2022-09-13 03:00:00,XHV/USDT,0.5262,0.5287,0.5234,0.5287,193.864,101.86437123
1663034400,2022-09-13 02:00:00,XHV/USDT,0.5259,0.5262,0.5234,0.5241,112.3989,58.89110683
1663030800,2022-09-13 01:00:00,XHV/USDT,0.531,0.5337,0.5234,0.5274,1682.8448,886.58564871
1663027200,2022-09-13 00:00:00,XHV/USDT,0.5307,0.531,0.5266,0.531,166.4034,88.20086412
1663023600,2022-09-12 23:00:00,XHV/USDT,0.5311,0.5334,0.5258,0.5307,829.6624,438.43697205
1663020000,2022-09-12 22:00:00,XHV/USDT,0.5312,0.5331,0.527,0.5286,350.1133,185.90339115
1663016400,2022-09-12 21:00:00,XHV/USDT,0.5317,0.5349,0.527,0.5312,1588.2759,846.76301605
1663012800,2022-09-12 20:00:00,XHV/USDT,0.5312,0.5357,0.528,0.5338,2408.486,1276.65631443
1663009200,2022-09-12 19:00:00,XHV/USDT,0.5302,0.5357,0.5265,0.5319,3036.4323,1613.10386714
1663005600,2022-09-12 18:00:00,XHV/USDT,0.5287,0.5302,0.52,0.53,7972.6872,4171.65594148
1663002000,2022-09-12 17:00:00,XHV/USDT,0.5321,0.5331,0.5202,0.5287,25963.5687,13634.62780123
1662998400,2022-09-12 16:00:00,XHV/USDT,0.54,0.5422,0.5322,0.5322,5826.8175,3123.43735408
1662994800,2022-09-12 15:00:00,XHV/USDT,0.55,0.5522,0.54,0.5422,3214.2291,1757.68255324
1662991200,2022-09-12 14:00:00,XHV/USDT,0.55,0.5528,0.5478,0.55,4677.2167,2570.69540292
1662987600,2022-09-12 13:00:00,XHV/USDT,0.55,0.553,0.5478,0.55,606.0556,333.27047525
1662984000,2022-09-12 12:00:00,XHV/USDT,0.5516,0.5544,0.541,0.5527,31531.3729,17334.09486992
1662980400,2022-09-12 11:00:00,XHV/USDT,0.5408,0.5514,0.5408,0.55,10984.0215,5996.87042468
1662976800,2022-09-12 10:00:00,XHV/USDT,0.5434,0.5434,0.5359,0.5408,1689.1619,908.6978032
1662973200,2022-09-12 09:00:00,XHV/USDT,0.5434,0.5446,0.5399,0.5434,987.0032,533.77336147
1662969600,2022-09-12 08:00:00,XHV/USDT,0.542,0.552,0.5411,0.5421,9432.395,5165.10740181
1662966000,2022-09-12 07:00:00,XHV/USDT,0.538,0.5444,0.5356,0.5444,1144.805,620.22828089
1662962400,2022-09-12 06:00:00,XHV/USDT,0.5361,0.5389,0.536,0.5389,310.2724,166.53130194
1662958800,2022-09-12 05:00:00,XHV/USDT,0.5387,0.5389,0.536,0.5389,152.2605,81.90653336
1662955200,2022-09-12 04:00:00,XHV/USDT,0.5389,0.5389,0.5387,0.5389,1003.2745,540.66452231
1662951600,2022-09-12 03:00:00,XHV/USDT,0.5406,0.5429,0.5389,0.5389,1635.687,882.68452655
1662948000,2022-09-12 02:00:00,XHV/USDT,0.5406,0.5428,0.5406,0.5406,293.3669,158.66047754
1662944400,2022-09-12 01:00:00,XHV/USDT,0.5366,0.5426,0.5366,0.5422,1570.5636,848.10452397
1662940800,2022-09-12 00:00:00,XHV/USDT,0.5334,0.539,0.5334,0.5366,3111.1133,1670.18721178
1662937200,2022-09-11 23:00:00,XHV/USDT,0.5333,0.5334,0.5307,0.5334,7.1385,3.80220971
1662933600,2022-09-11 22:00:00,XHV/USDT,0.532,0.5334,0.5278,0.5333,12712.3463,6759.30557508
1662930000,2022-09-11 21:00:00,XHV/USDT,0.5381,0.5419,0.532,0.532,3713.264,1998.55482754
1662926400,2022-09-11 20:00:00,XHV/USDT,0.5433,0.554,0.5334,0.5359,27757.5304,15124.9659581
1662922800,2022-09-11 19:00:00,XHV/USDT,0.544,0.5489,0.5389,0.5425,2792.8605,1515.28668206
1662919200,2022-09-11 18:00:00,XHV/USDT,0.5393,0.547,0.5389,0.5462,1625.5771,882.93873228
1662915600,2022-09-11 17:00:00,XHV/USDT,0.5413,0.5444,0.5398,0.54,1859.7977,1005.54141289
1662912000,2022-09-11 16:00:00,XHV/USDT,0.5404,0.549,0.535,0.542,9323.9127,5075.22266991
1662908400,2022-09-11 15:00:00,XHV/USDT,0.5358,0.5416,0.531,0.5394,7110.2423,3819.04842735
1662904800,2022-09-11 14:00:00,XHV/USDT,0.535,0.5416,0.5313,0.5313,3312.6329,1777.83221221
1662901200,2022-09-11 13:00:00,XHV/USDT,0.5409,0.5409,0.5327,0.535,2927.5025,1569.33022238
1662897600,2022-09-11 12:00:00,XHV/USDT,0.5402,0.549,0.5389,0.5409,5846.2564,3188.95540725
1662894000,2022-09-11 11:00:00,XHV/USDT,0.5384,0.5452,0.5381,0.5434,1787.0439,970.95599525
1662890400,2022-09-11 10:00:00,XHV/USDT,0.5321,0.5461,0.5321,0.5383,11624.1663,6244.10336758
1662886800,2022-09-11 09:00:00,XHV/USDT,0.5273,0.5321,0.5273,0.5321,530.3281,281.78730087
1662883200,2022-09-11 08:00:00,XHV/USDT,0.5298,0.5312,0.5265,0.5288,1202.5524,637.21708833
1662879600,2022-09-11 07:00:00,XHV/USDT,0.5252,0.5298,0.5213,0.5277,1139.9389,598.90649463
1662876000,2022-09-11 06:00:00,XHV/USDT,0.5285,0.5297,0.5204,0.5259,582.0233,304.55700038
1662872400,2022-09-11 05:00:00,XHV/USDT,0.5262,0.5286,0.5243,0.5285,76.6371,40.27823805
1662868800,2022-09-11 04:00:00,XHV/USDT,0.5287,0.5297,0.5263,0.5284,323.1872,170.99882949
1662865200,2022-09-11 03:00:00,XHV/USDT,0.5282,0.5287,0.5227,0.5287,438.6969,230.99584064
1662861600,2022-09-11 02:00:00,XHV/USDT,0.5283,0.5285,0.5201,0.5282,2644.1336,1384.41836853
1662858000,2022-09-11 01:00:00,XHV/USDT,0.5252,0.529,0.525,0.5269,3600.4227,1903.57839636
1662854400,2022-09-11 00:00:00,XHV/USDT,0.528,0.532,0.52,0.5252,7876.6409,4116.06191778
1662850800,2022-09-10 23:00:00,XHV/USDT,0.5287,0.5379,0.5278,0.5278,6202.6138,3304.78841593
1662847200,2022-09-10 22:00:00,XHV/USDT,0.5246,0.5286,0.5246,0.5286,354.6025,186.64307512
1662843600,2022-09-10 21:00:00,XHV/USDT,0.5237,0.5265,0.5215,0.5265,336.6065,176.59457504
1662840000,2022-09-10 20:00:00,XHV/USDT,0.5236,0.53,0.5215,0.526,2895.7325,1528.78810274
1662836400,2022-09-10 19:00:00,XHV/USDT,0.5214,0.527,0.5187,0.5256,4853.483,2546.14205336
1662832800,2022-09-10 18:00:00,XHV/USDT,0.5259,0.526,0.52,0.5214,2712.2114,1413.71067559
1662829200,2022-09-10 17:00:00,XHV/USDT,0.52,0.5259,0.519,0.5259,4586.3738,2394.02341699
1662825600,2022-09-10 16:00:00,XHV/USDT,0.5199,0.52,0.516,0.52,7350.7585,3818.32444208
1662822000,2022-09-10 15:00:00,XHV/USDT,0.5286,0.5294,0.516,0.5199,26901.5059,14038.18918838
1662818400,2022-09-10 14:00:00,XHV/USDT,0.5288,0.531,0.5265,0.5265,4173.9931,2204.68989183
1662814800,2022-09-10 13:00:00,XHV/USDT,0.537,0.5376,0.5282,0.5282,3747.5319,1991.31883282
1662811200,2022-09-10 12:00:00,XHV/USDT,0.5362,0.5376,0.5318,0.5376,1996.72,1066.89606586
1662807600,2022-09-10 11:00:00,XHV/USDT,0.5384,0.5384,0.535,0.5362,1399.2333,748.61228409
1662804000,2022-09-10 10:00:00,XHV/USDT,0.5351,0.5384,0.535,0.5362,4149.6603,2220.52015378
1662800400,2022-09-10 09:00:00,XHV/USDT,0.536,0.5384,0.535,0.5358,365.2407,195.51938449
1662796800,2022-09-10 08:00:00,XHV/USDT,0.5366,0.5399,0.535,0.5384,7420.9976,3995.48557034
1662793200,2022-09-10 07:00:00,XHV/USDT,0.5393,0.54,0.5356,0.5399,1256.0929,676.04404548
1662789600,2022-09-10 06:00:00,XHV/USDT,0.536,0.544,0.536,0.538,2269.9839,1225.06565795
1662786000,2022-09-10 05:00:00,XHV/USDT,0.5384,0.54,0.535,0.5362,2164.1423,1161.0821383
1662782400,2022-09-10 04:00:00,XHV/USDT,0.5393,0.5393,0.535,0.535,2738.7436,1466.10412599
1662778800,2022-09-10 03:00:00,XHV/USDT,0.5361,0.544,0.5361,0.5415,1242.4542,672.87901009
1662775200,2022-09-10 02:00:00,XHV/USDT,0.5402,0.5402,0.531,0.5391,7650.3542,4095.29193216
1662771600,2022-09-10 01:00:00,XHV/USDT,0.5371,0.5401,0.536,0.5401,2643.1554,1421.3608217
1662768000,2022-09-10 00:00:00,XHV/USDT,0.536,0.54,0.536,0.5399,28.2248,15.22227899
1662764400,2022-09-09 23:00:00,XHV/USDT,0.5358,0.54,0.532,0.539,7804.1638,4190.51566757
1662760800,2022-09-09 22:00:00,XHV/USDT,0.537,0.537,0.5327,0.5358,2295.1434,1228.06711265
1662757200,2022-09-09 21:00:00,XHV/USDT,0.5391,0.54,0.5345,0.5365,3924.4287,2110.15203791
1662753600,2022-09-09 20:00:00,XHV/USDT,0.5473,0.5473,0.5269,0.5356,12321.6271,6608.57701388
1662750000,2022-09-09 19:00:00,XHV/USDT,0.5409,0.55,0.539,0.5481,6309.3475,3445.21174908
1662746400,2022-09-09 18:00:00,XHV/USDT,0.5446,0.5446,0.5382,0.5409,2863.8833,1548.21040804
1662742800,2022-09-09 17:00:00,XHV/USDT,0.5421,0.5475,0.5409,0.542,1143.4966,622.16553417
1662739200,2022-09-09 16:00:00,XHV/USDT,0.5459,0.5479,0.5415,0.5415,3345.8902,1823.50390909
1662735600,2022-09-09 15:00:00,XHV/USDT,0.5424,0.5516,0.5424,0.55,4056.9434,2227.77022157
1662732000,2022-09-09 14:00:00,XHV/USDT,0.5437,0.5475,0.541,0.541,1211.192,657.63170265
1662728400,2022-09-09 13:00:00,XHV/USDT,0.5529,0.5529,0.54,0.5431,11805.334,6430.79593047
1662724800,2022-09-09 12:00:00,XHV/USDT,0.5483,0.5529,0.5464,0.5529,4277.782,2345.87751229
1662721200,2022-09-09 11:00:00,XHV/USDT,0.5375,0.554,0.534,0.5473,32940.9051,17966.24329244
1662717600,2022-09-09 10:00:00,XHV/USDT,0.5373,0.5397,0.534,0.5396,5094.2503,2746.73202919
1662714000,2022-09-09 09:00:00,XHV/USDT,0.5371,0.5397,0.5284,0.5379,9519.4891,5075.25997612
1662710400,2022-09-09 08:00:00,XHV/USDT,0.5377,0.541,0.534,0.5371,6265.887,3367.00137027
1662706800,2022-09-09 07:00:00,XHV/USDT,0.5421,0.5421,0.532,0.5377,5743.3084,3075.47861806
1662703200,2022-09-09 06:00:00,XHV/USDT,0.5355,0.5421,0.5269,0.5421,24191.2012,12933.42601175
1662699600,2022-09-09 05:00:00,XHV/USDT,0.5312,0.5381,0.5299,0.536,7905.0028,4227.74655989
1662696000,2022-09-09 04:00:00,XHV/USDT,0.531,0.5312,0.527,0.5312,3208.992,1693.63045757
1662692400,2022-09-09 03:00:00,XHV/USDT,0.5208,0.531,0.5208,0.5309,5150.926,2715.84615037
1662688800,2022-09-09 02:00:00,XHV/USDT,0.5216,0.5238,0.5208,0.5208,1960.9818,1022.44685736
1662685200,2022-09-09 01:00:00,XHV/USDT,0.5215,0.5237,0.5215,0.5216,104.9188,54.72585041
1662681600,2022-09-09 00:00:00,XHV/USDT,0.5159,0.528,0.5159,0.5214,8051.1456,4215.71014273
1662678000,2022-09-08 23:00:00,XHV/USDT,0.5161,0.519,0.5149,0.5159,4844.6374,2500.1686822
1662674400,2022-09-08 22:00:00,XHV/USDT,0.515,0.515,0.5115,0.5149,5917.4622,3044.88477622
1662670800,2022-09-08 21:00:00,XHV/USDT,0.5151,0.5151,0.5121,0.515,1461.0535,752.12416116
1662667200,2022-09-08 20:00:00,XHV/USDT,0.512,0.518,0.512,0.517,653.986,337.79828491
1662663600,2022-09-08 19:00:00,XHV/USDT,0.5121,0.5142,0.5112,0.512,512.1138,262.06216262
1662660000,2022-09-08 18:00:00,XHV/USDT,0.5095,0.525,0.5076,0.5115,18396.1282,9478.31925921
1662656400,2022-09-08 17:00:00,XHV/USDT,0.515,0.515,0.5048,0.5095,3630.632,1838.97268133
1662652800,2022-09-08 16:00:00,XHV/USDT,0.513,0.52,0.5089,0.515,7555.8238,3883.56709913
1662649200,2022-09-08 15:00:00,XHV/USDT,0.5139,0.5197,0.512,0.513,38440.4722,19932.64427519
1662645600,2022-09-08 14:00:00,XHV/USDT,0.512,0.514,0.506,0.514,12544.4379,6441.64206563
1662642000,2022-09-08 13:00:00,XHV/USDT,0.518,0.519,0.501,0.513,30110.1423,15308.82369055
1662638400,2022-09-08 12:00:00,XHV/USDT,0.5172,0.5285,0.5171,0.518,13412.3519,7042.13144568
1662634800,2022-09-08 11:00:00,XHV/USDT,0.5212,0.5228,0.517,0.5196,4062.2964,2115.7670288
1662631200,2022-09-08 10:00:00,XHV/USDT,0.51,0.5212,0.51,0.5212,12073.7665,6277.95406664
1662627600,2022-09-08 09:00:00,XHV/USDT,0.51,0.51,0.509,0.509,2042.981,1040.3806769
1662624000,2022-09-08 08:00:00,XHV/USDT,0.5066,0.51,0.5066,0.509,2095.2278,1066.31006563
1662620400,2022-09-08 07:00:00,XHV/USDT,0.5125,0.513,0.506,0.5066,3518.9798,1793.39341935
1662616800,2022-09-08 06:00:00,XHV/USDT,0.5125,0.517,0.5125,0.5125,1023.9809,527.42232681
1662613200,2022-09-08 05:00:00,XHV/USDT,0.5166,0.5166,0.51,0.514,2310.0798,1180.21831808
1662609600,2022-09-08 04:00:00,XHV/USDT,0.515,0.5192,0.5142,0.518,641.8044,331.33978148
1662606000,2022-09-08 03:00:00,XHV/USDT,0.5142,0.515,0.5142,0.515,852.1171,438.6785677
1662602400,2022-09-08 02:00:00,XHV/USDT,0.5142,0.515,0.5142,0.515,73.5965,37.8975319
1662598800,2022-09-08 01:00:00,XHV/USDT,0.5166,0.5207,0.511,0.511,1016.4817,522.17318548
1662595200,2022-09-08 00:00:00,XHV/USDT,0.51,0.521,0.51,0.5166,7954.8991,4108.47705164
1662591600,2022-09-07 23:00:00,XHV/USDT,0.51,0.514,0.506,0.514,4565.3024,2327.69044522
1662588000,2022-09-07 22:00:00,XHV/USDT,0.5104,0.5104,0.5073,0.51,4187.9401,2133.36355037
1662584400,2022-09-07 21:00:00,XHV/USDT,0.5098,0.5155,0.5073,0.5124,5851.352,2989.50091585
