https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REAP,Volume USDT
1660780800,2022-08-18 00:00:00,REAP/USDT,0.079688,0.082044,0.079204,0.081553,3040027.0571,247035.3446314675
1660694400,2022-08-17 00:00:00,REAP/USDT,0.075393,0.087869,0.075301,0.079661,1746019.4259,140211.6394996178
1660608000,2022-08-16 00:00:00,REAP/USDT,0.074745,0.076108,0.0721,0.075319,1530672.9926,112312.9730085151
1660521600,2022-08-15 00:00:00,REAP/USDT,0.073189,0.077,0.072504,0.074718,1898719.9359,143817.3401414727
1660435200,2022-08-14 00:00:00,REAP/USDT,0.076113,0.07632,0.069975,0.0732,1751185.6445,130793.6941862793
1660348800,2022-08-13 00:00:00,REAP/USDT,0.075855,0.084478,0.073,0.075993,3085350.1903,234588.1562799155
1660262400,2022-08-12 00:00:00,REAP/USDT,0.07652,0.078424,0.074,0.075942,727186.8088,55007.1017965816
1660176000,2022-08-11 00:00:00,REAP/USDT,0.077864,0.087318,0.076,0.076592,1400003.7517,110957.189293787
1660089600,2022-08-10 00:00:00,REAP/USDT,0.079426,0.08159,0.077,0.077814,1905199.7861,152656.4077455196
1660003200,2022-08-09 00:00:00,REAP/USDT,0.085201,0.088299,0.0762,0.079415,1977729.7677,163853.8178181212
1659916800,2022-08-08 00:00:00,REAP/USDT,0.084283,0.088297,0.084172,0.085159,436570.6253,37085.2406932481
1659830400,2022-08-07 00:00:00,REAP/USDT,0.084401,0.084714,0.084172,0.084357,4482993.1275,378197.6524744941
1659744000,2022-08-06 00:00:00,REAP/USDT,0.082479,0.084606,0.082336,0.084399,1695384.2996,140488.843263522
1659657600,2022-08-05 00:00:00,REAP/USDT,0.084146,0.084146,0.080551,0.08254,2506457.4664,207369.5647018396
1659571200,2022-08-04 00:00:00,REAP/USDT,0.082497,0.084526,0.08124,0.084146,1111224.5264,92340.7856970167
1659484800,2022-08-03 00:00:00,REAP/USDT,0.085161,0.085308,0.08224,0.082507,741028.3298,61824.9107351862
1659398400,2022-08-02 00:00:00,REAP/USDT,0.086451,0.086806,0.084242,0.085107,2202257.925,188857.6084177264
1659312000,2022-08-01 00:00:00,REAP/USDT,0.086693,0.088039,0.085724,0.086518,2464928.932,213231.9629906363
1659225600,2022-07-31 00:00:00,REAP/USDT,0.086323,0.087148,0.086,0.086777,2173197.6532,187717.8072330787
1659139200,2022-07-30 00:00:00,REAP/USDT,0.088152,0.088835,0.086,0.086279,3044885.2225,265231.5549735428
1659052800,2022-07-29 00:00:00,REAP/USDT,0.087729,0.0895,0.085977,0.088789,2142255.8862,188181.1978303884
1658966400,2022-07-28 00:00:00,REAP/USDT,0.085113,0.088829,0.084762,0.087225,2209640.1412,189981.4887158709
1658880000,2022-07-27 00:00:00,REAP/USDT,0.085732,0.087202,0.084858,0.085507,2058992.6985,176977.917269022
1658793600,2022-07-26 00:00:00,REAP/USDT,0.082929,0.089496,0.082001,0.08573,1848831.8243,155093.4060587699
1658707200,2022-07-25 00:00:00,REAP/USDT,0.084773,0.086809,0.081,0.082537,2250312.9369,188916.0451933124
1658620800,2022-07-24 00:00:00,REAP/USDT,0.085836,0.087202,0.084,0.084001,1986700.1165,170657.7550961177
1658534400,2022-07-23 00:00:00,REAP/USDT,0.087657,0.088028,0.083955,0.085878,1970594.7086,170546.392479956
1658448000,2022-07-22 00:00:00,REAP/USDT,0.090353,0.10212,0.08426,0.087936,2188040.3643,196999.1251246524
1658361600,2022-07-21 00:00:00,REAP/USDT,0.090046,0.109129,0.089853,0.09049,2460128.67636516,226154.63920229164132
1658275200,2022-07-20 00:00:00,REAP/USDT,0.08956,0.092096,0.089,0.089928,1670217.3839,150501.7205168886
1658188800,2022-07-19 00:00:00,REAP/USDT,0.092113,0.104661,0.087028,0.090217,1982959.76916454,180578.27051634293751
1658102400,2022-07-18 00:00:00,REAP/USDT,0.08949,0.096,0.088682,0.092157,3412102.62997554,310454.64896889581807
1658016000,2022-07-17 00:00:00,REAP/USDT,0.0889,0.090823,0.088752,0.089339,1373230.57453583,123157.60147913160008
1657929600,2022-07-16 00:00:00,REAP/USDT,0.090868,0.09306,0.087379,0.089249,1875642.24443536,167988.28668299981137
1657843200,2022-07-15 00:00:00,REAP/USDT,0.088332,0.122499,0.086347,0.090813,1866828.31685964,174788.03973338036412
1657756800,2022-07-14 00:00:00,REAP/USDT,0.08622,0.091699,0.083359,0.089153,3337514.30207227,288351.47132941764846
1657670400,2022-07-13 00:00:00,REAP/USDT,0.079777,0.099539,0.078012,0.086264,2153755.8384529,183059.58949828506169
1657584000,2022-07-12 00:00:00,REAP/USDT,0.059073,0.116619,0.058932,0.0798,5819362.1388494,464809.59040350899464
1657497600,2022-07-11 00:00:00,REAP/USDT,0.055068,0.06898,0.054752,0.058985,3583455.8725897,212474.92535858445084
1657411200,2022-07-10 00:00:00,REAP/USDT,0.055498,0.055881,0.054652,0.055303,3646970.43595488,201032.08108391604978
1657324800,2022-07-09 00:00:00,REAP/USDT,0.054777,0.0563,0.054653,0.05544,4916057.14028499,273461.55305766065561
1657238400,2022-07-08 00:00:00,REAP/USDT,0.055202,0.055837,0.054653,0.05488,3032790.285,166745.6207577175
1657152000,2022-07-07 00:00:00,REAP/USDT,0.054665,0.056752,0.054653,0.055496,3141425.92293374,174542.3345462814205
1657065600,2022-07-06 00:00:00,REAP/USDT,0.055682,0.055833,0.054656,0.055018,1855158.45538302,101651.6311956123724
1656979200,2022-07-05 00:00:00,REAP/USDT,0.055087,0.05684,0.05465,0.055966,154955.99169917,8574.31614650298649
1656892800,2022-07-04 00:00:00,REAP/USDT,0.05514,0.058072,0.054656,0.055039,290296.5604,16086.7695852105
1656806400,2022-07-03 00:00:00,REAP/USDT,0.054701,0.056543,0.054435,0.054953,269462.4671058,14860.65623372408
1656720000,2022-07-02 00:00:00,REAP/USDT,0.055055,0.055729,0.054541,0.054805,2739355.78253239,150928.1117175324112
1656633600,2022-07-01 00:00:00,REAP/USDT,0.054476,0.056,0.054103,0.055026,6782903.82177045,373601.59718738762805
1656547200,2022-06-30 00:00:00,REAP/USDT,0.057341,0.057528,0.053514,0.054484,7193615.7727,395401.8581734263
1656460800,2022-06-29 00:00:00,REAP/USDT,0.057126,0.058621,0.056497,0.057042,6173504.62954405,352990.28820682819291
1656374400,2022-06-28 00:00:00,REAP/USDT,0.057168,0.05767,0.056638,0.05726,5716853.54823252,326681.10503944522928
1656288000,2022-06-27 00:00:00,REAP/USDT,0.058278,0.06988,0.056685,0.057239,5855287.26867243,340856.46873523642562
1656201600,2022-06-26 00:00:00,REAP/USDT,0.055016,0.063113,0.054173,0.058394,8829050.94641723,491932.14849286567274
1656115200,2022-06-25 00:00:00,REAP/USDT,0.054775,0.055165,0.053803,0.054718,6772446.18276784,370999.7052285858936
1656028800,2022-06-24 00:00:00,REAP/USDT,0.05425,0.055881,0.053438,0.054877,5913375.83159931,322915.32249657294328
1655942400,2022-06-23 00:00:00,REAP/USDT,0.053886,0.056899,0.053575,0.054096,5853211.18254719,318875.3651067281748
1655856000,2022-06-22 00:00:00,REAP/USDT,0.054977,0.05568,0.053203,0.0536,6525849.00860025,355074.891492608639
1655769600,2022-06-21 00:00:00,REAP/USDT,0.058917,0.059186,0.053124,0.055167,4812334.65751658,267694.10121590155742
1655683200,2022-06-20 00:00:00,REAP/USDT,0.053113,0.061065,0.052916,0.058725,6156273.42378922,339786.755955881226
1655596800,2022-06-19 00:00:00,REAP/USDT,0.051991,0.05499,0.051753,0.053392,6362168.59211913,339260.22690358297449
1655510400,2022-06-18 00:00:00,REAP/USDT,0.055202,0.074,0.051291,0.052019,14241820.02835817,788201.02679864611289
1655424000,2022-06-17 00:00:00,REAP/USDT,0.054157,0.056618,0.052,0.055012,6851401.66866466,369713.3318577131033
1655337600,2022-06-16 00:00:00,REAP/USDT,0.054718,0.059155,0.053606,0.054071,8181173.97197826,456895.33422285317432
1655251200,2022-06-15 00:00:00,REAP/USDT,0.055657,0.058182,0.053433,0.054881,6199340.9891,343371.4478271622
1655164800,2022-06-14 00:00:00,REAP/USDT,0.054067,0.057462,0.053006,0.055642,8481253.99518401,472607.11612762938424
1655078400,2022-06-13 00:00:00,REAP/USDT,0.054539,0.056257,0.052482,0.053868,7375381.99951022,397080.4881779045111
1654992000,2022-06-12 00:00:00,REAP/USDT,0.056253,0.056632,0.053535,0.054574,8450754.78136947,465161.8472978512698
1654905600,2022-06-11 00:00:00,REAP/USDT,0.060068,0.060677,0.055115,0.05655,8289901.27197196,485561.04551948964992
1654819200,2022-06-10 00:00:00,REAP/USDT,0.060102,0.062394,0.059279,0.060172,8248663.55687508,498990.93624630638032
1654732800,2022-06-09 00:00:00,REAP/USDT,0.058471,0.06048,0.05728,0.059889,5751417.61399819,335970.4480403873118
1654646400,2022-06-08 00:00:00,REAP/USDT,0.056515,0.059015,0.056324,0.058199,8387464.90362154,483239.9242856625831
1654560000,2022-06-07 00:00:00,REAP/USDT,0.060652,0.061571,0.054636,0.056449,9760396.6012686,550800.9615729517554
1654473600,2022-06-06 00:00:00,REAP/USDT,0.055703,0.061587,0.055165,0.061189,9147448.27856641,512487.2534333768666
1654387200,2022-06-05 00:00:00,REAP/USDT,0.055085,0.057256,0.053898,0.055662,9155761.60107686,507584.85439848350695
1654300800,2022-06-04 00:00:00,REAP/USDT,0.05644,0.057129,0.054148,0.054972,7377362.50498954,411013.04832618796981
1654214400,2022-06-03 00:00:00,REAP/USDT,0.055731,0.05721,0.054066,0.056557,9441944.13107637,528307.52830433682191
1654128000,2022-06-02 00:00:00,REAP/USDT,0.056765,0.057067,0.054409,0.055854,7457355.83793883,415017.64696798969979
1654041600,2022-06-01 00:00:00,REAP/USDT,0.055585,0.062799,0.0548,0.056868,8799965.9199056,508631.27576249279419
1653955200,2022-05-31 00:00:00,REAP/USDT,0.05615,0.057016,0.0541,0.055526,6554051.95886732,365771.84557780593725
1653868800,2022-05-30 00:00:00,REAP/USDT,0.055703,0.056862,0.053821,0.05662,7758118.66809821,430568.4509208119014
1653782400,2022-05-29 00:00:00,REAP/USDT,0.05408,0.058393,0.054012,0.05577,2994667.04496664,167096.2993470598332
1653696000,2022-05-28 00:00:00,REAP/USDT,0.055589,0.05803,0.053226,0.054502,8028840.37441822,438275.33662548158097
1653609600,2022-05-27 00:00:00,REAP/USDT,0.042106,0.069,0.041759,0.055585,6259656.22839642,350501.62454708190549
1653523200,2022-05-26 00:00:00,REAP/USDT,0.054887,0.054887,0.037001,0.042148,8978297.74266119,389151.23998569685946
1653436800,2022-05-25 00:00:00,REAP/USDT,0.066038,0.068185,0.054887,0.054887,3030881.10741472,194568.4190759357099
1653350400,2022-05-24 00:00:00,REAP/USDT,0.060983,0.091,0.060575,0.066106,1730279.45898007,121430.64186636268134
1653264000,2022-05-23 00:00:00,REAP/USDT,0.058647,0.0612,0.0512,0.060999,2417639.7017105,142624.20322062575406
1653177600,2022-05-22 00:00:00,REAP/USDT,0.062158,0.063,0.0579,0.058737,2130548.61181371,129520.93677781356069
1653091200,2022-05-21 00:00:00,REAP/USDT,0.067459,0.067488,0.06112,0.062025,859039.63940048,54114.68524706343326
1653004800,2022-05-20 00:00:00,REAP/USDT,0.069712,0.07105,0.066443,0.067456,1528329.70238362,105665.21947552507217
1652918400,2022-05-19 00:00:00,REAP/USDT,0.068016,0.07133,0.067982,0.069797,1417318.50504007,97609.30323339492028
1652832000,2022-05-18 00:00:00,REAP/USDT,0.06302,0.076,0.062597,0.068176,1926158.8936651,124733.18201450730259
1652745600,2022-05-17 00:00:00,REAP/USDT,0.06267,0.067032,0.061536,0.062993,1593271.75104929,100247.48400459328536
1652659200,2022-05-16 00:00:00,REAP/USDT,0.061666,0.066506,0.061019,0.062707,1481607.59874163,92745.01390677476527
1652572800,2022-05-15 00:00:00,REAP/USDT,0.055633,0.064071,0.0548,0.06164,1507926.00029878,89247.52700576556972
1652486400,2022-05-14 00:00:00,REAP/USDT,0.054997,0.0614,0.053847,0.055797,1236832.35564551,68950.5757707358291
1652400000,2022-05-13 00:00:00,REAP/USDT,0.035188,0.061288,0.033521,0.054997,1083492.33037963,49823.09076817163554
1652313600,2022-05-12 00:00:00,REAP/USDT,0.049297,0.05,0.031499,0.034977,3036592.05959328,113749.08717030544729
1652227200,2022-05-11 00:00:00,REAP/USDT,0.066126,0.073285,0.049,0.049286,3629250.90323094,211324.435080269627
1652140800,2022-05-10 00:00:00,REAP/USDT,0.059707,0.066907,0.053227,0.066015,2261697.8245,135381.0788128593
1652054400,2022-05-09 00:00:00,REAP/USDT,0.070112,0.070917,0.059931,0.059931,1775193.75880856,119823.15588607702012
1651968000,2022-05-08 00:00:00,REAP/USDT,0.071193,0.071822,0.069773,0.070116,1474495.9052,104660.849743617
1651881600,2022-05-07 00:00:00,REAP/USDT,0.071011,0.072996,0.070929,0.071193,1420808.10354267,101763.79853664930498
1651795200,2022-05-06 00:00:00,REAP/USDT,0.071093,0.075122,0.070134,0.071278,612224.93056744,44119.53040725192293
1651708800,2022-05-05 00:00:00,REAP/USDT,0.070116,0.071999,0.069773,0.07107,2884508.82440806,205142.38429087640615
1651622400,2022-05-04 00:00:00,REAP/USDT,0.070743,0.0709,0.067914,0.070065,2579077.29492086,180565.29048964032506
1651536000,2022-05-03 00:00:00,REAP/USDT,0.070335,0.070781,0.070012,0.070749,2574944.74487612,181413.71996011394668
1651449600,2022-05-02 00:00:00,REAP/USDT,0.071291,0.072543,0.0689,0.070462,5689056.77146241,402536.91277683163118
1651363200,2022-05-01 00:00:00,REAP/USDT,0.07462,0.076098,0.065886,0.071467,3574369.64141312,259345.82100160858456
1651276800,2022-04-30 00:00:00,REAP/USDT,0.073183,0.076042,0.072746,0.074837,4532178.69914781,339996.32036952045574
1651190400,2022-04-29 00:00:00,REAP/USDT,0.079187,0.079329,0.072157,0.073146,2287416.41024994,174456.23698554578427
1651104000,2022-04-28 00:00:00,REAP/USDT,0.077169,0.079226,0.076842,0.079215,7822497.9291,610102.4002701867
1651017600,2022-04-27 00:00:00,REAP/USDT,0.07712,0.077756,0.076427,0.077144,3060535.608,236132.6295331705
1650931200,2022-04-26 00:00:00,REAP/USDT,0.077788,0.079452,0.07613,0.077244,6873277.169,535703.9512295245
1650844800,2022-04-25 00:00:00,REAP/USDT,0.079788,0.081648,0.07539,0.077885,4324310.7391,341209.8739643102
1650758400,2022-04-24 00:00:00,REAP/USDT,0.080154,0.081711,0.078874,0.079632,7419525.3258,594220.1570623111
1650672000,2022-04-23 00:00:00,REAP/USDT,0.079913,0.083211,0.078963,0.080194,4220563.30589765,339287.7722493064711
1650585600,2022-04-22 00:00:00,REAP/USDT,0.0812,0.08178,0.079101,0.079918,3951461.99696196,316761.3026414979717
1650499200,2022-04-21 00:00:00,REAP/USDT,0.081776,0.082532,0.0791,0.08122,6935241.79601898,561092.94680662369833
1650412800,2022-04-20 00:00:00,REAP/USDT,0.080283,0.083512,0.079929,0.081845,5112666.65538601,418413.08139703568096
1650326400,2022-04-19 00:00:00,REAP/USDT,0.079252,0.083448,0.077735,0.080276,4561823.10127656,369357.0120579020433
1650240000,2022-04-18 00:00:00,REAP/USDT,0.080661,0.085,0.078448,0.079205,5086626.46204604,410874.81241134379937
1650153600,2022-04-17 00:00:00,REAP/USDT,0.082155,0.084999,0.079794,0.080564,5741529.77265719,465296.94543432771777
1650067200,2022-04-16 00:00:00,REAP/USDT,0.081619,0.083672,0.078966,0.082143,3978162.74600386,323123.44355899703466
1649980800,2022-04-15 00:00:00,REAP/USDT,0.081951,0.085,0.079331,0.081706,5717794.71638713,466991.72197917948113
1649894400,2022-04-14 00:00:00,REAP/USDT,0.080845,0.08225,0.080255,0.081998,4376971.38010313,356524.50028465378719
1649808000,2022-04-13 00:00:00,REAP/USDT,0.080409,0.081135,0.078916,0.080772,8318019.97680416,670203.59938526683652
1649721600,2022-04-12 00:00:00,REAP/USDT,0.080537,0.081283,0.08014,0.080429,4003076.56772176,322899.43415224390158
1649635200,2022-04-11 00:00:00,REAP/USDT,0.086212,0.086375,0.080144,0.0805,6730985.60651129,557569.49668848363589
1649548800,2022-04-10 00:00:00,REAP/USDT,0.084782,0.090647,0.08367,0.086277,6642425.90373208,583852.55163336152177
1649462400,2022-04-09 00:00:00,REAP/USDT,0.083937,0.087442,0.0826,0.084782,3068859.86049333,258463.09527195203226
1649376000,2022-04-08 00:00:00,REAP/USDT,0.085649,0.085998,0.081621,0.083937,6427828.97325763,547909.20170343457534
1649289600,2022-04-07 00:00:00,REAP/USDT,0.087687,0.088237,0.084865,0.08569,5694356.83257169,496212.55692851735277
1649203200,2022-04-06 00:00:00,REAP/USDT,0.090935,0.091048,0.0851,0.087671,5042464.60096669,449992.1981659944842
1649116800,2022-04-05 00:00:00,REAP/USDT,0.094449,0.094763,0.09034,0.090825,7118949.04589919,661241.68017652383428
1649030400,2022-04-04 00:00:00,REAP/USDT,0.089926,0.099199,0.088802,0.094573,2526471.29417445,235081.91471137686188
1648944000,2022-04-03 00:00:00,REAP/USDT,0.094953,0.097258,0.086273,0.089931,5623226.46818164,507344.64823124727753
1648857600,2022-04-02 00:00:00,REAP/USDT,0.098058,0.099027,0.094453,0.094971,5566533.06993375,541226.71277364455329
1648771200,2022-04-01 00:00:00,REAP/USDT,0.099386,0.100131,0.09514,0.098016,5087328.67949209,503128.92924885290353
1648684800,2022-03-31 00:00:00,REAP/USDT,0.091741,0.102358,0.091592,0.099387,5314922.22113636,511855.52503928148208
1648598400,2022-03-30 00:00:00,REAP/USDT,0.0921,0.094,0.088,0.091821,4264765.72103691,387536.76104495986909
1648512000,2022-03-29 00:00:00,REAP/USDT,0.101845,0.102651,0.0901,0.092091,4614260.54132788,451239.04272684132763
1648425600,2022-03-28 00:00:00,REAP/USDT,0.102311,0.105842,0.101052,0.101825,4246462.89566699,437258.59496244103304
1648339200,2022-03-27 00:00:00,REAP/USDT,0.104138,0.11,0.101,0.102367,4298744.41973476,446066.56001344049116
1648252800,2022-03-26 00:00:00,REAP/USDT,0.106431,0.106755,0.1027,0.104239,2164102.29760331,226598.90239081889708
1648166400,2022-03-25 00:00:00,REAP/USDT,0.107128,0.113057,0.102,0.106755,1857960.26929638,196651.21774844313491
1648080000,2022-03-24 00:00:00,REAP/USDT,0.10284,0.1352,0.100001,0.107436,3192769.87102527,369886.19284408519255
1647993600,2022-03-23 00:00:00,REAP/USDT,0.131803,0.1495,0.10178,0.10284,4317073.56239012,521961.55409089734799
1647907200,2022-03-22 00:00:00,REAP/USDT,0.117109,0.14,0.116993,0.13172,4145566.65071182,532600.80961180964271
1647820800,2022-03-21 00:00:00,REAP/USDT,0.114716,0.135,0.110222,0.117396,4566342.42535915,548660.6863358903064
1647734400,2022-03-20 00:00:00,REAP/USDT,0.105999,0.147201,0.104406,0.114791,5400862.5615832,606941.36959579109793
1647648000,2022-03-19 00:00:00,REAP/USDT,0.105878,0.109807,0.104434,0.106023,5108306.23888487,542100.16082953592574
1647561600,2022-03-18 00:00:00,REAP/USDT,0.101398,0.113999,0.101165,0.105888,5363525.70842984,564445.83873730793201
1647475200,2022-03-17 00:00:00,REAP/USDT,0.100332,0.102399,0.099001,0.101638,3980686.23564436,399453.57580212459432
1647388800,2022-03-16 00:00:00,REAP/USDT,0.100164,0.101694,0.096,0.100445,4917516.75265662,492384.33223285553597
1647302400,2022-03-15 00:00:00,REAP/USDT,0.100202,0.102765,0.099032,0.100287,3652254.03207692,367435.93473576484817
1647216000,2022-03-14 00:00:00,REAP/USDT,0.098894,0.1013,0.098064,0.100213,4540126.65882141,452967.65445008678646
1647129600,2022-03-13 00:00:00,REAP/USDT,0.099295,0.101274,0.098,0.098761,2658196.30166966,263448.13700579775212
1647043200,2022-03-12 00:00:00,REAP/USDT,0.099767,0.1013,0.0985,0.099294,6619768.63568615,660511.33598210548704
1646956800,2022-03-11 00:00:00,REAP/USDT,0.094239,0.101399,0.09351,0.099661,2242017.3590463,218292.65640588891591
1646870400,2022-03-10 00:00:00,REAP/USDT,0.099461,0.103066,0.0935,0.094551,3006109.50461625,293112.77643176487353
1646784000,2022-03-09 00:00:00,REAP/USDT,0.098096,0.105,0.097539,0.099711,3171148.41260834,316341.03295471634824
1646697600,2022-03-08 00:00:00,REAP/USDT,0.105448,0.105448,0.096533,0.098018,3216714.13745954,324261.02084232947705
1646611200,2022-03-07 00:00:00,REAP/USDT,0.099648,0.126,0.09825,0.105375,4062749.45746895,436421.91014367193073
1646524800,2022-03-06 00:00:00,REAP/USDT,0.085817,0.125999,0.085501,0.099654,4630575.03291613,470656.34936639337687
1646438400,2022-03-05 00:00:00,REAP/USDT,0.090849,0.090911,0.079665,0.085616,6556920.07710393,562061.20929877080843
1646352000,2022-03-04 00:00:00,REAP/USDT,0.101413,0.101727,0.09,0.090878,3341766.05400166,318070.41579769111137
1646265600,2022-03-03 00:00:00,REAP/USDT,0.110021,0.110117,0.099202,0.101413,4579223.82459036,477941.65879421508833
1646179200,2022-03-02 00:00:00,REAP/USDT,0.119035,0.120533,0.109786,0.109978,4642403.97888709,527461.77415181692546
1646092800,2022-03-01 00:00:00,REAP/USDT,0.118865,0.131414,0.118791,0.119072,4829604.30796491,590897.37104840723708
1646006400,2022-02-28 00:00:00,REAP/USDT,0.121087,0.121328,0.116715,0.118964,3473040.76290806,414731.5062526004003
1645920000,2022-02-27 00:00:00,REAP/USDT,0.123069,0.124987,0.119952,0.121154,4133928.53284566,498999.24422474421259
1645833600,2022-02-26 00:00:00,REAP/USDT,0.1401,0.140392,0.121698,0.12353,3910311.63571177,504413.14191497052836
1645747200,2022-02-25 00:00:00,REAP/USDT,0.148504,0.162485,0.1345,0.14031,1386601.84099919,200686.05921295852849
1645660800,2022-02-24 00:00:00,REAP/USDT,0.168647,0.17,0.134277,0.148445,941738.47554637,144286.90966718416967
1645574400,2022-02-23 00:00:00,REAP/USDT,0.167611,0.1732,0.163021,0.168812,6228895.85257587,1053566.64282218719014
1645488000,2022-02-22 00:00:00,REAP/USDT,0.162239,0.1713,0.161,0.167707,5729668.25701451,955514.74324271187013
1645401600,2022-02-21 00:00:00,REAP/USDT,0.162105,0.168,0.161,0.162235,2171570.93534442,355986.40884833751276
1645315200,2022-02-20 00:00:00,REAP/USDT,0.163715,0.169937,0.1592,0.162113,2862927.29381256,469033.78401098777992
1645228800,2022-02-19 00:00:00,REAP/USDT,0.164716,0.165899,0.159846,0.163743,2347267.6606,383381.6943962233
1645142400,2022-02-18 00:00:00,REAP/USDT,0.152207,0.167745,0.150987,0.16475,1847358.58374801,297631.93477443827876
1645056000,2022-02-17 00:00:00,REAP/USDT,0.160933,0.1669,0.150137,0.152243,1980527.51044813,318000.55675400010105
1644969600,2022-02-16 00:00:00,REAP/USDT,0.192806,0.193265,0.152978,0.160663,6446112.06145895,1118794.93186195293048
1644883200,2022-02-15 00:00:00,REAP/USDT,0.199312,0.2051,0.190985,0.19263,4340878.20962034,853312.66559695624666
1644796800,2022-02-14 00:00:00,REAP/USDT,0.20768,0.208984,0.193053,0.199535,5455104.16424839,1101378.92324269747743
1644710400,2022-02-13 00:00:00,REAP/USDT,0.199514,0.207778,0.192384,0.20768,2441121.72940288,490761.42305147036934
1644624000,2022-02-12 00:00:00,REAP/USDT,0.194802,0.205496,0.191,0.199511,1101594.97513822,216495.77016052429704
1644537600,2022-02-11 00:00:00,REAP/USDT,0.20608,0.2115,0.194111,0.194751,4694415.09397722,965959.8165536293867
1644451200,2022-02-10 00:00:00,REAP/USDT,0.202646,0.213907,0.19912,0.206204,5658057.53216155,1165243.40482037938981
1644364800,2022-02-09 00:00:00,REAP/USDT,0.19701,0.216281,0.194963,0.20268,5833414.19149691,1190717.32095939957476
1644278400,2022-02-08 00:00:00,REAP/USDT,0.188423,0.1995,0.1865,0.197034,5077643.30009029,975043.8255557343942
1644192000,2022-02-07 00:00:00,REAP/USDT,0.187618,0.1925,0.1865,0.188138,4586227.29790817,867590.28442252197099
