https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AGIX,Volume BTC
1663459200,2022-09-18 00:00:00,AGIX/BTC,0.00000297,0.00000298,0.00000293,0.00000294,25956.8716,0.076287231615
1663372800,2022-09-17 00:00:00,AGIX/BTC,0.00000328,0.00000349,0.00000287,0.00000297,4672522.7113,14.901975725791
1663286400,2022-09-16 00:00:00,AGIX/BTC,0.00000274,0.00000339,0.00000263,0.00000327,6479802.1808,19.940880800903
1663200000,2022-09-15 00:00:00,AGIX/BTC,0.00000246,0.00000286,0.00000238,0.00000274,3726446.6861,9.964379762855
1663113600,2022-09-14 00:00:00,AGIX/BTC,0.00000246,0.00000252,0.00000235,0.00000246,1224613.3714,2.994559716053
1663027200,2022-09-13 00:00:00,AGIX/BTC,0.00000232,0.00000268,0.00000231,0.00000246,4512784.8481,11.199028634766
1662940800,2022-09-12 00:00:00,AGIX/BTC,0.00000223,0.00000252,0.00000222,0.00000232,2515515.8885,5.889815242955
1662854400,2022-09-11 00:00:00,AGIX/BTC,0.00000207,0.00000234,0.00000206,0.00000221,1174636.388,2.614166278544
1662768000,2022-09-10 00:00:00,AGIX/BTC,0.0000021,0.00000224,0.00000205,0.00000208,2308638.9694,4.905913093131
1662681600,2022-09-09 00:00:00,AGIX/BTC,0.00000229,0.00000238,0.00000206,0.00000211,1014649.7868,2.20506156433
1662595200,2022-09-08 00:00:00,AGIX/BTC,0.0000021,0.00000252,0.0000021,0.00000229,2040892.4279,4.74354536815
1662508800,2022-09-07 00:00:00,AGIX/BTC,0.0000021,0.00000216,0.00000206,0.0000021,890393.6473,1.883648386531
1662422400,2022-09-06 00:00:00,AGIX/BTC,0.00000211,0.00000215,0.00000205,0.00000211,475377.3649,0.997431078572
1662336000,2022-09-05 00:00:00,AGIX/BTC,0.00000209,0.0000022,0.00000209,0.0000021,273621.5791,0.583958228224
1662249600,2022-09-04 00:00:00,AGIX/BTC,0.00000209,0.00000216,0.00000208,0.0000021,186969.3224,0.397941386357
1662163200,2022-09-03 00:00:00,AGIX/BTC,0.00000212,0.00000213,0.00000208,0.00000209,135424.6799,0.284860581114
1662076800,2022-09-02 00:00:00,AGIX/BTC,0.00000213,0.00000218,0.0000021,0.00000213,361464.4989,0.772842900027
1661990400,2022-09-01 00:00:00,AGIX/BTC,0.00000212,0.00000221,0.00000209,0.00000213,494050.9728,1.055046600963
1661904000,2022-08-31 00:00:00,AGIX/BTC,0.00000213,0.00000219,0.00000207,0.00000213,535253.4469,1.143226067014
1661817600,2022-08-30 00:00:00,AGIX/BTC,0.0000022,0.00000222,0.0000021,0.00000212,296337.5406,0.638364951058
1661731200,2022-08-29 00:00:00,AGIX/BTC,0.00000215,0.00000239,0.00000213,0.0000022,890673.2575,1.995095183931
1661644800,2022-08-28 00:00:00,AGIX/BTC,0.00000213,0.00000231,0.00000206,0.00000214,1178171.1449,2.581462396191
1661558400,2022-08-27 00:00:00,AGIX/BTC,0.00000197,0.00000257,0.00000195,0.00000213,6395377.7815,14.300319647197
1661472000,2022-08-26 00:00:00,AGIX/BTC,0.00000202,0.00000203,0.00000195,0.00000197,1012109.6087,2.010108586926
1661385600,2022-08-25 00:00:00,AGIX/BTC,0.00000202,0.00000204,0.00000198,0.00000201,383762.0604,0.766147704007
1661299200,2022-08-24 00:00:00,AGIX/BTC,0.00000203,0.00000205,0.00000199,0.00000202,308189.4286,0.624520533509
1661212800,2022-08-23 00:00:00,AGIX/BTC,0.00000205,0.00000211,0.000002,0.00000203,318377.2452,0.658570258848
1661126400,2022-08-22 00:00:00,AGIX/BTC,0.00000196,0.00000209,0.00000191,0.00000206,1005853.0907,2.038630970745
1661040000,2022-08-21 00:00:00,AGIX/BTC,0.00000195,0.00000202,0.00000192,0.00000196,461626.7247,0.904999152425
1660953600,2022-08-20 00:00:00,AGIX/BTC,0.00000197,0.00000199,0.00000193,0.00000196,216834.7165,0.424628107436
1660867200,2022-08-19 00:00:00,AGIX/BTC,0.00000198,0.00000204,0.0000019,0.00000198,818997.0422,1.602286395696
1660780800,2022-08-18 00:00:00,AGIX/BTC,0.00000196,0.00000203,0.00000195,0.00000197,331892.9815,0.657821619303
1660694400,2022-08-17 00:00:00,AGIX/BTC,0.000002,0.00000207,0.00000195,0.00000197,401780.4945,0.807718906131
1660608000,2022-08-16 00:00:00,AGIX/BTC,0.00000213,0.00000215,0.00000198,0.00000201,766791.0378,1.576190352896
1660521600,2022-08-15 00:00:00,AGIX/BTC,0.00000226,0.00000227,0.00000212,0.00000212,768151.8311,1.686026434419
1660435200,2022-08-14 00:00:00,AGIX/BTC,0.00000254,0.0000033,0.00000218,0.00000226,5780154.5779,15.972751716546
1660348800,2022-08-13 00:00:00,AGIX/BTC,0.00000244,0.00000261,0.00000239,0.00000253,1642903.0052,4.107546096624
1660262400,2022-08-12 00:00:00,AGIX/BTC,0.00000228,0.00000245,0.00000227,0.00000244,819415.2958,1.955352498303
1660176000,2022-08-11 00:00:00,AGIX/BTC,0.00000223,0.00000241,0.000002,0.00000228,1774259.6087,4.018739994921
1660089600,2022-08-10 00:00:00,AGIX/BTC,0.00000225,0.00000231,0.00000214,0.00000223,914152.226,2.033142077309
1660003200,2022-08-09 00:00:00,AGIX/BTC,0.00000211,0.00000252,0.00000211,0.00000223,2477312.0249,5.70593831002
1659916800,2022-08-08 00:00:00,AGIX/BTC,0.00000204,0.00000216,0.00000199,0.0000021,1333167.9719,2.780055807473
1659830400,2022-08-07 00:00:00,AGIX/BTC,0.00000205,0.00000205,0.000002,0.00000205,194364.0953,0.392034746956
1659744000,2022-08-06 00:00:00,AGIX/BTC,0.00000203,0.00000208,0.00000203,0.00000205,364769.512,0.749140708433
1659657600,2022-08-05 00:00:00,AGIX/BTC,0.00000197,0.00000204,0.00000195,0.00000202,658633.3436,1.314059388968
1659571200,2022-08-04 00:00:00,AGIX/BTC,0.000002,0.00000203,0.00000195,0.00000198,1092462.4752,2.173493495711
1659484800,2022-08-03 00:00:00,AGIX/BTC,0.00000195,0.00000205,0.00000189,0.000002,1473653.3099,2.877289442652
1659398400,2022-08-02 00:00:00,AGIX/BTC,0.00000184,0.00000195,0.00000182,0.00000195,2956467.90995474,5.560886271853006
1659312000,2022-08-01 00:00:00,AGIX/BTC,0.00000184,0.00000186,0.00000178,0.00000185,1576557.9167,2.877348343793
1659225600,2022-07-31 00:00:00,AGIX/BTC,0.00000174,0.00000186,0.00000171,0.00000184,1585852.55844531,2.8843021416300111
1659139200,2022-07-30 00:00:00,AGIX/BTC,0.00000176,0.00000178,0.00000172,0.00000173,1234533.0019,2.159699975523
1659052800,2022-07-29 00:00:00,AGIX/BTC,0.00000169,0.00000179,0.00000168,0.00000177,2008178.8194,3.504895547273
1658966400,2022-07-28 00:00:00,AGIX/BTC,0.00000168,0.0000017,0.00000164,0.00000169,1803153.0586,3.029432022228
1658880000,2022-07-27 00:00:00,AGIX/BTC,0.00000168,0.00000175,0.00000167,0.00000168,1437119.9465,2.460613766069
1658793600,2022-07-26 00:00:00,AGIX/BTC,0.0000017,0.00000174,0.00000166,0.00000167,588176.1686,0.993061945952
1658707200,2022-07-25 00:00:00,AGIX/BTC,0.00000166,0.00000173,0.00000164,0.0000017,1103494.215,1.852124128153
1658620800,2022-07-24 00:00:00,AGIX/BTC,0.00000164,0.0000017,0.00000163,0.00000167,417784.3805,0.694625119295
1658534400,2022-07-23 00:00:00,AGIX/BTC,0.00000158,0.00000166,0.00000158,0.00000163,678253.1658,1.096351795611
1658448000,2022-07-22 00:00:00,AGIX/BTC,0.00000159,0.00000171,0.0000015,0.00000159,1088390.20284131,1.700915987294965
1658361600,2022-07-21 00:00:00,AGIX/BTC,0.00000162,0.00000165,0.00000155,0.00000158,416921.3055,0.672632509643
1658275200,2022-07-20 00:00:00,AGIX/BTC,0.00000163,0.00000169,0.0000016,0.00000163,293161.93810244,0.4794654498660016
1658188800,2022-07-19 00:00:00,AGIX/BTC,0.00000171,0.00000174,0.00000161,0.00000163,417248.4142514,0.6942747843849694
1658102400,2022-07-18 00:00:00,AGIX/BTC,0.00000172,0.00000176,0.00000166,0.00000169,498817.20664081,0.8490950718479699
1658016000,2022-07-17 00:00:00,AGIX/BTC,0.00000174,0.00000176,0.00000167,0.00000171,464556.58440321,0.801906138161978
1657929600,2022-07-16 00:00:00,AGIX/BTC,0.00000169,0.0000019,0.00000168,0.00000174,1214227.84895288,2.1443040814719683
1657843200,2022-07-15 00:00:00,AGIX/BTC,0.00000176,0.0000018,0.00000166,0.00000169,1375656.53363558,2.4008474274603231
1657756800,2022-07-14 00:00:00,AGIX/BTC,0.00000178,0.00000186,0.00000173,0.00000175,1231045.24462202,2.2066285500473585
1657670400,2022-07-13 00:00:00,AGIX/BTC,0.00000182,0.00000186,0.00000176,0.00000178,1180436.60601048,2.1320216419539819
1657584000,2022-07-12 00:00:00,AGIX/BTC,0.00000189,0.0000019,0.00000181,0.00000182,619631.01620267,1.1451643330791755
1657497600,2022-07-11 00:00:00,AGIX/BTC,0.00000196,0.00000196,0.00000189,0.00000189,246594.02480015,0.4730640790239816
1657411200,2022-07-10 00:00:00,AGIX/BTC,0.00000195,0.00000199,0.00000195,0.00000197,128460.19579535,0.2535705097789925
1657324800,2022-07-09 00:00:00,AGIX/BTC,0.0000019,0.000002,0.00000189,0.00000195,209141.04318454,0.4066634562309704
1657238400,2022-07-08 00:00:00,AGIX/BTC,0.00000196,0.00000196,0.00000187,0.0000019,391817.37989387,0.7497507884249852
1657152000,2022-07-07 00:00:00,AGIX/BTC,0.00000193,0.00000206,0.00000193,0.00000195,834258.15431056,1.65851499605912
1657065600,2022-07-06 00:00:00,AGIX/BTC,0.00000194,0.00000197,0.00000184,0.00000192,1241378.14377874,2.3576974890359603
1656979200,2022-07-05 00:00:00,AGIX/BTC,0.00000198,0.000002,0.00000193,0.00000193,406499.50648944,0.80109514241488
1656892800,2022-07-04 00:00:00,AGIX/BTC,0.00000199,0.00000203,0.00000195,0.00000199,393271.05518368,0.7818455416199805
1656806400,2022-07-03 00:00:00,AGIX/BTC,0.00000199,0.00000203,0.00000197,0.00000199,254738.58253497,0.5095326433049891
1656720000,2022-07-02 00:00:00,AGIX/BTC,0.00000198,0.00000204,0.00000192,0.000002,522711.32505194,1.0365186763029581
1656633600,2022-07-01 00:00:00,AGIX/BTC,0.00000193,0.000002,0.0000019,0.00000199,870462.0629102,1.702482299227992
1656547200,2022-06-30 00:00:00,AGIX/BTC,0.00000196,0.00000199,0.00000192,0.00000193,359280.67864545,0.704500820740991
1656460800,2022-06-29 00:00:00,AGIX/BTC,0.00000196,0.00000198,0.00000191,0.00000195,298183.1393005,0.582342018225985
1656374400,2022-06-28 00:00:00,AGIX/BTC,0.00000195,0.00000201,0.00000193,0.00000194,492453.72390642,0.9671446341100066
1656288000,2022-06-27 00:00:00,AGIX/BTC,0.00000196,0.00000205,0.00000192,0.00000195,651392.15994502,1.2930216895945792
1656201600,2022-06-26 00:00:00,AGIX/BTC,0.00000194,0.00000199,0.00000192,0.00000196,299356.85512819,0.5851605785749705
1656115200,2022-06-25 00:00:00,AGIX/BTC,0.00000193,0.00000196,0.00000191,0.00000195,165736.24199948,0.3203846454459808
1656028800,2022-06-24 00:00:00,AGIX/BTC,0.00000194,0.00000202,0.00000193,0.00000194,789598.42952806,1.5574071958089645
1655942400,2022-06-23 00:00:00,AGIX/BTC,0.00000194,0.00000201,0.00000192,0.00000193,542171.86148838,1.0694443135789412
1655856000,2022-06-22 00:00:00,AGIX/BTC,0.00000211,0.00000212,0.00000189,0.00000193,1606967.42297789,3.1621236600599956
1655769600,2022-06-21 00:00:00,AGIX/BTC,0.00000212,0.00000218,0.00000204,0.0000021,634321.6727425,1.3312697902519706
1655683200,2022-06-20 00:00:00,AGIX/BTC,0.00000221,0.00000221,0.00000206,0.00000212,613421.86158038,1.3084087645064527
1655596800,2022-06-19 00:00:00,AGIX/BTC,0.00000224,0.00000229,0.00000215,0.0000022,964355.93073308,2.1534384983109294
1655510400,2022-06-18 00:00:00,AGIX/BTC,0.00000208,0.00000239,0.00000206,0.00000224,1428477.99951367,3.1879008029469884
1655424000,2022-06-17 00:00:00,AGIX/BTC,0.00000206,0.00000212,0.00000206,0.00000208,395344.73236028,0.8276740618409852
1655337600,2022-06-16 00:00:00,AGIX/BTC,0.00000206,0.00000215,0.00000204,0.00000205,435465.45493952,0.9144644855349616
1655251200,2022-06-15 00:00:00,AGIX/BTC,0.00000201,0.0000021,0.00000195,0.00000206,2027640.75182176,4.1161813036102608
1655164800,2022-06-14 00:00:00,AGIX/BTC,0.000002,0.00000205,0.00000191,0.000002,2434105.37970645,4.8557220634357478
1655078400,2022-06-13 00:00:00,AGIX/BTC,0.00000184,0.00000206,0.00000181,0.000002,2643405.28695718,5.1789313074459757
1654992000,2022-06-12 00:00:00,AGIX/BTC,0.00000189,0.00000191,0.00000181,0.00000184,643889.56215764,1.1978450444069414
1654905600,2022-06-11 00:00:00,AGIX/BTC,0.00000198,0.00000202,0.00000187,0.00000189,712800.43385003,1.3949811481909719
