https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCHBULL,Volume USDT
1662076800000.0,2022-09-02 00:00:00,BCHBULL/USDT,5.83e-06,6.27e-06,5.54e-06,5.72e-06,8959597.902097901,51.2489
1661990400000.0,2022-09-01 00:00:00,BCHBULL/USDT,5.61e-06,5.85e-06,5.28e-06,5.83e-06,10873070.325900514,63.39
1661904000000.0,2022-08-31 00:00:00,BCHBULL/USDT,5.51e-06,5.9e-06,5.47e-06,5.61e-06,7120106.951871659,39.9438
1661817600000.0,2022-08-30 00:00:00,BCHBULL/USDT,6.26e-06,6.36e-06,5.09e-06,5.51e-06,81838856.62431942,450.9321
1661731200000.0,2022-08-29 00:00:00,BCHBULL/USDT,5.33e-06,6.26e-06,5.11e-06,6.26e-06,24053258.78594249,150.5734
1661644800000.0,2022-08-28 00:00:00,BCHBULL/USDT,5.71e-06,6.32e-06,5.23e-06,5.33e-06,0.0,0.0
1661558400000.0,2022-08-27 00:00:00,BCHBULL/USDT,5.85e-06,6.01e-06,5.41e-06,5.71e-06,96394045.5341506,550.41
1661472000000.0,2022-08-26 00:00:00,BCHBULL/USDT,8.76e-06,8.76e-06,5.66e-06,5.85e-06,161471470.08547008,944.6081
1661385600000.0,2022-08-25 00:00:00,BCHBULL/USDT,9.35e-06,9.35e-06,8.37e-06,8.76e-06,499999.99999999994,4.38
1661299200000.0,2022-08-24 00:00:00,BCHBULL/USDT,8.98e-06,1.008e-05,8.88e-06,9.35e-06,74590203.20855615,697.4184
1661212800000.0,2022-08-23 00:00:00,BCHBULL/USDT,7.18e-06,9.46e-06,6.94e-06,8.98e-06,77194142.53897549,693.2034
1661126400000.0,2022-08-22 00:00:00,BCHBULL/USDT,6.67e-06,7.22e-06,5.77e-06,7.18e-06,5535529.247910864,39.7451
1661040000000.0,2022-08-21 00:00:00,BCHBULL/USDT,5.93e-06,6.84e-06,5.86e-06,6.67e-06,1283868.0659670166,8.5634
1660953600000.0,2022-08-20 00:00:00,BCHBULL/USDT,5.96e-06,6.51e-06,5.6e-06,5.93e-06,8553271.500843171,50.7209
1660867200000.0,2022-08-19 00:00:00,BCHBULL/USDT,9e-06,9e-06,5.91e-06,5.96e-06,17405838.926174495,103.7388
1660780800000.0,2022-08-18 00:00:00,BCHBULL/USDT,1.01e-05,1.051e-05,8.9e-06,9e-06,11210666.666666666,100.896
1660694400000.0,2022-08-17 00:00:00,BCHBULL/USDT,1.052e-05,1.245e-05,9.91e-06,1.01e-05,526455.4455445544,5.3172
1660608000000.0,2022-08-16 00:00:00,BCHBULL/USDT,1.076e-05,1.102e-05,1.008e-05,1.052e-05,21048811.787072245,221.4335
1660521600000.0,2022-08-15 00:00:00,BCHBULL/USDT,1.16e-05,1.257e-05,1.008e-05,1.076e-05,4944758.364312267,53.2056
1660435200000.0,2022-08-14 00:00:00,BCHBULL/USDT,1.282e-05,1.34e-05,1.128e-05,1.16e-05,144681.0344827586,1.6783
1660348800000.0,2022-08-13 00:00:00,BCHBULL/USDT,1.233e-05,1.341e-05,1.233e-05,1.282e-05,4250733.229329173,54.4944
1660262400000.0,2022-08-12 00:00:00,BCHBULL/USDT,1.229e-05,1.233e-05,1.132e-05,1.233e-05,27495141.93025142,339.0151
1660176000000.0,2022-08-11 00:00:00,BCHBULL/USDT,1.193e-05,1.365e-05,1.193e-05,1.229e-05,55963100.08136697,687.7865
1660089600000.0,2022-08-10 00:00:00,BCHBULL/USDT,1.062e-05,1.249e-05,9.83e-06,1.193e-05,97070016.76445936,1158.0453
1660003200000.0,2022-08-09 00:00:00,BCHBULL/USDT,1.259e-05,1.301e-05,1.021e-05,1.062e-05,64398116.76082863,683.908
1659916800000.0,2022-08-08 00:00:00,BCHBULL/USDT,1.224e-05,1.382e-05,1.205e-05,1.259e-05,82898451.1517077,1043.6915
1659830400000.0,2022-08-07 00:00:00,BCHBULL/USDT,1.224e-05,1.262e-05,1.149e-05,1.224e-05,32225955.88235294,394.4457
1659744000000.0,2022-08-06 00:00:00,BCHBULL/USDT,1.216e-05,1.244e-05,1.173e-05,1.224e-05,12149281.045751635,148.7072
1659657600000.0,2022-08-05 00:00:00,BCHBULL/USDT,1.037e-05,1.217e-05,1.029e-05,1.216e-05,38619876.64473684,469.6177
1659571200000.0,2022-08-04 00:00:00,BCHBULL/USDT,1.054e-05,1.154e-05,1.025e-05,1.037e-05,12101041.465766633,125.4878
1659484800000.0,2022-08-03 00:00:00,BCHBULL/USDT,1.052e-05,1.229e-05,9.72e-06,1.054e-05,53828643.26375711,567.3539
1659398400000.0,2022-08-02 00:00:00,BCHBULL/USDT,1.12e-05,1.146e-05,9.33e-06,1.052e-05,962490.4942965781,10.1254
1659312000000.0,2022-08-01 00:00:00,BCHBULL/USDT,1.193e-05,1.225e-05,1.061e-05,1.12e-05,77503008.92857143,868.0337
1659225600000.0,2022-07-31 00:00:00,BCHBULL/USDT,1.317e-05,1.446e-05,1.169e-05,1.193e-05,1486538.1391450127,17.7344
1659139200000.0,2022-07-30 00:00:00,BCHBULL/USDT,1.576e-05,1.596e-05,1.289e-05,1.317e-05,4017699.316628702,52.9131
1659052800000.0,2022-07-29 00:00:00,BCHBULL/USDT,1.638e-05,1.968e-05,1.429e-05,1.576e-05,68237119.2893401,1075.417
1658966400000.0,2022-07-28 00:00:00,BCHBULL/USDT,1e-05,1.725e-05,9.86e-06,1.638e-05,194502667.8876679,3185.9537
1658880000000.0,2022-07-27 00:00:00,BCHBULL/USDT,8.12e-06,1.01e-05,7.75e-06,1e-05,128697250.0,1286.9725
1658793600000.0,2022-07-26 00:00:00,BCHBULL/USDT,8.25e-06,8.39e-06,7.33e-06,8.12e-06,6681243.842364532,54.2517
1658707200000.0,2022-07-25 00:00:00,BCHBULL/USDT,1.207e-05,1.207e-05,8.21e-06,8.25e-06,22983963.636363637,189.6177
1658620800000.0,2022-07-24 00:00:00,BCHBULL/USDT,9.87e-06,1.257e-05,9.87e-06,1.207e-05,28171309.030654516,340.0277
1658534400000.0,2022-07-23 00:00:00,BCHBULL/USDT,9.7e-06,1.063e-05,8.83e-06,9.87e-06,3647852.0770010133,36.0043
1658448000000.0,2022-07-22 00:00:00,BCHBULL/USDT,9.63e-06,1.131e-05,9.14e-06,9.7e-06,30165680.412371133,292.6071
1658361600000.0,2022-07-21 00:00:00,BCHBULL/USDT,9.58e-06,9.88e-06,8.77e-06,9.63e-06,3260467.2897196263,31.3983
1658275200000.0,2022-07-20 00:00:00,BCHBULL/USDT,1.109e-05,1.23e-05,9.3e-06,9.58e-06,104372599.16492693,999.8895
1658188800000.0,2022-07-19 00:00:00,BCHBULL/USDT,9.45e-06,1.131e-05,8.48e-06,1.109e-05,71465969.34174933,792.5576
1658102400000.0,2022-07-18 00:00:00,BCHBULL/USDT,7.45e-06,9.59e-06,7.42e-06,9.45e-06,50449375.661375664,476.7466
1658016000000.0,2022-07-17 00:00:00,BCHBULL/USDT,7.09e-06,8.37e-06,6.9e-06,7.45e-06,3241114.0939597315,24.1463
1657929600000.0,2022-07-16 00:00:00,BCHBULL/USDT,6.68e-06,7.34e-06,6.24e-06,7.09e-06,9709464.033850495,68.8401
1657843200000.0,2022-07-15 00:00:00,BCHBULL/USDT,5.88e-06,6.68e-06,5.68e-06,6.68e-06,42446676.64670658,283.5438
1657756800000.0,2022-07-14 00:00:00,BCHBULL/USDT,5.85e-06,6.09e-06,5.26e-06,5.88e-06,621224.4897959185,3.6528
1657670400000.0,2022-07-13 00:00:00,BCHBULL/USDT,5.2e-06,5.87e-06,4.96e-06,5.82e-06,14812079.037800686,86.2063
1657584000000.0,2022-07-12 00:00:00,BCHBULL/USDT,5.53e-06,5.82e-06,5.15e-06,5.2e-06,25017769.23076923,130.0924
1657497600000.0,2022-07-11 00:00:00,BCHBULL/USDT,7e-06,7.18e-06,5.44e-06,5.53e-06,35006600.36166365,193.5865
1657411200000.0,2022-07-10 00:00:00,BCHBULL/USDT,7.99e-06,8.03e-06,6.69e-06,7e-06,10371.42857142857,0.0726
1657324800000.0,2022-07-09 00:00:00,BCHBULL/USDT,7.39e-06,8.12e-06,7.37e-06,7.99e-06,12125794.743429286,96.8851
1657238400000.0,2022-07-08 00:00:00,BCHBULL/USDT,7.84e-06,8.28e-06,7.01e-06,7.39e-06,14664533.152909337,108.3709
1657152000000.0,2022-07-07 00:00:00,BCHBULL/USDT,6.71e-06,7.94e-06,6.6e-06,7.84e-06,13778443.877551021,108.023
1657065600000.0,2022-07-06 00:00:00,BCHBULL/USDT,6.57e-06,6.93e-06,6.33e-06,6.71e-06,1592563.3383010433,10.6861
1656979200000.0,2022-07-05 00:00:00,BCHBULL/USDT,7.15e-06,7.31e-06,6.06e-06,6.57e-06,25186651.445966516,165.4763
1656892800000.0,2022-07-04 00:00:00,BCHBULL/USDT,6.84e-06,7.22e-06,6.33e-06,7.15e-06,2686279.72027972,19.2069
1656806400000.0,2022-07-03 00:00:00,BCHBULL/USDT,7.05e-06,7.12e-06,6.11e-06,6.84e-06,52914459.06432749,361.9349
1656720000000.0,2022-07-02 00:00:00,BCHBULL/USDT,5.93e-06,7.05e-06,5.9e-06,7.05e-06,11854609.929078015,83.575
1656633600000.0,2022-07-01 00:00:00,BCHBULL/USDT,6.25e-06,6.79e-06,5.59e-06,5.93e-06,399254940.9780776,2367.5818
1656547200000.0,2022-06-30 00:00:00,BCHBULL/USDT,6.48e-06,6.51e-06,5.35e-06,6.25e-06,12116079.999999998,75.7255
1656460800000.0,2022-06-29 00:00:00,BCHBULL/USDT,6.47e-06,7.03e-06,6e-06,6.48e-06,334004290.1234568,2164.3478
1656374400000.0,2022-06-28 00:00:00,BCHBULL/USDT,8.39e-06,8.47e-06,6.28e-06,6.47e-06,72226553.32302937,467.3058
1656288000000.0,2022-06-27 00:00:00,BCHBULL/USDT,8.68e-06,9.38e-06,7.8e-06,8.39e-06,289438402.86054826,2428.3882
1656201600000.0,2022-06-26 00:00:00,BCHBULL/USDT,8.87e-06,9.82e-06,8.58e-06,8.68e-06,717834.1013824885,6.2308
1656115200000.0,2022-06-25 00:00:00,BCHBULL/USDT,9.09e-06,9.34e-06,8.35e-06,8.87e-06,2663167.9819616685,23.6223
1656028800000.0,2022-06-24 00:00:00,BCHBULL/USDT,9.11e-06,1.063e-05,8.92e-06,9.09e-06,205417348.7348735,1867.2437
1655942400000.0,2022-06-23 00:00:00,BCHBULL/USDT,8.5e-06,9.44e-06,8.45e-06,9.11e-06,370504.93962678383,3.3753
1655856000000.0,2022-06-22 00:00:00,BCHBULL/USDT,1.018e-05,1.018e-05,8.5e-06,8.5e-06,530000.0,4.505
1655769600000.0,2022-06-21 00:00:00,BCHBULL/USDT,1.032e-05,1.09e-05,9.12e-06,1.018e-05,12695412.573673869,129.2393
1655683200000.0,2022-06-20 00:00:00,BCHBULL/USDT,1.009e-05,1.106e-05,9.68e-06,1.032e-05,40489893.410852715,417.8557
1655596800000.0,2022-06-19 00:00:00,BCHBULL/USDT,9.13e-06,1.068e-05,8.6e-06,1.009e-05,1143508.424182359,11.538
1655510400000.0,2022-06-18 00:00:00,BCHBULL/USDT,1.123e-05,1.198e-05,8.2e-06,9.13e-06,11036779.846659364,100.7658
1655424000000.0,2022-06-17 00:00:00,BCHBULL/USDT,8.51e-06,1.141e-05,8.2e-06,1.123e-05,9553561.887800535,107.2865
1655337600000.0,2022-06-16 00:00:00,BCHBULL/USDT,1.59e-05,1.59e-05,8.2e-06,8.51e-06,21877050.528789658,186.1737
1655251200000.0,2022-06-15 00:00:00,BCHBULL/USDT,1.555e-05,1.745e-05,1.046e-05,1.59e-05,108660421.3836478,1727.7007
1655164800000.0,2022-06-14 00:00:00,BCHBULL/USDT,1.674e-05,1.856e-05,1.317e-05,1.555e-05,53159061.09324759,826.6234
1655078400000.0,2022-06-13 00:00:00,BCHBULL/USDT,2.806e-05,2.867e-05,1.558e-05,1.674e-05,58157885.3046595,973.563
1654992000000.0,2022-06-12 00:00:00,BCHBULL/USDT,3.558e-05,3.558e-05,2.803e-05,2.806e-05,11212388.453314327,314.61962
1654905600000.0,2022-06-11 00:00:00,BCHBULL/USDT,4.314e-05,4.438e-05,3.467e-05,3.558e-05,9599156.829679595,341.538
1654819200000.0,2022-06-10 00:00:00,BCHBULL/USDT,5.144e-05,5.144e-05,4.314e-05,4.314e-05,27954422.34585072,1205.95378
1654732800000.0,2022-06-09 00:00:00,BCHBULL/USDT,5.331e-05,5.491e-05,4.741e-05,5.144e-05,5580878.499222395,287.08039
1654646400000.0,2022-06-08 00:00:00,BCHBULL/USDT,5.809e-05,5.917e-05,5.156e-05,5.331e-05,24679.79741136747,1.31568
1654560000000.0,2022-06-07 00:00:00,BCHBULL/USDT,6.165e-05,6.329e-05,4.968e-05,5.82e-05,1556680.2405498282,90.59879
1654473600000.0,2022-06-06 00:00:00,BCHBULL/USDT,5.67e-05,6.335e-05,5.577e-05,6.165e-05,719840.0648824008,44.37814
1654387200000.0,2022-06-05 00:00:00,BCHBULL/USDT,6.34e-05,6.595e-05,5.531e-05,5.67e-05,18129096.825396825,1027.91979
1654300800000.0,2022-06-04 00:00:00,BCHBULL/USDT,5.706e-05,6.387e-05,5.688e-05,6.34e-05,1109501.4195583595,70.34239
1654214400000.0,2022-06-03 00:00:00,BCHBULL/USDT,6.479e-05,6.575e-05,5.645e-05,5.706e-05,2878979.144759902,164.27455
1654128000000.0,2022-06-02 00:00:00,BCHBULL/USDT,6.374e-05,6.546e-05,5.956e-05,6.479e-05,185795.18444204354,12.03767
1654041600000.0,2022-06-01 00:00:00,BCHBULL/USDT,8.785e-05,9.086e-05,6.179e-05,6.374e-05,731285.5349858801,46.61214
1653955200000.0,2022-05-31 00:00:00,BCHBULL/USDT,7.84e-05,8.993e-05,7.275e-05,8.785e-05,15202783.949914629,1335.56457
1653868800000.0,2022-05-30 00:00:00,BCHBULL/USDT,6.343e-05,8.021e-05,6.175e-05,7.84e-05,1006105.2295918367,78.87865
1653782400000.0,2022-05-29 00:00:00,BCHBULL/USDT,5.899e-05,6.45e-05,5.63e-05,6.343e-05,5186316.25413842,328.96804
1653696000000.0,2022-05-28 00:00:00,BCHBULL/USDT,5.613e-05,5.899e-05,5.419e-05,5.899e-05,3831508.0522122392,226.02066
1653609600000.0,2022-05-27 00:00:00,BCHBULL/USDT,6.133e-05,6.494e-05,5.29e-05,5.613e-05,110325955.10422234,6192.59586
1653523200000.0,2022-05-26 00:00:00,BCHBULL/USDT,7.361e-05,7.677e-05,5.207e-05,6.133e-05,29979550.13859449,1838.64581
1653436800000.0,2022-05-25 00:00:00,BCHBULL/USDT,7.986e-05,8.387e-05,7.255e-05,7.361e-05,570397.7720418422,41.98698
1653350400000.0,2022-05-24 00:00:00,BCHBULL/USDT,7.57e-05,8.005e-05,6.559e-05,7.986e-05,2822846.606561483,225.43253
1653264000000.0,2022-05-23 00:00:00,BCHBULL/USDT,8.025e-05,9.163e-05,7.211e-05,7.57e-05,2180087.84676354,165.03265
1653177600000.0,2022-05-22 00:00:00,BCHBULL/USDT,7.382e-05,8.72e-05,7.154e-05,8.025e-05,2033499.0654205608,163.1883
1653091200000.0,2022-05-21 00:00:00,BCHBULL/USDT,7.437e-05,7.923e-05,7.023e-05,7.382e-05,37991303.03440802,2804.51799
1653004800000.0,2022-05-20 00:00:00,BCHBULL/USDT,8.195e-05,8.421e-05,6.796e-05,7.437e-05,1176404.0607771953,87.48917
1652918400000.0,2022-05-19 00:00:00,BCHBULL/USDT,7.318e-05,8.311e-05,6.505e-05,8.195e-05,61222206.34533252,5017.15981
1652832000000.0,2022-05-18 00:00:00,BCHBULL/USDT,0.00010009,0.00010009,7.219e-05,7.318e-05,7810426.619294888,571.56702
1652745600000.0,2022-05-17 00:00:00,BCHBULL/USDT,8.665e-05,0.00010595,8.591e-05,0.00010009,1821170.5465081427,182.28096
1652659200000.0,2022-05-16 00:00:00,BCHBULL/USDT,0.0001232,0.0001232,8.325e-05,8.665e-05,3306995.38372764,286.55115
1652572800000.0,2022-05-15 00:00:00,BCHBULL/USDT,9.7e-05,0.0001232,8.855e-05,0.0001232,2076773.5389610387,255.8585
1652486400000.0,2022-05-14 00:00:00,BCHBULL/USDT,0.00010067,0.00014137,7.785e-05,9.7e-05,19387074.43298969,1880.54622
1652400000000.0,2022-05-13 00:00:00,BCHBULL/USDT,8.815e-05,0.00011705,8.584e-05,0.00010067,6817982.219131817,686.36627
1652313600000.0,2022-05-12 00:00:00,BCHBULL/USDT,0.00011765,0.00011765,5.118e-05,8.815e-05,38107505.04821327,3359.17657
1652227200000.0,2022-05-11 00:00:00,BCHBULL/USDT,0.00019905,0.0002463,9.725e-05,0.00011765,20473601.78495538,2408.71925
1652140800000.0,2022-05-10 00:00:00,BCHBULL/USDT,0.0001761,0.0002367,0.00016065,0.00019905,7838814.368249184,1560.316
1652054400000.0,2022-05-09 00:00:00,BCHBULL/USDT,0.0003298,0.000333,0.0001727,0.0001761,10691188.64281658,1882.71832
1651968000000.0,2022-05-08 00:00:00,BCHBULL/USDT,0.0003554,0.0003554,0.0003246,0.0003298,1238410.1273499092,408.42766
1651881600000.0,2022-05-07 00:00:00,BCHBULL/USDT,0.0003741,0.0003835,0.0003346,0.0003554,742020.399549803,263.71405
1651795200000.0,2022-05-06 00:00:00,BCHBULL/USDT,0.0003944,0.0003944,0.0003463,0.0003741,948931.1681368619,354.99515
1651708800000.0,2022-05-05 00:00:00,BCHBULL/USDT,0.0005011,0.0005114,0.0003599,0.0003944,416477.4847870183,164.25872
1651622400000.0,2022-05-04 00:00:00,BCHBULL/USDT,0.0004247,0.0005039,0.0004205,0.0005011,1026530.532827779,514.39445
1651536000000.0,2022-05-03 00:00:00,BCHBULL/USDT,0.0004481,0.0004617,0.0004104,0.0004247,107501.31857781963,45.65581
1651449600000.0,2022-05-02 00:00:00,BCHBULL/USDT,0.0004419,0.0004618,0.0004279,0.0004481,264574.04597188125,118.55563
1651363200000.0,2022-05-01 00:00:00,BCHBULL/USDT,0.0004017,0.0004476,0.0003902,0.0004419,783457.1848834577,346.20973
1651276800000.0,2022-04-30 00:00:00,BCHBULL/USDT,0.00049225,0.0005065,0.0003672,0.0004017,757681.6903161563,304.360735
1651190400000.0,2022-04-29 00:00:00,BCHBULL/USDT,0.00056925,0.00056925,0.00049175,0.00049225,254136.4347384459,125.09866
1651104000000.0,2022-04-28 00:00:00,BCHBULL/USDT,0.0005707,0.0005875,0.00055225,0.00056925,20400.0,11.6127
1651017600000.0,2022-04-27 00:00:00,BCHBULL/USDT,0.0005125,0.0005707,0.0005053,0.0005707,332194.9886104783,189.58368
1650931200000.0,2022-04-26 00:00:00,BCHBULL/USDT,0.0006165,0.000658,0.00050175,0.0005125,598120.5853658536,306.5368
1650844800000.0,2022-04-25 00:00:00,BCHBULL/USDT,0.00059325,0.000623,0.00054875,0.0006165,53103.892944038926,32.73855
1650758400000.0,2022-04-24 00:00:00,BCHBULL/USDT,0.000622,0.00063825,0.00059175,0.00059325,820.1011378002528,0.486525
1650672000000.0,2022-04-23 00:00:00,BCHBULL/USDT,0.00067175,0.000674,0.00061925,0.000622,104.2604501607717,0.06485
1650585600000.0,2022-04-22 00:00:00,BCHBULL/USDT,0.000645,0.00075375,0.000635,0.00067175,1104659.1365835504,742.054775
1650499200000.0,2022-04-21 00:00:00,BCHBULL/USDT,0.00074675,0.0008315,0.00062425,0.000645,95961.66666666667,61.895275
1650412800000.0,2022-04-20 00:00:00,BCHBULL/USDT,0.00079675,0.00082825,0.0007335,0.00074675,0.0,0.0
1650326400000.0,2022-04-19 00:00:00,BCHBULL/USDT,0.0007975,0.000814,0.00076025,0.00079675,20238.939441481012,16.125375
1650240000000.0,2022-04-18 00:00:00,BCHBULL/USDT,0.000736,0.00080125,0.00063475,0.0007975,513179.7178683386,409.260825
1650153600000.0,2022-04-17 00:00:00,BCHBULL/USDT,0.00084125,0.000869,0.00073125,0.000736,469565.82880434784,345.60045
1650067200000.0,2022-04-16 00:00:00,BCHBULL/USDT,0.000813,0.00085625,0.0008075,0.00084125,323201.96136701334,271.89365
1649980800000.0,2022-04-15 00:00:00,BCHBULL/USDT,0.0008055,0.0008415,0.00077825,0.000813,255692.98892988928,207.8784
1649894400000.0,2022-04-14 00:00:00,BCHBULL/USDT,0.00083275,0.0008825,0.00077325,0.0008055,3074478.739913097,2476.492625
1649808000000.0,2022-04-13 00:00:00,BCHBULL/USDT,0.000596,0.000856,0.0005915,0.00083275,218490.4833383368,181.94795
1649721600000.0,2022-04-12 00:00:00,BCHBULL/USDT,0.0005345,0.00061275,0.000533,0.000596,441983.1795302013,263.421975
1649635200000.0,2022-04-11 00:00:00,BCHBULL/USDT,0.00072775,0.00073925,0.000529,0.0005345,2604253.7885874645,1391.97365
1649548800000.0,2022-04-10 00:00:00,BCHBULL/USDT,0.00077125,0.000806,0.0007215,0.00072775,4224403.400893164,3074.309575
1649462400000.0,2022-04-09 00:00:00,BCHBULL/USDT,0.00074,0.00077875,0.00073625,0.00077125,35226.969205834685,27.1688
1649376000000.0,2022-04-08 00:00:00,BCHBULL/USDT,0.00084725,0.0008495,0.00073575,0.00074,518552.8040540541,383.729075
1649289600000.0,2022-04-07 00:00:00,BCHBULL/USDT,0.000805,0.000855,0.0007915,0.00084725,82594.54116258482,69.978225
1649203200000.0,2022-04-06 00:00:00,BCHBULL/USDT,0.001147,0.0011485,0.000805,0.000805,1992853.1987577637,1604.246825
1649116800000.0,2022-04-05 00:00:00,BCHBULL/USDT,0.0012315,0.001292,0.001147,0.001147,413896.1639058413,474.7389
1649030400000.0,2022-04-04 00:00:00,BCHBULL/USDT,0.001272,0.001272,0.001128,0.0012315,241823.30491270812,297.8054
1648944000000.0,2022-04-03 00:00:00,BCHBULL/USDT,0.001226,0.00128,0.001186,0.001272,7939089.937106919,10098.5224
1648857600000.0,2022-04-02 00:00:00,BCHBULL/USDT,0.001257,0.001297,0.0012055,0.001226,203196.37030995105,249.11875
1648771200000.0,2022-04-01 00:00:00,BCHBULL/USDT,0.001314,0.001366,0.001109,0.001257,450580.82736674615,566.3801
1648684800000.0,2022-03-31 00:00:00,BCHBULL/USDT,0.001286,0.001385,0.001128,0.001314,2130666.2480974123,2799.69545
1648598400000.0,2022-03-30 00:00:00,BCHBULL/USDT,0.001211,0.0013395,0.0011465,0.001286,728838.7247278383,937.2866
1648512000000.0,2022-03-29 00:00:00,BCHBULL/USDT,0.0011625,0.001339,0.0011545,0.001211,798533.8563170932,967.0245
1648425600000.0,2022-03-28 00:00:00,BCHBULL/USDT,0.0012705,0.001359,0.0011545,0.0011625,625146.2795698924,726.73255
1648339200000.0,2022-03-27 00:00:00,BCHBULL/USDT,0.001129,0.0012705,0.0010725,0.0012705,1290862.1802439985,1640.0404
1648252800000.0,2022-03-26 00:00:00,BCHBULL/USDT,0.001144,0.001153,0.0010905,0.001129,360381.0451727192,406.8702
1648166400000.0,2022-03-25 00:00:00,BCHBULL/USDT,0.0011675,0.001249,0.0010525,0.001144,686478.0157342658,785.33085
1648080000000.0,2022-03-24 00:00:00,BCHBULL/USDT,0.001148,0.001187,0.0010425,0.0011675,493076.0599571735,575.6663
1647993600000.0,2022-03-23 00:00:00,BCHBULL/USDT,0.00127875,0.0013365,0.0010505,0.001148,514494.9912891987,590.64025
1647907200000.0,2022-03-22 00:00:00,BCHBULL/USDT,0.00094075,0.00132575,0.0009355,0.00127875,443067.8787878788,566.57305
1647820800000.0,2022-03-21 00:00:00,BCHBULL/USDT,0.0008765,0.00096125,0.00081875,0.00094075,1107020.249800691,1041.4293
1647734400000.0,2022-03-20 00:00:00,BCHBULL/USDT,0.0008675,0.0008955,0.00078525,0.0008765,467999.94295493443,410.20195
1647648000000.0,2022-03-19 00:00:00,BCHBULL/USDT,0.000719,0.0008675,0.000719,0.0008675,248600.14409221904,215.660625
1647561600000.0,2022-03-18 00:00:00,BCHBULL/USDT,0.000667,0.000719,0.000629,0.000719,1088514.6036161336,782.642
1647475200000.0,2022-03-17 00:00:00,BCHBULL/USDT,0.00069375,0.00069875,0.000656,0.000667,37132.34632683659,24.767275
1647388800000.0,2022-03-16 00:00:00,BCHBULL/USDT,0.00061575,0.00069875,0.00060575,0.00069375,201215.09909909908,139.592975
1647302400000.0,2022-03-15 00:00:00,BCHBULL/USDT,0.0006255,0.00062975,0.0005805,0.00061575,49357.24725943971,30.391725
1647216000000.0,2022-03-14 00:00:00,BCHBULL/USDT,0.00057575,0.0006255,0.00056,0.0006255,50207.513988808954,31.4048
1647129600000.0,2022-03-13 00:00:00,BCHBULL/USDT,0.00064325,0.000661,0.0005635,0.00057575,16866.782457663918,9.71105
1647043200000.0,2022-03-12 00:00:00,BCHBULL/USDT,0.00062275,0.000661,0.0006135,0.00064325,125700.03886513796,80.85655
1646956800000.0,2022-03-11 00:00:00,BCHBULL/USDT,0.00064525,0.0006555,0.0005805,0.00062275,3719011.8827780006,2316.01465
1646870400000.0,2022-03-10 00:00:00,BCHBULL/USDT,0.00076525,0.00076575,0.00058825,0.00064525,5756242.037969779,3714.215175
1646784000000.0,2022-03-09 00:00:00,BCHBULL/USDT,0.00060875,0.0008245,0.00060875,0.00076525,2938459.3923554397,2248.65605
