https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VID,Volume BTC
1663459200,2022-09-18 00:00:00,VID/BTC,0.000002636,0.000002636,0.000002614,0.000002614,4391.4938,0.0115217844066
1663372800,2022-09-17 00:00:00,VID/BTC,0.0000026,0.000002921,0.000002526,0.000002634,237531.5678,0.6336674078146
1663286400,2022-09-16 00:00:00,VID/BTC,0.000002635,0.000002778,0.0000026,0.000002607,173040.0436,0.462105990569
1663200000,2022-09-15 00:00:00,VID/BTC,0.000002533,0.000002789,0.000002525,0.00000263,216895.3397,0.5736379627676
1663113600,2022-09-14 00:00:00,VID/BTC,0.000002607,0.00000262,0.000002506,0.00000255,147713.8031,0.3778456548967
1663027200,2022-09-13 00:00:00,VID/BTC,0.000002535,0.000002673,0.00000246,0.00000261,338846.3919,0.8701864349914
1662940800,2022-09-12 00:00:00,VID/BTC,0.000002462,0.000002623,0.000002351,0.000002543,243660.4872,0.6006668010621
1662854400,2022-09-11 00:00:00,VID/BTC,0.000002511,0.000002524,0.000002454,0.000002454,69991.0317,0.1730656277758
1662768000,2022-09-10 00:00:00,VID/BTC,0.000002533,0.000002558,0.000002507,0.000002511,108530.9114,0.2738245192801
1662681600,2022-09-09 00:00:00,VID/BTC,0.000002619,0.000002628,0.000002519,0.000002528,242674.4019,0.6239041581327
1662595200,2022-09-08 00:00:00,VID/BTC,0.000002656,0.000002665,0.000002617,0.000002622,68681.8004,0.1806635952401
1662508800,2022-09-07 00:00:00,VID/BTC,0.000002649,0.000002696,0.000002621,0.000002663,135016.1701,0.3578015656589
1662422400,2022-09-06 00:00:00,VID/BTC,0.0000026,0.00000269,0.000002403,0.000002649,238156.0366,0.6061415576171
1662336000,2022-09-05 00:00:00,VID/BTC,0.000002671,0.000002695,0.000002576,0.000002602,152718.6261,0.4039961865783
1662249600,2022-09-04 00:00:00,VID/BTC,0.000002717,0.000002817,0.00000267,0.000002679,170039.9308,0.4640510213004
1662163200,2022-09-03 00:00:00,VID/BTC,0.000002756,0.000002791,0.000002693,0.000002704,196810.3005,0.5395897055059
1662076800,2022-09-02 00:00:00,VID/BTC,0.000002738,0.00000286,0.000002635,0.000002758,192821.806,0.5302449739118
1661990400,2022-09-01 00:00:00,VID/BTC,0.000002571,0.00000288,0.00000257,0.000002742,298690.7849,0.8019476974372
1661904000,2022-08-31 00:00:00,VID/BTC,0.000002687,0.000002689,0.00000257,0.000002579,275225.8316,0.7227565448021
1661817600,2022-08-30 00:00:00,VID/BTC,0.000002583,0.000002766,0.000002514,0.000002687,200306.4259,0.5240484135315
1661731200,2022-08-29 00:00:00,VID/BTC,0.000002586,0.000002634,0.000002547,0.000002583,125834.4201,0.3252318517078
1661644800,2022-08-28 00:00:00,VID/BTC,0.000002764,0.000002793,0.000002553,0.000002605,109196.0596,0.2858385576302
1661558400,2022-08-27 00:00:00,VID/BTC,0.000002558,0.00000282,0.000002558,0.000002765,219695.9764,0.5919391068989
1661472000,2022-08-26 00:00:00,VID/BTC,0.000002525,0.000002624,0.00000233,0.000002541,123350.3952,0.3108808476815
1661385600,2022-08-25 00:00:00,VID/BTC,0.000002409,0.000002634,0.00000232,0.000002521,135600.6254,0.3326573363454
1661299200,2022-08-24 00:00:00,VID/BTC,0.000002515,0.000002515,0.000002347,0.00000241,41903.6943,0.102049558014
1661212800,2022-08-23 00:00:00,VID/BTC,0.000002357,0.000002514,0.000002321,0.000002512,50637.9644,0.1211395395964
1661126400,2022-08-22 00:00:00,VID/BTC,0.000002424,0.000002472,0.000002348,0.000002348,63240.9,0.1532641012855
1661040000,2022-08-21 00:00:00,VID/BTC,0.000002377,0.000002496,0.000002364,0.000002424,102736.2656,0.2484633460492
1660953600,2022-08-20 00:00:00,VID/BTC,0.000002439,0.000002515,0.000002368,0.000002382,123310.4414,0.2985116902154
1660867200,2022-08-19 00:00:00,VID/BTC,0.000002644,0.000002678,0.000002272,0.000002444,611717.4441,1.4759807453625
1660780800,2022-08-18 00:00:00,VID/BTC,0.000002568,0.000002736,0.000002398,0.000002649,499695.1386,1.2707065386843
1660694400,2022-08-17 00:00:00,VID/BTC,0.000002563,0.000002677,0.000002542,0.000002575,247417.3711,0.6397357756913
1660608000,2022-08-16 00:00:00,VID/BTC,0.000002642,0.000002925,0.000002527,0.000002568,354774.7239,0.9604532992057
1660521600,2022-08-15 00:00:00,VID/BTC,0.000002674,0.000002674,0.000002537,0.000002633,120463.8323,0.3129027201723
1660435200,2022-08-14 00:00:00,VID/BTC,0.000002718,0.000002729,0.000002604,0.000002681,98153.4355,0.2619393071107
1660348800,2022-08-13 00:00:00,VID/BTC,0.000002786,0.000002786,0.000002606,0.000002717,296779.7882,0.8013162352492
1660262400,2022-08-12 00:00:00,VID/BTC,0.000002754,0.000002865,0.000002662,0.000002789,330344.2743,0.9194097478304
