https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XVS,Volume BTC
1663459200,2022-09-18 00:00:00,XVS/BTC,0.0002267,0.0002268,0.000225,0.000225,0.3803,0.00008601039
1663372800,2022-09-17 00:00:00,XVS/BTC,0.0002216,0.000228,0.0002192,0.0002254,74.1891,0.0166973305
1663286400,2022-09-16 00:00:00,XVS/BTC,0.0002264,0.0002285,0.0002208,0.000221,184.7875,0.04092302197
1663200000,2022-09-15 00:00:00,XVS/BTC,0.0002294,0.0002302,0.0002236,0.0002265,196.6947,0.04458127092
1663113600,2022-09-14 00:00:00,XVS/BTC,0.000232,0.0002351,0.0002278,0.0002296,47.1973,0.01094724342
1663027200,2022-09-13 00:00:00,XVS/BTC,0.0002231,0.0002355,0.000213,0.000232,1300.2908,0.29283178573
1662940800,2022-09-12 00:00:00,XVS/BTC,0.0002347,0.0002356,0.0002228,0.0002228,127.3489,0.02928983099
1662854400,2022-09-11 00:00:00,XVS/BTC,0.0002362,0.0002381,0.0002314,0.0002346,220.1868,0.05137070054
1662768000,2022-09-10 00:00:00,XVS/BTC,0.0002348,0.0002491,0.0002329,0.0002353,172.6081,0.04146893455
1662681600,2022-09-09 00:00:00,XVS/BTC,0.0002489,0.0002506,0.0002317,0.0002349,1062.0105,0.25284801777
1662595200,2022-09-08 00:00:00,XVS/BTC,0.0002501,0.0002517,0.0002446,0.0002491,78.2133,0.01929369555
1662508800,2022-09-07 00:00:00,XVS/BTC,0.0002405,0.0002551,0.0002393,0.0002501,374.7695,0.09185380733
1662422400,2022-09-06 00:00:00,XVS/BTC,0.0002499,0.0002535,0.00024,0.0002418,877.3389,0.21741004846
1662336000,2022-09-05 00:00:00,XVS/BTC,0.0002476,0.0002514,0.0002447,0.0002491,7.4649,0.00185271325
1662249600,2022-09-04 00:00:00,XVS/BTC,0.0002447,0.0002483,0.0002429,0.0002464,198.711,0.04888085887
1662163200,2022-09-03 00:00:00,XVS/BTC,0.0002433,0.0002463,0.0002422,0.0002463,138.6071,0.03397311538
1662076800,2022-09-02 00:00:00,XVS/BTC,0.0002447,0.0002557,0.0002408,0.0002427,255.1772,0.06206624942
1661990400,2022-09-01 00:00:00,XVS/BTC,0.0002435,0.0002458,0.000238,0.0002447,28.5438,0.00688054415
1661904000,2022-08-31 00:00:00,XVS/BTC,0.0002469,0.0002484,0.0002408,0.0002437,119.0224,0.02919243588
1661817600,2022-08-30 00:00:00,XVS/BTC,0.0002512,0.0002537,0.0002448,0.0002461,94.2621,0.02327596106
1661731200,2022-08-29 00:00:00,XVS/BTC,0.000248,0.0002615,0.0002387,0.0002514,502.4478,0.1232952207
1661644800,2022-08-28 00:00:00,XVS/BTC,0.0002442,0.00028,0.0002413,0.0002442,607.1928,0.15708179206
1661558400,2022-08-27 00:00:00,XVS/BTC,0.0002542,0.0002693,0.0002279,0.0002435,661.4909,0.16616998065
1661472000,2022-08-26 00:00:00,XVS/BTC,0.0002611,0.0002628,0.0002544,0.0002544,166.1563,0.04304407396
1661385600,2022-08-25 00:00:00,XVS/BTC,0.0002689,0.0002697,0.0002597,0.0002626,32.0956,0.00844072986
1661299200,2022-08-24 00:00:00,XVS/BTC,0.0002655,0.000271,0.0002648,0.0002692,334.7836,0.09028985929
1661212800,2022-08-23 00:00:00,XVS/BTC,0.0002643,0.0002732,0.0002638,0.0002676,365.0527,0.09767464207
1661126400,2022-08-22 00:00:00,XVS/BTC,0.0002738,0.0002744,0.0002622,0.0002651,248.286,0.06604402646
1661040000,2022-08-21 00:00:00,XVS/BTC,0.0002777,0.0002779,0.0002725,0.000275,595.3478,0.16374413281
