https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume YFI
1663549200000,2022-09-19 01:00:00,YFI/BTC,0.45048995,0.458072,0.44611678,0.44983317,0.013090145247000001,0.0291
1663545600000,2022-09-19 00:00:00,YFI/BTC,0.433711,0.45600433,0.43075271,0.44600545,0.041523107395,0.0931
1663542000000,2022-09-18 23:00:00,YFI/BTC,0.43393158,0.45194215,0.432526,0.432526,0.0416090012,0.0962
1663538400000,2022-09-18 22:00:00,YFI/BTC,0.43206995,0.43769999,0.42974195,0.43534742,0.054894619214944394,0.12609382
1663534800000,2022-09-18 21:00:00,YFI/BTC,0.43675652,0.44227533,0.41900001,0.43306753,0.07649141862131,0.176627
1663531200000,2022-09-18 20:00:00,YFI/BTC,0.44070394,0.44080672,0.43607567,0.4369564,0.054818164162056,0.12545454
1663527600000,2022-09-18 19:00:00,YFI/BTC,0.44052848,0.44305243,0.440382,0.44264836,0.048234139094341204,0.10896717
1663524000000,2022-09-18 18:00:00,YFI/BTC,0.44183384,0.44291765,0.4403645,0.44047397,0.052460449826999996,0.1191
1663520400000,2022-09-18 17:00:00,YFI/BTC,0.44490442,0.44490442,0.44035584,0.44062592,0.056425528656806404,0.12805767
1663516800000,2022-09-18 16:00:00,YFI/BTC,0.44905522,0.4494454,0.44400001,0.44616001,0.071103226929671,0.1593671
1663513200000,2022-09-18 15:00:00,YFI/BTC,0.44902273,0.45204525,0.44837328,0.44907259,0.045625775144,0.1016
1663509600000,2022-09-18 14:00:00,YFI/BTC,0.44734373,0.44834684,0.44645468,0.44775498,0.05776039242000001,0.129
1663506000000,2022-09-18 13:00:00,YFI/BTC,0.44953652,0.44953652,0.44759437,0.44792245,0.057468450335000004,0.1283
1663502400000,2022-09-18 12:00:00,YFI/BTC,0.44733628,0.44966665,0.44606731,0.44966665,0.040784765155,0.0907
1663498800000,2022-09-18 11:00:00,YFI/BTC,0.44700729,0.44960643,0.44700729,0.44712295,0.041537722055,0.0929
1663495200000,2022-09-18 10:00:00,YFI/BTC,0.44598508,0.44755457,0.44527957,0.44735508,0.050551124040000006,0.113
1663491600000,2022-09-18 09:00:00,YFI/BTC,0.44955749,0.45137866,0.44400001,0.44504821,0.0405238514101037,0.09105497
1663488000000,2022-09-18 08:00:00,YFI/BTC,0.4505575,0.45197395,0.44881038,0.44946285,0.056407587675,0.1255
1663484400000,2022-09-18 07:00:00,YFI/BTC,0.44964834,0.45108863,0.44882098,0.45020185,0.026516888965000002,0.0589
1663480800000,2022-09-18 06:00:00,YFI/BTC,0.45102244,0.45102244,0.44787019,0.44931057,0.049558955871,0.1103
1663477200000,2022-09-18 05:00:00,YFI/BTC,0.45278571,0.45301609,0.45101211,0.45101211,0.042034328652000005,0.0932
