https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume PAX
1654776000,2022-06-09 12:00:00,USDT/PAX,0.9994,0.9995,0.9991,0.9995,3720.5954665,3718.41849030505
1654772400,2022-06-09 11:00:00,USDT/PAX,0.9994,0.9995,0.999,0.9994,1343.74097212,1343.048655637128
1654768800,2022-06-09 10:00:00,USDT/PAX,0.999,0.9994,0.999,0.9994,671.49705317,671.092788454698
1654765200,2022-06-09 09:00:00,USDT/PAX,0.999,0.999,0.999,0.999,150.127674,149.977546326
1654761600,2022-06-09 08:00:00,USDT/PAX,0.999,0.9994,0.999,0.999,635.519763,635.0954927506
1654758000,2022-06-09 07:00:00,USDT/PAX,0.9993,0.9994,0.9993,0.9993,1282.35880884,1281.464430814696
1654754400,2022-06-09 06:00:00,USDT/PAX,0.9995,0.9995,0.9995,0.9995,404.744169,404.5417969155
1654750800,2022-06-09 05:00:00,USDT/PAX,0.9994,0.9994,0.9991,0.9994,505.993827,505.6844401315
1654747200,2022-06-09 04:00:00,USDT/PAX,0.9993,0.9994,0.9993,0.9994,1186.316938,1185.5515161434
1654743600,2022-06-09 03:00:00,USDT/PAX,0.9992,0.9993,0.999,0.999,340.916297,340.630730793
1654740000,2022-06-09 02:00:00,USDT/PAX,0.9992,0.9992,0.9988,0.9992,207.95434149,207.747986890808
1654736400,2022-06-09 01:00:00,USDT/PAX,0.9993,0.9993,0.9988,0.9993,126.32952793,126.240989456449
1654732800,2022-06-09 00:00:00,USDT/PAX,0.9991,0.9992,0.9985,0.9987,3757.662466,3753.2319412697
1654729200,2022-06-08 23:00:00,USDT/PAX,0.9994,0.9995,0.9992,0.9992,555.80323099,555.442265214505
1654725600,2022-06-08 22:00:00,USDT/PAX,0.9992,0.9995,0.9991,0.9994,6715.17657,6711.6523199004
1654722000,2022-06-08 21:00:00,USDT/PAX,0.9995,0.9995,0.9991,0.9994,2179.26298305,2178.166922996375
1654718400,2022-06-08 20:00:00,USDT/PAX,0.9992,0.9995,0.9992,0.9995,976.96225131,976.338324929458
1654714800,2022-06-08 19:00:00,USDT/PAX,0.9994,0.9994,0.9991,0.9994,1626.53826813,1625.427576486022
1654711200,2022-06-08 18:00:00,USDT/PAX,0.9994,0.9994,0.9991,0.9994,6657.09004807,6652.481141207058
1654707600,2022-06-08 17:00:00,USDT/PAX,0.999,0.9994,0.999,0.9994,258.960092,258.7400654212
1654704000,2022-06-08 16:00:00,USDT/PAX,0.9993,0.9994,0.9989,0.9993,2452.636016,2450.8788089891
1654700400,2022-06-08 15:00:00,USDT/PAX,0.9987,0.9995,0.9984,0.9991,11195.50011773,11179.137450677235
1654696800,2022-06-08 14:00:00,USDT/PAX,0.9988,0.9996,0.9988,0.9988,830.33053467,829.674341646889
1654693200,2022-06-08 13:00:00,USDT/PAX,0.9995,0.9997,0.9988,0.9988,4288.05018427,4285.058623097619
1654689600,2022-06-08 12:00:00,USDT/PAX,0.9996,0.9998,0.9994,0.9995,744.159678,743.8448841001
1654686000,2022-06-08 11:00:00,USDT/PAX,0.9995,0.9997,0.9994,0.9994,2926.553629,2925.2748643598
1654682400,2022-06-08 10:00:00,USDT/PAX,0.9998,0.9998,0.9994,0.9998,337.496347,337.4197440133
1654678800,2022-06-08 09:00:00,USDT/PAX,0.9996,1.0001,0.9992,0.9995,7224.57803784,7222.909580168984
1654675200,2022-06-08 08:00:00,USDT/PAX,0.9997,0.9998,0.9992,0.9992,2453.73414402,2452.444775847295
1654671600,2022-06-08 07:00:00,USDT/PAX,0.9994,0.9997,0.9994,0.9997,922.812107,922.3513043702
1654668000,2022-06-08 06:00:00,USDT/PAX,0.9998,0.9998,0.9991,0.9991,1840.192362,1839.0311074377
1654664400,2022-06-08 05:00:00,USDT/PAX,0.9996,0.9997,0.9994,0.9997,1827.646136,1826.7762286956
1654660800,2022-06-08 04:00:00,USDT/PAX,0.9995,0.9996,0.9994,0.9994,1556.419005,1555.7006462243
1654657200,2022-06-08 03:00:00,USDT/PAX,1.0003,1.0004,0.9993,0.9993,6414.15757167,6412.025630745566
1654653600,2022-06-08 02:00:00,USDT/PAX,0.9999,1.0005,0.9994,0.9996,16060.988016,16063.726582135586
1654650000,2022-06-08 01:00:00,USDT/PAX,0.9994,0.9999,0.9993,0.9994,2059.05993,2058.1288077283
1654646400,2022-06-08 00:00:00,USDT/PAX,0.9996,1.0004,0.9994,1.0002,2152.75743362,2152.135060992724
1654642800,2022-06-07 23:00:00,USDT/PAX,0.9996,1.0005,0.9992,1.0004,9528.01800837,9526.340657011197
1654639200,2022-06-07 22:00:00,USDT/PAX,1.0004,1.0004,0.9989,0.9996,18704.25473898,18692.538622474492
1654635600,2022-06-07 21:00:00,USDT/PAX,0.9996,1.0005,0.9988,0.9992,15734.532219,15733.655387847052
1654632000,2022-06-07 20:00:00,USDT/PAX,0.9991,0.9996,0.999,0.9996,5674.352009,5670.1452881896
1654628400,2022-06-07 19:00:00,USDT/PAX,0.9994,0.9996,0.9987,0.9996,14083.503583,14069.5961293787
1654624800,2022-06-07 18:00:00,USDT/PAX,0.9991,0.9999,0.9991,0.9995,4748.925676,4746.4041737151
1654621200,2022-06-07 17:00:00,USDT/PAX,0.9991,0.9996,0.9991,0.9991,667.53364238,667.212909367048
1654617600,2022-06-07 16:00:00,USDT/PAX,0.9995,0.9999,0.999,0.9996,3297.78133593,3295.945505035028
1654614000,2022-06-07 15:00:00,USDT/PAX,0.999,0.9998,0.999,0.999,5629.485935,5625.6675840934
1654610400,2022-06-07 14:00:00,USDT/PAX,0.9994,0.9994,0.999,0.9993,1040.860708,1040.0078770825
1654606800,2022-06-07 13:00:00,USDT/PAX,0.9991,0.9995,0.999,0.9995,2749.544275,2747.2807892216
1654603200,2022-06-07 12:00:00,USDT/PAX,0.9994,0.9994,0.999,0.9991,1087.219659,1086.2501365893
1654599600,2022-06-07 11:00:00,USDT/PAX,0.9994,0.9999,0.999,0.999,7770.417711,7767.0488678826
1654596000,2022-06-07 10:00:00,USDT/PAX,0.9991,0.9994,0.9988,0.9994,10061.130255,10051.3701445663
1654592400,2022-06-07 09:00:00,USDT/PAX,0.9991,0.9995,0.9991,0.9994,972.596913,972.0156580511
1654588800,2022-06-07 08:00:00,USDT/PAX,0.9991,0.9994,0.999,0.9991,73.382685,73.3191932014
1654585200,2022-06-07 07:00:00,USDT/PAX,0.9992,0.9994,0.999,0.9991,2272.265382,2270.4072627155
1654581600,2022-06-07 06:00:00,USDT/PAX,0.9993,0.9996,0.9992,0.9992,477.824945,477.4882623262
1654578000,2022-06-07 05:00:00,USDT/PAX,0.9993,0.9993,0.9989,0.9993,2657.125493,2655.1405561162
1654574400,2022-06-07 04:00:00,USDT/PAX,0.9991,0.9993,0.9989,0.9993,3575.281255,3571.9615834683
1654570800,2022-06-07 03:00:00,USDT/PAX,0.9992,0.9993,0.9989,0.9989,2737.705592,2735.3252127747
1654567200,2022-06-07 02:00:00,USDT/PAX,0.9992,0.9997,0.9992,0.9992,2409.1599025,2407.49637627505
1654563600,2022-06-07 01:00:00,USDT/PAX,0.9994,0.9998,0.9991,0.9992,7685.580814,7681.0749798613
1654560000,2022-06-07 00:00:00,USDT/PAX,0.9993,0.9997,0.9991,0.9991,18286.953401,18275.9462274203
1654556400,2022-06-06 23:00:00,USDT/PAX,0.9992,0.9994,0.9991,0.9991,3580.587244,3577.8215310619
1654552800,2022-06-06 22:00:00,USDT/PAX,0.9989,0.9993,0.9989,0.9991,1287.17936343,1286.151387672199
1654549200,2022-06-06 21:00:00,USDT/PAX,0.999,0.9993,0.9989,0.9989,2178.27468908,2176.217930131144
1654545600,2022-06-06 20:00:00,USDT/PAX,0.9988,0.9992,0.9988,0.9992,1789.41345523,1787.935529500566
1654542000,2022-06-06 19:00:00,USDT/PAX,0.9989,0.999,0.9987,0.9987,3355.708273,3352.3301889234
1654538400,2022-06-06 18:00:00,USDT/PAX,0.9991,0.9991,0.9987,0.9988,450.2130945,449.73077582825
1654534800,2022-06-06 17:00:00,USDT/PAX,0.999,0.9993,0.9987,0.9991,1516.75126636,1515.143935795871
1654531200,2022-06-06 16:00:00,USDT/PAX,0.9993,0.9993,0.9987,0.999,1112.304805,1111.3736575594
1654527600,2022-06-06 15:00:00,USDT/PAX,0.9993,0.9994,0.9985,0.9992,37520.90857866,37477.647453187438
1654524000,2022-06-06 14:00:00,USDT/PAX,0.9995,0.9995,0.999,0.9993,4512.38581935,4509.104953438155
1654520400,2022-06-06 13:00:00,USDT/PAX,0.9993,0.9996,0.9991,0.9996,412.16794007,411.932810221172
1654516800,2022-06-06 12:00:00,USDT/PAX,0.9991,0.9992,0.9988,0.9992,2449.548274,2447.1694301604
1654513200,2022-06-06 11:00:00,USDT/PAX,0.9992,0.9992,0.9991,0.9991,491.9158689,491.49378108798
1654509600,2022-06-06 10:00:00,USDT/PAX,0.9988,0.9994,0.9987,0.9989,3025.28452367,3022.580196083277
1654506000,2022-06-06 09:00:00,USDT/PAX,0.9995,0.9996,0.9987,0.9992,4667.729685,4663.1717845717
1654502400,2022-06-06 08:00:00,USDT/PAX,0.9995,0.9996,0.9993,0.9996,5416.77570699,5413.849666910204
1654498800,2022-06-06 07:00:00,USDT/PAX,0.9997,1.0005,0.9993,0.9993,19325.41499524,19328.465274363243
1654495200,2022-06-06 06:00:00,USDT/PAX,0.9995,0.9996,0.9992,0.9996,1405.118266,1404.2268502441
1654491600,2022-06-06 05:00:00,USDT/PAX,0.9993,0.9999,0.9992,0.9995,7996.83593352,7993.335097796648
1654488000,2022-06-06 04:00:00,USDT/PAX,0.9994,0.9994,0.9991,0.9992,888.980085,888.2580222774
1654484400,2022-06-06 03:00:00,USDT/PAX,0.9997,0.9997,0.9992,0.9995,1503.61108386,1502.753297213642
1654480800,2022-06-06 02:00:00,USDT/PAX,0.9992,0.9997,0.999,0.9997,3517.52002343,3515.475893973771
1654477200,2022-06-06 01:00:00,USDT/PAX,0.9993,0.9997,0.9992,0.9992,2230.304312,2229.1359785957
1654473600,2022-06-06 00:00:00,USDT/PAX,0.9993,0.9997,0.9991,0.9995,6385.84279535,6382.864650479295
1654470000,2022-06-05 23:00:00,USDT/PAX,0.9994,0.9994,0.9991,0.9994,930.32639486,929.690298832584
1654466400,2022-06-05 22:00:00,USDT/PAX,0.9992,0.9995,0.9992,0.9995,2003.246751,2001.8183436017
1654462800,2022-06-05 21:00:00,USDT/PAX,0.9992,0.9996,0.9991,0.9992,2870.4289457,2868.665776010804
1654459200,2022-06-05 20:00:00,USDT/PAX,0.9988,0.9992,0.9988,0.9992,375.48715405,375.18662251736
1654455600,2022-06-05 19:00:00,USDT/PAX,0.9987,0.9991,0.9987,0.9987,416.484784,416.0272552036
1654452000,2022-06-05 18:00:00,USDT/PAX,0.999,0.9992,0.9986,0.9991,2499.63487283,2497.161282972453
1654448400,2022-06-05 17:00:00,USDT/PAX,0.9993,0.9993,0.9989,0.9989,1514.606034,1513.1962907733
1654444800,2022-06-05 16:00:00,USDT/PAX,0.9991,0.9994,0.999,0.9994,972.766268,971.9601274379
1654441200,2022-06-05 15:00:00,USDT/PAX,0.9992,0.9994,0.999,0.9993,1442.52978299,1441.574363076306
1654437600,2022-06-05 14:00:00,USDT/PAX,0.9994,0.9994,0.9992,0.9992,707.780824,707.261978118
1654434000,2022-06-05 13:00:00,USDT/PAX,0.9993,0.9996,0.9992,0.9994,462.25821956,462.034387209576
1654430400,2022-06-05 12:00:00,USDT/PAX,0.9994,0.9995,0.9994,0.9994,1783.29731867,1782.327887635365
1654426800,2022-06-05 11:00:00,USDT/PAX,0.9995,0.9995,0.9993,0.9993,605.247442,604.839535493
1654423200,2022-06-05 10:00:00,USDT/PAX,0.9992,0.9996,0.9981,0.9994,65076.98405046,64985.126438806516
1654419600,2022-06-05 09:00:00,USDT/PAX,0.9992,0.9995,0.9992,0.9993,911.77107,911.127789328382
1654416000,2022-06-05 08:00:00,USDT/PAX,0.9994,0.9994,0.9991,0.9994,1989.58771182,1988.304743978108
1654412400,2022-06-05 07:00:00,USDT/PAX,0.9993,0.9995,0.9993,0.9995,333.857329,333.6360930167
1654408800,2022-06-05 06:00:00,USDT/PAX,0.9993,0.9994,0.9993,0.9994,412.620747,412.3719364649
1654405200,2022-06-05 05:00:00,USDT/PAX,0.9993,0.9993,0.9993,0.9993,452.345207,452.0285653551
1654401600,2022-06-05 04:00:00,USDT/PAX,0.9993,0.9994,0.9993,0.9994,581.401761,581.0319128306
1654398000,2022-06-05 03:00:00,USDT/PAX,0.9993,0.9994,0.9993,0.9994,419.91674774,419.643779807656
1654394400,2022-06-05 02:00:00,USDT/PAX,0.9995,0.9995,0.9992,0.9993,649.70597857,649.274188076315
1654390800,2022-06-05 01:00:00,USDT/PAX,0.9993,0.9994,0.9992,0.9994,970.560136,969.8971818536
1654387200,2022-06-05 00:00:00,USDT/PAX,0.9993,0.9994,0.9991,0.9994,4764.29393752,4760.702484404788
1654383600,2022-06-04 23:00:00,USDT/PAX,0.9994,0.9995,0.9993,0.9993,213.177454,213.0286970664
1654380000,2022-06-04 22:00:00,USDT/PAX,0.9992,0.9995,0.9992,0.9995,3009.06850107,3007.369694756265
1654376400,2022-06-04 21:00:00,USDT/PAX,0.9994,0.9994,0.9992,0.9992,1798.26418964,1796.950302406316
1654372800,2022-06-04 20:00:00,USDT/PAX,0.9993,0.9994,0.9993,0.9993,689.76972178,689.312842238832
1654369200,2022-06-04 19:00:00,USDT/PAX,0.9993,0.9993,0.9993,0.9993,99.437433,99.3678267969
1654365600,2022-06-04 18:00:00,USDT/PAX,0.9993,0.9995,0.9993,0.9995,2433.90963152,2432.47754539264
1654362000,2022-06-04 17:00:00,USDT/PAX,0.9991,0.9996,0.999,0.9993,707.77152038,707.270674396948
1654358400,2022-06-04 16:00:00,USDT/PAX,0.9994,0.9994,0.999,0.999,403.56762861,403.319833056234
1654354800,2022-06-04 15:00:00,USDT/PAX,0.9994,0.9994,0.9994,0.9994,26.592972,26.5770162168
1654351200,2022-06-04 14:00:00,USDT/PAX,0.9993,0.9994,0.9993,0.9994,133.92474321,133.832814239653
1654347600,2022-06-04 13:00:00,USDT/PAX,0.9994,0.9994,0.9992,0.9993,31.873562,31.8512830646
1654344000,2022-06-04 12:00:00,USDT/PAX,0.9994,0.9994,0.9994,0.9994,163.19715002,163.099231729988
1654340400,2022-06-04 11:00:00,USDT/PAX,0.9992,0.9993,0.9992,0.9993,0.666473,0.6659730999
1654336800,2022-06-04 10:00:00,USDT/PAX,0.9991,0.9991,0.9991,0.9991,0.33369,0.333389679
1654333200,2022-06-04 09:00:00,USDT/PAX,0.9989,0.9993,0.9989,0.9993,1.641695,1.6401295359
1654329600,2022-06-04 08:00:00,USDT/PAX,0.9991,0.9991,0.999,0.999,0.66738,0.666745989
1654326000,2022-06-04 07:00:00,USDT/PAX,0.9991,0.9991,0.9991,0.9991,0,0
1654322400,2022-06-04 06:00:00,USDT/PAX,0.9991,0.9992,0.9991,0.9991,630.140606,629.5944935263
1654318800,2022-06-04 05:00:00,USDT/PAX,0.9989,0.9993,0.9989,0.9992,562.73520614,562.247678721188
1654315200,2022-06-04 04:00:00,USDT/PAX,0.9991,0.9993,0.9989,0.9993,948.36831895,947.534479748135
1654311600,2022-06-04 03:00:00,USDT/PAX,0.999,0.9991,0.999,0.9991,37.967114,37.9292149486
1654308000,2022-06-04 02:00:00,USDT/PAX,0.999,0.9994,0.999,0.9993,5517.172816,5513.068216568
1654304400,2022-06-04 01:00:00,USDT/PAX,0.9991,0.9992,0.9991,0.9992,109.240894,109.1533522548
1654300800,2022-06-04 00:00:00,USDT/PAX,0.9992,0.9992,0.9989,0.9989,94.97426657,94.893388510944
1654297200,2022-06-03 23:00:00,USDT/PAX,0.9993,0.9993,0.9991,0.9991,218.185128,218.0105853422
1654293600,2022-06-03 22:00:00,USDT/PAX,0.999,0.9992,0.9988,0.9989,1455.687747,1454.258709061
1654290000,2022-06-03 21:00:00,USDT/PAX,0.9993,0.9994,0.9987,0.999,11942.18638989,11933.818609352866
1654286400,2022-06-03 20:00:00,USDT/PAX,0.9993,0.9993,0.9985,0.9985,1912.513262,1911.0147851576
1654282800,2022-06-03 19:00:00,USDT/PAX,0.9992,0.9995,0.9989,0.9992,749.820742,749.2579535192
1654279200,2022-06-03 18:00:00,USDT/PAX,0.9988,0.9988,0.9988,0.9988,0,0
1654275600,2022-06-03 17:00:00,USDT/PAX,0.9992,0.9995,0.9984,0.9988,2175.48279009,2173.159672811151
1654272000,2022-06-03 16:00:00,USDT/PAX,0.9991,0.9995,0.9991,0.9993,7489.1351708,7484.7355526645
1654268400,2022-06-03 15:00:00,USDT/PAX,0.9989,0.9996,0.9989,0.9993,6154.810438,6150.4532025262
1654264800,2022-06-03 14:00:00,USDT/PAX,0.9995,1,0.9982,0.9988,42577.86418624,42551.64574730018
1654261200,2022-06-03 13:00:00,USDT/PAX,0.9994,0.9998,0.9988,0.9988,2490.123674,2488.6400197647
1654257600,2022-06-03 12:00:00,USDT/PAX,0.9993,1.0002,0.9985,0.9995,16621.353825,16614.8890133005
1654254000,2022-06-03 11:00:00,USDT/PAX,0.9995,0.9998,0.9984,0.9995,17129.475615,17115.8048791587
1654250400,2022-06-03 10:00:00,USDT/PAX,0.9998,1,0.9994,0.9997,8425.556972,8422.7549041688
1654246800,2022-06-03 09:00:00,USDT/PAX,1,1.0001,0.9992,0.9998,4167.921153,4166.2750867549
1654243200,2022-06-03 08:00:00,USDT/PAX,1.0002,1.0003,0.9994,0.9995,2985.5279177,2985.07181769601
1654239600,2022-06-03 07:00:00,USDT/PAX,1,1.0005,0.9994,0.9994,19573.828826,19579.5904951386
1654236000,2022-06-03 06:00:00,USDT/PAX,0.999,1,0.999,1,2490.94641175,2490.022108886575
