https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ERSDL,Volume USDT
1663358400,2022-09-16 20:00:00,ERSDL/USDT,0.00593,0.00599,0.00576,0.00582,134394.8871,783.615739016
1663354800,2022-09-16 19:00:00,ERSDL/USDT,0.00591,0.00591,0.00591,0.00591,469.0792,2.772258072
1663351200,2022-09-16 18:00:00,ERSDL/USDT,0.0059,0.0059,0.0059,0.0059,0,0
1663347600,2022-09-16 17:00:00,ERSDL/USDT,0.00591,0.00591,0.0059,0.0059,9698.8678,57.25628573
1663344000,2022-09-16 16:00:00,ERSDL/USDT,0.00594,0.00594,0.0059,0.0059,6090.4926,36.005499067
1663340400,2022-09-16 15:00:00,ERSDL/USDT,0.00597,0.00601,0.00585,0.00599,221684.1367,1320.118534678
1663336800,2022-09-16 14:00:00,ERSDL/USDT,0.00593,0.00593,0.00593,0.00593,2733.7016,16.210850488
1663333200,2022-09-16 13:00:00,ERSDL/USDT,0.00615,0.00615,0.00591,0.00591,174814.6312,1051.016238763
1663329600,2022-09-16 12:00:00,ERSDL/USDT,0.00615,0.00616,0.0061,0.00614,36433.5098,224.006259173
1663326000,2022-09-16 11:00:00,ERSDL/USDT,0.0061,0.00615,0.00607,0.00615,29778.286,182.846703578
1663322400,2022-09-16 10:00:00,ERSDL/USDT,0.00609,0.00616,0.00606,0.00616,45918.0932,281.98539086
1663318800,2022-09-16 09:00:00,ERSDL/USDT,0.00604,0.00604,0.00604,0.00604,1053.4951,6.363110404
1663315200,2022-09-16 08:00:00,ERSDL/USDT,0.00604,0.00609,0.00604,0.00609,6892.5567,41.943764138
1663311600,2022-09-16 07:00:00,ERSDL/USDT,0.00604,0.00604,0.00604,0.00604,671.7087,4.057120548
1663308000,2022-09-16 06:00:00,ERSDL/USDT,0.00606,0.00611,0.00603,0.00603,2759.3767,16.764475355
1663304400,2022-09-16 05:00:00,ERSDL/USDT,0.00602,0.00602,0.00602,0.00602,0,0
1663300800,2022-09-16 04:00:00,ERSDL/USDT,0.00602,0.00602,0.00602,0.00602,0,0
1663297200,2022-09-16 03:00:00,ERSDL/USDT,0.00602,0.00602,0.00602,0.00602,0,0
1663293600,2022-09-16 02:00:00,ERSDL/USDT,0.00602,0.00602,0.00602,0.00602,0,0
1663290000,2022-09-16 01:00:00,ERSDL/USDT,0.00611,0.00611,0.00602,0.00602,13897.0553,84.540508023
1663286400,2022-09-16 00:00:00,ERSDL/USDT,0.00611,0.00611,0.00611,0.00611,0,0
1663282800,2022-09-15 23:00:00,ERSDL/USDT,0.00611,0.00611,0.00611,0.00611,1887.0855,11.530092405
1663279200,2022-09-15 22:00:00,ERSDL/USDT,0.0061,0.0061,0.0061,0.0061,819.6721,4.99999981
1663275600,2022-09-15 21:00:00,ERSDL/USDT,0.00618,0.00619,0.00603,0.0061,115305.8368,701.620299438
1663272000,2022-09-15 20:00:00,ERSDL/USDT,0.00622,0.00624,0.00622,0.00624,319,1.989646832
1663268400,2022-09-15 19:00:00,ERSDL/USDT,0.00618,0.00618,0.00618,0.00618,344.3934,2.128351212
1663264800,2022-09-15 18:00:00,ERSDL/USDT,0.00623,0.00624,0.00623,0.00624,2570.9691,16.034228563
1663261200,2022-09-15 17:00:00,ERSDL/USDT,0.00611,0.00623,0.00611,0.00623,206285.2345,1273.976470484
1663257600,2022-09-15 16:00:00,ERSDL/USDT,0.0061,0.0061,0.0061,0.0061,4239.1315,25.85870215
1663254000,2022-09-15 15:00:00,ERSDL/USDT,0.00607,0.00607,0.00604,0.00604,15602.0204,94.490811985
1663250400,2022-09-15 14:00:00,ERSDL/USDT,0.00618,0.00618,0.00608,0.00608,55256.772,337.395353365
1663246800,2022-09-15 13:00:00,ERSDL/USDT,0.00618,0.00623,0.00618,0.00623,1929.5482,11.999999912
1663243200,2022-09-15 12:00:00,ERSDL/USDT,0.00617,0.00623,0.00613,0.00613,19541.1189,120.794251068
1663239600,2022-09-15 11:00:00,ERSDL/USDT,0.00636,0.00636,0.00613,0.00617,394392.8579,2465.017056595
1663236000,2022-09-15 10:00:00,ERSDL/USDT,0.00636,0.00636,0.00636,0.00636,14141.2138,89.938119768
1663232400,2022-09-15 09:00:00,ERSDL/USDT,0.00684,0.00685,0.00634,0.00638,521837.679,3398.168005258
1663228800,2022-09-15 08:00:00,ERSDL/USDT,0.00643,0.00688,0.00643,0.00678,387219.8189,2595.4798572
1663225200,2022-09-15 07:00:00,ERSDL/USDT,0.00637,0.0065,0.00637,0.00643,157423.1544,1015.550726028
1663221600,2022-09-15 06:00:00,ERSDL/USDT,0.00631,0.00631,0.00631,0.00631,1750.974,11.04864594
1663218000,2022-09-15 05:00:00,ERSDL/USDT,0.00634,0.0064,0.00632,0.00632,15766.548,100.019510787
1663214400,2022-09-15 04:00:00,ERSDL/USDT,0.00637,0.0064,0.00637,0.0064,14141.2138,90.444069449
1663210800,2022-09-15 03:00:00,ERSDL/USDT,0.00631,0.0064,0.0063,0.0063,48129.3469,305.375373621
1663207200,2022-09-15 02:00:00,ERSDL/USDT,0.0063,0.0063,0.0063,0.0063,0,0
1663203600,2022-09-15 01:00:00,ERSDL/USDT,0.00626,0.0063,0.00626,0.0063,12460.1479,78.49369339
1663200000,2022-09-15 00:00:00,ERSDL/USDT,0.00621,0.00621,0.00621,0.00621,0,0
1663196400,2022-09-14 23:00:00,ERSDL/USDT,0.00634,0.00634,0.00621,0.00621,92115.7388,580.363077823
1663192800,2022-09-14 22:00:00,ERSDL/USDT,0.0065,0.0065,0.00634,0.00634,71375.6332,457.979828129
1663189200,2022-09-14 21:00:00,ERSDL/USDT,0.0063,0.00649,0.0063,0.00649,148251.8154,949.857240022
1663185600,2022-09-14 20:00:00,ERSDL/USDT,0.00637,0.00639,0.00623,0.00623,41269.9147,260.091893627
1663182000,2022-09-14 19:00:00,ERSDL/USDT,0.00614,0.00637,0.00614,0.00637,94060.8788,590.645996088
1663178400,2022-09-14 18:00:00,ERSDL/USDT,0.0061,0.0061,0.0061,0.0061,223.3025,1.36214525
1663174800,2022-09-14 17:00:00,ERSDL/USDT,0.00612,0.00612,0.0061,0.0061,709.553,4.330547996
1663171200,2022-09-14 16:00:00,ERSDL/USDT,0.00618,0.00618,0.00618,0.00618,0,0
1663167600,2022-09-14 15:00:00,ERSDL/USDT,0.00626,0.00626,0.0061,0.00618,93185.573,574.458988802
1663164000,2022-09-14 14:00:00,ERSDL/USDT,0.00632,0.00632,0.0061,0.00631,362921.3147,2257.87374514
1663160400,2022-09-14 13:00:00,ERSDL/USDT,0.00628,0.00635,0.00627,0.00635,3272.8006,20.6876970673772
1663156800,2022-09-14 12:00:00,ERSDL/USDT,0.00632,0.00632,0.00628,0.00628,34860.7549,219.4184490091316
1663153200,2022-09-14 11:00:00,ERSDL/USDT,0.00637,0.00645,0.00631,0.00631,25637.00936228,163.2559250959868
1663149600,2022-09-14 10:00:00,ERSDL/USDT,0.00629,0.00642,0.00629,0.00642,30785.5549,196.270926113
1663146000,2022-09-14 09:00:00,ERSDL/USDT,0.00624,0.00624,0.00623,0.00623,2767.9652,17.244693382
1663142400,2022-09-14 08:00:00,ERSDL/USDT,0.00626,0.00626,0.00625,0.00625,233.5709,1.460274709
1663138800,2022-09-14 07:00:00,ERSDL/USDT,0.00632,0.00632,0.00632,0.00632,15.9093,0.100546776
1663135200,2022-09-14 06:00:00,ERSDL/USDT,0.0063,0.00632,0.00623,0.00632,28883.6815,181.324474915
1663131600,2022-09-14 05:00:00,ERSDL/USDT,0.0063,0.0063,0.0063,0.0063,156.25,0.984375
1663128000,2022-09-14 04:00:00,ERSDL/USDT,0.00639,0.0064,0.0063,0.0063,19256.37,122.402803338
1663124400,2022-09-14 03:00:00,ERSDL/USDT,0.00636,0.00639,0.00636,0.00639,966.784,6.156720957
1663120800,2022-09-14 02:00:00,ERSDL/USDT,0.00636,0.00636,0.00636,0.00636,21.6192,0.137498112
1663117200,2022-09-14 01:00:00,ERSDL/USDT,0.00635,0.00635,0.00635,0.00635,0,0
1663113600,2022-09-14 00:00:00,ERSDL/USDT,0.00635,0.00635,0.00635,0.00635,605.217,3.84312795
1663110000,2022-09-13 23:00:00,ERSDL/USDT,0.00635,0.00635,0.00635,0.00635,0,0
1663106400,2022-09-13 22:00:00,ERSDL/USDT,0.00635,0.00635,0.00635,0.00635,18174.1459,115.405826465
1663102800,2022-09-13 21:00:00,ERSDL/USDT,0.00635,0.00635,0.00634,0.00635,13857.0351,87.960061714
1663099200,2022-09-13 20:00:00,ERSDL/USDT,0.00634,0.0065,0.00618,0.00635,340158.6111,2158.174332729
1663095600,2022-09-13 19:00:00,ERSDL/USDT,0.00632,0.0064,0.00631,0.0064,25737.0701,163.268023085
1663092000,2022-09-13 18:00:00,ERSDL/USDT,0.00647,0.00647,0.00633,0.00633,65302.9742,417.089992207
1663088400,2022-09-13 17:00:00,ERSDL/USDT,0.00654,0.00654,0.00647,0.00647,21868.163,141.790148607
1663084800,2022-09-13 16:00:00,ERSDL/USDT,0.00655,0.00659,0.0065,0.00659,11335.7667,74.001196031
1663081200,2022-09-13 15:00:00,ERSDL/USDT,0.00658,0.0066,0.00658,0.0066,1012.878,6.683811446
1663077600,2022-09-13 14:00:00,ERSDL/USDT,0.00665,0.00671,0.00653,0.00653,77719.8429,510.661406452
1663074000,2022-09-13 13:00:00,ERSDL/USDT,0.00674,0.00674,0.0066,0.0066,56198.7095,375.378280017
1663070400,2022-09-13 12:00:00,ERSDL/USDT,0.00681,0.00681,0.00674,0.00674,16868.1805,114.451639178
1663066800,2022-09-13 11:00:00,ERSDL/USDT,0.00688,0.00689,0.0068,0.0068,13569.1898,93.105493682
1663063200,2022-09-13 10:00:00,ERSDL/USDT,0.00688,0.00688,0.00688,0.00688,0,0
1663059600,2022-09-13 09:00:00,ERSDL/USDT,0.00687,0.00688,0.00687,0.00688,6018.0337,41.371622187
1663056000,2022-09-13 08:00:00,ERSDL/USDT,0.00682,0.00688,0.00682,0.00688,16147.3781,110.999568972
1663052400,2022-09-13 07:00:00,ERSDL/USDT,0.00678,0.00678,0.00678,0.00678,1142.8571,7.748571138
1663048800,2022-09-13 06:00:00,ERSDL/USDT,0.00676,0.00683,0.00674,0.00683,20259.5701,137.364248091
1663045200,2022-09-13 05:00:00,ERSDL/USDT,0.00679,0.00679,0.00676,0.00676,1147.3026,7.763058314
1663041600,2022-09-13 04:00:00,ERSDL/USDT,0.0068,0.0068,0.0068,0.0068,697.8475,4.745363
1663038000,2022-09-13 03:00:00,ERSDL/USDT,0.0068,0.0068,0.0068,0.0068,744.363,5.0616684
1663034400,2022-09-13 02:00:00,ERSDL/USDT,0.0068,0.0068,0.0068,0.0068,5800.677,39.4446036
1663030800,2022-09-13 01:00:00,ERSDL/USDT,0.0068,0.0068,0.0068,0.0068,1957.0677,13.30806036
1663027200,2022-09-13 00:00:00,ERSDL/USDT,0.00682,0.00689,0.0068,0.0068,6209.9494,42.332199626
1663023600,2022-09-12 23:00:00,ERSDL/USDT,0.0069,0.0069,0.00682,0.00682,32840.9685,225.119761491
1663020000,2022-09-12 22:00:00,ERSDL/USDT,0.00693,0.00693,0.0069,0.0069,4188.235,28.935408341
1663016400,2022-09-12 21:00:00,ERSDL/USDT,0.00697,0.00701,0.00692,0.00701,3627.5766,25.186159916
1663012800,2022-09-12 20:00:00,ERSDL/USDT,0.0069,0.00703,0.0065,0.00702,1730606.9947,11760.676786919
1663009200,2022-09-12 19:00:00,ERSDL/USDT,0.00693,0.00701,0.00675,0.00688,455930.5326,3119.51245815
1663005600,2022-09-12 18:00:00,ERSDL/USDT,0.00701,0.00702,0.0069,0.007,88848.0122,621.66197022
1663002000,2022-09-12 17:00:00,ERSDL/USDT,0.00702,0.00702,0.00696,0.00696,262576.8089,1842.781836528
1662998400,2022-09-12 16:00:00,ERSDL/USDT,0.00699,0.00702,0.00697,0.00697,10230.3142,71.448212324
1662994800,2022-09-12 15:00:00,ERSDL/USDT,0.0071,0.00714,0.00698,0.00698,38181.3599,268.748967282
1662991200,2022-09-12 14:00:00,ERSDL/USDT,0.00707,0.0071,0.00702,0.00703,1793.2156,12.641018263
1662987600,2022-09-12 13:00:00,ERSDL/USDT,0.00705,0.00713,0.00703,0.00713,31803.658,225.362568386
1662984000,2022-09-12 12:00:00,ERSDL/USDT,0.00693,0.00705,0.00687,0.00705,234711.679,1632.741935544
1662980400,2022-09-12 11:00:00,ERSDL/USDT,0.00704,0.0071,0.00694,0.00694,103484.0071,723.500237536
1662976800,2022-09-12 10:00:00,ERSDL/USDT,0.00697,0.00704,0.00697,0.00704,20597.3962,144.249999284
1662973200,2022-09-12 09:00:00,ERSDL/USDT,0.00722,0.00722,0.0069,0.00697,1138584.1907,7942.555845122
1662969600,2022-09-12 08:00:00,ERSDL/USDT,0.00729,0.00741,0.0072,0.00728,210425.9471,1530.439777648
1662966000,2022-09-12 07:00:00,ERSDL/USDT,0.00703,0.00729,0.00703,0.00729,141360.0786,1017.504824822
1662962400,2022-09-12 06:00:00,ERSDL/USDT,0.00703,0.00703,0.00703,0.00703,1249.9147,8.786900341
1662958800,2022-09-12 05:00:00,ERSDL/USDT,0.00703,0.00703,0.00703,0.00703,0,0
1662955200,2022-09-12 04:00:00,ERSDL/USDT,0.00703,0.00703,0.00703,0.00703,1505.174,10.58137322
1662951600,2022-09-12 03:00:00,ERSDL/USDT,0.00706,0.00708,0.00703,0.00703,12670.9218,89.243132675
1662948000,2022-09-12 02:00:00,ERSDL/USDT,0.00705,0.0072,0.00705,0.00706,102622.4044,730.809866182
1662944400,2022-09-12 01:00:00,ERSDL/USDT,0.00682,0.00706,0.00682,0.00706,168281.6219,1172.595716611
1662940800,2022-09-12 00:00:00,ERSDL/USDT,0.00682,0.00682,0.00682,0.00682,0,0
1662937200,2022-09-11 23:00:00,ERSDL/USDT,0.00666,0.00689,0.00666,0.00682,188957.1456,1286.236379816
1662933600,2022-09-11 22:00:00,ERSDL/USDT,0.00666,0.00666,0.00666,0.00666,0,0
1662930000,2022-09-11 21:00:00,ERSDL/USDT,0.00667,0.00667,0.00659,0.00666,19897.0132,131.255774515
1662926400,2022-09-11 20:00:00,ERSDL/USDT,0.00666,0.00666,0.00666,0.00666,149.9099,0.998399934
1662922800,2022-09-11 19:00:00,ERSDL/USDT,0.00666,0.00696,0.0066,0.0066,439591.0205,2968.959821858
1662919200,2022-09-11 18:00:00,ERSDL/USDT,0.00669,0.00669,0.00666,0.00666,3425.4473,22.841270666
1662915600,2022-09-11 17:00:00,ERSDL/USDT,0.0067,0.0067,0.0067,0.0067,583.9948,3.91276516
1662912000,2022-09-11 16:00:00,ERSDL/USDT,0.00669,0.00677,0.00665,0.00677,19472.559,131.030263402
1662908400,2022-09-11 15:00:00,ERSDL/USDT,0.0067,0.0067,0.00669,0.00669,17526.8879,117.364417101
1662904800,2022-09-11 14:00:00,ERSDL/USDT,0.00671,0.00671,0.0067,0.0067,852.6572,5.71644296
1662901200,2022-09-11 13:00:00,ERSDL/USDT,0.00671,0.00682,0.00671,0.00671,42573.2201,288.220142132
1662897600,2022-09-11 12:00:00,ERSDL/USDT,0.00683,0.00683,0.0067,0.00671,44667.1813,301.316534729
1662894000,2022-09-11 11:00:00,ERSDL/USDT,0.00674,0.00689,0.00672,0.00689,170041.5872,1157.893760499
1662890400,2022-09-11 10:00:00,ERSDL/USDT,0.00675,0.00678,0.00669,0.00669,67989.7724,456.941614926
1662886800,2022-09-11 09:00:00,ERSDL/USDT,0.0068,0.0068,0.00675,0.00675,7889.5262,53.61484927
1662883200,2022-09-11 08:00:00,ERSDL/USDT,0.0068,0.00681,0.0068,0.00681,8970.1373,60.998399719
1662879600,2022-09-11 07:00:00,ERSDL/USDT,0.0068,0.0068,0.0068,0.0068,1522.4305,10.3525274
1662876000,2022-09-11 06:00:00,ERSDL/USDT,0.00681,0.00681,0.0068,0.0068,6589.07,44.805851859
1662872400,2022-09-11 05:00:00,ERSDL/USDT,0.0068,0.00681,0.0068,0.00681,1376.5913,9.365320662
1662868800,2022-09-11 04:00:00,ERSDL/USDT,0.00686,0.00686,0.00681,0.00681,9996.8727,68.119332677
1662865200,2022-09-11 03:00:00,ERSDL/USDT,0.00681,0.00681,0.00681,0.00681,500,3.405
1662861600,2022-09-11 02:00:00,ERSDL/USDT,0.00678,0.0069,0.00678,0.0068,87613.3536,597.410642042
1662858000,2022-09-11 01:00:00,ERSDL/USDT,0.00675,0.00675,0.00673,0.00673,19207.445,129.475680713
1662854400,2022-09-11 00:00:00,ERSDL/USDT,0.0068,0.0068,0.00675,0.00675,4731.7577,32.099963135
1662850800,2022-09-10 23:00:00,ERSDL/USDT,0.00692,0.00692,0.00679,0.0068,29380.5111,200.615186666
1662847200,2022-09-10 22:00:00,ERSDL/USDT,0.00674,0.00698,0.00666,0.00697,235423.7601,1608.467152284
1662843600,2022-09-10 21:00:00,ERSDL/USDT,0.00682,0.00682,0.00674,0.00674,15744.6523,106.346718293
1662840000,2022-09-10 20:00:00,ERSDL/USDT,0.00682,0.00685,0.00682,0.00682,46034.9989,314.913266174
1662836400,2022-09-10 19:00:00,ERSDL/USDT,0.00682,0.00684,0.00682,0.00684,8209.7487,56.135911438
1662832800,2022-09-10 18:00:00,ERSDL/USDT,0.00682,0.00684,0.00682,0.00684,1300.2749,8.87372277
1662829200,2022-09-10 17:00:00,ERSDL/USDT,0.00682,0.00684,0.00682,0.00682,19393.9942,132.442823954
1662825600,2022-09-10 16:00:00,ERSDL/USDT,0.00672,0.00684,0.00659,0.00676,349275.6757,2366.246646676
1662822000,2022-09-10 15:00:00,ERSDL/USDT,0.00694,0.00694,0.00665,0.00677,378518.3689,2563.111387642
1662818400,2022-09-10 14:00:00,ERSDL/USDT,0.00705,0.0071,0.00695,0.00695,50479.5558,353.757875659
1662814800,2022-09-10 13:00:00,ERSDL/USDT,0.00717,0.00719,0.00706,0.00706,232203.8659,1648.515030837
1662811200,2022-09-10 12:00:00,ERSDL/USDT,0.00701,0.00721,0.00697,0.0071,566305.5384,4038.539314281
1662807600,2022-09-10 11:00:00,ERSDL/USDT,0.00697,0.007,0.0069,0.007,11581.738,80.829938879
1662804000,2022-09-10 10:00:00,ERSDL/USDT,0.00696,0.00697,0.0069,0.0069,3753.4248,25.967897473
1662800400,2022-09-10 09:00:00,ERSDL/USDT,0.00682,0.007,0.00682,0.00695,458468.0841,3172.932547115
1662796800,2022-09-10 08:00:00,ERSDL/USDT,0.00682,0.00682,0.00682,0.00682,244.0601,1.664489882
1662793200,2022-09-10 07:00:00,ERSDL/USDT,0.00666,0.00689,0.00666,0.00682,115152.4724,782.286753335
1662789600,2022-09-10 06:00:00,ERSDL/USDT,0.00666,0.00671,0.00666,0.00666,5152.9528,34.335059088
1662786000,2022-09-10 05:00:00,ERSDL/USDT,0.00666,0.00666,0.00666,0.00666,5689.4348,37.891635768
1662782400,2022-09-10 04:00:00,ERSDL/USDT,0.0067,0.00672,0.00666,0.00667,10508.7474,70.207240595
1662778800,2022-09-10 03:00:00,ERSDL/USDT,0.00667,0.00667,0.00666,0.00666,726.2479,4.837948362
1662775200,2022-09-10 02:00:00,ERSDL/USDT,0.0067,0.00673,0.0067,0.00673,646.9272,4.348199956
1662771600,2022-09-10 01:00:00,ERSDL/USDT,0.0067,0.00673,0.00664,0.00664,3773.3971,25.253008586
1662768000,2022-09-10 00:00:00,ERSDL/USDT,0.00654,0.00673,0.00654,0.00664,49341.8802,328.394273775
1662764400,2022-09-09 23:00:00,ERSDL/USDT,0.00662,0.00666,0.00649,0.00649,34382.9211,225.112249656
1662760800,2022-09-09 22:00:00,ERSDL/USDT,0.00674,0.00676,0.00658,0.00662,48325.9752,320.174248738
1662757200,2022-09-09 21:00:00,ERSDL/USDT,0.0067,0.00678,0.00659,0.00669,75238.3921,505.916631419
1662753600,2022-09-09 20:00:00,ERSDL/USDT,0.00655,0.00671,0.00643,0.00671,232973.1335,1540.721003203
1662750000,2022-09-09 19:00:00,ERSDL/USDT,0.00658,0.00658,0.00643,0.00655,45017.0353,292.357834827
1662746400,2022-09-09 18:00:00,ERSDL/USDT,0.00659,0.00659,0.00653,0.00658,48530.4286,318.529352998
1662742800,2022-09-09 17:00:00,ERSDL/USDT,0.00659,0.00667,0.00659,0.00659,215448.0041,1428.140235607
1662739200,2022-09-09 16:00:00,ERSDL/USDT,0.00662,0.00662,0.00649,0.00659,87323.1752,569.650104742
1662735600,2022-09-09 15:00:00,ERSDL/USDT,0.0066,0.00668,0.00652,0.00668,308516.6776,2036.356641067
1662732000,2022-09-09 14:00:00,ERSDL/USDT,0.00674,0.0068,0.0064,0.0066,1132446.0123,7478.78434396
1662728400,2022-09-09 13:00:00,ERSDL/USDT,0.00702,0.0071,0.00668,0.00668,573176.0301,3921.65324097
1662724800,2022-09-09 12:00:00,ERSDL/USDT,0.00696,0.00728,0.0069,0.00701,349441.064,2477.413946847
1662721200,2022-09-09 11:00:00,ERSDL/USDT,0.0072,0.0072,0.00682,0.00688,241016.3166,1688.870229155
1662717600,2022-09-09 10:00:00,ERSDL/USDT,0.00669,0.00726,0.00669,0.00726,283742.5723,1998.163397799
1662714000,2022-09-09 09:00:00,ERSDL/USDT,0.00662,0.0068,0.00649,0.00665,225110.5251,1500.898120883
1662710400,2022-09-09 08:00:00,ERSDL/USDT,0.00654,0.00666,0.00654,0.00656,20410.7782,135.352310212
1662706800,2022-09-09 07:00:00,ERSDL/USDT,0.0066,0.00665,0.00654,0.00654,39190.7654,257.63312085
1662703200,2022-09-09 06:00:00,ERSDL/USDT,0.00664,0.00664,0.0066,0.00661,15727.3537,104.088888487
1662699600,2022-09-09 05:00:00,ERSDL/USDT,0.00669,0.00669,0.00664,0.00664,10335.1547,68.6971208
1662696000,2022-09-09 04:00:00,ERSDL/USDT,0.00644,0.00677,0.00644,0.00665,114640.5711,758.209102614
1662692400,2022-09-09 03:00:00,ERSDL/USDT,0.0064,0.00647,0.00639,0.0064,17810.9519,114.896319446
1662688800,2022-09-09 02:00:00,ERSDL/USDT,0.00633,0.00649,0.00633,0.0064,132452.1141,852.182868056
1662685200,2022-09-09 01:00:00,ERSDL/USDT,0.0064,0.0064,0.00611,0.00635,442056.8755,2764.13911675
1662681600,2022-09-09 00:00:00,ERSDL/USDT,0.00652,0.00652,0.0064,0.0064,130106.9373,842.037468608
1662678000,2022-09-08 23:00:00,ERSDL/USDT,0.00656,0.00656,0.00653,0.00653,16263.8284,106.291487134
1662674400,2022-09-08 22:00:00,ERSDL/USDT,0.00662,0.00662,0.00656,0.00656,39452.4384,260.342466509
1662670800,2022-09-08 21:00:00,ERSDL/USDT,0.00674,0.00674,0.00662,0.00662,102006.0241,677.042313143
1662667200,2022-09-08 20:00:00,ERSDL/USDT,0.00659,0.00679,0.00657,0.00679,353154.6143,2336.730484792
1662663600,2022-09-08 19:00:00,ERSDL/USDT,0.00663,0.00665,0.00659,0.00659,109395.2185,721.751633395
1662660000,2022-09-08 18:00:00,ERSDL/USDT,0.00649,0.00678,0.00631,0.00663,1443760.0047,9377.139937121
1662656400,2022-09-08 17:00:00,ERSDL/USDT,0.00642,0.00719,0.00637,0.00649,1707083.5247,11557.174757249
1662652800,2022-09-08 16:00:00,ERSDL/USDT,0.00654,0.00668,0.00624,0.00647,541330.7345,3525.349161174
1662649200,2022-09-08 15:00:00,ERSDL/USDT,0.00634,0.00657,0.00624,0.00649,424932.2214,2773.178731838
1662645600,2022-09-08 14:00:00,ERSDL/USDT,0.00617,0.00639,0.00616,0.00634,36713.4199,232.364688481
1662642000,2022-09-08 13:00:00,ERSDL/USDT,0.00617,0.00629,0.00616,0.00616,474343.1063,2934.432256857
1662638400,2022-09-08 12:00:00,ERSDL/USDT,0.00638,0.00638,0.00617,0.00617,249741.6262,1560.365390048
1662634800,2022-09-08 11:00:00,ERSDL/USDT,0.00644,0.00656,0.0063,0.00638,863502.5631,5519.828636229
1662631200,2022-09-08 10:00:00,ERSDL/USDT,0.00636,0.00648,0.00619,0.00639,172613.2795,1091.314264046
1662627600,2022-09-08 09:00:00,ERSDL/USDT,0.00651,0.00651,0.0061,0.00636,607794.054,3777.393133928
1662624000,2022-09-08 08:00:00,ERSDL/USDT,0.00634,0.00689,0.00634,0.00654,597680.0887,3959.463250921
