https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FRONT,Volume BTC
1663459200,2022-09-18 00:00:00,FRONT/BTC,0.00001189,0.00001189,0.00001189,0.00001189,8.8016,0.000104651024
1663372800,2022-09-17 00:00:00,FRONT/BTC,0.000011119,0.000012799,0.000011013,0.000011928,420058.485,4.9906569045554
1663286400,2022-09-16 00:00:00,FRONT/BTC,0.000011011,0.000011197,0.000010861,0.000011123,59609.701,0.6566597627961
1663200000,2022-09-15 00:00:00,FRONT/BTC,0.000011565,0.00001166,0.000010989,0.000011038,42083.149,0.4743347036121
1663113600,2022-09-14 00:00:00,FRONT/BTC,0.000011581,0.00001166,0.000011268,0.000011537,31662.6816,0.3640240759319
1663027200,2022-09-13 00:00:00,FRONT/BTC,0.000010998,0.000012741,0.000010956,0.000011648,394855.149,4.7198271324401
1662940800,2022-09-12 00:00:00,FRONT/BTC,0.000011338,0.000011452,0.000010991,0.000010991,122171.6337,1.3706910051437
1662854400,2022-09-11 00:00:00,FRONT/BTC,0.000011487,0.000014165,0.000011205,0.000011338,303725.7994,3.7367886634319
1662768000,2022-09-10 00:00:00,FRONT/BTC,0.000011562,0.000011646,0.000011302,0.000011487,96377.1408,1.1090086743927
1662681600,2022-09-09 00:00:00,FRONT/BTC,0.000012325,0.00001293,0.000011509,0.000011558,128059.9319,1.5622745491936
1662595200,2022-09-08 00:00:00,FRONT/BTC,0.000011856,0.000012561,0.000011804,0.000012351,169465.7932,2.0779358268201
1662508800,2022-09-07 00:00:00,FRONT/BTC,0.000011226,0.000012623,0.000011226,0.000011884,119363.0904,1.4413111694699
1662422400,2022-09-06 00:00:00,FRONT/BTC,0.000011305,0.00001319,0.000011175,0.000011266,412066.4296,5.0606593611379
1662336000,2022-09-05 00:00:00,FRONT/BTC,0.000011051,0.000011362,0.000010884,0.000011268,50526.2234,0.5625517407857
1662249600,2022-09-04 00:00:00,FRONT/BTC,0.000010922,0.000011609,0.000010899,0.000011025,115030.3958,1.3095556707099
1662163200,2022-09-03 00:00:00,FRONT/BTC,0.000010785,0.000011027,0.000010779,0.000010933,21220.4051,0.2309433410815
1662076800,2022-09-02 00:00:00,FRONT/BTC,0.000010728,0.000011088,0.000010648,0.000010784,71370.5252,0.7730049751674
1661990400,2022-09-01 00:00:00,FRONT/BTC,0.000010993,0.000011045,0.000010441,0.000010712,75689.5915,0.8085368967793
1661904000,2022-08-31 00:00:00,FRONT/BTC,0.000011011,0.000011079,0.000010894,0.00001101,23121.5791,0.253965888768
1661817600,2022-08-30 00:00:00,FRONT/BTC,0.000011113,0.000011242,0.000010971,0.000011003,48190.1655,0.5336824705791
1661731200,2022-08-29 00:00:00,FRONT/BTC,0.000011316,0.000011329,0.000010971,0.000011143,19651.8789,0.2199003623856
1661644800,2022-08-28 00:00:00,FRONT/BTC,0.000011354,0.000011502,0.000011305,0.000011406,29545.7621,0.3363644165272
1661558400,2022-08-27 00:00:00,FRONT/BTC,0.000010927,0.000011356,0.000010855,0.000011293,66548.8197,0.738198785755
1661472000,2022-08-26 00:00:00,FRONT/BTC,0.000011187,0.000011381,0.000010854,0.000010938,71328.1415,0.7966227228425
1661385600,2022-08-25 00:00:00,FRONT/BTC,0.000011284,0.000011408,0.000011072,0.000011142,25220.7534,0.2817777362571
1661299200,2022-08-24 00:00:00,FRONT/BTC,0.000011132,0.000011384,0.000011056,0.000011214,48321.8261,0.5442402734774
1661212800,2022-08-23 00:00:00,FRONT/BTC,0.000011035,0.000011437,0.000011035,0.000011141,28952.9814,0.3252201249616
1661126400,2022-08-22 00:00:00,FRONT/BTC,0.000011274,0.000011274,0.000010971,0.000011049,17132.6438,0.1904401030382
1661040000,2022-08-21 00:00:00,FRONT/BTC,0.000010773,0.00001163,0.000010748,0.000011285,45094.4276,0.509336204207
