https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume OMG
1663545600000,2022-09-19 00:00:00,OMG/ETH,0.00126185,0.00126665,0.00125526,0.00126394,0.9537691240000001,754.6
1663459200000,2022-09-18 00:00:00,OMG/ETH,0.00124676,0.00128564,0.00123437,0.00125412,18.68138643166238,14896.01189014
1663372800000,2022-09-17 00:00:00,OMG/ETH,0.00123094,0.00125461,0.00122761,0.00124381,17.55203737282915,14111.51009626
1663286400000,2022-09-16 00:00:00,OMG/ETH,0.00116986,0.00123444,0.00116779,0.00123154,18.040853096097454,14649.01919231
1663200000000,2022-09-15 00:00:00,OMG/ETH,0.00110461,0.00118,0.00108654,0.00117777,16.97564573436858,14413.37929678
1663113600000,2022-09-14 00:00:00,OMG/ETH,0.00112675,0.00113472,0.00110412,0.00110767,13.102559236280898,11828.93753219
1663027200000,2022-09-13 00:00:00,OMG/ETH,0.00114859,0.00116644,0.00112632,0.0011331,15.114081555982665,13338.70051715
1662940800000,2022-09-12 00:00:00,OMG/ETH,0.00109857,0.00120698,0.00108628,0.00115162,16.735089889681955,14531.78122096
1662854400000,2022-09-11 00:00:00,OMG/ETH,0.00108779,0.00111057,0.00108218,0.00109706,15.858823339495558,14455.74839981
1662768000000,2022-09-10 00:00:00,OMG/ETH,0.00112484,0.00113741,0.00108489,0.00108602,15.95531347818259,14691.54663651
1662681600000,2022-09-09 00:00:00,OMG/ETH,0.00113014,0.00113907,0.00109997,0.00112526,15.921654738908506,14149.31192694
1662595200000,2022-09-08 00:00:00,OMG/ETH,0.00111391,0.00113156,0.00109052,0.00113092,14.570880521456802,12884.09482674
1662508800000,2022-09-07 00:00:00,OMG/ETH,0.00108377,0.00118092,0.0010829,0.00110952,15.743048290490815,14189.06219851
1662422400000,2022-09-06 00:00:00,OMG/ETH,0.00115732,0.00115732,0.00107179,0.0010832,15.920515594070194,14697.66949231
1662336000000,2022-09-05 00:00:00,OMG/ETH,0.00121098,0.00121249,0.00114282,0.00115315,15.886559117903204,13776.66315562
1662249600000,2022-09-04 00:00:00,OMG/ETH,0.00115147,0.00121639,0.00114887,0.00120994,17.768390457663678,14685.34841204
1662163200000,2022-09-03 00:00:00,OMG/ETH,0.00113773,0.00116101,0.0011337,0.00115024,16.652086389942642,14477.0538235
1662076800000,2022-09-02 00:00:00,OMG/ETH,0.00113612,0.00115187,0.00111997,0.00113601,16.05566138405974,14133.38032593
1661990400000,2022-09-01 00:00:00,OMG/ETH,0.00115698,0.00116764,0.00112865,0.00113717,16.383839034773207,14407.55474975
1661904000000,2022-08-31 00:00:00,OMG/ETH,0.00119046,0.00119097,0.00115404,0.00116717,16.086243026119018,13782.26224639
1661817600000,2022-08-30 00:00:00,OMG/ETH,0.00120046,0.00120697,0.0011712,0.00119005,17.188890934914088,14443.83927979
1661731200000,2022-08-29 00:00:00,OMG/ETH,0.00120429,0.00122,0.00118788,0.00120143,17.751117360466754,14774.99093619
1661644800000,2022-08-28 00:00:00,OMG/ETH,0.00119573,0.00121031,0.00118717,0.00120332,17.60532608926905,14630.62700634
1661558400000,2022-08-27 00:00:00,OMG/ETH,0.00117856,0.00121175,0.00117389,0.00119302,17.26420717059472,14471.01236408
1661472000000,2022-08-26 00:00:00,OMG/ETH,0.00117135,0.0011847,0.00115599,0.00117894,17.047839282885914,14460.31119725
1661385600000,2022-08-25 00:00:00,OMG/ETH,0.00117806,0.00119231,0.00114632,0.00117197,16.77152343371133,14310.539889
1661299200000,2022-08-24 00:00:00,OMG/ETH,0.00118356,0.00120007,0.00117746,0.00117899,17.302857239999998,14676
1661212800000,2022-08-23 00:00:00,OMG/ETH,0.00118365,0.0012087,0.00117899,0.00118512,16.998648143355044,14343.39825786
1661126400000,2022-08-22 00:00:00,OMG/ETH,0.00119775,0.00120179,0.00119245,0.00119453,0.839037872,702.4
1661040000000,2022-08-21 00:00:00,OMG/ETH,0.00118834,0.00121621,0.00118,0.00119921,17.863915081339346,14896.40269956
1660953600000,2022-08-20 00:00:00,OMG/ETH,0.00117435,0.00119009,0.00115908,0.00118904,17.116447342197954,14395.18211515
