https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ILA,Volume USDT
1663329600,2022-09-16 12:00:00,ILA/USDT,0.002712,0.002712,0.002712,0.002712,46.8863,0.1271556456
1663326000,2022-09-16 11:00:00,ILA/USDT,0.002744,0.002744,0.002711,0.002711,11610.8685,31.5630382417
1663322400,2022-09-16 10:00:00,ILA/USDT,0.00266,0.00278,0.002627,0.002778,282342.9942,762.6805202789
1663318800,2022-09-16 09:00:00,ILA/USDT,0.002637,0.002727,0.002631,0.002666,264658.4821,697.5852091016
1663315200,2022-09-16 08:00:00,ILA/USDT,0.002675,0.002675,0.002637,0.002637,14247.0139,37.7092767054
1663311600,2022-09-16 07:00:00,ILA/USDT,0.002637,0.002701,0.002637,0.002701,7751.5888,20.7841491801
1663308000,2022-09-16 06:00:00,ILA/USDT,0.002655,0.002675,0.002636,0.002675,148268.4409,395.9002761358
1663304400,2022-09-16 05:00:00,ILA/USDT,0.002696,0.002696,0.002656,0.002656,9406.4405,25.07910731
1663300800,2022-09-16 04:00:00,ILA/USDT,0.002659,0.002698,0.002659,0.002698,25787.6148,69.5294096885
1663297200,2022-09-16 03:00:00,ILA/USDT,0.002697,0.002697,0.002697,0.002697,7400.1166,19.9581144702
1663293600,2022-09-16 02:00:00,ILA/USDT,0.002697,0.002697,0.002697,0.002697,12406.4405,33.4601700285
1663290000,2022-09-16 01:00:00,ILA/USDT,0.002756,0.002759,0.00266,0.002697,60771.3403,165.7944011125
1663286400,2022-09-16 00:00:00,ILA/USDT,0.002763,0.002763,0.002763,0.002763,0,0
1663282800,2022-09-15 23:00:00,ILA/USDT,0.002767,0.002767,0.002685,0.002763,71248.9786,193.0597661673
1663279200,2022-09-15 22:00:00,ILA/USDT,0.002769,0.002769,0.002769,0.002769,167.7564,0.4645174716
1663275600,2022-09-15 21:00:00,ILA/USDT,0.002769,0.002769,0.002769,0.002769,0,0
1663272000,2022-09-15 20:00:00,ILA/USDT,0.002796,0.002796,0.002769,0.002769,29158.3064,80.7674016751
1663268400,2022-09-15 19:00:00,ILA/USDT,0.002798,0.002798,0.002798,0.002798,0,0
1663264800,2022-09-15 18:00:00,ILA/USDT,0.002723,0.002798,0.002723,0.002798,73937.1634,202.6818951197
1663261200,2022-09-15 17:00:00,ILA/USDT,0.002698,0.002698,0.002698,0.002698,452.625,1.22118225
1663257600,2022-09-15 16:00:00,ILA/USDT,0.002702,0.002723,0.0027,0.002723,56647.2719,152.9544756422
1663254000,2022-09-15 15:00:00,ILA/USDT,0.002743,0.002743,0.002702,0.002702,101213.3721,274.3999266261
1663250400,2022-09-15 14:00:00,ILA/USDT,0.002756,0.002756,0.002712,0.002743,87788.3578,238.5462255695
1663246800,2022-09-15 13:00:00,ILA/USDT,0.002769,0.002769,0.002759,0.002759,1854.7522,5.1288175189
1663243200,2022-09-15 12:00:00,ILA/USDT,0.002786,0.0028,0.002786,0.0028,10511.0058,29.4129698718
1663239600,2022-09-15 11:00:00,ILA/USDT,0.00276,0.00276,0.00276,0.00276,56762.9427,156.665721852
1663236000,2022-09-15 10:00:00,ILA/USDT,0.002734,0.002838,0.002734,0.00276,101851.3518,283.5716751393
1663232400,2022-09-15 09:00:00,ILA/USDT,0.002779,0.00278,0.002708,0.002708,135103.2988,372.5979601002
1663228800,2022-09-15 08:00:00,ILA/USDT,0.002773,0.002773,0.002746,0.00276,367473.7123,1014.1591486461
1663225200,2022-09-15 07:00:00,ILA/USDT,0.002721,0.002771,0.00272,0.002771,149176.981,408.5194884048
1663221600,2022-09-15 06:00:00,ILA/USDT,0.002812,0.002812,0.00261,0.002701,1378927.5139,3760.2826326582
1663218000,2022-09-15 05:00:00,ILA/USDT,0.002773,0.002838,0.002772,0.002812,97411.8652,271.5190262141
1663214400,2022-09-15 04:00:00,ILA/USDT,0.002813,0.002813,0.002772,0.002773,415973.1294,1153.9048618458
1663210800,2022-09-15 03:00:00,ILA/USDT,0.002774,0.002838,0.002774,0.002838,74545.1858,211.5020648612
1663207200,2022-09-15 02:00:00,ILA/USDT,0.002774,0.002838,0.002773,0.002773,72191.6477,202.6166926975
1663203600,2022-09-15 01:00:00,ILA/USDT,0.002813,0.002813,0.002773,0.002773,5000,13.934026024
1663200000,2022-09-15 00:00:00,ILA/USDT,0.002813,0.002838,0.002773,0.002838,20202.3403,56.5036468283
1663196400,2022-09-14 23:00:00,ILA/USDT,0.002812,0.002838,0.002812,0.002838,4779.4666,13.5217003294
1663192800,2022-09-14 22:00:00,ILA/USDT,0.002838,0.002838,0.002785,0.002785,62766.7069,177.3981414574
1663189200,2022-09-14 21:00:00,ILA/USDT,0.002825,0.002838,0.002825,0.002838,6209.2304,17.6069282303
1663185600,2022-09-14 20:00:00,ILA/USDT,0.002771,0.002824,0.002771,0.002824,276806.9052,777.2775503189
1663182000,2022-09-14 19:00:00,ILA/USDT,0.002798,0.0028,0.002769,0.0028,24574.6181,68.7876190303
1663178400,2022-09-14 18:00:00,ILA/USDT,0.002838,0.002838,0.00277,0.00277,53453.6542,149.6807396571
1663174800,2022-09-14 17:00:00,ILA/USDT,0.002864,0.002871,0.002828,0.002864,9392.9094,26.8076922935
1663171200,2022-09-14 16:00:00,ILA/USDT,0.002891,0.002891,0.002891,0.002891,0,0
1663167600,2022-09-14 15:00:00,ILA/USDT,0.002864,0.002891,0.002864,0.002891,372.0744,1.0731810816
1663164000,2022-09-14 14:00:00,ILA/USDT,0.002812,0.002898,0.002812,0.002898,55880.5856,159.1985515493
1663160400,2022-09-14 13:00:00,ILA/USDT,0.002864,0.002864,0.002774,0.002774,58042.0662,162.8258645169
1663156800,2022-09-14 12:00:00,ILA/USDT,0.002838,0.002899,0.002838,0.002899,66684.571,191.0125962089
1663153200,2022-09-14 11:00:00,ILA/USDT,0.002778,0.002863,0.002777,0.002838,208298.9335,581.4024554624
1663149600,2022-09-14 10:00:00,ILA/USDT,0.002763,0.002778,0.002756,0.002778,208403.7804,577.5086044651
1663146000,2022-09-14 09:00:00,ILA/USDT,0.00277,0.0028,0.002767,0.002767,60570.2528,168.4504177114
1663142400,2022-09-14 08:00:00,ILA/USDT,0.002769,0.00277,0.002769,0.00277,102069.4355,282.6391322789
1663138800,2022-09-14 07:00:00,ILA/USDT,0.002769,0.00277,0.002769,0.002769,56076.2849,155.2942008162
1663135200,2022-09-14 06:00:00,ILA/USDT,0.00286,0.00286,0.00274,0.00274,394315.2383,1096.5495690873
1663131600,2022-09-14 05:00:00,ILA/USDT,0.003047,0.003047,0.002627,0.002864,4741675.7799,13314.5274518319
1663128000,2022-09-14 04:00:00,ILA/USDT,0.00303,0.00308,0.00303,0.00308,118471.7518,359.0273338596
1663124400,2022-09-14 03:00:00,ILA/USDT,0.00303,0.00303,0.00303,0.00303,252674.8004,765.604645212
1663120800,2022-09-14 02:00:00,ILA/USDT,0.00303,0.00303,0.00303,0.00303,0,0
1663117200,2022-09-14 01:00:00,ILA/USDT,0.0031,0.0031,0.00303,0.00303,27963.1436,85.3362935648
1663113600,2022-09-14 00:00:00,ILA/USDT,0.003067,0.003099,0.003067,0.003099,16220.7877,49.9999998116
1663110000,2022-09-13 23:00:00,ILA/USDT,0.003031,0.003031,0.003031,0.003031,0,0
1663106400,2022-09-13 22:00:00,ILA/USDT,0.003031,0.003031,0.003031,0.003031,0,0
1663102800,2022-09-13 21:00:00,ILA/USDT,0.003074,0.003074,0.003031,0.003031,20577.9489,62.4745427839
1663099200,2022-09-13 20:00:00,ILA/USDT,0.003059,0.003059,0.003059,0.003059,0,0
1663095600,2022-09-13 19:00:00,ILA/USDT,0.003098,0.003098,0.003059,0.003059,8126.2038,25.1362661388
1663092000,2022-09-13 18:00:00,ILA/USDT,0.003152,0.003152,0.003077,0.003077,13336.2116,41.4841570583
1663088400,2022-09-13 17:00:00,ILA/USDT,0.003055,0.003191,0.003055,0.003156,33337.8628,104.9111819683
1663084800,2022-09-13 16:00:00,ILA/USDT,0.003055,0.003055,0.003055,0.003055,4064.4337,12.4168449535
1663081200,2022-09-13 15:00:00,ILA/USDT,0.003066,0.003066,0.00303,0.00303,39678.747,120.3247794241
1663077600,2022-09-13 14:00:00,ILA/USDT,0.0031,0.0031,0.003066,0.003066,171687.6896,531.8956223162
1663074000,2022-09-13 13:00:00,ILA/USDT,0.003163,0.003163,0.0031,0.0031,563255.9936,1765.8060848099
1663070400,2022-09-13 12:00:00,ILA/USDT,0.003195,0.003199,0.003159,0.003174,338415.8677,1074.0057199782
1663066800,2022-09-13 11:00:00,ILA/USDT,0.003201,0.003201,0.003198,0.003198,76525.3077,244.8737516415
1663063200,2022-09-13 10:00:00,ILA/USDT,0.003233,0.003233,0.003201,0.003201,39630.4322,126.965109735
1663059600,2022-09-13 09:00:00,ILA/USDT,0.003239,0.003269,0.003217,0.003233,85649.8081,277.9130547166
1663056000,2022-09-13 08:00:00,ILA/USDT,0.003269,0.003269,0.003269,0.003269,6427.1315,21.0102928735
1663052400,2022-09-13 07:00:00,ILA/USDT,0.003239,0.003269,0.003239,0.003269,248094.9699,804.5693749201
1663048800,2022-09-13 06:00:00,ILA/USDT,0.00325,0.00325,0.003239,0.003239,74235.8506,240.9155225917
1663045200,2022-09-13 05:00:00,ILA/USDT,0.003291,0.003292,0.00325,0.003276,93167.3624,302.9584867058
1663041600,2022-09-13 04:00:00,ILA/USDT,0.00335,0.00335,0.003251,0.00328,346612.7279,1131.5883848981
1663038000,2022-09-13 03:00:00,ILA/USDT,0.003291,0.003399,0.003291,0.00335,601427.9127,2002.115007523
1663034400,2022-09-13 02:00:00,ILA/USDT,0.00325,0.00328,0.00325,0.00328,62847.4005,205.6288803459
1663030800,2022-09-13 01:00:00,ILA/USDT,0.003271,0.003271,0.00325,0.00325,66364.8425,216.8972048494
1663027200,2022-09-13 00:00:00,ILA/USDT,0.003271,0.003271,0.003271,0.003271,109202.1708,357.2003006868
1663023600,2022-09-12 23:00:00,ILA/USDT,0.003271,0.0033,0.003271,0.0033,121211.5323,399.9971769794
1663020000,2022-09-12 22:00:00,ILA/USDT,0.003296,0.003299,0.003296,0.003299,25951.8242,85.6082562337
1663016400,2022-09-12 21:00:00,ILA/USDT,0.003299,0.003299,0.003243,0.003291,14829.994,48.4589472358
1663012800,2022-09-12 20:00:00,ILA/USDT,0.003241,0.003398,0.003241,0.003331,285467.2244,951.7366903961
1663009200,2022-09-12 19:00:00,ILA/USDT,0.003176,0.003241,0.003176,0.003241,62270.022,200.9865854567
1663005600,2022-09-12 18:00:00,ILA/USDT,0.003148,0.003148,0.003148,0.003148,11774.1906,37.0651520088
1663002000,2022-09-12 17:00:00,ILA/USDT,0.003235,0.003239,0.003146,0.003175,51055.8664,162.4318241044
1662998400,2022-09-12 16:00:00,ILA/USDT,0.003202,0.003239,0.003144,0.003239,138326.0399,438.1014544756
1662994800,2022-09-12 15:00:00,ILA/USDT,0.003171,0.003234,0.003143,0.003204,37276.5468,119.4341361755
1662991200,2022-09-12 14:00:00,ILA/USDT,0.003234,0.003234,0.003138,0.003149,296351.9501,947.9784559507
1662987600,2022-09-12 13:00:00,ILA/USDT,0.00326,0.003399,0.003202,0.003234,600588.0881,1983.2144785479
1662984000,2022-09-12 12:00:00,ILA/USDT,0.003228,0.00326,0.003228,0.00326,1935.7415,6.2813613103
1662980400,2022-09-12 11:00:00,ILA/USDT,0.003339,0.003339,0.0032,0.003201,360865.4765,1167.5464133334
1662976800,2022-09-12 10:00:00,ILA/USDT,0.003202,0.003374,0.0032,0.003374,317514.7848,1052.6111735509
1662973200,2022-09-12 09:00:00,ILA/USDT,0.0032,0.003202,0.0032,0.003202,7778.8968,24.8925322208
1662969600,2022-09-12 08:00:00,ILA/USDT,0.003195,0.0032,0.003195,0.0032,184046.4974,588.8975323232
1662966000,2022-09-12 07:00:00,ILA/USDT,0.003181,0.003191,0.003159,0.003191,39050.9907,123.4852406771
1662962400,2022-09-12 06:00:00,ILA/USDT,0.003181,0.003181,0.003181,0.003181,0,0
1662958800,2022-09-12 05:00:00,ILA/USDT,0.003159,0.003188,0.003159,0.003181,4052.5056,12.837958459
1662955200,2022-09-12 04:00:00,ILA/USDT,0.003159,0.003159,0.003159,0.003159,0,0
1662951600,2022-09-12 03:00:00,ILA/USDT,0.003159,0.003159,0.003159,0.003159,65870.188,208.083923892
1662948000,2022-09-12 02:00:00,ILA/USDT,0.003171,0.003171,0.003171,0.003171,817.3012,2.5916621052
1662944400,2022-09-12 01:00:00,ILA/USDT,0.003136,0.003175,0.003136,0.003175,5211.1612,16.4141967286
1662940800,2022-09-12 00:00:00,ILA/USDT,0.003171,0.003175,0.003131,0.00317,15640.6445,49.3476878089
1662937200,2022-09-11 23:00:00,ILA/USDT,0.00317,0.00317,0.00317,0.00317,3543.9883,11.234442911
1662933600,2022-09-11 22:00:00,ILA/USDT,0.00317,0.00317,0.00317,0.00317,1097.7448,3.479851016
1662930000,2022-09-11 21:00:00,ILA/USDT,0.003131,0.0032,0.003131,0.003131,78386.2426,247.8209999132
1662926400,2022-09-11 20:00:00,ILA/USDT,0.003169,0.003169,0.00313,0.00313,94939.2166,297.602189298
1662922800,2022-09-11 19:00:00,ILA/USDT,0.003135,0.003169,0.00313,0.003169,141760.7482,443.9503635781
1662919200,2022-09-11 18:00:00,ILA/USDT,0.003162,0.003163,0.003162,0.003163,134183.1409,424.3506982982
1662915600,2022-09-11 17:00:00,ILA/USDT,0.003162,0.003162,0.003162,0.003162,2218.7752,7.0157671824
1662912000,2022-09-11 16:00:00,ILA/USDT,0.003164,0.003164,0.003164,0.003164,0,0
1662908400,2022-09-11 15:00:00,ILA/USDT,0.00315,0.003165,0.003,0.003164,1088771.721,3366.4201013916
1662904800,2022-09-11 14:00:00,ILA/USDT,0.003176,0.003176,0.0031,0.00315,62265.1347,193.6044443351
1662901200,2022-09-11 13:00:00,ILA/USDT,0.003159,0.003202,0.003159,0.003202,6058.1021,19.3389719015
1662897600,2022-09-11 12:00:00,ILA/USDT,0.003202,0.003227,0.003125,0.003125,183195.0513,580.3118123957
1662894000,2022-09-11 11:00:00,ILA/USDT,0.003206,0.003206,0.003206,0.003206,198.83,0.63744898
1662890400,2022-09-11 10:00:00,ILA/USDT,0.003225,0.003232,0.003202,0.003202,18646.0961,60.0681785043
1662886800,2022-09-11 09:00:00,ILA/USDT,0.003203,0.003203,0.003203,0.003203,1581.8395,5.0666319185
1662883200,2022-09-11 08:00:00,ILA/USDT,0.003206,0.003228,0.0032,0.003228,16550.0071,53.1195676707
1662879600,2022-09-11 07:00:00,ILA/USDT,0.003202,0.003243,0.0032,0.003243,35213.7226,113.1536359413
1662876000,2022-09-11 06:00:00,ILA/USDT,0.003262,0.003298,0.003203,0.003203,60236.3039,196.0337857416
1662872400,2022-09-11 05:00:00,ILA/USDT,0.003262,0.003262,0.003262,0.003262,37.5788,0.1225820456
1662868800,2022-09-11 04:00:00,ILA/USDT,0.003291,0.003298,0.003226,0.003298,36260.3637,119.0211647385
1662865200,2022-09-11 03:00:00,ILA/USDT,0.003299,0.003361,0.003296,0.003296,65181.7402,215.9817581375
1662861600,2022-09-11 02:00:00,ILA/USDT,0.003262,0.003296,0.003214,0.003296,596949.7475,1965.8331525564
1662858000,2022-09-11 01:00:00,ILA/USDT,0.003296,0.003296,0.003296,0.003296,0,0
1662854400,2022-09-11 00:00:00,ILA/USDT,0.003177,0.003296,0.003176,0.003296,289952.3849,922.1919712243
1662850800,2022-09-10 23:00:00,ILA/USDT,0.003228,0.003228,0.003128,0.003181,121509.4624,381.6636702914
1662847200,2022-09-10 22:00:00,ILA/USDT,0.003332,0.003332,0.00323,0.00323,141347.3159,466.4924115338
1662843600,2022-09-10 21:00:00,ILA/USDT,0.003331,0.003369,0.003331,0.003331,14507.2305,48.3735835679
1662840000,2022-09-10 20:00:00,ILA/USDT,0.003331,0.003331,0.003331,0.003331,12500,41.6375
1662836400,2022-09-10 19:00:00,ILA/USDT,0.003338,0.00337,0.003331,0.003331,81998.4247,273.7077538582
1662832800,2022-09-10 18:00:00,ILA/USDT,0.003201,0.003332,0.003201,0.003331,561468.5693,1849.2998505186
1662829200,2022-09-10 17:00:00,ILA/USDT,0.0032,0.003202,0.003152,0.003202,17933.6402,57.153969503
1662825600,2022-09-10 16:00:00,ILA/USDT,0.003228,0.003259,0.003109,0.0032,157602.9266,503.3778700693
1662822000,2022-09-10 15:00:00,ILA/USDT,0.003298,0.003298,0.003201,0.00326,36855.0158,120.4267110584
1662818400,2022-09-10 14:00:00,ILA/USDT,0.003299,0.0033,0.003299,0.0033,24825.8037,81.9251002066
1662814800,2022-09-10 13:00:00,ILA/USDT,0.003262,0.003298,0.003262,0.003298,14359.8517,47.1707156512
1662811200,2022-09-10 12:00:00,ILA/USDT,0.003262,0.003262,0.003262,0.003262,3880.6117,12.6585553654
1662807600,2022-09-10 11:00:00,ILA/USDT,0.003243,0.003262,0.003243,0.003262,14655.6476,47.7962899976
1662804000,2022-09-10 10:00:00,ILA/USDT,0.003226,0.0033,0.003201,0.003233,142356.2712,466.0090070603
1662800400,2022-09-10 09:00:00,ILA/USDT,0.003238,0.003238,0.003226,0.003226,18313.1546,59.243822239
1662796800,2022-09-10 08:00:00,ILA/USDT,0.003205,0.00333,0.003201,0.003236,191880.7394,628.334524187
1662793200,2022-09-10 07:00:00,ILA/USDT,0.003201,0.003201,0.003201,0.003201,0,0
1662789600,2022-09-10 06:00:00,ILA/USDT,0.003217,0.003299,0.003201,0.003201,90838.0376,297.4024667638
1662786000,2022-09-10 05:00:00,ILA/USDT,0.003146,0.003217,0.003146,0.003217,76664.4436,244.9451166276
1662782400,2022-09-10 04:00:00,ILA/USDT,0.003121,0.003131,0.003121,0.003131,17935.0501,56.0212227375
1662778800,2022-09-10 03:00:00,ILA/USDT,0.00316,0.00316,0.003096,0.003121,311350.8284,966.5120507082
1662775200,2022-09-10 02:00:00,ILA/USDT,0.003185,0.003185,0.003185,0.003185,941.9152,2.999999912
1662771600,2022-09-10 01:00:00,ILA/USDT,0.003146,0.003187,0.003146,0.003185,45024.2163,143.0178001012
1662768000,2022-09-10 00:00:00,ILA/USDT,0.003107,0.003113,0.003105,0.003105,97217.0026,301.9730645938
1662764400,2022-09-09 23:00:00,ILA/USDT,0.003104,0.003104,0.003104,0.003104,0,0
1662760800,2022-09-09 22:00:00,ILA/USDT,0.003104,0.003104,0.003104,0.003104,0,0
1662757200,2022-09-09 21:00:00,ILA/USDT,0.003196,0.0032,0.003104,0.003104,92106.4538,287.7200025472
1662753600,2022-09-09 20:00:00,ILA/USDT,0.003155,0.0032,0.003155,0.003168,47378.4907,151.1037269536
1662750000,2022-09-09 19:00:00,ILA/USDT,0.00309,0.003169,0.00309,0.003155,60222.5922,187.3796235186
1662746400,2022-09-09 18:00:00,ILA/USDT,0.00305,0.003125,0.003048,0.00309,998900.3102,3048.0373742454
1662742800,2022-09-09 17:00:00,ILA/USDT,0.003243,0.003496,0.003001,0.003081,2543808.3628,8071.3582922588
1662739200,2022-09-09 16:00:00,ILA/USDT,0.003156,0.003269,0.003151,0.003213,276077.8726,877.9789982722
1662735600,2022-09-09 15:00:00,ILA/USDT,0.003262,0.003262,0.00312,0.003151,490535.4841,1569.2124747482
1662732000,2022-09-09 14:00:00,ILA/USDT,0.00325,0.003499,0.003215,0.00325,1330043.9579,4412.0716282004
1662728400,2022-09-09 13:00:00,ILA/USDT,0.003269,0.0036,0.0032,0.003271,2498166.7024,8550.7733052345
1662724800,2022-09-09 12:00:00,ILA/USDT,0.003302,0.0034,0.003269,0.003299,147956.6997,494.5217812493
1662721200,2022-09-09 11:00:00,ILA/USDT,0.003303,0.003477,0.003303,0.003332,509002.9559,1728.0752759573
1662717600,2022-09-09 10:00:00,ILA/USDT,0.003299,0.003541,0.003207,0.0033,1521743.2629,5228.5435860692
1662714000,2022-09-09 09:00:00,ILA/USDT,0.003303,0.00339,0.003265,0.003265,427901.3477,1426.5337863215
1662710400,2022-09-09 08:00:00,ILA/USDT,0.003299,0.003366,0.003201,0.003303,334800.7587,1093.5676983953
1662706800,2022-09-09 07:00:00,ILA/USDT,0.003179,0.0034,0.003179,0.003261,347664.7253,1148.2602993236
1662703200,2022-09-09 06:00:00,ILA/USDT,0.003179,0.003179,0.003179,0.003179,22194.2624,70.5555601696
1662699600,2022-09-09 05:00:00,ILA/USDT,0.003132,0.003179,0.003132,0.003179,60919.003,193.1556540831
1662696000,2022-09-09 04:00:00,ILA/USDT,0.003086,0.003132,0.003086,0.003103,14933.3553,46.5391089255
1662692400,2022-09-09 03:00:00,ILA/USDT,0.003082,0.003082,0.003069,0.003069,6161.7601,18.9257843911
1662688800,2022-09-09 02:00:00,ILA/USDT,0.003082,0.003082,0.003082,0.003082,32.7495,0.100933959
1662685200,2022-09-09 01:00:00,ILA/USDT,0.003073,0.003082,0.003069,0.003082,4414.995,13.5636466905
1662681600,2022-09-09 00:00:00,ILA/USDT,0.003077,0.003077,0.003077,0.003077,198.2528,0.6100238656
1662678000,2022-09-08 23:00:00,ILA/USDT,0.003075,0.003077,0.003075,0.003077,117.6237,0.3618241181
1662674400,2022-09-08 22:00:00,ILA/USDT,0.003073,0.003073,0.003073,0.003073,35.613,0.109438749
1662670800,2022-09-08 21:00:00,ILA/USDT,0.003044,0.003073,0.003044,0.003073,4784.907,14.6161994496
1662667200,2022-09-08 20:00:00,ILA/USDT,0.003059,0.003059,0.003002,0.003002,122625.7276,370.7893572519
1662663600,2022-09-08 19:00:00,ILA/USDT,0.003136,0.003159,0.003063,0.003098,181914.9386,565.5540458532
1662660000,2022-09-08 18:00:00,ILA/USDT,0.003132,0.003132,0.003132,0.003132,0,0
1662656400,2022-09-08 17:00:00,ILA/USDT,0.003085,0.003132,0.003057,0.003132,21852.4566,67.1366874291
1662652800,2022-09-08 16:00:00,ILA/USDT,0.003115,0.003115,0.003086,0.003086,49671.3777,154.0480808237
1662649200,2022-09-08 15:00:00,ILA/USDT,0.003105,0.003115,0.003105,0.003115,221.477,0.689506251
1662645600,2022-09-08 14:00:00,ILA/USDT,0.003105,0.003169,0.003105,0.003115,123302.2581,384.3534266541
1662642000,2022-09-08 13:00:00,ILA/USDT,0.003226,0.003226,0.003102,0.00313,31792.5613,100.9556417023
1662638400,2022-09-08 12:00:00,ILA/USDT,0.003152,0.003226,0.00315,0.003226,21011.1425,67.1266675429
1662634800,2022-09-08 11:00:00,ILA/USDT,0.003179,0.003179,0.003082,0.003152,41082.7594,128.585234314
1662631200,2022-09-08 10:00:00,ILA/USDT,0.00315,0.003181,0.00312,0.003181,67946.7841,214.7974166784
1662627600,2022-09-08 09:00:00,ILA/USDT,0.00315,0.00315,0.00315,0.00315,53.6809,0.169094835
1662624000,2022-09-08 08:00:00,ILA/USDT,0.00313,0.003176,0.00312,0.003176,15167.0258,47.6465943512
1662620400,2022-09-08 07:00:00,ILA/USDT,0.00315,0.003151,0.00315,0.00315,18308.9091,57.6746504628
1662616800,2022-09-08 06:00:00,ILA/USDT,0.003176,0.00326,0.00313,0.00313,170077.4145,534.7884947971
1662613200,2022-09-08 05:00:00,ILA/USDT,0.003131,0.003202,0.003131,0.003202,111778.2076,355.0686098358
1662609600,2022-09-08 04:00:00,ILA/USDT,0.003115,0.003129,0.003104,0.003129,36966.1261,114.8281196394
1662606000,2022-09-08 03:00:00,ILA/USDT,0.003124,0.003124,0.003049,0.003103,111071.4796,341.7009719643
1662602400,2022-09-08 02:00:00,ILA/USDT,0.003131,0.003217,0.003086,0.003156,117813.9982,371.9080375423
