https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MARS4,Volume USDT
1663459200,2022-09-18 00:00:00,MARS4/USDT,0.00146,0.00146,0.0014,0.00141,2171812.0755,3057.825175919
1663372800,2022-09-17 00:00:00,MARS4/USDT,0.00146,0.00151,0.00139,0.00146,17221211.7147,24756.301695904
1663286400,2022-09-16 00:00:00,MARS4/USDT,0.00149,0.00152,0.0014,0.00146,27843998.1287,40608.381030065
1663200000,2022-09-15 00:00:00,MARS4/USDT,0.00164,0.00169,0.00147,0.00149,21024455.5225,33311.818463455
1663113600,2022-09-14 00:00:00,MARS4/USDT,0.0017,0.00177,0.00164,0.00165,28048108.5199,48083.273462522
1663027200,2022-09-13 00:00:00,MARS4/USDT,0.00175,0.00176,0.00167,0.0017,37380268.3095,64250.192993312
1662940800,2022-09-12 00:00:00,MARS4/USDT,0.00171,0.00176,0.00168,0.00175,23980503.0817,41093.84861478
1662854400,2022-09-11 00:00:00,MARS4/USDT,0.00182,0.00182,0.00164,0.00171,36085980.4276,61833.397747064
1662768000,2022-09-10 00:00:00,MARS4/USDT,0.00169,0.00183,0.00166,0.00182,41240218.7581,70282.849574986
1662681600,2022-09-09 00:00:00,MARS4/USDT,0.00166,0.0017,0.00166,0.0017,21130982.5981,35569.581864851
1662595200,2022-09-08 00:00:00,MARS4/USDT,0.0017,0.0017,0.00161,0.00166,36653477.0844,61259.059422176
1662508800,2022-09-07 00:00:00,MARS4/USDT,0.00163,0.0017,0.00154,0.00169,30370634.0141,49297.870989642
1662422400,2022-09-06 00:00:00,MARS4/USDT,0.00172,0.00175,0.00156,0.00164,40570008.6018,67977.348996331
1662336000,2022-09-05 00:00:00,MARS4/USDT,0.00186,0.00188,0.00172,0.00172,21388230.7323,37956.141366671
1662249600,2022-09-04 00:00:00,MARS4/USDT,0.00174,0.00297,0.00171,0.00185,184409764.3362,378825.311635011
1662163200,2022-09-03 00:00:00,MARS4/USDT,0.00176,0.0018,0.00152,0.00174,48562693.4958,81824.851372412
1662076800,2022-09-02 00:00:00,MARS4/USDT,0.00175,0.0018,0.0017,0.00175,30793339.1103,53717.458493731
1661990400,2022-09-01 00:00:00,MARS4/USDT,0.00186,0.00191,0.00174,0.00175,27440303.7124,50116.430032305
1661904000,2022-08-31 00:00:00,MARS4/USDT,0.00193,0.00197,0.00183,0.00186,28289346.309,54391.328771219
1661817600,2022-08-30 00:00:00,MARS4/USDT,0.00214,0.00219,0.00188,0.00193,33500619.1454,68259.048797374
1661731200,2022-08-29 00:00:00,MARS4/USDT,0.00192,0.00234,0.00189,0.00214,51985527.5655,105289.805400948
1661644800,2022-08-28 00:00:00,MARS4/USDT,0.00199,0.00204,0.00189,0.00191,39762311.6848,78819.799573783
1661558400,2022-08-27 00:00:00,MARS4/USDT,0.00201,0.00207,0.00196,0.00199,15812348.2179,31805.3480307
1661472000,2022-08-26 00:00:00,MARS4/USDT,0.0023,0.0023,0.00201,0.00202,30941440.1029,67285.52998543
1661385600,2022-08-25 00:00:00,MARS4/USDT,0.00228,0.00235,0.00223,0.0023,22724337.1845,52006.03006061
1661299200,2022-08-24 00:00:00,MARS4/USDT,0.00245,0.00246,0.00222,0.00229,41717023.9998,96497.050183844
1661212800,2022-08-23 00:00:00,MARS4/USDT,0.0025,0.0025,0.00238,0.00246,33532165.0942,81650.42619117
1661126400,2022-08-22 00:00:00,MARS4/USDT,0.00237,0.0026,0.00227,0.00248,43230232.3478,103779.765632641
1661040000,2022-08-21 00:00:00,MARS4/USDT,0.00246,0.00269,0.00233,0.00238,43538889.4251,106144.552744831
1660953600,2022-08-20 00:00:00,MARS4/USDT,0.00292,0.003,0.00233,0.00245,60592009.7618,156630.901057696
1660867200,2022-08-19 00:00:00,MARS4/USDT,0.00232,0.00608,0.00228,0.0029,281030212.7534,825363.621529709
1660780800,2022-08-18 00:00:00,MARS4/USDT,0.00249,0.0025,0.00228,0.00231,40552487.5284,96751.502049707
1660694400,2022-08-17 00:00:00,MARS4/USDT,0.0026,0.0042,0.00241,0.00249,43891994.3849,119887.51214797
1660608000,2022-08-16 00:00:00,MARS4/USDT,0.00241,0.0035,0.00236,0.0026,70349459.21883686,191942.910395146952
1660521600,2022-08-15 00:00:00,MARS4/USDT,0.00229,0.00285,0.00227,0.00241,59439030.5561,147861.754794584
1660435200,2022-08-14 00:00:00,MARS4/USDT,0.00223,0.00233,0.00216,0.0023,21408482.5813,48081.418007319
1660348800,2022-08-13 00:00:00,MARS4/USDT,0.00216,0.00231,0.00215,0.00222,20386502.2728,45002.526925443
1660262400,2022-08-12 00:00:00,MARS4/USDT,0.00216,0.00221,0.00211,0.00216,40110046.936,86773.939589422
1660176000,2022-08-11 00:00:00,MARS4/USDT,0.00226,0.00244,0.00215,0.00217,36467106.2828,82763.643709042
1660089600,2022-08-10 00:00:00,MARS4/USDT,0.00213,0.00228,0.00208,0.00225,43519356.7678,94089.701068057
1660003200,2022-08-09 00:00:00,MARS4/USDT,0.00229,0.00233,0.00205,0.00213,39244833.8297,83141.791955836
