https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTO,Volume BTC
1663459200,2022-09-18 00:00:00,LTO/BTC,0.00000418,0.00000418,0.00000418,0.00000418,2413.0969,0.010086745042
1663372800,2022-09-17 00:00:00,LTO/BTC,0.00000417,0.0000042,0.0000041,0.00000415,16459.2038,0.068109661915
1663286400,2022-09-16 00:00:00,LTO/BTC,0.0000041,0.00000421,0.00000406,0.00000414,2189.1166,0.00901141617
1663200000,2022-09-15 00:00:00,LTO/BTC,0.00000405,0.00000427,0.00000404,0.00000414,4255.041,0.017566171265
1663113600,2022-09-14 00:00:00,LTO/BTC,0.00000393,0.00000417,0.00000393,0.00000407,8739.2666,0.034989004418
1663027200,2022-09-13 00:00:00,LTO/BTC,0.00000385,0.00000405,0.00000379,0.00000396,30935.9744,0.121839941971
1662940800,2022-09-12 00:00:00,LTO/BTC,0.00000406,0.00000406,0.00000384,0.00000387,45199.3917,0.177062888955
1662854400,2022-09-11 00:00:00,LTO/BTC,0.0000041,0.0000041,0.00000402,0.00000404,4319.7271,0.017461999018
1662768000,2022-09-10 00:00:00,LTO/BTC,0.00000399,0.00000417,0.00000399,0.00000406,12442.7881,0.050875680169
1662681600,2022-09-09 00:00:00,LTO/BTC,0.00000432,0.00000438,0.00000398,0.00000402,338767.7804,1.43160996063
1662595200,2022-09-08 00:00:00,LTO/BTC,0.00000425,0.00000439,0.0000042,0.00000428,48651.2231,0.207892370205
1662508800,2022-09-07 00:00:00,LTO/BTC,0.00000423,0.00000426,0.00000416,0.00000423,22732.4348,0.09555741991
1662422400,2022-09-06 00:00:00,LTO/BTC,0.0000043,0.00000437,0.00000421,0.00000425,6152.6578,0.02625604932
1662336000,2022-09-05 00:00:00,LTO/BTC,0.0000043,0.00000442,0.00000422,0.00000427,12978.1293,0.055691544815
1662249600,2022-09-04 00:00:00,LTO/BTC,0.00000425,0.00000438,0.00000421,0.00000426,2816.5357,0.011953161303
1662163200,2022-09-03 00:00:00,LTO/BTC,0.00000419,0.0000043,0.00000417,0.00000425,21480.9854,0.091395915971
1662076800,2022-09-02 00:00:00,LTO/BTC,0.00000429,0.00000429,0.0000042,0.00000421,10184.0623,0.043131899208
1661990400,2022-09-01 00:00:00,LTO/BTC,0.00000416,0.00000455,0.00000416,0.00000427,43252.3005,0.185481077925
1661904000,2022-08-31 00:00:00,LTO/BTC,0.00000419,0.00000419,0.00000406,0.00000416,70950.0066,0.291577014459
1661817600,2022-08-30 00:00:00,LTO/BTC,0.00000428,0.00000429,0.00000411,0.00000422,54614.2689,0.226290761677
1661731200,2022-08-29 00:00:00,LTO/BTC,0.00000403,0.00000455,0.000004,0.00000427,82807.3889,0.358694806716
1661644800,2022-08-28 00:00:00,LTO/BTC,0.00000407,0.00000412,0.00000399,0.00000399,10015.1358,0.040666747977
1661558400,2022-08-27 00:00:00,LTO/BTC,0.00000413,0.00000442,0.00000406,0.00000408,26528.0957,0.10955723992
1661472000,2022-08-26 00:00:00,LTO/BTC,0.00000425,0.0000043,0.00000406,0.00000409,15343.6991,0.063617724264
1661385600,2022-08-25 00:00:00,LTO/BTC,0.00000408,0.00000435,0.00000404,0.00000423,35106.7007,0.147983686979
1661299200,2022-08-24 00:00:00,LTO/BTC,0.00000404,0.00000413,0.000004,0.00000408,7484.0233,0.030318934042
1661212800,2022-08-23 00:00:00,LTO/BTC,0.00000407,0.00000425,0.00000398,0.00000406,34437.1343,0.140582782948
1661126400,2022-08-22 00:00:00,LTO/BTC,0.00000423,0.00000423,0.000004,0.00000403,8205.9723,0.033217076092
1661040000,2022-08-21 00:00:00,LTO/BTC,0.00000409,0.00000428,0.00000406,0.00000421,36941.1499,0.154965476333
1660953600,2022-08-20 00:00:00,LTO/BTC,0.00000413,0.00000427,0.00000401,0.00000403,15117.6368,0.062055077079
1660867200,2022-08-19 00:00:00,LTO/BTC,0.00000405,0.00000413,0.00000387,0.00000409,60492.1891,0.24283291801
1660780800,2022-08-18 00:00:00,LTO/BTC,0.00000421,0.0000043,0.00000406,0.00000406,22535.7445,0.095188241848
1660694400,2022-08-17 00:00:00,LTO/BTC,0.00000439,0.00000453,0.00000418,0.00000421,183971.1164,0.810198509207
1660608000,2022-08-16 00:00:00,LTO/BTC,0.00000429,0.00000451,0.00000421,0.00000439,176934.9341,0.772697186907
1660521600,2022-08-15 00:00:00,LTO/BTC,0.00000428,0.00000443,0.00000424,0.00000426,4530.4297,0.019486358327
1660435200,2022-08-14 00:00:00,LTO/BTC,0.00000452,0.00000452,0.00000426,0.00000426,29744.0083,0.130799298878
1660348800,2022-08-13 00:00:00,LTO/BTC,0.00000435,0.00000465,0.00000435,0.00000447,205892.6084,0.93303664847
1660262400,2022-08-12 00:00:00,LTO/BTC,0.0000044,0.00000445,0.00000432,0.00000435,39643.3286,0.173333687909
1660176000,2022-08-11 00:00:00,LTO/BTC,0.00000432,0.00000442,0.00000424,0.00000442,73681.9443,0.318317028276
1660089600,2022-08-10 00:00:00,LTO/BTC,0.00000435,0.00000458,0.00000428,0.00000433,115801.1433,0.510328376019
1660003200,2022-08-09 00:00:00,LTO/BTC,0.0000043,0.00000447,0.00000426,0.00000432,36528.7447,0.158059703142
1659916800,2022-08-08 00:00:00,LTO/BTC,0.00000435,0.00000442,0.0000043,0.00000432,186215.8434,0.808725579989
1659830400,2022-08-07 00:00:00,LTO/BTC,0.00000442,0.00000457,0.00000435,0.00000436,16353.4166,0.072058793564
1659744000,2022-08-06 00:00:00,LTO/BTC,0.00000444,0.00000444,0.00000438,0.00000439,5383.0256,0.023699178046
1659657600,2022-08-05 00:00:00,LTO/BTC,0.00000442,0.00000448,0.00000437,0.00000441,204011.8167,0.898429752175
1659571200,2022-08-04 00:00:00,LTO/BTC,0.00000435,0.00000455,0.00000433,0.00000443,346233.381,1.530411663979
1659484800,2022-08-03 00:00:00,LTO/BTC,0.0000043,0.0000044,0.00000425,0.00000434,189968.0255,0.818235676239
1659398400,2022-08-02 00:00:00,LTO/BTC,0.00000437,0.00000453,0.00000422,0.0000043,34932.3976,0.152166750674
1659312000,2022-08-01 00:00:00,LTO/BTC,0.00000431,0.00000443,0.00000422,0.00000436,134092.5888,0.58337897553
1659225600,2022-07-31 00:00:00,LTO/BTC,0.00000421,0.0000045,0.00000421,0.00000432,323256.7464,1.394539027925
1659139200,2022-07-30 00:00:00,LTO/BTC,0.00000421,0.00000448,0.00000417,0.0000042,243758.5427,1.047490301268
1659052800,2022-07-29 00:00:00,LTO/BTC,0.00000414,0.00000436,0.0000041,0.00000423,226703.9429,0.972693225846
1658966400,2022-07-28 00:00:00,LTO/BTC,0.00000417,0.00000419,0.00000407,0.00000411,13218.9014,0.054502098954
1658880000,2022-07-27 00:00:00,LTO/BTC,0.00000438,0.00000439,0.00000411,0.00000417,111912.5682,0.475683176612
1658793600,2022-07-26 00:00:00,LTO/BTC,0.00000428,0.00000453,0.00000425,0.00000437,216902.9064,0.949918062122
1658707200,2022-07-25 00:00:00,LTO/BTC,0.00000427,0.00000567,0.00000422,0.00000432,789693.5612,3.820916081611
1658620800,2022-07-24 00:00:00,LTO/BTC,0.00000414,0.0000045,0.00000406,0.00000426,589338.1715,2.565991530774
1658534400,2022-07-23 00:00:00,LTO/BTC,0.0000039,0.00000425,0.00000388,0.00000416,275694.0074,1.140156700761
1658448000,2022-07-22 00:00:00,LTO/BTC,0.00000403,0.00000412,0.0000039,0.00000394,11833.8987,0.047773196254
1658361600,2022-07-21 00:00:00,LTO/BTC,0.00000382,0.00000411,0.0000038,0.00000407,59914.1141,0.240977182096
1658275200,2022-07-20 00:00:00,LTO/BTC,0.00000406,0.00000424,0.00000381,0.00000384,124290.6573,0.508921203115
1658188800,2022-07-19 00:00:00,LTO/BTC,0.00000417,0.00000432,0.00000403,0.00000407,38154.3408,0.159276504868
1658102400,2022-07-18 00:00:00,LTO/BTC,0.00000426,0.0000045,0.00000412,0.00000412,106259.9807,0.453652400813
1658016000,2022-07-17 00:00:00,LTO/BTC,0.00000427,0.00000441,0.00000421,0.00000428,14559.0273,0.062746166473
1657929600,2022-07-16 00:00:00,LTO/BTC,0.00000427,0.00000441,0.00000417,0.00000425,17036.4944,0.072235817255
1657843200,2022-07-15 00:00:00,LTO/BTC,0.00000442,0.00000453,0.00000419,0.00000425,20541.9292,0.089441995184
1657756800,2022-07-14 00:00:00,LTO/BTC,0.00000411,0.00000453,0.00000406,0.00000444,126388.6197,0.547996174685
1657670400,2022-07-13 00:00:00,LTO/BTC,0.00000397,0.00000442,0.00000391,0.00000412,141297.2327,0.580843793879
1657584000,2022-07-12 00:00:00,LTO/BTC,0.00000398,0.00000414,0.00000398,0.00000399,192072.3223,0.769412441751
1657497600,2022-07-11 00:00:00,LTO/BTC,0.00000412,0.00000415,0.00000398,0.00000399,4274.3557,0.017354222611
1657411200,2022-07-10 00:00:00,LTO/BTC,0.00000407,0.00000414,0.00000403,0.00000409,14538.9828,0.059198261739
1657324800,2022-07-09 00:00:00,LTO/BTC,0.0000041,0.00000424,0.000004,0.00000405,16064.9837,0.065516981908
1657238400,2022-07-08 00:00:00,LTO/BTC,0.00000401,0.0000041,0.00000396,0.00000407,198835.0676,0.808542531081
1657152000,2022-07-07 00:00:00,LTO/BTC,0.00000423,0.00000482,0.000004,0.00000403,122147.06178092,0.5637517582060548
1657065600,2022-07-06 00:00:00,LTO/BTC,0.00000387,0.0000045,0.00000387,0.0000042,336105.3041,1.429238887571
1656979200,2022-07-05 00:00:00,LTO/BTC,0.00000396,0.00000418,0.00000384,0.00000389,140533.11802858,0.5527077574429284
1656892800,2022-07-04 00:00:00,LTO/BTC,0.0000041,0.00000412,0.00000396,0.00000396,20326.83598557,0.0826591200659813
1656806400,2022-07-03 00:00:00,LTO/BTC,0.00000414,0.00000425,0.00000386,0.0000041,75924.9898,0.304088663839
1656720000,2022-07-02 00:00:00,LTO/BTC,0.00000422,0.0000049,0.00000414,0.00000414,463484.44386396,2.0582885608509924
1656633600,2022-07-01 00:00:00,LTO/BTC,0.00000396,0.00000447,0.00000388,0.00000427,159555.90786397,0.6662021601679842
