https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WOOP,Volume USDT
1661472000,2022-08-26 00:00:00,WOOP/USDT,0.03886,0.04261,0.035,0.03585,517589.0487,20148.769281745
1661385600,2022-08-25 00:00:00,WOOP/USDT,0.03733,0.04642,0.03721,0.03842,1636476.5509,65910.047091191
1661299200,2022-08-24 00:00:00,WOOP/USDT,0.03694,0.04105,0.0361,0.03701,241030.8179,9149.442833677
1661212800,2022-08-23 00:00:00,WOOP/USDT,0.03722,0.03783,0.03671,0.03672,67053.4495,2492.359878329
1661126400,2022-08-22 00:00:00,WOOP/USDT,0.04005,0.04011,0.03681,0.0372,496850.4729,18945.820957466
1661040000,2022-08-21 00:00:00,WOOP/USDT,0.03701,0.04198,0.03701,0.04005,482860.8521,19178.584804369
1660953600,2022-08-20 00:00:00,WOOP/USDT,0.03698,0.03764,0.03673,0.03673,152374.9194,5715.823761576
1660867200,2022-08-19 00:00:00,WOOP/USDT,0.04112,0.04139,0.03623,0.03698,745505.4392,28871.919699517
1660780800,2022-08-18 00:00:00,WOOP/USDT,0.04147,0.04189,0.04017,0.04139,77792.1759,3229.091449902
1660694400,2022-08-17 00:00:00,WOOP/USDT,0.04305,0.044,0.04025,0.0416,289962.0114,12274.334138433
1660608000,2022-08-16 00:00:00,WOOP/USDT,0.04229,0.04454,0.04229,0.04262,114779.9663,4966.658045812
1660521600,2022-08-15 00:00:00,WOOP/USDT,0.04164,0.04642,0.04014,0.04229,669761.4689,28206.364757243
1660435200,2022-08-14 00:00:00,WOOP/USDT,0.04206,0.04468,0.04029,0.04164,463593.0641,19898.471541962
1660348800,2022-08-13 00:00:00,WOOP/USDT,0.0425,0.0473,0.04112,0.04246,576068.8426,24877.155484883
1660262400,2022-08-12 00:00:00,WOOP/USDT,0.0428,0.04455,0.04066,0.0425,449996.5282,18976.978468411
1660176000,2022-08-11 00:00:00,WOOP/USDT,0.047,0.04929,0.04258,0.04325,350871.4811,16094.837601827
1660089600,2022-08-10 00:00:00,WOOP/USDT,0.0478,0.0489,0.04581,0.04721,253380.8695,11952.866737378
1660003200,2022-08-09 00:00:00,WOOP/USDT,0.05185,0.05338,0.04624,0.04779,370656.2446,17928.478382682
1659916800,2022-08-08 00:00:00,WOOP/USDT,0.05167,0.05409,0.04924,0.05185,317947.8034,16082.087022369
1659830400,2022-08-07 00:00:00,WOOP/USDT,0.05339,0.05339,0.0503,0.0513,381355.6236,19599.993937739
1659744000,2022-08-06 00:00:00,WOOP/USDT,0.05391,0.05391,0.05149,0.0534,98482.9727,5190.319200402
1659657600,2022-08-05 00:00:00,WOOP/USDT,0.05341,0.06072,0.05093,0.05435,637872.6018,34470.204794549
1659571200,2022-08-04 00:00:00,WOOP/USDT,0.06216,0.06859,0.04492,0.05373,3596935.77,196329.448490159
1659484800,2022-08-03 00:00:00,WOOP/USDT,0.0599,0.06493,0.05827,0.06215,244179.4755,15154.22784368
1659398400,2022-08-02 00:00:00,WOOP/USDT,0.0552,0.06424,0.05401,0.0599,1677450.9379,99132.668938297
1659312000,2022-08-01 00:00:00,WOOP/USDT,0.05401,0.05674,0.05353,0.05543,2419780.4708,133258.738302959
1659225600,2022-07-31 00:00:00,WOOP/USDT,0.05165,0.06112,0.05114,0.05395,4638381.8614,254063.250675308
1659139200,2022-07-30 00:00:00,WOOP/USDT,0.05436,0.05977,0.04434,0.05128,3350557.4315,177307.479303908
1659052800,2022-07-29 00:00:00,WOOP/USDT,0.06011,0.06036,0.04735,0.0544,4691315.949,255367.635968039
1658966400,2022-07-28 00:00:00,WOOP/USDT,0.02857,0.06729,0.02665,0.06058,21912321.58751803,1095161.337998432546
1658880000,2022-07-27 00:00:00,WOOP/USDT,0.02293,0.03042,0.02263,0.02857,3115974.21070238,82226.71499382721
1658793600,2022-07-26 00:00:00,WOOP/USDT,0.02459,0.0249,0.02136,0.02274,3818844.0989,87289.430952156
1658707200,2022-07-25 00:00:00,WOOP/USDT,0.0213,0.0285,0.0195,0.02441,14183246.44804562,325863.7410850957366
1658620800,2022-07-24 00:00:00,WOOP/USDT,0.01588,0.024,0.01567,0.0214,20327206.15266832,412825.7532668882411
1658534400,2022-07-23 00:00:00,WOOP/USDT,0.01591,0.01717,0.0151,0.01581,1485968.9976,23677.338937665
1658448000,2022-07-22 00:00:00,WOOP/USDT,0.01611,0.01717,0.01561,0.01616,1720131.0592,27947.13382314
1658361600,2022-07-21 00:00:00,WOOP/USDT,0.01611,0.0168,0.01427,0.01611,4776788.28426668,73410.5378608515248
1658275200,2022-07-20 00:00:00,WOOP/USDT,0.01714,0.01787,0.016,0.01611,1144915.43656965,19149.1221907207406
1658188800,2022-07-19 00:00:00,WOOP/USDT,0.0171,0.01799,0.01521,0.01705,2157218.25213848,35722.3786053976878
1658102400,2022-07-18 00:00:00,WOOP/USDT,0.01633,0.0178,0.01601,0.01691,2353202.92431784,38989.1386010594947
1658016000,2022-07-17 00:00:00,WOOP/USDT,0.0169,0.01779,0.01503,0.01633,3004011.16059615,49835.7659165385325
1657929600,2022-07-16 00:00:00,WOOP/USDT,0.01695,0.01747,0.01545,0.01693,2102054.97387859,34037.6649912681982
1657843200,2022-07-15 00:00:00,WOOP/USDT,0.01608,0.0181,0.01498,0.01694,4471194.70262938,72611.7432500370051
1657756800,2022-07-14 00:00:00,WOOP/USDT,0.0154,0.01678,0.01515,0.01608,2965313.66774373,46933.7921624367143
1657670400,2022-07-13 00:00:00,WOOP/USDT,0.015,0.01848,0.0145,0.0156,10056772.14345139,158318.1175464368243
1657584000,2022-07-12 00:00:00,WOOP/USDT,0.01533,0.01639,0.01451,0.01497,5826991.08434213,89021.6097917134817
1657497600,2022-07-11 00:00:00,WOOP/USDT,0.01615,0.022,0.01471,0.01534,10166370.62421311,172939.8636237903293
1657411200,2022-07-10 00:00:00,WOOP/USDT,0.023,0.0233,0.01535,0.01635,10121684.6830636,178861.2066496266602
1657324800,2022-07-09 00:00:00,WOOP/USDT,0.0251,0.02589,0.02256,0.02293,508181.29459516,12408.5542438605195
1657238400,2022-07-08 00:00:00,WOOP/USDT,0.02841,0.02866,0.02475,0.02512,1933874.21007651,52027.1168368602354
1657152000,2022-07-07 00:00:00,WOOP/USDT,0.0269,0.03182,0.02603,0.02851,2998838.54217515,86091.3581268120358
1657065600,2022-07-06 00:00:00,WOOP/USDT,0.02647,0.02772,0.0262,0.02706,646349.95211741,17410.6580686409127
1656979200,2022-07-05 00:00:00,WOOP/USDT,0.02816,0.02868,0.02546,0.02667,749328.60376689,20325.9182457601786
1656892800,2022-07-04 00:00:00,WOOP/USDT,0.0265,0.03058,0.02624,0.02816,740937.95539922,20767.9330888143942
1656806400,2022-07-03 00:00:00,WOOP/USDT,0.02648,0.02693,0.02614,0.02627,115816.08687592,3074.1398477157019
1656720000,2022-07-02 00:00:00,WOOP/USDT,0.02666,0.02721,0.02566,0.0262,164015.16712367,4332.3231117921461
1656633600,2022-07-01 00:00:00,WOOP/USDT,0.0283,0.03026,0.026,0.02673,915224.64200006,25739.5749299910174
1656547200,2022-06-30 00:00:00,WOOP/USDT,0.03515,0.03515,0.0249,0.02807,2575743.61173728,73612.2043807631654
1656460800,2022-06-29 00:00:00,WOOP/USDT,0.03821,0.03822,0.03448,0.03514,148578.03857551,5356.1499617829153
1656374400,2022-06-28 00:00:00,WOOP/USDT,0.04045,0.04045,0.03821,0.03835,507562.3486076,19991.5235162734141
1656288000,2022-06-27 00:00:00,WOOP/USDT,0.0412,0.0423,0.03992,0.04045,3204161.33846057,133259.5688917062942
1656201600,2022-06-26 00:00:00,WOOP/USDT,0.04169,0.04249,0.0382,0.0412,12205255.3264802,507792.9999901180298
1656115200,2022-06-25 00:00:00,WOOP/USDT,0.04248,0.04248,0.04019,0.04169,2828250.70820047,117824.5243907509656
1656028800,2022-06-24 00:00:00,WOOP/USDT,0.04225,0.043,0.03961,0.04248,3826281.81745153,160951.7216529305071
1655942400,2022-06-23 00:00:00,WOOP/USDT,0.04037,0.04299,0.04037,0.04266,137691.55136031,5787.2984112817715
1655856000,2022-06-22 00:00:00,WOOP/USDT,0.04318,0.04318,0.03894,0.04,179646.97903978,7241.7938644697512
1655769600,2022-06-21 00:00:00,WOOP/USDT,0.04276,0.04479,0.04199,0.04364,222325.85032166,9616.7310864990554
1655683200,2022-06-20 00:00:00,WOOP/USDT,0.0452,0.0462,0.0402,0.04276,8764780.42800877,383118.0011600017513
1655596800,2022-06-19 00:00:00,WOOP/USDT,0.04225,0.0459,0.0383,0.0451,13417490.99273317,566967.8252327309231
1655510400,2022-06-18 00:00:00,WOOP/USDT,0.04521,0.04639,0.03911,0.0424,12311597.12004205,540619.4467408390704
1655424000,2022-06-17 00:00:00,WOOP/USDT,0.0443,0.04739,0.04247,0.04521,17179216.24702242,782516.3197387971438
1655337600,2022-06-16 00:00:00,WOOP/USDT,0.0479,0.1299,0.04258,0.04432,19199294.01425154,1017816.1508044026859
1655251200,2022-06-15 00:00:00,WOOP/USDT,0.0436,0.0551,0.0397,0.0479,19245858.22087111,858350.7970071320169
1655164800,2022-06-14 00:00:00,WOOP/USDT,0.0436,0.0459,0.0406,0.0436,15788392.80290993,683818.437442187547
1655078400,2022-06-13 00:00:00,WOOP/USDT,0.0538,0.0542,0.0422,0.0438,12271480.1621735,591702.909382435752
1654992000,2022-06-12 00:00:00,WOOP/USDT,0.0599,0.0618,0.0538,0.0539,13522934.50337796,762854.337418677764
1654905600,2022-06-11 00:00:00,WOOP/USDT,0.0643,0.0659,0.0599,0.0599,6450488.35014222,415497.318664476418
1654819200,2022-06-10 00:00:00,WOOP/USDT,0.0666,0.0682,0.0594,0.0643,8753140.30206989,580477.209160897463
1654732800,2022-06-09 00:00:00,WOOP/USDT,0.0672,0.0694,0.0652,0.0665,9049632.1322581,607621.683449546064
1654646400,2022-06-08 00:00:00,WOOP/USDT,0.0692,0.07,0.0637,0.0673,4770367.17938707,325583.633726838095
1654560000,2022-06-07 00:00:00,WOOP/USDT,0.0717,0.0718,0.0662,0.0691,9063514.66290071,629622.270074327996
1654473600,2022-06-06 00:00:00,WOOP/USDT,0.0725,0.0765,0.0702,0.0716,5543854.68840912,405103.303350227187
1654387200,2022-06-05 00:00:00,WOOP/USDT,0.071,0.0746,0.07,0.0728,311743.88737379,22676.594675947173
1654300800,2022-06-04 00:00:00,WOOP/USDT,0.0721,0.0728,0.0705,0.0716,1993195.65471391,143513.324264289302
1654214400,2022-06-03 00:00:00,WOOP/USDT,0.077,0.0795,0.0711,0.072,6730726.53802234,500098.119742519666
1654128000,2022-06-02 00:00:00,WOOP/USDT,0.0759,0.0774,0.0748,0.0772,4910699.27923288,373896.391087246786
1654041600,2022-06-01 00:00:00,WOOP/USDT,0.0808,0.0815,0.0727,0.0759,8850442.80405144,682080.815599819036
1653955200,2022-05-31 00:00:00,WOOP/USDT,0.0787,0.0828,0.0782,0.0806,4676193.99299644,374079.196848277198
1653868800,2022-05-30 00:00:00,WOOP/USDT,0.0764,0.0809,0.0763,0.0787,12345375.03045305,974768.789165134354
1653782400,2022-05-29 00:00:00,WOOP/USDT,0.077,0.0841,0.075,0.0765,9610553.25641469,733308.44564422995
1653696000,2022-05-28 00:00:00,WOOP/USDT,0.0739,0.0779,0.0732,0.077,5983376.80847215,451667.511906453923
1653609600,2022-05-27 00:00:00,WOOP/USDT,0.0755,0.077,0.0714,0.0738,7723036.5407631,569681.098011185874
1653523200,2022-05-26 00:00:00,WOOP/USDT,0.076,0.0837,0.073,0.076,186633.52007582,14293.831191983901
1653436800,2022-05-25 00:00:00,WOOP/USDT,0.0791,0.0809,0.0749,0.0763,592095.45944965,47139.620704978531
1653350400,2022-05-24 00:00:00,WOOP/USDT,0.0763,0.0821,0.0718,0.0791,2872332.2373073,223199.216874726172
1653264000,2022-05-23 00:00:00,WOOP/USDT,0.0754,0.0818,0.0749,0.0761,5317535.35983301,417494.057207065332
1653177600,2022-05-22 00:00:00,WOOP/USDT,0.0752,0.0841,0.073,0.0753,4378644.75419862,330942.725283830535
1653091200,2022-05-21 00:00:00,WOOP/USDT,0.0747,0.083,0.0715,0.0755,2165800.58502001,160824.206884755275
1653004800,2022-05-20 00:00:00,WOOP/USDT,0.0647,0.0825,0.0596,0.0749,4784734.97978055,322122.198375074319
1652918400,2022-05-19 00:00:00,WOOP/USDT,0.0636,0.0691,0.0636,0.0648,3003632.21372974,196012.05465295942
1652832000,2022-05-18 00:00:00,WOOP/USDT,0.0716,0.0722,0.0635,0.0638,3575248.88891097,239186.005286836805
1652745600,2022-05-17 00:00:00,WOOP/USDT,0.0727,0.0757,0.0699,0.0715,2306887.44794768,166839.673790282367
1652659200,2022-05-16 00:00:00,WOOP/USDT,0.0763,0.0765,0.07,0.0729,2634783.91813285,194592.112897031852
1652572800,2022-05-15 00:00:00,WOOP/USDT,0.0728,0.0823,0.0713,0.0763,4163560.99252475,307653.174356878161
1652486400,2022-05-14 00:00:00,WOOP/USDT,0.0749,0.0768,0.0637,0.0735,1159537.59167064,81575.820128450148
1652400000,2022-05-13 00:00:00,WOOP/USDT,0.0696,0.0868,0.0696,0.074,541627.56119389,43598.042858817174
1652313600,2022-05-12 00:00:00,WOOP/USDT,0.0736,0.082,0.0368,0.0696,749004.13497355,51561.302511842709
1652227200,2022-05-11 00:00:00,WOOP/USDT,0.0931,0.1344,0.0651,0.0747,1375864.41312588,125831.595645167303
1652140800,2022-05-10 00:00:00,WOOP/USDT,0.0819,0.0987,0.08,0.0938,1622382.57586001,146487.839976383781
1652054400,2022-05-09 00:00:00,WOOP/USDT,0.0813,0.0886,0.0747,0.0835,2741087.82304792,223207.853601102512
1651968000,2022-05-08 00:00:00,WOOP/USDT,0.0853,0.0871,0.08,0.0814,5947142.14951435,496057.55108996385
1651881600,2022-05-07 00:00:00,WOOP/USDT,0.0931,0.0973,0.0817,0.0849,3337278.68871534,309729.831228810986
1651795200,2022-05-06 00:00:00,WOOP/USDT,0.0971,0.099,0.0924,0.0937,4389336.73208309,422703.777215127824
1651708800,2022-05-05 00:00:00,WOOP/USDT,0.1039,0.1262,0.0923,0.0973,3240446.44136078,324063.500712006405
1651622400,2022-05-04 00:00:00,WOOP/USDT,0.0939,0.1058,0.0901,0.1036,3410541.44925555,328444.670217404334
1651536000,2022-05-03 00:00:00,WOOP/USDT,0.0961,0.1012,0.091,0.0942,3364137.97522681,324650.384249476865
1651449600,2022-05-02 00:00:00,WOOP/USDT,0.1069,0.109,0.0946,0.0964,3166530.24664322,323652.558675727094
1651363200,2022-05-01 00:00:00,WOOP/USDT,0.1072,0.1097,0.0946,0.107,2707874.35085046,283803.150958578268
1651276800,2022-04-30 00:00:00,WOOP/USDT,0.1174,0.12,0.1049,0.1076,2129097.18465582,246600.897230290702
1651190400,2022-04-29 00:00:00,WOOP/USDT,0.1235,0.125,0.1172,0.1177,1142650.75189436,139007.69717546104
1651104000,2022-04-28 00:00:00,WOOP/USDT,0.1254,0.1277,0.1198,0.124,1965819.01050612,245374.54204791286
1651017600,2022-04-27 00:00:00,WOOP/USDT,0.1215,0.1262,0.1105,0.1256,2364939.73491308,291954.255280608915
1650931200,2022-04-26 00:00:00,WOOP/USDT,0.1311,0.1385,0.1195,0.1217,1439954.99728432,185179.022855785091
1650844800,2022-04-25 00:00:00,WOOP/USDT,0.1244,0.1351,0.1205,0.1311,655267.59951692,82885.119129971616
1650758400,2022-04-24 00:00:00,WOOP/USDT,0.1308,0.1308,0.1245,0.1245,116766.8105908,15059.997566217734
1650672000,2022-04-23 00:00:00,WOOP/USDT,0.1334,0.15,0.1167,0.1308,1048187.0558505,138770.130948458396
1650585600,2022-04-22 00:00:00,WOOP/USDT,0.1322,0.1439,0.1277,0.1334,981760.26571358,131641.014027102625
1650499200,2022-04-21 00:00:00,WOOP/USDT,0.1217,0.1434,0.12,0.1317,2406781.18094065,303978.558533102491
1650412800,2022-04-20 00:00:00,WOOP/USDT,0.1215,0.1258,0.1151,0.1212,2246955.97202485,270317.68518513832
1650326400,2022-04-19 00:00:00,WOOP/USDT,0.1222,0.1369,0.1151,0.1217,1179363.10250825,146196.414363160667
1650240000,2022-04-18 00:00:00,WOOP/USDT,0.1224,0.1274,0.1131,0.1227,608222.21498945,72011.370481391268
1650153600,2022-04-17 00:00:00,WOOP/USDT,0.1224,0.1275,0.1205,0.1224,654335.56470261,80554.114986379983
1650067200,2022-04-16 00:00:00,WOOP/USDT,0.1364,0.14,0.1201,0.1224,1466042.58892103,190732.033460873564
1649980800,2022-04-15 00:00:00,WOOP/USDT,0.15,0.189,0.125,0.1371,7946099.94603066,1241028.197373699974
