https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume ZRX
1663549200000,2022-09-19 01:00:00,ZRX/ETH,0.00020016,0.00020065,0.00019965,0.0002003,0.0228342,114.0
1663545600000,2022-09-19 00:00:00,ZRX/ETH,0.00019962,0.0002008,0.00019912,0.00020064,0.05858688,292.0
1663542000000,2022-09-18 23:00:00,ZRX/ETH,0.0001996,0.00020047,0.00019911,0.0001999,0.06676660000000001,334.0
1663538400000,2022-09-18 22:00:00,ZRX/ETH,0.00020212,0.00020212,0.00019832,0.00019955,0.0682461,342.0
1663534800000,2022-09-18 21:00:00,ZRX/ETH,0.00020337,0.00020495,0.0002004,0.0002022,0.28118690605872,1390.6375176
1663531200000,2022-09-18 20:00:00,ZRX/ETH,0.00020299,0.00020367,0.00020137,0.0002032,0.0770128,379.0
1663527600000,2022-09-18 19:00:00,ZRX/ETH,0.00020375,0.00020381,0.0002031,0.00020346,0.07263522,357.0
1663524000000,2022-09-18 18:00:00,ZRX/ETH,0.00020306,0.00020382,0.00020282,0.00020381,0.08254304999999999,405.0
1663520400000,2022-09-18 17:00:00,ZRX/ETH,0.00020271,0.00020342,0.00020235,0.00020301,0.07815885,385.0
1663516800000,2022-09-18 16:00:00,ZRX/ETH,0.00020125,0.00020317,0.00020039,0.00020317,0.08350286999999999,411.0
1663513200000,2022-09-18 15:00:00,ZRX/ETH,0.00020027,0.00020125,0.00019985,0.00020125,0.07868875,391.0
1663509600000,2022-09-18 14:00:00,ZRX/ETH,0.00019913,0.00020098,0.00019905,0.00020015,0.05667535952764801,283.16442432
1663506000000,2022-09-18 13:00:00,ZRX/ETH,0.00019995,0.00020009,0.00019889,0.00019903,0.07405759984488709,372.09264857
1663502400000,2022-09-18 12:00:00,ZRX/ETH,0.000201,0.000201,0.00019935,0.00020001,0.071187966280353,355.9220353
1663498800000,2022-09-18 11:00:00,ZRX/ETH,0.00020101,0.00020128,0.00020048,0.00020085,0.0675011562342,336.077452
