https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VETBULL,Volume USDT
1659139200000.0,2022-07-30 00:00:00,VETBULL/USDT,0.0001793,0.0002111,0.0001727,0.000191,6319405.759162303,1207.0065
1659052800000.0,2022-07-29 00:00:00,VETBULL/USDT,0.00017,0.0001903,0.0001649,0.0001793,36215034.30005578,6493.35565
1658966400000.0,2022-07-28 00:00:00,VETBULL/USDT,0.00014845,0.0001771,0.0001416,0.00017,35494658.82352941,6034.092
1658880000000.0,2022-07-27 00:00:00,VETBULL/USDT,0.0001195,0.00014855,0.00011365,0.00014845,4169197.03603907,618.9173
1658793600000.0,2022-07-26 00:00:00,VETBULL/USDT,0.0001223,0.0001223,0.0001089,0.0001195,84485.35564853557,10.096
1658707200000.0,2022-07-25 00:00:00,VETBULL/USDT,0.0001528,0.0001557,0.00012085,0.0001223,940517.1708912511,115.02525
1658620800000.0,2022-07-24 00:00:00,VETBULL/USDT,0.00015235,0.0001634,0.00014895,0.0001528,3305880.890052356,505.1386
1658534400000.0,2022-07-23 00:00:00,VETBULL/USDT,0.0001568,0.0001657,0.000141,0.00015235,784375.451263538,119.4996
1658448000000.0,2022-07-22 00:00:00,VETBULL/USDT,0.0001572,0.0001836,0.00015445,0.0001568,973437.5,152.635
1658361600000.0,2022-07-21 00:00:00,VETBULL/USDT,0.00015765,0.0001625,0.00014105,0.0001572,1798000.6361323153,282.6457
1658275200000.0,2022-07-20 00:00:00,VETBULL/USDT,0.00017165,0.0002137,0.0001568,0.00015765,24856344.4338725,3918.6027
1658188800000.0,2022-07-19 00:00:00,VETBULL/USDT,0.00015005,0.00017665,0.0001374,0.00017165,35211819.69123216,6044.10885
1658102400000.0,2022-07-18 00:00:00,VETBULL/USDT,0.0001253,0.00015115,0.0001237,0.00015005,83424560.1466178,12517.85525
1658016000000.0,2022-07-17 00:00:00,VETBULL/USDT,0.0001318,0.0001401,0.00012445,0.0001253,1756786.5123703112,220.12535
1657929600000.0,2022-07-16 00:00:00,VETBULL/USDT,0.00012255,0.00013445,0.00011545,0.0001318,12422.610015174507,1.6373
1657843200000.0,2022-07-15 00:00:00,VETBULL/USDT,0.00011975,0.000128,0.0001155,0.00012255,1445726.2341901266,177.17375
1657756800000.0,2022-07-14 00:00:00,VETBULL/USDT,0.00011,0.0001206,0.00010045,0.00011975,3792467.223382046,454.14795
1657670400000.0,2022-07-13 00:00:00,VETBULL/USDT,9.96e-05,0.00011045,9.069e-05,0.00011,5656348.636363636,622.19835
1657584000000.0,2022-07-12 00:00:00,VETBULL/USDT,0.00010805,0.0001285,9.87e-05,9.96e-05,7208063.253012048,717.9231
1657497600000.0,2022-07-11 00:00:00,VETBULL/USDT,0.00012905,0.00012915,0.0001067,0.00010805,364094.400740398,39.3404
1657411200000.0,2022-07-10 00:00:00,VETBULL/USDT,0.0001436,0.000144,0.0001284,0.00012905,8976092.212320806,1158.3647
1657324800000.0,2022-07-09 00:00:00,VETBULL/USDT,0.00013755,0.0001487,0.00013735,0.0001436,441225.6267409471,63.36
1657238400000.0,2022-07-08 00:00:00,VETBULL/USDT,0.00014395,0.00015375,0.00013435,0.00013755,1975898.2188295166,271.7848
1657152000000.0,2022-07-07 00:00:00,VETBULL/USDT,0.0001325,0.0001463,0.00012675,0.00014395,4398335.53317124,633.1404
1657065600000.0,2022-07-06 00:00:00,VETBULL/USDT,0.00013315,0.0001406,0.0001245,0.0001325,54699559.24528302,7247.6916
1656979200000.0,2022-07-05 00:00:00,VETBULL/USDT,0.0001439,0.0001489,0.00012065,0.00013315,21357953.811490797,2843.81155
1656892800000.0,2022-07-04 00:00:00,VETBULL/USDT,0.0001317,0.00014565,0.00012215,0.0001439,353154.96872828354,50.819
1656806400000.0,2022-07-03 00:00:00,VETBULL/USDT,0.00012985,0.0001359,0.00012025,0.0001317,2022633.6370539104,266.38085
1656720000000.0,2022-07-02 00:00:00,VETBULL/USDT,0.00012605,0.0001326,0.00012075,0.00012985,252119.75356180203,32.73775
1656633600000.0,2022-07-01 00:00:00,VETBULL/USDT,0.00013625,0.00014475,0.00012045,0.00012605,4465126.1404204685,562.82915
1656547200000.0,2022-06-30 00:00:00,VETBULL/USDT,0.00013555,0.00013865,0.00011115,0.00013625,587521.4678899082,80.0498
1656460800000.0,2022-06-29 00:00:00,VETBULL/USDT,0.0001516,0.00016825,0.00013055,0.00013555,272144.2272224272,36.88915
1656374400000.0,2022-06-28 00:00:00,VETBULL/USDT,0.0001768,0.00019085,0.00014915,0.0001516,0.0,0.0
1656288000000.0,2022-06-27 00:00:00,VETBULL/USDT,0.0001711,0.00019375,0.00016885,0.0001768,11421294.68325792,2019.2849
1656201600000.0,2022-06-26 00:00:00,VETBULL/USDT,0.00021695,0.0002291,0.0001701,0.0001711,5420252.776154296,927.40525
1656115200000.0,2022-06-25 00:00:00,VETBULL/USDT,0.0002025,0.0002212,0.00017985,0.00021695,20504491.126987785,4448.44935
1656028800000.0,2022-06-24 00:00:00,VETBULL/USDT,0.00017075,0.0002092,0.0001648,0.00020035,977124.5320688795,195.7669
1655942400000.0,2022-06-23 00:00:00,VETBULL/USDT,0.0001478,0.00017235,0.0001462,0.00017075,870959.2972181551,148.7163
1655856000000.0,2022-06-22 00:00:00,VETBULL/USDT,0.00016145,0.00016375,0.00014475,0.0001478,1321852.8416779435,195.36985
1655769600000.0,2022-06-21 00:00:00,VETBULL/USDT,0.0001572,0.0001909,0.0001506,0.00016145,746622.4837410963,120.5422
1655683200000.0,2022-06-20 00:00:00,VETBULL/USDT,0.00015395,0.0001632,0.00013515,0.0001572,437692.11195928755,68.8052
1655596800000.0,2022-06-19 00:00:00,VETBULL/USDT,0.0001245,0.000155,0.00011565,0.00015395,6585602.793114648,1013.85355
1655510400000.0,2022-06-18 00:00:00,VETBULL/USDT,0.0001729,0.0001729,0.00010585,0.0001245,14014468.27309237,1744.8013
1655424000000.0,2022-06-17 00:00:00,VETBULL/USDT,0.00015,0.0001835,0.0001469,0.0001729,28198138.230190862,4875.4581
1655337600000.0,2022-06-16 00:00:00,VETBULL/USDT,0.00023365,0.00023365,0.00015,0.00015,6859581.333333335,1028.9372
1655251200000.0,2022-06-15 00:00:00,VETBULL/USDT,0.00019045,0.0002374,0.00014265,0.00023365,7632992.510164777,1783.4487
1655164800000.0,2022-06-14 00:00:00,VETBULL/USDT,0.0001925,0.0002102,0.000155,0.00019045,5954157.25912313,1133.96925
1655078400000.0,2022-06-13 00:00:00,VETBULL/USDT,0.0002583,0.0002685,0.00015625,0.0001925,15585745.714285715,3000.25605
1654992000000.0,2022-06-12 00:00:00,VETBULL/USDT,0.0003176,0.0003312,0.0002576,0.0002583,944082.4622531941,243.8565
1654905600000.0,2022-06-11 00:00:00,VETBULL/USDT,0.0003985,0.0004243,0.0003027,0.0003176,5098685.327455919,1619.34246
1654819200000.0,2022-06-10 00:00:00,VETBULL/USDT,0.0005117,0.0005292,0.0003859,0.0003985,5100779.422835634,2032.6606
1654732800000.0,2022-06-09 00:00:00,VETBULL/USDT,0.0004432,0.0005594,0.000427,0.0005117,16918358.608559705,8657.1241
1654646400000.0,2022-06-08 00:00:00,VETBULL/USDT,0.0004602,0.0004814,0.0004316,0.0004432,1032778.3619133574,457.72737
1654560000000.0,2022-06-07 00:00:00,VETBULL/USDT,0.0005124,0.0005194,0.0004078,0.0004602,6739947.588005215,3101.72388
1654473600000.0,2022-06-06 00:00:00,VETBULL/USDT,0.0004537,0.0005489,0.0004489,0.0005124,719362.0413739267,368.60111
1654387200000.0,2022-06-05 00:00:00,VETBULL/USDT,0.0004543,0.0004698,0.0004344,0.0004537,160015.8474763059,72.59919
1654300800000.0,2022-06-04 00:00:00,VETBULL/USDT,0.0004365,0.0004606,0.000416,0.0004543,166623.2445520581,75.69694
1654214400000.0,2022-06-03 00:00:00,VETBULL/USDT,0.0005009,0.0005086,0.0004231,0.0004365,3639046.3459335626,1588.44373
1654128000000.0,2022-06-02 00:00:00,VETBULL/USDT,0.00045625,0.0005079,0.0004382,0.0005009,377822.2798961869,189.25118
1654041600000.0,2022-06-01 00:00:00,VETBULL/USDT,0.000586,0.0006475,0.00043475,0.00045625,9624623.232876712,4391.23435
1653955200000.0,2022-05-31 00:00:00,VETBULL/USDT,0.0005893,0.000627,0.000534,0.000586,9645405.981228668,5652.207905
1653868800000.0,2022-05-30 00:00:00,VETBULL/USDT,0.0004568,0.0005905,0.0004556,0.0005893,24998446.920074664,14731.58477
1653782400000.0,2022-05-29 00:00:00,VETBULL/USDT,0.0004431,0.0004611,0.0004074,0.0004568,7073737.171628722,3231.28314
1653696000000.0,2022-05-28 00:00:00,VETBULL/USDT,0.0004138,0.0004509,0.0003946,0.0004431,1228833.4010381405,544.49608
1653609600000.0,2022-05-27 00:00:00,VETBULL/USDT,0.0004308,0.000471,0.0003855,0.0004138,6932201.039149348,2868.54479
1653523200000.0,2022-05-26 00:00:00,VETBULL/USDT,0.0005216,0.0005553,0.0003642,0.0004308,3142199.721448468,1353.65964
1653436800000.0,2022-05-25 00:00:00,VETBULL/USDT,0.0005324,0.00057175,0.000473,0.0005216,2459316.6219325154,1282.77955
1653350400000.0,2022-05-24 00:00:00,VETBULL/USDT,0.0005042,0.0005519,0.0004396,0.0005324,13984774.173553718,7445.49377
1653264000000.0,2022-05-23 00:00:00,VETBULL/USDT,0.00055375,0.0006805,0.000484,0.0005042,92670506.54502182,46724.4694
1653177600000.0,2022-05-22 00:00:00,VETBULL/USDT,0.0004952,0.0005827,0.0004871,0.00055375,5341286.121896163,2957.73719
1653091200000.0,2022-05-21 00:00:00,VETBULL/USDT,0.00046625,0.0005049,0.0004375,0.0004952,2037455.4119547657,1008.94792
1653004800000.0,2022-05-20 00:00:00,VETBULL/USDT,0.00052075,0.000552,0.00042675,0.00046625,8723198.230563004,4067.191175
1652918400000.0,2022-05-19 00:00:00,VETBULL/USDT,0.0004221,0.0005302,0.0003871,0.00052075,6779264.234277483,3530.30185
1652832000000.0,2022-05-18 00:00:00,VETBULL/USDT,0.00064075,0.00064975,0.0004193,0.0004221,32596607.059938405,13759.02784
1652745600000.0,2022-05-17 00:00:00,VETBULL/USDT,0.00053375,0.0006555,0.00053,0.00064075,4260039.328911431,2729.6202
1652659200000.0,2022-05-16 00:00:00,VETBULL/USDT,0.00068025,0.00068025,0.00048575,0.00053375,21266987.21311475,11351.254425
1652572800000.0,2022-05-15 00:00:00,VETBULL/USDT,0.000585,0.00069,0.000525,0.00068025,12519952.811466372,8516.6979
1652486400000.0,2022-05-14 00:00:00,VETBULL/USDT,0.0005504,0.000613,0.0004148,0.000585,11870102.512820512,6944.00997
1652400000000.0,2022-05-13 00:00:00,VETBULL/USDT,0.0003824,0.0006998,0.0003717,0.0005504,27531519.985465113,15153.3486
1652313600000.0,2022-05-12 00:00:00,VETBULL/USDT,0.00063125,0.00071,0.0002709,0.0003824,30012597.162656903,11476.817155
1652227200000.0,2022-05-11 00:00:00,VETBULL/USDT,0.0015645,0.001712,0.0005295,0.00063125,69389617.58415842,43802.1961
1652140800000.0,2022-05-10 00:00:00,VETBULL/USDT,0.0014485,0.002089,0.0013075,0.0015645,8172647.299456696,12786.1067
1652054400000.0,2022-05-09 00:00:00,VETBULL/USDT,0.002478,0.00257,0.0014295,0.0014485,4864393.372454263,7046.0738
1651968000000.0,2022-05-08 00:00:00,VETBULL/USDT,0.002664,0.00274,0.00234,0.002478,2004557.4656981435,4967.2934
1651881600000.0,2022-05-07 00:00:00,VETBULL/USDT,0.002952,0.00298,0.002462,0.002664,304909.5720720721,812.2791
1651795200000.0,2022-05-06 00:00:00,VETBULL/USDT,0.003027,0.003079,0.002645,0.002952,1162603.8075880758,3432.00644
1651708800000.0,2022-05-05 00:00:00,VETBULL/USDT,0.004751,0.004916,0.002731,0.003027,2235245.9464816647,6766.08948
1651622400000.0,2022-05-04 00:00:00,VETBULL/USDT,0.003263,0.004757,0.003227,0.004751,3248636.724900021,15434.27308
1651536000000.0,2022-05-03 00:00:00,VETBULL/USDT,0.003456,0.00368,0.003037,0.003263,397300.6343855348,1296.39197
1651449600000.0,2022-05-02 00:00:00,VETBULL/USDT,0.003675,0.003918,0.003065,0.003456,985017.3408564816,3404.21993
1651363200000.0,2022-05-01 00:00:00,VETBULL/USDT,0.002986,0.003826,0.002839,0.003675,252946.92517006805,929.57995
1651276800000.0,2022-04-30 00:00:00,VETBULL/USDT,0.003754,0.003968,0.002843,0.002986,392306.5137307435,1171.42725
1651190400000.0,2022-04-29 00:00:00,VETBULL/USDT,0.004536,0.004641,0.003506,0.003754,246862.0431539691,926.72011
1651104000000.0,2022-04-28 00:00:00,VETBULL/USDT,0.004692,0.004991,0.0043,0.004536,393312.4029982363,1784.06506
1651017600000.0,2022-04-27 00:00:00,VETBULL/USDT,0.00444,0.004899,0.004305,0.004692,3666039.869991475,17201.05907
1650931200000.0,2022-04-26 00:00:00,VETBULL/USDT,0.0061325,0.006315,0.00422,0.00444,836372.7646396395,3713.495075
1650844800000.0,2022-04-25 00:00:00,VETBULL/USDT,0.0060925,0.00635,0.00477,0.0061325,983805.0183448838,6033.184275
1650758400000.0,2022-04-24 00:00:00,VETBULL/USDT,0.0065175,0.006755,0.0059125,0.0060925,185898.31760361098,1132.5855
1650672000000.0,2022-04-23 00:00:00,VETBULL/USDT,0.0067125,0.0072225,0.006385,0.0065175,205572.21710778674,1339.816925
1650585600000.0,2022-04-22 00:00:00,VETBULL/USDT,0.00709,0.007655,0.0065,0.0067125,411529.9329608939,2762.394675
1650499200000.0,2022-04-21 00:00:00,VETBULL/USDT,0.0079325,0.009005,0.006655,0.00709,3047775.5712270807,21608.7288
1650412800000.0,2022-04-20 00:00:00,VETBULL/USDT,0.00818,0.00889,0.0072925,0.0079325,1152423.4352347937,9141.5989
1650326400000.0,2022-04-19 00:00:00,VETBULL/USDT,0.0075075,0.00829,0.007285,0.00818,554590.3025672372,4536.548675
1650240000000.0,2022-04-18 00:00:00,VETBULL/USDT,0.0069,0.0075075,0.00593,0.0075075,1083749.1042291042,8136.2464
1650153600000.0,2022-04-17 00:00:00,VETBULL/USDT,0.0082525,0.00829,0.00685,0.0069,234629.65217391305,1618.9446
1650067200000.0,2022-04-16 00:00:00,VETBULL/USDT,0.0083225,0.0087475,0.0078175,0.0082525,192495.561950924,1588.569625
1649980800000.0,2022-04-15 00:00:00,VETBULL/USDT,0.0083325,0.00859,0.0079325,0.0083225,725646.0468609192,6039.189225
1649894400000.0,2022-04-14 00:00:00,VETBULL/USDT,0.00845,0.0092525,0.0076,0.0083325,414306.59765976603,3452.209725
1649808000000.0,2022-04-13 00:00:00,VETBULL/USDT,0.007775,0.0085675,0.0072875,0.00845,400085.1923076923,3380.719875
1649721600000.0,2022-04-12 00:00:00,VETBULL/USDT,0.0070025,0.0087725,0.0068225,0.007775,740976.1446945338,5761.089525
1649635200000.0,2022-04-11 00:00:00,VETBULL/USDT,0.0104,0.010675,0.006665,0.0070025,2751030.8675473044,19264.09365
1649548800000.0,2022-04-10 00:00:00,VETBULL/USDT,0.011495,0.01226,0.010355,0.0104,671784.9423076924,6986.5634
1649462400000.0,2022-04-09 00:00:00,VETBULL/USDT,0.010305,0.01162,0.0102125,0.011495,1648960.9525880818,18954.80615
1649376000000.0,2022-04-08 00:00:00,VETBULL/USDT,0.01357,0.014445,0.01013,0.010305,896379.0538573507,9237.18615
1649289600000.0,2022-04-07 00:00:00,VETBULL/USDT,0.011115,0.013885,0.01072,0.01357,2260001.875460575,30668.22545
1649203200000.0,2022-04-06 00:00:00,VETBULL/USDT,0.018035,0.018235,0.010955,0.011115,3406618.520017994,37864.56485
1649116800000.0,2022-04-05 00:00:00,VETBULL/USDT,0.02076,0.02232,0.018035,0.018035,1296780.3853617965,23387.43425
1649030400000.0,2022-04-04 00:00:00,VETBULL/USDT,0.02402,0.02411,0.01699,0.02076,830348.8126204239,17238.04135
1648944000000.0,2022-04-03 00:00:00,VETBULL/USDT,0.01959,0.02426,0.01824,0.02402,480791.72356369696,11548.6172
1648857600000.0,2022-04-02 00:00:00,VETBULL/USDT,0.022875,0.025,0.019495,0.01959,1154867.8050025525,22623.8603
1648771200000.0,2022-04-01 00:00:00,VETBULL/USDT,0.020345,0.02455,0.01821,0.022875,523077.3333333334,11965.394
1648684800000.0,2022-03-31 00:00:00,VETBULL/USDT,0.02858,0.03249,0.01953,0.020345,2836168.376505284,57701.84562
1648598400000.0,2022-03-30 00:00:00,VETBULL/USDT,0.0192,0.03039,0.01632,0.02856,12226530.098039215,349189.6996
1648512000000.0,2022-03-29 00:00:00,VETBULL/USDT,0.017715,0.021315,0.0176,0.0192,836747.1302083335,16065.5449
1648425600000.0,2022-03-28 00:00:00,VETBULL/USDT,0.021155,0.02653,0.017475,0.017715,4062658.6847304543,71969.9986
1648339200000.0,2022-03-27 00:00:00,VETBULL/USDT,0.01427,0.02446,0.01373,0.021155,2985765.439612385,63163.867875
1648252800000.0,2022-03-26 00:00:00,VETBULL/USDT,0.00984,0.01495,0.00975,0.01427,2160997.5332866153,30837.4348
1648166400000.0,2022-03-25 00:00:00,VETBULL/USDT,0.0109,0.011755,0.009505,0.00984,1111805.5640243902,10940.16675
1648080000000.0,2022-03-24 00:00:00,VETBULL/USDT,0.01003,0.0113825,0.009565,0.0109,729121.9357798166,7947.4291
1647993600000.0,2022-03-23 00:00:00,VETBULL/USDT,0.008735,0.0101625,0.008495,0.01003,721077.2008973081,7232.404325
1647907200000.0,2022-03-22 00:00:00,VETBULL/USDT,0.00762,0.00901,0.0075275,0.008735,1714108.8752146538,14972.741025
1647820800000.0,2022-03-21 00:00:00,VETBULL/USDT,0.0072525,0.008095,0.006835,0.00762,1123268.3530183728,8559.30485
1647734400000.0,2022-03-20 00:00:00,VETBULL/USDT,0.00787,0.00856,0.00688,0.0072525,507107.56980351603,3677.79765
1647648000000.0,2022-03-19 00:00:00,VETBULL/USDT,0.007145,0.00806,0.007145,0.00787,550368.5927573062,4331.400825
1647561600000.0,2022-03-18 00:00:00,VETBULL/USDT,0.0067425,0.00727,0.0062075,0.007145,512972.7851644506,3665.19055
1647475200000.0,2022-03-17 00:00:00,VETBULL/USDT,0.00664,0.007295,0.006475,0.0067425,67956.79644048943,458.1987
1647388800000.0,2022-03-16 00:00:00,VETBULL/USDT,0.0058075,0.0067675,0.0056825,0.00664,412335.68900602404,2737.908975
1647302400000.0,2022-03-15 00:00:00,VETBULL/USDT,0.00574,0.00602,0.00519,0.0058075,7738.03271631511,44.938625
1647216000000.0,2022-03-14 00:00:00,VETBULL/USDT,0.0053,0.0058325,0.00524,0.00574,362248.6411149826,2079.3072
1647129600000.0,2022-03-13 00:00:00,VETBULL/USDT,0.005965,0.006215,0.00518,0.0053,330076.3537735849,1749.404675
1647043200000.0,2022-03-12 00:00:00,VETBULL/USDT,0.0059725,0.00634,0.0059325,0.005965,1083790.7544006705,6464.81185
1646956800000.0,2022-03-11 00:00:00,VETBULL/USDT,0.00617,0.0067675,0.0056325,0.0059725,3006257.074089577,17954.870375
1646870400000.0,2022-03-10 00:00:00,VETBULL/USDT,0.006805,0.0069325,0.005545,0.00617,626571.961102107,3865.949
1646784000000.0,2022-03-09 00:00:00,VETBULL/USDT,0.006055,0.00745,0.00598,0.006805,1528103.3431300514,10398.74325
1646697600000.0,2022-03-08 00:00:00,VETBULL/USDT,0.005885,0.0064325,0.0057125,0.0060575,1866439.1374329343,11305.955075
1646611200000.0,2022-03-07 00:00:00,VETBULL/USDT,0.006545,0.007055,0.0054,0.005885,644576.0237892949,3793.3299
1646524800000.0,2022-03-06 00:00:00,VETBULL/USDT,0.0078425,0.008085,0.0062775,0.006545,854618.5981665393,5593.478725
1646438400000.0,2022-03-05 00:00:00,VETBULL/USDT,0.00731,0.0080225,0.006635,0.0078425,2716821.979598342,21306.676375
1646352000000.0,2022-03-04 00:00:00,VETBULL/USDT,0.0105875,0.011055,0.00698,0.00731,2871788.734610123,20992.77565
1646265600000.0,2022-03-03 00:00:00,VETBULL/USDT,0.0097425,0.012035,0.0091175,0.0105875,1551983.6599763874,16431.627
1646179200000.0,2022-03-02 00:00:00,VETBULL/USDT,0.009705,0.01029,0.00887,0.0097425,1939244.5984090324,18893.0905
1646092800000.0,2022-03-01 00:00:00,VETBULL/USDT,0.00933,0.0105725,0.008725,0.009705,1730717.2642967543,16796.61105
1646006400000.0,2022-02-28 00:00:00,VETBULL/USDT,0.0065975,0.00933,0.0061325,0.00933,1037880.3912111468,9683.42405
1645920000000.0,2022-02-27 00:00:00,VETBULL/USDT,0.007925,0.0085025,0.006135,0.0065975,3220741.5460401666,21248.84235
