https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LRC,Volume USDT
1644105600,2022-02-06 00:00:00,LRC/USDT,0.9609,1.1237,0.9518,1.1237,9368966.1983574,9591216.271068408628
1644019200,2022-02-05 00:00:00,LRC/USDT,0.9146,1.0343,0.9095,0.9601,7146521.76771908,6957546.475529362395
1643932800,2022-02-04 00:00:00,LRC/USDT,0.8502,0.9184,0.8408,0.9143,5117855.39873759,4501118.739956961019
1643846400,2022-02-03 00:00:00,LRC/USDT,0.8665,0.889,0.8102,0.8502,4325946.65373382,3650373.288725814978
1643760000,2022-02-02 00:00:00,LRC/USDT,0.9628,0.9653,0.8498,0.8679,4579903.80655588,4171338.902335554408
1643673600,2022-02-01 00:00:00,LRC/USDT,0.9981,1.0248,0.9551,0.9644,3055525.8451462,3014261.038259341837
1643587200,2022-01-31 00:00:00,LRC/USDT,1.002,1.0423,0.9228,0.9983,4527831.84980958,4441566.638334045489
1643500800,2022-01-30 00:00:00,LRC/USDT,0.9741,1.0588,0.9528,1.002,4152674.91357001,4193831.553633080897
1643414400,2022-01-29 00:00:00,LRC/USDT,0.9898,1.0157,0.9576,0.9743,2540133.49259011,2505340.302330126354
1643328000,2022-01-28 00:00:00,LRC/USDT,0.9615,1.0108,0.9125,0.9895,6017950.68660128,5769298.837567915061
1643241600,2022-01-27 00:00:00,LRC/USDT,1.0765,1.1287,0.9242,0.9603,8109439.67488454,8205302.290794804328
1643155200,2022-01-26 00:00:00,LRC/USDT,1.0311,1.1796,0.9805,1.0759,12094133.06575109,13041822.044936178279
1643068800,2022-01-25 00:00:00,LRC/USDT,0.8613,1.0767,0.8383,1.0308,11206734.65567754,10737397.780995415784
1642982400,2022-01-24 00:00:00,LRC/USDT,0.8597,0.8941,0.7078,0.8625,7966039.5704401,6344826.203010465753
1642896000,2022-01-23 00:00:00,LRC/USDT,0.74,0.8704,0.7327,0.8593,6801007.97849865,5441010.518447805762
1642809600,2022-01-22 00:00:00,LRC/USDT,0.8663,0.8872,0.6454,0.7389,7615140.44840802,5707897.747345319458
1642723200,2022-01-21 00:00:00,LRC/USDT,1.0601,1.0826,0.8342,0.8676,7301816.98559968,7070889.627567394505
1642636800,2022-01-20 00:00:00,LRC/USDT,1.178,1.223,1.0524,1.063,5250984.40201613,6065744.631986816932
1642550400,2022-01-19 00:00:00,LRC/USDT,1.1585,1.2466,1.1064,1.1748,8823744.92882705,10490476.751351351069
1642464000,2022-01-18 00:00:00,LRC/USDT,1.23,1.2383,1.0927,1.159,5851259.35755932,6755010.975309901337
1642377600,2022-01-17 00:00:00,LRC/USDT,1.3637,1.3748,1.1825,1.2296,5009137.07534413,6212012.867968754376
1642291200,2022-01-16 00:00:00,LRC/USDT,1.4204,1.4228,1.3036,1.3625,5410679.06997261,7322049.340730417161
1642204800,2022-01-15 00:00:00,LRC/USDT,1.4746,1.4862,1.385,1.4193,3508720.77982329,4993605.188187002694
1642118400,2022-01-14 00:00:00,LRC/USDT,1.4998,1.5471,1.4441,1.4741,1857073.98730631,2768431.022612953846
1642032000,2022-01-13 00:00:00,LRC/USDT,1.6327,1.6682,1.4904,1.4982,3115003.90303552,4930662.76739779028
1641945600,2022-01-12 00:00:00,LRC/USDT,1.4951,1.6539,1.4636,1.6333,3890990.97258467,6104634.873669149618
1641859200,2022-01-11 00:00:00,LRC/USDT,1.4719,1.5258,1.3871,1.4924,2679810.72623389,3939247.808492849315
1641772800,2022-01-10 00:00:00,LRC/USDT,1.5761,1.6051,1.3691,1.4718,2371533.57927556,3492974.942848459388
1641686400,2022-01-09 00:00:00,LRC/USDT,1.5224,1.6324,1.5063,1.577,1892033.55350565,2962382.709542260346
1641600000,2022-01-08 00:00:00,LRC/USDT,1.6739,1.7341,1.44,1.5212,3893413.38967109,6159984.267525001714
1641513600,2022-01-07 00:00:00,LRC/USDT,1.8404,1.8653,1.6465,1.676,6429354.17198019,11252102.37741263333
1641427200,2022-01-06 00:00:00,LRC/USDT,1.8054,2.0761,1.6621,1.8377,7707781.09337037,14473156.543350705679
1641340800,2022-01-05 00:00:00,LRC/USDT,2.0598,2.1091,1.6348,1.806,5675391.39256749,10886938.941370715838
1641254400,2022-01-04 00:00:00,LRC/USDT,2.0466,2.147,2.0003,2.0537,2908756.69109689,5996526.169292896195
1641168000,2022-01-03 00:00:00,LRC/USDT,2.0945,2.0963,2.0175,2.0454,1820653.50566199,3753396.489299670321
1641081600,2022-01-02 00:00:00,LRC/USDT,2.0871,2.1147,2.0449,2.0986,1673973.14403862,3473673.599724863082
1640995200,2022-01-01 00:00:00,LRC/USDT,2.0839,2.118,2.0368,2.0875,1901671.93268455,3947221.407322221776
1640908800,2021-12-31 00:00:00,LRC/USDT,1.9922,2.1462,1.943,2.0858,3920989.01129258,8030760.009525616554
1640822400,2021-12-30 00:00:00,LRC/USDT,1.9704,2.0572,1.9058,1.993,3079823.87446031,6143714.165117811289
1640736000,2021-12-29 00:00:00,LRC/USDT,2.0556,2.1192,1.9247,1.97,3796832.79326522,7705664.271879095253
1640649600,2021-12-28 00:00:00,LRC/USDT,2.2595,2.2595,2.04,2.0551,7078661.97576548,15190234.613209322552
