https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ERN,Volume USDT
1659398400,2022-08-02 00:00:00,ERN/USDT,2.3023,2.3419,2.1392,2.2884,43137.62063553,96908.125367867989
1659312000,2022-08-01 00:00:00,ERN/USDT,2.1996,2.7579,2.1956,2.3062,70817.53779448,172079.022591116757
1659225600,2022-07-31 00:00:00,ERN/USDT,2.1244,2.35,2.1244,2.1996,44327.03294951,98002.228049141773
1659139200,2022-07-30 00:00:00,ERN/USDT,2.3193,2.4204,2.118,2.137,71444.65445081,159481.035175974547
1659052800,2022-07-29 00:00:00,ERN/USDT,2.0339,2.4313,1.9973,2.3188,73631.95123804,162492.422855830099
1658966400,2022-07-28 00:00:00,ERN/USDT,1.8964,2.1964,1.8464,2.0393,57393.38527581,116941.073042145633
1658880000,2022-07-27 00:00:00,ERN/USDT,1.7429,1.9492,1.7192,1.8964,40799.69607134,75731.261999072013
1658793600,2022-07-26 00:00:00,ERN/USDT,1.7721,1.9292,1.667,1.7465,55831.19401844,99136.778282181329
1658707200,2022-07-25 00:00:00,ERN/USDT,1.811,1.873,1.7694,1.7721,25987.49892199,47014.163249070076
1658620800,2022-07-24 00:00:00,ERN/USDT,1.8469,1.95,1.8023,1.817,37849.41380579,71059.22011459371
1658534400,2022-07-23 00:00:00,ERN/USDT,1.7128,1.9803,1.707,1.8351,71780.12694793,132830.894468973906
1658448000,2022-07-22 00:00:00,ERN/USDT,1.7579,1.83,1.7069,1.7128,25091.06624002,44402.671077593125
1658361600,2022-07-21 00:00:00,ERN/USDT,1.6932,1.7861,1.6352,1.76,50174.03940373,86031.70758253707
1658275200,2022-07-20 00:00:00,ERN/USDT,1.8147,1.887,1.6742,1.6955,58149.98137477,104123.962343144708
1658188800,2022-07-19 00:00:00,ERN/USDT,1.8542,1.9,1.7714,1.8149,54491.9363894,99181.613911848381
1658102400,2022-07-18 00:00:00,ERN/USDT,1.7547,1.9199,1.7108,1.863,115737.08860718,211700.227021666819
1658016000,2022-07-17 00:00:00,ERN/USDT,2.0257,2.28,1.73,1.7572,354308.09966154,705400.762186605069
1657929600,2022-07-16 00:00:00,ERN/USDT,1.5926,2.7,1.5756,2.0257,887846.32962628,2023948.879547532246
1657843200,2022-07-15 00:00:00,ERN/USDT,1.5611,1.6511,1.54,1.5926,12297.76232051,19552.441280030499
1657756800,2022-07-14 00:00:00,ERN/USDT,1.4835,1.9057,1.4581,1.5666,126147.49857349,201440.589134197546
1657670400,2022-07-13 00:00:00,ERN/USDT,1.3339,1.4812,1.333,1.48,42045.41588042,59563.492247775205
1657584000,2022-07-12 00:00:00,ERN/USDT,1.39,1.4005,1.3288,1.3308,7370.79332985,10114.169967088747
1657497600,2022-07-11 00:00:00,ERN/USDT,1.491,1.4959,1.3821,1.3913,10720.69292367,15484.395541930394
1657411200,2022-07-10 00:00:00,ERN/USDT,1.5608,1.563,1.4581,1.4965,11574.32399734,17425.623890171383
1657324800,2022-07-09 00:00:00,ERN/USDT,1.51,1.5771,1.5012,1.5555,12710.15260456,19532.96359672879
1657238400,2022-07-08 00:00:00,ERN/USDT,1.5375,1.577,1.4812,1.5058,16433.54389693,25055.699562253135
1657152000,2022-07-07 00:00:00,ERN/USDT,1.5181,1.6918,1.4812,1.5397,106080.86265518,165789.506216196636
1657065600,2022-07-06 00:00:00,ERN/USDT,1.3472,1.9,1.333,1.5194,273381.6992866,423664.092578880531
1656979200,2022-07-05 00:00:00,ERN/USDT,1.3852,1.394,1.3029,1.3494,13548.1775978,18184.263138795831
1656892800,2022-07-04 00:00:00,ERN/USDT,1.343,1.3897,1.3078,1.383,19350.63733028,26141.008925460993
1656806400,2022-07-03 00:00:00,ERN/USDT,1.3478,1.4027,1.32,1.343,32700.35564816,44074.257592670185
1656720000,2022-07-02 00:00:00,ERN/USDT,1.2898,1.4037,1.2729,1.351,40198.3051544,53347.075810504731
1656633600,2022-07-01 00:00:00,ERN/USDT,1.3291,1.3763,1.2544,1.292,49758.08560501,65438.405292510145
1656547200,2022-06-30 00:00:00,ERN/USDT,1.38,1.96,1.272,1.3291,464914.92413962,719839.81391569886
1656460800,2022-06-29 00:00:00,ERN/USDT,1.3092,1.4414,1.2794,1.3711,25882.70984878,35210.853790982893
1656374400,2022-06-28 00:00:00,ERN/USDT,1.3959,1.4274,1.3119,1.3198,14709.88102144,20033.81976774156
1656288000,2022-06-27 00:00:00,ERN/USDT,1.4211,1.4752,1.3822,1.4002,15672.39236534,22369.791830696301
1656201600,2022-06-26 00:00:00,ERN/USDT,1.4812,1.538,1.42,1.4211,24158.6203395,35722.995031417832
1656115200,2022-06-25 00:00:00,ERN/USDT,1.4826,1.7681,1.4716,1.484,204164.59072211,330561.676745289113
1656028800,2022-06-24 00:00:00,ERN/USDT,1.429,1.4989,1.3867,1.4845,19831.02257734,28487.12837738887
1655942400,2022-06-23 00:00:00,ERN/USDT,1.317,1.457,1.317,1.4214,39803.69343271,55679.778071018655
1655856000,2022-06-22 00:00:00,ERN/USDT,1.363,1.367,1.2943,1.3197,45811.69662313,61698.569395649636
1655769600,2022-06-21 00:00:00,ERN/USDT,1.3889,1.441,1.3533,1.369,26686.56002796,37157.233960489096
1655683200,2022-06-20 00:00:00,ERN/USDT,1.368,1.4053,1.3061,1.3928,18520.88290714,25281.531510663215
1655596800,2022-06-19 00:00:00,ERN/USDT,1.263,1.419,1.2316,1.36,19261.93792487,25619.028015311163
1655510400,2022-06-18 00:00:00,ERN/USDT,1.3131,1.3372,1.157,1.2531,21538.56637204,26761.727928902307
1655424000,2022-06-17 00:00:00,ERN/USDT,1.2855,1.3321,1.272,1.322,8569.93844125,11162.004098785551
1655337600,2022-06-16 00:00:00,ERN/USDT,1.45,1.453,1.2,1.28,25516.14502593,33763.154334650591
1655251200,2022-06-15 00:00:00,ERN/USDT,1.366,1.449,1.217,1.449,38240.85967918,50294.474357375439
1655164800,2022-06-14 00:00:00,ERN/USDT,1.315,1.407,1.258,1.375,39193.99075587,53167.27843541869
1655078400,2022-06-13 00:00:00,ERN/USDT,1.436,1.444,1.237,1.325,67326.96998821,89588.0468100265
1654992000,2022-06-12 00:00:00,ERN/USDT,1.633,1.661,1.439,1.439,67985.82053486,106303.37017568902
1654905600,2022-06-11 00:00:00,ERN/USDT,1.72,2.452,1.598,1.632,297084.17615083,582597.35329051515
1654819200,2022-06-10 00:00:00,ERN/USDT,1.731,1.761,1.631,1.727,21678.54353762,36725.70298601594
1654732800,2022-06-09 00:00:00,ERN/USDT,1.781,1.832,1.731,1.733,40890.57266848,73561.93505893599
1654646400,2022-06-08 00:00:00,ERN/USDT,1.797,1.923,1.755,1.775,57619.36043618,105524.02096756268
1654560000,2022-06-07 00:00:00,ERN/USDT,1.851,2.064,1.657,1.797,98669.75185638,185142.80473277661
1654473600,2022-06-06 00:00:00,ERN/USDT,1.868,2.012,1.708,1.858,80119.81313118,153353.0282916797
1654387200,2022-06-05 00:00:00,ERN/USDT,1.862,1.906,1.823,1.868,5816.7876561,10900.42693632282
1654300800,2022-06-04 00:00:00,ERN/USDT,1.888,1.905,1.833,1.853,6083.53566921,11343.93855339223
1654214400,2022-06-03 00:00:00,ERN/USDT,2.057,2.057,1.876,1.896,11857.59732701,23093.74031989227
1654128000,2022-06-02 00:00:00,ERN/USDT,1.996,2.084,1.973,2.059,4328.01920914,8808.28818218582
1654041600,2022-06-01 00:00:00,ERN/USDT,2.165,2.171,1.973,1.996,8030.73981686,16781.11570236966
1653955200,2022-05-31 00:00:00,ERN/USDT,2.241,2.287,2.12,2.174,13443.635617,29338.29610330161
1653868800,2022-05-30 00:00:00,ERN/USDT,2.117,2.253,2.103,2.238,15006.48065009,32896.5149119331
1653782400,2022-05-29 00:00:00,ERN/USDT,2.051,2.116,2.02,2.113,11699.36018593,24152.07565009755
1653696000,2022-05-28 00:00:00,ERN/USDT,2.023,2.09,1.999,2.054,29230.37585237,59847.91368184997
1653609600,2022-05-27 00:00:00,ERN/USDT,2.021,2.12,1.941,2.035,52792.1420278,107114.13584474854
1653523200,2022-05-26 00:00:00,ERN/USDT,2.127,2.249,1.916,2.02,53524.96310594,112804.90406626791
1653436800,2022-05-25 00:00:00,ERN/USDT,2.158,2.262,2.084,2.12,29704.00973397,63881.68379433612
1653350400,2022-05-24 00:00:00,ERN/USDT,1.999,2.196,1.95,2.145,27852.83220155,56716.24054236989
1653264000,2022-05-23 00:00:00,ERN/USDT,2.216,2.235,1.971,2.015,27029.98751437,57512.24515993577
1653177600,2022-05-22 00:00:00,ERN/USDT,2.159,2.237,2.111,2.223,31593.30220455,68800.25584996009
1653091200,2022-05-21 00:00:00,ERN/USDT,2.461,3.138,2.118,2.159,254652.68068709,659247.06897532661
1653004800,2022-05-20 00:00:00,ERN/USDT,2.1,2.65,2.037,2.465,116104.37715919,268767.25907205322
1652918400,2022-05-19 00:00:00,ERN/USDT,1.947,2.161,1.869,2.103,54605.69449916,110009.54453052687
1652832000,2022-05-18 00:00:00,ERN/USDT,2.214,2.234,1.934,1.942,75280.51689785,154733.13542673895
1652745600,2022-05-17 00:00:00,ERN/USDT,2.11,2.234,2.034,2.229,20096.57261724,42831.95766117808
1652659200,2022-05-16 00:00:00,ERN/USDT,2.124,2.38,1.959,2.108,68813.95311237,147576.71961464654
1652572800,2022-05-15 00:00:00,ERN/USDT,1.912,2.278,1.804,2.114,151214.11232522,300439.48394820688
1652486400,2022-05-14 00:00:00,ERN/USDT,1.707,2.247,1.567,1.923,116895.1449333,211280.50358131242
1652400000,2022-05-13 00:00:00,ERN/USDT,1.647,2.012,1.615,1.717,42967.0713926,78471.9158649446
1652313600,2022-05-12 00:00:00,ERN/USDT,1.827,1.933,1.357,1.652,86458.90880236,139838.42132242791
1652227200,2022-05-11 00:00:00,ERN/USDT,2.771,2.859,1.749,1.827,100105.23883146,228733.50741939919
1652140800,2022-05-10 00:00:00,ERN/USDT,2.747,3.037,2.592,2.772,72428.2293669,203849.11975135824
1652054400,2022-05-09 00:00:00,ERN/USDT,3.242,3.311,2.751,2.76,53765.77861369,160645.6393563321
1651968000,2022-05-08 00:00:00,ERN/USDT,3.425,3.476,3.209,3.242,25488.76098898,84956.86285705057
1651881600,2022-05-07 00:00:00,ERN/USDT,3.584,3.699,3.326,3.443,19364.85134053,68596.97615409332
1651795200,2022-05-06 00:00:00,ERN/USDT,3.714,3.722,3.398,3.585,21423.79457041,76150.63847623549
1651708800,2022-05-05 00:00:00,ERN/USDT,4.158,4.19,3.619,3.719,23406.99134199,90197.76111573746
1651622400,2022-05-04 00:00:00,ERN/USDT,3.902,4.216,3.846,4.17,23010.18662885,92246.33295038087
1651536000,2022-05-03 00:00:00,ERN/USDT,3.845,4.072,3.799,3.907,20070.66392056,78293.68168465509
1651449600,2022-05-02 00:00:00,ERN/USDT,3.912,3.95,3.763,3.846,18097.20671054,70280.05724728567
1651363200,2022-05-01 00:00:00,ERN/USDT,3.981,3.994,3.793,3.919,28889.49512347,113314.19155190058
1651276800,2022-04-30 00:00:00,ERN/USDT,4.286,4.342,3.8,3.981,25238.11306323,102398.35354261208
1651190400,2022-04-29 00:00:00,ERN/USDT,4.712,5.119,4.143,4.285,43836.15979365,204446.75934514543
1651104000,2022-04-28 00:00:00,ERN/USDT,4.252,4.94,4.238,4.691,66116.67768473,303680.13919600326
1651017600,2022-04-27 00:00:00,ERN/USDT,4.071,4.28,4.03,4.245,13700.64993536,57313.46736554606
1650931200,2022-04-26 00:00:00,ERN/USDT,4.478,4.547,3.986,4.06,25094.47639624,104899.90325121319
1650844800,2022-04-25 00:00:00,ERN/USDT,4.451,4.84,4.138,4.488,48201.6380691,218280.16843906096
1650758400,2022-04-24 00:00:00,ERN/USDT,4.516,4.541,4.36,4.465,5650.26985087,25073.18316007837
1650672000,2022-04-23 00:00:00,ERN/USDT,4.598,4.669,4.501,4.501,9304.89769616,42615.63162935657
1650585600,2022-04-22 00:00:00,ERN/USDT,4.542,4.939,4.518,4.598,11927.31584666,55640.94449685596
1650499200,2022-04-21 00:00:00,ERN/USDT,4.715,4.884,4.481,4.549,14355.21700632,67370.4790963396
1650412800,2022-04-20 00:00:00,ERN/USDT,4.816,4.876,4.581,4.707,14131.69156932,66613.0733200127
1650326400,2022-04-19 00:00:00,ERN/USDT,4.665,4.895,4.624,4.818,10204.45155358,48301.79829933048
1650240000,2022-04-18 00:00:00,ERN/USDT,4.693,4.763,4.4,4.665,12219.380739,56361.88079429677
1650153600,2022-04-17 00:00:00,ERN/USDT,4.706,4.983,4.676,4.703,15943.65705566,77070.14705157845
1650067200,2022-04-16 00:00:00,ERN/USDT,4.725,4.743,4.587,4.715,9522.73182389,44475.63661133858
1649980800,2022-04-15 00:00:00,ERN/USDT,4.648,4.804,4.618,4.756,10130.51625834,47754.40503247159
1649894400,2022-04-14 00:00:00,ERN/USDT,4.9,4.929,4.557,4.647,10834.43476973,51547.72301072444
1649808000,2022-04-13 00:00:00,ERN/USDT,4.802,4.939,4.704,4.885,33643.96547462,162057.33872376397
1649721600,2022-04-12 00:00:00,ERN/USDT,4.619,4.976,4.514,4.827,20058.81047219,94544.49287856866
1649635200,2022-04-11 00:00:00,ERN/USDT,5.204,5.21,4.524,4.619,19435.58529043,93427.67039626512
1649548800,2022-04-10 00:00:00,ERN/USDT,5.233,5.424,5.09,5.215,7903.88231383,41481.31645211127
1649462400,2022-04-09 00:00:00,ERN/USDT,5.162,5.311,5.095,5.248,11349.19906595,58926.22090315284
1649376000,2022-04-08 00:00:00,ERN/USDT,5.5,5.6,5.112,5.146,10393.58295497,56108.84559878199
1649289600,2022-04-07 00:00:00,ERN/USDT,5.334,5.643,5.233,5.497,18490.20781105,101708.79749244387
1649203200,2022-04-06 00:00:00,ERN/USDT,6.135,6.152,5.299,5.334,17473.43630964,99399.32569509244
1649116800,2022-04-05 00:00:00,ERN/USDT,6.156,6.389,6.079,6.155,18676.95506196,116451.09490087311
1649030400,2022-04-04 00:00:00,ERN/USDT,6.307,6.776,5.901,6.163,33778.9231933,210012.89023912643
1648944000,2022-04-03 00:00:00,ERN/USDT,5.922,6.6,5.897,6.308,17291.39753462,108247.91951920221
1648857600,2022-04-02 00:00:00,ERN/USDT,5.947,6.2,5.918,5.931,15971.5748626,96539.11741877484
1648771200,2022-04-01 00:00:00,ERN/USDT,5.608,6.076,5.454,5.959,17833.28496099,103652.98833606934
1648684800,2022-03-31 00:00:00,ERN/USDT,6.021,6.231,5.563,5.63,31291.18577519,184090.89665612225
1648598400,2022-03-30 00:00:00,ERN/USDT,6.236,6.258,5.993,5.996,15677.86666296,95222.96728739336
1648512000,2022-03-29 00:00:00,ERN/USDT,5.879,6.584,5.867,6.24,28552.42513444,178488.83318201906
1648425600,2022-03-28 00:00:00,ERN/USDT,5.725,6.434,5.694,5.879,31914.43637174,194682.82473622556
1648339200,2022-03-27 00:00:00,ERN/USDT,5.514,5.9,5.499,5.726,18017.15399324,102895.27664420212
1648252800,2022-03-26 00:00:00,ERN/USDT,5.376,5.583,5.247,5.55,10408.69923346,56658.03147562132
1648166400,2022-03-25 00:00:00,ERN/USDT,5.562,5.677,5.339,5.376,23725.24652272,129936.76225910266
1648080000,2022-03-24 00:00:00,ERN/USDT,5.748,6.218,5.414,5.581,54974.41223808,311260.0108444865
1647993600,2022-03-23 00:00:00,ERN/USDT,5.474,6.352,5.221,5.791,50805.0108479,289978.02673706419
1647907200,2022-03-22 00:00:00,ERN/USDT,5.243,5.663,5.216,5.474,43119.17465473,236719.59432026933
1647820800,2022-03-21 00:00:00,ERN/USDT,5.641,5.848,5.168,5.244,101084.00626333,547661.40841258812
1647734400,2022-03-20 00:00:00,ERN/USDT,4.951,7.2,4.73,5.641,210755.36916355,1226534.98922555275
1647648000,2022-03-19 00:00:00,ERN/USDT,4.787,5.267,4.785,4.951,33782.52368034,170122.0834950041
1647561600,2022-03-18 00:00:00,ERN/USDT,4.487,5.167,4.337,4.805,42610.23372976,201625.98665112735
1647475200,2022-03-17 00:00:00,ERN/USDT,4.535,4.594,4.33,4.473,37951.95459028,169096.84097607531
1647388800,2022-03-16 00:00:00,ERN/USDT,4.246,4.535,4.182,4.535,36140.57989376,156872.83465130052
1647302400,2022-03-15 00:00:00,ERN/USDT,4.513,4.526,4.215,4.251,30365.61627291,131507.29667720425
1647216000,2022-03-14 00:00:00,ERN/USDT,4.496,4.785,4.358,4.516,134254.50477429,609659.459117212
1647129600,2022-03-13 00:00:00,ERN/USDT,4.503,4.735,4.421,4.506,39199.98826957,180309.61997416031
1647043200,2022-03-12 00:00:00,ERN/USDT,4.457,4.642,4.457,4.507,6100.95962997,27937.31141812105
1646956800,2022-03-11 00:00:00,ERN/USDT,4.804,4.851,4.379,4.459,22198.14689125,102530.67733180498
1646870400,2022-03-10 00:00:00,ERN/USDT,5.366,5.366,4.749,4.807,37918.32395838,187267.53151603733
1646784000,2022-03-09 00:00:00,ERN/USDT,5.16,5.637,5.137,5.375,34135.93500262,182845.99120014265
1646697600,2022-03-08 00:00:00,ERN/USDT,5.081,5.278,4.866,5.163,56715.3875074,286093.53046992456
1646611200,2022-03-07 00:00:00,ERN/USDT,4.794,6.15,4.722,5.085,359015.80298812,1953091.09903827779
1646524800,2022-03-06 00:00:00,ERN/USDT,4.734,5.213,4.549,4.781,29404.39960184,142590.81172503744
1646438400,2022-03-05 00:00:00,ERN/USDT,4.612,4.932,4.505,4.734,24958.33422264,115613.39808585847
1646352000,2022-03-04 00:00:00,ERN/USDT,5.062,5.183,4.539,4.603,18852.55944625,91198.70371191358
1646265600,2022-03-03 00:00:00,ERN/USDT,5.282,5.568,4.977,5.029,20264.26757286,105481.60184739987
1646179200,2022-03-02 00:00:00,ERN/USDT,5.33,5.675,5.202,5.282,22675.05571109,122250.08436693738
1646092800,2022-03-01 00:00:00,ERN/USDT,5.173,5.637,5.067,5.308,37259.16754417,197594.89224420811
1646006400,2022-02-28 00:00:00,ERN/USDT,4.657,5.173,4.569,5.163,15095.40844428,73309.73032738235
1645920000,2022-02-27 00:00:00,ERN/USDT,4.908,5.01,4.584,4.65,4752.51298583,22863.49516236815
1645833600,2022-02-26 00:00:00,ERN/USDT,4.926,5.475,4.841,4.915,19427.33823425,97747.0138770038
1645747200,2022-02-25 00:00:00,ERN/USDT,4.665,4.976,4.64,4.931,6718.88072089,32150.47140945201
1645660800,2022-02-24 00:00:00,ERN/USDT,4.983,5.044,4.291,4.665,28316.16397796,129411.78475407313
1645574400,2022-02-23 00:00:00,ERN/USDT,5.22,5.462,4.976,5.008,10103.34503983,52992.84409543536
1645488000,2022-02-22 00:00:00,ERN/USDT,5.099,5.226,4.931,5.226,19723.46466877,100013.65608244536
1645401600,2022-02-21 00:00:00,ERN/USDT,5.669,6.38,5.078,5.099,52874.39937639,305903.93815909785
1645315200,2022-02-20 00:00:00,ERN/USDT,5.39,6.186,4.983,5.66,86679.30409972,495753.44332777954
1645228800,2022-02-19 00:00:00,ERN/USDT,5.454,5.557,5.231,5.388,5698.81021547,30738.443287425
1645142400,2022-02-18 00:00:00,ERN/USDT,5.888,6.103,5.433,5.481,11792.90770285,67371.9584741757
1645056000,2022-02-17 00:00:00,ERN/USDT,6.388,6.578,5.731,5.85,25279.05655133,155047.42111182912
1644969600,2022-02-16 00:00:00,ERN/USDT,6.231,6.666,6.088,6.394,21200.85105063,135884.84970920413
1644883200,2022-02-15 00:00:00,ERN/USDT,5.799,6.269,5.793,6.234,6104.43479282,37200.60886264902
1644796800,2022-02-14 00:00:00,ERN/USDT,5.749,5.884,5.531,5.799,11424.98364856,64961.6804291772
1644710400,2022-02-13 00:00:00,ERN/USDT,6.115,6.186,5.725,5.754,18772.25003109,112377.50858148446
1644624000,2022-02-12 00:00:00,ERN/USDT,6.012,6.62,5.939,6.146,75162.23688467,470568.03138902853
1644537600,2022-02-11 00:00:00,ERN/USDT,6.261,8.321,5.792,6.024,120934.49538862,797281.26487984942
1644451200,2022-02-10 00:00:00,ERN/USDT,6.048,6.651,5.812,6.241,31789.05578396,196265.85947433413
1644364800,2022-02-09 00:00:00,ERN/USDT,5.942,6.511,5.921,6.066,22449.1574379,138069.24597904597
1644278400,2022-02-08 00:00:00,ERN/USDT,5.704,6.457,5.506,5.942,24195.55587049,139726.6139353375
1644192000,2022-02-07 00:00:00,ERN/USDT,5.654,5.964,5.585,5.713,16480.91923296,94909.29917320876
1644105600,2022-02-06 00:00:00,ERN/USDT,5.392,5.946,5.383,5.652,18833.95931714,105455.20569204358
1644019200,2022-02-05 00:00:00,ERN/USDT,5.464,5.898,5.278,5.397,29406.63812008,163957.8969437152
1643932800,2022-02-04 00:00:00,ERN/USDT,5.139,5.479,4.978,5.448,30003.47720692,156842.50361958398
1643846400,2022-02-03 00:00:00,ERN/USDT,4.804,5.352,4.708,5.139,39061.33576097,197841.81216580449
1643760000,2022-02-02 00:00:00,ERN/USDT,4.943,5.132,4.761,4.817,35692.892701,178508.98789433599
1643673600,2022-02-01 00:00:00,ERN/USDT,5.036,5.221,4.531,4.943,51917.5675538,253100.8759824286
1643587200,2022-01-31 00:00:00,ERN/USDT,5.094,5.206,4.855,5.056,14936.32308613,75227.38162231269
1643500800,2022-01-30 00:00:00,ERN/USDT,5.154,5.48,4.962,5.1,26106.18167438,135024.58649325282
1643414400,2022-01-29 00:00:00,ERN/USDT,5.011,5.459,4.991,5.158,20049.43652694,103581.93755441513
1643328000,2022-01-28 00:00:00,ERN/USDT,4.691,5.098,4.644,5.017,17546.05585254,85916.24706598951
1643241600,2022-01-27 00:00:00,ERN/USDT,4.712,4.928,4.498,4.691,18049.34070505,84887.71811587855
1643155200,2022-01-26 00:00:00,ERN/USDT,4.574,5.133,4.514,4.724,30112.10965928,146465.41842714674
1643068800,2022-01-25 00:00:00,ERN/USDT,4.678,5.237,4.372,4.57,44863.58672033,209834.21503998882
1642982400,2022-01-24 00:00:00,ERN/USDT,5.209,5.209,4.068,4.686,43880.68018197,200452.77905326894
1642896000,2022-01-23 00:00:00,ERN/USDT,4.962,5.818,4.892,5.192,55460.51314184,293673.09407413317
