https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEGO,Volume USDT
1663462800,2022-09-18 01:00:00,DEGO/USDT,1.7485,1.7488,1.7478,1.7479,413.4732,722.87480051
1663459200,2022-09-18 00:00:00,DEGO/USDT,1.7633,1.7633,1.746,1.7485,5335.6962,9331.05155976
1663455600,2022-09-17 23:00:00,DEGO/USDT,1.7593,1.7637,1.7567,1.7633,4570.6202,8042.43472589
1663452000,2022-09-17 22:00:00,DEGO/USDT,1.7623,1.7644,1.7558,1.7594,4457.9326,7843.88843343
1663448400,2022-09-17 21:00:00,DEGO/USDT,1.7645,1.7691,1.7603,1.7622,4586.3895,8094.53541674
1663444800,2022-09-17 20:00:00,DEGO/USDT,1.7595,1.7657,1.759,1.7639,4872.6135,8588.65127619
1663441200,2022-09-17 19:00:00,DEGO/USDT,1.7555,1.7637,1.7473,1.7596,4723.4785,8299.08355232
1663437600,2022-09-17 18:00:00,DEGO/USDT,1.7623,1.768,1.7524,1.7555,4397.4715,7727.03224536
1663434000,2022-09-17 17:00:00,DEGO/USDT,1.7661,1.7761,1.7613,1.7641,4823.21,8513.90438426
1663430400,2022-09-17 16:00:00,DEGO/USDT,1.7697,1.7829,1.7662,1.7662,4483.962,7940.2216214
1663426800,2022-09-17 15:00:00,DEGO/USDT,1.7663,1.7731,1.7581,1.769,4351.7285,7685.05304167
1663423200,2022-09-17 14:00:00,DEGO/USDT,1.7791,1.7821,1.7627,1.7662,4980.6079,8827.72664306
1663419600,2022-09-17 13:00:00,DEGO/USDT,1.7436,1.7898,1.7421,1.777,6099.249,10745.17986655
1663416000,2022-09-17 12:00:00,DEGO/USDT,1.7361,1.7511,1.7339,1.7435,4158.2649,7235.22950823
1663412400,2022-09-17 11:00:00,DEGO/USDT,1.738,1.761,1.7296,1.7338,5283.0458,9197.14794101
1663408800,2022-09-17 10:00:00,DEGO/USDT,1.6836,1.7777,1.6835,1.7449,5650.2555,9771.90692626
1663405200,2022-09-17 09:00:00,DEGO/USDT,1.6737,1.687,1.6693,1.6821,4854.271,8150.81414481
1663401600,2022-09-17 08:00:00,DEGO/USDT,1.6801,1.691,1.67,1.6738,5098.213,8565.09358125
1663398000,2022-09-17 07:00:00,DEGO/USDT,1.68,1.6881,1.6734,1.6801,5760.1363,9663.86982916
1663394400,2022-09-17 06:00:00,DEGO/USDT,1.6809,1.6852,1.6757,1.6814,4629.1,7782.1055969
1663390800,2022-09-17 05:00:00,DEGO/USDT,1.6846,1.6889,1.6733,1.6814,4189.3966,7047.17000622
1663387200,2022-09-17 04:00:00,DEGO/USDT,1.6792,1.6888,1.6791,1.6846,4792.1141,8066.52509133
1663383600,2022-09-17 03:00:00,DEGO/USDT,1.6723,1.6811,1.6713,1.6803,4881.4107,8181.40191973
1663380000,2022-09-17 02:00:00,DEGO/USDT,1.67,1.675,1.6654,1.6723,4648.4067,7762.32523927
1663376400,2022-09-17 01:00:00,DEGO/USDT,1.6592,1.6699,1.6585,1.6696,4960.4831,8246.61491202
1663372800,2022-09-17 00:00:00,DEGO/USDT,1.6393,1.6681,1.6393,1.6592,4799.6459,7939.11953975
1663369200,2022-09-16 23:00:00,DEGO/USDT,1.6428,1.6477,1.6359,1.6392,4670.843,7661.501672
1663365600,2022-09-16 22:00:00,DEGO/USDT,1.6492,1.6514,1.6426,1.6429,6183.878,10189.57258557
1663362000,2022-09-16 21:00:00,DEGO/USDT,1.6459,1.6504,1.6376,1.6492,4129.286,6791.72352185
1663358400,2022-09-16 20:00:00,DEGO/USDT,1.6486,1.6545,1.6305,1.6487,5046.8187,8296.83869375
1663354800,2022-09-16 19:00:00,DEGO/USDT,1.6522,1.6588,1.6386,1.6484,5303.1896,8751.67179848
1663351200,2022-09-16 18:00:00,DEGO/USDT,1.6573,1.6624,1.6459,1.6537,4529.9297,7499.03583458
1663347600,2022-09-16 17:00:00,DEGO/USDT,1.6737,1.6834,1.65,1.6574,5764.3038,9575.99180904
1663344000,2022-09-16 16:00:00,DEGO/USDT,1.6817,1.6936,1.67,1.6837,4652.586,7827.84823669
1663340400,2022-09-16 15:00:00,DEGO/USDT,1.6856,1.6881,1.6792,1.6818,4886.8458,8226.35299743
1663336800,2022-09-16 14:00:00,DEGO/USDT,1.6641,1.6881,1.6619,1.6833,4796.2898,8051.12034865
1663333200,2022-09-16 13:00:00,DEGO/USDT,1.6775,1.6801,1.6624,1.664,4836.893,8102.27993805
1663329600,2022-09-16 12:00:00,DEGO/USDT,1.6928,1.6931,1.6755,1.6775,4919.9597,8291.76178312
1663326000,2022-09-16 11:00:00,DEGO/USDT,1.6851,1.6933,1.6818,1.6933,4712.6933,7946.875573
1663322400,2022-09-16 10:00:00,DEGO/USDT,1.6832,1.6893,1.6829,1.6853,4965.3634,8370.91729776
1663318800,2022-09-16 09:00:00,DEGO/USDT,1.6911,1.6994,1.6805,1.683,5132.6577,8660.44229035
1663315200,2022-09-16 08:00:00,DEGO/USDT,1.7137,1.7153,1.6883,1.6885,5895.312,10034.26895012
1663311600,2022-09-16 07:00:00,DEGO/USDT,1.7191,1.7225,1.7137,1.7137,4682.7308,8049.64543266
1663308000,2022-09-16 06:00:00,DEGO/USDT,1.7176,1.7232,1.7164,1.719,4774.2747,8213.33821084
1663304400,2022-09-16 05:00:00,DEGO/USDT,1.7171,1.749,1.7121,1.7173,8439.5067,14566.70527874
1663300800,2022-09-16 04:00:00,DEGO/USDT,1.7112,1.718,1.71,1.7179,5017.4069,8600.45523979
1663297200,2022-09-16 03:00:00,DEGO/USDT,1.7096,1.7136,1.7021,1.7113,4558.8048,7789.93724032
1663293600,2022-09-16 02:00:00,DEGO/USDT,1.7089,1.7146,1.6995,1.7081,4943.0504,8434.5382279
1663290000,2022-09-16 01:00:00,DEGO/USDT,1.711,1.7156,1.7044,1.7092,4692.0115,8023.7552637
1663286400,2022-09-16 00:00:00,DEGO/USDT,1.7065,1.7111,1.6706,1.7099,5563.5637,9445.92601859
1663282800,2022-09-15 23:00:00,DEGO/USDT,1.7186,1.7238,1.7051,1.7067,4100.9455,7010.70480901
1663279200,2022-09-15 22:00:00,DEGO/USDT,1.7185,1.7224,1.7144,1.722,4043.9899,6950.19643904
1663275600,2022-09-15 21:00:00,DEGO/USDT,1.7196,1.7212,1.7143,1.7182,4466.19,7679.27451932
1663272000,2022-09-15 20:00:00,DEGO/USDT,1.7192,1.7271,1.7146,1.7197,4131.1955,7102.52621231
1663268400,2022-09-15 19:00:00,DEGO/USDT,1.7185,1.7248,1.7143,1.7186,4232.8546,7280.47919367
1663264800,2022-09-15 18:00:00,DEGO/USDT,1.7303,1.7304,1.7179,1.7184,4533.368,7817.26736387
1663261200,2022-09-15 17:00:00,DEGO/USDT,1.7257,1.7386,1.7244,1.7303,4489.7828,7780.41949571
1663257600,2022-09-15 16:00:00,DEGO/USDT,1.7156,1.7272,1.7136,1.7256,4410.5504,7589.58824649
1663254000,2022-09-15 15:00:00,DEGO/USDT,1.7097,1.7185,1.6936,1.7137,4065.121,6954.57144517
1663250400,2022-09-15 14:00:00,DEGO/USDT,1.7515,1.7549,1.7015,1.7115,4198.9098,7285.30365636
1663246800,2022-09-15 13:00:00,DEGO/USDT,1.7509,1.754,1.7407,1.7518,4611.0257,8063.10781649
1663243200,2022-09-15 12:00:00,DEGO/USDT,1.7498,1.7581,1.7427,1.7513,4573.2065,8011.41521901
1663239600,2022-09-15 11:00:00,DEGO/USDT,1.7417,1.757,1.7389,1.7497,4396.2153,7676.50367629
1663236000,2022-09-15 10:00:00,DEGO/USDT,1.7459,1.7638,1.7413,1.7416,5078.7861,8882.55023349
1663232400,2022-09-15 09:00:00,DEGO/USDT,1.7515,1.756,1.7439,1.7459,4202.6584,7357.69926809
1663228800,2022-09-15 08:00:00,DEGO/USDT,1.7805,1.7805,1.749,1.7515,4855.9205,8563.6701541
1663225200,2022-09-15 07:00:00,DEGO/USDT,1.7686,1.7956,1.7628,1.7802,5461.9932,9724.52086588
1663221600,2022-09-15 06:00:00,DEGO/USDT,1.759,1.775,1.7312,1.7734,5871.29,10292.97398077
1663218000,2022-09-15 05:00:00,DEGO/USDT,1.7262,1.761,1.725,1.7588,5199.8543,9042.99659706
1663214400,2022-09-15 04:00:00,DEGO/USDT,1.7293,1.7337,1.7137,1.7258,4402.1784,7611.02186269
1663210800,2022-09-15 03:00:00,DEGO/USDT,1.7449,1.7451,1.7235,1.7293,5255.5852,9090.10833614
1663207200,2022-09-15 02:00:00,DEGO/USDT,1.7574,1.7601,1.7415,1.7449,4282.3614,7481.54747011
1663203600,2022-09-15 01:00:00,DEGO/USDT,1.78,1.7833,1.7438,1.7574,4196.6726,7400.49954419
1663200000,2022-09-15 00:00:00,DEGO/USDT,1.793,1.8001,1.7808,1.7821,4179.5625,7479.68001113
1663196400,2022-09-14 23:00:00,DEGO/USDT,1.8119,1.8125,1.7908,1.7929,4492.6436,8080.44521371
1663192800,2022-09-14 22:00:00,DEGO/USDT,1.8078,1.8181,1.8068,1.8111,4432.7736,8038.59372787
1663189200,2022-09-14 21:00:00,DEGO/USDT,1.7783,1.8096,1.7632,1.8078,5015.9831,8937.22489892
1663185600,2022-09-14 20:00:00,DEGO/USDT,1.8289,1.8349,1.7734,1.7788,5709.1261,10252.48775822
1663182000,2022-09-14 19:00:00,DEGO/USDT,1.7445,1.8421,1.7362,1.8291,8106.13,14368.36702514
1663178400,2022-09-14 18:00:00,DEGO/USDT,1.7534,1.754,1.7242,1.7444,6574.7152,11442.41200494
1663174800,2022-09-14 17:00:00,DEGO/USDT,1.7514,1.7581,1.7471,1.7536,4739.1442,8305.45268332
1663171200,2022-09-14 16:00:00,DEGO/USDT,1.7562,1.7571,1.7482,1.7513,5197.5785,9107.66614307
1663167600,2022-09-14 15:00:00,DEGO/USDT,1.7557,1.7581,1.7461,1.7558,4912.9167,8628.9701708
1663164000,2022-09-14 14:00:00,DEGO/USDT,1.7499,1.7554,1.7363,1.7545,4374.5184,7658.16571861
1663160400,2022-09-14 13:00:00,DEGO/USDT,1.7518,1.7569,1.7364,1.7498,4199.1373,7356.94085733
1663156800,2022-09-14 12:00:00,DEGO/USDT,1.7238,1.761,1.72,1.7519,5236.5375,9109.87811474
1663153200,2022-09-14 11:00:00,DEGO/USDT,1.7287,1.7377,1.7214,1.7238,4992.6211,8625.4434849
1663149600,2022-09-14 10:00:00,DEGO/USDT,1.7328,1.7388,1.7285,1.7285,4635.8569,8025.31478525
1663146000,2022-09-14 09:00:00,DEGO/USDT,1.7335,1.7368,1.7289,1.7326,4890.6936,8475.96203964
1663142400,2022-09-14 08:00:00,DEGO/USDT,1.7427,1.7454,1.7252,1.7333,4448.2713,7710.00962925
1663138800,2022-09-14 07:00:00,DEGO/USDT,1.7607,1.7698,1.74,1.7427,5674.2327,9971.70852275
1663135200,2022-09-14 06:00:00,DEGO/USDT,1.7627,1.7639,1.7545,1.7607,4519.3848,7958.21626446
1663131600,2022-09-14 05:00:00,DEGO/USDT,1.7641,1.7701,1.7588,1.7626,4720.6629,8320.57897794
1663128000,2022-09-14 04:00:00,DEGO/USDT,1.7605,1.7685,1.759,1.7642,4164.2923,7336.9989703
1663124400,2022-09-14 03:00:00,DEGO/USDT,1.7607,1.7692,1.7547,1.76,3961.8245,6970.92891437
1663120800,2022-09-14 02:00:00,DEGO/USDT,1.7603,1.7655,1.7533,1.7606,4098.5165,7207.96280958
1663117200,2022-09-14 01:00:00,DEGO/USDT,1.7521,1.7679,1.7518,1.7604,5534.8448,9724.30963109
1663113600,2022-09-14 00:00:00,DEGO/USDT,1.7464,1.7581,1.7431,1.7524,5075.0783,8888.99616122
1663110000,2022-09-13 23:00:00,DEGO/USDT,1.7561,1.7563,1.7455,1.7465,4232.8051,7405.07009685
1663106400,2022-09-13 22:00:00,DEGO/USDT,1.7492,1.7561,1.7459,1.7561,4650.5904,8140.88178206
1663102800,2022-09-13 21:00:00,DEGO/USDT,1.7439,1.7554,1.7401,1.7517,4347.6146,7596.19065044
1663099200,2022-09-13 20:00:00,DEGO/USDT,1.7457,1.7526,1.7417,1.744,4533.9349,7917.24525794
1663095600,2022-09-13 19:00:00,DEGO/USDT,1.7411,1.7576,1.7321,1.7456,4420.6137,7707.80299579
1663092000,2022-09-13 18:00:00,DEGO/USDT,1.7633,1.7636,1.741,1.7411,4355.4134,7651.1977758
1663088400,2022-09-13 17:00:00,DEGO/USDT,1.7708,1.7731,1.7631,1.7634,5003.3548,8851.59850887
1663084800,2022-09-13 16:00:00,DEGO/USDT,1.7669,1.7726,1.758,1.7708,4292.5313,7588.65855473
1663081200,2022-09-13 15:00:00,DEGO/USDT,1.7657,1.7699,1.7581,1.7677,4649.7889,8205.72935734
1663077600,2022-09-13 14:00:00,DEGO/USDT,1.7611,1.7745,1.7577,1.7658,4959.492,8758.89043814
1663074000,2022-09-13 13:00:00,DEGO/USDT,1.7686,1.769,1.7393,1.7612,4608.6618,8105.47517545
1663070400,2022-09-13 12:00:00,DEGO/USDT,1.8657,1.8683,1.7432,1.7691,5424.9055,9841.61233854
1663066800,2022-09-13 11:00:00,DEGO/USDT,1.8343,1.878,1.83,1.8659,5402.1209,10010.80937495
1663063200,2022-09-13 10:00:00,DEGO/USDT,1.8374,1.8397,1.8332,1.8344,4218.6334,7746.59708502
1663059600,2022-09-13 09:00:00,DEGO/USDT,1.83,1.8464,1.83,1.8374,3006.1692,5522.09486747
1663056000,2022-09-13 08:00:00,DEGO/USDT,1.8426,1.843,1.8207,1.8301,4585.7461,8411.95157475
1663052400,2022-09-13 07:00:00,DEGO/USDT,1.8203,1.8504,1.8189,1.8427,4391.258,8050.35349153
1663048800,2022-09-13 06:00:00,DEGO/USDT,1.8209,1.8274,1.8181,1.8189,4722.499,8605.01136258
1663045200,2022-09-13 05:00:00,DEGO/USDT,1.8253,1.8265,1.8181,1.8216,4306.6525,7849.65276955
1663041600,2022-09-13 04:00:00,DEGO/USDT,1.8264,1.8265,1.82,1.825,4051.3935,7394.02727115
1663038000,2022-09-13 03:00:00,DEGO/USDT,1.8351,1.8396,1.8264,1.8264,3740.0224,6837.65468316
1663034400,2022-09-13 02:00:00,DEGO/USDT,1.8332,1.8396,1.8191,1.8351,4582.0089,8395.99239098
1663030800,2022-09-13 01:00:00,DEGO/USDT,1.8395,1.844,1.8261,1.8331,4239.8109,7794.72906327
1663027200,2022-09-13 00:00:00,DEGO/USDT,1.8467,1.8476,1.826,1.8395,3973.5174,7324.32626243
1663023600,2022-09-12 23:00:00,DEGO/USDT,1.8464,1.847,1.835,1.8467,4546.2465,8384.09899218
1663020000,2022-09-12 22:00:00,DEGO/USDT,1.8339,1.8502,1.8336,1.8465,4398.0111,8102.28596434
1663016400,2022-09-12 21:00:00,DEGO/USDT,1.8556,1.8561,1.8331,1.8401,4176.7536,7711.16939891
1663012800,2022-09-12 20:00:00,DEGO/USDT,1.854,1.8631,1.8361,1.8553,4043.5089,7485.34974613
1663009200,2022-09-12 19:00:00,DEGO/USDT,1.8601,1.863,1.84,1.84,4435.8789,8251.01511049
1663005600,2022-09-12 18:00:00,DEGO/USDT,1.8542,1.863,1.8405,1.8602,4410.1923,8190.33555118
1663002000,2022-09-12 17:00:00,DEGO/USDT,1.8449,1.8592,1.8413,1.8545,4440.0839,8222.77296775
1662998400,2022-09-12 16:00:00,DEGO/USDT,1.8712,1.8722,1.8262,1.8452,4920.9775,9095.36914242
