https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEGO,Volume USDT
1662994800,2022-09-12 15:00:00,DEGO/USDT,1.8897,1.8927,1.8648,1.868,4046.0514,7601.95155951
1662991200,2022-09-12 14:00:00,DEGO/USDT,1.8955,1.8956,1.8831,1.8898,3930.6531,7428.104419
1662987600,2022-09-12 13:00:00,DEGO/USDT,1.8963,1.8999,1.8832,1.8956,4258.4165,8073.89535694
1662984000,2022-09-12 12:00:00,DEGO/USDT,1.8853,1.8984,1.8842,1.8965,4246.2975,8027.16128627
1662980400,2022-09-12 11:00:00,DEGO/USDT,1.8812,1.8998,1.8802,1.8853,4415.6465,8326.27335567
1662976800,2022-09-12 10:00:00,DEGO/USDT,1.8823,1.892,1.8784,1.8812,4074.0837,7664.52209932
1662973200,2022-09-12 09:00:00,DEGO/USDT,1.8801,1.8958,1.8738,1.8823,4796.4596,9027.44493335
1662969600,2022-09-12 08:00:00,DEGO/USDT,1.8889,1.8999,1.8806,1.8817,4364.2662,8251.16693135
1662966000,2022-09-12 07:00:00,DEGO/USDT,1.8792,1.889,1.8729,1.889,4052.7435,7631.54505813
1662962400,2022-09-12 06:00:00,DEGO/USDT,1.8716,1.8789,1.865,1.8789,4267.5256,7990.8213445
1662958800,2022-09-12 05:00:00,DEGO/USDT,1.866,1.8788,1.8658,1.8715,4401.6783,8232.28864179
1662955200,2022-09-12 04:00:00,DEGO/USDT,1.8683,1.8735,1.8659,1.8661,4405.2744,8234.24378794
1662951600,2022-09-12 03:00:00,DEGO/USDT,1.8676,1.8774,1.8636,1.8682,4527.8104,8457.39278644
1662948000,2022-09-12 02:00:00,DEGO/USDT,1.8868,1.8928,1.8655,1.8675,4101.8759,7687.10943009
1662944400,2022-09-12 01:00:00,DEGO/USDT,1.8844,1.892,1.8483,1.8868,4444.1131,8314.9661738
1662940800,2022-09-12 00:00:00,DEGO/USDT,1.8917,1.8999,1.8841,1.8843,3964.4122,7510.6496223
1662937200,2022-09-11 23:00:00,DEGO/USDT,1.8934,1.8999,1.8847,1.8915,4384.6743,8301.41532247
1662933600,2022-09-11 22:00:00,DEGO/USDT,1.8958,1.9026,1.8921,1.8929,4318.8297,8192.81046181
1662930000,2022-09-11 21:00:00,DEGO/USDT,1.893,1.9081,1.882,1.8959,4882.0434,9249.38569665
1662926400,2022-09-11 20:00:00,DEGO/USDT,1.8946,1.9105,1.8817,1.8933,4498.1374,8538.30819341
1662922800,2022-09-11 19:00:00,DEGO/USDT,1.8976,1.9131,1.8944,1.8946,4365.8175,8290.95829223
1662919200,2022-09-11 18:00:00,DEGO/USDT,1.8989,1.9081,1.8948,1.8948,4237.6467,8044.85262628
1662915600,2022-09-11 17:00:00,DEGO/USDT,1.9033,1.9066,1.8954,1.899,3950.2479,7510.19294615
1662912000,2022-09-11 16:00:00,DEGO/USDT,1.8991,1.9123,1.8985,1.9033,4136.0338,7877.66991457
1662908400,2022-09-11 15:00:00,DEGO/USDT,1.8993,1.9038,1.8877,1.8987,5062.1393,9615.39918824
1662904800,2022-09-11 14:00:00,DEGO/USDT,1.8971,1.9024,1.8886,1.8887,5832.1461,11059.8807452
1662901200,2022-09-11 13:00:00,DEGO/USDT,1.8974,1.9039,1.8816,1.8901,6509.3819,12334.72537205
1662897600,2022-09-11 12:00:00,DEGO/USDT,1.8906,1.9002,1.8816,1.8943,4453.1439,8414.2388909
1662894000,2022-09-11 11:00:00,DEGO/USDT,1.9164,1.9164,1.8892,1.8902,4579.6032,8702.88017241
1662890400,2022-09-11 10:00:00,DEGO/USDT,1.8672,1.923,1.8623,1.9164,5263.2567,9934.06692942
1662886800,2022-09-11 09:00:00,DEGO/USDT,1.8634,1.8753,1.858,1.8673,4549.5886,8502.03410504
1662883200,2022-09-11 08:00:00,DEGO/USDT,1.8552,1.8721,1.8551,1.8634,4497.4737,8371.67180852
1662879600,2022-09-11 07:00:00,DEGO/USDT,1.8422,1.8585,1.8422,1.8552,4515.1569,8354.30093563
1662876000,2022-09-11 06:00:00,DEGO/USDT,1.846,1.8553,1.8331,1.8423,4645.8305,8572.2859398
1662872400,2022-09-11 05:00:00,DEGO/USDT,1.8527,1.8596,1.8444,1.8465,4316.5657,7985.30219661
1662868800,2022-09-11 04:00:00,DEGO/USDT,1.852,1.859,1.8503,1.8537,4172.4712,7733.94969691
1662865200,2022-09-11 03:00:00,DEGO/USDT,1.8526,1.8631,1.84,1.8518,4519.0297,8378.20211825
1662861600,2022-09-11 02:00:00,DEGO/USDT,1.8769,1.8785,1.8435,1.8527,4660.2393,8707.84239609
1662858000,2022-09-11 01:00:00,DEGO/USDT,1.8737,1.8818,1.8724,1.8737,4018.4608,7547.99137539
1662854400,2022-09-11 00:00:00,DEGO/USDT,1.8792,1.8793,1.8725,1.8737,4173.6909,7823.70564239
1662850800,2022-09-10 23:00:00,DEGO/USDT,1.8782,1.8923,1.877,1.879,4390.9793,8260.93565703
1662847200,2022-09-10 22:00:00,DEGO/USDT,1.8602,1.8923,1.8592,1.8784,4874.8423,9124.1619345
1662843600,2022-09-10 21:00:00,DEGO/USDT,1.8502,1.8648,1.8447,1.8605,4143.0668,7678.71332951
1662840000,2022-09-10 20:00:00,DEGO/USDT,1.8462,1.8533,1.8435,1.85,4110.1264,7591.50264512
1662836400,2022-09-10 19:00:00,DEGO/USDT,1.8584,1.8614,1.8435,1.8461,4310.1367,7975.71103858
1662832800,2022-09-10 18:00:00,DEGO/USDT,1.85,1.8689,1.8498,1.8583,4591.3463,8550.0906294
1662829200,2022-09-10 17:00:00,DEGO/USDT,1.8421,1.852,1.8369,1.8497,4503.0143,8294.95486971
1662825600,2022-09-10 16:00:00,DEGO/USDT,1.8469,1.8529,1.8367,1.8452,4742.871,8739.92861665
1662822000,2022-09-10 15:00:00,DEGO/USDT,1.8473,1.8513,1.8449,1.8469,4147.9406,7662.3803178
1662818400,2022-09-10 14:00:00,DEGO/USDT,1.849,1.8623,1.8441,1.8477,4367.1662,8077.63031626
1662814800,2022-09-10 13:00:00,DEGO/USDT,1.8519,1.8553,1.8465,1.849,4475.5758,8284.28028344
1662811200,2022-09-10 12:00:00,DEGO/USDT,1.8552,1.8612,1.8499,1.8519,4185.9861,7766.03655673
1662807600,2022-09-10 11:00:00,DEGO/USDT,1.853,1.8584,1.8471,1.8554,4185.1199,7759.90878373
1662804000,2022-09-10 10:00:00,DEGO/USDT,1.8661,1.8673,1.8466,1.8513,4399.8224,8156.73433923
1662800400,2022-09-10 09:00:00,DEGO/USDT,1.8633,1.8691,1.8623,1.8672,4311.0409,8038.36985992
1662796800,2022-09-10 08:00:00,DEGO/USDT,1.8605,1.8737,1.8603,1.8633,4226.4347,7875.45919656
1662793200,2022-09-10 07:00:00,DEGO/USDT,1.8677,1.8764,1.8602,1.8604,4158.476,7756.13650905
1662789600,2022-09-10 06:00:00,DEGO/USDT,1.8648,1.8741,1.8633,1.8675,3868.0979,7223.24649025
1662786000,2022-09-10 05:00:00,DEGO/USDT,1.886,1.886,1.8636,1.8654,4762.8191,8919.40853709
1662782400,2022-09-10 04:00:00,DEGO/USDT,1.8795,1.9001,1.8781,1.8864,4839.0109,9122.47178655
1662778800,2022-09-10 03:00:00,DEGO/USDT,1.8932,1.8932,1.8781,1.8813,4162.132,7857.58387572
1662775200,2022-09-10 02:00:00,DEGO/USDT,1.8836,1.8982,1.8801,1.8931,4284.2649,8078.49603977
1662771600,2022-09-10 01:00:00,DEGO/USDT,1.8775,1.8931,1.8751,1.8839,3824.1653,7191.20200964
1662768000,2022-09-10 00:00:00,DEGO/USDT,1.913,1.9133,1.8665,1.8774,4324.7859,8186.04330661
1662764400,2022-09-09 23:00:00,DEGO/USDT,1.887,1.9134,1.8846,1.9132,3828.7229,7280.34469137
1662760800,2022-09-09 22:00:00,DEGO/USDT,1.8601,1.8912,1.8585,1.8871,5304.836,9980.91620526
1662757200,2022-09-09 21:00:00,DEGO/USDT,1.8593,1.8631,1.83,1.8601,4741.958,8793.48636675
1662753600,2022-09-09 20:00:00,DEGO/USDT,1.8586,1.8644,1.8519,1.8594,5585.5672,10385.37285744
1662750000,2022-09-09 19:00:00,DEGO/USDT,1.8597,1.867,1.8534,1.8585,4515.0644,8392.15193968
1662746400,2022-09-09 18:00:00,DEGO/USDT,1.8714,1.8714,1.8595,1.8595,4053.5487,7556.09567936
1662742800,2022-09-09 17:00:00,DEGO/USDT,1.878,1.882,1.8651,1.8714,4425.1965,8296.86405441
1662739200,2022-09-09 16:00:00,DEGO/USDT,1.8659,1.8742,1.8527,1.8734,4116.5349,7666.03412191
1662735600,2022-09-09 15:00:00,DEGO/USDT,1.8614,1.8711,1.8581,1.8658,4397.954,8201.42377462
1662732000,2022-09-09 14:00:00,DEGO/USDT,1.8659,1.8752,1.86,1.8644,4077.7362,7611.74171203
1662728400,2022-09-09 13:00:00,DEGO/USDT,1.8962,1.8962,1.8546,1.8662,4663.0201,8706.38111296
1662724800,2022-09-09 12:00:00,DEGO/USDT,1.8611,1.9081,1.8601,1.8982,4524.5523,8537.64258565
1662721200,2022-09-09 11:00:00,DEGO/USDT,1.8745,1.8819,1.8612,1.8612,4300.9964,8059.96513584
1662717600,2022-09-09 10:00:00,DEGO/USDT,1.8674,1.877,1.8637,1.8746,4128.3039,7715.44467085
1662714000,2022-09-09 09:00:00,DEGO/USDT,1.8651,1.8694,1.8598,1.8664,4325.0648,8066.31077975
1662710400,2022-09-09 08:00:00,DEGO/USDT,1.8597,1.8712,1.8557,1.8653,4463.1558,8312.89358985
1662706800,2022-09-09 07:00:00,DEGO/USDT,1.8739,1.875,1.8586,1.86,4401.8936,8216.42700506
1662703200,2022-09-09 06:00:00,DEGO/USDT,1.8647,1.8801,1.8646,1.8739,4005.9857,7494.09058742
1662699600,2022-09-09 05:00:00,DEGO/USDT,1.8612,1.8801,1.8612,1.8645,4486.8178,8373.56145548
1662696000,2022-09-09 04:00:00,DEGO/USDT,1.839,1.8778,1.839,1.8613,5213.2838,9692.18724865
1662692400,2022-09-09 03:00:00,DEGO/USDT,1.8264,1.8391,1.8202,1.8381,3893.1556,7118.6723593
1662688800,2022-09-09 02:00:00,DEGO/USDT,1.8257,1.8338,1.8198,1.8268,4374.9376,7990.16009263
1662685200,2022-09-09 01:00:00,DEGO/USDT,1.8265,1.831,1.8231,1.8257,4550.2535,8315.03573742
1662681600,2022-09-09 00:00:00,DEGO/USDT,1.8268,1.848,1.8191,1.8263,5490.2353,10040.26781581
1662678000,2022-09-08 23:00:00,DEGO/USDT,1.8307,1.8307,1.8258,1.8268,4413.3995,8068.39976763
1662674400,2022-09-08 22:00:00,DEGO/USDT,1.8331,1.8373,1.8263,1.8302,4279.3857,7839.15202141
1662670800,2022-09-08 21:00:00,DEGO/USDT,1.8281,1.8391,1.8238,1.8332,4402.2427,8050.73539351
1662667200,2022-09-08 20:00:00,DEGO/USDT,1.814,1.8294,1.814,1.828,4124.018,7526.5169606
1662663600,2022-09-08 19:00:00,DEGO/USDT,1.8065,1.8136,1.8011,1.8136,4500.2858,8131.83466703
1662660000,2022-09-08 18:00:00,DEGO/USDT,1.7986,1.8088,1.7954,1.8066,4577.5516,8256.91860333
1662656400,2022-09-08 17:00:00,DEGO/USDT,1.7892,1.8072,1.7834,1.7988,4468.3476,8038.78813095
1662652800,2022-09-08 16:00:00,DEGO/USDT,1.7858,1.7924,1.7732,1.7922,4102.6999,7326.85492474
1662649200,2022-09-08 15:00:00,DEGO/USDT,1.799,1.806,1.7813,1.7855,4694.7721,8440.17326748
1662645600,2022-09-08 14:00:00,DEGO/USDT,1.7966,1.8031,1.7849,1.7991,4765.3193,8556.03030026
1662642000,2022-09-08 13:00:00,DEGO/USDT,1.7813,1.803,1.7663,1.7968,3887.5067,6923.30863937
1662638400,2022-09-08 12:00:00,DEGO/USDT,1.7972,1.7989,1.7781,1.7797,4127.8038,7374.95270509
1662634800,2022-09-08 11:00:00,DEGO/USDT,1.7992,1.8132,1.7947,1.7969,4409.5907,7940.05959871
1662631200,2022-09-08 10:00:00,DEGO/USDT,1.7919,1.8011,1.7835,1.7991,4780.735,8588.41507722
1662627600,2022-09-08 09:00:00,DEGO/USDT,1.7894,1.7928,1.7779,1.7919,4441.9704,7950.53818393
1662624000,2022-09-08 08:00:00,DEGO/USDT,1.7792,1.7923,1.7749,1.7884,4193.3646,7478.86689131
