https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DIA,Volume USDT
1657843200,2022-07-15 00:00:00,DIA/USDT,0.4056,0.4159,0.3981,0.4073,122857.07358107,50061.52061669368
1657756800,2022-07-14 00:00:00,DIA/USDT,0.3881,0.47,0.3805,0.4064,309825.3674594,129989.832023366624
1657670400,2022-07-13 00:00:00,DIA/USDT,0.3672,0.3946,0.358,0.3881,86809.6370987,32992.518284403508
1657584000,2022-07-12 00:00:00,DIA/USDT,0.3744,0.3823,0.3637,0.368,53642.37369604,20152.465119592065
1657497600,2022-07-11 00:00:00,DIA/USDT,0.4152,0.4157,0.3744,0.3753,84329.75242145,33377.431005426062
1657411200,2022-07-10 00:00:00,DIA/USDT,0.4637,0.4668,0.3943,0.4171,365369.37814977,154827.059243625851
1657324800,2022-07-09 00:00:00,DIA/USDT,0.3984,0.5447,0.3974,0.4672,579678.06508109,281317.399948429197
1657238400,2022-07-08 00:00:00,DIA/USDT,0.4166,0.4241,0.393,0.398,70697.93384235,28738.908084237528
1657152000,2022-07-07 00:00:00,DIA/USDT,0.3922,0.4258,0.3885,0.4153,79737.75232159,32821.791701670076
1657065600,2022-07-06 00:00:00,DIA/USDT,0.3794,0.3993,0.372,0.3923,46573.13823928,17926.343338708901
1656979200,2022-07-05 00:00:00,DIA/USDT,0.3922,0.3985,0.37,0.379,94620.6428556,36033.507232182039
1656892800,2022-07-04 00:00:00,DIA/USDT,0.377,0.4018,0.3704,0.391,113258.56245557,43936.646397562633
1656806400,2022-07-03 00:00:00,DIA/USDT,0.3696,0.4004,0.3657,0.376,139079.45213614,52716.525299152528
1656720000,2022-07-02 00:00:00,DIA/USDT,0.3663,0.375,0.3546,0.3663,47545.78658742,17342.412030929941
1656633600,2022-07-01 00:00:00,DIA/USDT,0.373,0.3886,0.3559,0.3678,47453.20424398,17620.74508228739
1656547200,2022-06-30 00:00:00,DIA/USDT,0.3831,0.4044,0.3516,0.373,97159.09610128,36488.674095835724
1656460800,2022-06-29 00:00:00,DIA/USDT,0.3724,0.3881,0.3626,0.3815,51817.41358397,19414.023140060261
1656374400,2022-06-28 00:00:00,DIA/USDT,0.406,0.4089,0.3721,0.3734,50080.25281634,19677.789205437019
1656288000,2022-06-27 00:00:00,DIA/USDT,0.3916,0.4129,0.3905,0.4023,57121.82520433,23056.60297024584
1656201600,2022-06-26 00:00:00,DIA/USDT,0.4057,0.4197,0.3912,0.3924,27600.8620606,11220.003250138323
1656115200,2022-06-25 00:00:00,DIA/USDT,0.4063,0.419,0.394,0.4053,105921.9991019,43121.980024229961
1656028800,2022-06-24 00:00:00,DIA/USDT,0.3921,0.4144,0.386,0.4064,50664.34183364,20145.294402047506
1655942400,2022-06-23 00:00:00,DIA/USDT,0.3701,0.4382,0.3701,0.3885,158041.55690109,62940.152152312423
1655856000,2022-06-22 00:00:00,DIA/USDT,0.3801,0.3853,0.3675,0.37,56233.53895671,21083.229550679787
1655769600,2022-06-21 00:00:00,DIA/USDT,0.3758,0.4047,0.3739,0.3799,81385.71999331,31623.465278363245
1655683200,2022-06-20 00:00:00,DIA/USDT,0.3781,0.3917,0.362,0.3749,70064.13053929,26406.965325671969
1655596800,2022-06-19 00:00:00,DIA/USDT,0.3557,0.3825,0.3384,0.3765,63421.58038634,22927.896615251625
1655510400,2022-06-18 00:00:00,DIA/USDT,0.3854,0.3902,0.3314,0.3533,85957.65356831,30783.174689826763
1655424000,2022-06-17 00:00:00,DIA/USDT,0.3797,0.3975,0.3793,0.3899,52837.94814207,20414.393985258641
1655337600,2022-06-16 00:00:00,DIA/USDT,0.4189,0.4335,0.375,0.3759,115694.46267319,46348.040025331867
1655251200,2022-06-15 00:00:00,DIA/USDT,0.3968,0.4352,0.3582,0.415,179017.60591897,70825.045669557751
1655164800,2022-06-14 00:00:00,DIA/USDT,0.3733,0.46,0.3481,0.3976,191053.3792056,75933.65603082314
1655078400,2022-06-13 00:00:00,DIA/USDT,0.4219,0.4219,0.3571,0.376,307365.57097651,118857.022718742671
1654992000,2022-06-12 00:00:00,DIA/USDT,0.4371,0.4425,0.3997,0.4248,140601.96936672,59419.172959535889
1654905600,2022-06-11 00:00:00,DIA/USDT,0.4905,0.5144,0.4297,0.436,200232.62997964,93771.653315292277
1654819200,2022-06-10 00:00:00,DIA/USDT,0.5135,0.5423,0.4779,0.4925,327539.89412281,164446.279109173429
1654732800,2022-06-09 00:00:00,DIA/USDT,0.4671,0.5761,0.4648,0.5136,423979.02349974,219770.788101794117
1654646400,2022-06-08 00:00:00,DIA/USDT,0.4693,0.5392,0.4534,0.4682,227601.06781805,111324.128562534459
1654560000,2022-06-07 00:00:00,DIA/USDT,0.4582,0.586,0.428,0.4698,207994.32038986,104719.508770955578
1654473600,2022-06-06 00:00:00,DIA/USDT,0.4437,0.4737,0.4437,0.4582,39801.43543013,18236.518588501419
1654387200,2022-06-05 00:00:00,DIA/USDT,0.457,0.4663,0.4432,0.4437,43002.19556647,19429.058943819403
1654300800,2022-06-04 00:00:00,DIA/USDT,0.4591,0.5088,0.4427,0.4566,90195.06192296,42596.375443507232
1654214400,2022-06-03 00:00:00,DIA/USDT,0.439,0.4882,0.4249,0.4609,157721.92640113,72267.562156635994
1654128000,2022-06-02 00:00:00,DIA/USDT,0.425,0.4421,0.4205,0.4402,27435.09820207,11820.31620007955
1654041600,2022-06-01 00:00:00,DIA/USDT,0.4709,0.4872,0.4174,0.4261,70991.04466291,32003.630039643803
1653955200,2022-05-31 00:00:00,DIA/USDT,0.4908,0.4944,0.4556,0.4691,84242.71996307,39781.011553612959
1653868800,2022-05-30 00:00:00,DIA/USDT,0.4545,0.5022,0.4513,0.4872,148592.51398813,70135.661915629749
1653782400,2022-05-29 00:00:00,DIA/USDT,0.4336,0.55,0.4242,0.4535,338721.58572644,165041.537167514407
1653696000,2022-05-28 00:00:00,DIA/USDT,0.4241,0.48,0.4216,0.4336,57893.08135895,25788.498924695894
1653609600,2022-05-27 00:00:00,DIA/USDT,0.4249,0.458,0.4031,0.4259,90473.35098255,38228.892204558052
1653523200,2022-05-26 00:00:00,DIA/USDT,0.4624,0.4699,0.4085,0.4261,117721.14119015,51102.916748475142
1653436800,2022-05-25 00:00:00,DIA/USDT,0.4717,0.4985,0.4535,0.4581,118931.51328224,55481.927833067753
1653350400,2022-05-24 00:00:00,DIA/USDT,0.4888,0.4975,0.4576,0.4718,111020.59991913,52540.127509175285
1653264000,2022-05-23 00:00:00,DIA/USDT,0.5269,0.5626,0.4828,0.4885,108656.54502612,56865.174920545156
1653177600,2022-05-22 00:00:00,DIA/USDT,0.5226,0.6665,0.4888,0.527,253128.36441707,136347.33169198961
1653091200,2022-05-21 00:00:00,DIA/USDT,0.5283,0.5692,0.5008,0.5177,134300.94600446,70671.787098345971
1653004800,2022-05-20 00:00:00,DIA/USDT,0.5655,0.6801,0.5169,0.5254,705295.84612682,414885.80287019648
1652918400,2022-05-19 00:00:00,DIA/USDT,0.7318,0.9119,0.5529,0.5649,2662889.67351865,1928255.349217925715
1652832000,2022-05-18 00:00:00,DIA/USDT,0.397,1.0906,0.3832,0.7332,2593464.41994047,1938923.362295058991
1652745600,2022-05-17 00:00:00,DIA/USDT,0.3668,0.4053,0.3668,0.397,81385.257691,31621.748444289391
1652659200,2022-05-16 00:00:00,DIA/USDT,0.4,0.4033,0.364,0.3681,45973.13108843,17530.616593351283
1652572800,2022-05-15 00:00:00,DIA/USDT,0.3723,0.4055,0.3599,0.4027,58617.44528098,22560.48850428313
1652486400,2022-05-14 00:00:00,DIA/USDT,0.3692,0.3871,0.3364,0.3714,150964.0858088,55399.236469606969
1652400000,2022-05-13 00:00:00,DIA/USDT,0.3158,0.4093,0.3112,0.3685,207420.38199415,78973.078207617707
1652313600,2022-05-12 00:00:00,DIA/USDT,0.3455,0.3635,0.301,0.3137,303571.2690346,99421.050544697078
1652227200,2022-05-11 00:00:00,DIA/USDT,0.5179,0.5279,0.3414,0.3472,202613.33914486,93545.446211842617
1652140800,2022-05-10 00:00:00,DIA/USDT,0.5182,0.564,0.4984,0.5171,74144.00022335,39870.181228336137
1652054400,2022-05-09 00:00:00,DIA/USDT,0.6419,0.6498,0.5208,0.5208,90277.1003853,52676.443489823964
1651968000,2022-05-08 00:00:00,DIA/USDT,0.6862,0.6877,0.6413,0.6453,40961.2098751,27145.453238758612
1651881600,2022-05-07 00:00:00,DIA/USDT,0.7034,0.7062,0.6754,0.6884,53822.60393498,37228.982346837002
1651795200,2022-05-06 00:00:00,DIA/USDT,0.7296,0.7301,0.6935,0.7061,74382.6149522,52702.735099855282
1651708800,2022-05-05 00:00:00,DIA/USDT,0.8097,0.8169,0.7176,0.7282,61334.87937709,46316.717635422259
1651622400,2022-05-04 00:00:00,DIA/USDT,0.76,0.81,0.7542,0.8097,73194.94192034,57502.144762400076
1651536000,2022-05-03 00:00:00,DIA/USDT,0.7556,0.7662,0.7513,0.7587,46265.85525003,35019.455176012642
1651449600,2022-05-02 00:00:00,DIA/USDT,0.764,0.7898,0.7514,0.7549,48517.15156441,37048.890531977781
1651363200,2022-05-01 00:00:00,DIA/USDT,0.76,0.7715,0.7376,0.764,58115.13979515,43640.388373253007
1651276800,2022-04-30 00:00:00,DIA/USDT,0.7912,0.8025,0.7361,0.76,25797.3498,20121.2489343
1651190400,2022-04-29 00:00:00,DIA/USDT,0.8223,0.8232,0.7737,0.7914,54664.84608885,43250.65008101098
1651104000,2022-04-28 00:00:00,DIA/USDT,0.8073,0.844,0.8,0.8219,28647.03668035,23593.530931904682
1651017600,2022-04-27 00:00:00,DIA/USDT,0.7985,0.8192,0.7905,0.8097,72351.7007416,58211.616662908471
1650931200,2022-04-26 00:00:00,DIA/USDT,0.8476,0.86,0.7902,0.7974,42109.13046696,35110.003639277997
1650844800,2022-04-25 00:00:00,DIA/USDT,0.8696,0.8697,0.7999,0.8476,80811.84297494,66872.679136182229
1650758400,2022-04-24 00:00:00,DIA/USDT,0.8668,0.8799,0.846,0.8707,84662.73300377,72876.791665907223
1650672000,2022-04-23 00:00:00,DIA/USDT,0.886,0.8869,0.8636,0.8682,50828.69321332,44484.643861040249
1650585600,2022-04-22 00:00:00,DIA/USDT,0.8748,0.894,0.8505,0.888,81051.99727895,70908.438133449325
1650499200,2022-04-21 00:00:00,DIA/USDT,0.9028,0.9401,0.8683,0.8783,51004.14059785,46443.522929633389
1650412800,2022-04-20 00:00:00,DIA/USDT,0.9232,0.9668,0.9013,0.9059,89501.83955358,83095.807767166762
1650326400,2022-04-19 00:00:00,DIA/USDT,0.8783,0.9844,0.8783,0.9225,190154.59328154,175278.840177387113
1650240000,2022-04-18 00:00:00,DIA/USDT,0.8661,0.8807,0.838,0.8778,63328.36496943,54460.511090832088
1650153600,2022-04-17 00:00:00,DIA/USDT,0.8865,0.9205,0.8403,0.8661,48282.66813248,42179.894591110842
1650067200,2022-04-16 00:00:00,DIA/USDT,0.9038,0.9153,0.8741,0.8865,32762.38606118,29291.212092045281
1649980800,2022-04-15 00:00:00,DIA/USDT,0.8693,0.9065,0.8664,0.9065,49778.20832368,44341.3007952353
1649894400,2022-04-14 00:00:00,DIA/USDT,0.8964,0.913,0.8621,0.8684,106721.59888955,95421.64987486957
1649808000,2022-04-13 00:00:00,DIA/USDT,0.8757,0.9251,0.8619,0.8964,68759.99113186,61456.768800122443
1649721600,2022-04-12 00:00:00,DIA/USDT,0.8698,0.9057,0.8465,0.8783,116025.78259587,101836.4699739499
1649635200,2022-04-11 00:00:00,DIA/USDT,0.9292,0.992,0.8522,0.8678,211833.47014866,192715.756451085095
1649548800,2022-04-10 00:00:00,DIA/USDT,0.9178,0.9647,0.9118,0.9298,52038.29333628,48668.671706459091
1649462400,2022-04-09 00:00:00,DIA/USDT,0.9155,0.934,0.9014,0.9215,65893.83220557,60469.306656335613
1649376000,2022-04-08 00:00:00,DIA/USDT,0.9892,1.0095,0.9084,0.9125,102273.19442214,97855.004298223292
1649289600,2022-04-07 00:00:00,DIA/USDT,0.9651,1.0095,0.9565,0.9894,73097.18012497,71997.253306613948
1649203200,2022-04-06 00:00:00,DIA/USDT,1.0647,1.0647,0.921,0.9694,178538.5114596,181402.329114215336
1649116800,2022-04-05 00:00:00,DIA/USDT,1.1042,1.1253,1.0651,1.0651,123732.84388688,136244.329097421461
1649030400,2022-04-04 00:00:00,DIA/USDT,1.1413,1.1855,1.0656,1.105,156450.03974174,175544.514834629362
1648944000,2022-04-03 00:00:00,DIA/USDT,1.1081,1.259,1.0825,1.1446,310692.487608,355942.822811871557
1648857600,2022-04-02 00:00:00,DIA/USDT,1.1067,1.274,1.0213,1.11,953574.83989997,1099907.587833501205
1648771200,2022-04-01 00:00:00,DIA/USDT,1.1003,1.2069,1.038,1.1066,247493.331619,270093.638783086804
1648684800,2022-03-31 00:00:00,DIA/USDT,1.0685,1.1278,1.0256,1.1003,240928.53905799,261463.308818041596
1648598400,2022-03-30 00:00:00,DIA/USDT,1.0437,1.0817,1.03,1.0676,153314.66923164,162587.981141669817
1648512000,2022-03-29 00:00:00,DIA/USDT,1.039,1.0721,0.9415,1.0422,392072.59531827,403229.81198086913
1648425600,2022-03-28 00:00:00,DIA/USDT,1.0589,1.0828,1.0371,1.0418,118785.50046081,126250.434972671039
1648339200,2022-03-27 00:00:00,DIA/USDT,1.007,1.0662,1.007,1.0573,101122.10479895,105052.535093143362
1648252800,2022-03-26 00:00:00,DIA/USDT,0.981,1.0207,0.98,1.0067,110167.25610428,110274.543037361802
1648166400,2022-03-25 00:00:00,DIA/USDT,1.0155,1.0373,0.98,0.983,141243.8774633,143902.799188860992
1648080000,2022-03-24 00:00:00,DIA/USDT,0.9761,1.071,0.9761,1.0152,254687.19411356,257638.400399269668
1647993600,2022-03-23 00:00:00,DIA/USDT,0.9532,0.9923,0.937,0.9752,38389.41819448,36987.11990171805
1647907200,2022-03-22 00:00:00,DIA/USDT,0.9456,1.0213,0.9415,0.9546,95260.48317302,92814.421975220851
1647820800,2022-03-21 00:00:00,DIA/USDT,0.9387,0.9627,0.9219,0.9438,40809.65200324,38491.266420231563
1647734400,2022-03-20 00:00:00,DIA/USDT,0.9576,0.9815,0.924,0.9388,67336.81953371,63900.585305835587
1647648000,2022-03-19 00:00:00,DIA/USDT,0.9422,0.996,0.9401,0.9602,78185.72055357,74909.576731144062
1647561600,2022-03-18 00:00:00,DIA/USDT,0.9355,0.95,0.9133,0.9408,56380.39341293,52817.134289005455
1647475200,2022-03-17 00:00:00,DIA/USDT,0.9196,0.9596,0.9143,0.936,147014.92455985,138611.947831157373
1647388800,2022-03-16 00:00:00,DIA/USDT,0.8793,1.0758,0.8668,0.9208,366598.94704582,354789.96717377378
1647302400,2022-03-15 00:00:00,DIA/USDT,0.8955,0.9227,0.8553,0.8794,99783.68457617,88145.664859894122
1647216000,2022-03-14 00:00:00,DIA/USDT,0.8684,0.9164,0.8672,0.8939,45212.98076325,40148.790373999534
1647129600,2022-03-13 00:00:00,DIA/USDT,0.897,0.9173,0.856,0.8689,57835.90270687,51564.767550567041
1647043200,2022-03-12 00:00:00,DIA/USDT,0.9285,0.9365,0.89,0.8989,177304.46013604,162005.905078737134
1646956800,2022-03-11 00:00:00,DIA/USDT,0.8995,1.0068,0.8717,0.9291,360920.9684783,338792.898233496699
1646870400,2022-03-10 00:00:00,DIA/USDT,0.9383,0.9452,0.8968,0.902,121878.01134541,111413.235294661561
1646784000,2022-03-09 00:00:00,DIA/USDT,0.925,0.972,0.925,0.9388,58684.29775158,55920.817546846986
1646697600,2022-03-08 00:00:00,DIA/USDT,0.9269,0.9857,0.9179,0.9257,48690.11698866,45875.605376838151
1646611200,2022-03-07 00:00:00,DIA/USDT,0.9548,0.9713,0.9095,0.9216,92950.146569,86938.307675932163
1646524800,2022-03-06 00:00:00,DIA/USDT,1.002,1.0096,0.9495,0.9544,85867.79502363,84690.734351075342
1646438400,2022-03-05 00:00:00,DIA/USDT,0.9608,1.0302,0.9562,1.0028,48874.95527292,48510.184786908841
1646352000,2022-03-04 00:00:00,DIA/USDT,1.0507,1.068,0.9589,0.9628,71748.61620483,72482.794853741444
1646265600,2022-03-03 00:00:00,DIA/USDT,1.0223,1.0937,1.004,1.0499,140073.20124726,145266.805344405777
1646179200,2022-03-02 00:00:00,DIA/USDT,1.0637,1.0899,1.0185,1.0225,118379.22021515,125004.350586431383
1646092800,2022-03-01 00:00:00,DIA/USDT,1.0625,1.0893,1.0377,1.0616,156040.04053852,165462.956005287596
1646006400,2022-02-28 00:00:00,DIA/USDT,0.9882,1.0625,0.982,1.062,160901.85036159,164814.140166716263
1645920000,2022-02-27 00:00:00,DIA/USDT,1.0758,1.1233,0.9722,0.9891,239061.03811238,247626.07028214925
1645833600,2022-02-26 00:00:00,DIA/USDT,1.0314,1.139,1.0271,1.0782,185602.03256112,198913.197779650524
1645747200,2022-02-25 00:00:00,DIA/USDT,1.0253,1.0853,0.982,1.0341,249968.39510703,258534.10879152436
1645660800,2022-02-24 00:00:00,DIA/USDT,1.0726,1.2313,0.8879,1.0267,1526088.49880852,1634276.025919453369
1645574400,2022-02-23 00:00:00,DIA/USDT,0.8888,1.134,0.8836,1.0713,652560.66458954,671267.052379022658
1645488000,2022-02-22 00:00:00,DIA/USDT,0.906,0.9073,0.8431,0.8856,136126.47899402,118960.976240644133
1645401600,2022-02-21 00:00:00,DIA/USDT,0.9446,0.9751,0.874,0.9023,192661.06678975,180501.747261359122
1645315200,2022-02-20 00:00:00,DIA/USDT,1.0235,1.0255,0.9219,0.9438,192543.66180797,183941.585445144637
1645228800,2022-02-19 00:00:00,DIA/USDT,1.0692,1.1076,1,1.0224,464740.20984335,489285.551579627116
1645142400,2022-02-18 00:00:00,DIA/USDT,1.185,1.4402,1.0685,1.0707,1780449.33165351,2264745.357721158542
1645056000,2022-02-17 00:00:00,DIA/USDT,0.9689,1.49,0.9215,1.1842,1888759.41063582,2291843.839058897139
1644969600,2022-02-16 00:00:00,DIA/USDT,0.9883,0.9883,0.9595,0.9687,82815.59903907,80520.892776436336
1644883200,2022-02-15 00:00:00,DIA/USDT,0.9457,0.9906,0.9412,0.988,85435.27694917,83224.150447723117
1644796800,2022-02-14 00:00:00,DIA/USDT,0.9472,0.9503,0.921,0.9475,85228.27181085,79987.185148615752
1644710400,2022-02-13 00:00:00,DIA/USDT,0.9631,0.9859,0.946,0.947,58309.91394937,56210.80162918569
1644624000,2022-02-12 00:00:00,DIA/USDT,0.9638,1.0744,0.933,0.9627,251334.71999156,246160.701719178279
1644537600,2022-02-11 00:00:00,DIA/USDT,1,1.0401,0.9506,0.9602,130755.84016741,130632.158023803022
1644451200,2022-02-10 00:00:00,DIA/USDT,1.077,1.077,0.9951,0.9957,140655.98635749,146589.371256247125
1644364800,2022-02-09 00:00:00,DIA/USDT,1.0573,1.0869,1.0294,1.0759,138878.71661007,147684.887297065884
1644278400,2022-02-08 00:00:00,DIA/USDT,1.0667,1.0834,1.02,1.0568,145841.42363375,153520.046872924898
1644192000,2022-02-07 00:00:00,DIA/USDT,1.0084,1.09,1.0035,1.0609,156864.81259179,164898.612953461702
1644105600,2022-02-06 00:00:00,DIA/USDT,1.0014,1.0206,0.9801,1.0098,66181.87737522,66137.474907752849
1644019200,2022-02-05 00:00:00,DIA/USDT,0.9897,1.0156,0.9778,0.9975,108898.24080224,108588.97332151415
1643932800,2022-02-04 00:00:00,DIA/USDT,0.9355,0.9892,0.9168,0.9892,154969.72536549,147324.990987358352
1643846400,2022-02-03 00:00:00,DIA/USDT,0.8927,0.9462,0.8741,0.932,177887.30903546,162067.520157332506
1643760000,2022-02-02 00:00:00,DIA/USDT,0.9438,0.9508,0.885,0.8888,147177.0622081,135982.971759733188
1643673600,2022-02-01 00:00:00,DIA/USDT,0.9254,0.9697,0.9196,0.9429,180859.10157335,171129.727011076248
1643587200,2022-01-31 00:00:00,DIA/USDT,0.932,0.955,0.8908,0.925,175381.03771177,161835.176012657737
1643500800,2022-01-30 00:00:00,DIA/USDT,0.9698,1.0361,0.9049,0.929,669651.68103202,642228.281709878955
