https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RBTC,Volume BTC
1663444800,2022-09-17 20:00:00,RBTC/BTC,0.99769006,0.99769006,0.99769006,0.99769006,0.00022036,0.0002198509816216
1663441200,2022-09-17 19:00:00,RBTC/BTC,1.00287998,1.00287998,1.00287998,1.00287998,0.00022036,0.0002209946323928
1663437600,2022-09-17 18:00:00,RBTC/BTC,1.00287998,1.00287998,1.00287998,1.00287998,0,0
1663434000,2022-09-17 17:00:00,RBTC/BTC,0.99768006,1.00287998,0.99768006,1.00287998,0.00045202,0.0004531179196964
1663430400,2022-09-17 16:00:00,RBTC/BTC,0.99768005,0.99768005,0.99768005,0.99768005,0,0
1663426800,2022-09-17 15:00:00,RBTC/BTC,0.99768005,0.99768005,0.99768005,0.99768005,0,0
1663423200,2022-09-17 14:00:00,RBTC/BTC,0.99768005,0.99768005,0.99768005,0.99768005,0.00004127,0.0000411742556635
1663419600,2022-09-17 13:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663416000,2022-09-17 12:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663412400,2022-09-17 11:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663408800,2022-09-17 10:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663405200,2022-09-17 09:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663401600,2022-09-17 08:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663398000,2022-09-17 07:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663394400,2022-09-17 06:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663390800,2022-09-17 05:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663387200,2022-09-17 04:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663383600,2022-09-17 03:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663380000,2022-09-17 02:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663376400,2022-09-17 01:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663372800,2022-09-17 00:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663369200,2022-09-16 23:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0.00002765,0.000027585852553
1663365600,2022-09-16 22:00:00,RBTC/BTC,0.99768001,0.99768001,0.99768001,0.99768001,0,0
1663362000,2022-09-16 21:00:00,RBTC/BTC,0.99768001,0.99768001,0.99768001,0.99768001,0.00002911,0.0000290424650911
1663358400,2022-09-16 20:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0.00083942,0.0008374725623884
1663354800,2022-09-16 19:00:00,RBTC/BTC,0.99768003,0.99768003,0.99768003,0.99768003,0.00003226,0.0000321851577678
1663351200,2022-09-16 18:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
1663347600,2022-09-16 17:00:00,RBTC/BTC,0.99768002,0.99768002,0.99768002,0.99768002,0,0
