https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FALCONS,Volume USDT
1661040000,2022-08-21 00:00:00,FALCONS/USDT,0.007335,0.008456,0.0069,0.007141,29183333.0589,223610.6383458581
1660953600,2022-08-20 00:00:00,FALCONS/USDT,0.006001,0.0085,0.005851,0.007335,68823304.4078,499747.617705595
1660867200,2022-08-19 00:00:00,FALCONS/USDT,0.006647,0.0079,0.0051,0.006001,41482362.6417,249301.8207755821
1660780800,2022-08-18 00:00:00,FALCONS/USDT,0.005892,0.008679,0.005702,0.006646,75835099.6695,542649.2849072292
1660694400,2022-08-17 00:00:00,FALCONS/USDT,0.005382,0.007744,0.0049,0.005848,56774165.2669,332112.4046406452
1660608000,2022-08-16 00:00:00,FALCONS/USDT,0.005294,0.00897,0.004709,0.005383,47189110.35072413,295159.98855450511414
1660521600,2022-08-15 00:00:00,FALCONS/USDT,0.005062,0.00661,0.00502,0.005294,29528788.1687,163714.9297920859
1660435200,2022-08-14 00:00:00,FALCONS/USDT,0.004599,0.007082,0.004428,0.005054,67718469.6763,369099.6297447695
1660348800,2022-08-13 00:00:00,FALCONS/USDT,0.004691,0.004849,0.0045,0.004596,4425471.5575,20507.8581363999
1660262400,2022-08-12 00:00:00,FALCONS/USDT,0.004631,0.004798,0.004401,0.004688,4451952.8392,20501.1681760693
1660176000,2022-08-11 00:00:00,FALCONS/USDT,0.004773,0.004978,0.004414,0.004634,5299891.2894,24827.8565517342
1660089600,2022-08-10 00:00:00,FALCONS/USDT,0.004651,0.004981,0.004359,0.00477,7130166.2896,32974.2502033799
1660003200,2022-08-09 00:00:00,FALCONS/USDT,0.004737,0.0049,0.004524,0.004648,5684650.6275,26982.7148067173
1659916800,2022-08-08 00:00:00,FALCONS/USDT,0.004885,0.005081,0.004663,0.004735,10579180.0041,51393.9764307112
1659830400,2022-08-07 00:00:00,FALCONS/USDT,0.005185,0.005334,0.004816,0.004882,18216701.2436,92541.0877776386
1659744000,2022-08-06 00:00:00,FALCONS/USDT,0.005725,0.006017,0.004901,0.005186,35282270.9296,192478.4727488878
1659657600,2022-08-05 00:00:00,FALCONS/USDT,0.005098,0.0085,0.005098,0.00573,120008304.44365116,769371.14254433845272
1659571200,2022-08-04 00:00:00,FALCONS/USDT,0.004533,0.0053,0.004487,0.005098,51364430.6331,247614.2513211692
1659484800,2022-08-03 00:00:00,FALCONS/USDT,0.004447,0.004874,0.00438,0.004533,20250200.0152,93884.5845757886
1659398400,2022-08-02 00:00:00,FALCONS/USDT,0.004422,0.004699,0.004266,0.004448,3718185.0545,16694.453274649
1659312000,2022-08-01 00:00:00,FALCONS/USDT,0.004476,0.00498,0.004259,0.0044,4010635.26,18202.6437181634
1659225600,2022-07-31 00:00:00,FALCONS/USDT,0.004575,0.004714,0.004399,0.004478,2697252.5001,12232.119615996
1659139200,2022-07-30 00:00:00,FALCONS/USDT,0.004412,0.00466,0.004321,0.004574,3325484.0038,14910.8083608996
1659052800,2022-07-29 00:00:00,FALCONS/USDT,0.004808,0.004906,0.004276,0.004409,9263504.0939,42333.867283035
1658966400,2022-07-28 00:00:00,FALCONS/USDT,0.004474,0.0054,0.004414,0.004811,10748451.8329,52189.9038526533
1658880000,2022-07-27 00:00:00,FALCONS/USDT,0.004376,0.004598,0.00428,0.004473,2196939.7723,9728.2784995152
1658793600,2022-07-26 00:00:00,FALCONS/USDT,0.004612,0.004743,0.00424,0.004376,3247135.0606,14773.3966437025
1658707200,2022-07-25 00:00:00,FALCONS/USDT,0.004751,0.004753,0.00456,0.004612,2080780.5748,9732.5472734872
1658620800,2022-07-24 00:00:00,FALCONS/USDT,0.004661,0.0049,0.004623,0.004749,2919822.9711,13843.4912900628
1658534400,2022-07-23 00:00:00,FALCONS/USDT,0.00486,0.004874,0.0046,0.004662,2699335.2125,12731.9000088257
1658448000,2022-07-22 00:00:00,FALCONS/USDT,0.005012,0.00503,0.00473,0.004859,2835604.5138,13898.2569268145
1658361600,2022-07-21 00:00:00,FALCONS/USDT,0.004909,0.00503,0.004754,0.00498,3349609.8585,16457.4520420774
1658275200,2022-07-20 00:00:00,FALCONS/USDT,0.005348,0.005499,0.004874,0.004918,3474952.245649,17788.82546753845868
1658188800,2022-07-19 00:00:00,FALCONS/USDT,0.004986,0.0056,0.004894,0.005349,10024129.15085511,53160.80517112712382
1658102400,2022-07-18 00:00:00,FALCONS/USDT,0.004996,0.005225,0.00482,0.004991,5063323.58327514,25499.11242736498252
1658016000,2022-07-17 00:00:00,FALCONS/USDT,0.004861,0.005242,0.004781,0.004997,5988441.31034043,29801.51906604393436
1657929600,2022-07-16 00:00:00,FALCONS/USDT,0.0048,0.005149,0.004756,0.004861,3808408.05055404,18725.35469163646838
1657843200,2022-07-15 00:00:00,FALCONS/USDT,0.004913,0.0052,0.004728,0.004799,3855530.54373553,19034.12238747032471
1657756800,2022-07-14 00:00:00,FALCONS/USDT,0.004944,0.005054,0.004709,0.004912,2284181.56236567,11138.47117548188031
1657670400,2022-07-13 00:00:00,FALCONS/USDT,0.004872,0.005088,0.00455,0.004947,2738034.4206481,13289.50294377637083
1657584000,2022-07-12 00:00:00,FALCONS/USDT,0.004934,0.005092,0.00486,0.004876,3018075.91452696,14832.52536172465915
1657497600,2022-07-11 00:00:00,FALCONS/USDT,0.005245,0.005396,0.00492,0.004934,2520126.04471637,12801.53018488428046
1657411200,2022-07-10 00:00:00,FALCONS/USDT,0.00547,0.005697,0.00482,0.005242,4452987.40775624,23475.46589827676887
1657324800,2022-07-09 00:00:00,FALCONS/USDT,0.005314,0.0056,0.005294,0.005456,2600698.01982437,14115.53497017693701
1657238400,2022-07-08 00:00:00,FALCONS/USDT,0.005666,0.0057,0.005252,0.005324,3014813.82499381,16430.16851465293887
1657152000,2022-07-07 00:00:00,FALCONS/USDT,0.005315,0.00578,0.00525,0.005669,9740269.83311928,53743.527982103389
1657065600,2022-07-06 00:00:00,FALCONS/USDT,0.004975,0.00608,0.004955,0.005317,15197635.78451188,82699.07150681888589
1656979200,2022-07-05 00:00:00,FALCONS/USDT,0.005419,0.005672,0.004537,0.004972,11954562.55469516,60807.03798205039094
1656892800,2022-07-04 00:00:00,FALCONS/USDT,0.005334,0.00554,0.00525,0.005418,3842831.16232676,20706.31096510835054
1656806400,2022-07-03 00:00:00,FALCONS/USDT,0.005321,0.005749,0.0053,0.005337,3930090.67280499,21360.41224334663599
1656720000,2022-07-02 00:00:00,FALCONS/USDT,0.005461,0.005599,0.0052,0.005318,2818542.44215641,15276.05090397078417
1656633600,2022-07-01 00:00:00,FALCONS/USDT,0.00543,0.0063,0.0053,0.005451,6757968.15424611,38478.80697708033805
1656547200,2022-06-30 00:00:00,FALCONS/USDT,0.005561,0.005799,0.005245,0.005421,5627879.2750572,30720.40213520870278
1656460800,2022-06-29 00:00:00,FALCONS/USDT,0.005863,0.006208,0.005285,0.005559,7359901.27003529,41575.05694388031717
1656374400,2022-06-28 00:00:00,FALCONS/USDT,0.006129,0.00659,0.00576,0.005866,8452826.93962137,51976.45076927442149
1656288000,2022-06-27 00:00:00,FALCONS/USDT,0.005984,0.006225,0.005906,0.006126,3242550.09323039,19700.54472667174562
1656201600,2022-06-26 00:00:00,FALCONS/USDT,0.006265,0.006349,0.00591,0.005975,4607928.3296133,28203.27118349656463
1656115200,2022-06-25 00:00:00,FALCONS/USDT,0.006269,0.0067,0.006003,0.006262,7149980.82772971,44799.5567982408917
1656028800,2022-06-24 00:00:00,FALCONS/USDT,0.006414,0.006476,0.005897,0.006276,11355531.38956794,70231.31680197804164
1655942400,2022-06-23 00:00:00,FALCONS/USDT,0.00577,0.007,0.005692,0.006416,10063101.17342845,62421.00653281627731
1655856000,2022-06-22 00:00:00,FALCONS/USDT,0.006284,0.006337,0.0055,0.005773,7659193.49512896,44452.31642469203135
1655769600,2022-06-21 00:00:00,FALCONS/USDT,0.006074,0.006497,0.00598,0.006287,7149228.36053779,44473.48568292166888
1655683200,2022-06-20 00:00:00,FALCONS/USDT,0.00621,0.006815,0.0055,0.006061,11844380.32456401,71440.07245576010923
1655596800,2022-06-19 00:00:00,FALCONS/USDT,0.0053,0.0065,0.005292,0.006213,16003693.60406926,93144.80744494571265
1655510400,2022-06-18 00:00:00,FALCONS/USDT,0.006029,0.0085,0.0051,0.005313,95633174.67210663,670071.92453581916591
1655424000,2022-06-17 00:00:00,FALCONS/USDT,0.005267,0.006179,0.005163,0.006033,127519529.44253176,727899.97170225116917
1655337600,2022-06-16 00:00:00,FALCONS/USDT,0.006413,0.0068,0.005111,0.005221,67089533.94592154,385105.57741967780556
1655251200,2022-06-15 00:00:00,FALCONS/USDT,0.006,0.0068,0.0053,0.0065,28851700.05397088,170944.11898822301817
1655164800,2022-06-14 00:00:00,FALCONS/USDT,0.0054,0.0067,0.0053,0.006,33332938.60820096,194054.407937095631
1655078400,2022-06-13 00:00:00,FALCONS/USDT,0.0067,0.0069,0.005,0.0054,21830872.5625738,125258.065551447146
1654992000,2022-06-12 00:00:00,FALCONS/USDT,0.0075,0.0076,0.0067,0.0067,11322479.83016012,80525.007171136839
1654905600,2022-06-11 00:00:00,FALCONS/USDT,0.0084,0.0088,0.0071,0.0076,14804339.89745495,116511.275560981853
1654819200,2022-06-10 00:00:00,FALCONS/USDT,0.0092,0.0094,0.008,0.0085,25369435.18445283,221650.309701225337
1654732800,2022-06-09 00:00:00,FALCONS/USDT,0.0106,0.0138,0.009,0.0092,37706173.19841574,386428.055145206777
1654646400,2022-06-08 00:00:00,FALCONS/USDT,0.0088,0.0144,0.0087,0.0107,47857754.16861411,507075.025079788553
1654560000,2022-06-07 00:00:00,FALCONS/USDT,0.0089,0.0107,0.0082,0.0089,28680351.25687158,254388.456551334716
1654473600,2022-06-06 00:00:00,FALCONS/USDT,0.0091,0.0098,0.0086,0.0089,32980689.86222654,300858.958094574761
1654387200,2022-06-05 00:00:00,FALCONS/USDT,0.0087,0.0119,0.0081,0.0091,69550045.91134172,685115.314267073338
1654300800,2022-06-04 00:00:00,FALCONS/USDT,0.0083,0.0087,0.0081,0.0087,20174294.83244078,169843.14610335126
1654214400,2022-06-03 00:00:00,FALCONS/USDT,0.0083,0.0094,0.008,0.0083,26928449.74941309,227326.891536546416
1654128000,2022-06-02 00:00:00,FALCONS/USDT,0.0082,0.0092,0.0077,0.0083,26035891.90545044,218327.419839855611
1654041600,2022-06-01 00:00:00,FALCONS/USDT,0.0096,0.012,0.0078,0.0081,47078982.51727603,452874.773685550304
1653955200,2022-05-31 00:00:00,FALCONS/USDT,0.0086,0.0117,0.0083,0.0096,52288570.72807942,494578.615681004583
1653868800,2022-05-30 00:00:00,FALCONS/USDT,0.0084,0.0099,0.0078,0.0086,43970693.40456725,374549.505471672634
1653782400,2022-05-29 00:00:00,FALCONS/USDT,0.0084,0.0087,0.0076,0.0084,26517831.03701569,214911.385269982992
1653696000,2022-05-28 00:00:00,FALCONS/USDT,0.0073,0.0098,0.0073,0.0084,39007577.95821017,325226.261005163537
1653609600,2022-05-27 00:00:00,FALCONS/USDT,0.0083,0.0084,0.0072,0.0073,21610917.33741589,168201.388947333103
1653523200,2022-05-26 00:00:00,FALCONS/USDT,0.0094,0.0125,0.0077,0.0083,47479745.30690013,448900.261638271275
1653436800,2022-05-25 00:00:00,FALCONS/USDT,0.0098,0.0105,0.0075,0.0094,38805754.88873388,345740.573198590328
1653350400,2022-05-24 00:00:00,FALCONS/USDT,0.0103,0.0108,0.0094,0.0097,27620294.27184751,276096.840864527906
1653264000,2022-05-23 00:00:00,FALCONS/USDT,0.0117,0.0117,0.0102,0.0104,24353222.20669192,261841.936648785305
1653177600,2022-05-22 00:00:00,FALCONS/USDT,0.0113,0.0125,0.0108,0.0116,30830349.17320697,354447.364572640208
1653091200,2022-05-21 00:00:00,FALCONS/USDT,0.0137,0.015,0.01,0.0113,75930892.46288172,909449.958711219242
1653004800,2022-05-20 00:00:00,FALCONS/USDT,0.0198,0.0292,0.0115,0.0137,151762537.36637066,2920989.782355711988
1652918400,2022-05-19 00:00:00,FALCONS/USDT,0.01,0.034,0.0093,0.0199,92230832.57771509,1741403.112690525306
1652832000,2022-05-18 00:00:00,FALCONS/USDT,0.0105,0.0128,0.0096,0.01,17807527.88607599,190762.521117697114
1652745600,2022-05-17 00:00:00,FALCONS/USDT,0.0092,0.0137,0.0091,0.0105,35456778.57034524,396372.63628896121
1652659200,2022-05-16 00:00:00,FALCONS/USDT,0.0099,0.01,0.0087,0.0092,19873403.20265844,181255.17146934512
1652572800,2022-05-15 00:00:00,FALCONS/USDT,0.0094,0.011,0.0083,0.0099,23105453.73654719,216771.296832858812
1652486400,2022-05-14 00:00:00,FALCONS/USDT,0.0079,0.0145,0.0076,0.0094,45644369.71879235,426686.458215736739
1652400000,2022-05-13 00:00:00,FALCONS/USDT,0.0063,0.0088,0.0061,0.0079,43984148.46652123,333139.922930207763
1652313600,2022-05-12 00:00:00,FALCONS/USDT,0.007,0.0081,0.0051,0.0063,34533636.24231547,221688.891149428811
1652227200,2022-05-11 00:00:00,FALCONS/USDT,0.0147,0.0158,0.006,0.007,19047162.93545553,242128.569640518966
1652140800,2022-05-10 00:00:00,FALCONS/USDT,0.0147,0.017,0.0131,0.0148,25419135.13434772,369668.766010528879
1652054400,2022-05-09 00:00:00,FALCONS/USDT,0.0195,0.0205,0.0141,0.0146,20887222.34806082,392265.235285376551
1651968000,2022-05-08 00:00:00,FALCONS/USDT,0.0221,0.0228,0.0193,0.0195,13731590.83881122,295688.765623509255
1651881600,2022-05-07 00:00:00,FALCONS/USDT,0.0234,0.0248,0.0215,0.0221,17546482.30923752,396022.346248479149
1651795200,2022-05-06 00:00:00,FALCONS/USDT,0.0255,0.0258,0.0217,0.0234,10213945.60424789,241541.365365129332
1651708800,2022-05-05 00:00:00,FALCONS/USDT,0.0282,0.029,0.0244,0.0255,5113137.15782716,138719.948632184787
1651622400,2022-05-04 00:00:00,FALCONS/USDT,0.0277,0.0286,0.0259,0.0282,8102486.81440809,218134.047632518158
1651536000,2022-05-03 00:00:00,FALCONS/USDT,0.0303,0.0311,0.0262,0.0277,9989504.77337825,290907.155522812976
1651449600,2022-05-02 00:00:00,FALCONS/USDT,0.0262,0.0344,0.026,0.0303,16892733.65308078,503942.088211193419
1651363200,2022-05-01 00:00:00,FALCONS/USDT,0.0281,0.0294,0.025,0.0263,18303456.1626566,488330.736240278886
1651276800,2022-04-30 00:00:00,FALCONS/USDT,0.03,0.0309,0.0268,0.0281,16021419.93196741,470553.141497919932
1651190400,2022-04-29 00:00:00,FALCONS/USDT,0.0322,0.0339,0.0298,0.0301,15765743.33621916,508797.674220907015
1651104000,2022-04-28 00:00:00,FALCONS/USDT,0.0324,0.034,0.0319,0.0322,13281204.54041956,437709.920928621762
1651017600,2022-04-27 00:00:00,FALCONS/USDT,0.0328,0.0355,0.0315,0.0324,17718057.67445492,585300.924147865672
1650931200,2022-04-26 00:00:00,FALCONS/USDT,0.0345,0.0362,0.0324,0.0329,13609721.98464987,462302.359123741
1650844800,2022-04-25 00:00:00,FALCONS/USDT,0.0338,0.0352,0.0323,0.0345,7563779.09045765,256809.960927258675
1650758400,2022-04-24 00:00:00,FALCONS/USDT,0.0336,0.05,0.0332,0.0339,30906994.19147416,1252039.464099131412
1650672000,2022-04-23 00:00:00,FALCONS/USDT,0.0325,0.037,0.0318,0.0337,9930469.92024727,331121.186244272788
1650585600,2022-04-22 00:00:00,FALCONS/USDT,0.0351,0.0353,0.0319,0.0325,24070599.66047508,807285.005741614872
1650499200,2022-04-21 00:00:00,FALCONS/USDT,0.0324,0.0432,0.0315,0.0351,34763788.01952643,1201476.312601537242
1650412800,2022-04-20 00:00:00,FALCONS/USDT,0.0342,0.0342,0.0316,0.0324,23164718.09761495,755845.502978093304
1650326400,2022-04-19 00:00:00,FALCONS/USDT,0.0328,0.0358,0.0313,0.0342,34683307.50841316,1143768.953874257372
1650240000,2022-04-18 00:00:00,FALCONS/USDT,0.0352,0.0355,0.031,0.0329,29429754.82802311,967515.55487094728
1650153600,2022-04-17 00:00:00,FALCONS/USDT,0.0362,0.0379,0.034,0.0352,22151499.50992645,804075.427467555685
1650067200,2022-04-16 00:00:00,FALCONS/USDT,0.0359,0.0477,0.034,0.0363,32098692.54773413,1257801.36770718343
1649980800,2022-04-15 00:00:00,FALCONS/USDT,0.0345,0.037,0.0342,0.0358,30481591.2738677,1068252.993385699695
1649894400,2022-04-14 00:00:00,FALCONS/USDT,0.0384,0.0395,0.0325,0.0345,27247297.37542003,1006358.145261625384
1649808000,2022-04-13 00:00:00,FALCONS/USDT,0.0403,0.0424,0.0349,0.0384,32093972.07397796,1236323.155480974481
1649721600,2022-04-12 00:00:00,FALCONS/USDT,0.0383,0.0416,0.038,0.0402,11114323.73148061,438524.91962742638
1649635200,2022-04-11 00:00:00,FALCONS/USDT,0.0421,0.0423,0.038,0.0383,2716324.50372608,108311.74284928045
1649548800,2022-04-10 00:00:00,FALCONS/USDT,0.043,0.0439,0.0409,0.0421,3560507.13980435,150728.120877464713
1649462400,2022-04-09 00:00:00,FALCONS/USDT,0.0427,0.0457,0.0416,0.0429,6465042.46147695,278525.271276007681
1649376000,2022-04-08 00:00:00,FALCONS/USDT,0.0432,0.0445,0.0416,0.0427,7794052.12413964,336462.276491068187
1649289600,2022-04-07 00:00:00,FALCONS/USDT,0.0456,0.0469,0.0416,0.0432,6503270.3619412,285513.480010217846
1649203200,2022-04-06 00:00:00,FALCONS/USDT,0.054,0.056,0.0451,0.0457,5746955.01512607,291005.575082570071
1649116800,2022-04-05 00:00:00,FALCONS/USDT,0.0462,0.0575,0.046,0.0538,13768064.27677988,702026.549257959058
1649030400,2022-04-04 00:00:00,FALCONS/USDT,0.0462,0.0502,0.0439,0.0462,11815366.26533768,549291.958569718022
1648944000,2022-04-03 00:00:00,FALCONS/USDT,0.0489,0.0495,0.0451,0.0462,10559202.74128449,496853.769022820382
1648857600,2022-04-02 00:00:00,FALCONS/USDT,0.0444,0.0546,0.0443,0.0489,15960970.15529663,793241.975665031007
1648771200,2022-04-01 00:00:00,FALCONS/USDT,0.0445,0.0463,0.043,0.0445,12536147.22949782,560140.107124928141
1648684800,2022-03-31 00:00:00,FALCONS/USDT,0.049,0.0511,0.0426,0.0444,7193838.15079965,334763.218389779646
1648598400,2022-03-30 00:00:00,FALCONS/USDT,0.0511,0.0525,0.0483,0.049,10455051.42571811,530830.133311477537
1648512000,2022-03-29 00:00:00,FALCONS/USDT,0.0543,0.0543,0.05,0.0511,11924429.93460703,621373.44166446587
1648425600,2022-03-28 00:00:00,FALCONS/USDT,0.0525,0.061,0.0501,0.0544,13579391.77665184,730259.904780364966
1648339200,2022-03-27 00:00:00,FALCONS/USDT,0.0541,0.0554,0.0503,0.0525,12064919.581937,636540.360767084229
1648252800,2022-03-26 00:00:00,FALCONS/USDT,0.0567,0.057,0.0523,0.0539,21778970.2441369,1179599.695394051121
1648166400,2022-03-25 00:00:00,FALCONS/USDT,0.0545,0.0587,0.0535,0.0569,22704403.78517882,1271436.888911670352
1648080000,2022-03-24 00:00:00,FALCONS/USDT,0.0573,0.0636,0.0538,0.0546,23678980.94768853,1371981.900708352076
1647993600,2022-03-23 00:00:00,FALCONS/USDT,0.079,0.0825,0.0519,0.0575,33194692.84659321,2108546.731485305078
1647907200,2022-03-22 00:00:00,FALCONS/USDT,0.0734,0.0838,0.0715,0.0791,14234276.83335201,1114643.613097109179
1647820800,2022-03-21 00:00:00,FALCONS/USDT,0.0498,0.075,0.049,0.0734,19892384.45092928,1233153.274967561605
1647734400,2022-03-20 00:00:00,FALCONS/USDT,0.0674,0.07,0.0473,0.0498,21915656.53629396,1206244.95428829079
1647648000,2022-03-19 00:00:00,FALCONS/USDT,0.0475,0.0725,0.045,0.0674,19815093.69610778,1063948.538752533413
1647561600,2022-03-18 00:00:00,FALCONS/USDT,0.0447,0.0559,0.0436,0.0475,14809237.73399782,688490.814850082992
1647475200,2022-03-17 00:00:00,FALCONS/USDT,0.0452,0.0462,0.0425,0.0447,11737048.66490832,521158.825808112241
1647388800,2022-03-16 00:00:00,FALCONS/USDT,0.0438,0.0489,0.042,0.0454,8917738.04529126,390655.60462302657
1647302400,2022-03-15 00:00:00,FALCONS/USDT,0.0411,0.046,0.0405,0.044,12680573.13077783,539064.629962496978
1647216000,2022-03-14 00:00:00,FALCONS/USDT,0.0414,0.048,0.041,0.041,14075330.28908586,592911.310635848238
1647129600,2022-03-13 00:00:00,FALCONS/USDT,0.0419,0.0582,0.038,0.0415,16536168.91122398,719733.624837476944
1647043200,2022-03-12 00:00:00,FALCONS/USDT,0.0439,0.0452,0.0415,0.042,12858514.29525296,558138.413350327843
1646956800,2022-03-11 00:00:00,FALCONS/USDT,0.0441,0.0456,0.043,0.0439,8366844.71138731,369360.891822077793
1646870400,2022-03-10 00:00:00,FALCONS/USDT,0.0473,0.0479,0.0442,0.0442,4999937.13138032,229830.563790422479
1646784000,2022-03-09 00:00:00,FALCONS/USDT,0.047,0.057,0.0467,0.0474,8608268.61141191,429535.905045794613
1646697600,2022-03-08 00:00:00,FALCONS/USDT,0.042,0.063,0.0364,0.0472,13785960.31915165,639199.039597677524
1646611200,2022-03-07 00:00:00,FALCONS/USDT,0.0434,0.0454,0.0419,0.042,13270742.709287,576570.911049786383
1646524800,2022-03-06 00:00:00,FALCONS/USDT,0.0462,0.0493,0.0431,0.0434,11999436.43814918,545151.913251151396
1646438400,2022-03-05 00:00:00,FALCONS/USDT,0.0477,0.0482,0.0434,0.0461,15955420.94368861,734192.509255463706
1646352000,2022-03-04 00:00:00,FALCONS/USDT,0.0506,0.0513,0.0453,0.0476,14229519.63727919,703499.00714676567
1646265600,2022-03-03 00:00:00,FALCONS/USDT,0.0523,0.0534,0.05,0.0506,11783633.6626047,607292.920548660597
1646179200,2022-03-02 00:00:00,FALCONS/USDT,0.0535,0.0556,0.0515,0.0523,12607737.88615939,667153.999312939527
1646092800,2022-03-01 00:00:00,FALCONS/USDT,0.0531,0.0571,0.0508,0.0535,14783327.86763588,804263.552080662596
1646006400,2022-02-28 00:00:00,FALCONS/USDT,0.0513,0.0613,0.0494,0.0532,17705762.63996034,916742.15597172549
1645920000,2022-02-27 00:00:00,FALCONS/USDT,0.0556,0.0561,0.0471,0.0513,18321396.06821626,934196.505149644398
1645833600,2022-02-26 00:00:00,FALCONS/USDT,0.0543,0.057,0.0523,0.0557,13855116.95183499,766817.408131399489
1645747200,2022-02-25 00:00:00,FALCONS/USDT,0.0521,0.0594,0.0513,0.0543,12616687.80070827,703341.588704914057
1645660800,2022-02-24 00:00:00,FALCONS/USDT,0.0697,0.0731,0.043,0.0521,15275847.784591,847493.26027980588
1645574400,2022-02-23 00:00:00,FALCONS/USDT,0.0794,0.0815,0.0671,0.0701,14548015.08012275,1062595.757068243759
1645488000,2022-02-22 00:00:00,FALCONS/USDT,0.0572,0.0865,0.055,0.0793,18388336.30485108,1298407.258690105967
1645401600,2022-02-21 00:00:00,FALCONS/USDT,0.056,0.0817,0.055,0.0571,21912736.72635673,1418631.343043862555
1645315200,2022-02-20 00:00:00,FALCONS/USDT,0.0634,0.0635,0.0501,0.056,15410879.00782882,855608.719359339451
1645228800,2022-02-19 00:00:00,FALCONS/USDT,0.067,0.0693,0.058,0.0633,15190053.25107509,960103.614430929576
1645142400,2022-02-18 00:00:00,FALCONS/USDT,0.0762,0.0796,0.0645,0.0672,13100956.89961261,955901.480459653898
1645056000,2022-02-17 00:00:00,FALCONS/USDT,0.1068,0.11,0.0728,0.0762,17301232.28484149,1639749.717966264551
1644969600,2022-02-16 00:00:00,FALCONS/USDT,0.1183,0.1354,0.1,0.1063,19967551.05691562,2181238.863405908998
1644883200,2022-02-15 00:00:00,FALCONS/USDT,0.1096,0.1261,0.1093,0.1185,8588380.76097351,983299.439429380858
1644796800,2022-02-14 00:00:00,FALCONS/USDT,0.1106,0.113,0.107,0.1097,8942926.9640685,968750.584195591348
1644710400,2022-02-13 00:00:00,FALCONS/USDT,0.112,0.1176,0.107,0.1106,9899371.28493821,1091997.438531335759
