https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LPT,Volume USDT
1663214400,2022-09-15 04:00:00,LPT/USDT,9.5955,9.6342,9.533,9.5728,79.53923089,759.972317051641
1663210800,2022-09-15 03:00:00,LPT/USDT,9.6279,9.6279,9.4375,9.6107,67.64727456,642.992720461758
1663207200,2022-09-15 02:00:00,LPT/USDT,9.7791,9.8009,9.5394,9.6212,188.44595264,1810.603643428324
1663203600,2022-09-15 01:00:00,LPT/USDT,9.833,9.8459,9.7144,9.8459,79.58601105,779.117008814689
1663200000,2022-09-15 00:00:00,LPT/USDT,9.9668,9.9873,9.7525,9.8291,68.73188555,679.476623867564
1663196400,2022-09-14 23:00:00,LPT/USDT,9.9589,10.0085,9.9432,9.9799,777.57739157,7742.819465198345
1663192800,2022-09-14 22:00:00,LPT/USDT,9.9439,10.0309,9.9291,10.0309,162.14736695,1620.50726282825
1663189200,2022-09-14 21:00:00,LPT/USDT,9.891,9.9611,9.8276,9.9611,23.93377782,236.255029518425
1663185600,2022-09-14 20:00:00,LPT/USDT,9.8582,9.8936,9.8231,9.8936,16.90569747,166.57229764136
1663182000,2022-09-14 19:00:00,LPT/USDT,9.7277,9.861,9.7277,9.8585,15.6734,153.984514
1663178400,2022-09-14 18:00:00,LPT/USDT,9.7669,9.8077,9.5592,9.7752,131.15104312,1264.813515708851
1663174800,2022-09-14 17:00:00,LPT/USDT,9.7449,9.851,9.7338,9.7759,65.5699222,644.6186590038
1663171200,2022-09-14 16:00:00,LPT/USDT,9.7725,9.7768,9.6903,9.7497,21.2608,207.33970601
1663167600,2022-09-14 15:00:00,LPT/USDT,9.8047,9.8047,9.7382,9.7908,2.7985,27.36815249
1663164000,2022-09-14 14:00:00,LPT/USDT,9.7867,9.8284,9.7098,9.8057,225.257,2199.07649467
1663160400,2022-09-14 13:00:00,LPT/USDT,9.8473,9.8511,9.6997,9.7966,126.68663592,1239.622809064057
1663156800,2022-09-14 12:00:00,LPT/USDT,9.6592,9.9341,9.6086,9.8365,206.75722274,2021.106738048897
1663153200,2022-09-14 11:00:00,LPT/USDT,9.7819,9.7907,9.6592,9.722,182.553656,1772.2728642992
1663149600,2022-09-14 10:00:00,LPT/USDT,9.7334,9.8007,9.7334,9.7912,319.14475948,3124.658172292988
1663146000,2022-09-14 09:00:00,LPT/USDT,9.7591,9.7621,9.7193,9.7461,13.5319,131.73284258
1663142400,2022-09-14 08:00:00,LPT/USDT,9.6692,9.7996,9.5809,9.7712,29.0282,280.74416403
1663138800,2022-09-14 07:00:00,LPT/USDT,9.7813,9.7825,9.5693,9.6844,23.66947389,229.613954103366
1663135200,2022-09-14 06:00:00,LPT/USDT,9.8364,9.8364,9.7521,9.7521,66.3961,651.32165222
1663131600,2022-09-14 05:00:00,LPT/USDT,9.8951,9.8951,9.861,9.8655,0.6915,6.83321505
1663128000,2022-09-14 04:00:00,LPT/USDT,9.8575,9.9092,9.8195,9.907,151.27169899,1494.05423020999
1663124400,2022-09-14 03:00:00,LPT/USDT,9.8333,9.9111,9.8333,9.8616,222.16379537,2194.660553324485
1663120800,2022-09-14 02:00:00,LPT/USDT,9.8129,9.8593,9.7979,9.8491,19.1193115,188.05239561265
1663117200,2022-09-14 01:00:00,LPT/USDT,9.8338,9.8397,9.7587,9.7866,136.8975,1344.66071592
1663113600,2022-09-14 00:00:00,LPT/USDT,9.7092,9.8511,9.6593,9.8143,73.53262012,712.356132089198
1663110000,2022-09-13 23:00:00,LPT/USDT,9.7921,9.7954,9.6677,9.7262,1817.4128917,17724.839678267094
1663106400,2022-09-13 22:00:00,LPT/USDT,9.9588,9.9588,9.7974,9.8255,154.98114116,1526.477518314692
1663102800,2022-09-13 21:00:00,LPT/USDT,9.9844,10.0229,9.8889,9.9827,254.47016399,2519.981492545449
1663099200,2022-09-13 20:00:00,LPT/USDT,9.993,10.0898,9.993,10.0381,157.56719923,1585.320872632829
1663095600,2022-09-13 19:00:00,LPT/USDT,9.9711,10.0109,9.8571,10,369.18976484,3673.833607403278
1663092000,2022-09-13 18:00:00,LPT/USDT,10.0788,10.1355,9.9739,9.9994,78.06084013,785.045641209069
1663088400,2022-09-13 17:00:00,LPT/USDT,10.0288,10.1787,10.0288,10.1015,131.00354435,1323.800994266155
1663084800,2022-09-13 16:00:00,LPT/USDT,10.002,10.1197,10.002,10.0957,35.18900444,354.447828128036
1663081200,2022-09-13 15:00:00,LPT/USDT,9.9986,10.1064,9.9986,10.0148,744.88410216,7480.21801561842
1663077600,2022-09-13 14:00:00,LPT/USDT,10.1044,10.1883,9.9388,10.0156,524.90699649,5288.430353859649
1663074000,2022-09-13 13:00:00,LPT/USDT,10.2592,10.3025,10.1,10.1415,3550.67883163,36165.654962836374
1663070400,2022-09-13 12:00:00,LPT/USDT,10.9717,11.0303,10.1337,10.2929,6108.88328216,63728.230019365285
1663066800,2022-09-13 11:00:00,LPT/USDT,10.8712,11.0608,10.8712,10.959,687.87172971,7542.232397260842
1663063200,2022-09-13 10:00:00,LPT/USDT,10.9904,11.0089,10.8796,10.8796,591.0131468,6458.729381703256
1663059600,2022-09-13 09:00:00,LPT/USDT,11.1413,11.2,10.9701,10.9926,1238.3872,13675.33077215
1663056000,2022-09-13 08:00:00,LPT/USDT,11.114,11.1765,11.1005,11.1359,214.5272,2388.06605955
1663052400,2022-09-13 07:00:00,LPT/USDT,10.9707,11.11,10.953,11.11,187.5189,2077.15101658
1663048800,2022-09-13 06:00:00,LPT/USDT,10.9587,11.0554,10.891,10.9409,371.3554,4083.39366375
1663045200,2022-09-13 05:00:00,LPT/USDT,10.9367,11.0386,10.9367,10.9435,188.3787,2069.25119024
1663041600,2022-09-13 04:00:00,LPT/USDT,10.9515,11.0444,10.9205,10.9597,243.19604632,2666.637011951536
1663038000,2022-09-13 03:00:00,LPT/USDT,10.7841,10.991,10.7681,10.9322,302.2874,3296.50877392
1663034400,2022-09-13 02:00:00,LPT/USDT,10.7276,10.8402,10.63,10.8402,118.85569423,1271.829496968437
1663030800,2022-09-13 01:00:00,LPT/USDT,10.7471,10.802,10.6704,10.7164,251.09477327,2697.269230546226
1663027200,2022-09-13 00:00:00,LPT/USDT,11.0365,11.0366,10.658,10.7491,1724.884328,18632.668534646788
1663023600,2022-09-12 23:00:00,LPT/USDT,10.9553,11.0279,10.9171,11.0043,1011.1574,11101.76812664
1663020000,2022-09-12 22:00:00,LPT/USDT,10.888,11.0071,10.8753,10.953,973.95533046,10650.110257151886
1663016400,2022-09-12 21:00:00,LPT/USDT,10.8983,10.9001,10.8182,10.8927,284.0773,3093.62771871
1663012800,2022-09-12 20:00:00,LPT/USDT,10.842,10.9494,10.8227,10.9117,139.6179,1518.66011389
1663009200,2022-09-12 19:00:00,LPT/USDT,10.845,10.8545,10.7912,10.831,10.5836,114.59785246
1663005600,2022-09-12 18:00:00,LPT/USDT,10.764,10.8279,10.7298,10.8279,135.1763,1453.68420138
1663002000,2022-09-12 17:00:00,LPT/USDT,10.6793,10.8221,10.6558,10.8221,349.76424575,3751.088106199011
1662998400,2022-09-12 16:00:00,LPT/USDT,10.728,10.728,10.4114,10.6659,1685.52083753,17795.846490408849
1662994800,2022-09-12 15:00:00,LPT/USDT,10.9866,10.9866,10.7166,10.7639,1471.6740459,15991.514838522486
1662991200,2022-09-12 14:00:00,LPT/USDT,11.1535,11.165,10.9605,11.0096,136.1622,1499.50242366
1662987600,2022-09-12 13:00:00,LPT/USDT,11.1903,11.2035,11.1153,11.1534,114.2782,1277.5001806
1662984000,2022-09-12 12:00:00,LPT/USDT,11.2339,11.248,11.1636,11.1994,105.51166551,1184.371678370381
1662980400,2022-09-12 11:00:00,LPT/USDT,11.2951,11.3309,11.2186,11.2384,2025.91663136,22783.315320321674
1662976800,2022-09-12 10:00:00,LPT/USDT,11.2869,11.3227,11.1875,11.3177,115.50339657,1302.562451765933
1662973200,2022-09-12 09:00:00,LPT/USDT,11.3402,11.355,11.2693,11.2849,237.14453988,2687.281783991812
1662969600,2022-09-12 08:00:00,LPT/USDT,11.2839,11.3728,11.2223,11.3625,659.6464,7453.83868551
1662966000,2022-09-12 07:00:00,LPT/USDT,11.3058,11.3942,11.2685,11.2849,960.06466928,10872.932364749564
1662962400,2022-09-12 06:00:00,LPT/USDT,11.2617,11.3123,11.2368,11.3123,75.62722998,853.239780703794
1662958800,2022-09-12 05:00:00,LPT/USDT,11.2676,11.284,11.2094,11.2812,70.36284563,790.566496405526
1662955200,2022-09-12 04:00:00,LPT/USDT,11.1762,11.2628,11.1762,11.2463,174.6185,1959.33635029
1662951600,2022-09-12 03:00:00,LPT/USDT,11.2401,11.2401,11.0494,11.1914,671.6842,7486.46321144
1662948000,2022-09-12 02:00:00,LPT/USDT,11.4943,11.4954,11.1775,11.2281,428.7325,4838.86544303
1662944400,2022-09-12 01:00:00,LPT/USDT,11.0225,11.5282,11.0145,11.4885,950.16748679,10718.535871798692
1662940800,2022-09-12 00:00:00,LPT/USDT,11.2425,11.2425,11.0236,11.0236,843.98856166,9405.15242560718
1662937200,2022-09-11 23:00:00,LPT/USDT,11.1631,11.2743,11.0855,11.2184,188.4647,2113.37771256
1662933600,2022-09-11 22:00:00,LPT/USDT,10.9976,11.3095,10.9976,11.157,1223.39784104,13647.805157685572
1662930000,2022-09-11 21:00:00,LPT/USDT,11.192,11.209,10.9631,10.9835,758.73985172,8396.51753083196
1662926400,2022-09-11 20:00:00,LPT/USDT,11.2824,11.2837,11.1152,11.2,347.4076,3889.93519101
1662922800,2022-09-11 19:00:00,LPT/USDT,11.2252,11.2626,11.2152,11.2624,225.07072684,2531.621670778092
1662919200,2022-09-11 18:00:00,LPT/USDT,11.23,11.2638,11.1816,11.2282,289.46604054,3249.762154017481
1662915600,2022-09-11 17:00:00,LPT/USDT,11.3491,11.3632,11.2272,11.23,470.13352405,5309.436822608635
1662912000,2022-09-11 16:00:00,LPT/USDT,11.2538,11.3418,11.2509,11.3418,513.3097454,5799.876839590141
1662908400,2022-09-11 15:00:00,LPT/USDT,11.2339,11.2971,11.2193,11.25,514.72049231,5802.457765932222
1662904800,2022-09-11 14:00:00,LPT/USDT,11.1988,11.2625,11.1779,11.2128,157.62529245,1769.070888073477
1662901200,2022-09-11 13:00:00,LPT/USDT,11.2636,11.2636,11.1697,11.1948,376.2658911,4216.032412093572
1662897600,2022-09-11 12:00:00,LPT/USDT,11.2511,11.2704,11.1676,11.2694,578.82484262,6479.925463386656
1662894000,2022-09-11 11:00:00,LPT/USDT,11.2599,11.2983,11.2418,11.2446,1127.17847149,12678.763814599913
1662890400,2022-09-11 10:00:00,LPT/USDT,11.0893,11.2788,11.0727,11.2599,428.41598209,4807.80955134138
1662886800,2022-09-11 09:00:00,LPT/USDT,11.1384,11.1415,11.0964,11.1236,128.1605,1426.72793195
1662883200,2022-09-11 08:00:00,LPT/USDT,11.1294,11.1294,11.0764,11.1188,180.97369355,2010.061570184675
1662879600,2022-09-11 07:00:00,LPT/USDT,10.941,11.1501,10.941,11.144,253.18136723,2816.703678823594
1662876000,2022-09-11 06:00:00,LPT/USDT,11.0232,11.0569,10.8386,10.9365,746.8432,8130.04126587
1662872400,2022-09-11 05:00:00,LPT/USDT,11.0965,11.1244,11.0097,11.0323,156.12726006,1727.077855178794
1662868800,2022-09-11 04:00:00,LPT/USDT,11.074,11.1271,11.074,11.0752,156.6789,1739.35096133
1662865200,2022-09-11 03:00:00,LPT/USDT,11.1295,11.1452,11.0675,11.0847,229.4858,2553.70809558
1662861600,2022-09-11 02:00:00,LPT/USDT,11.068,11.1667,11.0648,11.1299,272.7053,3028.86210339
1662858000,2022-09-11 01:00:00,LPT/USDT,11.0613,11.1321,11.041,11.0552,325.3143,3604.56881961
1662854400,2022-09-11 00:00:00,LPT/USDT,11.0823,11.1463,11.0244,11.0654,586.77002537,6506.756549745031
1662850800,2022-09-10 23:00:00,LPT/USDT,10.9752,11.0214,10.9204,10.9419,386.5342,4231.53127434
1662847200,2022-09-10 22:00:00,LPT/USDT,10.9087,11.0104,10.9087,10.9941,463.74128625,5081.75599678958
1662843600,2022-09-10 21:00:00,LPT/USDT,10.9184,10.9604,10.8681,10.9041,572.78173929,6246.714635281303
1662840000,2022-09-10 20:00:00,LPT/USDT,10.9121,10.9409,10.8488,10.9184,1249.6492,13601.36938837
1662836400,2022-09-10 19:00:00,LPT/USDT,10.9099,10.9423,10.8876,10.8876,663.76152212,7244.980940019064
1662832800,2022-09-10 18:00:00,LPT/USDT,10.88,10.9741,10.88,10.9152,1201.1256,13117.85928573
1662829200,2022-09-10 17:00:00,LPT/USDT,10.9794,10.9794,10.8612,10.8813,986.34270755,10742.87318619241
1662825600,2022-09-10 16:00:00,LPT/USDT,10.9195,11.0663,10.8513,10.9733,1075.55085344,11757.42812323464
1662822000,2022-09-10 15:00:00,LPT/USDT,10.9906,11.0023,10.9079,10.928,268.173,2938.50114766
1662818400,2022-09-10 14:00:00,LPT/USDT,11.0022,11.0444,10.9738,10.9849,460.90504491,5075.138656323476
1662814800,2022-09-10 13:00:00,LPT/USDT,11.1727,11.1771,10.9524,10.9831,633.85319479,7012.03677509197
1662811200,2022-09-10 12:00:00,LPT/USDT,11.23,11.2685,11.0914,11.1729,1066.11713013,11913.412089699668
1662807600,2022-09-10 11:00:00,LPT/USDT,11.2105,11.2636,11.1709,11.2636,591.78689413,6647.581425587007
1662804000,2022-09-10 10:00:00,LPT/USDT,11.248,11.2789,11.1618,11.2072,476.05842,5344.729023455515
1662800400,2022-09-10 09:00:00,LPT/USDT,11.2629,11.4358,11.226,11.2304,1508.50131007,17129.731126275706
1662796800,2022-09-10 08:00:00,LPT/USDT,11.0645,11.3653,11.0645,11.2673,4467.5292,50342.16916766
1662793200,2022-09-10 07:00:00,LPT/USDT,11.2886,11.3374,10.9813,11.0566,547.07662922,6098.620177204142
1662789600,2022-09-10 06:00:00,LPT/USDT,11.1068,11.3451,11.0891,11.3168,779.58553232,8743.763053475481
1662786000,2022-09-10 05:00:00,LPT/USDT,11.0284,11.4373,10.9932,11.1065,3045.70620085,34300.65586110043
1662782400,2022-09-10 04:00:00,LPT/USDT,11.0235,11.1389,10.8976,11.0282,1999.98249418,22058.964446852062
1662778800,2022-09-10 03:00:00,LPT/USDT,11.0297,11.1483,10.9505,11.0455,1036.43081294,11437.574971333657
1662775200,2022-09-10 02:00:00,LPT/USDT,10.8622,11.0609,10.8046,11.0481,928.75224396,10153.969804130712
1662771600,2022-09-10 01:00:00,LPT/USDT,10.8467,10.9766,10.8048,10.8487,2293.61692886,24961.132686773332
1662768000,2022-09-10 00:00:00,LPT/USDT,10.75,10.888,10.5894,10.8545,4030.17314292,43373.461571080107
1662764400,2022-09-09 23:00:00,LPT/USDT,10.6792,10.8066,10.4153,10.7141,5233.48352084,55853.17920637974
1662760800,2022-09-09 22:00:00,LPT/USDT,10.7087,10.7109,10.5978,10.6066,590.61374011,6296.174073329473
1662757200,2022-09-09 21:00:00,LPT/USDT,10.4652,10.8039,10.4652,10.7155,795.87758711,8516.914166362491
1662753600,2022-09-09 20:00:00,LPT/USDT,10.3827,10.4725,10.3827,10.45,239.6859,2501.12966445
1662750000,2022-09-09 19:00:00,LPT/USDT,10.3821,10.4439,10.3821,10.3959,110.13909118,1146.749943370542
1662746400,2022-09-09 18:00:00,LPT/USDT,10.3153,10.3876,10.3143,10.3764,113.708386,1177.265074526885
1662742800,2022-09-09 17:00:00,LPT/USDT,10.4781,10.4808,10.3165,10.3253,243.43851177,2532.529936024651
1662739200,2022-09-09 16:00:00,LPT/USDT,10.4108,10.4968,10.3281,10.4867,507.90325169,5287.304765710001
1662735600,2022-09-09 15:00:00,LPT/USDT,10.5719,10.5767,10.3971,10.4053,839.20262881,8811.731603635087
1662732000,2022-09-09 14:00:00,LPT/USDT,10.5564,10.6183,10.5163,10.5656,816.90271249,8620.816001672243
1662728400,2022-09-09 13:00:00,LPT/USDT,10.6181,10.6181,10.43,10.5515,1989.95020626,20885.441466899092
1662724800,2022-09-09 12:00:00,LPT/USDT,10.4286,10.7084,10.4195,10.6073,1927.57258218,20398.860036050387
1662721200,2022-09-09 11:00:00,LPT/USDT,10.3827,10.493,10.3571,10.4594,1471.64204883,15324.190779563559
1662717600,2022-09-09 10:00:00,LPT/USDT,10.36,10.4538,10.3462,10.3738,1237.71213285,12866.528148041649
1662714000,2022-09-09 09:00:00,LPT/USDT,10.4208,10.4208,10.3067,10.378,1274.89137123,13187.484051932267
1662710400,2022-09-09 08:00:00,LPT/USDT,10.3448,10.44,10.3425,10.3924,871.13790745,9051.600018411931
1662706800,2022-09-09 07:00:00,LPT/USDT,10.3924,10.3924,10.3217,10.3231,1174.96075602,12158.88032501215
1662703200,2022-09-09 06:00:00,LPT/USDT,10.3526,10.4079,10.3484,10.3832,1235.45319763,12828.298465818261
1662699600,2022-09-09 05:00:00,LPT/USDT,10.2447,10.4393,10.1988,10.3814,1803.4381,18623.8252756
1662696000,2022-09-09 04:00:00,LPT/USDT,10.125,10.288,10.125,10.2377,2105.51313333,21477.644528907005
1662692400,2022-09-09 03:00:00,LPT/USDT,9.9122,10.1141,9.9073,10.1104,1656.8113325,16617.896822310766
1662688800,2022-09-09 02:00:00,LPT/USDT,9.9406,10.0002,9.8986,9.8986,926.36301472,9201.900494346762
1662685200,2022-09-09 01:00:00,LPT/USDT,10.0436,10.049,9.9455,9.9535,1065.169163,10637.557859940225
1662681600,2022-09-09 00:00:00,LPT/USDT,9.9247,10.0701,9.9199,10.0182,1627.39770883,16286.871048915825
1662678000,2022-09-08 23:00:00,LPT/USDT,9.8715,9.9344,9.8416,9.9323,1309.09189896,12935.438834578436
1662674400,2022-09-08 22:00:00,LPT/USDT,9.9606,9.9807,9.8398,9.8813,1473.17170903,14577.583495022729
1662670800,2022-09-08 21:00:00,LPT/USDT,9.9834,9.9834,9.9141,9.9683,894.26078988,8891.011069580784
1662667200,2022-09-08 20:00:00,LPT/USDT,10.0073,10.0333,9.9619,9.9752,1444.39993365,14439.506269399411
1662663600,2022-09-08 19:00:00,LPT/USDT,9.9627,9.9921,9.9259,9.9921,1464.69592399,14588.148868502445
1662660000,2022-09-08 18:00:00,LPT/USDT,9.9173,10.6715,9.8678,9.929,7435.79212285,75173.854878147745
1662656400,2022-09-08 17:00:00,LPT/USDT,9.9051,9.9505,9.8442,9.9262,848.66402274,8403.126724260203
1662652800,2022-09-08 16:00:00,LPT/USDT,9.9615,9.9683,9.8271,9.8991,1502.30385759,14852.694322192652
1662649200,2022-09-08 15:00:00,LPT/USDT,10.1025,10.1137,9.9574,9.9716,996.0063,9995.7210503
1662645600,2022-09-08 14:00:00,LPT/USDT,10.0171,10.0967,9.9032,10.0967,1982.0003,19802.96331575
1662642000,2022-09-08 13:00:00,LPT/USDT,9.8655,9.9607,9.7322,9.9607,1035.39056354,10161.531358575214
1662638400,2022-09-08 12:00:00,LPT/USDT,10.041,10.0558,9.8049,9.8636,1465.06444851,14551.270601150436
1662634800,2022-09-08 11:00:00,LPT/USDT,10.108,10.1365,10.0238,10.0238,478.411,4817.40620666
1662631200,2022-09-08 10:00:00,LPT/USDT,10.0169,10.1551,10.0143,10.1107,398.03284887,4020.920887693672
1662627600,2022-09-08 09:00:00,LPT/USDT,10.1013,10.1172,9.9821,10.0185,455.40755516,4575.324490259021
1662624000,2022-09-08 08:00:00,LPT/USDT,10.0305,10.1075,10.0305,10.0865,248.48912735,2502.052249909519
1662620400,2022-09-08 07:00:00,LPT/USDT,10.1903,10.1903,9.9698,10.0497,456.87803483,4592.143887597107
1662616800,2022-09-08 06:00:00,LPT/USDT,10.1895,10.2672,10.1731,10.1731,229.47387831,2341.623424146268
