https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MATH,Volume USDT
1660262400000.0,2022-08-12 00:00:00,MATH/USDT,0.1702,0.1853,0.1621,0.1695,44747.147551622416,7584.64151
1660176000000.0,2022-08-11 00:00:00,MATH/USDT,0.1665,0.1954,0.1592,0.1702,47984.83290246769,8167.01856
1660089600000.0,2022-08-10 00:00:00,MATH/USDT,0.1631,0.1742,0.1568,0.1665,47466.50312312312,7903.17277
1660003200000.0,2022-08-09 00:00:00,MATH/USDT,0.1728,0.2115,0.15,0.1631,140998.56774984673,22996.8664
1659916800000.0,2022-08-08 00:00:00,MATH/USDT,0.1731,0.1754,0.1714,0.1728,17621.693171296298,3045.02858
1659830400000.0,2022-08-07 00:00:00,MATH/USDT,0.1745,0.1758,0.1706,0.1731,13561.256672443673,2347.45353
1659744000000.0,2022-08-06 00:00:00,MATH/USDT,0.1747,0.1767,0.1732,0.1745,18215.29329512894,3178.56868
1659657600000.0,2022-08-05 00:00:00,MATH/USDT,0.172,0.1755,0.1717,0.1747,28738.661018889525,5020.64408
1659571200000.0,2022-08-04 00:00:00,MATH/USDT,0.1731,0.1758,0.1719,0.172,20423.937209302327,3512.9172
1659484800000.0,2022-08-03 00:00:00,MATH/USDT,0.1739,0.1758,0.1722,0.1731,8373.825361062969,1449.50917
1659398400000.0,2022-08-02 00:00:00,MATH/USDT,0.1778,0.1804,0.1719,0.1739,24477.017768832662,4256.55339
1659312000000.0,2022-08-01 00:00:00,MATH/USDT,0.1829,0.1829,0.1721,0.1778,32726.22328458942,5818.7225
1659225600000.0,2022-07-31 00:00:00,MATH/USDT,0.1847,0.1864,0.1791,0.1829,12037.09152542373,2201.58404
1659139200000.0,2022-07-30 00:00:00,MATH/USDT,0.1817,0.2013,0.1816,0.1847,53860.874011911204,9948.10343
1659052800000.0,2022-07-29 00:00:00,MATH/USDT,0.1824,0.1949,0.1781,0.1817,32401.750357732526,5887.39804
1658966400000.0,2022-07-28 00:00:00,MATH/USDT,0.1781,0.1841,0.1769,0.1824,25016.04369517544,4562.92637
1658880000000.0,2022-07-27 00:00:00,MATH/USDT,0.1789,0.1819,0.169,0.1781,55597.06945536215,9901.83807
1658793600000.0,2022-07-26 00:00:00,MATH/USDT,0.181,0.2043,0.1729,0.1789,52841.96517607602,9453.42757
1658707200000.0,2022-07-25 00:00:00,MATH/USDT,0.1963,0.1963,0.181,0.181,15373.135193370168,2782.53747
1658620800000.0,2022-07-24 00:00:00,MATH/USDT,0.1932,0.198,0.192,0.1963,7938.061385634233,1558.24145
1658534400000.0,2022-07-23 00:00:00,MATH/USDT,0.2044,0.2044,0.1928,0.1932,18109.097101449275,3498.67756
1658448000000.0,2022-07-22 00:00:00,MATH/USDT,0.2051,0.2184,0.2022,0.2044,35848.126908023485,7327.35714
1658361600000.0,2022-07-21 00:00:00,MATH/USDT,0.208,0.2087,0.194,0.2051,22959.325402242805,4708.95764
1658275200000.0,2022-07-20 00:00:00,MATH/USDT,0.228,0.228,0.207,0.208,47413.03336538462,9861.91094
1658188800000.0,2022-07-19 00:00:00,MATH/USDT,0.1994,0.2477,0.1975,0.228,267103.45289473684,60899.58726
1658102400000.0,2022-07-18 00:00:00,MATH/USDT,0.2043,0.2107,0.1937,0.1994,32446.317652958875,6469.79574
1658016000000.0,2022-07-17 00:00:00,MATH/USDT,0.1967,0.206,0.1917,0.2043,50673.95971610377,10352.68997
1657929600000.0,2022-07-16 00:00:00,MATH/USDT,0.1851,0.2237,0.1811,0.1967,123941.0066090493,24379.196
1657843200000.0,2022-07-15 00:00:00,MATH/USDT,0.1818,0.1942,0.1783,0.1851,32403.21280388979,5997.83469
1657756800000.0,2022-07-14 00:00:00,MATH/USDT,0.2002,0.2328,0.1675,0.1818,245779.75060506052,44682.75866
1657670400000.0,2022-07-13 00:00:00,MATH/USDT,0.1557,0.274,0.1528,0.2002,98568.75114885115,19733.46398
1657584000000.0,2022-07-12 00:00:00,MATH/USDT,0.1609,0.1669,0.1556,0.1557,42687.38272318561,6646.42549
1657497600000.0,2022-07-11 00:00:00,MATH/USDT,0.1678,0.2089,0.1568,0.1609,82377.40428837787,13254.52435
1657411200000.0,2022-07-10 00:00:00,MATH/USDT,0.1718,0.1798,0.1596,0.1678,39439.94010727056,6618.02195
1657324800000.0,2022-07-09 00:00:00,MATH/USDT,0.1834,0.1839,0.1556,0.1718,31573.62537834691,5424.34884
1657238400000.0,2022-07-08 00:00:00,MATH/USDT,0.1766,0.1909,0.1728,0.1834,79056.80785169029,14499.01856
1657152000000.0,2022-07-07 00:00:00,MATH/USDT,0.1844,0.1845,0.1708,0.1766,78211.62349943374,13812.17271
1657065600000.0,2022-07-06 00:00:00,MATH/USDT,0.1831,0.1966,0.172,0.1844,97459.05140997829,17971.44908
1656979200000.0,2022-07-05 00:00:00,MATH/USDT,0.177,0.1876,0.168,0.1831,77952.20764609503,14273.04922
1656892800000.0,2022-07-04 00:00:00,MATH/USDT,0.1704,0.1886,0.1615,0.177,37621.82135593221,6659.06238
1656806400000.0,2022-07-03 00:00:00,MATH/USDT,0.1554,0.241,0.1426,0.1704,197818.51167840377,33708.27439
1656720000000.0,2022-07-02 00:00:00,MATH/USDT,0.1694,0.1738,0.1516,0.1554,20730.953474903472,3221.59017
1656633600000.0,2022-07-01 00:00:00,MATH/USDT,0.1602,0.1821,0.1493,0.1694,85771.35247933885,14529.66711
1656547200000.0,2022-06-30 00:00:00,MATH/USDT,0.148,0.1892,0.1406,0.1602,136615.7808988764,21885.8481
1656460800000.0,2022-06-29 00:00:00,MATH/USDT,0.1556,0.1576,0.1346,0.148,190699.42040540543,28223.51422
1656374400000.0,2022-06-28 00:00:00,MATH/USDT,0.1586,0.1642,0.151,0.1556,131924.15482005142,20527.39849
1656288000000.0,2022-06-27 00:00:00,MATH/USDT,0.1771,0.1835,0.1576,0.1586,113554.24552332914,18009.70334
1656201600000.0,2022-06-26 00:00:00,MATH/USDT,0.1897,0.2206,0.1643,0.1771,144711.96075663465,25628.48825
1656115200000.0,2022-06-25 00:00:00,MATH/USDT,0.2014,0.23,0.171,0.1897,269483.6041117554,51121.0397
1656028800000.0,2022-06-24 00:00:00,MATH/USDT,0.3121,0.3229,0.1918,0.2014,376744.7016881828,75876.38292
1655942400000.0,2022-06-23 00:00:00,MATH/USDT,0.3751,0.5265,0.2275,0.3121,1675611.4989106057,522958.34881
1655856000000.0,2022-06-22 00:00:00,MATH/USDT,0.1466,0.388,0.137,0.3751,702804.1337243401,263621.83056
1655769600000.0,2022-06-21 00:00:00,MATH/USDT,0.1234,0.1571,0.118,0.1466,921513.9763983629,135093.94894
1655683200000.0,2022-06-20 00:00:00,MATH/USDT,0.1195,0.128,0.1195,0.1234,70975.35218800648,8758.35846
1655596800000.0,2022-06-19 00:00:00,MATH/USDT,0.1235,0.1263,0.1172,0.1195,22923.962008368202,2739.41346
1655510400000.0,2022-06-18 00:00:00,MATH/USDT,0.1249,0.1252,0.1216,0.1235,43628.29012145749,5388.09383
1655424000000.0,2022-06-17 00:00:00,MATH/USDT,0.1259,0.1265,0.1238,0.1249,22611.255164131308,2824.14577
1655337600000.0,2022-06-16 00:00:00,MATH/USDT,0.1288,0.129,0.1254,0.1259,80478.23725178711,10132.21007
1655251200000.0,2022-06-15 00:00:00,MATH/USDT,0.1316,0.1326,0.1275,0.1288,201439.38881987578,25945.39328
1655164800000.0,2022-06-14 00:00:00,MATH/USDT,0.1372,0.1381,0.1307,0.1316,177146.51686930092,23312.48162
1655078400000.0,2022-06-13 00:00:00,MATH/USDT,0.146,0.172,0.1362,0.1372,697132.6778425657,95646.6034
1654992000000.0,2022-06-12 00:00:00,MATH/USDT,0.1491,0.1519,0.1442,0.146,183747.9382191781,26827.19898
1654905600000.0,2022-06-11 00:00:00,MATH/USDT,0.1528,0.1543,0.149,0.1491,172922.0202548625,25782.67322
1654819200000.0,2022-06-10 00:00:00,MATH/USDT,0.153,0.154,0.1505,0.1528,347550.63115183247,53105.73644
1654732800000.0,2022-06-09 00:00:00,MATH/USDT,0.1563,0.1563,0.1523,0.153,109685.08843137255,16781.81853
1654646400000.0,2022-06-08 00:00:00,MATH/USDT,0.1529,0.1563,0.1528,0.1563,6254.432501599488,977.5678
1654560000000.0,2022-06-07 00:00:00,MATH/USDT,0.1318,0.1544,0.1306,0.1529,321574.39489862655,49168.72498
1654473600000.0,2022-06-06 00:00:00,MATH/USDT,0.13,0.132,0.13,0.1318,1815.1322458270106,239.23443
1654387200000.0,2022-06-05 00:00:00,MATH/USDT,0.1316,0.1319,0.1296,0.13,12828.681461538461,1667.72859
1654300800000.0,2022-06-04 00:00:00,MATH/USDT,0.1308,0.132,0.1296,0.1316,14150.357750759878,1862.18708
1654214400000.0,2022-06-03 00:00:00,MATH/USDT,0.131,0.1316,0.1295,0.1308,3045.6107033639146,398.36588
1654128000000.0,2022-06-02 00:00:00,MATH/USDT,0.1329,0.1329,0.1297,0.131,4969.273053435115,650.97477
1654041600000.0,2022-06-01 00:00:00,MATH/USDT,0.1337,0.1355,0.1326,0.1329,89505.6914221219,11895.30639
1653955200000.0,2022-05-31 00:00:00,MATH/USDT,0.13,0.1352,0.1296,0.1337,177269.115407629,23700.88073
1653868800000.0,2022-05-30 00:00:00,MATH/USDT,0.1296,0.1313,0.1287,0.13,174014.79676923074,22621.92358
1653782400000.0,2022-05-29 00:00:00,MATH/USDT,0.1293,0.1301,0.1281,0.1296,173033.93611111114,22425.19812
1653696000000.0,2022-05-28 00:00:00,MATH/USDT,0.1304,0.1309,0.1277,0.1293,187061.93650425368,24187.10839
1653609600000.0,2022-05-27 00:00:00,MATH/USDT,0.1293,0.1311,0.1278,0.1304,146558.81211656446,19111.2691
1653523200000.0,2022-05-26 00:00:00,MATH/USDT,0.1341,0.1351,0.1287,0.1293,230257.77532869298,29772.33035
1653436800000.0,2022-05-25 00:00:00,MATH/USDT,0.1345,0.1356,0.1333,0.1341,159446.49440715884,21381.7749
1653350400000.0,2022-05-24 00:00:00,MATH/USDT,0.1365,0.1379,0.1338,0.1345,174796.13903345724,23510.0807
1653264000000.0,2022-05-23 00:00:00,MATH/USDT,0.133,0.1395,0.133,0.1365,182348.25670329668,24890.53704
1653177600000.0,2022-05-22 00:00:00,MATH/USDT,0.1326,0.1345,0.1312,0.133,166511.00360902253,22145.96348
1653091200000.0,2022-05-21 00:00:00,MATH/USDT,0.1306,0.1335,0.1289,0.1326,162636.9250377074,21565.65626
1653004800000.0,2022-05-20 00:00:00,MATH/USDT,0.1304,0.1311,0.1288,0.1306,198634.79241960184,25941.70389
1652918400000.0,2022-05-19 00:00:00,MATH/USDT,0.1289,0.1313,0.1285,0.1304,171633.57009202457,22381.01754
1652832000000.0,2022-05-18 00:00:00,MATH/USDT,0.1298,0.1311,0.1262,0.1289,193926.12296353764,24997.07725
1652745600000.0,2022-05-17 00:00:00,MATH/USDT,0.1269,0.1307,0.1259,0.1298,155609.04530046225,20198.05408
1652659200000.0,2022-05-16 00:00:00,MATH/USDT,0.1258,0.1307,0.1249,0.1269,264452.62096138694,33559.0376
1652572800000.0,2022-05-15 00:00:00,MATH/USDT,0.1227,0.1271,0.1223,0.1258,183700.54689984102,23109.5288
1652486400000.0,2022-05-14 00:00:00,MATH/USDT,0.1274,0.1284,0.1222,0.1227,119222.24034229829,14628.56889
1652400000000.0,2022-05-13 00:00:00,MATH/USDT,0.1222,0.1332,0.1128,0.1274,317824.30455259024,40490.8164
1652313600000.0,2022-05-12 00:00:00,MATH/USDT,0.1505,0.1509,0.1098,0.1222,485742.252700491,59357.70328
1652227200000.0,2022-05-11 00:00:00,MATH/USDT,0.1552,0.1568,0.1483,0.1505,187035.66033222593,28148.86688
1652140800000.0,2022-05-10 00:00:00,MATH/USDT,0.1639,0.164,0.1498,0.1552,132583.77583762887,20577.00201
1652054400000.0,2022-05-09 00:00:00,MATH/USDT,0.1927,0.1934,0.1624,0.1639,215464.18035387434,35314.57916
1651968000000.0,2022-05-08 00:00:00,MATH/USDT,0.1934,0.195,0.1922,0.1927,107178.74670472236,20653.34449
1651881600000.0,2022-05-07 00:00:00,MATH/USDT,0.1954,0.1982,0.191,0.1934,123102.73562564634,23808.06907
1651795200000.0,2022-05-06 00:00:00,MATH/USDT,0.1966,0.1989,0.1938,0.1954,114098.585209826,22294.86355
1651708800000.0,2022-05-05 00:00:00,MATH/USDT,0.2004,0.2008,0.196,0.1966,119573.17568667346,23508.08634
1651622400000.0,2022-05-04 00:00:00,MATH/USDT,0.2022,0.2028,0.197,0.2004,123650.23872255489,24779.50784
1651536000000.0,2022-05-03 00:00:00,MATH/USDT,0.2057,0.2063,0.2012,0.2022,114103.50568743818,23071.72885
1651449600000.0,2022-05-02 00:00:00,MATH/USDT,0.2067,0.2087,0.2051,0.2057,118462.67501215363,24367.77225
1651363200000.0,2022-05-01 00:00:00,MATH/USDT,0.2091,0.2099,0.2056,0.2067,80274.45766811805,16592.7304
1651276800000.0,2022-04-30 00:00:00,MATH/USDT,0.215,0.2156,0.2076,0.2091,140230.5962219034,29322.21767
1651190400000.0,2022-04-29 00:00:00,MATH/USDT,0.2279,0.229,0.2105,0.215,157996.19176744187,33969.18123
1651104000000.0,2022-04-28 00:00:00,MATH/USDT,0.2343,0.236,0.2271,0.2279,103313.44523913998,23545.13417
1651017600000.0,2022-04-27 00:00:00,MATH/USDT,0.2419,0.2423,0.2336,0.2343,110264.40128040971,25834.94922
1650931200000.0,2022-04-26 00:00:00,MATH/USDT,0.2608,0.2627,0.2412,0.2419,196224.0312939231,47466.59317
1650844800000.0,2022-04-25 00:00:00,MATH/USDT,0.2669,0.2692,0.2597,0.2608,58247.95471625768,15191.06659
1650758400000.0,2022-04-24 00:00:00,MATH/USDT,0.2671,0.2696,0.2654,0.2669,43172.439677781935,11522.72415
1650672000000.0,2022-04-23 00:00:00,MATH/USDT,0.2695,0.2762,0.2651,0.2671,369192.38064395357,98611.28487
1650585600000.0,2022-04-22 00:00:00,MATH/USDT,0.2699,0.2714,0.2656,0.2695,84535.3600742115,22782.27954
1650499200000.0,2022-04-21 00:00:00,MATH/USDT,0.2697,0.2728,0.266,0.2699,87982.16824749908,23746.38721
1650412800000.0,2022-04-20 00:00:00,MATH/USDT,0.2708,0.2725,0.2683,0.2697,81264.51319985169,21917.03921
1650326400000.0,2022-04-19 00:00:00,MATH/USDT,0.2654,0.2802,0.265,0.2708,101874.20926883309,27587.53587
1650240000000.0,2022-04-18 00:00:00,MATH/USDT,0.2666,0.2703,0.265,0.2654,61913.01729464959,16431.71479
1650153600000.0,2022-04-17 00:00:00,MATH/USDT,0.2682,0.2715,0.2662,0.2666,86272.04692423106,23000.12771
1650067200000.0,2022-04-16 00:00:00,MATH/USDT,0.2822,0.2857,0.2673,0.2682,24673.85167785235,6617.52702
1649980800000.0,2022-04-15 00:00:00,MATH/USDT,0.2824,0.2866,0.2822,0.2822,10122.771863926293,2856.64622
1649894400000.0,2022-04-14 00:00:00,MATH/USDT,0.2962,0.3571,0.2809,0.2824,142807.94369688389,40328.9633
1649808000000.0,2022-04-13 00:00:00,MATH/USDT,0.3343,0.3509,0.2938,0.2962,87563.58467251857,25936.33378
1649721600000.0,2022-04-12 00:00:00,MATH/USDT,0.3204,0.3964,0.3169,0.3343,248465.9220460664,83062.15774
1649635200000.0,2022-04-11 00:00:00,MATH/USDT,0.2857,0.3302,0.2821,0.3204,226771.08851435705,72657.45676
1649548800000.0,2022-04-10 00:00:00,MATH/USDT,0.2843,0.2857,0.2817,0.2857,56771.92114105706,16219.73787
1649462400000.0,2022-04-09 00:00:00,MATH/USDT,0.2871,0.2892,0.2842,0.2843,49329.71990854731,14024.43937
1649376000000.0,2022-04-08 00:00:00,MATH/USDT,0.2896,0.2918,0.2867,0.2871,39066.89143155695,11216.10453
1649289600000.0,2022-04-07 00:00:00,MATH/USDT,0.3085,0.3085,0.2881,0.2896,146053.79471685083,42297.17895
1649203200000.0,2022-04-06 00:00:00,MATH/USDT,0.3239,0.3278,0.3018,0.3085,244587.7946839546,75455.33466
1649116800000.0,2022-04-05 00:00:00,MATH/USDT,0.3228,0.3278,0.319,0.3239,111086.91151589996,35981.05064
1649030400000.0,2022-04-04 00:00:00,MATH/USDT,0.3136,0.3228,0.3118,0.3228,101541.85563816606,32777.711
1648944000000.0,2022-04-03 00:00:00,MATH/USDT,0.282,0.3142,0.277,0.3136,141298.4621492347,44311.19773
1648857600000.0,2022-04-02 00:00:00,MATH/USDT,0.25,0.2838,0.2475,0.282,210328.6465957447,59312.67834
1648771200000.0,2022-04-01 00:00:00,MATH/USDT,0.2541,0.2565,0.249,0.25,129564.87724,32391.21931
1648684800000.0,2022-03-31 00:00:00,MATH/USDT,0.2456,0.2571,0.2455,0.2541,85015.51019283746,21602.44114
1648598400000.0,2022-03-30 00:00:00,MATH/USDT,0.2418,0.2482,0.2405,0.2456,137080.94104234528,33667.07912
1648512000000.0,2022-03-29 00:00:00,MATH/USDT,0.2438,0.2479,0.2404,0.2418,86684.80690653434,20960.38631
1648425600000.0,2022-03-28 00:00:00,MATH/USDT,0.2276,0.2449,0.2256,0.2438,146615.1710828548,35744.77871
1648339200000.0,2022-03-27 00:00:00,MATH/USDT,0.2296,0.2313,0.225,0.2276,118194.35733743409,26901.03573
1648252800000.0,2022-03-26 00:00:00,MATH/USDT,0.2354,0.2356,0.2296,0.2296,91189.98440766551,20937.22042
1648166400000.0,2022-03-25 00:00:00,MATH/USDT,0.2344,0.2372,0.2324,0.2354,107942.33853016142,25409.62649
1648080000000.0,2022-03-24 00:00:00,MATH/USDT,0.2431,0.2434,0.223,0.2344,75780.30354095562,17762.90315
1647993600000.0,2022-03-23 00:00:00,MATH/USDT,0.2669,0.2677,0.2427,0.2431,139551.60320855616,33924.99474
1647907200000.0,2022-03-22 00:00:00,MATH/USDT,0.2959,0.2959,0.2541,0.2669,226714.11633570623,60509.99765
1647820800000.0,2022-03-21 00:00:00,MATH/USDT,0.2498,0.3006,0.2493,0.2959,274651.2258533288,81269.29773
1647734400000.0,2022-03-20 00:00:00,MATH/USDT,0.2325,0.25,0.2302,0.2498,177583.21305044036,44360.28662
1647648000000.0,2022-03-19 00:00:00,MATH/USDT,0.2149,0.2329,0.2129,0.2325,198143.9547096774,46068.46947
1647561600000.0,2022-03-18 00:00:00,MATH/USDT,0.2048,0.2149,0.2016,0.2149,153286.85667752443,32941.3455
1647475200000.0,2022-03-17 00:00:00,MATH/USDT,0.1839,0.2092,0.181,0.2048,297102.1427734375,60846.51884
1647388800000.0,2022-03-16 00:00:00,MATH/USDT,0.1603,0.1884,0.1558,0.1839,237992.82088091355,43766.87976
1647302400000.0,2022-03-15 00:00:00,MATH/USDT,0.1533,0.1624,0.1515,0.1603,223043.94086088586,35753.94372
1647216000000.0,2022-03-14 00:00:00,MATH/USDT,0.1587,0.1685,0.15,0.1533,255859.01167645142,39223.18649
1647129600000.0,2022-03-13 00:00:00,MATH/USDT,0.1521,0.1599,0.1497,0.1587,237439.52684310015,37681.65291
1647043200000.0,2022-03-12 00:00:00,MATH/USDT,0.1418,0.1521,0.1404,0.1521,223851.8613412229,34047.86811
1646956800000.0,2022-03-11 00:00:00,MATH/USDT,0.1381,0.1429,0.1363,0.1418,170677.2688293371,24202.03672
1646870400000.0,2022-03-10 00:00:00,MATH/USDT,0.1356,0.1382,0.1302,0.1381,285301.0018102824,39400.06835
1646784000000.0,2022-03-09 00:00:00,MATH/USDT,0.1349,0.1373,0.133,0.1356,203017.8283923304,27529.21753
1646697600000.0,2022-03-08 00:00:00,MATH/USDT,0.1327,0.1477,0.1312,0.1349,300428.6690140845,40527.82745
1646611200000.0,2022-03-07 00:00:00,MATH/USDT,0.1282,0.1327,0.1269,0.1327,219897.7367746797,29180.42967
1646524800000.0,2022-03-06 00:00:00,MATH/USDT,0.13,0.1304,0.1273,0.1282,171145.50031201247,21940.85314
1646438400000.0,2022-03-05 00:00:00,MATH/USDT,0.1299,0.1311,0.1284,0.13,176256.3063076923,22913.31982
1646352000000.0,2022-03-04 00:00:00,MATH/USDT,0.1343,0.1348,0.1293,0.1299,163780.01054657428,21275.02337
1646265600000.0,2022-03-03 00:00:00,MATH/USDT,0.1324,0.14,0.1315,0.1343,216589.7970960536,29088.00975
1646179200000.0,2022-03-02 00:00:00,MATH/USDT,0.1421,0.1467,0.1316,0.1324,223388.6900302115,29576.66256
1646092800000.0,2022-03-01 00:00:00,MATH/USDT,0.1379,0.146,0.1368,0.1421,192972.6308233638,27421.41084
1646006400000.0,2022-02-28 00:00:00,MATH/USDT,0.1345,0.138,0.134,0.1379,180810.0264684554,24933.70265
1645920000000.0,2022-02-27 00:00:00,MATH/USDT,0.1307,0.1362,0.1298,0.1345,203573.55226765797,27380.64278
1645833600000.0,2022-02-26 00:00:00,MATH/USDT,0.1317,0.1341,0.1303,0.1307,188771.3413159908,24672.41431
1645747200000.0,2022-02-25 00:00:00,MATH/USDT,0.1315,0.134,0.1274,0.1317,164194.17524677294,21624.37288
1645660800000.0,2022-02-24 00:00:00,MATH/USDT,0.1501,0.1669,0.1214,0.1315,170005.51855513308,22355.72569
1645574400000.0,2022-02-23 00:00:00,MATH/USDT,0.1478,0.1508,0.1348,0.1501,164860.48840772817,24745.55931
1645488000000.0,2022-02-22 00:00:00,MATH/USDT,0.1496,0.1507,0.1433,0.1478,150521.7142760487,22247.10937
1645401600000.0,2022-02-21 00:00:00,MATH/USDT,0.1517,0.1598,0.146,0.1496,147142.75233957218,22012.55575
1645315200000.0,2022-02-20 00:00:00,MATH/USDT,0.1605,0.1633,0.1479,0.1517,147792.3032959789,22420.09241
1645228800000.0,2022-02-19 00:00:00,MATH/USDT,0.1616,0.1669,0.1595,0.1605,123742.9123364486,19860.73743
1645142400000.0,2022-02-18 00:00:00,MATH/USDT,0.1653,0.1801,0.1533,0.1616,212410.39733910892,34325.52021
1645056000000.0,2022-02-17 00:00:00,MATH/USDT,0.1879,0.1894,0.1638,0.1653,136238.10471869327,22520.15871
1644969600000.0,2022-02-16 00:00:00,MATH/USDT,0.2035,0.2048,0.184,0.1879,152761.5170303353,28703.88905
1644883200000.0,2022-02-15 00:00:00,MATH/USDT,0.2147,0.2162,0.203,0.2035,165957.55872235872,33772.3632
1644796800000.0,2022-02-14 00:00:00,MATH/USDT,0.2149,0.2153,0.2118,0.2147,105576.9598043782,22667.37327
1644710400000.0,2022-02-13 00:00:00,MATH/USDT,0.2175,0.2184,0.2128,0.2149,100721.68120055839,21645.08929
1644624000000.0,2022-02-12 00:00:00,MATH/USDT,0.219,0.2242,0.2144,0.2175,109922.52740229886,23908.14971
1644537600000.0,2022-02-11 00:00:00,MATH/USDT,0.2364,0.2406,0.2166,0.219,128667.02913242008,28178.07938
1644451200000.0,2022-02-10 00:00:00,MATH/USDT,0.2433,0.2511,0.2345,0.2364,141836.810321489,33530.22196
